Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415106,0.017184,0.202432,0.005056,0.046912,0.202625,0.002240,0.001344,0.000352,0.899907
0.449570,0.017408,0.202240,0.005024,0.047072,0.194593,0.002080,0.001344,0.000352,0.926467
0.415457,0.017440,0.201921,0.005088,0.046880,0.195585,0.001952,0.001312,0.000384,0.892867
0.414689,0.017632,0.202433,0.005056,0.046848,0.201792,0.002336,0.001376,0.000352,0.899138
0.415682,0.017632,0.202272,0.004832,0.047008,0.229089,0.002240,0.001152,0.000352,0.928899
0.415137,0.017856,0.202465,0.004928,0.047296,0.205761,0.002176,0.000960,0.000352,0.903651
0.415329,0.017440,0.202945,0.004864,0.046912,0.188673,0.002176,0.000896,0.000352,0.886627
0.416097,0.017472,0.203425,0.004832,0.046816,0.201536,0.002080,0.001152,0.000320,0.900482
0.433762,0.017504,0.202080,0.004864,0.047040,0.203905,0.002176,0.001056,0.000384,0.919811
0.415617,0.017632,0.202049,0.004864,0.046976,0.185057,0.001952,0.001216,0.000352,0.882595
0.415681,0.017536,0.201761,0.004832,0.046912,0.190368,0.001984,0.001120,0.000320,0.887426
0.415713,0.017696,0.201760,0.004832,0.047073,0.234816,0.002336,0.000960,0.000352,0.932546
0.415938,0.017568,0.202752,0.004864,0.047136,0.194369,0.002080,0.000896,0.000352,0.892803
0.416353,0.017696,0.201985,0.004800,0.047008,0.200097,0.002048,0.001056,0.000352,0.898179
0.417409,0.017632,0.204161,0.004864,0.047008,0.204800,0.002112,0.001408,0.000384,0.907938
0.433505,0.017760,0.202656,0.004832,0.046977,0.193568,0.002048,0.001248,0.000384,0.910402
0.415298,0.017568,0.202656,0.004832,0.047232,0.206721,0.001984,0.001024,0.000416,0.905379
0.415617,0.017632,0.202305,0.005216,0.047104,0.187425,0.001984,0.001280,0.000352,0.886083
0.415393,0.017632,0.202273,0.005248,0.046912,0.238656,0.002240,0.001056,0.000416,0.936610
0.415457,0.017696,0.202304,0.004832,0.046913,0.222688,0.002240,0.000896,0.000352,0.920098
0.415042,0.017472,0.202080,0.004800,0.047104,0.204545,0.001984,0.000992,0.000352,0.901475
0.415329,0.017664,0.202273,0.004864,0.046848,0.194113,0.001920,0.001056,0.000384,0.891459
0.432737,0.017504,0.203105,0.004864,0.046880,0.214752,0.002336,0.001088,0.000416,0.930850
0.416033,0.017664,0.202752,0.004832,0.046977,0.202272,0.001984,0.001376,0.000384,0.901890
0.416354,0.017696,0.202208,0.004896,0.046880,0.193921,0.002016,0.001248,0.000416,0.892835
0.414785,0.018176,0.202177,0.004896,0.046976,0.215969,0.002240,0.001024,0.000384,0.913475
0.415553,0.017696,0.201985,0.004928,0.047072,0.193056,0.002080,0.001216,0.000640,0.891106
0.415105,0.017248,0.202304,0.005056,0.046881,0.205696,0.001952,0.001056,0.000384,0.902786
0.415841,0.017601,0.203168,0.004832,0.047008,0.206401,0.001984,0.001312,0.000576,0.905571
0.435521,0.017856,0.202273,0.004928,0.046848,0.208001,0.002016,0.001088,0.000384,0.925891
0.415585,0.017632,0.202241,0.004896,0.046944,0.201312,0.002016,0.001312,0.000576,0.899746
0.414721,0.017728,0.202176,0.004832,0.046945,0.197632,0.001984,0.001184,0.000352,0.894402
0.415393,0.017409,0.202656,0.004928,0.046848,0.233537,0.002240,0.001024,0.000352,0.931587
0.415425,0.017568,0.202369,0.004896,0.046976,0.212449,0.002336,0.001088,0.000384,0.912099
0.415681,0.018016,0.202849,0.004864,0.046976,0.191424,0.002144,0.001440,0.000352,0.890946
0.415937,0.017568,0.202688,0.004928,0.047041,0.206176,0.002240,0.001280,0.000320,0.904962
0.434530,0.017632,0.202240,0.004928,0.047008,0.205025,0.001984,0.001280,0.000672,0.922499
0.415137,0.017920,0.203681,0.005056,0.046848,0.208929,0.002240,0.001280,0.000416,0.908643
0.414881,0.017472,0.202145,0.004800,0.046912,0.206848,0.002016,0.001312,0.000384,0.903394
0.415553,0.017472,0.202976,0.004864,0.047073,0.232640,0.002176,0.001024,0.000384,0.931554
0.415394,0.017280,0.203008,0.004800,0.046944,0.210625,0.001952,0.001024,0.000384,0.908323
0.415617,0.017632,0.203233,0.004800,0.046944,0.206785,0.001984,0.001280,0.000352,0.905603
0.415649,0.017760,0.202209,0.005056,0.047232,0.224257,0.002016,0.001376,0.000416,0.923491
0.434945,0.017728,0.202753,0.005152,0.047200,0.201792,0.002400,0.000992,0.000352,0.921602
0.415361,0.017472,0.204384,0.005024,0.046913,0.196064,0.001952,0.000992,0.000352,0.895170
0.415361,0.017440,0.202401,0.005024,0.047040,0.184225,0.001984,0.000992,0.000320,0.881315
0.415521,0.017568,0.202401,0.004832,0.047008,0.207648,0.002272,0.001088,0.000384,0.905346
0.415521,0.017568,0.202528,0.004800,0.046912,0.214849,0.001856,0.000960,0.000384,0.911714
0.415745,0.017440,0.202465,0.005248,0.046848,0.229953,0.001920,0.001024,0.000352,0.927299
0.415361,0.017600,0.202273,0.004832,0.046912,0.226785,0.001856,0.001056,0.000320,0.923299
0.432513,0.017664,0.202337,0.004800,0.047040,0.190400,0.002144,0.001024,0.000352,0.905250
0.415490,0.017696,0.202112,0.004800,0.047104,0.201249,0.001888,0.001248,0.000352,0.898787
0.415073,0.017472,0.203009,0.004832,0.046944,0.214241,0.001920,0.000992,0.000352,0.911299
0.415425,0.018144,0.202497,0.004832,0.047296,0.227968,0.002304,0.001184,0.000384,0.927011
0.416065,0.017568,0.202688,0.005152,0.046945,0.197312,0.001920,0.000992,0.000352,0.896034
0.415425,0.017633,0.202048,0.004832,0.046912,0.209889,0.001856,0.001024,0.000352,0.906531
0.415521,0.017280,0.202081,0.004800,0.046944,0.200897,0.001920,0.001056,0.000384,0.897155
0.430561,0.017280,0.202240,0.004800,0.047392,0.197696,0.002112,0.000992,0.000384,0.910754
0.415938,0.017568,0.201984,0.004800,0.046976,0.198593,0.001952,0.000992,0.000384,0.895683
0.415105,0.017248,0.202113,0.005248,0.046816,0.197633,0.001920,0.000992,0.000352,0.893667
0.415041,0.017408,0.202113,0.005312,0.047456,0.226272,0.003040,0.001120,0.000448,0.925570
0.414946,0.017216,0.202048,0.005312,0.046880,0.185793,0.001824,0.000928,0.000352,0.881699
0.415457,0.017504,0.202657,0.005056,0.047008,0.203585,0.002272,0.000992,0.000352,0.901795
0.415393,0.017696,0.202721,0.004832,0.046912,0.198432,0.001952,0.001088,0.000352,0.895906
0.437313,0.017472,0.202432,0.004896,0.047073,0.209792,0.002208,0.001024,0.000320,0.929186
0.414882,0.017600,0.202496,0.004800,0.046880,0.225889,0.001920,0.000928,0.000352,0.922115
0.415393,0.017600,0.202753,0.004800,0.046848,0.204481,0.001984,0.001056,0.000352,0.902339
0.414305,0.017440,0.204097,0.004800,0.047008,0.219968,0.002176,0.001120,0.000416,0.920130
0.415457,0.017632,0.202464,0.005120,0.046753,0.227104,0.001888,0.000960,0.000352,0.924834
0.415106,0.017504,0.202432,0.005088,0.046976,0.195681,0.001824,0.000992,0.000384,0.892579
0.415393,0.017536,0.202529,0.005248,0.046944,0.197505,0.001920,0.000928,0.000320,0.894915
0.433153,0.017664,0.202241,0.005248,0.046848,0.194560,0.002112,0.001120,0.000320,0.910242
0.415138,0.017408,0.202112,0.004864,0.046912,0.191073,0.001920,0.000864,0.000352,0.887331
0.415425,0.017536,0.202017,0.004800,0.047328,0.190945,0.002016,0.001312,0.000384,0.889027
0.415137,0.017536,0.202593,0.004992,0.046912,0.202208,0.001888,0.001024,0.000320,0.899042
0.415265,0.017472,0.202272,0.005408,0.047008,0.187297,0.001888,0.000992,0.000352,0.884226
0.414753,0.017472,0.202689,0.005088,0.046880,0.199297,0.001856,0.000960,0.000384,0.896259
0.415297,0.017472,0.202145,0.005024,0.046848,0.201504,0.001952,0.001088,0.000320,0.898146
0.415969,0.017440,0.219200,0.005152,0.047201,0.220096,0.001920,0.000992,0.000352,0.935362
0.415650,0.017440,0.202208,0.004928,0.047008,0.205473,0.001888,0.001088,0.000352,0.902243
0.415457,0.017632,0.203425,0.004832,0.047008,0.205377,0.002112,0.000864,0.000384,0.903331
0.415073,0.017440,0.202177,0.004800,0.046912,0.210176,0.002176,0.001120,0.000416,0.907010
0.416065,0.017696,0.202304,0.005152,0.047200,0.204257,0.002176,0.001056,0.000352,0.902818
0.414785,0.017632,0.202689,0.004992,0.047040,0.202465,0.002080,0.001248,0.000384,0.900771
0.415745,0.017472,0.202433,0.004800,0.046880,0.185856,0.001920,0.001056,0.000320,0.883586
0.415393,0.017440,0.218016,0.005472,0.047009,0.193248,0.001888,0.000992,0.000320,0.906626
0.416353,0.017665,0.202816,0.004800,0.047008,0.199393,0.001920,0.001088,0.000352,0.898115
0.414273,0.017632,0.202401,0.004832,0.047104,0.197761,0.002112,0.000896,0.000320,0.893891
0.415073,0.017632,0.215041,0.005152,0.046912,0.186944,0.001984,0.001024,0.000352,0.897602
0.421410,0.017568,0.202560,0.004832,0.047296,0.216161,0.001984,0.001088,0.000352,0.920323
0.415233,0.017696,0.202240,0.005248,0.047520,0.201601,0.002368,0.001312,0.000384,0.901251
0.414561,0.017440,0.202753,0.004864,0.046912,0.210945,0.002272,0.001088,0.000320,0.908163
0.415265,0.017728,0.225153,0.005184,0.047200,0.200096,0.002240,0.001184,0.000384,0.922594
0.416257,0.017664,0.203360,0.005024,0.048225,0.205408,0.002016,0.001312,0.000384,0.907426
0.416162,0.017440,0.203104,0.005024,0.049632,0.199841,0.002016,0.001152,0.000384,0.902115
0.415905,0.017728,0.203713,0.005056,0.047712,0.214305,0.002048,0.001344,0.000352,0.914467
0.415297,0.017248,0.203361,0.004800,0.048640,0.208256,0.002080,0.001248,0.000352,0.908322
0.415905,0.017664,0.203040,0.004864,0.048321,0.212640,0.002048,0.001472,0.000384,0.912994
0.415810,0.017984,0.202688,0.005216,0.048192,0.211937,0.002112,0.001408,0.000320,0.912515
0.415425,0.017472,0.222849,0.004992,0.049536,0.187969,0.002112,0.001248,0.000352,0.909219
0.415489,0.017376,0.202721,0.004832,0.048608,0.197856,0.002048,0.001472,0.000384,0.897698
0.415553,0.017472,0.201856,0.004864,0.048033,0.200000,0.001984,0.001344,0.000384,0.898242
0.415585,0.017472,0.201985,0.004768,0.049024,0.199905,0.001984,0.001312,0.000352,0.899235
0.415649,0.017472,0.202049,0.005120,0.049024,0.191073,0.002176,0.001088,0.000352,0.891331
0.415617,0.017344,0.202817,0.005312,0.047968,0.193344,0.002048,0.001184,0.000352,0.893282
0.415458,0.017472,0.202720,0.004800,0.047712,0.198017,0.002016,0.000992,0.000320,0.896067
0.415105,0.017440,0.220449,0.005184,0.048544,0.195105,0.002176,0.001024,0.000352,0.913315
0.415201,0.017696,0.202785,0.005056,0.047840,0.202080,0.002016,0.001024,0.000384,0.901218
0.415553,0.017440,0.202241,0.005280,0.048064,0.193024,0.002048,0.001056,0.000384,0.892034
0.415298,0.017408,0.202016,0.005056,0.047840,0.194657,0.001984,0.001312,0.000384,0.892963
0.416481,0.017280,0.202529,0.004960,0.048096,0.193281,0.002016,0.001088,0.000384,0.892771
0.415361,0.017472,0.201953,0.005248,0.049664,0.206816,0.002112,0.001184,0.000320,0.906978
0.415905,0.017472,0.202368,0.005280,0.048961,0.204448,0.002048,0.000960,0.000352,0.905122
0.416961,0.017665,0.219904,0.005120,0.048864,0.201921,0.002080,0.001280,0.000384,0.922243
0.415617,0.017376,0.202561,0.005056,0.049312,0.206401,0.001952,0.001120,0.000384,0.906435
0.415585,0.017408,0.202209,0.005056,0.049216,0.206368,0.002528,0.000992,0.000352,0.906338
0.415362,0.017472,0.202144,0.004864,0.048032,0.203169,0.002016,0.000960,0.000352,0.900931
0.415073,0.017664,0.202849,0.005024,0.047584,0.206689,0.002080,0.001152,0.000384,0.905507
0.415297,0.017216,0.202209,0.005344,0.047904,0.211073,0.001984,0.001344,0.000384,0.909507
0.415297,0.017568,0.202304,0.005280,0.047521,0.208352,0.002016,0.001056,0.000352,0.906146
0.415106,0.017600,0.220000,0.005152,0.047520,0.182209,0.001984,0.001088,0.000320,0.897987
0.415329,0.017216,0.202785,0.005088,0.047104,0.201217,0.001952,0.001056,0.000352,0.898755
0.415169,0.017440,0.203329,0.004800,0.047008,0.203168,0.001856,0.001120,0.000352,0.901314
0.415842,0.017728,0.202560,0.005248,0.047200,0.198465,0.002272,0.001184,0.000384,0.898275
0.438017,0.017824,0.202273,0.005248,0.048640,0.197601,0.002112,0.000896,0.000384,0.920515
0.414849,0.017632,0.203521,0.005024,0.048480,0.207168,0.001920,0.001088,0.000384,0.907522
0.414561,0.017632,0.201984,0.005280,0.047617,0.211840,0.001824,0.000896,0.000384,0.909250
0.415394,0.017472,0.222016,0.005216,0.047168,0.212033,0.001856,0.000960,0.000416,0.929155
0.416577,0.017601,0.204896,0.004896,0.047488,0.211777,0.002048,0.001216,0.000448,0.915011
0.414433,0.017696,0.203425,0.004864,0.048096,0.200481,0.001984,0.001536,0.000384,0.899651
0.415937,0.017696,0.202977,0.005152,0.047328,0.211456,0.002016,0.001536,0.000448,0.911074
0.415329,0.017504,0.202401,0.005216,0.047424,0.192672,0.002112,0.001440,0.000384,0.892194
0.415586,0.017536,0.202912,0.005152,0.047744,0.201249,0.002208,0.001248,0.000608,0.903715
0.415905,0.017760,0.203361,0.004864,0.048480,0.210497,0.002272,0.001408,0.000576,0.912323
0.415969,0.017696,0.219905,0.005280,0.049248,0.227969,0.001984,0.001376,0.000640,0.947651
0.415521,0.017568,0.203201,0.005248,0.048256,0.212320,0.002176,0.001248,0.000576,0.913250
0.416225,0.017728,0.202784,0.005057,0.048672,0.212864,0.001952,0.001248,0.000576,0.914178
0.417090,0.017504,0.205312,0.005280,0.047776,0.212929,0.002144,0.001216,0.000416,0.917219
0.415554,0.017568,0.203872,0.004832,0.049024,0.204833,0.002048,0.001024,0.000384,0.906947
0.416513,0.017440,0.202785,0.004800,0.047936,0.205185,0.002048,0.001472,0.000320,0.905795
0.416673,0.017696,0.202497,0.005088,0.047552,0.201312,0.001984,0.001056,0.000288,0.901154
0.436705,0.017344,0.202336,0.004865,0.047456,0.193696,0.002080,0.001152,0.000320,0.913954
0.415618,0.017472,0.203040,0.004800,0.047328,0.200193,0.002016,0.001024,0.000352,0.900803
0.415649,0.017536,0.201825,0.004832,0.046880,0.183329,0.002112,0.001120,0.000320,0.880611
0.415905,0.017504,0.201825,0.004928,0.046944,0.186816,0.002048,0.000960,0.000384,0.883874
0.415457,0.017504,0.202144,0.004800,0.046880,0.208289,0.002016,0.001024,0.000608,0.905762
0.416225,0.017633,0.202752,0.004832,0.047104,0.203457,0.002240,0.000960,0.000352,0.902371
0.416321,0.017504,0.202273,0.004864,0.046880,0.188065,0.002016,0.001088,0.000384,0.886243
0.434945,0.017728,0.202049,0.004736,0.046784,0.207456,0.002080,0.001056,0.000352,0.924354
0.415137,0.017408,0.202016,0.004864,0.046912,0.208993,0.002304,0.001152,0.000384,0.905986
0.415265,0.017408,0.202401,0.004832,0.046848,0.194401,0.002240,0.000992,0.000352,0.891587
0.416545,0.017440,0.202177,0.004800,0.047456,0.206464,0.002016,0.000928,0.000352,0.905410
0.415457,0.017440,0.202433,0.004768,0.047424,0.197344,0.002176,0.001184,0.000320,0.896226
0.415393,0.017376,0.202336,0.004736,0.047649,0.208384,0.002016,0.001056,0.000352,0.906146
0.415617,0.017664,0.203136,0.004896,0.047232,0.207489,0.002016,0.000992,0.000352,0.905891
0.432609,0.017600,0.202017,0.004832,0.046880,0.197377,0.002144,0.000960,0.000384,0.912675
0.415329,0.017728,0.202145,0.004992,0.047264,0.206752,0.002272,0.000896,0.000384,0.904738
0.415361,0.017696,0.202080,0.005056,0.046977,0.229984,0.001952,0.000992,0.000352,0.927458
0.415202,0.017664,0.202048,0.005312,0.047520,0.241249,0.002432,0.000896,0.000352,0.939843
0.415297,0.017536,0.202145,0.004992,0.047232,0.208577,0.002080,0.000992,0.000384,0.905827
0.416385,0.017504,0.202113,0.004864,0.048512,0.203680,0.001921,0.001152,0.000384,0.903939
0.415329,0.017632,0.202337,0.004832,0.047744,0.205728,0.002336,0.001024,0.000352,0.904546
0.430210,0.017568,0.202240,0.004832,0.048032,0.209185,0.002080,0.001184,0.000576,0.923971
0.415681,0.017505,0.202208,0.004800,0.047392,0.207521,0.002016,0.001216,0.000384,0.905507
0.415169,0.017472,0.201921,0.004832,0.047296,0.191552,0.003425,0.001216,0.000352,0.890051
0.415361,0.017504,0.202240,0.004833,0.046944,0.224928,0.002080,0.001120,0.000352,0.922562
0.416450,0.017728,0.202208,0.004864,0.047232,0.200001,0.001952,0.000992,0.000320,0.898499
0.415585,0.017344,0.202049,0.005152,0.047456,0.214337,0.002112,0.001248,0.000384,0.913731
0.415905,0.017472,0.202433,0.005248,0.047264,0.197889,0.002112,0.001216,0.000320,0.897187
0.448993,0.017568,0.202945,0.004992,0.047552,0.214688,0.002048,0.001216,0.000448,0.948866
0.415297,0.017568,0.202144,0.005056,0.047201,0.197536,0.002048,0.001088,0.000384,0.895298
0.417090,0.017664,0.204160,0.005312,0.047776,0.200001,0.002304,0.001216,0.000416,0.904099
0.415873,0.017536,0.202977,0.004832,0.063488,0.197217,0.002272,0.001568,0.000384,0.914499
0.415809,0.017472,0.203137,0.004832,0.048416,0.194336,0.002016,0.001504,0.000352,0.896034
0.415745,0.017408,0.202784,0.005281,0.048000,0.194496,0.001920,0.001440,0.000384,0.894690
0.415970,0.017632,0.203296,0.004800,0.048352,0.208641,0.002080,0.001664,0.000352,0.909635
0.432065,0.017376,0.202657,0.004832,0.048256,0.191041,0.002016,0.001376,0.000416,0.906851
0.415361,0.017568,0.202433,0.005280,0.048288,0.210113,0.001920,0.001024,0.000352,0.909027
0.415521,0.017504,0.202369,0.005312,0.047648,0.208064,0.002016,0.001088,0.000384,0.906658
0.415522,0.017568,0.225824,0.005216,0.047488,0.211969,0.001952,0.001056,0.000384,0.934307
0.413985,0.017696,0.202369,0.005248,0.048896,0.194241,0.001888,0.000928,0.000384,0.892355
0.415713,0.017568,0.202945,0.004992,0.049120,0.196288,0.001953,0.001056,0.000416,0.899043
0.416833,0.017728,0.203488,0.005057,0.048512,0.193760,0.002016,0.001504,0.000384,0.896770
0.433090,0.017504,0.202656,0.004896,0.048672,0.211297,0.002016,0.001280,0.000352,0.928675
0.416065,0.017472,0.202753,0.005120,0.048736,0.195041,0.001952,0.001088,0.000384,0.895267
0.415137,0.017472,0.202305,0.004992,0.048512,0.211712,0.003072,0.001216,0.000384,0.913058
0.416929,0.017472,0.224257,0.005216,0.047744,0.208768,0.003072,0.000992,0.000384,0.932066
0.415522,0.017440,0.202272,0.005152,0.048128,0.208705,0.001920,0.001312,0.000416,0.908739
0.415681,0.017536,0.202753,0.005088,0.048928,0.197729,0.002112,0.001024,0.000384,0.899043
0.415969,0.017536,0.202081,0.004800,0.048640,0.211584,0.002112,0.001184,0.000352,0.911906
0.431265,0.017536,0.202753,0.004928,0.048320,0.195488,0.003552,0.001216,0.000416,0.913442
0.415842,0.017536,0.202304,0.005184,0.049248,0.203489,0.002080,0.001216,0.000384,0.904867
0.415585,0.017728,0.202497,0.005280,0.049664,0.214113,0.002304,0.001216,0.000384,0.917091
0.415233,0.017504,0.224353,0.005248,0.048832,0.211841,0.002240,0.001184,0.000608,0.935203
0.416833,0.017472,0.202497,0.005216,0.048544,0.219233,0.002304,0.001440,0.000640,0.921539
0.416417,0.017440,0.202433,0.005216,0.048928,0.214944,0.002176,0.001280,0.000384,0.916738
0.416897,0.017248,0.202336,0.005216,0.048513,0.192896,0.002048,0.001152,0.000352,0.893922
0.415874,0.017728,0.202208,0.005088,0.048992,0.188289,0.002080,0.001184,0.000384,0.889187
0.416001,0.017728,0.202017,0.005088,0.049248,0.198625,0.002112,0.001216,0.000320,0.899811
0.415681,0.017504,0.203233,0.005280,0.047776,0.216000,0.002145,0.001440,0.000384,0.917091
0.438721,0.017600,0.202369,0.005024,0.048544,0.215328,0.002144,0.001408,0.000352,0.939010
0.415745,0.017696,0.202272,0.004832,0.048161,0.209792,0.003136,0.001184,0.000352,0.911298
0.416098,0.017536,0.203168,0.004928,0.049600,0.197921,0.002144,0.001184,0.000384,0.900835
