Layer[0],Layer[1],Layer[9],Layer[10],classifier
0.420161,0.017664,0.741314,0.000640,1.185251
0.420385,0.017440,0.756930,0.000608,1.200387
0.420706,0.017504,0.779362,0.000672,1.223300
0.420321,0.017344,0.753282,0.000672,1.196867
0.416577,0.017472,0.762210,0.000768,1.202916
0.420514,0.017536,0.753506,0.000640,1.197444
0.420609,0.017664,0.754562,0.000672,1.198627
0.421281,0.017248,0.776194,0.000608,1.220835
0.420162,0.017440,0.761314,0.000704,1.206916
0.420385,0.017472,0.752322,0.000768,1.196291
0.415905,0.033280,0.750690,0.000832,1.206563
0.420386,0.017504,0.743394,0.000800,1.187908
0.421281,0.017504,0.747874,0.000704,1.192515
0.432417,0.017504,0.775586,0.000800,1.231651
0.415586,0.017536,0.754146,0.000800,1.193252
0.416513,0.017312,0.752578,0.000608,1.192387
0.420961,0.017312,0.753538,0.000608,1.197507
0.416577,0.017344,0.733187,0.000896,1.173348
0.416705,0.017536,0.781442,0.001152,1.222915
0.416129,0.017408,0.759394,0.000800,1.199619
0.416066,0.017472,0.755810,0.000800,1.195940
0.420353,0.017280,0.783746,0.000800,1.228067
0.415009,0.017600,0.751843,0.000704,1.190628
0.420033,0.017440,0.755682,0.000928,1.199619
0.432929,0.017312,0.755010,0.000736,1.211683
0.420097,0.017441,0.745698,0.000800,1.189668
0.420481,0.017504,0.753346,0.000864,1.197635
0.414721,0.017536,0.752322,0.000800,1.191811
0.421762,0.017472,0.751234,0.000672,1.196356
0.415905,0.017152,0.786210,0.000704,1.225603
0.415681,0.017376,0.753442,0.000576,1.191651
0.415553,0.017280,0.770979,0.000704,1.209412
0.416034,0.017696,0.762882,0.000576,1.202212
0.415265,0.017376,0.728738,0.000640,1.166915
0.416353,0.017600,0.738338,0.000864,1.177795
0.415457,0.017440,0.769987,0.000736,1.207844
0.415938,0.017504,0.756354,0.000608,1.194852
0.416737,0.017536,0.755458,0.000736,1.196483
0.429217,0.017696,0.773923,0.000768,1.226596
0.420738,0.017216,0.750082,0.000704,1.194500
0.419809,0.017216,0.745602,0.000864,1.189059
0.416353,0.017312,0.767298,0.000704,1.206627
0.416449,0.017281,0.741058,0.000800,1.180356
0.415682,0.020896,0.764002,0.000768,1.205764
0.419137,0.017504,0.765026,0.000960,1.208771
0.418241,0.017280,0.767491,0.000672,1.209380
0.416833,0.017440,0.779842,0.000608,1.220291
0.417665,0.017568,0.730882,0.000704,1.172867
0.417026,0.017312,0.749698,0.000608,1.189860
0.432481,0.017600,0.752162,0.000672,1.207971
0.416161,0.017248,0.740194,0.000672,1.179619
0.415937,0.017280,0.744355,0.000640,1.183684
0.432162,0.017568,0.741154,0.000640,1.196612
0.416065,0.017536,0.737730,0.000608,1.176771
0.416289,0.017376,0.770050,0.000736,1.209795
0.416066,0.017312,0.767810,0.000672,1.206724
0.415777,0.017312,0.743618,0.000672,1.182211
0.416353,0.017504,0.773826,0.000704,1.214083
0.415970,0.017600,0.743426,0.000768,1.182660
0.416449,0.017376,0.733538,0.000672,1.172995
0.415553,0.017440,0.787810,0.000736,1.226339
0.416097,0.017409,0.731874,0.000736,1.171044
0.415681,0.017248,0.747074,0.000832,1.185604
0.416129,0.017344,0.761666,0.000800,1.201635
0.416513,0.017344,0.743842,0.000864,1.183107
0.416034,0.017344,0.773282,0.000800,1.212420
0.432641,0.017568,0.750690,0.000864,1.206531
0.416353,0.017504,0.757250,0.000800,1.198083
0.416706,0.017440,0.742370,0.000704,1.182532
0.416641,0.017440,0.748482,0.000768,1.187875
0.415105,0.017248,0.742306,0.000736,1.180163
0.416641,0.017184,0.797155,0.000896,1.237156
0.415073,0.017216,0.746178,0.000768,1.184291
0.415393,0.017280,0.745698,0.000512,1.183651
0.415841,0.017440,0.783171,0.000576,1.222116
0.416129,0.017504,0.745634,0.000832,1.185283
0.415649,0.017280,0.747618,0.000576,1.185795
0.416545,0.017568,0.761635,0.000736,1.202500
0.416673,0.017280,0.754274,0.000800,1.193763
0.415393,0.017216,0.752994,0.000608,1.191235
0.432897,0.017408,0.759267,0.000704,1.215588
0.416802,0.017376,0.746114,0.000608,1.185988
0.416289,0.017472,0.741474,0.000608,1.180771
0.416897,0.017280,0.756450,0.000704,1.196291
0.417058,0.017344,0.736066,0.000736,1.176324
0.416513,0.017440,0.758978,0.000608,1.198595
0.415841,0.017504,0.742114,0.000672,1.181059
0.418433,0.017473,0.742178,0.000800,1.185124
0.415969,0.017472,0.758818,0.000672,1.198115
0.415521,0.017472,0.745538,0.000672,1.184291
0.416257,0.017280,0.748803,0.000608,1.187908
0.416097,0.017376,0.749474,0.000672,1.188835
0.415969,0.017248,0.738274,0.000640,1.177411
0.416417,0.017152,0.744578,0.000704,1.183555
0.433474,0.017504,0.754946,0.000640,1.213316
0.416033,0.017344,0.739490,0.000704,1.178499
0.416737,0.017312,0.746946,0.000576,1.186275
0.416098,0.017344,0.760322,0.000736,1.200324
0.416193,0.017600,0.749826,0.000608,1.189347
0.416449,0.017440,0.771011,0.000576,1.210532
0.416002,0.017344,0.739362,0.000576,1.178020
0.416161,0.017472,0.744994,0.000576,1.183715
0.416225,0.017344,0.768514,0.000768,1.207843
0.416673,0.017440,0.745730,0.000736,1.185476
0.416161,0.017472,0.747074,0.000672,1.186115
0.416225,0.017408,0.763170,0.000704,1.202339
0.418146,0.017408,0.762690,0.000640,1.204900
0.421249,0.017312,0.746626,0.000640,1.191363
0.444833,0.017344,0.745634,0.000800,1.214499
0.416354,0.017344,0.746050,0.000768,1.185668
0.421921,0.017248,0.747842,0.000576,1.192611
0.415681,0.017536,0.756227,0.000608,1.194852
0.416097,0.017472,0.753858,0.000544,1.192867
0.420289,0.017600,0.769474,0.000736,1.213347
0.420609,0.017313,0.736194,0.000768,1.179716
0.419265,0.017280,0.735170,0.000672,1.177155
0.417473,0.017344,0.756322,0.000960,1.198275
0.420641,0.017440,0.730018,0.000800,1.173795
0.420354,0.017184,0.765730,0.000640,1.208836
0.433249,0.017568,0.742370,0.000672,1.199011
0.415777,0.017248,0.752322,0.000640,1.190755
0.421154,0.017440,0.742530,0.000640,1.186724
0.431361,0.017472,0.742370,0.000736,1.197219
0.415905,0.017440,0.746402,0.000800,1.185315
0.421570,0.017664,0.748962,0.000832,1.193572
0.420129,0.017344,0.745826,0.000576,1.188547
0.416449,0.017536,0.745314,0.000704,1.185699
0.420610,0.017408,0.765410,0.000640,1.208740
0.420705,0.017440,0.743650,0.000704,1.187459
0.420577,0.017280,0.745410,0.000704,1.188867
0.415330,0.017280,0.792066,0.000672,1.230756
0.420513,0.017216,0.739650,0.000768,1.183203
0.416161,0.017376,0.735362,0.000672,1.174659
0.433698,0.017280,0.755266,0.000704,1.212740
0.421313,0.017504,0.750178,0.000608,1.195075
0.419969,0.017504,0.755650,0.000672,1.198691
0.433218,0.017536,0.758242,0.000672,1.215972
0.420865,0.017344,0.748930,0.000704,1.193347
0.419937,0.017472,0.766435,0.000672,1.209988
0.420641,0.017504,0.744930,0.000640,1.188899
0.421025,0.017280,0.749570,0.000608,1.194019
0.419521,0.017536,0.768771,0.000704,1.211844
0.420097,0.017472,0.755842,0.000832,1.199683
0.420673,0.017472,0.755682,0.000704,1.199811
0.415617,0.017280,0.778595,0.000672,1.217988
0.421377,0.017504,0.747842,0.000640,1.192323
0.416129,0.017376,0.745154,0.000736,1.186531
0.441026,0.017600,0.760994,0.000704,1.225732
0.420289,0.017440,0.756930,0.000672,1.200675
0.421057,0.017312,0.768482,0.000704,1.213603
0.415649,0.017600,0.743266,0.000768,1.182787
0.415489,0.017408,0.757698,0.000768,1.197027
0.420449,0.017441,0.791362,0.000608,1.237220
0.420449,0.017504,0.754402,0.000704,1.199235
0.420257,0.017440,0.752386,0.000672,1.196931
0.419938,0.017440,0.779810,0.000704,1.223844
0.420033,0.017376,0.765922,0.000640,1.212067
0.420865,0.017600,0.748259,0.000640,1.193444
0.436801,0.018176,0.757026,0.000672,1.217827
0.420769,0.017504,0.752162,0.000736,1.196323
0.416065,0.017376,0.751490,0.000704,1.191044
0.416385,0.017408,0.759458,0.000832,1.199683
0.419873,0.017312,0.753058,0.000832,1.196771
0.420290,0.017248,0.798882,0.000928,1.242788
0.419777,0.017344,0.752482,0.000704,1.195171
0.415841,0.017280,0.752643,0.000736,1.192388
0.416769,0.018016,0.795106,0.000704,1.236931
0.420225,0.017600,0.761154,0.000608,1.205027
0.420194,0.017280,0.754626,0.000608,1.197956
0.432129,0.017376,0.760546,0.000704,1.216131
0.420001,0.017312,0.758403,0.000736,1.201540
0.419778,0.017408,0.749762,0.000736,1.192932
0.433793,0.017568,0.753922,0.000672,1.211363
0.420193,0.017600,0.745187,0.000672,1.188548
0.420161,0.017408,0.780866,0.000864,1.224643
0.420097,0.017344,0.757762,0.000864,1.201507
0.417282,0.017632,0.752290,0.000608,1.193988
0.420257,0.017504,0.765346,0.000608,1.209411
0.420257,0.017472,0.748387,0.000608,1.192100
0.420321,0.017440,0.753346,0.000736,1.196675
0.420513,0.017664,0.779906,0.000768,1.223811
0.415777,0.017409,0.739106,0.000672,1.178052
0.419425,0.017216,0.744802,0.000768,1.187107
0.431905,0.017536,0.743266,0.000800,1.198947
0.419841,0.017248,0.748995,0.000672,1.191908
0.417217,0.017440,0.764930,0.000768,1.206851
0.420033,0.017472,0.744546,0.000608,1.188163
0.419713,0.017249,0.756066,0.000608,1.199780
0.420161,0.017504,0.774754,0.000640,1.218211
0.420513,0.017408,0.748546,0.000640,1.192259
0.420226,0.017184,0.747746,0.000832,1.190948
0.419937,0.017312,0.779362,0.000736,1.223363
0.420481,0.017376,0.747906,0.000640,1.191555
0.416066,0.017440,0.746050,0.000704,1.186692
0.415617,0.017664,0.761410,0.000640,1.201027
0.419265,0.017280,0.760099,0.000832,1.204164
0.420929,0.017504,0.753538,0.000800,1.197987
0.432033,0.017312,0.752802,0.000608,1.207747
0.416065,0.017504,0.748739,0.000832,1.188196
0.420642,0.017216,0.750242,0.000736,1.194116
0.420865,0.017376,0.748866,0.000864,1.193379
0.420706,0.017408,0.755106,0.000704,1.200548
0.421057,0.020992,0.769026,0.000608,1.217155
0.421121,0.017537,0.757346,0.000704,1.203332
0.420385,0.017536,0.753538,0.000672,1.197187
0.416225,0.017440,0.786114,0.000608,1.228356
0.420130,0.017664,0.745250,0.000704,1.188996
0.420001,0.017504,0.755234,0.000768,1.199107
0.438497,0.017792,0.756739,0.000736,1.219524
0.415841,0.017280,0.747426,0.000768,1.187075
0.415361,0.017280,0.762626,0.000800,1.201091
0.420738,0.017440,0.757346,0.000608,1.202052
0.415649,0.017472,0.754594,0.000640,1.193859
0.420065,0.017472,0.784803,0.000608,1.229252
0.420385,0.017472,0.753538,0.000672,1.196995
0.416289,0.017632,0.754722,0.000896,1.195939
0.420193,0.017280,0.780227,0.000704,1.224036
0.420737,0.017312,0.745858,0.000608,1.190115
0.420609,0.017280,0.740578,0.000800,1.184323
0.462818,0.017600,0.750594,0.000672,1.237220
0.420065,0.017472,0.753570,0.000640,1.196547
0.420001,0.017248,0.736898,0.000673,1.180644
0.436418,0.017472,0.751618,0.000704,1.211364
0.419969,0.017280,0.755394,0.000608,1.198243
0.420833,0.017280,0.751779,0.000672,1.195300
0.416705,0.017344,0.751074,0.000672,1.192483
0.420449,0.017216,0.741282,0.000992,1.184707
0.420481,0.017249,0.767074,0.000704,1.210756
0.420417,0.017184,0.765986,0.000640,1.208931
0.415777,0.017472,0.747522,0.000672,1.185891
0.415521,0.017857,0.770050,0.000672,1.208740
0.421345,0.017280,0.750114,0.000672,1.194275
0.420641,0.017472,0.744706,0.000672,1.188227
0.434754,0.017408,0.767362,0.000768,1.225636
0.420897,0.017536,0.750594,0.000608,1.195587
0.415777,0.017344,0.728386,0.000704,1.168003
0.429954,0.017472,0.739554,0.000768,1.192580
0.420545,0.017536,0.751618,0.000672,1.195395
0.416385,0.017344,0.733090,0.000800,1.172387
0.415970,0.017504,0.748066,0.000896,1.187588
0.420097,0.017504,0.748546,0.000704,1.192835
0.420513,0.017536,0.770147,0.000800,1.214116
0.419841,0.017504,0.743234,0.000768,1.186883
0.421121,0.017504,0.750466,0.000672,1.195203
0.420546,0.017632,0.764290,0.000800,1.209220
0.416225,0.017792,0.754562,0.000864,1.195651
0.420833,0.017216,0.753986,0.000640,1.197668
0.436322,0.017344,0.779362,0.000832,1.238852
0.420481,0.017248,0.752002,0.000704,1.195267
0.415938,0.017184,0.751426,0.000640,1.190404
0.420353,0.017504,0.752834,0.000704,1.196355
0.415617,0.017440,0.756194,0.000704,1.194660
0.419937,0.017216,0.763714,0.000800,1.207011
0.420705,0.017472,0.744514,0.000800,1.188419
0.420737,0.017216,0.747843,0.000832,1.192004
0.417793,0.017344,0.769858,0.000704,1.212099
0.418241,0.017408,0.747170,0.000576,1.188931
0.467426,0.017216,0.747682,0.000608,1.238084
0.440193,0.017632,0.757986,0.000672,1.222403
0.420322,0.017504,0.745186,0.000736,1.188804
0.420417,0.017472,0.761410,0.000864,1.206467
0.436129,0.017376,0.754531,0.001088,1.214532
0.415841,0.017312,0.739010,0.000832,1.178659
0.420353,0.017440,0.764930,0.000736,1.208643
0.417409,0.017504,0.754339,0.000800,1.198820
0.416449,0.017344,0.751266,0.000800,1.191043
0.420577,0.017472,0.768034,0.000704,1.212291
0.420898,0.017280,0.752546,0.000928,1.196964
0.420705,0.017376,0.744930,0.000800,1.189923
0.415521,0.017312,0.774115,0.000768,1.212516
0.420737,0.017248,0.746850,0.000832,1.190467
0.420545,0.017696,0.755522,0.000768,1.200099
0.435746,0.017376,0.751618,0.000832,1.210948
0.420033,0.017312,0.744962,0.000832,1.188547
0.415777,0.017408,0.762722,0.000928,1.205763
0.420769,0.017344,0.749730,0.000832,1.194019
0.419425,0.017344,0.750306,0.000640,1.193827
0.420481,0.017537,0.777442,0.000736,1.221956
0.420673,0.017184,0.759010,0.000768,1.202787
0.420225,0.021088,0.759171,0.000672,1.206660
0.416226,0.017440,0.786114,0.000704,1.227044
0.415393,0.017312,0.725634,0.000736,1.165379
0.415521,0.017408,0.746755,0.000672,1.185732
0.415586,0.017312,0.755778,0.000608,1.194628
0.415777,0.017408,0.755554,0.000608,1.197155
0.420897,0.017248,0.752323,0.000928,1.196324
0.428193,0.017440,0.752450,0.000736,1.204099
0.415873,0.017248,0.735170,0.000672,1.173955
0.415041,0.017280,0.741698,0.000704,1.179619
0.421793,0.017728,0.758754,0.001056,1.206787
0.420193,0.018272,0.774242,0.000705,1.218884
0.420289,0.017568,0.798338,0.000800,1.242755
0.420065,0.017632,0.763299,0.000768,1.207812
0.420449,0.017472,0.748802,0.000864,1.193219
0.416257,0.017376,0.770786,0.000640,1.212227
0.421282,0.017472,0.761762,0.000800,1.207268
0.416257,0.017344,0.784386,0.000800,1.224291
0.439522,0.017568,0.758242,0.000800,1.222340
0.416257,0.017440,0.745858,0.000704,1.185347
0.420257,0.017536,0.758723,0.000576,1.202468
0.421665,0.017280,0.747714,0.000736,1.192995
0.420193,0.017472,0.759203,0.000704,1.203076
0.415809,0.017472,0.800290,0.000640,1.239939
0.415457,0.017248,0.750082,0.000608,1.188675
0.416482,0.017600,0.738306,0.000640,1.178980
0.415329,0.017312,0.781570,0.000640,1.220963
0.420833,0.017312,0.757570,0.000800,1.201828
0.420609,0.017280,0.760450,0.000704,1.204611
0.436897,0.017216,0.749187,0.000736,1.209636
0.420161,0.017248,0.757794,0.000672,1.201539
0.420289,0.017440,0.756450,0.000768,1.200643
0.420641,0.017472,0.754914,0.000672,1.199715
0.419777,0.017280,0.747682,0.000736,1.191331
0.419874,0.017216,0.773762,0.000704,1.217220
0.418977,0.017408,0.766658,0.000704,1.210883
0.420834,0.017376,0.753506,0.000736,1.198724
0.421857,0.017504,0.784994,0.000736,1.231171
0.422113,0.017345,0.753634,0.000800,1.199684
0.416225,0.017280,0.757186,0.000736,1.196899
0.433825,0.017504,0.750307,0.000768,1.208196
0.415521,0.017568,0.752098,0.000736,1.191331
0.416417,0.017472,0.744802,0.000800,1.184867
0.416162,0.017632,0.750818,0.000736,1.190852
0.416641,0.017312,0.738594,0.000672,1.178595
0.414657,0.017536,0.783491,0.000832,1.222116
0.420065,0.017344,0.745346,0.000672,1.189571
0.415937,0.017280,0.755266,0.000864,1.194947
0.418433,0.017408,0.804450,0.000800,1.247011
0.416865,0.017536,0.755266,0.000704,1.195779
0.420609,0.017312,0.744162,0.000800,1.188515
0.438881,0.017344,0.747938,0.000800,1.211491
0.416098,0.017344,0.753058,0.000768,1.193124
0.419201,0.017280,0.752770,0.000704,1.195395
0.420385,0.017376,0.757091,0.000608,1.201188
0.416705,0.017440,0.766402,0.000960,1.206915
0.420513,0.017344,0.782083,0.000896,1.226244
0.416545,0.017504,0.746370,0.000736,1.186627
0.415809,0.017344,0.754210,0.000832,1.193635
0.421442,0.017568,0.780866,0.000768,1.226020
0.415649,0.017376,0.754882,0.000736,1.194115
0.421698,0.017728,0.757410,0.000672,1.203268
0.432865,0.017440,0.769058,0.000704,1.225603
0.420513,0.017344,0.745538,0.000640,1.189700
0.416353,0.017248,0.760834,0.000832,1.201539
0.416353,0.017280,0.759427,0.000864,1.199556
0.422145,0.017504,0.765058,0.001120,1.211427
0.420097,0.017472,0.763331,0.001088,1.207748
0.416097,0.017312,0.747586,0.000768,1.187107
0.420097,0.017568,0.741474,0.001088,1.185731
0.420930,0.017664,0.774786,0.000640,1.219972
0.421217,0.017344,0.741570,0.000608,1.186659
0.420065,0.017536,0.753731,0.000768,1.198276
0.436705,0.017600,0.746050,0.000704,1.206851
0.417153,0.017504,0.763811,0.000832,1.205700
0.420833,0.017696,0.753058,0.000736,1.197795
0.416193,0.017504,0.751266,0.000704,1.191043
0.421186,0.017280,0.748898,0.000768,1.193540
0.415873,0.017280,0.775298,0.000864,1.214883
0.420929,0.017440,0.753794,0.000704,1.198276
0.415873,0.017344,0.752418,0.000736,1.192035
0.420321,0.017568,0.791491,0.000832,1.235972
0.415937,0.017632,0.781602,0.000832,1.222019
0.420545,0.017504,0.752643,0.000768,1.196644
0.433089,0.017568,0.764514,0.000768,1.222851
0.421793,0.017536,0.749091,0.000704,1.194980
0.415969,0.017472,0.759202,0.000800,1.199043
0.420769,0.017440,0.742050,0.000960,1.186723
0.420290,0.017344,0.752738,0.000736,1.196516
0.420737,0.017440,0.784898,0.000832,1.229539
0.419970,0.017376,0.748162,0.000704,1.191876
0.420065,0.017728,0.758690,0.000864,1.202851
0.416449,0.017345,0.768450,0.000736,1.208516
0.420929,0.017440,0.767842,0.001088,1.214275
0.417602,0.017600,0.755330,0.001152,1.197828
0.442049,0.017440,0.768834,0.000864,1.235203
0.421250,0.017504,0.762946,0.000864,1.208708
0.421057,0.017472,0.757314,0.000864,1.202179
0.416354,0.017312,0.759010,0.000704,1.198820
0.420225,0.017536,0.742562,0.000768,1.186851
0.420545,0.017248,0.765475,0.000832,1.210020
0.421089,0.017280,0.753154,0.000928,1.198307
0.420929,0.017408,0.747395,0.000800,1.192388
0.420801,0.017600,0.775746,0.000736,1.221027
0.416801,0.017344,0.760066,0.000864,1.201699
0.420193,0.017568,0.763074,0.000768,1.207523
0.432033,0.017376,0.752355,0.000864,1.208516
0.416161,0.017248,0.761090,0.000640,1.200515
0.416545,0.017280,0.755362,0.000736,1.195587
0.420162,0.017600,0.749858,0.000672,1.194180
0.473441,0.017760,0.788611,0.000704,1.286852
0.417217,0.017344,0.756226,0.000736,1.196803
0.416289,0.017280,0.752866,0.000672,1.192643
0.415778,0.017344,0.749570,0.000608,1.188388
0.415425,0.017280,0.813730,0.000800,1.252099
0.415713,0.017728,0.787459,0.000640,1.226532
0.416385,0.020992,0.742626,0.000640,1.185539
