Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[9],Layer[10],classifier
0.416610,0.017344,0.202304,0.005248,0.048864,0.000576,0.196289,0.000640,0.895107
0.417889,0.017760,0.202337,0.004832,0.048864,0.000576,0.205921,0.000672,0.906115
0.416033,0.017536,0.202017,0.005088,0.048640,0.000608,0.205377,0.000736,0.903363
0.415777,0.017408,0.219105,0.005248,0.048320,0.000608,0.204096,0.000768,0.919330
0.416033,0.017408,0.201856,0.005056,0.048833,0.000608,0.195360,0.000640,0.892674
0.416130,0.017216,0.202400,0.005056,0.048640,0.000576,0.206337,0.000640,0.903875
0.415841,0.017440,0.202465,0.004896,0.048256,0.000576,0.205761,0.000640,0.903043
0.416385,0.017344,0.202497,0.004800,0.049216,0.000608,0.209953,0.000864,0.908675
0.416129,0.017760,0.202497,0.004832,0.048640,0.000608,0.192480,0.000800,0.890658
0.416097,0.017312,0.202496,0.005024,0.048448,0.000576,0.207457,0.000640,0.904898
0.435490,0.017536,0.202912,0.005376,0.049088,0.000576,0.213025,0.000800,0.932227
0.416289,0.017504,0.202945,0.005056,0.048416,0.000544,0.197889,0.000640,0.896419
0.415649,0.017536,0.204961,0.005056,0.047968,0.000640,0.202784,0.000640,0.902146
0.415937,0.017280,0.202400,0.005089,0.048192,0.000576,0.199744,0.000800,0.896994
0.416033,0.017376,0.202304,0.005056,0.047968,0.000608,0.204225,0.000928,0.901442
0.416417,0.017441,0.202848,0.005056,0.047328,0.000608,0.211713,0.000928,0.909283
0.416321,0.017408,0.202625,0.005120,0.047296,0.000576,0.201793,0.000640,0.899555
0.432225,0.017440,0.202081,0.005024,0.048576,0.000576,0.199744,0.000832,0.914178
0.415745,0.017472,0.202592,0.004865,0.049504,0.000608,0.196832,0.000640,0.895170
0.416449,0.017376,0.202240,0.004960,0.048448,0.000576,0.205889,0.000608,0.903714
0.416417,0.017344,0.201984,0.005344,0.048960,0.000576,0.223201,0.000640,0.921699
0.416225,0.017440,0.202081,0.005024,0.048384,0.000576,0.199873,0.000704,0.897123
0.416609,0.017664,0.202017,0.005024,0.048352,0.000608,0.203073,0.000704,0.900931
0.416161,0.017760,0.201793,0.005056,0.048576,0.000608,0.194912,0.000608,0.892514
0.432353,0.017664,0.201984,0.005184,0.049153,0.000576,0.196576,0.000992,0.911714
0.415842,0.017600,0.203264,0.005216,0.048416,0.000576,0.198113,0.001056,0.897091
0.416641,0.017568,0.201889,0.004992,0.048864,0.000672,0.199649,0.000864,0.898531
0.416961,0.017664,0.202273,0.004800,0.048864,0.000576,0.220032,0.000576,0.918562
0.415969,0.017344,0.202112,0.005024,0.048513,0.000544,0.216768,0.001056,0.914018
0.415970,0.017504,0.201888,0.004864,0.048672,0.000768,0.202689,0.000576,0.899523
0.416097,0.017536,0.201761,0.005024,0.048768,0.000672,0.205985,0.000640,0.902947
0.447713,0.017312,0.203105,0.004800,0.048992,0.000640,0.237441,0.000576,0.967363
0.416033,0.017600,0.201953,0.004800,0.048800,0.000608,0.209664,0.000576,0.906434
0.415585,0.017504,0.202080,0.004832,0.048545,0.000608,0.196608,0.000640,0.893026
0.416066,0.017536,0.202272,0.004832,0.067808,0.000608,0.200513,0.000608,0.916931
0.415585,0.017536,0.202241,0.004864,0.048256,0.000576,0.219329,0.000576,0.915331
0.418049,0.017472,0.203233,0.005120,0.049472,0.000608,0.201409,0.000608,0.902851
0.416161,0.017408,0.202177,0.005024,0.048128,0.000576,0.193824,0.000640,0.891010
0.434850,0.017376,0.202272,0.005056,0.048192,0.000544,0.198273,0.000544,0.913827
0.415681,0.017376,0.201921,0.004864,0.048000,0.000608,0.206145,0.000608,0.901475
0.416289,0.017376,0.202881,0.004864,0.048704,0.000576,0.210145,0.000576,0.908163
0.416641,0.017312,0.202369,0.005056,0.080192,0.000576,0.250240,0.000672,0.980386
0.415905,0.017280,0.201984,0.004896,0.048897,0.000608,0.209696,0.000544,0.906370
0.415778,0.017344,0.202016,0.005024,0.048864,0.000576,0.199169,0.000640,0.896643
0.415649,0.017216,0.202177,0.005152,0.048384,0.000576,0.201057,0.000608,0.897379
0.431905,0.018048,0.202305,0.005024,0.048096,0.000672,0.199392,0.000608,0.912770
0.416289,0.017344,0.202176,0.004896,0.047137,0.000608,0.203616,0.000704,0.900642
0.415970,0.017376,0.202912,0.004864,0.048704,0.000576,0.194465,0.000544,0.891587
0.415713,0.017504,0.219585,0.005312,0.048576,0.000608,0.209761,0.000704,0.924323
0.416161,0.017152,0.202369,0.004800,0.047328,0.000608,0.202784,0.000576,0.897762
0.415681,0.017440,0.201920,0.004992,0.046817,0.000608,0.204832,0.000608,0.899234
0.415970,0.017504,0.202336,0.004832,0.046784,0.000576,0.204577,0.000544,0.899107
0.433313,0.017504,0.201985,0.004800,0.046816,0.000576,0.188609,0.000576,0.899875
0.416225,0.017504,0.202337,0.004832,0.046720,0.000576,0.217120,0.000576,0.912578
0.416353,0.017440,0.202944,0.005024,0.046720,0.000544,0.206081,0.000544,0.902050
0.415713,0.017472,0.202433,0.004800,0.046752,0.000608,0.209153,0.000640,0.904259
0.419137,0.017312,0.204001,0.005088,0.047104,0.000576,0.195009,0.000736,0.896707
0.416865,0.017600,0.202881,0.005088,0.046880,0.000640,0.173376,0.000576,0.870114
0.416514,0.017440,0.202304,0.004832,0.046848,0.000544,0.192737,0.000672,0.888195
0.431105,0.017248,0.202497,0.004800,0.046848,0.000576,0.213985,0.000640,0.924195
0.415713,0.017312,0.202337,0.004832,0.046816,0.000576,0.203296,0.000608,0.897346
0.415489,0.017376,0.202144,0.004832,0.046817,0.000576,0.196800,0.000544,0.890850
0.415457,0.017313,0.202752,0.004768,0.046752,0.000576,0.231169,0.000992,0.925955
0.415393,0.017344,0.202273,0.004864,0.046816,0.000576,0.207361,0.000608,0.901859
0.416545,0.017408,0.202433,0.004896,0.046912,0.000576,0.217632,0.000576,0.913282
0.416225,0.017504,0.202528,0.004800,0.046753,0.000608,0.192544,0.000576,0.887746
0.435265,0.017568,0.202432,0.004800,0.047008,0.000576,0.203681,0.001024,0.919619
0.416001,0.017312,0.201761,0.005088,0.048640,0.000576,0.187521,0.000608,0.883587
0.415969,0.017504,0.202017,0.005088,0.047360,0.000608,0.205984,0.000544,0.901154
0.416481,0.017376,0.201952,0.004800,0.047073,0.000576,0.241792,0.000608,0.937090
0.417058,0.017472,0.202816,0.004800,0.047104,0.000608,0.196001,0.000608,0.893411
0.420705,0.017280,0.202561,0.004864,0.046816,0.000544,0.203201,0.000608,0.902083
0.416481,0.017344,0.202913,0.004896,0.046912,0.000608,0.231360,0.000640,0.927778
0.433569,0.017600,0.202817,0.004768,0.046880,0.000544,0.192128,0.000640,0.905250
0.415522,0.017312,0.202176,0.004864,0.046784,0.000608,0.231777,0.000608,0.925539
0.417185,0.017600,0.202849,0.004832,0.047424,0.000640,0.207777,0.000640,0.906179
0.416097,0.017312,0.202465,0.004896,0.046752,0.000608,0.233825,0.000704,0.928931
0.416225,0.017280,0.202881,0.004864,0.046816,0.000608,0.199008,0.000608,0.894690
0.416193,0.017536,0.202336,0.004832,0.046817,0.000576,0.211424,0.000736,0.907234
0.415810,0.017344,0.202080,0.004832,0.046752,0.000576,0.193441,0.000608,0.887811
0.461825,0.017536,0.202273,0.005088,0.047040,0.000640,0.192577,0.000672,0.937827
0.416225,0.017536,0.202433,0.004864,0.046752,0.000608,0.200416,0.000736,0.896098
0.415937,0.017440,0.202080,0.004865,0.048640,0.000608,0.209504,0.000544,0.906402
0.420322,0.017472,0.202240,0.004928,0.047712,0.000544,0.227809,0.000768,0.927843
0.415745,0.017280,0.202241,0.004832,0.047552,0.000544,0.212129,0.000544,0.907395
0.416225,0.017536,0.202561,0.005056,0.047488,0.000576,0.196224,0.000608,0.893634
0.420961,0.017344,0.202560,0.004768,0.048769,0.000544,0.212928,0.000640,0.914978
0.433090,0.017312,0.202208,0.004800,0.048704,0.000576,0.202753,0.000512,0.916419
0.416417,0.017472,0.201985,0.005056,0.048384,0.000544,0.214561,0.000512,0.912163
0.416193,0.017344,0.201953,0.004896,0.048736,0.000608,0.210273,0.000576,0.906787
0.415233,0.017376,0.202049,0.005024,0.048768,0.000576,0.236128,0.000704,0.933858
0.420801,0.017472,0.202368,0.005184,0.049345,0.000576,0.200960,0.000672,0.903586
0.415906,0.017536,0.202560,0.004832,0.048448,0.000608,0.206369,0.000672,0.903459
0.416225,0.017248,0.202273,0.004896,0.049600,0.000576,0.209793,0.000544,0.907395
0.436353,0.017344,0.202881,0.005024,0.048640,0.000576,0.205216,0.000640,0.923746
0.418753,0.017600,0.206080,0.005056,0.048353,0.000608,0.198848,0.000640,0.902754
0.416610,0.017472,0.202752,0.005024,0.048352,0.000576,0.183265,0.000672,0.881475
0.416225,0.017440,0.202625,0.005088,0.048960,0.000544,0.228609,0.000832,0.927011
0.420481,0.017504,0.202593,0.005056,0.049312,0.000640,0.201665,0.000608,0.905379
0.417281,0.017344,0.202337,0.005024,0.048768,0.000608,0.213184,0.000544,0.911586
0.416097,0.017248,0.202400,0.005024,0.048769,0.000576,0.213024,0.000640,0.910146
0.437346,0.017248,0.202432,0.005024,0.048704,0.000576,0.208737,0.000576,0.927011
0.416129,0.017472,0.202369,0.004832,0.048352,0.000576,0.208513,0.000544,0.904131
0.421505,0.017504,0.202593,0.005088,0.049344,0.000736,0.199681,0.000608,0.903043
0.415617,0.017312,0.202336,0.004801,0.065536,0.000640,0.192704,0.000576,0.906146
0.416930,0.017376,0.202016,0.005088,0.049632,0.000576,0.220065,0.000672,0.919075
0.417121,0.017569,0.202624,0.004832,0.049504,0.000608,0.207137,0.000608,0.906243
0.416065,0.017536,0.202593,0.004768,0.048608,0.000576,0.206593,0.000736,0.903811
0.433281,0.017344,0.201857,0.004800,0.047936,0.000576,0.203232,0.000544,0.916386
0.415521,0.017472,0.202176,0.004832,0.048576,0.000576,0.191425,0.000512,0.887010
0.416385,0.017408,0.202049,0.004896,0.048992,0.000576,0.196705,0.000640,0.893731
0.416769,0.017440,0.202177,0.004864,0.048544,0.000576,0.215872,0.000800,0.913890
0.416065,0.017504,0.203104,0.005056,0.048928,0.000544,0.205184,0.000640,0.904546
0.415938,0.017536,0.202304,0.005024,0.048896,0.000480,0.205185,0.000544,0.902275
0.415361,0.017248,0.202017,0.005024,0.048896,0.000576,0.191937,0.000608,0.888995
0.435457,0.017408,0.203809,0.005280,0.049440,0.000576,0.192673,0.000608,0.913667
0.416705,0.017504,0.202401,0.005120,0.048512,0.000576,0.196928,0.000544,0.895394
0.415746,0.017440,0.202208,0.004992,0.049088,0.000576,0.194529,0.000576,0.891171
0.420865,0.017312,0.202049,0.005216,0.048832,0.000576,0.224289,0.000544,0.927011
0.415969,0.017536,0.201825,0.005024,0.049024,0.000576,0.191937,0.000544,0.888547
0.420577,0.017440,0.202241,0.004864,0.048544,0.000608,0.217152,0.000608,0.918818
0.415522,0.017504,0.202592,0.005056,0.049056,0.000576,0.199905,0.000608,0.897123
0.431969,0.017376,0.202689,0.005024,0.048256,0.000576,0.200065,0.001056,0.914435
0.416225,0.017312,0.201985,0.005056,0.048352,0.000544,0.197921,0.000640,0.894979
0.420417,0.017472,0.202753,0.005024,0.048192,0.000608,0.193440,0.000672,0.895490
0.416514,0.017472,0.202720,0.005024,0.048192,0.000544,0.217985,0.000704,0.917251
0.416225,0.017761,0.202144,0.005120,0.048608,0.000576,0.188737,0.000640,0.885827
0.416193,0.017504,0.202401,0.005024,0.048928,0.000576,0.194560,0.000544,0.891906
0.416097,0.017312,0.202592,0.004768,0.049633,0.000512,0.176352,0.000704,0.874146
0.429889,0.017312,0.202657,0.005024,0.049120,0.000576,0.183617,0.000672,0.894851
0.785410,0.017408,0.389922,0.004864,0.092896,0.000608,0.312993,0.000704,1.612453
0.415841,0.017344,0.201921,0.005056,0.047872,0.000544,0.182785,0.000576,0.877731
0.427297,0.017280,0.202657,0.004832,0.048576,0.000576,0.183712,0.000640,0.892098
0.415266,0.017472,0.202816,0.004864,0.048128,0.000544,0.199297,0.000512,0.894435
0.414913,0.017312,0.202593,0.004800,0.047168,0.000576,0.194657,0.000480,0.888067
0.417601,0.017312,0.202081,0.004832,0.047040,0.000576,0.227680,0.000640,0.924770
0.424481,0.017344,0.201920,0.005216,0.048577,0.000576,0.180384,0.000672,0.886434
0.416161,0.017504,0.201985,0.004832,0.048736,0.000576,0.195585,0.000640,0.892003
0.415905,0.017344,0.201921,0.005056,0.049472,0.000544,0.210401,0.000640,0.908227
0.435713,0.017440,0.202369,0.004832,0.048416,0.000640,0.230208,0.000640,0.946594
0.416129,0.017216,0.201856,0.004800,0.047809,0.000608,0.193280,0.000832,0.888930
0.420417,0.017249,0.202240,0.005024,0.047264,0.000576,0.195297,0.000768,0.895011
0.415681,0.017472,0.202081,0.005024,0.047072,0.000608,0.227041,0.000800,0.923139
0.416033,0.017504,0.201857,0.005216,0.048128,0.000576,0.202208,0.000608,0.898946
0.414497,0.017344,0.201920,0.004864,0.048769,0.000544,0.204128,0.000544,0.899138
0.415938,0.017408,0.201952,0.005248,0.049312,0.000576,0.198945,0.000704,0.897987
0.431553,0.017377,0.202496,0.005088,0.048928,0.000608,0.203265,0.000672,0.918403
0.415969,0.017344,0.202081,0.004832,0.048480,0.000576,0.198977,0.000608,0.895747
0.420385,0.017376,0.201953,0.004864,0.048320,0.000576,0.209664,0.000608,0.910434
0.416385,0.017600,0.202752,0.004864,0.065089,0.000576,0.197856,0.000576,0.912866
0.416034,0.017408,0.202368,0.004896,0.047296,0.000576,0.215201,0.000704,0.912195
0.415969,0.017344,0.202145,0.004960,0.047008,0.000608,0.188257,0.000640,0.883587
0.415713,0.017312,0.201921,0.004800,0.047040,0.000608,0.206432,0.000576,0.900931
0.436673,0.017632,0.202017,0.004832,0.046944,0.000576,0.207456,0.000704,0.923906
0.420257,0.017344,0.202016,0.004800,0.046849,0.000736,0.195392,0.000608,0.895554
0.415682,0.017440,0.202944,0.005184,0.047328,0.000608,0.200865,0.000704,0.898467
0.416673,0.017664,0.219105,0.005344,0.048384,0.000576,0.193953,0.000608,0.909859
0.416449,0.018016,0.202785,0.005024,0.048704,0.000544,0.205761,0.000832,0.905411
0.416609,0.017376,0.201889,0.005312,0.048992,0.000832,0.198016,0.000640,0.896834
0.415841,0.017344,0.202240,0.005024,0.047905,0.000576,0.202720,0.000672,0.899042
0.417250,0.017472,0.202848,0.005024,0.049408,0.000576,0.225089,0.000672,0.925315
0.416129,0.017568,0.202049,0.005024,0.048928,0.000608,0.199841,0.000960,0.898115
0.415841,0.017312,0.202305,0.005216,0.048640,0.000608,0.203712,0.000736,0.901698
0.418113,0.017440,0.220801,0.005312,0.048960,0.000672,0.210880,0.000608,0.930658
0.415777,0.017568,0.202976,0.005088,0.048673,0.000608,0.203456,0.000576,0.902274
0.416610,0.017696,0.202944,0.005152,0.049440,0.000576,0.202881,0.000640,0.903907
0.416481,0.017312,0.203329,0.005248,0.049216,0.000608,0.211809,0.000768,0.912291
0.416097,0.017504,0.202241,0.005056,0.049344,0.000576,0.229569,0.000928,0.928547
0.416097,0.017568,0.202177,0.004832,0.049024,0.000608,0.200961,0.000960,0.899299
0.415457,0.017472,0.202337,0.005088,0.048672,0.000608,0.197472,0.000576,0.895394
0.432385,0.017376,0.202528,0.005056,0.048801,0.000608,0.215680,0.000576,0.930242
0.416802,0.017568,0.203008,0.004800,0.048832,0.000608,0.205985,0.000960,0.905763
0.415745,0.017440,0.202081,0.004992,0.049312,0.000576,0.198753,0.000768,0.896675
0.416257,0.017312,0.202049,0.004864,0.049504,0.000576,0.236993,0.000672,0.935523
0.416257,0.018112,0.202401,0.005088,0.048640,0.000544,0.194592,0.000704,0.893314
0.417569,0.017504,0.204224,0.005024,0.048449,0.000608,0.225952,0.000928,0.928802
0.416738,0.017408,0.202912,0.005152,0.048288,0.000576,0.202721,0.000704,0.901283
0.432161,0.017441,0.202336,0.005024,0.048384,0.000576,0.210529,0.000928,0.925091
0.416225,0.017344,0.203329,0.004864,0.048640,0.000608,0.210753,0.000864,0.909155
0.416225,0.017728,0.202305,0.005024,0.049312,0.000608,0.217633,0.000928,0.917507
0.416321,0.017664,0.202305,0.004992,0.048928,0.000576,0.226176,0.000672,0.924802
0.416769,0.017376,0.202080,0.004864,0.048865,0.000576,0.201152,0.000672,0.899874
0.416418,0.017376,0.202368,0.005120,0.049024,0.000544,0.198625,0.000672,0.897283
0.416257,0.017664,0.202817,0.005024,0.049312,0.000640,0.204481,0.000608,0.903811
0.428161,0.017440,0.202945,0.005120,0.048832,0.000640,0.198657,0.000672,0.910115
0.416993,0.017600,0.202497,0.005248,0.049248,0.000576,0.201376,0.000640,0.901218
0.416289,0.017344,0.202208,0.004896,0.049377,0.000576,0.211680,0.001056,0.910434
0.415842,0.017600,0.220928,0.005344,0.048512,0.000576,0.217377,0.000640,0.934051
0.415618,0.017664,0.202336,0.004992,0.048768,0.000608,0.204865,0.000608,0.902275
0.415905,0.017536,0.202433,0.005344,0.048704,0.000576,0.214241,0.001056,0.912835
0.420225,0.017472,0.202401,0.005056,0.048928,0.000544,0.202272,0.000800,0.904931
0.420993,0.017568,0.202529,0.004992,0.048672,0.000576,0.205568,0.000576,0.908674
0.416705,0.017568,0.202816,0.005280,0.048097,0.000576,0.223392,0.000736,0.922818
0.416322,0.017472,0.201888,0.005248,0.048640,0.000608,0.202561,0.000704,0.901091
0.416129,0.017600,0.222145,0.005248,0.048384,0.000736,0.208481,0.000736,0.927331
0.416001,0.017440,0.202113,0.005056,0.048704,0.000608,0.205601,0.000576,0.903523
0.416193,0.017440,0.202017,0.004896,0.048960,0.000576,0.208544,0.000768,0.906658
0.417249,0.017472,0.203105,0.005056,0.048736,0.000544,0.203488,0.000928,0.903970
0.415745,0.017600,0.202336,0.005056,0.049056,0.000704,0.199073,0.000960,0.897954
0.420289,0.017473,0.202080,0.005024,0.048768,0.000576,0.199649,0.000576,0.901603
0.416065,0.017376,0.202497,0.005024,0.048672,0.000608,0.204993,0.000704,0.902979
0.437665,0.017344,0.202369,0.004800,0.048608,0.000576,0.208352,0.001056,0.927746
0.420193,0.017344,0.202657,0.004832,0.048480,0.000576,0.204800,0.000608,0.906050
0.420866,0.017984,0.202176,0.005216,0.049408,0.000608,0.217505,0.000544,0.921347
0.415617,0.017569,0.202304,0.005024,0.049152,0.000640,0.238689,0.000928,0.937411
0.420737,0.017760,0.202433,0.005088,0.048224,0.000576,0.198113,0.000800,0.901283
0.415937,0.017824,0.202625,0.005024,0.049184,0.000576,0.204769,0.000768,0.903587
0.415937,0.017600,0.202081,0.005024,0.049120,0.000576,0.211456,0.001024,0.909698
0.431873,0.017376,0.202944,0.005280,0.048929,0.000576,0.195872,0.000800,0.911138
0.416226,0.017664,0.202368,0.005024,0.049632,0.000544,0.197697,0.000608,0.896771
0.416033,0.017504,0.202241,0.004992,0.048928,0.000608,0.197345,0.000640,0.895075
0.416737,0.017344,0.202529,0.005056,0.049024,0.000608,0.229664,0.000672,0.929058
0.420545,0.017344,0.201953,0.005312,0.048608,0.000576,0.201728,0.000640,0.903554
0.416129,0.017536,0.202048,0.005024,0.049152,0.000576,0.200673,0.000800,0.898850
0.417313,0.018049,0.202176,0.005024,0.048704,0.000608,0.205473,0.000704,0.905475
0.434017,0.017408,0.203841,0.005056,0.048960,0.000608,0.197377,0.000736,0.915011
0.416289,0.017248,0.202593,0.005248,0.048704,0.000576,0.210625,0.000576,0.908931
0.415649,0.017440,0.202721,0.005024,0.048768,0.000576,0.201248,0.000992,0.899298
0.416033,0.017376,0.202848,0.005056,0.068961,0.000608,0.201376,0.000640,0.920130
0.416225,0.017473,0.202656,0.005056,0.049184,0.000576,0.197409,0.000608,0.895971
0.416033,0.017312,0.202785,0.005056,0.048832,0.000608,0.212833,0.000640,0.911171
0.415809,0.017536,0.202689,0.004864,0.048320,0.000608,0.205728,0.000672,0.904546
0.433025,0.017760,0.201824,0.004833,0.049248,0.000576,0.201216,0.000608,0.916194
0.415586,0.017504,0.202144,0.004768,0.049568,0.000576,0.197409,0.000576,0.895139
0.416449,0.017601,0.202336,0.005216,0.048896,0.000576,0.200353,0.000736,0.899459
0.416609,0.017536,0.220609,0.005216,0.048832,0.000608,0.201985,0.000640,0.919907
0.416033,0.017440,0.202113,0.004960,0.049152,0.000608,0.196992,0.000640,0.895010
0.415585,0.017536,0.202144,0.005280,0.048769,0.000608,0.210112,0.000608,0.907362
0.416066,0.017472,0.203008,0.004832,0.049376,0.000608,0.194721,0.000544,0.893539
0.415809,0.017472,0.202625,0.005248,0.048640,0.000608,0.206529,0.000608,0.904675
0.415489,0.017504,0.202817,0.004864,0.048128,0.000608,0.198689,0.000544,0.895715
0.416129,0.017376,0.202465,0.004864,0.048288,0.000576,0.200960,0.000704,0.898370
0.415361,0.017504,0.221152,0.005120,0.047617,0.000608,0.196000,0.000576,0.911554
0.416577,0.017409,0.202208,0.005056,0.048608,0.000544,0.205601,0.000928,0.904419
0.417153,0.017728,0.202881,0.005056,0.048736,0.000576,0.211649,0.000672,0.912131
0.416545,0.017664,0.202657,0.005152,0.048800,0.000608,0.194272,0.000832,0.894050
0.416385,0.017312,0.202401,0.005056,0.048768,0.000608,0.196448,0.000576,0.894754
0.416514,0.017376,0.202528,0.005056,0.048160,0.000736,0.194785,0.000608,0.892803
0.416801,0.017313,0.202624,0.004992,0.048896,0.000608,0.209793,0.001056,0.908963
0.417889,0.017504,0.221921,0.005376,0.047648,0.000576,0.199937,0.000576,0.918947
0.415681,0.017536,0.202241,0.004992,0.047936,0.000544,0.204288,0.000608,0.900706
0.416609,0.017568,0.201952,0.005152,0.047137,0.000576,0.224384,0.000608,0.920546
0.414914,0.017312,0.202112,0.004800,0.047104,0.000576,0.193217,0.000576,0.887011
0.415809,0.017664,0.202081,0.004800,0.047168,0.000736,0.188801,0.001024,0.884227
0.415297,0.017440,0.202305,0.005056,0.047968,0.000576,0.196416,0.000864,0.893826
0.416161,0.017216,0.201920,0.005088,0.047392,0.000608,0.192065,0.000704,0.887106
0.416033,0.017216,0.217281,0.004960,0.046944,0.000544,0.213281,0.000672,0.924195
0.415649,0.017216,0.202465,0.004864,0.047136,0.000544,0.183008,0.000736,0.877762
0.414625,0.017504,0.202016,0.004800,0.046848,0.000576,0.198241,0.000544,0.890914
0.415937,0.017280,0.202241,0.004928,0.046816,0.000576,0.178849,0.000640,0.873891
0.428417,0.017248,0.203329,0.005024,0.046976,0.000544,0.181568,0.000608,0.889634
0.416514,0.017248,0.202592,0.004832,0.046848,0.000544,0.183329,0.000608,0.878211
0.416865,0.017216,0.202241,0.004896,0.046720,0.000544,0.190497,0.000608,0.886211
0.415937,0.017760,0.202177,0.005024,0.046880,0.000576,0.219296,0.000800,0.914306
0.417377,0.017440,0.203104,0.005312,0.047456,0.000608,0.194465,0.000960,0.893954
0.416673,0.017440,0.202113,0.005024,0.047008,0.000576,0.194337,0.000640,0.890083
0.415969,0.017248,0.202113,0.004800,0.046944,0.000576,0.198336,0.000576,0.892258
0.430593,0.017344,0.202304,0.004768,0.046785,0.000576,0.197408,0.000608,0.906946
0.415873,0.017281,0.202272,0.005120,0.046752,0.000576,0.191809,0.000576,0.887107
0.416865,0.017344,0.202721,0.005056,0.047040,0.000576,0.204320,0.000640,0.900706
0.417441,0.017504,0.202336,0.005024,0.046849,0.000640,0.196992,0.000672,0.893698
0.416386,0.017664,0.202816,0.005024,0.046912,0.000576,0.207169,0.000640,0.903779
0.416129,0.017472,0.202145,0.005120,0.048352,0.000544,0.209153,0.000704,0.906659
0.416001,0.017504,0.201921,0.005312,0.049088,0.000544,0.185536,0.000704,0.882434
0.416930,0.017792,0.224608,0.005344,0.048321,0.000576,0.203744,0.000640,0.928803
0.416417,0.017409,0.202752,0.005088,0.048704,0.000640,0.198625,0.000576,0.898883
0.419969,0.017344,0.203137,0.005024,0.048352,0.000608,0.197025,0.000640,0.898851
0.415905,0.017472,0.202849,0.004832,0.048064,0.000576,0.232416,0.001088,0.929282
0.416961,0.017376,0.202592,0.004800,0.048033,0.000576,0.198976,0.001088,0.898178
0.420994,0.017376,0.202528,0.005056,0.048992,0.000576,0.204481,0.000704,0.907139
0.415969,0.017376,0.202593,0.004768,0.048672,0.000576,0.211585,0.000992,0.910115
0.416897,0.031296,0.202273,0.004864,0.048672,0.000640,0.189216,0.000608,0.901314
0.415681,0.017280,0.202336,0.005248,0.048705,0.000576,0.192736,0.001056,0.890562
0.415586,0.017280,0.202176,0.005024,0.048736,0.000608,0.201921,0.001024,0.898787
0.416513,0.017504,0.202113,0.005088,0.048352,0.000640,0.198465,0.001024,0.898115
0.420353,0.017664,0.203041,0.004896,0.048352,0.000576,0.204576,0.000800,0.906946
0.414273,0.017344,0.202400,0.004833,0.048512,0.000576,0.194368,0.000992,0.889954
0.415714,0.017280,0.202240,0.005056,0.048064,0.000576,0.194113,0.000608,0.889987
0.416161,0.017344,0.236321,0.005376,0.047808,0.000576,0.200001,0.000640,0.932035
0.416801,0.017504,0.202369,0.004864,0.048032,0.000608,0.194592,0.000640,0.891778
