Layer[0],Layer[1],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420898,0.017440,0.747874,0.003104,0.001280,0.000384,1.197156
0.421025,0.017504,0.735458,0.002720,0.001313,0.000608,1.185060
0.420865,0.017312,0.737858,0.002496,0.001248,0.000352,1.186019
0.420193,0.017344,0.751842,0.002816,0.001344,0.000352,1.200291
0.420674,0.017280,0.756130,0.002976,0.001312,0.000384,1.205444
0.420481,0.017504,0.751266,0.003104,0.001248,0.000384,1.200483
0.420353,0.017568,0.766146,0.002400,0.001312,0.000352,1.214563
0.416129,0.017440,0.788802,0.003136,0.001312,0.000416,1.233315
0.420866,0.017664,0.753378,0.002752,0.001216,0.000352,1.202564
0.421249,0.018144,0.756962,0.002529,0.001248,0.000384,1.206788
0.439265,0.017632,0.765538,0.002720,0.001248,0.000384,1.233571
0.420513,0.017472,0.756994,0.002688,0.001248,0.000352,1.205475
0.420514,0.017504,0.754562,0.019168,0.001312,0.000384,1.220292
0.420449,0.017696,0.754755,0.002432,0.001248,0.000384,1.203012
0.420449,0.017440,0.747618,0.002368,0.001248,0.000416,1.195779
0.420961,0.017696,0.775202,0.002592,0.001280,0.000384,1.224707
0.420994,0.017536,0.746466,0.002592,0.001248,0.000416,1.195428
0.416033,0.017760,0.755427,0.002720,0.001280,0.000352,1.199780
0.421601,0.017632,0.772514,0.002624,0.001184,0.000448,1.222307
0.417185,0.017760,0.758178,0.002720,0.001312,0.000384,1.203683
0.421186,0.017440,0.752066,0.002592,0.001376,0.000384,1.201668
0.434241,0.017504,0.751619,0.002752,0.001216,0.000416,1.214948
0.421889,0.017536,0.798243,0.003744,0.001216,0.000416,1.249636
0.416737,0.017568,0.779490,0.003136,0.001440,0.000608,1.226051
0.421025,0.017504,0.751618,0.002688,0.001216,0.000384,1.200419
0.417569,0.017472,0.759362,0.002496,0.001216,0.000416,1.204739
0.417217,0.017825,0.766946,0.002752,0.001248,0.000384,1.212804
0.416737,0.017280,0.749570,0.002528,0.001184,0.000352,1.193571
0.417569,0.017504,0.752834,0.002464,0.001248,0.000384,1.198179
0.438241,0.017536,0.749218,0.002496,0.001376,0.000544,1.216067
0.421058,0.017760,0.775778,0.002656,0.001376,0.000576,1.225508
0.415969,0.017504,0.740162,0.002880,0.001344,0.000576,1.184515
0.416097,0.017536,0.752002,0.002560,0.001376,0.000352,1.196483
0.416033,0.017472,0.753090,0.002720,0.001408,0.000608,1.197507
0.421250,0.017344,0.805282,0.002976,0.001376,0.000384,1.255044
0.420769,0.017601,0.742114,0.002464,0.001312,0.000416,1.191108
0.420705,0.017472,0.757122,0.002656,0.001184,0.000352,1.205731
0.419969,0.017504,0.766722,0.002688,0.001344,0.000576,1.215139
0.420161,0.017568,0.752802,0.002592,0.001216,0.000384,1.200707
0.420545,0.017664,0.754018,0.002368,0.001344,0.000608,1.202980
0.436769,0.017536,0.772675,0.002880,0.001216,0.000352,1.237284
0.420289,0.017344,0.744258,0.003360,0.001408,0.000384,1.192771
0.421473,0.017312,0.745442,0.002528,0.001056,0.000352,1.193571
0.416065,0.017472,0.751587,0.002528,0.001184,0.000384,1.194788
0.420545,0.017248,0.744706,0.002880,0.001184,0.000352,1.192611
0.420449,0.017472,0.757922,0.002432,0.001184,0.000320,1.205987
0.421666,0.017280,0.737090,0.002336,0.001088,0.000352,1.185316
0.420801,0.017408,0.742466,0.002304,0.001088,0.000384,1.190051
0.420641,0.017472,0.778466,0.002368,0.001152,0.000384,1.226307
0.420834,0.017376,0.734210,0.002528,0.001088,0.000384,1.182436
0.416609,0.017312,0.742274,0.002240,0.001024,0.000352,1.185475
0.437825,0.017632,0.742018,0.002816,0.001088,0.000416,1.207555
0.416065,0.017280,0.737602,0.003200,0.000992,0.000352,1.180931
0.421537,0.017472,0.725634,0.003232,0.001120,0.000352,1.174915
0.433569,0.017504,0.747138,0.002304,0.001024,0.000384,1.207363
0.420290,0.017344,0.742146,0.003232,0.001152,0.000352,1.190084
0.420961,0.017600,0.736738,0.002400,0.001152,0.000384,1.184483
0.421121,0.017376,0.739586,0.002304,0.000992,0.000384,1.187171
0.420578,0.017568,0.756418,0.002432,0.001184,0.000384,1.205348
0.421249,0.017472,0.783715,0.002688,0.001184,0.000384,1.233124
0.420417,0.017472,0.749858,0.002624,0.001408,0.000384,1.198563
0.420769,0.017536,0.753442,0.002656,0.001152,0.000352,1.201955
0.420034,0.017600,0.768930,0.002592,0.001216,0.000352,1.217444
0.421793,0.017376,0.734979,0.002560,0.001120,0.000416,1.184516
0.419009,0.017312,0.746786,0.002656,0.001216,0.000640,1.193507
0.435713,0.017600,0.751010,0.002400,0.001344,0.000352,1.214531
0.421026,0.018048,0.751938,0.002656,0.001312,0.000384,1.201796
0.420033,0.017248,0.743394,0.002272,0.001184,0.000384,1.189923
0.415937,0.017248,0.761218,0.003584,0.001184,0.000384,1.205667
0.420897,0.017568,0.756770,0.002784,0.001216,0.000416,1.207011
0.420546,0.017344,0.776642,0.002592,0.001152,0.000384,1.225028
0.415777,0.017376,0.754563,0.002528,0.001280,0.000352,1.198308
0.419041,0.017568,0.752802,0.002496,0.001472,0.000320,1.199939
0.417185,0.017440,0.771458,0.002688,0.001152,0.000352,1.218595
0.420738,0.017728,0.745922,0.003168,0.001312,0.000384,1.195556
0.419809,0.017536,0.792323,0.002720,0.001312,0.000416,1.240932
0.434401,0.017696,0.752931,0.003008,0.001216,0.000384,1.215908
0.420705,0.017408,0.784994,0.002752,0.001248,0.000416,1.234019
0.415521,0.017536,0.760258,0.002912,0.001312,0.000640,1.204515
0.416225,0.017472,0.751714,0.002848,0.001344,0.000608,1.197315
0.415906,0.017504,0.748354,0.002880,0.001280,0.000544,1.192836
0.416161,0.017504,0.780451,0.002400,0.001248,0.000608,1.224548
0.415617,0.017248,0.743394,0.002464,0.001248,0.000608,1.186851
0.420353,0.017408,0.765730,0.002848,0.001312,0.000384,1.215203
0.420354,0.017216,0.772834,0.002528,0.001248,0.000384,1.220836
0.420161,0.017312,0.757219,0.002592,0.001152,0.000384,1.205252
0.419233,0.017248,0.734146,0.002656,0.001472,0.000384,1.181315
0.437377,0.017472,0.761186,0.002496,0.001184,0.000384,1.227235
0.417601,0.017696,0.758370,0.003040,0.001280,0.000416,1.205155
0.416162,0.017312,0.752546,0.003296,0.001248,0.000416,1.197060
0.421729,0.017696,0.746563,0.002880,0.001152,0.000384,1.196740
0.420353,0.017568,0.752194,0.002592,0.001280,0.000384,1.200675
0.420545,0.017344,0.776098,0.002752,0.001280,0.000416,1.224899
0.420482,0.017312,0.758882,0.002976,0.001376,0.000352,1.208004
0.420577,0.017472,0.747587,0.002656,0.001312,0.000384,1.196356
0.420833,0.017664,0.780386,0.003040,0.001280,0.000448,1.230147
0.420833,0.017664,0.745922,0.002560,0.001152,0.000416,1.194851
0.420866,0.017568,0.750594,0.002528,0.001152,0.000416,1.199812
0.428961,0.017792,0.733699,0.003776,0.001216,0.000384,1.191844
0.416417,0.017696,0.744738,0.002912,0.001536,0.000608,1.190211
0.416641,0.017376,0.773026,0.002528,0.000928,0.000352,1.216771
0.417602,0.017344,0.732994,0.002592,0.000992,0.000384,1.177508
0.416481,0.017472,0.763074,0.003552,0.001120,0.000384,1.208259
0.416257,0.017312,0.772354,0.002944,0.000896,0.000384,1.215715
0.415873,0.017249,0.766754,0.002112,0.000800,0.000384,1.208324
0.415841,0.017408,0.743682,0.003104,0.000992,0.000416,1.186723
0.416033,0.017504,0.757570,0.003584,0.001056,0.000608,1.201859
0.416033,0.017440,0.757059,0.002400,0.000704,0.000320,1.198916
0.417377,0.017312,0.754562,0.003904,0.001344,0.000480,1.200899
0.420353,0.017632,0.788802,0.003104,0.001344,0.000480,1.239107
0.415745,0.017376,0.743010,0.002496,0.001312,0.000384,1.186627
0.421217,0.017505,0.755970,0.002720,0.001216,0.000608,1.205700
0.433057,0.017376,0.781443,0.002624,0.001312,0.000416,1.242692
0.415937,0.017472,0.747842,0.002592,0.001280,0.000320,1.192035
0.420609,0.017280,0.755970,0.002464,0.001216,0.000352,1.203971
0.415778,0.017344,0.743938,0.002496,0.001312,0.000352,1.187268
0.420257,0.017792,0.751555,0.002624,0.001312,0.000384,1.199748
0.415649,0.017440,0.776354,0.002688,0.001280,0.000384,1.219843
0.421409,0.017664,0.759074,0.002720,0.001344,0.000384,1.209091
0.416929,0.017568,0.749090,0.002592,0.001376,0.000352,1.194243
0.415778,0.017408,0.768450,0.003072,0.001344,0.000384,1.213028
0.417665,0.017344,0.755138,0.002624,0.001473,0.000384,1.200868
0.420897,0.017632,0.770242,0.002720,0.001280,0.000352,1.219491
0.439169,0.017696,0.754082,0.002848,0.001344,0.000352,1.222083
0.419457,0.017344,0.753922,0.002912,0.001184,0.000352,1.201443
0.418306,0.017600,0.818370,0.002656,0.001344,0.000352,1.265284
0.416930,0.017440,0.750338,0.002464,0.001152,0.000416,1.194308
0.420769,0.017568,0.751650,0.002688,0.001313,0.000352,1.200964
0.420321,0.017344,0.777186,0.003584,0.001344,0.000416,1.227235
0.416609,0.017440,0.756258,0.002432,0.001312,0.000384,1.200803
0.420577,0.017280,0.750914,0.002528,0.001216,0.000576,1.199075
0.439234,0.017344,0.754978,0.002592,0.001312,0.000544,1.222308
0.421473,0.017792,0.743810,0.002560,0.001280,0.000352,1.194563
0.420513,0.017536,0.744194,0.002528,0.001248,0.000352,1.192835
0.440385,0.017312,0.755810,0.002496,0.001184,0.000448,1.224835
0.420610,0.017536,0.752514,0.002496,0.001120,0.000384,1.200580
0.420481,0.017280,0.772099,0.002944,0.001440,0.000384,1.220804
0.420769,0.017440,0.749058,0.002432,0.001088,0.000320,1.196899
0.420833,0.017504,0.753346,0.002592,0.001280,0.000384,1.202051
0.420225,0.017472,0.775650,0.002912,0.001184,0.000384,1.223779
0.420226,0.017440,0.736866,0.002272,0.000992,0.000352,1.183492
0.421281,0.017248,0.764226,0.002272,0.001024,0.000576,1.211939
0.420193,0.017408,0.782274,0.002400,0.000960,0.000384,1.229283
0.420321,0.017568,0.743266,0.002272,0.001088,0.000576,1.190723
0.420705,0.017217,0.736258,0.002272,0.001056,0.000384,1.183300
0.449825,0.017408,0.754082,0.002464,0.001024,0.000384,1.231235
0.420577,0.017440,0.771778,0.002336,0.000960,0.000384,1.219395
0.421281,0.017536,0.759874,0.003136,0.001216,0.000384,1.209219
0.416706,0.017760,0.733282,0.003168,0.001216,0.000384,1.178532
0.416417,0.017408,0.748930,0.003104,0.001088,0.000384,1.192899
0.415617,0.017152,0.758498,0.003168,0.001088,0.000352,1.201123
0.415298,0.017216,0.745250,0.003136,0.001056,0.000320,1.187844
0.415489,0.017440,0.717250,0.002336,0.000896,0.000288,1.158851
0.415745,0.017248,0.735042,0.002912,0.001024,0.000384,1.177891
0.416033,0.017408,0.768163,0.003104,0.000960,0.000384,1.211396
0.416097,0.017472,0.713442,0.002112,0.000960,0.000288,1.155715
0.415394,0.017216,0.768834,0.002112,0.000864,0.000384,1.209668
0.417537,0.017344,0.733282,0.002528,0.001184,0.000384,1.178307
0.415489,0.017344,0.729314,0.002368,0.000896,0.000384,1.170531
0.433218,0.017472,0.715842,0.002272,0.000832,0.000384,1.174500
0.415489,0.017408,0.718786,0.002208,0.000832,0.000320,1.159843
0.415554,0.017376,0.747554,0.003424,0.001056,0.000384,1.190724
0.428609,0.017408,0.755810,0.003424,0.000960,0.000416,1.211811
0.420001,0.017472,0.756898,0.002240,0.001120,0.000352,1.203139
0.415618,0.017312,0.728898,0.002176,0.000864,0.000288,1.169796
0.429057,0.017280,0.765538,0.002208,0.001088,0.000352,1.220515
0.415457,0.017344,0.738370,0.002240,0.000992,0.000320,1.180003
0.415874,0.017856,0.753186,0.002592,0.001504,0.000320,1.216804
0.415873,0.017281,0.757410,0.002592,0.001024,0.000384,1.200004
0.420129,0.017536,0.741762,0.003264,0.001088,0.000320,1.190243
0.415361,0.017440,0.752738,0.003072,0.001088,0.000352,1.195299
0.420578,0.017504,0.738850,0.003200,0.001216,0.000416,1.187428
0.415649,0.017984,0.751522,0.003104,0.001056,0.000384,1.194915
0.420737,0.017344,0.765602,0.002688,0.001216,0.000384,1.214275
0.420289,0.017408,0.782658,0.002464,0.001280,0.000384,1.230307
0.416354,0.017312,0.745122,0.002624,0.001120,0.000352,1.188900
0.441121,0.017440,0.744579,0.002400,0.001472,0.000352,1.213252
0.415905,0.017600,0.749538,0.002912,0.001280,0.000416,1.194371
0.421345,0.017728,0.746082,0.002496,0.001216,0.000352,1.194979
0.420225,0.017312,0.766210,0.002560,0.001184,0.000544,1.214179
0.420066,0.017504,0.747138,0.002656,0.001152,0.000384,1.194564
0.420481,0.017632,0.766819,0.002784,0.001248,0.000448,1.215780
0.416897,0.017664,0.746722,0.002432,0.001248,0.000416,1.191331
0.415937,0.017248,0.747746,0.002528,0.001152,0.000352,1.190915
0.421538,0.017440,0.785410,0.002656,0.001216,0.000320,1.235140
0.420162,0.017216,0.743202,0.002656,0.001152,0.000352,1.190212
0.421281,0.017440,0.746722,0.002528,0.001248,0.000352,1.195395
0.433857,0.017664,0.754498,0.002464,0.001280,0.000320,1.216099
0.415265,0.017344,0.735234,0.002400,0.000832,0.000320,1.176547
0.415937,0.017505,0.755426,0.003456,0.001088,0.000480,1.200932
0.433569,0.017472,0.735042,0.002176,0.001120,0.000384,1.196259
0.417313,0.017280,0.725794,0.002432,0.001152,0.000320,1.170211
0.420097,0.017248,0.746626,0.002400,0.001248,0.000320,1.194115
0.416130,0.017632,0.740674,0.002816,0.001184,0.000416,1.184772
0.421473,0.017440,0.744386,0.002432,0.001120,0.000352,1.193123
0.415649,0.017408,0.758306,0.002464,0.001184,0.000352,1.201443
0.420257,0.017504,0.755938,0.002624,0.001312,0.000384,1.203875
0.416354,0.017600,0.745378,0.002592,0.001248,0.000448,1.189636
0.415745,0.017217,0.771010,0.002528,0.001216,0.000320,1.214084
0.416385,0.017472,0.739234,0.002592,0.001248,0.000384,1.183555
0.420225,0.017632,0.734370,0.002464,0.001280,0.000320,1.182499
0.438849,0.017376,0.756002,0.002592,0.001216,0.000416,1.222627
0.420993,0.017536,0.749090,0.002432,0.001312,0.000416,1.198115
0.416642,0.017696,0.749058,0.002720,0.001312,0.000352,1.193604
0.420417,0.017312,0.746818,0.002881,0.001184,0.000352,1.195364
0.416737,0.017312,0.741250,0.002624,0.001152,0.000416,1.185379
0.416225,0.017568,0.771874,0.003648,0.001312,0.000416,1.217571
0.420961,0.017376,0.763746,0.002720,0.001472,0.000384,1.212995
0.421762,0.017568,0.762690,0.003488,0.001344,0.000608,1.214372
0.417026,0.017312,0.770466,0.002912,0.001248,0.000352,1.216132
0.418113,0.017632,0.745315,0.002656,0.001376,0.000416,1.191620
0.416481,0.017376,0.755522,0.002848,0.001344,0.000416,1.200355
0.437377,0.017440,0.747426,0.002880,0.001344,0.000352,1.213315
0.421633,0.017312,0.747490,0.002848,0.001344,0.000416,1.197635
0.416578,0.017376,0.774754,0.002464,0.001280,0.000416,1.220068
0.417313,0.017313,0.743810,0.002656,0.001184,0.000384,1.189252
0.420961,0.017248,0.762626,0.002560,0.001376,0.000384,1.212035
0.417281,0.017568,0.783586,0.002880,0.001408,0.000608,1.231075
0.417409,0.017472,0.756002,0.002784,0.001312,0.000384,1.201795
0.416449,0.017440,0.756194,0.002944,0.001312,0.000320,1.200835
0.438306,0.017728,0.752642,0.002848,0.001216,0.000352,1.219908
0.420769,0.017569,0.756578,0.002912,0.001152,0.000352,1.205156
0.421505,0.017632,0.758146,0.002656,0.001313,0.000416,1.207748
0.436833,0.017632,0.760866,0.002688,0.001280,0.000384,1.226371
0.417057,0.017408,0.749186,0.003008,0.001376,0.000352,1.194531
0.422049,0.018304,0.772610,0.002656,0.001312,0.000416,1.223779
0.416450,0.017664,0.776866,0.002816,0.001344,0.000416,1.222340
0.421377,0.017568,0.751587,0.002656,0.001312,0.000608,1.201700
0.420609,0.017696,0.778691,0.002624,0.001312,0.000384,1.228036
0.416225,0.017728,0.755394,0.002752,0.001216,0.000384,1.199555
0.420577,0.017440,0.751138,0.002656,0.001280,0.000416,1.199267
0.438049,0.017504,0.754562,0.002624,0.001312,0.000384,1.220675
0.420545,0.017504,0.750402,0.002848,0.001376,0.000416,1.199075
0.420322,0.017312,0.745090,0.002400,0.001312,0.000640,1.193156
0.420737,0.017472,0.753827,0.002464,0.001216,0.000416,1.202340
0.420449,0.017568,0.751330,0.002624,0.001152,0.000384,1.199491
0.417281,0.017472,0.771554,0.003200,0.001312,0.000416,1.217539
0.416033,0.017248,0.743362,0.002528,0.001248,0.000384,1.186211
