Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[10],classifier
0.422689,0.017888,0.203105,0.005312,0.047904,0.000832,0.141888,0.909922
0.420673,0.017664,0.203232,0.005024,0.048577,0.000640,0.135040,0.897346
0.421794,0.017728,0.203904,0.004992,0.047968,0.000832,0.154561,0.922339
0.421217,0.017568,0.203169,0.005280,0.048640,0.000864,0.136993,0.904067
0.421569,0.017728,0.203073,0.005024,0.048832,0.000864,0.151680,0.918819
0.421281,0.017536,0.203553,0.005088,0.048896,0.000896,0.151712,0.920002
0.436545,0.021504,0.203648,0.005280,0.048193,0.000832,0.142656,0.925986
0.417986,0.017728,0.203968,0.005280,0.048960,0.000864,0.150433,0.912131
0.424097,0.017537,0.202944,0.005024,0.049184,0.000832,0.145409,0.913219
0.421633,0.017792,0.202625,0.005312,0.048320,0.000864,0.139872,0.904195
0.416129,0.017504,0.203905,0.004800,0.047936,0.000832,0.153088,0.917698
0.415937,0.017728,0.203104,0.005024,0.049409,0.000832,0.140512,0.898978
0.417378,0.017728,0.203328,0.005312,0.048288,0.000832,0.150433,0.915843
0.435937,0.018208,0.202945,0.005024,0.047712,0.000896,0.151873,0.938691
0.418049,0.017536,0.202401,0.004832,0.048288,0.000800,0.138496,0.901827
0.417345,0.017472,0.202369,0.005184,0.048992,0.000832,0.147712,0.906594
0.422946,0.017568,0.203552,0.004896,0.048064,0.000864,0.149697,0.941091
0.421666,0.017952,0.202848,0.005056,0.049408,0.000864,0.144065,0.922371
0.415681,0.017728,0.202593,0.005056,0.048896,0.000864,0.135008,0.892867
0.415809,0.017728,0.203041,0.005312,0.048352,0.000800,0.136832,0.894786
0.437121,0.017696,0.202752,0.004896,0.047233,0.000832,0.146272,0.928994
0.415650,0.017952,0.202624,0.005088,0.047104,0.000800,0.154337,0.918179
0.415841,0.017888,0.203041,0.005088,0.047040,0.000864,0.148097,0.909731
0.416129,0.017472,0.202625,0.005088,0.047552,0.000896,0.159392,0.947939
0.420417,0.017856,0.202753,0.005376,0.047744,0.000864,0.146592,0.914082
0.415425,0.017696,0.202752,0.005088,0.047937,0.000832,0.140032,0.896706
0.416385,0.017920,0.202561,0.005280,0.049504,0.000864,0.153857,0.921507
0.432065,0.017824,0.202017,0.005280,0.048128,0.000800,0.147776,0.930787
0.420257,0.017984,0.202881,0.005088,0.047328,0.000800,0.141504,0.903426
0.419745,0.017952,0.202496,0.005280,0.047009,0.001088,0.144928,0.909442
0.421026,0.017792,0.202496,0.005312,0.047072,0.000768,0.173825,0.949443
0.420513,0.017280,0.202369,0.005312,0.047072,0.000640,0.140577,0.903747
0.415617,0.017952,0.202369,0.005312,0.047328,0.000864,0.143136,0.906786
0.415521,0.017728,0.203168,0.005312,0.047713,0.000864,0.150560,0.908578
0.442722,0.017792,0.202592,0.004832,0.047904,0.000864,0.157025,0.952867
0.416865,0.017697,0.202528,0.005024,0.048448,0.000832,0.143105,0.901347
0.416065,0.017920,0.202593,0.005280,0.048128,0.000832,0.147744,0.912611
0.416321,0.017632,0.203041,0.005088,0.049344,0.000896,0.157120,0.926914
0.416545,0.018016,0.203424,0.005280,0.048609,0.000800,0.150464,0.918498
0.420322,0.017792,0.202848,0.005120,0.047968,0.000864,0.147681,0.912227
0.416097,0.017952,0.202113,0.005120,0.049664,0.000832,0.136801,0.899171
0.433217,0.017728,0.202721,0.005056,0.048288,0.000864,0.155136,0.933635
0.416449,0.017472,0.202817,0.005344,0.047616,0.000832,0.150272,0.914210
0.418209,0.017600,0.202688,0.005120,0.047393,0.000864,0.154880,0.923522
0.416898,0.017440,0.202496,0.005280,0.065440,0.000832,0.147937,0.926371
0.416353,0.017792,0.203937,0.005376,0.047520,0.000864,0.149985,0.909475
0.421825,0.017472,0.203137,0.005376,0.047232,0.000864,0.136992,0.903939
0.417697,0.017920,0.202305,0.005152,0.047648,0.000864,0.144768,0.905602
0.431649,0.017824,0.202720,0.005280,0.047649,0.000864,0.147904,0.923842
0.420130,0.017792,0.202688,0.005280,0.047712,0.000864,0.148129,0.910339
0.420769,0.017888,0.202817,0.005088,0.047680,0.000864,0.143713,0.910851
0.418849,0.017888,0.222369,0.005344,0.047968,0.000832,0.168673,0.953027
0.416865,0.017696,0.202881,0.005376,0.047648,0.000896,0.155456,0.915587
0.415809,0.017856,0.202433,0.004832,0.047936,0.000864,0.145824,0.907554
0.416481,0.017696,0.202944,0.005280,0.047969,0.000864,0.151328,0.911586
0.420642,0.017312,0.202912,0.005216,0.047680,0.000864,0.150241,0.916931
0.416449,0.017921,0.202592,0.005312,0.048000,0.000864,0.144929,0.907651
0.420545,0.017760,0.202529,0.005088,0.047680,0.000864,0.149952,0.912995
0.416321,0.017888,0.227393,0.005344,0.049344,0.000832,0.179008,0.966691
0.416097,0.017600,0.203201,0.005248,0.048256,0.000832,0.150048,0.912226
0.421345,0.017728,0.202304,0.005024,0.049249,0.000832,0.149120,0.916290
0.417346,0.017696,0.202816,0.005088,0.047520,0.000832,0.149217,0.914339
0.415649,0.017632,0.202369,0.005056,0.048288,0.000864,0.152865,0.912035
0.416065,0.017440,0.204225,0.005152,0.047648,0.000864,0.147232,0.905858
0.416513,0.017888,0.202753,0.005312,0.047936,0.000832,0.150336,0.908482
0.441378,0.017952,0.203456,0.005024,0.048449,0.000800,0.134880,0.920355
0.419713,0.017760,0.202817,0.005024,0.048416,0.000832,0.147585,0.910403
0.415649,0.017472,0.202881,0.005056,0.047712,0.000832,0.139744,0.904739
0.415713,0.017952,0.203009,0.005280,0.047520,0.000800,0.150080,0.932866
0.420513,0.017504,0.202688,0.005440,0.047680,0.000864,0.140737,0.902946
0.416097,0.017920,0.202401,0.005088,0.047712,0.000832,0.140609,0.895715
0.420961,0.017344,0.202817,0.005312,0.049696,0.000832,0.135616,0.901859
0.436129,0.017856,0.202561,0.005376,0.049376,0.000832,0.181088,0.969922
0.416097,0.018272,0.204641,0.005280,0.047648,0.000800,0.156640,0.919746
0.420353,0.017632,0.202272,0.005312,0.048064,0.000897,0.156288,0.925410
0.415618,0.017984,0.203264,0.005376,0.048160,0.000896,0.178529,0.948771
0.420706,0.017696,0.203872,0.005344,0.048608,0.001088,0.141409,0.916515
0.416129,0.017792,0.203489,0.005216,0.047552,0.000896,0.150689,0.911427
0.415969,0.017952,0.203393,0.005344,0.050528,0.000864,0.140096,0.903939
0.442849,0.018048,0.202913,0.004864,0.049536,0.000864,0.152768,0.948642
0.415777,0.017568,0.202720,0.005441,0.047648,0.000832,0.152544,0.917122
0.421026,0.017440,0.202976,0.005152,0.047488,0.000864,0.140545,0.900963
0.420129,0.017536,0.220641,0.005344,0.048128,0.000896,0.152385,0.938947
0.421249,0.017824,0.203009,0.005088,0.048000,0.000832,0.147105,0.913667
0.420417,0.017536,0.202977,0.005088,0.051264,0.000832,0.135712,0.909411
0.416385,0.018048,0.203041,0.005088,0.047552,0.000832,0.140480,0.900866
0.421473,0.017824,0.202817,0.005056,0.049664,0.000832,0.156832,0.928898
0.416001,0.018080,0.203264,0.005056,0.047329,0.000896,0.152896,0.918370
0.420802,0.017920,0.203328,0.005056,0.049504,0.000832,0.151745,0.919523
0.433921,0.017760,0.203168,0.004992,0.047936,0.000832,0.153441,0.934403
0.420481,0.017792,0.202625,0.005344,0.048736,0.000832,0.140353,0.904899
0.416417,0.017952,0.202561,0.005312,0.048608,0.000832,0.145280,0.906306
0.423361,0.017664,0.204193,0.005280,0.048352,0.000832,0.150848,0.942530
0.416929,0.017632,0.203456,0.005344,0.047425,0.000864,0.155776,0.921410
0.416641,0.017728,0.202784,0.005280,0.047553,0.000832,0.136896,0.905186
0.420450,0.017792,0.204672,0.005344,0.047712,0.000864,0.139681,0.908611
0.437377,0.017824,0.203041,0.005056,0.049056,0.000832,0.138273,0.924067
0.419169,0.018304,0.203457,0.005792,0.048032,0.000864,0.138816,0.910819
0.416097,0.017728,0.203905,0.005312,0.047776,0.000800,0.154368,0.939555
0.420705,0.017952,0.203361,0.005056,0.066336,0.000896,0.153376,0.936290
0.420993,0.017984,0.203232,0.005120,0.047041,0.000832,0.133408,0.898082
0.415938,0.017888,0.203264,0.005056,0.047168,0.000832,0.137793,0.900771
0.416801,0.017888,0.202977,0.005472,0.047520,0.000960,0.139489,0.906723
0.430497,0.017824,0.202785,0.005120,0.047680,0.000832,0.127872,0.901987
0.419745,0.017952,0.203201,0.005152,0.047744,0.000928,0.132992,0.900514
0.416033,0.017792,0.203200,0.005088,0.049696,0.000832,0.131681,0.899714
0.419905,0.017761,0.222944,0.005472,0.047776,0.000896,0.129505,0.912355
0.420225,0.017856,0.203329,0.005216,0.049056,0.000800,0.135008,0.902147
0.420545,0.017760,0.204865,0.005024,0.048544,0.000832,0.133888,0.902210
0.415873,0.020960,0.202848,0.005312,0.047681,0.000864,0.136736,0.908482
0.420194,0.017600,0.202272,0.005088,0.048640,0.000864,0.137185,0.898083
0.419873,0.017408,0.202849,0.005024,0.048000,0.000832,0.137121,0.898787
0.417089,0.018048,0.202945,0.005056,0.048352,0.000832,0.160672,0.927491
0.421121,0.017728,0.221633,0.005312,0.048128,0.000864,0.136448,0.925346
0.420065,0.018016,0.202785,0.005312,0.048288,0.000864,0.137696,0.903170
0.416322,0.017952,0.202432,0.005088,0.049696,0.000896,0.134273,0.897699
0.416353,0.017600,0.202945,0.005088,0.047712,0.000832,0.141825,0.904963
0.420673,0.017536,0.202433,0.005024,0.049472,0.000864,0.149216,0.913699
0.420609,0.017536,0.203009,0.005152,0.048768,0.000864,0.138496,0.904930
0.421153,0.017824,0.202368,0.005344,0.047265,0.000832,0.176096,0.946082
0.436961,0.017760,0.202688,0.005376,0.047489,0.000800,0.137120,0.915810
0.415938,0.017888,0.202176,0.005504,0.047840,0.000864,0.138369,0.900035
0.423425,0.017504,0.202945,0.005056,0.049184,0.000864,0.141729,0.914531
0.417057,0.017760,0.202273,0.005056,0.049888,0.000832,0.154944,0.944803
0.415073,0.017920,0.203361,0.005120,0.049088,0.000864,0.150592,0.917378
0.416737,0.017472,0.202497,0.005728,0.048416,0.000864,0.151200,0.917218
0.420514,0.017632,0.203168,0.005312,0.048192,0.000864,0.147713,0.918563
0.437698,0.017792,0.202624,0.004800,0.049760,0.000864,0.150273,0.932995
0.415969,0.017984,0.202977,0.005056,0.047840,0.000832,0.149984,0.909283
0.420769,0.017824,0.203489,0.005248,0.048544,0.000864,0.135808,0.918562
0.420193,0.017856,0.202400,0.005248,0.048128,0.000800,0.171456,0.956322
0.420321,0.017920,0.202880,0.005248,0.049185,0.000800,0.135552,0.906658
0.414978,0.018048,0.202464,0.005344,0.048512,0.000864,0.151521,0.910819
0.420129,0.017792,0.202529,0.005312,0.047456,0.000832,0.133056,0.895811
0.438145,0.017600,0.202753,0.004800,0.048064,0.000800,0.151520,0.934115
0.416225,0.017984,0.203168,0.005088,0.047872,0.000832,0.150272,0.911682
0.415650,0.017760,0.203264,0.005088,0.048448,0.000800,0.150529,0.917891
0.416417,0.017600,0.202881,0.005120,0.047936,0.000832,0.164673,0.921731
0.416033,0.017760,0.202465,0.005280,0.047808,0.000832,0.133536,0.891235
0.421409,0.017920,0.202337,0.005344,0.048928,0.000864,0.144448,0.916290
0.415938,0.017856,0.202592,0.005312,0.047968,0.000832,0.146721,0.909475
0.442657,0.017825,0.202432,0.005312,0.048448,0.000832,0.153857,0.948931
0.420417,0.017760,0.202273,0.005344,0.047808,0.000832,0.144993,0.906051
0.421089,0.017760,0.202881,0.005088,0.047712,0.000832,0.139104,0.909570
0.416161,0.017856,0.202496,0.005088,0.078849,0.000832,0.152160,0.948610
0.415809,0.017952,0.202272,0.005248,0.048225,0.000832,0.150272,0.912226
0.416961,0.017633,0.202656,0.005248,0.048064,0.000864,0.150113,0.917507
0.415457,0.017472,0.202337,0.005312,0.047680,0.000864,0.149568,0.903299
0.434849,0.017728,0.202945,0.005056,0.047712,0.000864,0.142752,0.922242
0.420481,0.017920,0.202112,0.005280,0.047841,0.000832,0.143872,0.904898
0.420514,0.017728,0.202592,0.005152,0.049504,0.000832,0.136705,0.905603
0.416033,0.017728,0.202113,0.005344,0.068736,0.000864,0.139201,0.923075
0.421409,0.017696,0.202177,0.005312,0.049440,0.000832,0.144224,0.909378
0.416865,0.018048,0.202432,0.005280,0.047585,0.000864,0.147712,0.913314
0.416034,0.017760,0.202432,0.005248,0.048992,0.000800,0.143745,0.904547
0.437249,0.018145,0.202496,0.005248,0.049376,0.000800,0.164705,0.954723
0.420385,0.017632,0.202497,0.005088,0.047520,0.000832,0.150113,0.918243
0.416961,0.018016,0.202209,0.005280,0.047328,0.000800,0.148672,0.906531
0.415905,0.017728,0.221793,0.005152,0.048128,0.000832,0.174592,0.953634
0.421185,0.017248,0.202304,0.005088,0.049345,0.000800,0.141920,0.904130
0.417281,0.017312,0.202177,0.005056,0.048832,0.000832,0.126401,0.892771
0.421697,0.017792,0.202753,0.005312,0.047648,0.000832,0.151008,0.923171
0.417025,0.017920,0.202273,0.005088,0.047424,0.000832,0.150336,0.918466
0.415713,0.017792,0.203232,0.005280,0.047553,0.000832,0.148992,0.908290
0.417058,0.017888,0.202272,0.005280,0.048224,0.000864,0.146849,0.905283
0.416417,0.017729,0.222848,0.005376,0.047648,0.000896,0.147489,0.932803
0.420833,0.017536,0.202209,0.005024,0.047872,0.000800,0.147808,0.918883
0.420193,0.017472,0.202625,0.005088,0.047904,0.000832,0.135200,0.896226
0.415361,0.017760,0.202528,0.005056,0.048385,0.000832,0.152448,0.915042
0.420450,0.017472,0.203040,0.005024,0.047744,0.000832,0.148257,0.915683
0.420193,0.017760,0.202945,0.005056,0.048032,0.000832,0.148609,0.916163
0.417409,0.017664,0.202753,0.005120,0.048704,0.000896,0.152320,0.913443
0.420321,0.017888,0.221345,0.005248,0.048000,0.000832,0.144448,0.925442
0.421505,0.017728,0.202528,0.005472,0.047777,0.000832,0.137216,0.899938
0.416289,0.017504,0.202144,0.005088,0.047552,0.000832,0.143137,0.901251
0.415937,0.017792,0.203041,0.005056,0.047328,0.000864,0.153568,0.912099
0.420833,0.017536,0.203009,0.005248,0.047616,0.000768,0.147744,0.912866
0.420961,0.017952,0.203201,0.005024,0.049280,0.000864,0.137728,0.901474
0.422145,0.018080,0.204800,0.005280,0.047745,0.000896,0.154400,0.924866
0.429250,0.017664,0.203904,0.005056,0.047552,0.000800,0.152449,0.931171
0.416673,0.017696,0.203009,0.005440,0.047872,0.000832,0.129088,0.888995
0.415873,0.017728,0.202561,0.004864,0.049888,0.000832,0.138560,0.906274
0.416161,0.017504,0.202464,0.005440,0.047425,0.000864,0.137472,0.906178
0.420418,0.017312,0.202272,0.005248,0.047808,0.000928,0.153825,0.917699
0.421601,0.017600,0.202369,0.005120,0.047936,0.000864,0.155713,0.919107
0.415873,0.017600,0.202913,0.005024,0.047872,0.000832,0.140096,0.901123
0.432769,0.017920,0.202497,0.005088,0.047936,0.000864,0.134016,0.908642
0.419970,0.017632,0.202688,0.005184,0.048160,0.000896,0.153537,0.921187
0.419874,0.017856,0.202592,0.005152,0.047936,0.000864,0.136705,0.906115
0.415105,0.017952,0.202369,0.005280,0.047584,0.000832,0.155553,0.941571
0.416065,0.017984,0.203137,0.005024,0.047648,0.000832,0.146816,0.903555
0.415809,0.017632,0.202145,0.005376,0.047872,0.000832,0.157888,0.920994
0.420289,0.017984,0.202944,0.005312,0.047585,0.000864,0.151936,0.915554
0.432962,0.017792,0.203392,0.005024,0.048192,0.000864,0.172929,0.964387
0.419650,0.017952,0.202720,0.005408,0.047904,0.000864,0.133153,0.900867
0.420193,0.018016,0.202721,0.005280,0.049728,0.000896,0.135712,0.908707
0.420449,0.018048,0.202753,0.005376,0.047584,0.000864,0.157984,0.926915
0.416129,0.017792,0.202849,0.005088,0.047296,0.000832,0.147328,0.910562
0.420354,0.017952,0.202592,0.005120,0.047712,0.000832,0.159873,0.928259
0.415553,0.017761,0.202976,0.004800,0.049088,0.000832,0.147713,0.906371
0.437249,0.017696,0.202273,0.005312,0.047776,0.000832,0.151169,0.936675
0.420001,0.017664,0.202689,0.004992,0.050208,0.000832,0.146464,0.914946
0.420129,0.018048,0.203521,0.005056,0.047904,0.000864,0.142112,0.907842
0.416514,0.017536,0.221696,0.005312,0.049121,0.000800,0.148160,0.928323
0.423457,0.017793,0.204064,0.004896,0.047744,0.000864,0.143969,0.913091
0.415393,0.017568,0.202817,0.005312,0.048096,0.000576,0.143232,0.907779
0.415265,0.017472,0.203265,0.005312,0.047872,0.000864,0.136320,0.900578
0.428290,0.017888,0.203072,0.005056,0.047840,0.000768,0.130593,0.901123
0.416001,0.017824,0.202881,0.005056,0.048064,0.000864,0.133153,0.894563
0.416353,0.017920,0.202561,0.005248,0.048384,0.000832,0.159360,0.923235
0.416897,0.017760,0.202913,0.004896,0.066880,0.000832,0.146176,0.924098
0.416033,0.017536,0.202720,0.004864,0.048897,0.000864,0.149408,0.913410
0.416482,0.017888,0.204576,0.005056,0.047968,0.000864,0.148801,0.914531
0.420577,0.017792,0.202401,0.005280,0.047808,0.000864,0.131137,0.891363
0.432769,0.018080,0.202401,0.005088,0.050208,0.000800,0.133536,0.918914
0.415489,0.017920,0.202816,0.004864,0.048097,0.000832,0.148416,0.905698
0.415458,0.017632,0.202688,0.004832,0.049216,0.000896,0.136257,0.899491
0.419937,0.017536,0.202849,0.005056,0.068576,0.000864,0.137217,0.919427
0.415681,0.017920,0.202401,0.005312,0.048256,0.000832,0.149344,0.908450
0.415617,0.017472,0.202464,0.005280,0.048993,0.000896,0.137920,0.899362
0.421666,0.017792,0.203040,0.005248,0.048160,0.000800,0.146881,0.913379
0.434273,0.017568,0.202593,0.005280,0.048800,0.000832,0.152161,0.936355
0.415617,0.017952,0.202913,0.005056,0.047904,0.000896,0.136000,0.898787
0.419937,0.018016,0.203009,0.005280,0.047552,0.000832,0.153344,0.918370
0.420225,0.017984,0.227360,0.005312,0.049281,0.000832,0.147744,0.935138
0.417058,0.017536,0.202688,0.004864,0.048608,0.000864,0.147297,0.911907
0.420385,0.017792,0.202305,0.005088,0.048864,0.000864,0.153441,0.915683
0.415681,0.017824,0.202881,0.005056,0.048224,0.000864,0.150752,0.907938
0.434049,0.017728,0.201889,0.005056,0.047616,0.000864,0.151648,0.944130
0.415841,0.017920,0.202496,0.005056,0.048544,0.000928,0.133409,0.892194
0.420385,0.017632,0.202721,0.005056,0.047360,0.000832,0.147489,0.915939
0.415969,0.017472,0.221281,0.005344,0.048352,0.000832,0.154849,0.935075
0.421089,0.017504,0.202305,0.004832,0.047360,0.000832,0.146560,0.910082
0.420257,0.017952,0.202272,0.004832,0.047713,0.000832,0.148128,0.909538
0.419618,0.017760,0.202080,0.005024,0.049024,0.000800,0.130369,0.894563
0.420577,0.017536,0.202465,0.005312,0.047840,0.000864,0.145377,0.906755
0.420161,0.017504,0.202273,0.005088,0.047296,0.000864,0.146464,0.906627
0.422177,0.017760,0.203616,0.005281,0.048160,0.000864,0.150240,0.920514
0.421090,0.017536,0.220512,0.005504,0.047840,0.000800,0.149761,0.939203
0.416961,0.017697,0.202944,0.005120,0.049312,0.000864,0.150561,0.912899
0.420833,0.017984,0.203105,0.005312,0.048512,0.000896,0.148992,0.918051
0.416577,0.017824,0.202337,0.004832,0.047968,0.000864,0.148576,0.912162
0.420001,0.017728,0.202272,0.005120,0.047969,0.000864,0.134080,0.893858
0.415522,0.017920,0.204224,0.005056,0.047968,0.000800,0.149793,0.911395
0.422849,0.017600,0.202433,0.005280,0.050176,0.000864,0.146529,0.914851
0.419777,0.017760,0.220897,0.005280,0.048064,0.000832,0.135008,0.914402
0.420001,0.017728,0.202656,0.005216,0.047969,0.000864,0.150112,0.911842
0.415778,0.017696,0.202112,0.004832,0.047904,0.000864,0.136449,0.895459
0.416225,0.017728,0.202241,0.004832,0.048256,0.000864,0.137984,0.893155
0.421025,0.017856,0.202273,0.004864,0.047424,0.000896,0.137376,0.903554
0.417281,0.017760,0.202720,0.005056,0.047553,0.000928,0.149792,0.910530
0.416834,0.017472,0.202720,0.004832,0.047968,0.000864,0.136257,0.899971
0.420289,0.017760,0.217761,0.005280,0.048736,0.000800,0.146753,0.925411
0.415457,0.017568,0.202657,0.005248,0.048320,0.000896,0.143456,0.900322
0.416993,0.017504,0.201984,0.005025,0.047328,0.000864,0.152736,0.915522
0.420578,0.017536,0.202560,0.004992,0.049216,0.000832,0.139649,0.908131
0.416130,0.017728,0.202816,0.004864,0.047552,0.000864,0.153505,0.914819
0.415777,0.018048,0.202113,0.004896,0.048192,0.000864,0.134560,0.892739
0.416321,0.017760,0.202081,0.004864,0.048608,0.000896,0.150464,0.908898
0.415553,0.017536,0.219617,0.005344,0.047552,0.000832,0.133312,0.914370
0.416930,0.017664,0.202464,0.004896,0.048032,0.000896,0.157441,0.927331
0.419714,0.017760,0.202720,0.004864,0.047488,0.000832,0.138017,0.898531
0.416289,0.017760,0.204993,0.005248,0.047584,0.000832,0.153825,0.914947
0.420065,0.018016,0.202177,0.004832,0.049248,0.000832,0.150048,0.915395
0.420001,0.017888,0.202209,0.005056,0.048480,0.000864,0.150496,0.913730
0.415841,0.017824,0.202464,0.005312,0.047585,0.000832,0.152512,0.915010
0.440706,0.017792,0.202688,0.005280,0.047552,0.000800,0.147745,0.941635
0.416417,0.017760,0.201985,0.005024,0.049120,0.000864,0.145889,0.905155
0.421057,0.017952,0.202241,0.005312,0.047872,0.000832,0.140704,0.908547
0.420417,0.017824,0.202913,0.005280,0.049920,0.000832,0.138784,0.922818
0.416929,0.017824,0.202112,0.005152,0.048544,0.000832,0.153600,0.918018
0.420706,0.017760,0.203008,0.005280,0.047520,0.000864,0.138657,0.904931
0.415937,0.017504,0.202977,0.005248,0.049088,0.000832,0.150433,0.913411
0.437697,0.017408,0.202401,0.005280,0.048896,0.000832,0.150336,0.931459
0.415841,0.017856,0.203265,0.005088,0.048096,0.000832,0.146688,0.904418
0.420865,0.017888,0.202848,0.005248,0.047552,0.000832,0.147297,0.913634
0.420450,0.017984,0.203232,0.004800,0.048320,0.000832,0.166593,0.936995
0.415265,0.017536,0.202689,0.005280,0.047744,0.000832,0.159905,0.928291
0.420321,0.017728,0.202241,0.005216,0.047232,0.000832,0.144736,0.910307
0.415105,0.017792,0.203329,0.005216,0.047648,0.000800,0.142816,0.901154
0.438818,0.017504,0.202400,0.005312,0.047552,0.000864,0.144705,0.926819
0.416769,0.017889,0.202656,0.004928,0.048160,0.000864,0.147137,0.912419
0.420513,0.017696,0.202977,0.004800,0.048224,0.000896,0.136736,0.896963
0.421089,0.017760,0.202561,0.004864,0.048608,0.000864,0.153376,0.920578
0.420929,0.017984,0.202592,0.005280,0.047457,0.000864,0.130592,0.900834
0.421185,0.017664,0.202400,0.004832,0.048992,0.000864,0.147521,0.916003
0.420161,0.017920,0.202721,0.004864,0.047456,0.000832,0.147520,0.911907
0.429953,0.017568,0.203553,0.004832,0.049984,0.000864,0.156384,0.937698
0.416513,0.017536,0.202689,0.005024,0.049088,0.000832,0.150400,0.909122
0.420770,0.017824,0.203072,0.005024,0.047648,0.000864,0.136193,0.897859
0.419649,0.017536,0.203201,0.004896,0.047232,0.000832,0.156033,0.927683
0.420257,0.017568,0.202977,0.005280,0.047616,0.000832,0.174048,0.941827
0.416257,0.017984,0.202337,0.005056,0.047776,0.000800,0.134592,0.893826
0.420481,0.020960,0.202080,0.005280,0.048513,0.000896,0.148288,0.918914
0.442882,0.017568,0.202560,0.005056,0.047744,0.000832,0.145953,0.928355
0.415425,0.017632,0.202209,0.005376,0.048160,0.000832,0.163297,0.921699
0.416545,0.017984,0.202081,0.005312,0.047968,0.000832,0.173601,0.933635
0.415905,0.017664,0.219361,0.005408,0.048992,0.000832,0.149056,0.924931
