Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[10],classifier
0.431426,0.017472,0.202560,0.005024,0.047520,0.000576,0.013313,0.101248,0.884195
0.416033,0.017376,0.203105,0.005312,0.046720,0.000576,0.013376,0.096576,0.864674
0.414977,0.017536,0.202208,0.005088,0.046753,0.000576,0.013376,0.095616,0.859106
0.414849,0.017280,0.201793,0.004832,0.046688,0.000544,0.013248,0.095488,0.860931
0.415041,0.017408,0.202048,0.005281,0.046784,0.000480,0.013408,0.113728,0.881698
0.414914,0.017088,0.201920,0.005280,0.046848,0.000608,0.013344,0.107617,0.879715
0.415521,0.017088,0.202209,0.004800,0.046944,0.000576,0.013344,0.099776,0.872610
0.415361,0.017280,0.217408,0.005248,0.046977,0.000576,0.013408,0.129664,0.922402
0.414657,0.017377,0.202496,0.004800,0.046784,0.000576,0.013408,0.104641,0.882819
0.415361,0.020736,0.202433,0.005088,0.047680,0.000608,0.013728,0.119520,0.901219
0.415713,0.017184,0.202080,0.004896,0.047297,0.000576,0.013344,0.105664,0.872994
0.429697,0.017152,0.202209,0.005216,0.046880,0.000576,0.013344,0.100449,0.879779
0.415201,0.017536,0.202369,0.005184,0.046848,0.000576,0.013440,0.111296,0.887042
0.415266,0.017408,0.202208,0.004896,0.046944,0.000576,0.013408,0.109857,0.875011
0.415649,0.017472,0.202145,0.005024,0.046944,0.000608,0.013344,0.109440,0.881955
0.415521,0.017760,0.202144,0.005185,0.047008,0.000576,0.013280,0.105984,0.874082
0.415649,0.017408,0.202017,0.005248,0.046944,0.000576,0.013632,0.100961,0.869859
0.415297,0.017408,0.202113,0.004832,0.046880,0.000608,0.013376,0.099072,0.865730
0.414914,0.017440,0.220800,0.005216,0.047712,0.000608,0.013696,0.100161,0.892419
0.415073,0.017504,0.202305,0.005248,0.047136,0.000608,0.013408,0.114080,0.881859
0.415041,0.017344,0.203936,0.004800,0.046817,0.000576,0.013376,0.108704,0.886786
0.414977,0.017184,0.202625,0.004800,0.046816,0.000608,0.013344,0.103585,0.878243
0.428865,0.017504,0.202945,0.005056,0.046880,0.000608,0.013376,0.100512,0.883266
0.415810,0.017824,0.202560,0.004864,0.046912,0.000576,0.013376,0.137697,0.915523
0.415201,0.017312,0.202113,0.005280,0.046720,0.000608,0.013568,0.111488,0.884291
0.415233,0.017408,0.202080,0.005249,0.046784,0.000544,0.013312,0.100128,0.865954
0.415233,0.017376,0.202497,0.004832,0.046784,0.000576,0.013344,0.131521,0.912195
0.414785,0.017696,0.202433,0.004832,0.046752,0.000608,0.013280,0.136768,0.912739
0.414945,0.017408,0.202144,0.005216,0.046721,0.000576,0.013280,0.106688,0.881250
0.416449,0.017568,0.216097,0.005120,0.047040,0.000768,0.013536,0.101153,0.883171
0.415265,0.017856,0.202273,0.005248,0.047072,0.000544,0.013408,0.105216,0.880194
0.415394,0.017376,0.202272,0.005184,0.046784,0.000480,0.013344,0.140449,0.920963
0.414817,0.017600,0.201825,0.005248,0.046752,0.000480,0.013312,0.095008,0.866563
0.435841,0.017696,0.202785,0.005248,0.047040,0.000576,0.013760,0.143904,0.944194
0.415489,0.017568,0.202592,0.005280,0.046816,0.000608,0.013441,0.115840,0.892258
0.415137,0.017696,0.201857,0.004992,0.046720,0.000608,0.013376,0.106433,0.882115
0.415457,0.017248,0.202177,0.005280,0.046688,0.000480,0.013408,0.096448,0.866754
0.415586,0.017344,0.202144,0.005248,0.046720,0.000576,0.013312,0.096289,0.865539
0.414881,0.017568,0.202177,0.004832,0.046848,0.000544,0.013312,0.094496,0.861955
0.414913,0.017440,0.202208,0.005216,0.046785,0.000960,0.013376,0.106752,0.874562
0.414785,0.017216,0.215585,0.005120,0.047040,0.000576,0.013312,0.109921,0.888003
0.415329,0.017184,0.202145,0.004864,0.046816,0.000576,0.013312,0.129856,0.906306
0.415298,0.017344,0.202112,0.004800,0.046688,0.000576,0.013312,0.127329,0.907715
0.415073,0.017344,0.202209,0.004832,0.046816,0.000576,0.013344,0.109152,0.878947
0.430721,0.017472,0.202273,0.005248,0.046784,0.000608,0.013344,0.118336,0.907458
0.415586,0.017280,0.201888,0.005280,0.046816,0.000576,0.013344,0.098593,0.863267
0.414881,0.017248,0.201697,0.005312,0.046912,0.000576,0.013248,0.097344,0.864739
0.415009,0.017600,0.202016,0.005216,0.046753,0.000576,0.013312,0.105536,0.875394
0.415233,0.017024,0.201921,0.005280,0.046816,0.000544,0.013280,0.106209,0.883363
0.415297,0.017664,0.202273,0.005248,0.047168,0.000608,0.013376,0.108768,0.875138
0.415298,0.017248,0.202464,0.005248,0.047008,0.000608,0.013408,0.097729,0.865347
0.414849,0.017504,0.216481,0.005216,0.047008,0.000544,0.013376,0.095200,0.876642
0.414977,0.017504,0.203840,0.004832,0.046945,0.000576,0.013312,0.099264,0.868290
0.414817,0.017536,0.202177,0.004832,0.046912,0.000544,0.013408,0.104800,0.877667
0.414753,0.017568,0.201889,0.005280,0.047104,0.000608,0.013312,0.102240,0.870690
0.430242,0.017600,0.202080,0.004800,0.046848,0.000576,0.013312,0.104609,0.884963
0.415073,0.017248,0.202977,0.005312,0.046944,0.000608,0.013312,0.096480,0.871426
0.414625,0.017088,0.201664,0.005280,0.046977,0.000576,0.013312,0.103744,0.871138
0.416481,0.017408,0.201953,0.005280,0.047040,0.000576,0.013344,0.102848,0.876419
0.415617,0.017216,0.201825,0.004864,0.046848,0.000544,0.013280,0.104672,0.878114
0.415618,0.017664,0.201984,0.005280,0.046944,0.000576,0.013312,0.123137,0.899555
0.415137,0.017408,0.202657,0.004832,0.046976,0.000544,0.013344,0.100096,0.882274
0.415105,0.017376,0.201792,0.004832,0.064673,0.000608,0.013472,0.117216,0.910594
0.414817,0.017248,0.202657,0.005248,0.046848,0.000544,0.013312,0.107233,0.878243
0.415393,0.017152,0.202593,0.005120,0.046784,0.000576,0.013280,0.132288,0.901794
0.414913,0.017568,0.205280,0.004800,0.046816,0.000608,0.013345,0.096960,0.871074
0.428321,0.017344,0.202081,0.004864,0.046880,0.000608,0.013312,0.119040,0.903939
0.415105,0.017408,0.202209,0.005248,0.046848,0.000576,0.013312,0.111072,0.888098
0.415394,0.017536,0.202112,0.005056,0.047072,0.000512,0.013440,0.112929,0.883555
0.414881,0.017760,0.202273,0.004832,0.046976,0.000576,0.013312,0.110752,0.883811
0.416577,0.017056,0.201568,0.005312,0.046849,0.000576,0.013408,0.116736,0.886914
0.420162,0.017792,0.206592,0.005312,0.048224,0.001088,0.014304,0.168897,0.961859
0.415490,0.017504,0.203104,0.005280,0.047552,0.000832,0.014112,0.119745,0.902019
0.435586,0.017952,0.203264,0.005376,0.048480,0.000832,0.014112,0.115649,0.919363
0.417697,0.017696,0.202721,0.005056,0.047840,0.000800,0.013984,0.110048,0.893507
0.415905,0.017536,0.202529,0.005568,0.047808,0.000832,0.013632,0.112160,0.884770
0.415330,0.017696,0.202688,0.005248,0.048576,0.000832,0.013600,0.111009,0.891427
0.415361,0.017696,0.202273,0.005344,0.048960,0.000800,0.013376,0.108384,0.878723
0.414753,0.017440,0.202337,0.005312,0.048736,0.000832,0.013408,0.108128,0.878306
0.415042,0.017472,0.203552,0.005024,0.048640,0.000832,0.013408,0.099233,0.868931
0.414881,0.017408,0.217473,0.005152,0.047360,0.000832,0.013344,0.108384,0.892834
0.415201,0.017664,0.204992,0.005344,0.047457,0.000800,0.013280,0.108736,0.889602
0.415169,0.017696,0.202273,0.004768,0.047360,0.000768,0.013376,0.102401,0.876739
0.415809,0.017504,0.202881,0.005312,0.047264,0.001088,0.013376,0.102560,0.880546
0.429698,0.017920,0.203232,0.005312,0.047168,0.000832,0.013345,0.106816,0.889891
0.416257,0.017920,0.202145,0.005216,0.047200,0.000800,0.013344,0.110336,0.887011
0.415873,0.017376,0.202785,0.005024,0.046944,0.000800,0.013280,0.132448,0.904258
0.415458,0.017440,0.202208,0.005248,0.046912,0.000864,0.013376,0.101697,0.870499
0.415777,0.017472,0.202017,0.005280,0.047072,0.000832,0.013376,0.105952,0.876867
0.415905,0.017408,0.202336,0.005313,0.047040,0.000864,0.013344,0.113664,0.883138
0.416193,0.017473,0.201984,0.005344,0.046976,0.001024,0.013344,0.108705,0.876323
0.416289,0.017536,0.517058,0.005216,0.047232,0.000896,0.013312,0.126144,1.219811
0.415810,0.017664,0.201920,0.005056,0.046976,0.000992,0.013312,0.105857,0.877027
0.417377,0.017632,0.202145,0.005344,0.047040,0.000992,0.013408,0.109920,0.890851
0.416993,0.017344,0.203201,0.005056,0.046944,0.000832,0.013344,0.107328,0.881378
0.415106,0.017440,0.202368,0.005056,0.046912,0.000800,0.013376,0.107297,0.882979
0.415649,0.017600,0.201921,0.005024,0.046944,0.000768,0.013248,0.098080,0.865698
0.415105,0.017600,0.202240,0.005216,0.046912,0.000993,0.013376,0.105536,0.877634
0.415521,0.017376,0.220673,0.005216,0.047488,0.000864,0.013856,0.114177,0.904259
0.415777,0.017632,0.202241,0.005248,0.047648,0.000800,0.013376,0.106272,0.874786
0.415937,0.017856,0.202848,0.005312,0.047264,0.000832,0.013505,0.114880,0.889378
0.415521,0.017568,0.202625,0.005344,0.047296,0.000800,0.013408,0.113729,0.891395
0.434593,0.017568,0.202657,0.005280,0.046976,0.000800,0.013472,0.116000,0.906915
0.415809,0.017984,0.202369,0.005056,0.047136,0.000896,0.013536,0.118688,0.899298
0.417345,0.017792,0.202592,0.005600,0.047169,0.000864,0.013440,0.117696,0.894530
0.415938,0.017568,0.202240,0.005312,0.065024,0.000832,0.013600,0.115905,0.906339
0.416769,0.017728,0.202305,0.005088,0.046976,0.000800,0.013408,0.115520,0.890307
0.416129,0.017632,0.202465,0.005088,0.047136,0.000992,0.013440,0.112512,0.889986
0.416641,0.017728,0.202272,0.005056,0.047297,0.001056,0.013472,0.118336,0.893922
0.436066,0.017856,0.202688,0.005376,0.048672,0.000896,0.013568,0.113953,0.907907
0.415745,0.017760,0.203201,0.005312,0.049472,0.000800,0.013536,0.108896,0.890723
0.416865,0.018176,0.202945,0.005056,0.048000,0.000832,0.013472,0.104992,0.882082
0.416226,0.017632,0.202400,0.005216,0.047296,0.000928,0.013504,0.130529,0.912515
0.416065,0.017696,0.202625,0.005120,0.047680,0.001056,0.013568,0.114144,0.893571
0.416577,0.017824,0.202177,0.005088,0.047712,0.001056,0.013376,0.112928,0.889314
0.417857,0.017728,0.202432,0.005216,0.048449,0.000832,0.013312,0.115232,0.894146
0.439970,0.017696,0.202240,0.005248,0.048384,0.000832,0.013312,0.111105,0.908995
0.415585,0.017504,0.202209,0.005312,0.047392,0.000992,0.013376,0.109504,0.881251
0.415329,0.017504,0.202401,0.005088,0.047104,0.000768,0.013440,0.118368,0.890786
0.415874,0.020960,0.201952,0.005088,0.046912,0.000832,0.013376,0.112417,0.886627
0.415553,0.017760,0.203201,0.005312,0.046976,0.000832,0.013408,0.113184,0.890371
0.415457,0.017760,0.201953,0.005312,0.048768,0.000832,0.013376,0.112992,0.891042
0.415521,0.017632,0.202176,0.005248,0.047905,0.000800,0.013376,0.111712,0.884386
0.442754,0.017824,0.202816,0.005312,0.047488,0.000832,0.013568,0.114945,0.921059
0.415393,0.017760,0.202625,0.005312,0.048992,0.000832,0.013312,0.112864,0.886531
0.416161,0.017792,0.202625,0.005120,0.048224,0.001024,0.013440,0.113152,0.889666
0.415682,0.017696,0.202304,0.005312,0.047744,0.000960,0.013440,0.098241,0.866403
0.416161,0.017472,0.202689,0.005280,0.047136,0.000800,0.013440,0.111744,0.891459
0.415713,0.017760,0.203265,0.005248,0.047232,0.000992,0.013376,0.117376,0.899810
0.415458,0.017664,0.204896,0.005344,0.047392,0.000800,0.013440,0.113025,0.886019
0.414977,0.017504,0.222113,0.005248,0.047872,0.001056,0.013376,0.111489,0.908867
0.415617,0.017440,0.202241,0.005312,0.047456,0.000864,0.013344,0.112320,0.882594
0.415521,0.017472,0.201984,0.005024,0.047169,0.000800,0.013408,0.108064,0.878722
0.415969,0.017696,0.201857,0.005280,0.047136,0.000864,0.013440,0.113697,0.885475
0.432673,0.017760,0.201985,0.005344,0.048160,0.000832,0.013504,0.112736,0.913923
0.415201,0.017536,0.203040,0.005281,0.047360,0.001024,0.013344,0.111936,0.892226
0.415138,0.017600,0.202368,0.005280,0.048672,0.000832,0.013696,0.104897,0.873475
0.415073,0.017728,0.202593,0.005344,0.048480,0.000832,0.013408,0.128960,0.898307
0.415745,0.017632,0.204225,0.005344,0.048544,0.000864,0.013376,0.114336,0.895170
0.415394,0.017920,0.203520,0.004992,0.047808,0.000832,0.013409,0.113056,0.884131
0.415649,0.017888,0.202721,0.005280,0.048704,0.000800,0.013408,0.111841,0.889571
0.433281,0.017696,0.203073,0.005088,0.049024,0.000800,0.013344,0.135840,0.931171
0.415265,0.017536,0.202368,0.005152,0.047809,0.000832,0.013312,0.111200,0.881922
0.423266,0.017888,0.207680,0.005792,0.048481,0.001056,0.014048,0.168192,0.966947
0.417889,0.017632,0.204640,0.005120,0.064257,0.000864,0.013984,0.118304,0.911778
0.416194,0.017728,0.203616,0.005312,0.048736,0.000832,0.014272,0.113441,0.897379
0.416033,0.017696,0.202433,0.005280,0.048768,0.000800,0.013920,0.112896,0.895299
0.415681,0.017472,0.203105,0.005344,0.047808,0.000832,0.013568,0.111776,0.888034
0.428513,0.017728,0.202720,0.005312,0.048193,0.000928,0.013952,0.112256,0.900866
0.416546,0.017568,0.202912,0.005312,0.047872,0.000832,0.013504,0.106305,0.881699
0.416161,0.017792,0.203553,0.005056,0.048608,0.000864,0.013760,0.106688,0.885443
0.415393,0.017568,0.201985,0.005248,0.048544,0.000832,0.013440,0.132576,0.909314
0.415489,0.017920,0.203200,0.005312,0.048129,0.000832,0.013504,0.107008,0.884482
0.415457,0.017760,0.202432,0.005248,0.048032,0.000832,0.013472,0.116513,0.891267
0.420321,0.017824,0.207457,0.005152,0.048736,0.000832,0.014144,0.162017,0.961955
0.432673,0.018048,0.203905,0.005344,0.048416,0.000800,0.013792,0.119425,0.912867
0.415969,0.017824,0.203777,0.005376,0.049280,0.000832,0.013888,0.107840,0.884130
0.415649,0.017664,0.203328,0.005248,0.049057,0.000928,0.013600,0.130496,0.906114
0.416481,0.017472,0.223712,0.005248,0.048705,0.000800,0.013536,0.110848,0.906018
0.416737,0.017376,0.202529,0.005024,0.047968,0.000992,0.013344,0.109185,0.887299
0.415489,0.017408,0.202817,0.005024,0.047456,0.000832,0.013376,0.107328,0.876002
0.415361,0.017632,0.202432,0.005248,0.047713,0.000992,0.013728,0.111936,0.892066
0.430722,0.017568,0.202784,0.005088,0.047616,0.000800,0.013376,0.113985,0.901795
0.416897,0.017664,0.202561,0.005280,0.047392,0.001088,0.013600,0.112608,0.888931
0.416193,0.017760,0.202497,0.005248,0.047232,0.000992,0.013472,0.111168,0.883170
0.415074,0.018048,0.202784,0.005248,0.046880,0.001024,0.013440,0.129473,0.903715
0.462914,0.017984,0.202496,0.005280,0.046976,0.000832,0.013408,0.107457,0.927971
0.415713,0.017760,0.202817,0.005056,0.047328,0.000768,0.013376,0.117856,0.890851
0.415713,0.017568,0.203393,0.005248,0.047168,0.000896,0.013472,0.113344,0.893538
0.429090,0.017728,0.202272,0.005504,0.046944,0.000800,0.013376,0.112417,0.897059
0.415681,0.017792,0.202465,0.005056,0.047040,0.001024,0.013408,0.112896,0.888195
0.415105,0.017536,0.203585,0.005056,0.046848,0.000832,0.013312,0.117216,0.890914
0.416034,0.017696,0.202336,0.005280,0.046976,0.001024,0.013440,0.112993,0.884099
0.417697,0.017856,0.202529,0.005088,0.046912,0.001056,0.013440,0.113729,0.886019
0.416193,0.017664,0.202785,0.005280,0.047968,0.000864,0.013376,0.114528,0.885538
0.415425,0.017536,0.202592,0.005280,0.049889,0.000896,0.013472,0.116192,0.897986
0.438338,0.018016,0.203168,0.005088,0.047680,0.000864,0.013440,0.119009,0.916643
0.416641,0.017696,0.203361,0.005280,0.047712,0.000832,0.013472,0.119616,0.900963
0.416257,0.017888,0.202913,0.005312,0.048448,0.000768,0.013696,0.116064,0.897506
0.415617,0.018016,0.202432,0.005312,0.047233,0.000832,0.013536,0.113824,0.890018
0.416514,0.018016,0.203104,0.005280,0.049408,0.000832,0.013440,0.115905,0.892099
0.415617,0.017664,0.202369,0.005120,0.047392,0.000800,0.013792,0.116000,0.895651
0.416673,0.017696,0.202945,0.005280,0.047232,0.000832,0.013504,0.115488,0.896354
0.417249,0.035776,0.203424,0.005312,0.049441,0.000832,0.014112,0.120160,0.920578
0.418402,0.017792,0.203328,0.005088,0.047904,0.000832,0.013696,0.114977,0.897539
0.416833,0.017632,0.203137,0.005056,0.048128,0.000832,0.014144,0.116544,0.894755
0.415553,0.017536,0.203169,0.005088,0.048576,0.000832,0.013568,0.112928,0.888354
0.416802,0.017632,0.203328,0.005056,0.048032,0.000864,0.013729,0.124192,0.900323
0.416609,0.017600,0.203777,0.005280,0.048416,0.000768,0.013536,0.107137,0.878979
0.417057,0.017856,0.203841,0.005600,0.049120,0.000832,0.013856,0.112800,0.889378
0.415681,0.017888,0.218656,0.005184,0.048513,0.000768,0.013824,0.106656,0.894146
0.416929,0.017600,0.202785,0.005088,0.047904,0.000768,0.013664,0.108928,0.881443
0.417217,0.017728,0.203553,0.005088,0.047584,0.000832,0.013536,0.115712,0.890850
0.416770,0.017728,0.203712,0.005056,0.048416,0.000832,0.013537,0.116064,0.897379
0.436514,0.017792,0.204896,0.005280,0.048576,0.000864,0.013664,0.124417,0.924643
0.416513,0.017568,0.203585,0.005344,0.048512,0.000864,0.014080,0.114080,0.889699
0.416193,0.017824,0.202657,0.005344,0.048192,0.000864,0.013472,0.120416,0.897090
0.417249,0.017696,0.202432,0.005344,0.065089,0.000928,0.013696,0.129568,0.928994
0.416802,0.017696,0.202592,0.005792,0.048704,0.000864,0.014048,0.121632,0.906083
0.416450,0.017792,0.203200,0.005344,0.048128,0.001088,0.014208,0.119297,0.897219
0.417473,0.017760,0.202497,0.005248,0.048448,0.000832,0.013696,0.116704,0.895363
0.431265,0.017824,0.204065,0.004992,0.048544,0.000800,0.013856,0.121856,0.913154
0.416417,0.017472,0.202528,0.005248,0.048737,0.000864,0.013664,0.119584,0.895138
0.416770,0.017728,0.202048,0.005312,0.048640,0.000864,0.013920,0.123105,0.900451
0.416513,0.017664,0.223169,0.005248,0.048160,0.000832,0.013856,0.120609,0.921187
0.416225,0.017504,0.202113,0.005280,0.048512,0.000832,0.013632,0.121856,0.896547
0.416513,0.017728,0.202145,0.005312,0.048384,0.000832,0.013984,0.119680,0.900706
0.417217,0.017696,0.203840,0.005344,0.048257,0.000864,0.013920,0.126752,0.906434
0.417089,0.017504,0.203744,0.005344,0.048768,0.000800,0.014721,0.121696,0.899778
0.417154,0.017728,0.203392,0.005248,0.048352,0.000864,0.013856,0.120929,0.898755
0.416961,0.017568,0.203393,0.005280,0.048896,0.000864,0.013728,0.120032,0.904451
0.416801,0.017728,0.222721,0.005344,0.047424,0.000896,0.014208,0.119296,0.914723
0.418593,0.017792,0.203681,0.005344,0.048832,0.000832,0.013792,0.119552,0.905922
0.418689,0.017504,0.204224,0.005056,0.048864,0.000832,0.013761,0.121632,0.903234
