Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.206112,0.204672,0.005600,0.047904,0.000800,0.014112,0.000416,0.001376,0.001088,0.000352,1.489120
1.182048,0.228512,0.009216,0.048064,0.000800,0.013696,0.000416,0.001376,0.001056,0.000352,1.493824
1.215168,0.204192,0.005440,0.047648,0.000704,0.013408,0.000384,0.001472,0.001024,0.000352,1.496192
1.210784,0.203840,0.005568,0.048032,0.000608,0.013376,0.000416,0.001408,0.001056,0.000384,1.492576
1.220384,0.203936,0.005376,0.047424,0.001024,0.013472,0.000416,0.001472,0.001088,0.000352,1.502048
1.214880,0.203616,0.005184,0.048160,0.000608,0.013760,0.000416,0.001472,0.001120,0.000384,1.497280
1.190304,0.203616,0.005056,0.047840,0.001024,0.013536,0.000416,0.001344,0.001120,0.000352,1.471008
1.178048,0.204480,0.005216,0.047680,0.000832,0.013376,0.000384,0.001408,0.001056,0.000384,1.460128
1.182880,0.224384,0.005312,0.047328,0.000800,0.013408,0.000384,0.001440,0.001056,0.000384,1.484224
1.224448,0.204256,0.005440,0.047008,0.000576,0.013376,0.000384,0.001440,0.001088,0.000384,1.505312
1.213792,0.204320,0.005504,0.047200,0.000864,0.013568,0.000480,0.001536,0.001056,0.000384,1.495392
1.226880,0.204576,0.005568,0.047200,0.000608,0.013408,0.000448,0.001440,0.001024,0.000416,1.508160
1.235456,0.204960,0.005600,0.047328,0.000768,0.013440,0.000416,0.001472,0.001088,0.000320,1.517824
1.256992,0.204992,0.005472,0.047424,0.000800,0.013504,0.000416,0.001504,0.001120,0.000416,1.539520
1.176320,0.203840,0.005504,0.047008,0.000800,0.013536,0.000384,0.001472,0.001088,0.000352,1.457824
1.189984,0.204064,0.005856,0.046976,0.000608,0.013440,0.000416,0.001440,0.001056,0.000320,1.470816
1.186944,0.203296,0.005536,0.047200,0.000576,0.013408,0.000416,0.001376,0.000992,0.000352,1.466624
1.222144,0.204128,0.005632,0.047328,0.000800,0.013408,0.000448,0.001376,0.001120,0.000352,1.503168
1.185504,0.203936,0.005408,0.047136,0.000800,0.013376,0.000416,0.001440,0.001536,0.000352,1.466688
1.184256,0.204288,0.005568,0.047040,0.000832,0.013376,0.000416,0.001440,0.001024,0.000320,1.465056
1.201856,0.203904,0.005184,0.047136,0.000800,0.013504,0.000384,0.001440,0.001088,0.000352,1.482912
1.192448,0.203360,0.005280,0.047168,0.001056,0.013536,0.000416,0.001408,0.001312,0.000352,1.472608
1.263360,0.203680,0.005312,0.047232,0.000576,0.013408,0.000384,0.001376,0.001056,0.000384,1.543360
1.181664,0.204000,0.005120,0.047008,0.000832,0.013376,0.000416,0.001376,0.000992,0.000352,1.461984
1.195520,0.203936,0.005504,0.047072,0.000800,0.013472,0.000384,0.001440,0.001088,0.000384,1.476992
1.176512,0.203616,0.005600,0.047040,0.000768,0.013312,0.000480,0.001408,0.001088,0.000384,1.456960
1.202784,0.204160,0.005504,0.047744,0.000800,0.013440,0.000416,0.001440,0.001216,0.000352,1.485312
1.207008,0.203616,0.005632,0.047776,0.000832,0.013824,0.000384,0.001504,0.001056,0.000352,1.488832
1.186752,0.204544,0.005536,0.048032,0.000608,0.014016,0.000416,0.001504,0.001280,0.000384,1.470912
1.243168,0.204192,0.005504,0.047904,0.000768,0.013504,0.000416,0.001440,0.001056,0.000352,1.524864
1.193632,0.203424,0.005600,0.048224,0.000576,0.013504,0.000416,0.001440,0.000992,0.000352,1.475296
1.206912,0.203936,0.043360,0.050944,0.000608,0.013440,0.000416,0.001504,0.001056,0.000352,1.530784
1.199584,0.204032,0.005312,0.048256,0.000608,0.013472,0.000416,0.001472,0.001280,0.000384,1.482336
1.178752,0.204064,0.005760,0.047872,0.000608,0.013472,0.000448,0.001440,0.000992,0.000352,1.460544
1.250240,0.203968,0.005408,0.048064,0.000608,0.013440,0.000416,0.001696,0.000992,0.000384,1.534432
1.180416,0.203936,0.005568,0.048512,0.000608,0.013408,0.000416,0.001504,0.000992,0.000384,1.462336
1.196960,0.204160,0.005600,0.047872,0.000864,0.013408,0.000384,0.001536,0.000960,0.000352,1.479616
1.185824,0.203904,0.005408,0.048064,0.000576,0.013376,0.000416,0.001472,0.001088,0.000384,1.466848
1.231840,0.224160,0.005408,0.047968,0.000864,0.013728,0.000416,0.001472,0.000960,0.000384,1.534784
1.226304,0.204736,0.005888,0.047392,0.000576,0.013824,0.000416,0.001440,0.000960,0.000352,1.508320
1.188704,0.204320,0.005536,0.047040,0.000608,0.013440,0.000416,0.001536,0.001120,0.000384,1.469920
1.257248,0.204128,0.005184,0.047040,0.000832,0.013504,0.000448,0.001376,0.001280,0.000448,1.537504
1.220352,0.204480,0.005440,0.047168,0.000640,0.013376,0.000416,0.001376,0.000992,0.000352,1.501408
1.220416,0.203808,0.005280,0.047424,0.001024,0.013408,0.000384,0.001504,0.001024,0.000384,1.501184
1.199136,0.204672,0.005344,0.048320,0.000576,0.013376,0.000384,0.001472,0.000992,0.000384,1.481824
1.230656,0.204608,0.005472,0.048288,0.000864,0.013536,0.000352,0.001376,0.000960,0.000352,1.513344
1.219584,0.203808,0.005568,0.047520,0.000576,0.013344,0.000384,0.001856,0.001248,0.000352,1.500960
1.171936,0.204192,0.005568,0.048384,0.000576,0.013696,0.000416,0.001440,0.001440,0.000384,1.454368
1.231200,0.204288,0.012320,0.049600,0.000640,0.014464,0.000448,0.001504,0.001152,0.000384,1.522656
1.221760,0.203616,0.005184,0.047456,0.000640,0.013440,0.000384,0.001472,0.001504,0.000384,1.502144
1.204992,0.203616,0.005088,0.047232,0.000608,0.013728,0.000416,0.001440,0.000928,0.000384,1.485056
1.190689,0.203456,0.005536,0.047136,0.000576,0.013472,0.000448,0.001440,0.001024,0.000352,1.470625
1.214784,0.203104,0.005344,0.047168,0.000768,0.013344,0.000416,0.001504,0.001056,0.000352,1.494720
1.188576,0.203712,0.005504,0.047392,0.000800,0.013536,0.000416,0.001472,0.001024,0.000384,1.469408
1.187392,0.203264,0.005344,0.048480,0.000800,0.013536,0.000416,0.001408,0.000928,0.000384,1.468768
1.181888,0.203840,0.005792,0.047712,0.000800,0.013696,0.000448,0.001472,0.000928,0.000352,1.463264
1.184576,0.203744,0.005280,0.047296,0.000768,0.013312,0.000416,0.001440,0.000896,0.000352,1.465088
1.229280,0.204608,0.005312,0.047456,0.000800,0.013344,0.000416,0.001504,0.000928,0.000352,1.510208
1.182432,0.203552,0.009344,0.047456,0.000768,0.013440,0.000416,0.001376,0.001216,0.000384,1.467392
1.202624,0.203424,0.005440,0.047168,0.000768,0.013312,0.000416,0.001472,0.000960,0.000384,1.482688
1.223456,0.203904,0.005568,0.047136,0.000576,0.013440,0.000416,0.001440,0.001216,0.000320,1.504544
1.194336,0.203776,0.005120,0.047168,0.000800,0.031296,0.000544,0.001440,0.001280,0.000384,1.493056
1.209376,0.203552,0.009280,0.047232,0.000608,0.013408,0.000416,0.001344,0.000960,0.000352,1.493696
1.201984,0.204288,0.005472,0.047456,0.000832,0.013728,0.000384,0.001440,0.000960,0.000416,1.484384
1.231232,0.204128,0.005568,0.048416,0.000576,0.013376,0.000384,0.001408,0.000992,0.000384,1.513568
1.220224,0.204064,0.011840,0.049632,0.000640,0.013632,0.000448,0.001344,0.000960,0.000352,1.509472
1.211328,0.203648,0.005536,0.047456,0.000608,0.013568,0.000416,0.001472,0.001408,0.000384,1.492800
1.188608,0.203520,0.005056,0.047200,0.000608,0.013568,0.000416,0.001312,0.000960,0.000352,1.468480
1.187968,0.221792,0.005376,0.047232,0.000640,0.013792,0.000416,0.001504,0.001088,0.000352,1.487712
1.218721,0.205024,0.005088,0.047616,0.000608,0.013504,0.000416,0.001408,0.000992,0.000416,1.500225
1.197120,0.203552,0.005184,0.047008,0.000576,0.013696,0.000384,0.001440,0.000960,0.000384,1.477376
1.201984,0.204320,0.005440,0.047200,0.000800,0.013376,0.000384,0.001408,0.000992,0.000384,1.482720
1.228736,0.204320,0.005440,0.047200,0.000640,0.013472,0.000384,0.001472,0.000992,0.000352,1.509568
1.208992,0.203584,0.005728,0.046976,0.000832,0.013536,0.000416,0.001504,0.001088,0.000352,1.490528
1.223008,0.204544,0.005440,0.048224,0.000800,0.013408,0.000384,0.001472,0.000960,0.000384,1.505120
1.202816,0.219584,0.005344,0.047424,0.000768,0.013408,0.000384,0.001472,0.001088,0.000320,1.500256
1.189536,0.204864,0.005248,0.047136,0.000800,0.013440,0.000352,0.001504,0.000992,0.000384,1.470528
1.219456,0.203808,0.005280,0.047008,0.000768,0.013408,0.000384,0.001504,0.001600,0.000352,1.499936
1.217536,0.204000,0.005312,0.047104,0.000832,0.013312,0.000416,0.001440,0.001248,0.000352,1.497920
1.221568,0.203904,0.005536,0.047232,0.000800,0.013376,0.000416,0.001472,0.000960,0.000384,1.502336
1.236352,0.203776,0.005248,0.047328,0.000768,0.013696,0.000480,0.001472,0.001408,0.000384,1.517600
1.210208,0.206176,0.005344,0.048512,0.000832,0.014080,0.000384,0.001728,0.001408,0.000384,1.497792
1.205376,0.203424,0.005600,0.047488,0.000800,0.013984,0.000416,0.001664,0.001120,0.000352,1.486688
1.226496,0.205152,0.005536,0.047872,0.000800,0.013888,0.000416,0.001504,0.001344,0.000384,1.510144
1.217600,0.203488,0.005600,0.047584,0.000896,0.014720,0.000416,0.001504,0.001440,0.000384,1.500224
1.186784,0.203328,0.005344,0.048544,0.000832,0.013504,0.000416,0.001472,0.001600,0.000416,1.469056
1.190656,0.203552,0.005408,0.047936,0.000832,0.013600,0.000416,0.001504,0.001344,0.000416,1.472384
1.232928,0.203680,0.005312,0.047680,0.000832,0.013504,0.000416,0.001472,0.001280,0.000416,1.513920
1.198528,0.204640,0.005568,0.047200,0.000800,0.013344,0.000416,0.001536,0.000992,0.000352,1.479872
1.237600,0.203200,0.005600,0.047200,0.000736,0.013344,0.000384,0.001472,0.001088,0.000352,1.517472
1.185280,0.204000,0.005376,0.047392,0.000832,0.013440,0.000416,0.001504,0.001120,0.000320,1.466112
1.207872,0.204736,0.005216,0.065728,0.000800,0.013440,0.000384,0.001440,0.001184,0.000352,1.508224
1.213056,0.203808,0.005568,0.047072,0.000800,0.013344,0.000416,0.001440,0.001248,0.000352,1.493760
1.221472,0.203936,0.005792,0.047360,0.000736,0.013920,0.000416,0.001696,0.000960,0.000384,1.503552
1.251232,0.207040,0.005312,0.047104,0.000800,0.013408,0.000384,0.001504,0.000960,0.000416,1.534752
1.179776,0.203744,0.005472,0.047360,0.000800,0.013632,0.000416,0.001440,0.000928,0.000384,1.460384
1.241152,0.204096,0.005312,0.047360,0.000800,0.013472,0.000416,0.001440,0.001056,0.000352,1.521728
1.183680,0.204192,0.005472,0.047328,0.000832,0.013760,0.000384,0.001664,0.000992,0.000352,1.465184
1.223072,0.223968,0.008448,0.047136,0.000800,0.013408,0.000416,0.001504,0.001024,0.000384,1.528224
1.188512,0.203936,0.005344,0.047168,0.000832,0.013472,0.000416,0.001408,0.001024,0.000352,1.469056
1.219424,0.203808,0.005344,0.047072,0.000800,0.013536,0.000384,0.001440,0.001024,0.000384,1.499552
1.203648,0.206176,0.005632,0.047328,0.000800,0.013888,0.000416,0.001504,0.001024,0.000384,1.487904
1.199936,0.204608,0.005568,0.047360,0.000768,0.013472,0.000384,0.001504,0.001152,0.000416,1.482208
1.264224,0.204608,0.005344,0.047328,0.000768,0.013408,0.000416,0.001440,0.001024,0.000352,1.546304
1.217313,0.205312,0.005536,0.047264,0.000832,0.013504,0.000384,0.001440,0.000992,0.000352,1.500161
1.207776,0.204096,0.005760,0.047232,0.000800,0.013440,0.000416,0.001472,0.001056,0.000384,1.490048
1.215040,0.204128,0.005632,0.047200,0.000992,0.013504,0.000384,0.001472,0.001088,0.000352,1.496736
1.226272,0.203904,0.005568,0.047168,0.000800,0.013568,0.000416,0.001440,0.001120,0.000384,1.508032
1.214368,0.203744,0.005792,0.047520,0.001024,0.013792,0.000416,0.001472,0.001152,0.000352,1.496736
1.204736,0.203360,0.005440,0.047264,0.001024,0.013344,0.000384,0.001504,0.001088,0.000352,1.485984
1.212448,0.203392,0.005632,0.047264,0.000800,0.013472,0.000416,0.001472,0.001088,0.000320,1.493152
1.212769,0.204992,0.005600,0.047104,0.000864,0.013568,0.000448,0.001472,0.001024,0.000352,1.495393
1.202976,0.203776,0.005632,0.047136,0.000832,0.013440,0.000416,0.001536,0.001664,0.000384,1.484768
1.211584,0.203392,0.005536,0.047552,0.000800,0.013696,0.000384,0.001504,0.001344,0.000384,1.493312
1.211424,0.222016,0.005600,0.048832,0.000864,0.014048,0.000448,0.001536,0.001120,0.000352,1.513824
1.186400,0.203264,0.005440,0.048096,0.000800,0.013760,0.000448,0.001472,0.001376,0.000384,1.468480
1.199328,0.203424,0.005344,0.047808,0.000800,0.013568,0.000416,0.001504,0.001088,0.000384,1.480576
1.210976,0.203616,0.005312,0.048032,0.000832,0.013696,0.000416,0.001408,0.001696,0.000384,1.494304
1.210785,0.204064,0.005600,0.049184,0.000800,0.013440,0.000416,0.001376,0.001440,0.000384,1.494497
1.240224,0.207968,0.005568,0.047520,0.000800,0.013568,0.000480,0.001472,0.001408,0.000384,1.526976
1.189792,0.203648,0.005792,0.047488,0.000928,0.013600,0.000416,0.001504,0.001184,0.000352,1.472000
1.243552,0.203776,0.005376,0.047200,0.000800,0.013472,0.000416,0.001376,0.001312,0.000384,1.525184
1.178624,0.203712,0.005536,0.047424,0.000800,0.013504,0.000416,0.001504,0.001184,0.000416,1.460224
1.228512,0.203872,0.005600,0.047264,0.000800,0.013408,0.000384,0.001408,0.001088,0.000384,1.510688
1.187168,0.203360,0.005536,0.047264,0.000768,0.013472,0.000416,0.001376,0.001152,0.000352,1.468128
1.214272,0.203616,0.005536,0.047232,0.000768,0.013408,0.000384,0.001408,0.000960,0.000416,1.495488
1.215361,0.203840,0.005504,0.047328,0.000832,0.013408,0.000416,0.001440,0.000992,0.000384,1.496481
1.172864,0.203616,0.005568,0.047040,0.000768,0.013536,0.000416,0.001440,0.001056,0.000352,1.453568
1.219904,0.203424,0.005344,0.047104,0.000800,0.013472,0.000384,0.001536,0.000928,0.000384,1.500576
1.166400,0.203488,0.005600,0.047200,0.001024,0.013376,0.000384,0.001408,0.001024,0.000352,1.447232
1.193120,0.203904,0.005344,0.047104,0.000800,0.013376,0.000416,0.001440,0.001024,0.000320,1.473568
1.186080,0.203168,0.005472,0.047072,0.000832,0.013632,0.000416,0.001376,0.000992,0.000352,1.466496
1.192256,0.204288,0.005568,0.047712,0.000768,0.013536,0.000416,0.001440,0.001216,0.000320,1.474944
1.203168,0.204064,0.005600,0.047072,0.000800,0.013408,0.000416,0.001408,0.001120,0.000352,1.484672
1.192288,0.203840,0.005632,0.047040,0.000768,0.013504,0.000384,0.001408,0.001120,0.000384,1.473632
1.214560,0.203808,0.005536,0.047168,0.000640,0.013568,0.000384,0.001440,0.001120,0.000352,1.495616
1.199168,0.206720,0.005568,0.048448,0.000768,0.013440,0.000416,0.001440,0.001056,0.000384,1.484864
1.190944,0.224768,0.008640,0.049152,0.000832,0.013568,0.000384,0.001440,0.001152,0.000352,1.500064
1.192864,0.204576,0.005440,0.048224,0.000800,0.013792,0.000416,0.001472,0.001056,0.000352,1.476128
1.193888,0.204384,0.005376,0.048288,0.000832,0.013440,0.000384,0.001536,0.001120,0.000352,1.476768
1.221984,0.206720,0.005632,0.048160,0.000864,0.013728,0.000416,0.001440,0.001248,0.000352,1.507648
1.186912,0.204512,0.005600,0.048000,0.000768,0.013664,0.000384,0.001440,0.001216,0.000384,1.469824
1.238912,0.203936,0.005664,0.048320,0.000832,0.013728,0.000416,0.001536,0.001184,0.000384,1.522592
1.184129,0.204032,0.005472,0.047840,0.000864,0.013792,0.000416,0.001504,0.001088,0.000384,1.466497
1.219008,0.204192,0.005664,0.048384,0.001088,0.013536,0.000384,0.001504,0.001088,0.000384,1.502432
1.229984,0.204224,0.005600,0.048192,0.000832,0.013504,0.000416,0.001440,0.001152,0.000384,1.513024
1.231552,0.207552,0.005824,0.048224,0.000832,0.014336,0.000448,0.001472,0.001312,0.000352,1.519392
1.202592,0.204256,0.005856,0.048384,0.000832,0.014976,0.000448,0.001600,0.001248,0.000384,1.487616
1.183712,0.204192,0.005440,0.048033,0.000800,0.014336,0.000384,0.001472,0.001088,0.000384,1.467425
1.237056,0.203936,0.005632,0.048224,0.000832,0.014592,0.000384,0.001536,0.001120,0.000320,1.520800
1.193344,0.204896,0.005568,0.048576,0.000832,0.014400,0.000384,0.001536,0.001120,0.000352,1.477984
1.230400,0.204064,0.005600,0.048640,0.001152,0.014848,0.000640,0.001504,0.001120,0.000352,1.515360
1.198464,0.204000,0.005632,0.047680,0.000832,0.013728,0.000384,0.001504,0.001120,0.000384,1.481504
1.212608,0.223136,0.005376,0.048384,0.000896,0.013984,0.000384,0.001728,0.001216,0.000352,1.515616
1.224768,0.203840,0.005632,0.048352,0.000800,0.013696,0.000416,0.001504,0.001312,0.000352,1.507968
1.213280,0.203648,0.005472,0.048800,0.000832,0.013792,0.000384,0.001536,0.001088,0.000352,1.496320
1.228864,0.203904,0.005536,0.048096,0.000832,0.013472,0.000416,0.001536,0.001120,0.000384,1.511584
1.198208,0.203840,0.006112,0.048096,0.000800,0.013408,0.000416,0.001504,0.001120,0.000384,1.480992
1.220769,0.204064,0.005600,0.047968,0.000832,0.013568,0.000384,0.001536,0.001120,0.000352,1.503457
1.183904,0.204288,0.005376,0.047808,0.000832,0.013472,0.000384,0.001536,0.001184,0.000384,1.465984
1.236096,0.204000,0.005312,0.048224,0.000800,0.013536,0.000480,0.001472,0.001088,0.000352,1.519008
1.187105,0.204640,0.005952,0.047456,0.001024,0.013472,0.000448,0.001568,0.001344,0.000416,1.470433
1.198656,0.204672,0.005440,0.048640,0.001056,0.013696,0.000416,0.001440,0.001344,0.000352,1.483616
1.194176,0.205312,0.005440,0.048512,0.001088,0.013472,0.000416,0.001472,0.001632,0.000384,1.479008
1.193504,0.204416,0.005280,0.048096,0.000768,0.013536,0.000416,0.001536,0.001696,0.000384,1.477184
1.204544,0.203680,0.005344,0.048544,0.001024,0.013504,0.000416,0.001536,0.001088,0.000384,1.487072
1.218081,0.203712,0.005888,0.047680,0.001056,0.013504,0.000448,0.001504,0.001280,0.000384,1.501025
1.252384,0.206816,0.005664,0.047200,0.000832,0.013600,0.000384,0.001472,0.001024,0.000416,1.537152
1.180480,0.204352,0.005504,0.047680,0.000608,0.013504,0.000416,0.001408,0.000960,0.000352,1.462240
1.209952,0.239552,0.008640,0.047328,0.000608,0.013504,0.000448,0.001472,0.001056,0.000384,1.531648
1.213856,0.203904,0.005312,0.047104,0.000800,0.013536,0.000416,0.001440,0.000992,0.000384,1.494976
1.219840,0.204352,0.005568,0.047264,0.000800,0.013600,0.000416,0.001472,0.001312,0.000384,1.502432
1.218624,0.204160,0.005440,0.048384,0.000832,0.013792,0.000416,0.001440,0.001120,0.000352,1.502080
1.206464,0.204001,0.005664,0.048960,0.000768,0.013536,0.000384,0.001440,0.000960,0.000352,1.489633
1.197536,0.204704,0.005632,0.047840,0.000800,0.013984,0.000416,0.001408,0.000992,0.000352,1.481120
1.182144,0.204384,0.005408,0.047200,0.000800,0.013600,0.000416,0.001504,0.001024,0.000384,1.463936
1.207104,0.203936,0.005376,0.047360,0.000800,0.013536,0.000416,0.001408,0.001024,0.000384,1.488832
1.181984,0.205856,0.005632,0.047360,0.000768,0.013504,0.000384,0.001440,0.001056,0.000384,1.465696
1.176321,0.204320,0.005472,0.047616,0.000768,0.013440,0.000416,0.001440,0.001056,0.000352,1.458305
1.210208,0.204224,0.005440,0.047264,0.000832,0.013632,0.000384,0.001472,0.001024,0.000352,1.491360
1.207616,0.203936,0.005664,0.047136,0.000832,0.013536,0.000448,0.001472,0.001088,0.000416,1.489088
1.305504,0.211200,0.005952,0.049408,0.000864,0.014144,0.000640,0.001856,0.001824,0.000576,1.604416
1.173825,0.205504,0.005440,0.048832,0.000832,0.013728,0.000384,0.001728,0.001216,0.000384,1.459841
1.249825,0.204800,0.005632,0.048416,0.000800,0.014432,0.000416,0.001600,0.000960,0.000448,1.534241
1.222081,0.204384,0.005856,0.049536,0.000832,0.014336,0.000416,0.001440,0.000960,0.000320,1.507297
1.234081,0.221440,0.005472,0.049216,0.000864,0.014720,0.000416,0.001536,0.001024,0.000384,1.537217
1.193856,0.204257,0.005824,0.048288,0.000832,0.013536,0.000384,0.001536,0.001024,0.000384,1.477377
