Layer[0],Layer[1],Layer[2],Layer[3],Layer[9],Layer[10],classifier
0.415362,0.017696,0.202624,0.005312,0.256097,0.000704,0.903555
0.431489,0.017920,0.203297,0.005184,0.251233,0.000736,0.916451
0.415457,0.017696,0.202785,0.005312,0.256128,0.000704,0.903682
0.416002,0.017504,0.202720,0.005248,0.266785,0.000800,0.914595
0.420673,0.017792,0.220769,0.005344,0.270529,0.000832,0.942403
0.420417,0.017632,0.208641,0.005216,0.275649,0.000736,0.935683
0.421441,0.017728,0.203041,0.005216,0.249792,0.000640,0.903426
0.422017,0.017664,0.203424,0.005248,0.264833,0.000576,0.918946
0.416737,0.017824,0.202817,0.005312,0.274529,0.000768,0.923939
0.416737,0.017536,0.203745,0.005056,0.253217,0.000736,0.902563
0.417921,0.017536,0.203552,0.005248,0.257825,0.000800,0.908290
0.418113,0.017760,0.217249,0.005184,0.241953,0.000544,0.906243
0.417313,0.017536,0.202241,0.005248,0.232864,0.000800,0.880994
0.416770,0.017312,0.203360,0.005152,0.266721,0.000768,0.915235
0.416705,0.017536,0.202817,0.005312,0.240481,0.000608,0.888579
0.431585,0.017696,0.202721,0.005248,0.235808,0.000736,0.899138
0.416993,0.017665,0.203072,0.005312,0.229313,0.000736,0.878275
0.416353,0.017536,0.202881,0.005280,0.238272,0.000544,0.885794
0.416194,0.017920,0.203328,0.005248,0.251873,0.000832,0.900963
0.416673,0.017344,0.202977,0.005248,0.258209,0.000800,0.906275
0.416193,0.017920,0.203393,0.005248,0.248640,0.000640,0.897282
0.420578,0.017824,0.202240,0.005312,0.252801,0.000640,0.904515
0.434017,0.017856,0.202881,0.005248,0.244225,0.000608,0.910147
0.416097,0.017440,0.202881,0.005248,0.236288,0.000608,0.883522
0.420705,0.017921,0.202432,0.005280,0.260065,0.000672,0.911907
0.421665,0.017344,0.202177,0.005248,0.260608,0.000608,0.912610
0.416577,0.017792,0.202464,0.005056,0.250241,0.000800,0.897858
0.415969,0.017729,0.202592,0.005312,0.248641,0.000608,0.896291
0.417185,0.017856,0.203073,0.005120,0.261281,0.000800,0.912419
0.420289,0.019648,0.202401,0.005344,0.284000,0.000800,0.962274
0.415713,0.017792,0.202880,0.005312,0.257633,0.000832,0.905858
0.420546,0.017568,0.202400,0.005312,0.249665,0.000672,0.901827
0.416481,0.017824,0.202177,0.005312,0.258913,0.000640,0.907075
0.416033,0.017696,0.202049,0.005280,0.256512,0.000704,0.904258
0.416641,0.017600,0.202688,0.005280,0.267169,0.000768,0.917282
0.420065,0.017505,0.202816,0.005312,0.251873,0.000928,0.904707
0.434625,0.017472,0.202977,0.005440,0.259041,0.000800,0.926563
0.419745,0.017696,0.202817,0.005248,0.263360,0.000864,0.917090
0.416386,0.017536,0.202432,0.005312,0.253377,0.000736,0.902115
0.416417,0.017760,0.204193,0.005280,0.269153,0.000832,0.920259
0.419873,0.018016,0.202497,0.005440,0.255168,0.000704,0.907554
0.420065,0.017536,0.202912,0.005312,0.253825,0.000608,0.906306
0.415841,0.017857,0.202432,0.005184,0.252769,0.000672,0.901059
0.451617,0.017792,0.202817,0.005184,0.252769,0.000832,0.937027
0.416769,0.017696,0.202561,0.005280,0.241568,0.000800,0.890402
0.419906,0.017728,0.202080,0.005184,0.257185,0.000736,0.908291
0.416321,0.017664,0.202561,0.005216,0.279745,0.000800,0.928067
0.415649,0.017888,0.202337,0.005280,0.241536,0.000672,0.888962
0.417345,0.018176,0.202656,0.005152,0.255873,0.000768,0.906306
0.416001,0.017505,0.202848,0.005152,0.254337,0.000672,0.901891
0.437185,0.017728,0.202337,0.005312,0.250785,0.000672,0.919811
0.420417,0.018016,0.202017,0.005280,0.250304,0.000640,0.902434
0.415778,0.017888,0.202752,0.005280,0.243233,0.000736,0.891235
0.415841,0.017792,0.202977,0.005280,0.284321,0.000800,0.932707
0.416193,0.017984,0.203041,0.005376,0.243072,0.000608,0.891874
0.415554,0.017984,0.202560,0.005280,0.253185,0.000576,0.900867
0.415489,0.017504,0.202113,0.005216,0.257249,0.000768,0.904067
0.433249,0.017760,0.202337,0.005216,0.252192,0.000832,0.917186
0.416545,0.017760,0.204448,0.005280,0.262273,0.000640,0.913762
0.415969,0.017665,0.202464,0.005312,0.258273,0.000672,0.906467
0.416033,0.017952,0.202497,0.005312,0.275169,0.000800,0.923363
0.419905,0.017728,0.202496,0.005120,0.250977,0.000704,0.902434
0.420545,0.017697,0.202528,0.005280,0.249409,0.000512,0.901955
0.415361,0.017760,0.202657,0.005216,0.251425,0.000608,0.898787
0.431649,0.017728,0.203169,0.005184,0.253376,0.000608,0.917218
0.420194,0.017696,0.202304,0.005312,0.253665,0.000704,0.905475
0.420033,0.017888,0.202369,0.004992,0.245601,0.000640,0.897155
0.420705,0.017696,0.202401,0.005248,0.274016,0.000672,0.927266
0.416321,0.017664,0.202880,0.005280,0.269409,0.000832,0.922338
0.416418,0.017536,0.202816,0.005312,0.261633,0.000736,0.910115
0.415873,0.017568,0.202593,0.005376,0.260577,0.000640,0.908611
0.434497,0.017536,0.203233,0.005312,0.258528,0.000832,0.926338
0.415489,0.017664,0.202560,0.005184,0.250689,0.000608,0.898082
0.415681,0.017568,0.202593,0.005408,0.277761,0.000704,0.925411
0.415201,0.017696,0.202593,0.005248,0.283681,0.000672,0.931811
0.416193,0.017504,0.203649,0.005312,0.259008,0.000704,0.908130
0.420066,0.017856,0.204544,0.005248,0.255713,0.000640,0.910115
0.415361,0.017536,0.203009,0.005120,0.237921,0.000704,0.885315
0.437025,0.017632,0.204065,0.005312,0.263073,0.000736,0.937475
0.420769,0.017696,0.202913,0.005216,0.247520,0.000672,0.900962
0.415874,0.017760,0.202560,0.005344,0.250721,0.000608,0.898979
0.420193,0.017760,0.202529,0.005248,0.276641,0.000704,0.929187
0.415969,0.017728,0.202849,0.005344,0.254400,0.000672,0.902754
0.416706,0.017728,0.202880,0.005280,0.253185,0.000736,0.902243
0.421153,0.017696,0.202497,0.005248,0.252001,0.000736,0.905283
0.438721,0.017632,0.203489,0.005024,0.272609,0.000832,0.944387
0.420417,0.017536,0.204129,0.005280,0.252640,0.000864,0.906690
0.417185,0.017568,0.203296,0.005376,0.261025,0.000864,0.912450
0.420705,0.017600,0.202625,0.005408,0.268449,0.000864,0.942083
0.416097,0.017568,0.202081,0.005280,0.249185,0.000704,0.896451
0.415905,0.017472,0.203137,0.005248,0.259392,0.000896,0.907970
0.416482,0.017728,0.203040,0.005280,0.245601,0.000832,0.894595
0.434849,0.017984,0.202817,0.005248,0.261953,0.000800,0.929667
0.416993,0.017792,0.202561,0.005248,0.262592,0.000640,0.911682
0.417633,0.017568,0.202592,0.005280,0.244481,0.000640,0.894018
0.417377,0.017632,0.224897,0.005344,0.264033,0.000704,0.937027
0.421185,0.017696,0.203009,0.005344,0.261953,0.000800,0.916131
0.417793,0.017536,0.202753,0.005312,0.260224,0.000736,0.911234
0.421058,0.017472,0.201952,0.005280,0.250177,0.000768,0.903011
0.432225,0.017664,0.203009,0.005248,0.250049,0.000736,0.914819
0.416385,0.017536,0.202369,0.005216,0.244256,0.000736,0.892290
0.417249,0.017632,0.202112,0.005088,0.258177,0.000768,0.906562
0.417185,0.017633,0.221056,0.005312,0.253057,0.000832,0.921507
0.421345,0.017504,0.202497,0.005248,0.262465,0.000736,0.915619
0.419809,0.018112,0.205057,0.005120,0.316545,0.001120,0.978563
0.422305,0.017728,0.203681,0.005376,0.270113,0.000704,0.926243
0.416673,0.017728,0.203553,0.005280,0.265152,0.000672,0.914978
0.416065,0.017632,0.203456,0.005280,0.250049,0.000736,0.899458
0.416033,0.017665,0.203200,0.005312,0.262593,0.000800,0.911907
0.435233,0.017664,0.204833,0.005312,0.248897,0.000672,0.919043
0.415905,0.017664,0.203521,0.005312,0.255136,0.000736,0.904034
0.416545,0.017696,0.203264,0.005344,0.254689,0.000704,0.904066
0.420673,0.017536,0.204225,0.005312,0.278753,0.000832,0.932963
0.420353,0.017792,0.203617,0.005280,0.246625,0.000768,0.900963
0.415937,0.017664,0.202720,0.005280,0.252705,0.000736,0.901058
0.417122,0.017696,0.202880,0.005312,0.248737,0.000768,0.898403
0.434145,0.017600,0.203041,0.005344,0.253409,0.000768,0.920259
0.418657,0.017760,0.203521,0.005248,0.252576,0.000736,0.905506
0.421697,0.017920,0.204768,0.005280,0.260289,0.000864,0.917346
0.415842,0.017888,0.203840,0.005120,0.283553,0.000896,0.933091
0.416449,0.017824,0.203553,0.005280,0.257185,0.000768,0.906755
0.421697,0.017792,0.203361,0.005248,0.259392,0.000736,0.914114
0.415873,0.017632,0.203392,0.005056,0.250817,0.000736,0.899362
0.432353,0.017857,0.203168,0.005344,0.247905,0.000768,0.913571
0.416161,0.017984,0.202817,0.005056,0.242048,0.000832,0.890530
0.416097,0.017984,0.204448,0.005280,0.253281,0.000672,0.903554
0.420290,0.017792,0.203168,0.005280,0.272289,0.000704,0.925571
0.416961,0.017824,0.203489,0.005120,0.259201,0.000768,0.909699
0.416225,0.017600,0.202721,0.005152,0.244480,0.000736,0.892834
0.417761,0.017632,0.203232,0.005056,0.252705,0.000800,0.902690
0.437858,0.017856,0.203424,0.005120,0.256417,0.000800,0.927587
0.418081,0.017856,0.204833,0.005280,0.270497,0.000832,0.925955
0.417185,0.017504,0.203041,0.005248,0.242400,0.000800,0.892258
0.417249,0.017568,0.222464,0.005280,0.281793,0.000768,0.951170
0.417506,0.017600,0.203840,0.005120,0.253857,0.000672,0.904611
0.416737,0.017664,0.203425,0.005216,0.249665,0.000640,0.899011
0.420257,0.017728,0.202913,0.005312,0.249280,0.000608,0.902082
0.432354,0.018240,0.202752,0.005056,0.246081,0.000864,0.911747
0.417249,0.018272,0.203521,0.005120,0.242817,0.000704,0.893795
0.420609,0.017536,0.204225,0.005312,0.256672,0.000608,0.910882
0.416065,0.017536,0.218304,0.005152,0.286497,0.000768,0.950562
0.416450,0.017760,0.203040,0.005280,0.240577,0.000640,0.889635
0.420833,0.017600,0.203809,0.005344,0.248961,0.000800,0.903395
0.417633,0.017536,0.202465,0.005312,0.250496,0.000704,0.900066
0.429794,0.017760,0.203264,0.005216,0.255553,0.000704,0.918339
0.422721,0.017760,0.204353,0.005344,0.257857,0.000704,0.914883
0.417921,0.018304,0.204065,0.005376,0.258432,0.000672,0.910722
0.419169,0.017728,0.223105,0.005312,0.253472,0.000768,0.926946
0.417186,0.017568,0.203104,0.005312,0.259457,0.000736,0.909155
0.416833,0.017728,0.203393,0.005312,0.259329,0.000736,0.909219
0.420833,0.017952,0.203137,0.005280,0.262177,0.000672,0.915715
0.416385,0.017696,0.202753,0.005504,0.252480,0.000608,0.901250
0.416578,0.017536,0.203008,0.005312,0.260481,0.000768,0.909763
0.417633,0.017760,0.203457,0.005312,0.262273,0.000576,0.912803
0.416385,0.017568,0.222689,0.005440,0.255169,0.000736,0.924195
0.416513,0.017568,0.203296,0.005121,0.252704,0.000672,0.901634
0.416482,0.017824,0.203776,0.005344,0.262593,0.000640,0.912707
0.416705,0.018112,0.203649,0.005280,0.252257,0.000768,0.903459
0.420737,0.018048,0.203777,0.005248,0.261249,0.000704,0.915939
0.417313,0.017504,0.203520,0.005248,0.249569,0.000896,0.899618
0.420417,0.017921,0.202816,0.005248,0.252129,0.000608,0.904419
0.415713,0.017792,0.216289,0.005120,0.231520,0.000576,0.892802
0.416065,0.017728,0.203296,0.005280,0.227649,0.000704,0.876194
0.415745,0.017824,0.202977,0.005088,0.254241,0.000672,0.901827
0.420097,0.017792,0.203489,0.005088,0.230432,0.000608,0.882882
0.432802,0.017760,0.202528,0.005056,0.261825,0.000640,0.925987
0.415649,0.017504,0.202753,0.005088,0.236865,0.000672,0.884003
0.417473,0.017984,0.204865,0.005280,0.265312,0.000640,0.918690
0.416609,0.017760,0.221856,0.005312,0.274081,0.000864,0.943266
0.416577,0.017761,0.202880,0.005312,0.267489,0.000864,0.916899
0.416513,0.017952,0.203393,0.005280,0.256129,0.000640,0.905955
0.415937,0.017568,0.202497,0.005344,0.247168,0.000896,0.895394
0.415841,0.017984,0.203008,0.005280,0.256641,0.000672,0.905666
0.420642,0.017760,0.202496,0.005280,0.256833,0.000768,0.909987
0.416289,0.017568,0.202721,0.005088,0.257825,0.000864,0.906307
0.420129,0.035552,0.202785,0.005088,0.270144,0.000608,0.940866
0.416129,0.017824,0.202656,0.005248,0.252769,0.000832,0.901602
0.416481,0.017856,0.203328,0.005280,0.263489,0.000928,0.914371
0.420257,0.017984,0.202977,0.005312,0.260705,0.000672,0.914531
0.416225,0.017632,0.202977,0.005280,0.253344,0.000832,0.902786
0.415969,0.018016,0.202657,0.005248,0.259168,0.000800,0.908002
0.420226,0.017760,0.203008,0.005280,0.271745,0.000832,0.924675
0.459394,0.017920,0.203520,0.005088,0.272737,0.000640,0.965475
0.415265,0.017824,0.203137,0.005312,0.245185,0.000672,0.893571
0.415457,0.017728,0.202913,0.005088,0.250944,0.000800,0.898050
0.415906,0.017728,0.202816,0.005280,0.280705,0.000640,0.928931
0.416065,0.017760,0.202817,0.005120,0.251745,0.000704,0.900867
0.417185,0.017792,0.204737,0.005184,0.275585,0.000864,0.929475
0.416513,0.017792,0.204289,0.005472,0.257472,0.000960,0.908610
0.446945,0.017536,0.202944,0.005248,0.259137,0.000896,0.938594
0.415906,0.017696,0.204128,0.005248,0.257665,0.000736,0.907427
0.420417,0.017984,0.203617,0.005248,0.250081,0.000832,0.904195
0.415425,0.017920,0.203041,0.005280,0.259776,0.000608,0.908226
0.415650,0.017952,0.202688,0.005088,0.260161,0.000704,0.908707
0.417793,0.018080,0.209729,0.005312,0.254561,0.000640,0.912739
0.416481,0.018112,0.204225,0.005312,0.259136,0.000800,0.910370
0.435777,0.018080,0.203265,0.005056,0.252736,0.000992,0.922530
0.416066,0.017760,0.204288,0.005248,0.257921,0.000832,0.908739
0.415745,0.017952,0.203649,0.005248,0.258913,0.000928,0.908675
0.420353,0.018016,0.221249,0.005472,0.255457,0.000800,0.927907
0.415521,0.017888,0.203265,0.005280,0.254496,0.000800,0.903298
0.415745,0.017664,0.203104,0.005280,0.258529,0.000864,0.907330
0.415841,0.017792,0.203169,0.005024,0.252321,0.000672,0.901091
0.419969,0.017952,0.202945,0.005056,0.262593,0.000832,0.916163
0.418273,0.018048,0.204641,0.005344,0.270336,0.000640,0.924194
0.416321,0.017408,0.203776,0.005120,0.257633,0.000640,0.907330
0.436674,0.017696,0.204192,0.005376,0.254305,0.000896,0.925891
0.415777,0.017888,0.204001,0.005312,0.252897,0.000608,0.902595
0.416385,0.017728,0.203745,0.005376,0.267712,0.000672,0.917826
0.416129,0.017792,0.204480,0.005312,0.265729,0.000832,0.916674
0.420418,0.017600,0.202560,0.005312,0.264289,0.000704,0.917123
0.416065,0.017792,0.203169,0.005344,0.254369,0.000864,0.903779
0.420097,0.017824,0.203169,0.005152,0.257536,0.000672,0.910690
0.434145,0.017888,0.203073,0.005248,0.262368,0.000896,0.930018
0.415906,0.018528,0.203424,0.005312,0.265857,0.000640,0.915811
0.415745,0.017760,0.203073,0.005120,0.252993,0.000896,0.901795
0.415489,0.017504,0.203265,0.005120,0.289505,0.000800,0.938563
0.416769,0.018048,0.202337,0.005440,0.248992,0.000960,0.899266
0.414498,0.017952,0.202784,0.005056,0.277985,0.000928,0.925667
0.416289,0.018049,0.202592,0.005024,0.242977,0.000832,0.891971
0.433505,0.017728,0.203425,0.005056,0.255553,0.000960,0.922723
0.415969,0.017728,0.202561,0.005088,0.251488,0.000736,0.899778
0.416514,0.017792,0.202592,0.005024,0.255457,0.000608,0.904611
0.420577,0.017760,0.203297,0.005056,0.268449,0.000800,0.922243
0.416513,0.017696,0.203169,0.005024,0.256288,0.000801,0.905827
0.416257,0.017632,0.203617,0.005056,0.256224,0.000832,0.905634
0.416162,0.017760,0.203808,0.005280,0.258273,0.000864,0.908995
0.433889,0.017760,0.202977,0.005216,0.255553,0.000832,0.922819
0.414689,0.017792,0.203201,0.005344,0.252320,0.000608,0.899842
0.416353,0.017664,0.203040,0.005249,0.264064,0.000832,0.913186
0.416002,0.018048,0.221824,0.005248,0.271553,0.000928,0.940067
0.416385,0.017953,0.203264,0.005056,0.254529,0.000608,0.904227
0.420065,0.017856,0.205281,0.005120,0.257441,0.000608,0.913219
0.415617,0.017856,0.202753,0.005152,0.254656,0.000800,0.903298
0.416097,0.018080,0.203392,0.005120,0.257313,0.000672,0.907010
0.415937,0.017824,0.203201,0.005120,0.258721,0.000704,0.907491
0.416417,0.017952,0.204001,0.005280,0.273089,0.000800,0.924419
0.417601,0.032000,0.205377,0.005248,0.296225,0.000800,0.963715
0.417057,0.017696,0.203649,0.005344,0.267104,0.000640,0.917474
0.416801,0.017824,0.204192,0.005248,0.260737,0.000672,0.911490
0.417057,0.017601,0.202592,0.005344,0.283489,0.000672,0.933187
0.417281,0.017824,0.203841,0.005280,0.250945,0.000704,0.902243
0.417025,0.017856,0.203425,0.005280,0.258848,0.000736,0.909218
0.416385,0.018016,0.203264,0.005056,0.269793,0.000672,0.919202
0.434178,0.017664,0.203584,0.005312,0.288641,0.000736,0.956067
0.417057,0.017600,0.203329,0.005248,0.252705,0.000736,0.902435
0.417249,0.017856,0.203553,0.005280,0.262497,0.000864,0.914275
0.418145,0.017632,0.203617,0.005312,0.284160,0.000768,0.935810
0.416769,0.017760,0.202496,0.005024,0.265121,0.000640,0.914018
0.416129,0.017569,0.203136,0.005536,0.251617,0.000736,0.900387
0.416289,0.017824,0.202241,0.005344,0.264865,0.000640,0.912803
0.437569,0.017824,0.202753,0.005312,0.267488,0.000640,0.937506
0.416353,0.017696,0.203520,0.005312,0.266209,0.000672,0.915842
0.417249,0.017633,0.203232,0.005344,0.265121,0.000608,0.914883
0.416513,0.017664,0.219457,0.005312,0.265249,0.000672,0.931267
0.415937,0.017536,0.202945,0.005280,0.256768,0.000672,0.905154
0.415905,0.017504,0.202496,0.005088,0.266465,0.000800,0.915106
0.416802,0.017664,0.204192,0.005280,0.267969,0.000672,0.918915
0.416513,0.017536,0.202945,0.005344,0.256097,0.000672,0.905443
0.416161,0.017696,0.202145,0.005280,0.253312,0.000672,0.901250
0.417057,0.017760,0.203072,0.005280,0.261665,0.000576,0.911554
0.416610,0.017600,0.220576,0.005504,0.248769,0.000672,0.916195
0.416929,0.017504,0.202529,0.005312,0.242657,0.000736,0.892003
0.416609,0.017568,0.202401,0.005376,0.254880,0.000864,0.903778
0.416417,0.017600,0.202464,0.005088,0.247585,0.000768,0.895714
0.421569,0.018048,0.203617,0.005120,0.252449,0.000736,0.907363
0.415713,0.017824,0.203521,0.005120,0.251552,0.000960,0.901666
0.415937,0.017952,0.202432,0.005056,0.247232,0.000832,0.895522
0.432290,0.017792,0.203104,0.005376,0.251521,0.000640,0.916995
0.415329,0.018016,0.202465,0.005152,0.242401,0.000832,0.890211
0.415937,0.017856,0.202977,0.005024,0.254176,0.000768,0.902594
0.415745,0.017760,0.202624,0.005376,0.241089,0.000864,0.889538
0.416898,0.017536,0.202816,0.005152,0.253825,0.000736,0.903107
0.420641,0.017536,0.202433,0.005056,0.252833,0.000640,0.905347
0.416929,0.018016,0.202177,0.005024,0.264928,0.000608,0.913666
0.438017,0.017696,0.202752,0.005376,0.284897,0.000704,0.955362
0.416674,0.017920,0.204448,0.005280,0.259841,0.000800,0.911555
0.418017,0.017729,0.203072,0.005312,0.260193,0.000768,0.911203
0.417281,0.017792,0.203681,0.005312,0.268769,0.000928,0.919971
0.415553,0.017696,0.202785,0.005152,0.252768,0.000704,0.900994
0.416897,0.018016,0.204192,0.005280,0.280001,0.000800,0.931426
0.416002,0.017632,0.203072,0.005312,0.252705,0.000768,0.901667
0.432609,0.018016,0.203393,0.005344,0.256833,0.000800,0.923331
0.419585,0.017632,0.202625,0.005312,0.249856,0.000704,0.901538
0.416609,0.017568,0.203200,0.005280,0.252449,0.000800,0.901730
0.414977,0.017793,0.203808,0.005216,0.285697,0.000832,0.934499
0.417313,0.017600,0.203553,0.005216,0.261665,0.000672,0.912451
0.415969,0.017536,0.203169,0.005312,0.255328,0.000736,0.904162
0.416929,0.017472,0.203072,0.005248,0.256001,0.000640,0.905506
0.432738,0.017760,0.204128,0.005312,0.261185,0.000704,0.927907
0.415873,0.018048,0.203297,0.005280,0.265057,0.000640,0.914435
0.417345,0.017824,0.202913,0.005312,0.258080,0.000672,0.908386
0.416033,0.017632,0.222432,0.005344,0.271137,0.000672,0.939778
0.416002,0.017824,0.203744,0.005248,0.259393,0.000672,0.908771
0.416289,0.017696,0.203041,0.005152,0.254849,0.000608,0.903971
0.417889,0.017760,0.203553,0.005120,0.260480,0.000672,0.911906
0.416257,0.017600,0.202784,0.005248,0.257921,0.000736,0.906498
0.416802,0.017824,0.204192,0.005056,0.266049,0.000608,0.916515
0.417217,0.017568,0.203521,0.005312,0.250177,0.000672,0.900419
0.415809,0.017856,0.218657,0.005344,0.263680,0.000832,0.928227
0.415873,0.017728,0.203264,0.005280,0.268001,0.000672,0.916770
0.420610,0.017568,0.202976,0.005312,0.251617,0.000800,0.904803
0.420417,0.017920,0.203105,0.005056,0.274657,0.000768,0.945891
0.417537,0.017632,0.201985,0.005280,0.269889,0.000768,0.919203
0.420065,0.017824,0.203265,0.005024,0.244416,0.000736,0.897666
0.415649,0.017664,0.203264,0.005344,0.269185,0.000864,0.918786
0.434594,0.017568,0.203040,0.005248,0.261665,0.000864,0.929859
0.415873,0.017760,0.203841,0.005216,0.259745,0.000864,0.909763
0.415329,0.017920,0.202561,0.005280,0.271969,0.000768,0.920003
0.420705,0.017984,0.203585,0.005280,0.281056,0.000832,0.935618
0.416609,0.017824,0.202592,0.005088,0.255969,0.000736,0.905122
0.415682,0.018016,0.203648,0.005280,0.247425,0.000832,0.897283
0.415681,0.017952,0.202561,0.005280,0.258561,0.000768,0.907203
0.438625,0.017568,0.203137,0.005312,0.258784,0.000672,0.930435
0.416705,0.017600,0.203105,0.005376,0.260000,0.000640,0.909378
0.417346,0.017600,0.203168,0.005120,0.263393,0.000736,0.914403
0.416641,0.017632,0.222145,0.005312,0.263265,0.000736,0.932739
