Layer[0],Layer[1],Layer[2],Layer[3],Layer[10],classifier
0.437762,0.017632,0.202592,0.005056,0.214849,0.946179
0.417441,0.017633,0.202816,0.004832,0.198145,0.909987
0.416001,0.017632,0.202305,0.005024,0.200288,0.909027
0.420833,0.017696,0.202113,0.004800,0.200704,0.945922
0.421377,0.017824,0.202080,0.005056,0.200353,0.918434
0.421345,0.017888,0.202048,0.005056,0.203521,0.919747
0.420161,0.018048,0.202369,0.005152,0.200992,0.917123
0.432929,0.017568,0.203169,0.005088,0.207744,0.940514
0.420161,0.017568,0.202272,0.005088,0.200097,0.920354
0.416065,0.017793,0.203200,0.005024,0.200641,0.914819
0.419169,0.017760,0.202273,0.005024,0.218593,0.960547
0.416353,0.017568,0.202817,0.005056,0.199424,0.909219
0.415969,0.017600,0.202625,0.005024,0.194656,0.904226
0.420738,0.017856,0.202048,0.005056,0.202273,0.918275
0.433793,0.017600,0.202561,0.005024,0.215489,0.952003
0.420993,0.017664,0.202625,0.005024,0.192160,0.905859
0.417121,0.017280,0.203169,0.005088,0.191968,0.908642
0.421601,0.017824,0.219648,0.005184,0.207233,0.944354
0.416129,0.017505,0.202432,0.005088,0.189889,0.897667
0.416353,0.017632,0.202209,0.005248,0.202720,0.915715
0.421121,0.017568,0.202785,0.004832,0.209088,0.929762
0.420737,0.017824,0.202144,0.004865,0.191744,0.909410
0.420642,0.017568,0.202048,0.005152,0.196193,0.910883
0.416769,0.017792,0.202113,0.005248,0.197537,0.912355
0.420705,0.035264,0.202785,0.005024,0.208353,0.952739
0.416737,0.017376,0.202849,0.004992,0.204544,0.918882
0.420961,0.017568,0.202273,0.004864,0.199744,0.914402
0.420738,0.017536,0.202208,0.005056,0.197953,0.953635
0.417826,0.017600,0.202752,0.004896,0.199777,0.917763
0.420609,0.017632,0.201953,0.004864,0.200385,0.916067
0.417089,0.017760,0.202977,0.004896,0.187904,0.897922
0.437505,0.017344,0.202784,0.005024,0.199745,0.932546
0.416002,0.017536,0.202304,0.005120,0.200225,0.909059
0.416289,0.017696,0.202369,0.005088,0.189665,0.898051
0.416705,0.017600,0.202433,0.005024,0.219712,0.943651
0.416385,0.017440,0.202497,0.004896,0.191904,0.902818
0.420513,0.017312,0.202432,0.005120,0.197249,0.913058
0.416898,0.017440,0.202240,0.005088,0.204161,0.914563
0.419105,0.017505,0.202624,0.004832,0.203073,0.918659
0.420545,0.017376,0.202561,0.005056,0.197184,0.912835
0.420417,0.017504,0.202529,0.005024,0.184800,0.902562
0.416417,0.017568,0.220320,0.005185,0.210752,0.942050
0.420610,0.017536,0.202400,0.005024,0.196001,0.914467
0.416385,0.017824,0.201889,0.005248,0.205409,0.917987
0.416545,0.017696,0.202369,0.005024,0.209664,0.925539
0.416481,0.017344,0.202529,0.004896,0.194624,0.912419
0.417665,0.017632,0.202529,0.005056,0.204704,0.918242
0.416417,0.017696,0.202656,0.005152,0.204417,0.919362
0.436418,0.017600,0.202976,0.005056,0.207553,0.944643
0.416481,0.017600,0.201921,0.004928,0.190305,0.899715
0.420641,0.017344,0.202049,0.005056,0.201600,0.915331
0.416641,0.017536,0.202592,0.005057,0.222176,0.938978
0.416257,0.017568,0.201824,0.005024,0.203137,0.914562
0.420994,0.017760,0.202688,0.004896,0.195745,0.917763
0.420865,0.017824,0.202433,0.005120,0.208161,0.923811
0.436129,0.017856,0.202177,0.005056,0.196896,0.932643
0.415841,0.017760,0.203169,0.005056,0.190080,0.899426
0.416001,0.017568,0.202336,0.005088,0.207905,0.917122
0.415841,0.018080,0.219360,0.005312,0.207105,0.936867
0.420865,0.017440,0.203137,0.004864,0.202817,0.921667
0.420417,0.017600,0.202689,0.005024,0.205824,0.921507
0.416513,0.017760,0.203297,0.005056,0.198656,0.912514
0.420353,0.017280,0.202400,0.004992,0.201665,0.918370
0.420482,0.017632,0.202944,0.004896,0.207713,0.925411
0.420769,0.017696,0.202401,0.005056,0.192609,0.907619
0.441249,0.017568,0.202881,0.004864,0.206816,0.942947
0.420737,0.017376,0.202689,0.005056,0.200992,0.917730
0.421761,0.017440,0.202720,0.004992,0.206113,0.923074
0.420322,0.017472,0.202752,0.005024,0.212033,0.933731
0.420577,0.017664,0.205248,0.005056,0.194209,0.914435
0.420385,0.017728,0.202177,0.005024,0.194496,0.907011
0.420385,0.017632,0.202177,0.005056,0.194400,0.907363
0.434401,0.017472,0.202049,0.005152,0.202944,0.930178
0.420961,0.017888,0.201952,0.005152,0.203617,0.921762
0.420738,0.017568,0.202368,0.004832,0.204609,0.919075
0.420673,0.017728,0.220321,0.005184,0.202433,0.939715
0.421025,0.017632,0.202081,0.004992,0.201344,0.919139
0.420673,0.017824,0.202465,0.005152,0.203744,0.924482
0.420513,0.017664,0.204352,0.005056,0.204257,0.924258
0.416802,0.017600,0.202944,0.004864,0.202369,0.912419
0.416001,0.017537,0.202336,0.005024,0.204001,0.914467
0.421377,0.017440,0.203393,0.004992,0.203168,0.919939
0.436097,0.017536,0.202497,0.004864,0.207648,0.940995
0.416993,0.017728,0.202241,0.005184,0.204704,0.921602
0.420482,0.017696,0.202432,0.005024,0.206241,0.921283
0.420481,0.017537,0.202592,0.005024,0.222977,0.942595
0.420897,0.017696,0.201953,0.005088,0.190368,0.903651
0.420289,0.017632,0.202465,0.005120,0.193856,0.908130
0.420801,0.017664,0.202432,0.005089,0.192480,0.909506
0.437474,0.017632,0.202336,0.004832,0.195009,0.925571
0.420193,0.017537,0.202176,0.005024,0.205089,0.922627
0.420353,0.017632,0.202625,0.005088,0.204097,0.920707
0.420289,0.017568,0.220737,0.005248,0.208672,0.944227
0.416129,0.017504,0.202113,0.005024,0.197856,0.908930
0.420193,0.017632,0.202688,0.005216,0.195489,0.912066
0.416386,0.017568,0.202240,0.005056,0.200545,0.909859
0.422177,0.017633,0.203360,0.005152,0.197953,0.920131
0.420833,0.017792,0.202753,0.005216,0.207840,0.931395
0.420513,0.017728,0.203009,0.005088,0.211648,0.928610
0.437121,0.017760,0.202305,0.005024,0.208544,0.948162
0.416321,0.017632,0.202368,0.005024,0.189953,0.902754
0.420130,0.018112,0.206336,0.005024,0.231329,0.958339
0.416322,0.017664,0.223936,0.005312,0.203809,0.940931
0.416386,0.017600,0.202560,0.005344,0.188225,0.903907
0.421217,0.017568,0.202753,0.005344,0.179712,0.896707
0.417121,0.017632,0.203265,0.005312,0.186784,0.905346
0.421569,0.017536,0.202529,0.005408,0.208832,0.926466
0.420865,0.017696,0.202592,0.005344,0.222433,0.939426
0.420482,0.017568,0.202624,0.005024,0.193025,0.907523
0.433505,0.017568,0.202785,0.005248,0.206401,0.935075
0.420577,0.017760,0.202433,0.005056,0.194656,0.912835
0.416225,0.017728,0.202625,0.005344,0.204896,0.917794
0.420705,0.017600,0.202368,0.005312,0.223297,0.950786
0.420385,0.017664,0.202496,0.005056,0.192801,0.910658
0.416994,0.017984,0.202336,0.005280,0.185633,0.897027
0.421121,0.018208,0.202689,0.005248,0.208897,0.926691
0.454945,0.017504,0.203649,0.005056,0.206785,0.958339
0.420545,0.017952,0.202465,0.005248,0.203488,0.918787
0.416833,0.017568,0.202625,0.005088,0.191616,0.903618
0.416385,0.017696,0.219392,0.005088,0.188385,0.918946
0.420578,0.017792,0.202464,0.005312,0.192673,0.908387
0.420801,0.017696,0.202625,0.005280,0.194817,0.910115
0.416065,0.017664,0.202369,0.005312,0.189376,0.903042
0.422145,0.017824,0.203553,0.005056,0.206432,0.933634
0.420961,0.017472,0.202976,0.005088,0.203553,0.919074
0.416642,0.017632,0.202432,0.005088,0.207393,0.919939
0.448994,0.017600,0.202368,0.005312,0.210401,0.955715
0.416705,0.017696,0.202881,0.005312,0.194625,0.906115
0.420449,0.017504,0.202881,0.005312,0.201504,0.915811
0.416225,0.017632,0.202881,0.005088,0.218144,0.929698
0.416289,0.017632,0.202336,0.005024,0.195553,0.905442
0.416290,0.017760,0.202112,0.005280,0.190145,0.904707
0.420961,0.017728,0.201921,0.005248,0.185409,0.908035
0.433345,0.017632,0.202369,0.005280,0.197568,0.985891
0.420833,0.017664,0.202049,0.005088,0.190496,0.905411
0.416161,0.017536,0.202113,0.005472,0.191776,0.902498
0.420354,0.017440,0.234880,0.005184,0.191713,0.937187
0.416001,0.017793,0.202176,0.005312,0.190049,0.899075
0.420641,0.017760,0.202145,0.005248,0.197216,0.920547
0.420961,0.017824,0.202497,0.005248,0.194656,0.912930
0.420449,0.017504,0.202112,0.005056,0.190657,0.906434
0.416386,0.017728,0.201824,0.005312,0.201089,0.914659
0.420129,0.017760,0.202145,0.005344,0.195457,0.910307
0.434049,0.017792,0.202465,0.005120,0.204192,0.936387
0.416705,0.017824,0.202113,0.005280,0.185408,0.918786
0.416161,0.017696,0.202081,0.005024,0.192224,0.902754
0.422626,0.017664,0.202240,0.005312,0.237857,0.966659
0.422114,0.017824,0.202240,0.005280,0.185697,0.902947
0.416673,0.017824,0.201953,0.005376,0.191553,0.900995
0.421537,0.017824,0.203073,0.005248,0.193408,0.910754
0.435745,0.017632,0.202369,0.004864,0.195520,0.924674
0.421794,0.017760,0.202176,0.005344,0.186625,0.901315
0.420641,0.017696,0.203137,0.005024,0.193313,0.909123
0.415841,0.017728,0.220929,0.005376,0.196864,0.925635
0.420321,0.017952,0.202337,0.005280,0.192960,0.912738
0.420769,0.017600,0.202496,0.005344,0.196417,0.912514
0.416097,0.017729,0.202464,0.005088,0.184897,0.894371
0.416513,0.017824,0.202145,0.005024,0.191552,0.901475
0.420577,0.017760,0.202369,0.005216,0.202944,0.917090
0.420513,0.017696,0.202592,0.005344,0.186209,0.900898
0.449602,0.017632,0.202848,0.004864,0.195233,0.940323
0.420577,0.017536,0.202721,0.005056,0.189505,0.907011
0.416801,0.017536,0.203201,0.005024,0.207680,0.921411
0.421537,0.017600,0.202593,0.005056,0.195008,0.935842
0.416385,0.017728,0.203776,0.005248,0.194689,0.906914
0.420642,0.017664,0.202336,0.005280,0.209153,0.924931
0.421089,0.017888,0.202240,0.005312,0.194369,0.909283
0.434625,0.017856,0.202497,0.004864,0.209985,0.939587
0.419777,0.017568,0.202273,0.005280,0.192416,0.906466
0.422465,0.017728,0.202369,0.004800,0.194624,0.914338
0.416674,0.017600,0.202976,0.025184,0.198977,0.931363
0.418625,0.017665,0.202528,0.005312,0.183969,0.895491
0.418017,0.017696,0.202657,0.005280,0.193280,0.907235
0.421985,0.017728,0.202465,0.005056,0.195776,0.912098
0.421217,0.017600,0.202401,0.004768,0.195456,0.909602
0.422306,0.017728,0.202176,0.005248,0.189889,0.905379
0.421793,0.017632,0.202913,0.005088,0.193985,0.910627
0.421569,0.017792,0.237569,0.005248,0.206016,0.958563
0.421889,0.017504,0.202433,0.004800,0.192000,0.906850
0.421185,0.017600,0.203232,0.005024,0.190625,0.905570
0.417378,0.017856,0.202656,0.005280,0.190753,0.902147
0.417057,0.017600,0.202113,0.005056,0.183328,0.893475
0.422017,0.017792,0.202497,0.005184,0.194848,0.913826
0.423553,0.017664,0.203457,0.005056,0.200064,0.921122
0.434530,0.017664,0.202592,0.005152,0.208417,0.939043
0.417633,0.017728,0.202528,0.005312,0.202465,0.915107
0.420993,0.017568,0.202753,0.005056,0.205408,0.920131
0.419137,0.017632,0.204609,0.005120,0.221248,0.952227
0.416737,0.017888,0.202849,0.005312,0.189248,0.900802
0.417089,0.017472,0.202976,0.005280,0.184545,0.898722
0.421378,0.017408,0.202720,0.005088,0.205377,0.921731
0.437025,0.017409,0.202592,0.005408,0.182273,0.913859
0.421153,0.017600,0.202657,0.005344,0.198880,0.917859
0.417473,0.017568,0.202369,0.005280,0.196832,0.914818
0.417153,0.017696,0.219457,0.005184,0.194720,0.923746
0.417666,0.017664,0.202592,0.005216,0.186017,0.896963
0.417601,0.017824,0.203457,0.005152,0.207873,0.921443
0.417057,0.017536,0.202945,0.005312,0.193664,0.905475
0.421281,0.017664,0.202145,0.005280,0.200288,0.915330
0.420962,0.017376,0.202496,0.005280,0.185729,0.899299
0.420833,0.017601,0.202624,0.005280,0.191745,0.909027
0.443585,0.017728,0.202305,0.005088,0.203361,0.939779
0.418593,0.017728,0.202817,0.005056,0.195104,0.909346
0.418625,0.017664,0.202304,0.005088,0.193281,0.905826
0.418498,0.017568,0.202432,0.005120,0.200033,0.912419
0.417633,0.017600,0.203073,0.005120,0.201377,0.912867
0.417313,0.017536,0.203905,0.005088,0.190048,0.902626
0.418401,0.017952,0.204704,0.005152,0.201185,0.914146
0.438050,0.017696,0.202240,0.005088,0.192417,0.923139
0.421377,0.017568,0.202433,0.005280,0.199136,0.914051
0.422081,0.017632,0.202305,0.005216,0.188192,0.902914
0.422306,0.017632,0.202304,0.005312,0.195937,0.933155
0.418113,0.017472,0.202144,0.005088,0.188609,0.902275
0.421313,0.017824,0.202113,0.005088,0.199488,0.914819
0.417057,0.017824,0.202209,0.005312,0.192832,0.902946
0.455810,0.017664,0.202784,0.005120,0.206081,0.963587
0.417506,0.017760,0.202208,0.004864,0.188161,0.898275
0.417985,0.017312,0.203457,0.005184,0.198656,0.908931
0.421249,0.017728,0.202209,0.005248,0.202560,0.926882
0.417825,0.017696,0.202272,0.005024,0.195649,0.905410
0.416449,0.017760,0.202241,0.005248,0.196929,0.905795
0.417025,0.017760,0.202593,0.005440,0.199296,0.909027
0.441921,0.017824,0.202465,0.005280,0.231456,0.971106
0.418561,0.017728,0.202208,0.005312,0.188577,0.897378
0.417409,0.017472,0.202657,0.005280,0.188737,0.899043
0.415649,0.017504,0.202273,0.004896,0.238208,0.959331
0.415969,0.017536,0.202497,0.005312,0.182944,0.891362
0.420481,0.017664,0.202688,0.005344,0.218465,0.934530
0.420642,0.017472,0.202464,0.005600,0.205153,0.926147
0.437281,0.017600,0.202465,0.005248,0.198113,0.927491
0.416161,0.017568,0.202145,0.005088,0.194336,0.904995
0.420897,0.017664,0.202721,0.005280,0.198912,0.914114
0.418082,0.017632,0.221600,0.005216,0.203777,0.938339
0.432034,0.017728,0.207904,0.004896,0.230465,0.999331
0.422498,0.017728,0.204480,0.005056,0.194625,0.924131
0.421409,0.017441,0.203104,0.004864,0.186945,0.932099
0.422849,0.017792,0.203713,0.004928,0.197121,0.921859
0.418113,0.017632,0.202689,0.005216,0.190752,0.907106
0.423649,0.017824,0.202624,0.005088,0.200065,0.924194
0.440578,0.017760,0.203584,0.005248,0.185473,0.926627
0.421185,0.017536,0.202465,0.004864,0.199393,0.917411
0.422369,0.017728,0.202401,0.005248,0.214912,0.936387
0.418209,0.017984,0.202113,0.005024,0.215680,0.936994
0.421409,0.017696,0.202432,0.005056,0.204193,0.920002
0.417378,0.017504,0.202368,0.005280,0.206625,0.916899
0.417537,0.017728,0.202049,0.005024,0.200736,0.913987
0.430849,0.017600,0.202433,0.005088,0.204480,0.932834
0.416961,0.017856,0.202336,0.005056,0.200257,0.914978
0.416290,0.017504,0.202528,0.005280,0.199009,0.908003
0.421761,0.017760,0.216609,0.005536,0.203521,0.934435
0.416129,0.017504,0.202273,0.004864,0.202336,0.910210
0.421281,0.017888,0.202016,0.005024,0.206465,0.926946
0.416610,0.017664,0.202336,0.005024,0.202753,0.913699
0.420833,0.017728,0.202177,0.005248,0.206049,0.925347
0.416481,0.017472,0.202369,0.004832,0.203456,0.915331
0.420385,0.017504,0.202305,0.005056,0.202752,0.922146
0.420673,0.017600,0.221024,0.005344,0.208897,0.943202
0.416834,0.018272,0.202656,0.005408,0.201217,0.912995
0.415105,0.017632,0.202465,0.005248,0.201601,0.909891
0.417217,0.017248,0.202529,0.005088,0.200096,0.909698
0.416033,0.017408,0.202528,0.005280,0.200001,0.913890
0.421314,0.017632,0.202400,0.005376,0.200673,0.919267
0.420545,0.017568,0.202241,0.005280,0.201217,0.914627
0.435777,0.017440,0.202401,0.004864,0.204288,0.938979
0.420705,0.017664,0.202080,0.005120,0.200129,0.913986
0.420546,0.017728,0.202112,0.005280,0.197441,0.917443
0.416929,0.017632,0.202689,0.005280,0.200353,0.938307
0.416065,0.017504,0.202561,0.005312,0.191360,0.902243
0.416001,0.017696,0.201985,0.005248,0.201920,0.921666
0.421090,0.017472,0.201984,0.005024,0.190689,0.908579
0.433697,0.017824,0.202561,0.005216,0.203041,0.933571
0.416833,0.017824,0.202081,0.005248,0.206400,0.922403
0.416513,0.017824,0.202177,0.005280,0.202176,0.919970
0.417026,0.017664,0.202368,0.005248,0.220705,0.943907
0.417025,0.017569,0.202272,0.005280,0.198721,0.915587
0.416705,0.017600,0.202145,0.005280,0.200384,0.918275
0.420833,0.017696,0.202177,0.005280,0.185536,0.903042
0.448609,0.017344,0.202528,0.005152,0.199361,0.942434
0.422498,0.017824,0.202688,0.005120,0.190273,0.908963
0.424033,0.017472,0.203777,0.005056,0.207073,0.931747
0.422657,0.017632,0.231233,0.005216,0.204641,0.955235
0.422337,0.017600,0.202849,0.005088,0.208320,0.926691
0.420897,0.017856,0.202305,0.005248,0.195104,0.914946
0.420834,0.017312,0.202048,0.005312,0.203297,0.919203
0.421377,0.017344,0.202113,0.005280,0.189121,0.906275
0.420673,0.017376,0.202113,0.005152,0.192128,0.905699
0.421505,0.017568,0.202849,0.005280,0.194848,0.914754
0.420353,0.041248,0.203040,0.005280,0.204417,0.949730
0.415682,0.017536,0.201920,0.005280,0.203713,0.925187
0.421569,0.017344,0.201857,0.005344,0.195457,0.910499
0.420257,0.017792,0.202305,0.005376,0.193440,0.927971
0.416225,0.017600,0.202401,0.005216,0.205472,0.918626
0.416353,0.017760,0.202464,0.005248,0.206369,0.923106
0.415970,0.018208,0.202112,0.005312,0.203649,0.917667
0.437825,0.017696,0.203041,0.005248,0.197889,0.934979
0.420033,0.017984,0.202401,0.005088,0.200064,0.917955
0.416129,0.017568,0.202625,0.005248,0.204384,0.917890
0.420385,0.017344,0.202592,0.005312,0.224865,0.952386
0.415682,0.017536,0.202688,0.005056,0.199873,0.918275
0.416929,0.017376,0.202145,0.005248,0.204577,0.919267
0.420577,0.017568,0.202145,0.005312,0.193408,0.911618
0.433473,0.017696,0.202433,0.005184,0.196768,0.932546
0.416673,0.017728,0.202176,0.004832,0.203777,0.917250
0.417186,0.017536,0.202144,0.005024,0.207393,0.924803
0.420801,0.017568,0.219969,0.005536,0.205953,0.945763
0.416257,0.017536,0.202785,0.005024,0.198305,0.914883
0.416033,0.017600,0.202561,0.004832,0.202304,0.914210
0.415681,0.017280,0.202529,0.005280,0.199360,0.912354
0.416993,0.017984,0.202816,0.004864,0.212961,0.931618
0.420066,0.017792,0.203072,0.004992,0.205985,0.924899
0.420257,0.017472,0.202689,0.004896,0.205153,0.927331
0.443105,0.017536,0.203073,0.004832,0.200769,0.948803
0.420417,0.017760,0.202561,0.005280,0.204864,0.922083
0.416481,0.017504,0.202177,0.005248,0.207680,0.921698
0.420673,0.017504,0.222336,0.005728,0.209473,0.948866
0.416770,0.017792,0.201952,0.005280,0.204961,0.918819
0.420417,0.017761,0.202432,0.005056,0.207649,0.925891
0.420897,0.017536,0.202497,0.005344,0.197281,0.917603
0.420833,0.017568,0.201985,0.005312,0.204448,0.924387
0.416097,0.017664,0.202497,0.005280,0.207872,0.928450
0.416097,0.017344,0.202048,0.005056,0.194401,0.904002
0.434434,0.017600,0.202752,0.005088,0.211425,0.949027
0.416737,0.017728,0.201953,0.005056,0.200769,0.915779
0.420321,0.017440,0.202145,0.005248,0.203968,0.921155
0.420673,0.017792,0.202881,0.005248,0.211328,0.932546
0.425441,0.018048,0.206209,0.005184,0.264704,1.008899
0.419553,0.017856,0.203393,0.005312,0.204640,0.921155
0.417249,0.017664,0.203841,0.005312,0.201664,0.916898
0.422593,0.017856,0.202209,0.005504,0.194944,0.913314
0.421857,0.017568,0.202112,0.005312,0.207553,0.923202
0.421826,0.017792,0.202720,0.005344,0.208673,0.925443
0.436417,0.017600,0.203041,0.005312,0.210689,0.948323
0.420929,0.018048,0.203105,0.005280,0.195936,0.918115
0.421665,0.017792,0.202625,0.005280,0.205600,0.925922
0.420865,0.017760,0.202752,0.005057,0.221792,0.950274
0.415457,0.017568,0.202528,0.005248,0.206657,0.920738
0.417378,0.017600,0.202304,0.005248,0.190401,0.900771
0.421313,0.017888,0.203361,0.005088,0.229985,0.948099
0.434945,0.017536,0.202785,0.005024,0.200032,0.939043
0.417889,0.017888,0.202657,0.005024,0.203392,0.916162
0.422113,0.017632,0.202240,0.005280,0.201281,0.920322
0.417218,0.017728,0.218720,0.005568,0.209185,0.939491
0.417281,0.018049,0.202080,0.005280,0.210049,0.923139
0.417089,0.017600,0.202657,0.005312,0.195424,0.909219
0.416737,0.017696,0.203329,0.005280,0.190880,0.902242
0.415937,0.018016,0.202496,0.005088,0.205729,0.919650
0.421058,0.017856,0.202624,0.005248,0.199809,0.914691
0.421505,0.017856,0.202529,0.005248,0.195425,0.913955
0.440385,0.017760,0.202369,0.005344,0.204896,0.944355
0.417345,0.017952,0.202465,0.005280,0.203072,0.914338
0.422241,0.017792,0.202848,0.005248,0.193985,0.917186
0.416194,0.017760,0.202112,0.005184,0.226465,0.944611
0.417729,0.017825,0.202304,0.005440,0.193729,0.909027
0.417345,0.017632,0.202625,0.005088,0.194016,0.908163
0.416097,0.017728,0.203649,0.005344,0.205920,0.921890
0.438401,0.017760,0.202209,0.005248,0.205760,0.943362
0.416641,0.017696,0.202368,0.005312,0.194049,0.909474
0.416866,0.017984,0.202336,0.005280,0.192833,0.901699
0.416481,0.017760,0.219457,0.005280,0.203713,0.935651
0.421089,0.017792,0.205217,0.005248,0.205056,0.925155
0.416545,0.017920,0.202401,0.005280,0.205184,0.921698
0.416929,0.018272,0.202560,0.005312,0.214337,0.930850
0.417282,0.017824,0.202208,0.005536,0.201249,0.915587
0.421569,0.017792,0.202241,0.005280,0.194625,0.913987
0.416481,0.018304,0.202305,0.005248,0.193184,0.909923
0.434241,0.017952,0.202785,0.005248,0.209248,0.946562
0.421153,0.017600,0.202176,0.005313,0.195072,0.911586
0.417218,0.017728,0.202112,0.004992,0.197953,0.907843
0.416481,0.017536,0.203329,0.005088,0.218337,0.947171
0.416737,0.017824,0.204417,0.005280,0.207489,0.920611
0.421153,0.018304,0.202529,0.005344,0.196416,0.915266
0.417665,0.017664,0.202209,0.005280,0.195584,0.908866
0.437378,0.017504,0.202464,0.005024,0.208641,0.941219
0.416834,0.017632,0.202048,0.005312,0.198625,0.908739
0.415969,0.017856,0.202017,0.005216,0.208321,0.920643
0.416801,0.017760,0.220801,0.005312,0.230336,0.961059
0.421921,0.017696,0.202689,0.005184,0.207008,0.928290
0.420961,0.017632,0.202272,0.005088,0.187937,0.905058
0.420770,0.017696,0.202592,0.005280,0.193409,0.909827
0.421217,0.017696,0.201953,0.005088,0.204961,0.923331
0.417633,0.017600,0.202145,0.005280,0.205472,0.919651
0.417505,0.017728,0.202081,0.005312,0.194432,0.908514
0.443073,0.017600,0.202592,0.005312,0.204673,0.942146
0.418594,0.017632,0.203616,0.005344,0.189185,0.908483
0.417217,0.017760,0.202913,0.005312,0.203297,0.914595
0.417089,0.017760,0.202529,0.005056,0.204864,0.940387
0.416097,0.017632,0.202785,0.005056,0.204064,0.917922
0.417217,0.017760,0.203264,0.004832,0.193153,0.910114
0.421665,0.017537,0.202368,0.005312,0.205057,0.924003
0.441025,0.017760,0.202369,0.005312,0.189377,0.928995
0.421281,0.017856,0.202017,0.005248,0.203008,0.921411
0.417473,0.017504,0.202753,0.005376,0.207264,0.920866
0.420929,0.017632,0.202240,0.005088,0.216833,0.932674
0.421026,0.017600,0.202528,0.005280,0.205185,0.920867
0.420225,0.017632,0.202241,0.005248,0.203841,0.917955
0.416961,0.017536,0.202209,0.005120,0.183584,0.894115
0.423809,0.017792,0.202497,0.005280,0.181696,0.903234
0.422113,0.017856,0.201888,0.005120,0.200545,0.919170
0.420930,0.017632,0.202144,0.005024,0.191809,0.906275
0.421441,0.017792,0.222145,0.005344,0.186817,0.920003
0.421121,0.017728,0.202529,0.005088,0.194496,0.912610
0.417121,0.017888,0.202912,0.005344,0.204161,0.918562
0.417250,0.017568,0.202560,0.004832,0.191745,0.907715
0.422497,0.017889,0.203456,0.005120,0.197985,0.917699
0.420865,0.017632,0.202465,0.005376,0.206048,0.922691
0.416353,0.017504,0.202113,0.005312,0.190624,0.902722
0.435841,0.017760,0.202272,0.005280,0.192577,0.930498
0.416066,0.017792,0.202368,0.005056,0.204225,0.914499
0.421153,0.017856,0.203521,0.005216,0.229601,0.951331
0.417089,0.017760,0.203041,0.005376,0.230561,0.954883
0.416001,0.017728,0.202337,0.005280,0.193344,0.907523
0.417217,0.017728,0.202881,0.005024,0.203104,0.915202
0.416673,0.017536,0.203392,0.005248,0.208993,0.923234
0.437378,0.017568,0.202144,0.005248,0.205601,0.939203
0.420929,0.018112,0.202401,0.005376,0.196609,0.910243
0.419841,0.017664,0.202689,0.005312,0.201536,0.920547
0.416129,0.017632,0.220289,0.005408,0.204512,0.934850
0.421281,0.018016,0.202400,0.005312,0.198433,0.913218
0.423042,0.017696,0.203072,0.004928,0.203713,0.922115
0.416449,0.017664,0.202369,0.005056,0.201441,0.912579
0.417249,0.017536,0.202369,0.005344,0.206752,0.920995
0.416353,0.017792,0.202273,0.005376,0.190208,0.900258
0.416322,0.017536,0.202304,0.005248,0.191073,0.903843
0.416961,0.033280,0.202977,0.005312,0.192321,0.922787
0.415905,0.017568,0.203073,0.005120,0.198560,0.909283
0.416481,0.017728,0.203009,0.005216,0.200448,0.912610
