Layer[8],Layer[9],Layer[10],classifier
1.764420,0.001408,0.000448,1.770116
1.762275,0.001472,0.000224,1.767395
1.730372,0.001312,0.000416,1.736132
1.723908,0.001312,0.000704,1.730148
1.743044,0.001344,0.000352,1.749572
1.729251,0.001280,0.000416,1.734883
1.775428,0.001504,0.000448,1.783972
1.724003,0.001664,0.000384,1.731043
1.792452,0.001504,0.000416,1.799460
1.728836,0.001760,0.000384,1.735364
1.793796,0.001536,0.000416,1.800420
1.734020,0.001376,0.000384,1.739780
1.741443,0.001408,0.000384,1.747331
1.734788,0.001600,0.000480,1.741252
1.755331,0.001408,0.000448,1.761891
1.728580,0.001536,0.000384,1.734692
1.758723,0.001664,0.000544,1.767395
1.748484,0.001536,0.000416,1.754308
1.750979,0.001440,0.000416,1.756899
1.761892,0.001440,0.000384,1.767460
1.744676,0.001600,0.000416,1.751908
1.730276,0.001376,0.000384,1.735908
1.775044,0.001504,0.000384,1.782276
1.724580,0.001408,0.000384,1.730244
1.777700,0.001568,0.000384,1.784196
1.728580,0.001376,0.000416,1.734084
1.752931,0.001632,0.000384,1.758883
1.722404,0.001248,0.000384,1.727716
1.787524,0.001440,0.000384,1.793156
1.744739,0.001344,0.000416,1.750115
1.768484,0.001504,0.000384,1.774852
1.749764,0.001504,0.000416,1.756324
1.788196,0.001472,0.000352,1.794052
1.732996,0.001344,0.000384,1.738212
1.777924,0.001248,0.000352,1.783076
1.727012,0.001344,0.000352,1.732868
1.768388,0.001440,0.000384,1.774308
1.729955,0.001376,0.000416,1.735907
1.785027,0.001472,0.000384,1.790691
1.753444,0.001408,0.000384,1.758596
1.795076,0.001472,0.000416,1.801060
1.720900,0.001280,0.000352,1.725924
1.819876,0.001504,0.000384,1.825892
1.718020,0.001280,0.000352,1.723428
1.751651,0.001472,0.000384,1.757091
1.716419,0.001312,0.000416,1.721795
1.780931,0.001472,0.000384,1.786851
1.718915,0.001344,0.000384,1.724867
1.780036,0.001472,0.000384,1.786564
1.756771,0.001440,0.000384,1.762467
1.757988,0.001440,0.000384,1.764068
1.743940,0.001280,0.000384,1.749092
1.777572,0.001568,0.000448,1.783300
1.757956,0.001504,0.000384,1.764036
1.777987,0.001504,0.000384,1.784291
1.728515,0.001504,0.000384,1.735267
1.746499,0.001600,0.000352,1.752643
1.754980,0.001376,0.000352,1.760644
1.738212,0.001408,0.000352,1.744132
1.755492,0.001376,0.000384,1.761700
1.790276,0.001376,0.000288,1.796292
1.745284,0.001312,0.000352,1.750596
1.724804,0.001312,0.000352,1.730852
1.739588,0.001472,0.000352,1.745540
1.748515,0.001280,0.000352,1.754147
1.751620,0.001280,0.000320,1.757060
1.735172,0.001184,0.000288,1.740420
1.739556,0.001312,0.000288,1.744804
1.745924,0.001376,0.000384,1.751748
1.711107,0.001344,0.000384,1.716387
1.772740,0.001376,0.000384,1.778596
1.718564,0.001376,0.000352,1.724260
1.745700,0.001376,0.000416,1.751844
1.756547,0.001312,0.000320,1.761635
1.762052,0.001408,0.000288,1.767972
1.774148,0.001504,0.000352,1.780484
1.780164,0.001344,0.000384,1.785828
1.750628,0.001408,0.000384,1.756836
1.755363,0.001472,0.000352,1.761187
1.751460,0.001312,0.000288,1.756772
1.778468,0.001376,0.000320,1.784292
1.755748,0.001344,0.000288,1.761284
1.762468,0.001408,0.000320,1.768804
1.756195,0.001312,0.000320,1.761443
1.738628,0.001408,0.000352,1.744196
1.719811,0.001440,0.000352,1.725763
1.775812,0.001376,0.000384,1.781860
1.738275,0.001408,0.000352,1.743651
1.781316,0.001312,0.000352,1.786372
1.748547,0.001472,0.000320,1.754083
1.727716,0.001472,0.000256,1.733060
1.719459,0.001472,0.000416,1.724931
1.745700,0.001440,0.000352,1.751748
1.715139,0.001312,0.000320,1.720387
1.733828,0.001376,0.000288,1.739588
1.737860,0.001408,0.000352,1.743652
1.744804,0.001472,0.000288,1.750724
1.740900,0.001248,0.000288,1.746276
1.775939,0.001408,0.000320,1.781475
1.752548,0.001312,0.000288,1.758020
1.786788,0.001440,0.000352,1.793028
1.741411,0.001376,0.000416,1.747811
1.732324,0.001376,0.000320,1.737572
1.743044,0.001408,0.000320,1.748740
1.780356,0.001440,0.000320,1.786276
1.743267,0.001632,0.000384,1.749539
1.781060,0.001632,0.000448,1.788068
1.710948,0.001376,0.000416,1.717028
1.780708,0.001440,0.000640,1.786628
1.723076,0.001248,0.000384,1.728260
1.776099,0.001408,0.000416,1.782275
1.750468,0.001216,0.000352,1.755460
1.744612,0.001344,0.000416,1.750084
1.749316,0.001344,0.000352,1.754724
1.799524,0.001728,0.000480,1.806436
1.726244,0.001344,0.000384,1.731908
1.745284,0.001408,0.000352,1.750820
1.724771,0.001408,0.000352,1.730083
1.775939,0.001440,0.000352,1.781379
1.732771,0.001248,0.000384,1.738083
1.767908,0.001536,0.000384,1.773508
1.750692,0.001216,0.000352,1.755748
1.752100,0.001568,0.000352,1.759172
1.749028,0.001216,0.000416,1.753988
1.783428,0.001504,0.000448,1.790980
1.735043,0.001408,0.000416,1.741379
1.748099,0.001472,0.000384,1.753859
1.734915,0.001376,0.000448,1.741187
1.764003,0.001408,0.000416,1.770307
1.761667,0.001376,0.000448,1.767299
1.779492,0.001408,0.000448,1.785444
1.728452,0.001312,0.000384,1.733988
1.781252,0.001312,0.000320,1.786148
1.766372,0.001408,0.000384,1.772580
1.748868,0.001664,0.000352,1.754852
1.751715,0.001504,0.000384,1.757795
1.787044,0.001568,0.000448,1.793892
1.754756,0.001344,0.000320,1.759908
1.758596,0.001568,0.000352,1.764740
1.751652,0.001184,0.000352,1.757220
1.770627,0.001408,0.000448,1.775747
1.720132,0.001152,0.000320,1.725092
1.771940,0.001280,0.000384,1.776964
1.750756,0.001344,0.000352,1.756932
1.783492,0.001504,0.000384,1.789572
1.734564,0.001440,0.000352,1.740932
1.746148,0.001504,0.000352,1.751844
1.720356,0.001152,0.000384,1.725796
1.773316,0.001600,0.000448,1.779012
1.740164,0.001248,0.000448,1.745284
1.743299,0.001536,0.000416,1.749347
1.761092,0.001248,0.000384,1.766148
1.780196,0.001504,0.000384,1.786084
1.752676,0.001408,0.000384,1.759236
1.793956,0.001472,0.000416,1.800612
1.726372,0.001312,0.000384,1.732164
1.781220,0.001504,0.000416,1.787108
1.728292,0.001184,0.000416,1.733604
1.753924,0.001440,0.000416,1.760004
1.720803,0.001152,0.000256,1.726051
1.743524,0.001280,0.000384,1.749028
1.721507,0.001280,0.000352,1.727075
1.742244,0.001408,0.000352,1.748932
1.755715,0.001344,0.000416,1.763619
1.779684,0.001344,0.000384,1.785604
1.747588,0.001216,0.000384,1.752676
1.747268,0.001504,0.000384,1.753348
1.743236,0.001216,0.000352,1.748420
1.773763,0.001376,0.000352,1.779971
1.721444,0.001376,0.000320,1.727044
1.782468,0.001472,0.000480,1.788676
1.747812,0.001248,0.000416,1.752964
1.734564,0.001504,0.000352,1.740708
1.717284,0.001504,0.000384,1.724708
1.791204,0.001696,0.000416,1.797188
1.722500,0.001408,0.000416,1.728388
1.775812,0.001440,0.000416,1.782180
1.745795,0.001216,0.000384,1.750819
1.747588,0.001536,0.000384,1.753252
1.719332,0.001280,0.000320,1.724484
1.743651,0.001312,0.000288,1.748227
1.704324,0.001216,0.000320,1.709124
1.767812,0.001376,0.000352,1.773156
1.765156,0.001248,0.000352,1.771236
1.732580,0.001472,0.000320,1.739044
1.744484,0.001344,0.000384,1.750596
1.736835,0.001408,0.000416,1.744227
1.751875,0.001600,0.000384,1.758051
1.752132,0.001408,0.000384,1.758212
1.749284,0.001472,0.000352,1.754884
1.728708,0.001280,0.000320,1.735684
1.757284,0.001376,0.000416,1.763364
1.761892,0.001472,0.000384,1.768708
1.738116,0.001440,0.000416,1.744516
1.775652,0.001280,0.000416,1.781924
1.758724,0.001376,0.000512,1.764516
1.718244,0.001344,0.000384,1.723748
1.737604,0.001344,0.000416,1.742820
1.763492,0.001344,0.000352,1.769476
1.722852,0.001376,0.000352,1.728164
1.716996,0.001376,0.000384,1.722308
1.752068,0.001472,0.000512,1.774532
1.755716,0.001248,0.000352,1.760964
1.755747,0.001536,0.000416,1.762019
1.765796,0.001376,0.000416,1.771460
1.733732,0.001280,0.000416,1.754660
1.720004,0.001344,0.000416,1.725700
1.775460,0.001536,0.000448,1.781508
1.715620,0.001248,0.000384,1.720996
1.754820,0.001440,0.000448,1.760708
1.733764,0.001312,0.000416,1.739332
1.760227,0.001344,0.000416,1.765667
1.734884,0.001600,0.000416,1.741604
1.795172,0.001600,0.000480,1.802084
1.768132,0.001376,0.000352,1.774180
1.784516,0.001600,0.000384,1.791204
1.772452,0.001440,0.000480,1.778852
1.757892,0.001216,0.000384,1.763332
1.731619,0.001248,0.000384,1.737283
1.726083,0.001408,0.000416,1.731875
1.726820,0.001280,0.000288,1.732452
1.734308,0.001440,0.000320,1.739812
1.728259,0.001184,0.000256,1.733155
1.743140,0.001344,0.000384,1.748196
1.707428,0.001152,0.000352,1.712452
1.726628,0.001440,0.000480,1.732964
1.714371,0.001216,0.000288,1.721027
1.742372,0.001504,0.000320,1.748292
1.706020,0.001376,0.000480,1.712836
1.738147,0.001248,0.000384,1.743811
1.698244,0.001088,0.000352,1.703140
1.753444,0.001408,0.000384,1.759908
1.717924,0.001408,0.000352,1.724388
1.729860,0.001344,0.000352,1.736324
1.710819,0.001312,0.000384,1.716451
1.779460,0.001536,0.000320,1.785892
1.703587,0.001280,0.000288,1.709795
1.791364,0.001376,0.000352,1.798692
1.717283,0.001280,0.000480,1.723747
1.783748,0.001408,0.000288,1.790116
1.719972,0.001248,0.000320,1.725668
1.749188,0.001440,0.000352,1.755908
1.766180,0.001408,0.000320,1.771524
1.790596,0.001632,0.000384,1.796932
1.769379,0.001440,0.000384,1.775939
1.755716,0.001408,0.000416,1.761892
1.752196,0.001312,0.000320,1.757540
1.793028,0.001440,0.000384,1.799492
1.752292,0.001472,0.000416,1.757988
1.770468,0.001504,0.000352,1.777348
1.757924,0.001312,0.000384,1.763460
1.751619,0.001440,0.000352,1.758019
1.733988,0.001376,0.000320,1.739716
1.779748,0.001376,0.000704,1.786692
1.722116,0.001152,0.000256,1.726948
1.775011,0.001376,0.000352,1.781187
1.751428,0.001408,0.000448,1.757828
1.757252,0.001248,0.000416,1.763204
1.770756,0.001184,0.000384,1.775556
1.763652,0.001504,0.000352,1.769316
1.763972,0.001504,0.000416,1.770212
1.784196,0.001536,0.000384,1.789892
1.734307,0.001440,0.000384,1.740003
1.752643,0.001536,0.000384,1.758787
1.731780,0.001312,0.000384,1.737156
1.789380,0.001536,0.000384,1.796068
1.747236,0.001440,0.000384,1.752804
1.805956,0.001760,0.000416,1.812836
1.761476,0.001664,0.000640,1.767908
1.764068,0.001472,0.000384,1.770052
1.761796,0.001376,0.000416,1.767300
1.764292,0.001472,0.000416,1.770916
1.745059,0.001408,0.000416,1.751747
1.764132,0.001568,0.000512,1.770756
1.763204,0.001408,0.000384,1.768740
1.786788,0.001600,0.000416,1.794052
1.759556,0.001536,0.000352,1.765796
1.753828,0.001760,0.000384,1.760708
1.759812,0.001696,0.000384,1.766020
1.784580,0.001408,0.000384,1.790180
1.730883,0.001344,0.000416,1.736707
1.785924,0.001536,0.000384,1.793348
1.758020,0.001408,0.000416,1.764484
1.780164,0.001632,0.000448,1.788132
1.767459,0.001408,0.000416,1.773443
1.815492,0.001536,0.000384,1.822724
1.731300,0.001376,0.000384,1.737412
1.796580,0.001728,0.000416,1.804004
1.734211,0.001472,0.000384,1.739971
1.762020,0.001536,0.000448,1.768324
1.769668,0.001824,0.000352,1.776644
1.764547,0.001664,0.000416,1.772323
1.737636,0.001536,0.000384,1.743748
1.780708,0.001440,0.000384,1.786820
1.755523,0.001344,0.000384,1.761539
1.783396,0.001632,0.000384,1.790020
1.732548,0.001280,0.000384,1.738564
1.793891,0.001472,0.000384,1.800259
1.741348,0.001344,0.000384,1.746980
1.782948,0.001536,0.000416,1.789380
1.762180,0.001440,0.000384,1.768420
1.759524,0.001600,0.000384,1.766276
1.741412,0.001696,0.000480,1.748644
1.765156,0.001536,0.000416,1.771652
1.728676,0.001568,0.000448,1.735428
1.761060,0.001568,0.000512,1.768324
1.748484,0.001568,0.000512,1.755044
1.796996,0.001664,0.000480,1.804100
1.738052,0.001600,0.000480,1.744292
1.753668,0.001664,0.000512,1.760516
1.732132,0.001536,0.000448,1.739140
1.776100,0.001728,0.000544,1.783204
1.741284,0.001504,0.000480,1.748196
1.767556,0.001472,0.000448,1.774020
1.775875,0.001600,0.000448,1.782819
1.764036,0.001440,0.000512,1.770340
1.740036,0.001600,0.000480,1.747620
1.756356,0.001472,0.000512,1.762852
1.739652,0.001632,0.000480,1.746180
1.731620,0.001664,0.000480,1.737956
1.752035,0.001696,0.000480,1.758723
1.720804,0.001632,0.000416,1.727396
1.783428,0.001632,0.000416,1.790500
1.740868,0.001536,0.000480,1.747172
1.794724,0.002432,0.000768,1.805956
1.742755,0.001952,0.000416,1.750211
1.740804,0.001664,0.000512,1.747812
1.739236,0.001440,0.000512,1.745764
1.785636,0.001632,0.000512,1.794020
1.766084,0.001504,0.000480,1.772644
1.757796,0.001728,0.000544,1.767012
1.735908,0.001696,0.000512,1.742820
1.809092,0.001696,0.000480,1.816996
1.738147,0.001568,0.000480,1.744867
1.808900,0.001888,0.000544,1.816292
1.736548,0.001472,0.000448,1.743236
1.767140,0.001696,0.000448,1.774148
1.735748,0.001728,0.000512,1.742724
1.747972,0.001984,0.000544,1.755620
1.760132,0.001600,0.000512,1.766788
1.776996,0.001696,0.000384,1.785668
1.741412,0.001536,0.000448,1.748964
1.796516,0.001600,0.000480,1.804484
1.764388,0.001568,0.000448,1.771460
1.788068,0.001632,0.000480,1.795876
1.747780,0.001632,0.000512,1.755044
1.787172,0.001600,0.000480,1.794660
1.773763,0.001728,0.000480,1.782051
1.745988,0.001696,0.000416,1.752548
1.742308,0.001472,0.000480,1.750084
1.769732,0.001664,0.000480,1.776612
1.746852,0.001504,0.000544,1.754596
1.767108,0.001568,0.000480,1.774628
1.730084,0.001440,0.000448,1.736868
1.755812,0.001536,0.000480,1.762820
1.722531,0.001632,0.000480,1.730467
1.749220,0.001440,0.000480,1.755652
1.763684,0.001472,0.000448,1.770404
1.801572,0.001664,0.000384,1.808772
1.727876,0.001440,0.000448,1.734820
1.796964,0.001440,0.000480,1.803876
1.736388,0.001632,0.000416,1.743172
1.762564,0.001792,0.000544,1.769988
1.732355,0.001568,0.000512,1.739299
1.776420,0.001856,0.000416,1.783780
1.862820,0.002944,0.000864,1.878692
1.800260,0.001792,0.000960,1.808644
1.768900,0.001760,0.000480,1.776676
1.763172,0.001632,0.000736,1.770500
1.779524,0.001888,0.000416,1.786756
1.798244,0.001856,0.000512,1.805636
1.728388,0.001440,0.000544,1.734788
1.817924,0.001792,0.000448,1.825060
1.732068,0.001440,0.000512,1.738564
1.749316,0.001632,0.000512,1.756068
1.733924,0.001504,0.000512,1.740452
1.765892,0.001600,0.000512,1.772420
1.733955,0.001600,0.000512,1.741219
1.788772,0.001728,0.000512,1.795780
1.723299,0.001504,0.000416,1.729571
1.775396,0.001696,0.000672,1.782916
1.775876,0.001824,0.000512,1.783428
1.750084,0.001824,0.000672,1.757636
1.738148,0.001440,0.000512,1.744612
1.762116,0.001664,0.000512,1.768772
1.735812,0.001664,0.000416,1.742596
1.763524,0.001536,0.000512,1.770532
1.732164,0.001696,0.000480,1.739044
1.762819,0.001728,0.000512,1.769955
1.769444,0.001568,0.000480,1.777092
1.759844,0.001664,0.000736,1.767044
1.736387,0.001568,0.000512,1.743075
1.760132,0.001504,0.000672,1.767716
1.737284,0.001472,0.000544,1.743908
1.743940,0.001568,0.000480,1.750724
1.741700,0.001600,0.000512,1.748324
1.765540,0.001664,0.000512,1.772804
1.764291,0.001312,0.000448,1.770563
1.757380,0.001504,0.000512,1.763652
1.737732,0.001504,0.000544,1.744644
1.774596,0.001536,0.000512,1.782468
1.763716,0.001792,0.000544,1.770788
1.803172,0.001792,0.000512,1.810404
1.757444,0.001440,0.000512,1.764036
1.776580,0.001696,0.000512,1.783876
1.770500,0.001728,0.000544,1.777636
1.744580,0.001568,0.000512,1.750884
1.738372,0.001568,0.000512,1.744996
1.763043,0.001696,0.000480,1.770244
1.783139,0.001792,0.000448,1.790243
1.727075,0.001536,0.000704,1.734339
1.734084,0.001600,0.000480,1.740836
1.759652,0.002400,0.000544,1.768868
1.736676,0.001760,0.000448,1.743716
1.749284,0.001728,0.000512,1.756036
1.766564,0.001632,0.000448,1.773252
1.733124,0.001664,0.000480,1.739716
1.738660,0.001600,0.000512,1.745828
1.757572,0.001568,0.000480,1.764356
1.737060,0.001536,0.000480,1.744036
1.765316,0.001568,0.000480,1.772068
1.760964,0.001568,0.000480,1.767556
1.734468,0.001536,0.000416,1.740964
1.783620,0.001664,0.000480,1.790724
1.736708,0.001536,0.000448,1.743012
1.761508,0.001504,0.000512,1.767716
1.758179,0.001408,0.000672,1.764675
1.754852,0.001504,0.000448,1.761188
1.763492,0.001504,0.000480,1.770820
1.799812,0.001664,0.000512,1.807140
1.744964,0.001696,0.000480,1.752644
1.828420,0.001600,0.000544,1.835492
1.772228,0.001600,0.000512,1.778820
1.793092,0.001632,0.000512,1.800164
1.758660,0.001568,0.000736,1.766084
1.761700,0.001568,0.000448,1.768612
1.775428,0.001376,0.000480,1.781668
1.769124,0.001728,0.000512,1.776420
1.744804,0.001600,0.000544,1.752132
1.805156,0.001600,0.000512,1.812484
1.770180,0.001568,0.000480,1.776804
1.757827,0.001696,0.000608,1.765315
1.738148,0.001600,0.000544,1.744836
1.756996,0.001568,0.000448,1.764004
1.768324,0.001664,0.000480,1.775396
1.764292,0.001760,0.000480,1.770916
1.730052,0.001472,0.000448,1.736324
1.757187,0.001632,0.000448,1.764867
1.810340,0.002208,0.000704,1.820932
1.799876,0.001728,0.000512,1.807812
1.777540,0.001600,0.000480,1.784132
1.770499,0.001760,0.000512,1.777667
1.770980,0.001760,0.000480,1.777892
1.790884,0.001504,0.000480,1.796836
1.747332,0.001696,0.000448,1.753796
1.750884,0.001760,0.000384,1.757508
1.748452,0.001600,0.000448,1.755172
1.786724,0.001632,0.000512,1.793828
1.731844,0.001568,0.000480,1.738980
1.771267,0.001760,0.000512,1.778211
1.742212,0.001600,0.000480,1.748868
1.790340,0.001728,0.000480,1.797252
1.773796,0.001440,0.000704,1.780356
1.784132,0.001824,0.000544,1.790852
1.764996,0.001600,0.000448,1.771524
1.775044,0.001472,0.000512,1.781476
1.756196,0.001536,0.000704,1.762532
1.743812,0.001536,0.000448,1.750532
1.746148,0.001728,0.000480,1.752996
1.762116,0.001600,0.000768,1.769700
1.738468,0.001728,0.000512,1.745124
1.785924,0.001696,0.000512,1.792260
1.764324,0.001504,0.000512,1.770628
1.778628,0.001664,0.000480,1.785188
1.733828,0.001408,0.000416,1.739812
1.752676,0.001600,0.000512,1.759108
1.757380,0.001632,0.000512,1.764516
1.789091,0.001728,0.000480,1.796036
1.749444,0.001536,0.000480,1.756420
1.801540,0.001568,0.000480,1.808356
1.735620,0.001760,0.000704,1.742756
1.786980,0.001696,0.000480,1.794116
1.737924,0.001760,0.000384,1.744452
1.797444,0.001728,0.000512,1.803908
1.736388,0.001440,0.000416,1.742788
1.809476,0.001536,0.000448,1.816292
1.763556,0.001536,0.000480,1.770244
1.805412,0.001280,0.000480,1.812324
1.740324,0.001536,0.000448,1.746724
1.759332,0.001536,0.000384,1.765732
1.746436,0.001536,0.000384,1.752132
1.788196,0.001664,0.000416,1.794884
1.777444,0.001312,0.000384,1.782980
1.741508,0.001376,0.000416,1.747716
1.767780,0.001568,0.000416,1.774692
1.739620,0.001376,0.000384,1.745604
1.758436,0.001344,0.000384,1.764132
1.779268,0.001440,0.000416,1.785380
1.740868,0.001504,0.000384,1.746820
1.766436,0.001376,0.000608,1.772644
1.779716,0.001344,0.000352,1.785636
1.738052,0.001440,0.000416,1.744036
1.724004,0.001408,0.000448,1.729860
1.734948,0.001280,0.000416,1.740260
1.730052,0.001376,0.000416,1.735908
1.770212,0.001312,0.000416,1.775940
1.757028,0.001408,0.000672,1.763812
1.729923,0.001184,0.000384,1.735875
1.758340,0.001344,0.000448,1.764068
1.761636,0.001280,0.000416,1.767172
1.749540,0.001088,0.000352,1.754692
1.778756,0.001216,0.000448,1.784548
1.729380,0.001280,0.000384,1.735044
1.753988,0.001152,0.000384,1.759044
1.733987,0.001344,0.000384,1.740195
1.719652,0.001312,0.000352,1.725188
1.735652,0.001312,0.000576,1.741476
1.766884,0.001408,0.000448,1.772740
1.730916,0.001312,0.000384,1.737572
1.745987,0.001280,0.000288,1.751587
1.714980,0.001376,0.000416,1.720900
1.800068,0.001632,0.000512,1.806500
1.761156,0.001600,0.000512,1.768132
1.760836,0.001536,0.000544,1.767876
1.721764,0.001632,0.000512,1.728292
1.757956,0.001632,0.000512,1.763844
1.770340,0.001376,0.000512,1.777060
1.772900,0.001632,0.000512,1.779204
1.764676,0.001440,0.000512,1.771396
1.739044,0.001216,0.000544,1.744356
1.734275,0.001536,0.000608,1.740707
1.757412,0.001568,0.000640,1.763812
1.743268,0.001344,0.000448,1.749444
1.749188,0.001376,0.000384,1.755076
1.739748,0.001344,0.000608,1.745796
1.779172,0.001472,0.000576,1.785380
1.766948,0.001344,0.000416,1.772676
1.757252,0.001760,0.000704,1.763844
1.779396,0.001728,0.000416,1.785732
1.764484,0.001600,0.000448,1.770276
1.757604,0.001472,0.000416,1.763428
1.723044,0.001376,0.000384,1.729092
1.715715,0.001600,0.000480,1.722083
1.704580,0.001344,0.000320,1.709572
1.768515,0.001568,0.000704,1.775651
1.750148,0.001536,0.000480,1.756612
1.733700,0.001536,0.000512,1.740580
1.778628,0.001600,0.000448,1.784932
1.762244,0.001568,0.000512,1.769380
1.772036,0.001568,0.000480,1.778468
1.732899,0.001376,0.000480,1.739235
1.764740,0.001504,0.000352,1.770244
1.734692,0.001440,0.000384,1.740548
1.732836,0.001536,0.000512,1.739268
1.732676,0.001536,0.000448,1.739556
1.716996,0.001280,0.000480,1.723204
1.756228,0.001504,0.000448,1.762788
1.774372,0.001600,0.000416,1.780836
1.736068,0.001440,0.000480,1.742244
1.733252,0.001504,0.000480,1.740132
1.731748,0.001696,0.000512,1.738148
1.721988,0.001440,0.000480,1.728068
1.769060,0.001536,0.000448,1.775204
1.755140,0.001472,0.000544,1.761476
1.760548,0.001504,0.000480,1.766564
1.770276,0.001472,0.000416,1.776644
1.769060,0.001536,0.000512,1.775812
1.770276,0.001440,0.000512,1.776644
1.756164,0.001504,0.000384,1.762596
1.768068,0.001536,0.000416,1.774084
1.742596,0.001280,0.000384,1.748164
1.743811,0.001504,0.000576,1.750083
1.725156,0.001120,0.000416,1.730148
1.778788,0.001184,0.000352,1.783684
1.716004,0.001216,0.000416,1.720388
1.756260,0.001408,0.000480,1.761508
1.751268,0.001568,0.000704,1.757956
1.742372,0.001472,0.000544,1.748740
1.748740,0.001536,0.000480,1.755044
1.763204,0.001568,0.000544,1.769732
1.733188,0.001568,0.000448,1.739684
1.779108,0.001568,0.000384,1.785476
1.721571,0.001536,0.000480,1.727875
1.748612,0.001632,0.000480,1.755140
1.764068,0.001600,0.000640,1.770276
1.744804,0.001440,0.000416,1.751140
1.747364,0.001568,0.000512,1.754116
1.744484,0.001472,0.000384,1.750276
1.759396,0.001408,0.000512,1.765284
1.726147,0.001376,0.000384,1.731811
1.766852,0.001536,0.000448,1.773476
1.731204,0.001312,0.000448,1.736996
1.719172,0.001408,0.000480,1.724772
1.758052,0.001312,0.000352,1.763524
1.758116,0.001376,0.000448,1.763620
1.707779,0.001280,0.000352,1.713219
1.754212,0.001504,0.000512,1.760996
1.771172,0.001632,0.000512,1.777700
1.776611,0.001536,0.000608,1.784772
1.774148,0.001472,0.000448,1.780452
1.740708,0.001600,0.000480,1.746756
1.759171,0.001408,0.000480,1.765123
1.755300,0.001376,0.000480,1.761316
1.730660,0.001408,0.000384,1.737188
1.741283,0.001440,0.000480,1.748003
