Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.758370,0.001056,0.014464,0.000384,0.001472,0.000896,0.000384,1.782402
1.699650,0.000896,0.019040,0.000384,0.001472,0.001056,0.000416,1.727618
1.712130,0.000704,0.014240,0.000384,0.001408,0.000896,0.000352,1.734882
1.731842,0.000704,0.014336,0.000384,0.001536,0.000960,0.000352,1.754594
1.728098,0.000864,0.014272,0.000352,0.001472,0.000992,0.000352,1.750690
1.741762,0.000896,0.016832,0.000352,0.001504,0.000864,0.000352,1.767394
1.751522,0.000960,0.014368,0.000320,0.001376,0.000928,0.000352,1.775682
1.744578,0.000864,0.016768,0.000352,0.001568,0.000928,0.000384,1.770562
1.726179,0.000992,0.015360,0.000352,0.001408,0.000896,0.000320,1.750659
1.756994,0.000960,0.016128,0.000416,0.001376,0.000992,0.000384,1.782786
1.688290,0.000800,0.014368,0.000352,0.001376,0.000832,0.000352,1.711234
1.759490,0.000800,0.016704,0.000448,0.001440,0.000896,0.000384,1.785090
1.735586,0.000672,0.014336,0.000384,0.001408,0.000832,0.000352,1.759202
1.766178,0.000768,0.014496,0.000352,0.001536,0.001056,0.000352,1.789378
1.742562,0.000736,0.014624,0.000352,0.001408,0.000864,0.000352,1.766114
1.770882,0.000960,0.014240,0.000544,0.001504,0.001120,0.000352,1.794658
1.725794,0.000960,0.014400,0.000384,0.001536,0.001120,0.000416,1.751266
1.732386,0.000928,0.014560,0.000384,0.001440,0.001184,0.000416,1.756866
1.730275,0.000928,0.014240,0.000352,0.001440,0.001120,0.000352,1.754051
1.774595,0.000768,0.014400,0.000352,0.001408,0.001152,0.000384,1.798659
1.738051,0.000896,0.014272,0.000384,0.001504,0.001184,0.000384,1.762819
1.766851,0.000928,0.014272,0.000384,0.001504,0.001120,0.000384,1.790499
1.717890,0.000832,0.014848,0.000352,0.001536,0.001216,0.000352,1.743298
1.726274,0.000864,0.014624,0.000384,0.001536,0.001120,0.000384,1.750466
1.730338,0.000896,0.014400,0.000384,0.001568,0.001248,0.000416,1.756066
1.748994,0.000928,0.014304,0.000384,0.001536,0.001120,0.000384,1.773538
1.727235,0.000736,0.014208,0.000384,0.001536,0.001216,0.000384,1.751971
1.736514,0.000960,0.014432,0.000384,0.001472,0.001248,0.000384,1.760802
1.738434,0.000736,0.014112,0.000352,0.001536,0.001152,0.000352,1.762562
1.723138,0.000800,0.014240,0.000352,0.001664,0.001088,0.000288,1.747330
1.713826,0.000768,0.014272,0.000384,0.001536,0.001184,0.000416,1.738050
1.716546,0.000960,0.014464,0.000320,0.001472,0.001152,0.000384,1.740962
1.700290,0.000768,0.014144,0.000416,0.001504,0.001248,0.000384,1.724514
1.733122,0.000768,0.014400,0.000384,0.001504,0.001152,0.000384,1.757314
1.729474,0.000832,0.014176,0.000768,0.001536,0.001280,0.000352,1.754018
1.788898,0.000896,0.015616,0.000800,0.001536,0.001248,0.000384,1.815522
1.744483,0.000832,0.014400,0.000384,0.001536,0.001184,0.000352,1.769731
1.718018,0.000896,0.014432,0.000384,0.001536,0.001152,0.000352,1.742530
1.727203,0.000864,0.014304,0.000352,0.001504,0.001312,0.000384,1.751491
1.757890,0.000928,0.016256,0.000384,0.001536,0.001120,0.000384,1.784642
1.727523,0.000768,0.014272,0.000544,0.001536,0.001184,0.000384,1.752227
1.729026,0.000864,0.014208,0.000416,0.001536,0.001152,0.000352,1.753443
1.760866,0.000800,0.014208,0.000352,0.001536,0.001120,0.000384,1.785314
1.739554,0.000832,0.014272,0.000544,0.001440,0.001216,0.000352,1.763970
1.730914,0.000736,0.014304,0.000352,0.001504,0.001184,0.000416,1.755042
1.754946,0.000896,0.014208,0.000416,0.001568,0.001088,0.000384,1.779330
1.716067,0.000800,0.014304,0.000416,0.001536,0.001216,0.000384,1.740707
1.730146,0.000832,0.014401,0.000352,0.001504,0.001312,0.000352,1.754723
1.727970,0.000896,0.014240,0.000416,0.001504,0.001088,0.000352,1.752066
1.718178,0.000800,0.014336,0.000384,0.001504,0.001152,0.000352,1.742210
1.744450,0.000896,0.014368,0.000352,0.001504,0.001120,0.000352,1.768418
1.735074,0.000928,0.014240,0.000352,0.001440,0.000992,0.000384,1.758370
1.701858,0.000768,0.014336,0.000352,0.001472,0.001248,0.000384,1.726178
1.757282,0.000960,0.015392,0.000352,0.001504,0.001152,0.000352,1.783618
1.708578,0.000928,0.016673,0.000416,0.001504,0.001248,0.000576,1.735171
1.741763,0.000864,0.014304,0.000384,0.001504,0.001056,0.000416,1.765155
1.708578,0.000832,0.014592,0.000544,0.001568,0.001248,0.000416,1.733922
1.761122,0.000960,0.016096,0.000384,0.001536,0.001088,0.000416,1.787618
1.716642,0.000800,0.014336,0.000352,0.001600,0.001152,0.000416,1.740706
1.740866,0.000864,0.014304,0.000384,0.001536,0.001088,0.000384,1.765538
1.728738,0.000832,0.014304,0.000384,0.001536,0.001120,0.000384,1.752546
1.701954,0.000768,0.014176,0.000352,0.001568,0.001184,0.000384,1.726338
1.721186,0.000960,0.015840,0.000832,0.001536,0.001248,0.000384,1.748002
1.706915,0.000768,0.014208,0.000352,0.001504,0.001088,0.000384,1.731011
1.751714,0.000896,0.014112,0.000352,0.001504,0.001152,0.000320,1.775618
1.730883,0.000832,0.014304,0.000384,0.001824,0.001216,0.000416,1.755939
1.707010,0.000864,0.014496,0.000352,0.001472,0.001024,0.000352,1.731266
1.753955,0.000768,0.014080,0.000416,0.001536,0.001152,0.000384,1.777955
1.738914,0.000960,0.015872,0.000384,0.001504,0.001120,0.000384,1.765410
1.744386,0.000832,0.014240,0.000384,0.001568,0.001184,0.000416,1.768546
1.722434,0.000704,0.014240,0.000832,0.001536,0.001280,0.000384,1.747010
1.741378,0.000768,0.014240,0.000448,0.001536,0.001024,0.000352,1.765154
1.737763,0.000704,0.014208,0.000320,0.001504,0.001120,0.000352,1.761571
1.744482,0.000736,0.014368,0.000384,0.001632,0.001184,0.000384,1.769026
1.740258,0.000864,0.016224,0.000416,0.001600,0.001088,0.000384,1.766754
1.716962,0.000704,0.014208,0.000416,0.001472,0.001216,0.000416,1.741730
1.752579,0.000864,0.014368,0.000416,0.001504,0.001184,0.000416,1.777411
1.737634,0.000832,0.014272,0.000352,0.001536,0.001088,0.000352,1.761795
1.746722,0.000768,0.014368,0.000416,0.001568,0.000992,0.000320,1.770626
1.723138,0.000896,0.014144,0.000384,0.001632,0.001152,0.000416,1.747874
1.748674,0.000768,0.014528,0.017824,0.002848,0.001184,0.000384,1.791970
1.739426,0.000800,0.014336,0.000384,0.001568,0.001216,0.000384,1.763810
1.765154,0.000800,0.015424,0.000384,0.001504,0.001088,0.000352,1.790082
1.723778,0.000832,0.014176,0.000384,0.001568,0.001056,0.000384,1.748162
1.735682,0.000832,0.015104,0.000384,0.001568,0.001024,0.000384,1.760930
1.704098,0.000768,0.014368,0.000576,0.001504,0.001184,0.000384,1.728706
1.712674,0.000736,0.014304,0.000384,0.001472,0.001024,0.000320,1.736386
1.747970,0.000768,0.014240,0.000384,0.001472,0.001152,0.000384,1.771970
1.732994,0.000768,0.014272,0.000800,0.001472,0.001088,0.000384,1.757186
1.748163,0.000832,0.014240,0.000352,0.001536,0.001152,0.000384,1.772323
1.758370,0.000832,0.014208,0.000384,0.001568,0.001216,0.000384,1.782754
1.717570,0.000768,0.014272,0.000352,0.001536,0.001088,0.000352,1.741666
1.734947,0.000832,0.014400,0.000384,0.001472,0.001216,0.000416,1.759843
1.720834,0.000896,0.014208,0.000384,0.001504,0.001088,0.000384,1.745474
1.720290,0.000768,0.033600,0.000640,0.001536,0.001088,0.000352,1.764930
1.723363,0.000768,0.014240,0.000352,0.001568,0.001248,0.000352,1.748099
1.726722,0.000960,0.014400,0.000416,0.001504,0.001184,0.000384,1.750914
1.710914,0.000864,0.014400,0.000320,0.001632,0.001280,0.000416,1.736066
1.753634,0.000800,0.047136,0.001152,0.001856,0.001312,0.000480,1.815074
1.703042,0.000864,0.014272,0.000352,0.001600,0.001248,0.000448,1.727362
1.720834,0.000928,0.014208,0.000352,0.001632,0.018240,0.000416,1.762626
1.744835,0.000736,0.014240,0.000320,0.001568,0.001248,0.000352,1.768931
1.750626,0.000960,0.015008,0.000384,0.001536,0.001184,0.000384,1.803234
1.713378,0.000768,0.014240,0.000352,0.001600,0.001280,0.000384,1.737634
1.732355,0.000992,0.014784,0.000416,0.001568,0.001248,0.000384,1.757955
1.735362,0.000832,0.014624,0.000416,0.001472,0.000960,0.000352,1.759586
1.739298,0.000800,0.032384,0.000480,0.001504,0.001088,0.000384,1.781186
1.725891,0.001152,0.014656,0.000384,0.001536,0.000992,0.000384,1.750115
1.715842,0.000736,0.014432,0.000832,0.001504,0.001024,0.000384,1.739938
1.715842,0.000864,0.014688,0.000384,0.001504,0.001024,0.000352,1.739906
1.722530,0.000768,0.014368,0.000384,0.001568,0.001120,0.000384,1.747010
1.718338,0.000800,0.014464,0.000416,0.001568,0.000992,0.000384,1.742114
1.745186,0.000832,0.014240,0.000352,0.001568,0.001120,0.000384,1.769538
1.746242,0.000800,0.014176,0.000800,0.001536,0.001120,0.000352,1.770402
1.729506,0.000768,0.014176,0.000416,0.001536,0.001152,0.000384,1.753442
1.704450,0.000800,0.014880,0.000416,0.001568,0.001152,0.000384,1.729762
1.836738,0.001216,0.017376,0.000640,0.001760,0.002112,0.000800,1.870370
1.790178,0.001600,0.016288,0.000384,0.001536,0.001568,0.000576,1.819138
1.737506,0.001024,0.015744,0.000416,0.001600,0.001184,0.000640,1.764002
1.751106,0.001056,0.014464,0.000384,0.001536,0.001120,0.000384,1.775650
1.772707,0.000992,0.014272,0.000416,0.001440,0.001344,0.000384,1.798211
1.738402,0.000864,0.014208,0.000352,0.001504,0.001152,0.000352,1.762690
1.763650,0.001088,0.014688,0.000320,0.001472,0.001120,0.000352,1.789346
1.722563,0.000832,0.014144,0.000352,0.001504,0.001184,0.000384,1.746723
1.787074,0.000960,0.014976,0.000832,0.001568,0.001088,0.000384,1.813666
1.722306,0.000800,0.014368,0.000384,0.001504,0.001216,0.000384,1.746530
1.787234,0.000864,0.014593,0.000384,0.001600,0.001088,0.000448,1.812515
1.719810,0.000768,0.014208,0.000448,0.001536,0.001248,0.000384,1.743778
1.763554,0.000832,0.014976,0.000416,0.001504,0.001088,0.000384,1.789410
1.759171,0.001120,0.014848,0.000384,0.001568,0.001216,0.000384,1.784675
1.774562,0.000864,0.014112,0.000352,0.001536,0.001088,0.000352,1.798594
1.742434,0.000896,0.014304,0.000416,0.001504,0.001152,0.000416,1.766850
1.766051,0.000960,0.014176,0.000384,0.001536,0.001024,0.000352,1.789923
1.712226,0.000896,0.014144,0.000416,0.001472,0.001056,0.000416,1.736162
1.773987,0.000960,0.014528,0.000800,0.001440,0.001024,0.000384,1.798787
1.715842,0.000704,0.014176,0.000352,0.001504,0.001152,0.000448,1.739458
1.761858,0.000800,0.014176,0.000352,0.001504,0.001056,0.000384,1.785634
1.743682,0.000800,0.014176,0.000576,0.001504,0.001152,0.000352,1.767426
1.734434,0.000800,0.014208,0.000416,0.001536,0.001120,0.000384,1.758402
1.700290,0.000832,0.014240,0.000384,0.001472,0.001088,0.000384,1.724130
1.780835,0.000896,0.014944,0.000736,0.001472,0.001184,0.000352,1.806403
1.743235,0.000800,0.014304,0.000384,0.001504,0.001184,0.000352,1.766723
1.743459,0.000864,0.014272,0.000352,0.001472,0.001184,0.000416,1.767203
1.739203,0.000864,0.014272,0.000576,0.001408,0.001216,0.000384,1.763171
1.769538,0.000960,0.014720,0.000768,0.001536,0.001152,0.000384,1.795362
1.719138,0.000800,0.014688,0.000608,0.001472,0.001280,0.000384,1.744130
1.741570,0.000928,0.014528,0.000736,0.001440,0.001248,0.000352,1.766178
1.730242,0.000832,0.014400,0.000640,0.001568,0.001184,0.000352,1.754562
1.754882,0.000992,0.015296,0.000416,0.001472,0.001120,0.000320,1.780258
1.738466,0.000736,0.014400,0.000608,0.001568,0.001376,0.000416,1.763170
1.754723,0.000864,0.014464,0.000384,0.001536,0.001120,0.000352,1.779235
1.743683,0.000896,0.014304,0.000416,0.001536,0.001248,0.000384,1.768131
1.779554,0.000864,0.015040,0.000352,0.001440,0.001088,0.000384,1.804994
1.721410,0.000896,0.014176,0.000800,0.001504,0.001216,0.000352,1.746210
1.781378,0.000832,0.014400,0.000416,0.001536,0.001120,0.000416,1.805954
1.733667,0.000960,0.014432,0.000352,0.001472,0.001216,0.000416,1.757923
1.780098,0.000896,0.014432,0.000544,0.001536,0.001152,0.000352,1.804514
1.743490,0.000864,0.014208,0.000384,0.001504,0.001152,0.000352,1.767554
1.777890,0.000768,0.014368,0.000352,0.001504,0.001184,0.000384,1.801730
1.738850,0.000704,0.014240,0.000352,0.001504,0.001120,0.000416,1.762562
1.717154,0.000736,0.014208,0.000352,0.001504,0.001088,0.000384,1.740770
1.722466,0.000832,0.014144,0.000384,0.001536,0.001120,0.000416,1.746370
1.758114,0.000832,0.014944,0.000352,0.001504,0.001024,0.000384,1.782178
1.741986,0.000864,0.014272,0.000384,0.001536,0.001152,0.000384,1.766242
1.775106,0.001152,0.014816,0.000384,0.001472,0.001024,0.000384,1.799970
1.734786,0.000736,0.014112,0.000320,0.001472,0.001120,0.000352,1.758722
1.758882,0.000896,0.015040,0.000384,0.001472,0.001120,0.000352,1.784130
1.739394,0.000800,0.014528,0.000384,0.001472,0.001120,0.000352,1.763586
1.759011,0.000864,0.014176,0.000384,0.001472,0.001088,0.000352,1.782467
1.763234,0.000928,0.014657,0.000352,0.001440,0.001184,0.000352,1.787779
1.732418,0.001248,0.015104,0.000352,0.001504,0.001088,0.000384,1.758210
1.749666,0.000800,0.014176,0.000352,0.001472,0.001120,0.000384,1.773602
1.769026,0.000832,0.014304,0.000320,0.001504,0.001184,0.000416,1.792450
1.743747,0.000800,0.014336,0.000352,0.001472,0.001184,0.000384,1.768131
1.736931,0.001248,0.014976,0.000384,0.001504,0.001088,0.000384,1.762435
1.738466,0.000832,0.014592,0.000576,0.001536,0.001088,0.000352,1.762562
1.737794,0.000768,0.014496,0.000384,0.001504,0.001120,0.000352,1.761474
1.739234,0.000832,0.014240,0.000384,0.001472,0.001120,0.000384,1.763330
1.762882,0.000864,0.014848,0.000416,0.001472,0.001056,0.000352,1.787874
1.734210,0.000832,0.014336,0.000384,0.001536,0.001184,0.000384,1.758178
1.759746,0.001184,0.014592,0.000384,0.001504,0.001056,0.000384,1.785026
1.756898,0.001376,0.014816,0.000864,0.001472,0.001472,0.000352,1.783458
1.775426,0.000864,0.014848,0.000384,0.001504,0.001088,0.000384,1.800387
1.702563,0.000704,0.014304,0.000352,0.001472,0.001120,0.000352,1.726723
1.774435,0.000832,0.015296,0.000416,0.001536,0.001248,0.000416,1.800003
1.711011,0.000768,0.014240,0.000384,0.001536,0.001248,0.000384,1.735011
1.748290,0.000672,0.014336,0.000608,0.001536,0.001088,0.000416,1.772130
1.720354,0.000832,0.014624,0.000448,0.001440,0.001152,0.000416,1.744706
1.775618,0.000864,0.014464,0.000352,0.001376,0.001024,0.000320,1.799138
1.742531,0.000736,0.014304,0.000768,0.001472,0.001056,0.000352,1.766627
1.775938,0.000896,0.014144,0.000352,0.001472,0.001120,0.000384,1.799298
1.739619,0.000736,0.014240,0.000384,0.001472,0.001152,0.000384,1.763395
1.763234,0.000896,0.014720,0.000384,0.001440,0.001184,0.000384,1.788482
1.721538,0.000768,0.014400,0.000384,0.001376,0.001152,0.000416,1.746082
1.773410,0.000864,0.014752,0.000384,0.001504,0.001120,0.000384,1.798626
1.747650,0.000800,0.014240,0.000416,0.001504,0.001280,0.000352,1.771810
1.732867,0.000736,0.014464,0.000384,0.001472,0.001120,0.000384,1.756291
1.732034,0.000704,0.014272,0.000384,0.001472,0.001088,0.000384,1.755650
1.791138,0.001120,0.014944,0.000384,0.001504,0.001120,0.000384,1.816290
1.729155,0.000800,0.014368,0.000384,0.001472,0.001184,0.000320,1.753507
1.751042,0.001152,0.015008,0.000384,0.001440,0.001056,0.000352,1.776450
1.747298,0.000736,0.014112,0.000576,0.001408,0.001056,0.000416,1.770786
1.738243,0.000960,0.014176,0.000800,0.001536,0.001184,0.000352,1.761827
1.738594,0.000896,0.014144,0.000608,0.001504,0.001152,0.000384,1.762850
1.788066,0.000864,0.014432,0.000384,0.001536,0.001056,0.000352,1.812162
1.717282,0.000768,0.014272,0.000384,0.001536,0.001344,0.000384,1.741474
1.735395,0.000928,0.014144,0.000352,0.001536,0.001088,0.000352,1.759107
1.714818,0.000768,0.014176,0.000384,0.001472,0.001120,0.000384,1.738498
1.787554,0.000960,0.014784,0.000416,0.001504,0.001088,0.000352,1.812482
1.750914,0.000960,0.014688,0.000576,0.001504,0.001088,0.000416,1.775298
1.735426,0.000896,0.014080,0.000416,0.001440,0.001088,0.000416,1.758658
1.751554,0.000800,0.014464,0.000352,0.001504,0.001056,0.000384,1.775106
1.798754,0.000864,0.014624,0.000352,0.001536,0.001281,0.000384,1.823363
1.729890,0.000864,0.014624,0.000384,0.001536,0.001152,0.000352,1.754626
1.767843,0.000832,0.014304,0.000640,0.001440,0.001184,0.000416,1.792227
1.745987,0.000768,0.014624,0.000832,0.001760,0.001568,0.000384,1.771267
1.746338,0.000800,0.014336,0.000576,0.001472,0.001184,0.000352,1.770467
1.745539,0.000736,0.014208,0.000832,0.001536,0.001184,0.000352,1.769859
1.777634,0.000864,0.014272,0.000576,0.001472,0.001120,0.000384,1.801762
1.714946,0.000992,0.014560,0.000416,0.001568,0.001120,0.000416,1.740098
1.747459,0.000800,0.014368,0.000352,0.001376,0.001120,0.000384,1.771171
1.743842,0.000992,0.014720,0.000384,0.001440,0.001056,0.000416,1.768610
1.718914,0.001120,0.014752,0.000416,0.001408,0.001184,0.000384,1.744386
1.758947,0.000832,0.014208,0.000352,0.001536,0.001120,0.000384,1.783075
1.762754,0.001152,0.014944,0.000832,0.001472,0.001184,0.000352,1.789058
1.722626,0.000896,0.014496,0.000384,0.001408,0.001216,0.000384,1.747938
1.746242,0.000768,0.014464,0.000608,0.001504,0.001216,0.000384,1.771458
1.722818,0.000960,0.015008,0.000384,0.001504,0.001152,0.000416,1.748546
1.794371,0.001152,0.015008,0.000352,0.001472,0.001184,0.000384,1.821187
1.745634,0.000896,0.014304,0.000352,0.001536,0.001088,0.000384,1.769378
1.762210,0.000768,0.014624,0.000352,0.001408,0.001088,0.000384,1.787810
1.711458,0.000704,0.014240,0.000384,0.001472,0.001024,0.000352,1.735011
1.728834,0.000800,0.014432,0.000352,0.001568,0.001152,0.000384,1.755106
1.745475,0.000896,0.014528,0.000352,0.001440,0.001120,0.000352,1.769827
1.751906,0.001120,0.014880,0.000352,0.001504,0.001152,0.000384,1.777282
1.757154,0.000800,0.015552,0.000352,0.001472,0.001088,0.000384,1.782914
1.788515,0.000832,0.014272,0.000352,0.001504,0.001024,0.000352,1.812867
1.707362,0.000864,0.014656,0.000768,0.001504,0.001216,0.000384,1.732514
1.764482,0.000800,0.014144,0.000384,0.001504,0.001120,0.000352,1.788418
1.751810,0.000736,0.014240,0.000448,0.001472,0.001120,0.000384,1.775714
1.742690,0.000768,0.014432,0.000384,0.001856,0.001312,0.000384,1.768898
1.745890,0.001120,0.014752,0.000352,0.001568,0.001248,0.000384,1.771234
1.718594,0.000864,0.014272,0.000384,0.001536,0.001120,0.000608,1.743298
1.742018,0.000896,0.014400,0.000352,0.001504,0.001184,0.000384,1.766306
1.718754,0.000832,0.014368,0.000416,0.001504,0.001216,0.000384,1.743394
1.751747,0.000768,0.014432,0.000384,0.001568,0.001216,0.000416,1.776131
1.746755,0.000896,0.014464,0.000640,0.001536,0.001216,0.000384,1.771939
1.726466,0.000864,0.014656,0.000384,0.001504,0.001248,0.000384,1.751074
1.707874,0.000832,0.014336,0.000384,0.001440,0.001120,0.000352,1.732290
1.748834,0.000896,0.014720,0.000384,0.001536,0.001152,0.000384,1.773506
1.765955,0.000864,0.014272,0.000384,0.001472,0.001248,0.000352,1.790211
1.730114,0.000864,0.014336,0.000384,0.001472,0.001152,0.000384,1.754114
1.715522,0.000736,0.014368,0.000864,0.001440,0.001152,0.000576,1.740578
1.749538,0.000832,0.014560,0.000352,0.001504,0.001152,0.000384,1.773890
1.759042,0.000832,0.014304,0.000384,0.001472,0.001184,0.000416,1.783490
1.737219,0.000864,0.014176,0.000768,0.001472,0.001120,0.000352,1.761539
1.730882,0.000704,0.014272,0.000864,0.001504,0.001312,0.000416,1.755842
1.770978,0.000800,0.014688,0.000384,0.001504,0.001152,0.000384,1.795618
1.739106,0.001088,0.014720,0.000416,0.001536,0.001120,0.000352,1.765442
1.750818,0.000704,0.014496,0.000352,0.001504,0.001280,0.000416,1.775651
1.750178,0.000800,0.014464,0.000384,0.001568,0.001184,0.000384,1.774946
1.772675,0.000800,0.014560,0.000384,0.001504,0.001216,0.000416,1.797475
1.746306,0.000896,0.014400,0.000544,0.001536,0.001184,0.000416,1.771490
1.766371,0.000992,0.014624,0.000416,0.001536,0.001152,0.000352,1.791011
1.727778,0.000992,0.014304,0.000352,0.001568,0.001184,0.000416,1.752866
1.776035,0.000896,0.015008,0.000768,0.001600,0.001248,0.000384,1.803619
1.729602,0.000928,0.014560,0.000352,0.001440,0.001152,0.000384,1.754754
1.773858,0.001088,0.015488,0.000384,0.001536,0.001184,0.000384,1.801122
1.714786,0.000896,0.014720,0.000800,0.001536,0.001216,0.000384,1.740194
1.778595,0.001216,0.015552,0.000416,0.001568,0.001152,0.000384,1.805635
1.713219,0.000960,0.014528,0.000352,0.001472,0.001184,0.000416,1.737827
1.783362,0.000864,0.014657,0.000384,0.001568,0.001120,0.000384,1.808483
1.718786,0.000928,0.014528,0.000384,0.001536,0.001280,0.000384,1.743714
1.776482,0.000864,0.014496,0.000352,0.001504,0.001216,0.000384,1.801442
1.726050,0.000960,0.014304,0.000320,0.001472,0.001152,0.000352,1.750306
1.774179,0.001120,0.015584,0.001088,0.001536,0.001216,0.000480,1.801635
1.760131,0.000768,0.014976,0.000384,0.001440,0.001216,0.000416,1.785091
1.780034,0.000960,0.014592,0.000544,0.001568,0.001216,0.000416,1.805058
1.729890,0.000800,0.014304,0.000800,0.001536,0.001184,0.000384,1.754594
1.784098,0.000960,0.015744,0.000384,0.001536,0.001088,0.000416,1.811202
1.720482,0.000832,0.014336,0.000384,0.001536,0.001184,0.000416,1.744482
1.743266,0.000832,0.014240,0.000352,0.001472,0.001280,0.000352,1.767810
1.709826,0.000704,0.014592,0.000352,0.001536,0.001120,0.000384,1.734050
1.732035,0.000960,0.015328,0.000384,0.001600,0.001280,0.000448,1.760195
1.721667,0.000832,0.014496,0.000384,0.001536,0.001216,0.000352,1.746051
1.747811,0.001024,0.015328,0.000832,0.001600,0.001184,0.000384,1.774787
1.714242,0.000864,0.014368,0.000352,0.001600,0.001184,0.000416,1.738562
1.747491,0.000928,0.014912,0.000384,0.001536,0.001120,0.000416,1.774147
1.724610,0.000928,0.014496,0.000352,0.001440,0.001184,0.000384,1.749410
1.741954,0.001056,0.016032,0.000800,0.001504,0.001216,0.000384,1.771938
1.742467,0.000864,0.014336,0.000384,0.001568,0.001088,0.000384,1.767107
1.778754,0.000960,0.014432,0.000352,0.001536,0.001184,0.000416,1.805090
1.752803,0.000928,0.014592,0.000800,0.001472,0.001216,0.000384,1.777923
1.740418,0.000832,0.014464,0.000384,0.001568,0.001152,0.000416,1.765890
1.735458,0.000928,0.014368,0.000352,0.001536,0.001216,0.000416,1.759394
1.782403,0.000992,0.014752,0.000352,0.001536,0.001216,0.000384,1.808419
1.714499,0.000864,0.014304,0.000416,0.001408,0.001152,0.000384,1.738563
1.768322,0.000960,0.014944,0.000352,0.001440,0.001056,0.000416,1.794146
1.744226,0.000896,0.014496,0.000384,0.001440,0.001120,0.000416,1.768546
1.778019,0.000960,0.014592,0.000352,0.001504,0.001184,0.000384,1.803875
1.715042,0.000800,0.014560,0.000352,0.001536,0.001152,0.000384,1.739682
1.785250,0.000928,0.014624,0.000768,0.001472,0.001216,0.000384,1.811394
1.713059,0.000832,0.015584,0.000416,0.001536,0.001120,0.000352,1.739299
1.776451,0.000832,0.014496,0.000864,0.001504,0.001376,0.000384,1.802051
