Layer[0],Layer[1],Layer[2],Layer[8],Layer[9],Layer[10],classifier
0.434369,0.017504,0.202209,0.268865,0.001440,0.000448,0.931011
0.420897,0.017600,0.202432,0.274593,0.001472,0.000448,0.924034
0.422689,0.017696,0.202433,0.264321,0.001376,0.000448,0.914851
0.422241,0.017344,0.220065,0.262368,0.001632,0.000448,0.931458
0.420577,0.017536,0.202433,0.275425,0.001472,0.000448,0.923587
0.420385,0.017504,0.202368,0.276289,0.001280,0.000448,0.925282
0.420513,0.017344,0.202401,0.259105,0.001408,0.000416,0.907459
0.421633,0.017824,0.203009,0.260736,0.001440,0.000416,0.911106
0.420961,0.017632,0.202337,0.273793,0.001984,0.000448,0.923267
0.415937,0.017728,0.202113,0.256704,0.001728,0.000416,0.900770
0.439970,0.017376,0.202464,0.265921,0.001440,0.000416,0.933827
0.421889,0.017536,0.203905,0.263616,0.001440,0.000480,0.915458
0.416354,0.017536,0.202944,0.258305,0.001440,0.000448,0.903203
0.420801,0.017504,0.202433,0.294945,0.001600,0.000448,0.944067
0.421634,0.017856,0.202432,0.274401,0.001536,0.000480,0.924899
0.416065,0.017760,0.203169,0.267073,0.001408,0.000448,0.912131
0.421313,0.017664,0.202528,0.272513,0.001504,0.000512,0.922274
0.443873,0.017632,0.202625,0.269697,0.001440,0.000480,0.942147
0.419937,0.017600,0.203456,0.270849,0.001440,0.000480,0.919938
0.420737,0.017856,0.202305,0.269345,0.001536,0.000480,0.918339
0.421985,0.017792,0.219681,0.267296,0.001472,0.000416,0.935298
0.421377,0.017504,0.202273,0.272225,0.001536,0.000480,0.923107
0.421025,0.017632,0.202593,0.273184,0.001536,0.000448,0.922626
0.420321,0.017409,0.202144,0.273185,0.001504,0.000448,0.921027
0.416801,0.017632,0.202561,0.259232,0.001664,0.000480,0.904738
0.420610,0.017536,0.202592,0.252129,0.001504,0.000640,0.901123
0.421377,0.017760,0.202337,0.270112,0.001472,0.000480,0.919074
0.415778,0.017280,0.223808,0.257985,0.001472,0.000448,0.923171
0.422113,0.017504,0.202241,0.261824,0.001504,0.000704,0.912642
0.420770,0.017568,0.202240,0.273345,0.001792,0.000704,0.922435
0.424769,0.018592,0.206785,0.747778,0.004064,0.000928,1.415492
0.422337,0.018017,0.204256,0.295745,0.002144,0.000640,0.952355
0.417889,0.017824,0.202849,0.262785,0.001920,0.000352,0.909987
0.420609,0.018016,0.203040,0.285057,0.002144,0.000448,0.935650
0.418977,0.017920,0.202849,0.264225,0.002080,0.000736,0.914083
0.421697,0.017312,0.202816,0.264225,0.001888,0.000704,0.915618
0.422721,0.017888,0.203201,0.260833,0.001568,0.000416,0.912899
0.435137,0.017280,0.202785,0.267008,0.001504,0.000448,0.930466
0.420577,0.018113,0.203136,0.262337,0.001344,0.000448,0.913123
0.420289,0.017760,0.202753,0.252160,0.001344,0.000448,0.900738
0.421025,0.018081,0.222272,0.264833,0.001344,0.000512,0.934947
0.420289,0.017984,0.202593,0.249440,0.001344,0.000480,0.898210
0.416385,0.017793,0.203104,0.250465,0.001344,0.000960,0.896387
0.421217,0.017600,0.202625,0.260128,0.001408,0.000448,0.909794
0.421122,0.017856,0.203680,0.258849,0.001312,0.000416,0.910435
0.423073,0.017344,0.202465,0.262112,0.001376,0.000640,0.913346
0.421090,0.017504,0.202592,0.271393,0.001376,0.000448,0.920099
0.435681,0.017472,0.202401,0.268737,0.001408,0.000448,0.932419
0.421058,0.017440,0.202912,0.272289,0.001376,0.000672,0.921859
0.420801,0.017536,0.202177,0.271201,0.001568,0.000704,0.920003
0.415490,0.017312,0.203296,0.327073,0.001632,0.000736,0.973283
0.417153,0.017344,0.203041,0.266977,0.001504,0.000704,0.912995
0.418241,0.017344,0.202593,0.251040,0.001504,0.000672,0.897378
0.420673,0.017696,0.202081,0.275233,0.001536,0.000896,0.924195
0.438433,0.017632,0.202977,0.267904,0.001568,0.000864,0.936482
0.416577,0.017729,0.202816,0.259969,0.001728,0.000640,0.905603
0.416673,0.017504,0.202465,0.270144,0.001440,0.000416,0.914658
0.415457,0.017729,0.223872,0.293409,0.001536,0.000672,0.959075
0.416801,0.017376,0.202305,0.255712,0.001601,0.000672,0.900707
0.420450,0.017472,0.202752,0.266945,0.001280,0.000448,0.915203
0.422081,0.017600,0.202529,0.264321,0.001440,0.000640,0.914627
0.416386,0.017728,0.202336,0.271105,0.001408,0.000672,0.915395
0.420929,0.017536,0.202625,0.255009,0.001440,0.000640,0.904483
0.419905,0.017792,0.202144,0.283809,0.001440,0.000448,0.931522
0.415937,0.036512,0.203681,0.281089,0.001504,0.000384,0.946019
0.421729,0.017632,0.202561,0.245088,0.001504,0.000608,0.894882
0.420129,0.017568,0.202561,0.270881,0.001824,0.000672,0.919619
0.420321,0.017632,0.202401,0.257568,0.001536,0.000416,0.905506
0.421345,0.017568,0.203072,0.270113,0.001536,0.000640,0.920259
0.422241,0.017536,0.203041,0.289216,0.001440,0.000448,0.939906
0.420386,0.017536,0.202912,0.258177,0.001408,0.000448,0.906723
0.437953,0.017504,0.203649,0.266912,0.001568,0.000416,0.934690
0.421890,0.017536,0.202944,0.265505,0.001472,0.000704,0.916195
0.419681,0.017728,0.203137,0.279681,0.001600,0.000448,0.928003
0.421217,0.017568,0.202560,0.273153,0.001600,0.000704,0.923394
0.420481,0.017536,0.202881,0.255489,0.001568,0.000672,0.904899
0.420289,0.017568,0.203392,0.269281,0.001600,0.000512,0.918786
0.416481,0.017760,0.204705,0.260801,0.001344,0.000704,0.907907
0.436961,0.017664,0.203553,0.268192,0.001408,0.000704,0.934434
0.420513,0.017600,0.202753,0.252193,0.001440,0.000736,0.901219
0.420993,0.017248,0.202849,0.258880,0.001504,0.000640,0.908098
0.420577,0.017600,0.222049,0.258849,0.001536,0.000640,0.928515
0.417921,0.017632,0.203105,0.262912,0.001632,0.000672,0.910146
0.415746,0.017568,0.203456,0.257825,0.001472,0.000608,0.902723
0.417057,0.017760,0.203297,0.273984,0.001600,0.000640,0.920994
0.421218,0.017568,0.202944,0.274305,0.001408,0.000416,0.923811
0.420449,0.017696,0.203137,0.272065,0.001664,0.000480,0.921539
0.420258,0.017664,0.203168,0.265185,0.001376,0.000448,0.914211
0.434945,0.017440,0.203457,0.273313,0.001440,0.000672,0.937443
0.422337,0.017664,0.203328,0.258881,0.001408,0.000672,0.910178
0.420577,0.017568,0.202913,0.261313,0.001472,0.000672,0.910531
0.415841,0.017504,0.202848,0.282849,0.001408,0.000608,0.927010
0.420577,0.017568,0.203649,0.256225,0.001472,0.000640,0.906307
0.420161,0.017504,0.203584,0.258465,0.001440,0.000640,0.908002
0.420833,0.017472,0.202753,0.265249,0.001696,0.000704,0.915555
0.436993,0.017504,0.203009,0.290016,0.001728,0.000704,0.956514
0.421537,0.017728,0.203840,0.260513,0.001568,0.000640,0.911939
0.420193,0.017568,0.202529,0.258240,0.001536,0.000480,0.906850
0.416482,0.017376,0.202816,0.271073,0.001376,0.000512,0.915587
0.420865,0.017376,0.202177,0.258816,0.001440,0.000448,0.906978
0.421634,0.017344,0.202272,0.259553,0.002144,0.000416,0.909827
0.416001,0.017632,0.202721,0.253248,0.001536,0.000512,0.897698
0.438594,0.017856,0.202272,0.287521,0.001376,0.000672,0.955171
0.420353,0.017696,0.202945,0.268416,0.001441,0.000608,0.917763
0.417858,0.017824,0.203072,0.267713,0.001856,0.000704,0.915459
0.420481,0.017536,0.222337,0.264929,0.001504,0.000640,0.934787
0.416801,0.017408,0.202848,0.261697,0.001472,0.000416,0.906882
0.420865,0.017568,0.202881,0.274177,0.001632,0.000704,0.923843
0.415841,0.017696,0.202880,0.256673,0.001440,0.000480,0.901090
0.421473,0.017472,0.202817,0.258817,0.001344,0.000960,0.908995
0.422465,0.018208,0.207201,0.341185,0.003328,0.001152,1.005923
0.420097,0.017920,0.204705,0.286049,0.003008,0.000736,0.940259
0.440353,0.017600,0.203360,0.269217,0.002048,0.000704,0.940674
0.421697,0.017984,0.203585,0.270401,0.001792,0.000640,0.922275
0.421825,0.017856,0.203137,0.258752,0.001568,0.000608,0.910146
0.421313,0.017632,0.222561,0.264929,0.001632,0.000864,0.935651
0.422113,0.017888,0.209377,0.379233,0.002656,0.000608,1.043683
0.422529,0.017664,0.204641,0.284417,0.002144,0.000448,0.939267
0.420769,0.017568,0.223649,0.261312,0.002016,0.000448,0.933347
0.420450,0.017664,0.202688,0.264705,0.001632,0.000896,0.914851
0.421825,0.017728,0.202561,0.258305,0.001440,0.000448,0.908803
0.420289,0.017824,0.203616,0.267745,0.001408,0.000416,0.917954
0.422305,0.017472,0.202529,0.275105,0.001440,0.000928,0.926211
0.420225,0.017600,0.202401,0.260256,0.001472,0.000640,0.910242
0.420961,0.017793,0.202592,0.261537,0.001408,0.000384,0.911235
0.442369,0.018080,0.204801,0.303393,0.001792,0.000448,0.981507
0.421633,0.017760,0.203265,0.280608,0.001632,0.000672,0.932290
0.420866,0.017728,0.203072,0.272161,0.001600,0.000352,0.921987
0.420449,0.017536,0.203041,0.291233,0.001536,0.000672,0.940899
0.421217,0.017504,0.202848,0.262241,0.001408,0.000704,0.912130
0.420673,0.017664,0.203297,0.273633,0.001600,0.000640,0.923747
0.421793,0.017824,0.202944,0.260321,0.001504,0.000672,0.911490
0.420225,0.017792,0.203393,0.252321,0.001536,0.000864,0.902659
0.420449,0.017792,0.203328,0.294625,0.001504,0.000672,0.945410
0.417313,0.017729,0.203872,0.274849,0.001600,0.000704,0.922627
0.417057,0.036256,0.203617,0.254400,0.001568,0.000640,0.920290
0.417218,0.017632,0.202688,0.266945,0.001472,0.000608,0.912931
0.421217,0.017376,0.203297,0.260704,0.001344,0.000672,0.910786
0.418594,0.017536,0.202624,0.263937,0.001440,0.000672,0.910819
0.416161,0.017408,0.202945,0.271841,0.001504,0.000672,0.916515
0.420961,0.017792,0.203456,0.261025,0.001440,0.000640,0.911586
0.416385,0.017664,0.203041,0.264097,0.001376,0.000448,0.909251
0.434369,0.017824,0.203168,0.273569,0.001600,0.000416,0.936994
0.420833,0.018240,0.203041,0.261345,0.001600,0.000672,0.912739
0.420417,0.017760,0.203105,0.269824,0.001504,0.000672,0.919490
0.416865,0.017697,0.203808,0.301857,0.001696,0.000736,0.950883
0.416769,0.017824,0.203073,0.268161,0.001664,0.000832,0.915267
0.417729,0.017600,0.202720,0.249025,0.001504,0.000384,0.896162
0.421089,0.017568,0.202753,0.253089,0.001504,0.000448,0.902755
0.421153,0.017664,0.202816,0.259297,0.001536,0.000672,0.909954
0.421761,0.017792,0.203617,0.256577,0.001440,0.000640,0.907907
0.416705,0.017536,0.204129,0.265824,0.001408,0.000480,0.912610
0.420673,0.035233,0.204896,0.255713,0.001536,0.000480,0.924835
0.422593,0.017856,0.202881,0.269472,0.001568,0.000640,0.924098
0.421026,0.017696,0.203264,0.275713,0.001600,0.000384,0.926371
0.420225,0.017856,0.203393,0.296321,0.001408,0.000384,0.946371
0.416257,0.017696,0.203233,0.248928,0.001408,0.000640,0.894562
0.420961,0.017728,0.203425,0.271073,0.001376,0.000896,0.921795
0.420161,0.017856,0.203137,0.270976,0.001568,0.000480,0.920386
0.452962,0.017824,0.203392,0.298369,0.001472,0.000608,0.981027
0.420961,0.017728,0.203681,0.265153,0.001440,0.000416,0.915459
0.419969,0.017536,0.203296,0.271937,0.001408,0.000416,0.921186
0.420993,0.017728,0.220929,0.282017,0.001728,0.000480,0.951107
0.415841,0.017440,0.202497,0.282176,0.001664,0.000512,0.927906
0.416386,0.017344,0.202048,0.270945,0.001472,0.000640,0.915523
0.417473,0.017376,0.202817,0.272225,0.001472,0.000672,0.918435
0.421025,0.017728,0.202784,0.265633,0.001408,0.000416,0.915330
0.421377,0.017536,0.202657,0.259681,0.001472,0.000416,0.909411
0.416289,0.017760,0.203040,0.268993,0.001440,0.000480,0.914114
0.456065,0.018017,0.202528,0.261889,0.001536,0.000448,0.947651
0.421633,0.018176,0.203873,0.259520,0.001440,0.000416,0.911234
0.421313,0.017761,0.203264,0.266177,0.001344,0.000416,0.916515
0.420225,0.017600,0.202945,0.279936,0.001696,0.000480,0.929090
0.417314,0.017664,0.202688,0.260321,0.001664,0.000448,0.907811
0.421057,0.017632,0.202689,0.271712,0.001472,0.000416,0.921442
0.421090,0.017728,0.203264,0.258977,0.001696,0.000640,0.910211
0.441697,0.017856,0.202945,0.303361,0.001312,0.000352,0.973827
0.421313,0.017568,0.203297,0.263136,0.001504,0.000512,0.913762
0.417441,0.017728,0.202945,0.273281,0.001728,0.000480,0.920035
0.416993,0.017568,0.241793,0.269504,0.001536,0.000608,0.954722
0.416450,0.017504,0.205472,0.296577,0.001632,0.000896,0.945923
0.421345,0.017696,0.202689,0.265921,0.001408,0.000448,0.916227
0.421921,0.017600,0.202944,0.267489,0.001408,0.000736,0.918018
0.420417,0.017888,0.203329,0.283841,0.001504,0.000736,0.936099
0.418305,0.017760,0.203457,0.259808,0.001440,0.000704,0.907810
0.420994,0.017952,0.202944,0.258049,0.001408,0.000416,0.908259
0.436993,0.017600,0.202625,0.269185,0.001504,0.000416,0.935395
0.416545,0.017888,0.202784,0.266049,0.001408,0.000384,0.911490
0.416257,0.017856,0.203041,0.268769,0.001568,0.000640,0.914403
0.418305,0.017760,0.243457,0.298593,0.001632,0.000736,0.990979
0.416897,0.017536,0.203264,0.278305,0.001792,0.000416,0.924962
0.421857,0.017792,0.202913,0.247809,0.001408,0.000448,0.898755
0.417601,0.017632,0.203456,0.256545,0.001472,0.000672,0.903810
0.417825,0.017600,0.203009,0.253761,0.001536,0.000704,0.902467
0.417793,0.017600,0.202881,0.271168,0.001760,0.000512,0.918210
0.417665,0.017824,0.202945,0.273569,0.001472,0.000704,0.921059
0.439617,0.017792,0.203457,0.263936,0.001536,0.000448,0.933154
0.422498,0.017696,0.202400,0.268609,0.001440,0.000704,0.919875
0.421345,0.017600,0.202337,0.276001,0.001600,0.000736,0.925891
0.417890,0.017504,0.203264,0.287265,0.001760,0.000448,0.936067
0.419969,0.017760,0.205601,0.273761,0.001632,0.000480,0.926499
0.417249,0.017568,0.203552,0.255585,0.001376,0.000480,0.902626
0.416769,0.017728,0.203201,0.260129,0.001600,0.000736,0.906275
0.438625,0.017632,0.203137,0.278656,0.001600,0.000448,0.947778
0.421122,0.017568,0.204224,0.279233,0.001472,0.000512,0.931011
0.420609,0.017600,0.204161,0.273345,0.001504,0.000640,0.924323
0.417825,0.017536,0.223264,0.267233,0.001408,0.000896,0.934498
0.421505,0.017536,0.202721,0.264097,0.001728,0.000672,0.914307
0.417185,0.017728,0.203296,0.274081,0.001664,0.000800,0.921858
0.418497,0.017537,0.203584,0.266753,0.001696,0.000480,0.915043
0.418369,0.018016,0.202881,0.271424,0.001632,0.000480,0.919042
