Layer[0],Layer[1],Layer[2],Layer[9],Layer[10],classifier
0.425858,0.017536,0.221504,0.265761,0.000704,0.937891
0.425313,0.017600,0.202721,0.261345,0.000576,0.914147
0.425313,0.017888,0.202880,0.265665,0.000704,0.918434
0.425121,0.017568,0.202337,0.259393,0.000768,0.911683
0.424801,0.017696,0.202721,0.248544,0.000704,0.900610
0.420833,0.017472,0.203457,0.269441,0.000704,0.918499
0.425697,0.017568,0.202529,0.263776,0.000736,0.916610
0.426050,0.017536,0.224896,0.267393,0.000640,0.944387
0.420289,0.017760,0.202657,0.259489,0.000672,0.906851
0.420354,0.017696,0.202656,0.258657,0.000768,0.906563
0.425025,0.017792,0.202625,0.260897,0.000704,0.913251
0.425633,0.017824,0.203008,0.260033,0.000768,0.913730
0.425921,0.017696,0.202465,0.262497,0.000640,0.915491
0.420449,0.017504,0.202944,0.257665,0.000704,0.905218
0.435041,0.017632,0.204609,0.270113,0.000640,0.934787
0.426497,0.017632,0.204385,0.259072,0.000768,0.915138
0.425570,0.017792,0.202496,0.252865,0.000736,0.905827
0.425665,0.017472,0.202657,0.287585,0.000672,0.941283
0.416098,0.017568,0.202912,0.247073,0.000640,0.890499
0.425921,0.017504,0.202753,0.256481,0.000736,0.909731
0.426017,0.017504,0.202272,0.261601,0.000704,0.913858
0.432481,0.017504,0.201985,0.264321,0.000704,0.922979
0.425057,0.017632,0.202176,0.245857,0.000640,0.896610
0.425569,0.017664,0.202273,0.264321,0.000640,0.916387
0.415970,0.017440,0.202272,0.267265,0.000704,0.909763
0.419009,0.017632,0.203137,0.253953,0.000608,0.900387
0.420418,0.017536,0.204064,0.264257,0.000608,0.912963
0.420865,0.017696,0.202305,0.271329,0.000704,0.919651
0.437665,0.017664,0.202240,0.254657,0.000640,0.918722
0.420833,0.017696,0.204065,0.261889,0.000608,0.910947
0.426113,0.017632,0.202752,0.250497,0.000576,0.903074
0.425921,0.017696,0.202657,0.291649,0.000736,0.945283
0.420961,0.017600,0.203232,0.256929,0.000608,0.905122
0.425857,0.017632,0.202401,0.247009,0.000640,0.899427
0.416449,0.017504,0.202688,0.246561,0.000768,0.890210
0.520130,0.018080,0.210560,0.342945,0.001376,1.103171
0.423681,0.019200,0.207456,0.363169,0.001697,1.024995
0.422369,0.017824,0.205185,0.323712,0.001632,0.978434
0.450241,0.018368,0.205217,0.363969,0.001376,1.051139
0.430689,0.018304,0.205313,0.353953,0.001728,1.020163
0.430273,0.018176,0.204641,0.356193,0.002048,1.021315
0.420641,0.018080,0.205633,0.365537,0.001536,1.021731
0.423553,0.018625,0.204736,0.345633,0.001632,1.005539
0.423138,0.018304,0.208000,0.380833,0.001536,1.044803
0.420833,0.018368,0.205441,0.368257,0.001376,1.027619
0.420866,0.018336,0.203776,0.383681,0.001472,1.042435
0.421985,0.018016,0.203777,0.409377,0.001760,1.070307
0.429121,0.018240,0.205377,0.352385,0.001408,1.015939
0.424545,0.018240,0.205121,0.376961,0.001216,1.038435
0.419970,0.018208,0.225024,0.379553,0.001344,1.053859
0.420705,0.018272,0.203488,0.357249,0.001184,1.013378
0.422657,0.018016,0.205056,0.358370,0.001280,1.013987
0.418689,0.018144,0.228609,0.382113,0.001248,1.061923
0.421857,0.018080,0.203425,0.299905,0.001312,0.952227
0.419361,0.017920,0.204385,0.309728,0.001088,0.961218
0.417666,0.017536,0.205184,0.306145,0.001056,0.954851
0.421025,0.018049,0.203808,0.358177,0.001376,1.013987
0.425121,0.018176,0.203649,0.319137,0.001056,0.975299
0.424417,0.018016,0.203905,0.291841,0.000864,0.946371
0.432385,0.018400,0.207265,0.375297,0.001728,1.045731
0.428865,0.018336,0.204769,0.293121,0.001120,0.953315
0.429089,0.018592,0.205313,0.388961,0.002208,1.054019
0.423649,0.018496,0.207681,0.354145,0.001280,1.014595
0.423617,0.017920,0.204641,0.276033,0.001120,0.930595
0.427105,0.017760,0.203169,0.256672,0.001056,0.912450
0.419585,0.018016,0.202721,0.267457,0.001088,0.915587
0.425889,0.017760,0.202497,0.321377,0.001408,0.977731
0.421505,0.018016,0.203616,0.273377,0.001088,0.925058
0.447681,0.017728,0.202720,0.249345,0.001088,0.925155
0.421441,0.017952,0.202881,0.256640,0.000960,0.906402
0.425666,0.017728,0.202816,0.264481,0.000832,0.918275
0.427777,0.017568,0.202753,0.295745,0.000960,0.950947
0.416162,0.017472,0.202912,0.261345,0.000608,0.904451
0.431841,0.018048,0.206273,0.353569,0.001216,1.021443
0.421345,0.017792,0.202817,0.263009,0.000768,0.912995
0.435105,0.017696,0.202753,0.263200,0.000736,0.926082
0.427393,0.017824,0.203104,0.269537,0.000768,0.925507
0.422113,0.017568,0.202113,0.256704,0.000640,0.905378
0.426754,0.017824,0.222176,0.264929,0.000640,0.939075
0.420897,0.017792,0.202209,0.259745,0.000704,0.907523
0.425857,0.017664,0.202368,0.265921,0.000640,0.919042
0.428673,0.017728,0.202689,0.259169,0.000672,0.915587
0.420481,0.017952,0.202624,0.268545,0.000768,0.917954
0.417057,0.017856,0.202369,0.265729,0.000704,0.909731
0.427905,0.017824,0.202465,0.259104,0.000672,0.914018
0.444994,0.017824,0.203328,0.330977,0.001088,1.009027
0.416834,0.017856,0.204800,0.280353,0.001056,0.930051
0.416801,0.017792,0.202849,0.274017,0.000896,0.919075
0.421153,0.017568,0.202816,0.281281,0.000800,0.930178
0.421377,0.017921,0.203392,0.268481,0.000672,0.918211
0.429185,0.017888,0.204769,0.284033,0.000672,0.943779
0.421089,0.017632,0.203648,0.260289,0.000736,0.909794
0.425729,0.017888,0.203073,0.274017,0.000896,0.928259
0.416673,0.017536,0.202561,0.261760,0.000800,0.905250
0.425186,0.018272,0.202912,0.263969,0.000800,0.917987
0.415329,0.045248,0.203457,0.267649,0.000896,0.939843
0.425921,0.017664,0.202784,0.255137,0.000928,0.910466
0.417217,0.017856,0.202657,0.254689,0.000864,0.899907
0.416097,0.017824,0.202656,0.261665,0.000640,0.905378
0.416545,0.017760,0.203041,0.262785,0.000640,0.907011
0.421249,0.017536,0.202561,0.269760,0.000736,0.918242
0.416737,0.017568,0.202496,0.263553,0.000608,0.907011
0.445793,0.018048,0.203233,0.273761,0.000928,0.948771
0.426113,0.017600,0.202624,0.260865,0.000672,0.913602
0.427105,0.017632,0.202465,0.263361,0.000704,0.917635
0.421697,0.017504,0.202657,0.289792,0.000800,0.938242
0.426498,0.017504,0.202496,0.254689,0.000672,0.909187
0.425633,0.017888,0.202721,0.261984,0.000736,0.915394
0.420994,0.017824,0.202592,0.264929,0.000832,0.913699
0.443073,0.017632,0.202561,0.262433,0.000736,0.933027
0.421793,0.017440,0.202720,0.266593,0.000992,0.916034
0.425441,0.017536,0.202689,0.261537,0.000640,0.914275
0.427297,0.017760,0.220801,0.270048,0.000704,0.943042
0.427073,0.017568,0.202144,0.265409,0.000832,0.918786
0.427009,0.017792,0.202849,0.270209,0.000640,0.924515
0.427681,0.018016,0.202113,0.259808,0.000736,0.914242
0.426721,0.017472,0.202560,0.264481,0.000768,0.919107
0.428481,0.017856,0.202561,0.261088,0.000640,0.916258
0.426562,0.017792,0.202912,0.259681,0.000608,0.913667
0.438849,0.017792,0.203585,0.272001,0.000640,0.939171
0.426689,0.017824,0.202272,0.249057,0.000672,0.902082
0.421121,0.017568,0.202977,0.258273,0.000672,0.906723
0.422305,0.017632,0.204385,0.286464,0.000640,0.938210
0.427266,0.017536,0.202432,0.264673,0.000640,0.918467
0.426529,0.017728,0.203009,0.253857,0.000640,0.908867
0.426721,0.017632,0.202656,0.265057,0.000640,0.918754
0.448513,0.017792,0.202753,0.264993,0.000864,0.941731
0.421825,0.017984,0.202465,0.258496,0.000832,0.908066
0.425314,0.017664,0.202816,0.258433,0.000608,0.910883
0.425089,0.017568,0.218177,0.263681,0.000704,0.931555
0.425794,0.017856,0.202592,0.246849,0.000736,0.900163
0.420833,0.017728,0.205921,0.249633,0.000832,0.900835
0.426241,0.017536,0.203040,0.259649,0.000768,0.913602
0.420641,0.017728,0.202977,0.256353,0.000704,0.904387
0.420513,0.017504,0.202369,0.258176,0.000640,0.905794
0.425249,0.017537,0.202848,0.258465,0.000608,0.910787
0.426017,0.017632,0.220641,0.267904,0.000864,0.940130
0.416514,0.017824,0.202080,0.258785,0.000768,0.901955
0.419297,0.017792,0.202945,0.289953,0.000864,0.937123
0.425633,0.017312,0.202816,0.260577,0.000800,0.913058
0.426305,0.017824,0.204449,0.266945,0.000800,0.923171
0.426625,0.017504,0.202881,0.259936,0.000800,0.913954
0.420098,0.017760,0.203456,0.261377,0.000640,0.909283
0.433761,0.017536,0.202305,0.249024,0.000640,0.908994
0.425410,0.018336,0.202496,0.255457,0.000640,0.908611
0.426433,0.017664,0.202689,0.248769,0.000736,0.902211
0.425217,0.017792,0.202496,0.290913,0.000800,0.943778
0.416225,0.017792,0.202465,0.261409,0.000736,0.904707
0.425665,0.018016,0.203361,0.259072,0.000768,0.912930
0.420385,0.017920,0.202017,0.273601,0.000672,0.920419
0.452417,0.017504,0.202721,0.268288,0.000832,0.948162
0.420258,0.017504,0.204256,0.257121,0.000704,0.905827
0.425569,0.017888,0.202369,0.251201,0.000896,0.903779
0.425409,0.017600,0.202176,0.306305,0.000736,0.958882
0.425409,0.017600,0.202433,0.259905,0.000704,0.912163
0.425953,0.017952,0.202305,0.257888,0.000672,0.911394
0.422850,0.017920,0.209056,0.333025,0.001344,0.994339
0.422338,0.018208,0.203520,0.251457,0.000832,0.902627
0.416705,0.017536,0.202817,0.263104,0.000704,0.906306
0.416577,0.017793,0.202336,0.253921,0.000672,0.896739
0.420737,0.017472,0.230785,0.235168,0.000640,0.911490
0.415617,0.017984,0.202049,0.250849,0.000704,0.892611
0.420897,0.017632,0.202432,0.252737,0.000736,0.900418
0.416481,0.017728,0.202401,0.277089,0.000704,0.919555
0.415329,0.017504,0.202400,0.251681,0.000736,0.893634
0.415393,0.017760,0.202337,0.260513,0.000576,0.901891
0.415394,0.017888,0.202240,0.249377,0.000928,0.891331
0.425473,0.017728,0.219073,0.255681,0.000704,0.924899
0.416002,0.017504,0.202240,0.243265,0.000608,0.884611
0.416065,0.017312,0.202817,0.269120,0.000608,0.910210
0.415361,0.017664,0.202177,0.235585,0.000608,0.876739
0.430689,0.017408,0.202272,0.249313,0.000672,0.905826
0.415617,0.017216,0.202305,0.248545,0.000704,0.889475
0.416322,0.017856,0.202304,0.272609,0.000608,0.915139
0.415585,0.017312,0.202369,0.268576,0.000736,0.910178
0.416226,0.017600,0.202368,0.252097,0.000768,0.895107
0.415841,0.017728,0.202497,0.252992,0.000832,0.895298
0.425025,0.017505,0.202208,0.268737,0.000640,0.919907
0.430817,0.017664,0.202369,0.274176,0.000608,0.930754
0.415745,0.017632,0.202209,0.260097,0.000736,0.901667
0.415521,0.017696,0.202080,0.263841,0.000832,0.905474
0.415745,0.017568,0.202113,0.240161,0.000736,0.881603
0.425249,0.017728,0.202752,0.251329,0.000640,0.903490
0.416417,0.017600,0.203297,0.245505,0.000768,0.888707
0.426050,0.017792,0.202816,0.259713,0.000896,0.913091
0.416161,0.030560,0.202785,0.242048,0.000672,0.897346
0.420386,0.017888,0.202496,0.250305,0.000672,0.897059
0.419969,0.017472,0.202241,0.237120,0.000768,0.882658
0.416033,0.017536,0.202337,0.247585,0.000704,0.889539
0.415617,0.017728,0.202241,0.253824,0.000736,0.895458
0.415585,0.017664,0.202177,0.274305,0.000640,0.915459
0.416129,0.017600,0.202432,0.244001,0.000736,0.886754
0.425057,0.017664,0.220001,0.254881,0.000672,0.924899
0.422145,0.017600,0.204128,0.267521,0.000672,0.918306
0.416513,0.017600,0.203073,0.253985,0.000736,0.897091
0.415777,0.017696,0.202112,0.236865,0.000704,0.879266
0.429665,0.017728,0.201985,0.249792,0.000640,0.905602
0.415874,0.017984,0.202720,0.249441,0.000704,0.892579
0.415233,0.017504,0.202049,0.247360,0.000768,0.888514
0.415905,0.017600,0.202337,0.273313,0.000672,0.915491
0.416481,0.017664,0.202816,0.253697,0.000928,0.897218
0.416833,0.017504,0.203425,0.243009,0.000768,0.887075
0.415650,0.017760,0.202368,0.250817,0.000768,0.892899
0.427169,0.017536,0.202561,0.278560,0.000704,0.932066
0.416578,0.020960,0.202208,0.246017,0.000992,0.892163
0.415649,0.017440,0.202273,0.247520,0.000704,0.889634
0.421729,0.017568,0.202497,0.256385,0.000832,0.905155
0.417089,0.017440,0.202529,0.273216,0.000704,0.916642
0.420801,0.017696,0.203361,0.248897,0.000672,0.897603
0.415777,0.017472,0.202625,0.254240,0.000640,0.895970
0.428545,0.020064,0.202113,0.249601,0.000704,0.906307
0.415169,0.017664,0.202400,0.258433,0.000704,0.899554
0.416033,0.017632,0.202305,0.283521,0.000640,0.925283
0.415170,0.017536,0.202176,0.280065,0.000704,0.920675
0.416161,0.017664,0.202049,0.229248,0.000768,0.871394
0.416066,0.017696,0.202368,0.252769,0.000640,0.895043
0.415905,0.017664,0.202913,0.253856,0.000800,0.896386
0.415777,0.017600,0.216097,0.277409,0.000704,0.933091
0.417185,0.017760,0.202368,0.240353,0.000800,0.883778
0.415745,0.017568,0.202081,0.264001,0.000672,0.905475
0.415938,0.017600,0.202272,0.255265,0.000768,0.897795
0.441633,0.017536,0.202337,0.248577,0.000704,0.917219
0.416706,0.017760,0.202112,0.261665,0.000736,0.904515
0.416353,0.017536,0.202561,0.245024,0.000736,0.887682
0.416578,0.017664,0.202016,0.256609,0.000736,0.899235
0.416193,0.017472,0.202017,0.251456,0.000768,0.893698
0.416513,0.017761,0.202112,0.247329,0.000736,0.890211
0.416129,0.017536,0.202432,0.305633,0.000736,0.947970
0.429377,0.017633,0.202304,0.289153,0.000640,0.944387
0.415457,0.018240,0.201985,0.246016,0.000672,0.887522
0.415361,0.017504,0.202497,0.237761,0.000800,0.879331
0.425985,0.017792,0.202913,0.287456,0.000768,0.941250
0.425601,0.017632,0.202017,0.240609,0.000864,0.891267
0.426369,0.017664,0.202561,0.258176,0.000608,0.910818
0.415841,0.017632,0.202049,0.242945,0.000672,0.884675
0.429857,0.017856,0.202176,0.292225,0.000768,0.948802
0.421121,0.017856,0.202209,0.266753,0.000640,0.914467
0.416289,0.017408,0.202080,0.281825,0.000736,0.924354
0.417025,0.017472,0.202113,0.286049,0.000800,0.929475
0.415873,0.017408,0.203520,0.236865,0.000736,0.879970
0.415841,0.017792,0.202977,0.246817,0.000640,0.889155
0.415970,0.017696,0.202176,0.243265,0.000800,0.885251
0.415905,0.033280,0.203201,0.270112,0.000640,0.929026
0.417570,0.017792,0.202592,0.292577,0.000672,0.936675
0.416705,0.017600,0.202433,0.246976,0.000704,0.890050
0.416066,0.017696,0.202912,0.242561,0.000736,0.885859
0.415809,0.017504,0.202145,0.258752,0.000672,0.900258
0.415201,0.017856,0.202369,0.248257,0.000800,0.890019
0.416513,0.017952,0.202400,0.272289,0.000608,0.914818
0.415233,0.017504,0.228353,0.250753,0.000640,0.917411
0.415745,0.017632,0.202336,0.234817,0.000640,0.876546
0.426881,0.017696,0.202625,0.248192,0.000864,0.901890
0.415586,0.017536,0.202784,0.244193,0.000896,0.887331
0.428865,0.017728,0.202305,0.241216,0.000928,0.896514
0.416289,0.017440,0.202433,0.247937,0.000576,0.889475
0.415617,0.017600,0.202112,0.246849,0.000640,0.888898
0.416353,0.018368,0.202145,0.289569,0.000736,0.932323
0.415873,0.017312,0.202432,0.230625,0.000672,0.872802
0.415617,0.017504,0.202369,0.251264,0.000704,0.892578
0.415809,0.017537,0.202432,0.245121,0.000672,0.886307
0.428449,0.017312,0.202496,0.233313,0.000576,0.887682
0.415521,0.017440,0.202465,0.250561,0.000576,0.891971
0.415874,0.017728,0.202208,0.259169,0.000576,0.901059
0.415137,0.017664,0.203073,0.256640,0.000608,0.898274
0.416578,0.018048,0.202624,0.254369,0.000640,0.897923
0.416577,0.017824,0.202497,0.251360,0.000672,0.894850
0.416129,0.017632,0.202209,0.244865,0.000576,0.887139
0.415809,0.017760,0.216192,0.241409,0.000672,0.897442
0.415585,0.017536,0.202305,0.253985,0.000576,0.895363
0.416994,0.017632,0.202432,0.261793,0.000640,0.904867
0.417889,0.017824,0.202465,0.249760,0.000576,0.893538
0.430722,0.017504,0.202400,0.244641,0.000608,0.901379
0.415969,0.017600,0.202369,0.250016,0.000704,0.892034
0.417537,0.017696,0.202721,0.263681,0.000608,0.907587
0.416641,0.017536,0.202720,0.271553,0.000704,0.914754
0.417185,0.017760,0.202369,0.257729,0.000672,0.901411
0.417826,0.017824,0.202400,0.256161,0.000672,0.900227
0.417217,0.017568,0.202369,0.244480,0.000672,0.887554
0.429794,0.017888,0.202752,0.284481,0.000800,0.940931
0.416097,0.017952,0.202977,0.259744,0.000672,0.902690
0.417185,0.017793,0.202816,0.289985,0.000704,0.933699
0.425761,0.017568,0.202401,0.244480,0.000704,0.896930
0.416194,0.017664,0.202144,0.249505,0.000704,0.892291
0.416097,0.017792,0.202369,0.249984,0.000640,0.892226
0.416097,0.017600,0.202113,0.245793,0.000672,0.888099
0.420353,0.017664,0.218496,0.255617,0.000640,0.918882
0.415905,0.017504,0.202689,0.274977,0.000704,0.917059
0.415841,0.017536,0.202304,0.261313,0.000704,0.903074
0.415009,0.017664,0.202305,0.257601,0.000640,0.898595
0.415650,0.017536,0.202208,0.249537,0.000672,0.890819
0.415393,0.017568,0.202273,0.239872,0.000640,0.880866
0.415937,0.017728,0.202177,0.241569,0.000640,0.882787
0.416257,0.017632,0.202400,0.285313,0.000672,0.927682
0.415393,0.017536,0.202145,0.248065,0.000704,0.889155
0.415617,0.017696,0.202240,0.264609,0.000800,0.906690
0.415873,0.017696,0.202113,0.257696,0.000640,0.899683
0.433442,0.017856,0.202656,0.257793,0.000608,0.917763
0.415233,0.017728,0.201985,0.239520,0.000640,0.880258
0.415745,0.017568,0.202241,0.261569,0.000608,0.903203
0.415297,0.017312,0.201888,0.293537,0.000576,0.934274
0.415489,0.017472,0.202753,0.233825,0.000640,0.875459
0.415906,0.017472,0.202144,0.259041,0.000544,0.900835
0.415521,0.017504,0.202337,0.237088,0.000672,0.878114
0.415393,0.017633,0.218752,0.260417,0.000672,0.918211
0.416961,0.017536,0.202177,0.253792,0.000672,0.896834
0.416161,0.017856,0.202689,0.254401,0.000576,0.897059
0.415745,0.017888,0.202144,0.234369,0.000608,0.875682
0.423521,0.017792,0.201857,0.259041,0.000768,0.909059
0.415937,0.017632,0.202144,0.252161,0.000768,0.894178
0.415329,0.017472,0.201953,0.244129,0.000736,0.885091
0.415490,0.017472,0.202304,0.259329,0.000704,0.900707
0.426273,0.017536,0.202305,0.246720,0.000704,0.899266
0.415266,0.017792,0.202176,0.227009,0.000768,0.869123
0.415873,0.017664,0.202528,0.250017,0.000704,0.892066
0.429185,0.017664,0.202369,0.255841,0.000736,0.912355
0.419937,0.017536,0.202016,0.262721,0.000800,0.909506
0.426689,0.017728,0.202177,0.268417,0.000640,0.921763
0.415745,0.017824,0.202369,0.272992,0.000864,0.916482
0.415617,0.017984,0.202369,0.255809,0.000800,0.898083
0.421089,0.017792,0.202689,0.253760,0.000800,0.901890
0.425825,0.017600,0.202241,0.245601,0.000736,0.897507
0.442529,0.017600,0.202465,0.252928,0.000768,0.922242
0.421313,0.017664,0.202529,0.247265,0.000704,0.895587
0.425185,0.017664,0.202625,0.254400,0.000640,0.906050
0.416225,0.017505,0.202112,0.267745,0.000928,0.914051
0.425633,0.018176,0.203009,0.256096,0.000768,0.909986
0.425474,0.017472,0.202112,0.254433,0.000608,0.906083
0.420929,0.017536,0.202337,0.251872,0.000800,0.899714
0.459138,0.017632,0.202496,0.248929,0.000640,0.934275
0.425121,0.017536,0.202401,0.258880,0.000736,0.910914
0.419938,0.017888,0.201920,0.249921,0.000672,0.896451
0.425505,0.017696,0.202177,0.279840,0.000928,0.932674
0.416002,0.017600,0.202272,0.248673,0.000640,0.891299
0.425313,0.017632,0.201953,0.242528,0.000608,0.894114
0.420162,0.017472,0.202208,0.264065,0.000672,0.911235
0.438529,0.017696,0.202401,0.260992,0.000800,0.927170
0.425090,0.017792,0.202080,0.250945,0.000640,0.902371
0.425505,0.017696,0.202209,0.252832,0.000640,0.904642
0.420898,0.017248,0.202432,0.288481,0.000640,0.935747
0.420865,0.017632,0.201889,0.266560,0.000736,0.913666
0.425378,0.017504,0.202080,0.244737,0.000608,0.896387
0.415905,0.017696,0.202081,0.252001,0.000800,0.894499
0.440770,0.017760,0.202272,0.249729,0.000640,0.917411
0.415873,0.017632,0.202241,0.243009,0.000704,0.885475
0.425154,0.017568,0.202368,0.246369,0.000736,0.898275
0.415585,0.017600,0.203009,0.284481,0.000768,0.927555
0.420226,0.017504,0.202176,0.252993,0.000768,0.898819
0.425505,0.017344,0.202049,0.240993,0.000704,0.892419
0.420482,0.017760,0.202176,0.259169,0.000672,0.906403
0.436225,0.017408,0.202369,0.249985,0.000704,0.912771
0.420386,0.017696,0.202144,0.253569,0.000768,0.899907
0.420001,0.017664,0.201953,0.254592,0.000768,0.902019
0.420642,0.017536,0.202112,0.257825,0.000704,0.904483
0.427777,0.017472,0.202369,0.246881,0.000832,0.901507
0.426882,0.017760,0.202656,0.253793,0.000768,0.908067
0.427809,0.017664,0.202177,0.250465,0.000832,0.905507
0.444065,0.017632,0.202112,0.253633,0.000736,0.924130
0.426305,0.017600,0.202401,0.256961,0.000768,0.909699
0.426081,0.017952,0.202976,0.251745,0.000704,0.904770
0.422433,0.017600,0.202305,0.249825,0.000768,0.898723
0.426817,0.017600,0.202848,0.252129,0.000640,0.905346
0.427233,0.017696,0.201921,0.250689,0.000640,0.903843
0.426209,0.017632,0.202784,0.253313,0.000608,0.906434
0.449153,0.017440,0.202689,0.245281,0.000672,0.921219
0.427009,0.017664,0.202432,0.269089,0.000864,0.923138
0.421761,0.017440,0.202529,0.261153,0.000768,0.909763
0.426017,0.017600,0.202305,0.259744,0.000640,0.912226
0.427586,0.017568,0.202368,0.277185,0.000608,0.931363
0.421505,0.017504,0.202337,0.267744,0.000704,0.915650
0.428002,0.017504,0.202176,0.252065,0.000704,0.906339
0.437825,0.017792,0.202529,0.261761,0.000640,0.926627
0.426338,0.017760,0.202016,0.249505,0.000640,0.902115
0.421665,0.017696,0.202465,0.251872,0.000704,0.900418
0.425666,0.017280,0.202528,0.300545,0.000736,0.953059
0.426177,0.017856,0.202273,0.281313,0.000768,0.934627
0.420705,0.017568,0.202753,0.251904,0.000736,0.899522
0.420577,0.017600,0.202401,0.255809,0.000704,0.902755
0.442273,0.017664,0.202369,0.269984,0.000768,0.939650
0.426561,0.017921,0.202208,0.253889,0.000672,0.906979
0.428641,0.017728,0.202593,0.251872,0.000704,0.907938
0.416929,0.017729,0.202368,0.270721,0.000736,0.915043
0.426721,0.017632,0.202369,0.258112,0.000640,0.911458
0.426242,0.017632,0.201984,0.254529,0.000704,0.907459
0.426401,0.017760,0.202241,0.271617,0.000640,0.926435
0.444801,0.017632,0.202784,0.260737,0.000864,0.933410
0.427297,0.017760,0.203233,0.250369,0.000704,0.905443
0.426593,0.017376,0.201889,0.257056,0.000640,0.909410
0.426305,0.017281,0.202688,0.269857,0.000832,0.923491
0.425729,0.017600,0.202625,0.254944,0.000672,0.907426
0.425858,0.017632,0.202272,0.261537,0.000704,0.914691
0.426369,0.017664,0.202081,0.252896,0.000672,0.905506
0.449058,0.017824,0.202976,0.238113,0.000640,0.915267
0.421089,0.017696,0.202657,0.255393,0.000832,0.904611
0.425697,0.017536,0.202240,0.249409,0.000736,0.903778
0.426753,0.017472,0.202593,0.269889,0.000672,0.923587
0.427873,0.017632,0.202241,0.261568,0.000832,0.916226
0.426881,0.017600,0.202273,0.253473,0.000800,0.906979
0.426433,0.017568,0.202209,0.254240,0.000768,0.907490
0.433666,0.017568,0.202592,0.263297,0.000800,0.925059
0.417505,0.017728,0.202561,0.260544,0.000672,0.905442
0.416834,0.017792,0.202528,0.285537,0.000672,0.929475
0.429089,0.017632,0.223713,0.270561,0.000800,0.949891
0.416801,0.017600,0.202945,0.258080,0.000672,0.901794
0.417761,0.017952,0.202753,0.266113,0.000832,0.913699
0.426081,0.017824,0.202529,0.262400,0.000704,0.915778
0.426786,0.017696,0.202592,0.257921,0.000768,0.912611
0.426401,0.017696,0.202433,0.260353,0.000640,0.912995
0.426625,0.017632,0.202400,0.262209,0.000800,0.916322
0.420257,0.042432,0.203105,0.272385,0.000672,0.945379
0.420353,0.017664,0.202241,0.249696,0.000832,0.896674
0.420737,0.017696,0.202145,0.259937,0.000704,0.907395
0.420321,0.017760,0.202593,0.247904,0.000704,0.895010
0.420225,0.017728,0.203873,0.271201,0.000672,0.920323
0.426081,0.017472,0.203073,0.270048,0.000800,0.925378
0.420738,0.017536,0.203072,0.257121,0.000736,0.905187
0.441313,0.017984,0.202913,0.258689,0.000672,0.927555
0.415969,0.017472,0.202624,0.252609,0.000800,0.895746
0.416065,0.017664,0.202337,0.261825,0.000736,0.904995
0.425697,0.017536,0.202561,0.308640,0.000704,0.961186
0.426210,0.017536,0.202112,0.249633,0.000736,0.902179
0.428161,0.017504,0.202561,0.272864,0.000736,0.927810
0.425954,0.017632,0.202048,0.257057,0.000704,0.908803
0.446497,0.017280,0.202081,0.247841,0.000672,0.920419
0.420289,0.017536,0.202240,0.264769,0.000768,0.913250
0.420705,0.017664,0.202081,0.247233,0.000800,0.894723
0.421953,0.017504,0.202560,0.276001,0.000800,0.924802
