Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.734308,0.002592,0.001088,0.000384,1.742532
1.759460,0.002720,0.001120,0.000384,1.768964
1.732611,0.002624,0.001088,0.000416,1.740899
1.779171,0.003968,0.001248,0.000416,1.790787
1.743555,0.003648,0.001184,0.000608,1.754339
1.766755,0.002592,0.001216,0.000352,1.775715
1.749219,0.002912,0.001248,0.000384,1.759011
1.775107,0.003104,0.001184,0.000416,1.786499
1.752195,0.002720,0.001216,0.000352,1.763939
1.765699,0.002752,0.001248,0.000384,1.776451
1.736419,0.002880,0.001184,0.000640,1.747075
1.805379,0.002912,0.001184,0.000416,1.816323
1.747491,0.002752,0.001248,0.000352,1.757283
1.767556,0.003072,0.001152,0.000384,1.777604
1.729892,0.002944,0.001280,0.000416,1.739812
1.761092,0.002976,0.001280,0.000416,1.770980
1.747299,0.002944,0.001184,0.000352,1.757347
1.754819,0.002784,0.001120,0.000384,1.763587
1.731619,0.002816,0.001184,0.000416,1.740835
1.759267,0.002848,0.001088,0.000384,1.767875
1.736036,0.002912,0.001056,0.000448,1.745124
1.798180,0.002784,0.001120,0.000384,1.806948
1.729731,0.002752,0.001216,0.000416,1.739491
1.749187,0.002944,0.001152,0.000448,1.758659
1.730372,0.002624,0.001088,0.000384,1.739428
1.752196,0.002976,0.001152,0.000384,1.761988
1.739363,0.002848,0.001120,0.000384,1.748387
1.785540,0.002848,0.001152,0.000384,1.794340
1.731972,0.002528,0.001216,0.000416,1.741252
1.769955,0.002752,0.001280,0.000416,1.778915
1.729603,0.002784,0.001120,0.000384,1.738467
1.740900,0.002432,0.001152,0.000576,1.749316
1.732803,0.002400,0.001120,0.000416,1.742211
1.754628,0.002688,0.001152,0.000416,1.763108
1.732675,0.002944,0.001216,0.000384,1.742723
1.752260,0.002816,0.001120,0.000384,1.760932
1.712900,0.002624,0.001120,0.000384,1.721284
1.748099,0.002688,0.001120,0.000416,1.756643
1.729476,0.002624,0.001120,0.000384,1.739108
1.761667,0.003392,0.001152,0.000384,1.771427
1.758180,0.002656,0.001184,0.000448,1.766980
1.744547,0.002944,0.001120,0.000384,1.753155
1.741924,0.002560,0.001248,0.000384,1.751172
1.758788,0.002688,0.001216,0.000416,1.767684
1.715267,0.002944,0.001152,0.000384,1.724259
1.763748,0.002688,0.001216,0.000384,1.772516
1.748963,0.003424,0.001088,0.000384,1.758435
1.765316,0.003968,0.001216,0.000416,1.775556
1.736516,0.002592,0.001120,0.000384,1.746244
1.760035,0.003808,0.001088,0.000384,1.770051
1.733284,0.002688,0.001184,0.000384,1.742244
1.752483,0.003360,0.001184,0.000384,1.762275
1.762339,0.002688,0.001152,0.000416,1.771907
1.761667,0.002976,0.001184,0.000384,1.771107
1.736356,0.002592,0.001056,0.000384,1.744484
1.760676,0.002976,0.001152,0.000416,1.769860
1.752547,0.002560,0.001120,0.000352,1.760868
1.752963,0.002560,0.001024,0.000384,1.761475
1.721507,0.002560,0.001152,0.000384,1.730403
1.755268,0.002432,0.001120,0.000416,1.763364
1.711043,0.002496,0.001120,0.000384,1.719331
1.777123,0.002656,0.001184,0.000352,1.785891
1.757987,0.003392,0.001120,0.000416,1.768099
1.752163,0.003264,0.001152,0.000384,1.761795
1.730819,0.002784,0.001152,0.000384,1.739587
1.739363,0.002784,0.001152,0.000384,1.748195
1.758243,0.002560,0.001184,0.000352,1.766851
1.753891,0.002400,0.001184,0.000384,1.762403
1.731107,0.002688,0.001056,0.000384,1.739587
1.757092,0.003712,0.001152,0.000416,1.767204
1.726788,0.002624,0.001120,0.000352,1.734948
1.761796,0.003872,0.001088,0.000416,1.772996
1.740195,0.002720,0.001248,0.000416,1.748867
1.772899,0.002784,0.001120,0.000352,1.782083
1.734019,0.002624,0.001152,0.000416,1.742563
1.750947,0.002688,0.001056,0.000384,1.759491
1.756836,0.002656,0.001152,0.000416,1.765252
1.793572,0.003840,0.001184,0.000384,1.804484
1.727972,0.002560,0.000992,0.000416,1.736164
1.792419,0.002560,0.001120,0.000384,1.800835
1.783363,0.002624,0.001152,0.000384,1.791587
1.754980,0.002432,0.001120,0.000416,1.763748
1.728324,0.002848,0.001184,0.000416,1.736868
1.732611,0.002496,0.001152,0.000416,1.740771
1.724323,0.002432,0.001056,0.000416,1.732291
1.745124,0.002592,0.001088,0.000384,1.753380
1.736836,0.002400,0.001056,0.000416,1.744932
1.748547,0.003616,0.001088,0.000384,1.758211
1.725507,0.002400,0.001088,0.000384,1.733667
1.751396,0.003392,0.001056,0.000384,1.760516
1.721732,0.002464,0.001056,0.000384,1.729636
1.754019,0.002752,0.001120,0.000384,1.763171
1.730468,0.002528,0.001088,0.000384,1.738596
1.766851,0.002656,0.001376,0.000352,1.776291
1.737220,0.002592,0.001056,0.000384,1.745860
1.752323,0.002528,0.000960,0.000416,1.760899
1.761347,0.002720,0.000992,0.000416,1.769827
1.760868,0.002560,0.001056,0.000416,1.769860
1.724003,0.002336,0.001120,0.000448,1.732067
1.793860,0.003840,0.000992,0.000416,1.803748
1.710531,0.002624,0.001056,0.000608,1.718883
1.751620,0.002464,0.000960,0.000384,1.760452
1.716067,0.002752,0.001120,0.000384,1.724995
1.747747,0.002784,0.001024,0.000384,1.756099
1.751940,0.002560,0.001088,0.000352,1.760196
1.748771,0.002624,0.000992,0.000416,1.757315
1.730532,0.002656,0.001088,0.000352,1.738724
1.751204,0.002592,0.001056,0.000416,1.759556
1.716195,0.002592,0.001088,0.000384,1.724451
1.739364,0.002656,0.001024,0.000384,1.748100
1.765700,0.002560,0.001056,0.000384,1.774052
1.804803,0.003937,0.001120,0.000384,1.816132
1.734179,0.002784,0.001056,0.000384,1.742659
1.779523,0.002624,0.001152,0.000416,1.788003
1.729668,0.002496,0.001120,0.000384,1.737892
1.750052,0.002688,0.001088,0.000416,1.758628
1.727107,0.002528,0.001056,0.000416,1.735171
1.752899,0.003616,0.001024,0.000384,1.762595
1.754820,0.002496,0.000896,0.000416,1.762532
1.776164,0.003776,0.000992,0.000384,1.786436
1.769796,0.003040,0.001088,0.000416,1.779620
1.806596,0.002624,0.001152,0.000384,1.814404
1.730916,0.002784,0.001088,0.000416,1.740036
1.740772,0.002560,0.001216,0.000416,1.749348
1.738084,0.002528,0.001120,0.000416,1.746692
1.748036,0.002624,0.001152,0.000384,1.756260
1.729955,0.002432,0.001440,0.000416,1.738596
1.781636,0.003648,0.001184,0.000416,1.791748
1.723555,0.002496,0.001088,0.000384,1.731747
1.742212,0.002688,0.001152,0.000416,1.751044
1.738884,0.002880,0.001152,0.000384,1.747940
1.745764,0.003392,0.001152,0.000384,1.754980
1.723684,0.002688,0.001152,0.000352,1.732260
1.737348,0.002560,0.001088,0.000416,1.745476
1.760739,0.002528,0.001088,0.000416,1.769539
1.752483,0.003072,0.001088,0.000416,1.761347
1.730851,0.002592,0.001152,0.000608,1.739939
1.736387,0.003488,0.001056,0.000384,1.745475
1.757603,0.002944,0.001088,0.000384,1.766436
1.752868,0.002912,0.001152,0.000384,1.761956
1.740164,0.002656,0.001152,0.000416,1.753028
1.794435,0.002848,0.001088,0.000384,1.803523
1.732420,0.002624,0.001120,0.000416,1.741668
1.800964,0.003296,0.001056,0.000384,1.809860
1.760611,0.002688,0.001216,0.000608,1.769987
1.751972,0.002720,0.001120,0.000352,1.760612
1.736900,0.002752,0.001216,0.000384,1.745796
1.753219,0.002592,0.001376,0.000384,1.761763
1.762436,0.002848,0.001120,0.000384,1.772420
1.742404,0.002656,0.001152,0.000384,1.751364
1.723459,0.002528,0.001184,0.000416,1.733475
1.799460,0.003424,0.001056,0.000384,1.809188
1.719939,0.002496,0.001152,0.000416,1.729251
1.747492,0.003584,0.001248,0.000416,1.758340
1.726467,0.002560,0.001152,0.000416,1.735587
1.759332,0.003488,0.001248,0.000416,1.769284
1.731587,0.002720,0.001152,0.000384,1.740451
1.811844,0.003104,0.001184,0.000352,1.821252
1.727651,0.002720,0.001088,0.000416,1.737603
1.750468,0.002688,0.001152,0.000352,1.759428
1.734563,0.003104,0.001152,0.000384,1.745091
1.825572,0.002912,0.001056,0.000416,1.834180
1.769924,0.003328,0.001152,0.000384,1.779716
1.797475,0.002880,0.001152,0.000416,1.806723
1.737827,0.002592,0.001184,0.000384,1.747107
1.745636,0.002656,0.001120,0.000416,1.754820
1.726307,0.002560,0.001152,0.000608,1.735299
1.754180,0.002688,0.001216,0.000384,1.762724
1.744291,0.002912,0.001472,0.000416,1.754467
1.755907,0.002976,0.001248,0.000384,1.766051
1.744771,0.003040,0.001184,0.000416,1.754403
1.776164,0.002752,0.001216,0.000384,1.784804
1.751428,0.003232,0.001216,0.000384,1.761444
1.744227,0.002784,0.001152,0.000384,1.753155
1.767715,0.002816,0.001280,0.000384,1.776835
1.812996,0.002784,0.001088,0.000384,1.822148
1.722724,0.002688,0.001152,0.000608,1.731492
1.798436,0.003744,0.001152,0.000384,1.808324
1.729124,0.002688,0.001120,0.000384,1.737476
1.773860,0.002720,0.001120,0.000384,1.782628
1.772516,0.002752,0.001184,0.000576,1.781156
1.753956,0.002848,0.001216,0.000416,1.762852
1.733027,0.002656,0.001088,0.000416,1.741443
1.745347,0.002784,0.001120,0.000608,1.754435
1.765795,0.003296,0.001216,0.000384,1.775171
1.781283,0.003808,0.001216,0.000384,1.791779
1.762371,0.003040,0.001088,0.000352,1.771139
1.776547,0.002656,0.001088,0.000416,1.785155
1.763139,0.003168,0.001120,0.000384,1.771843
1.807044,0.003072,0.000960,0.000352,1.816580
1.733796,0.002656,0.001184,0.000352,1.742628
1.785284,0.002848,0.001216,0.000352,1.794180
1.762628,0.004288,0.001504,0.000352,1.775300
1.782723,0.003456,0.001344,0.000352,1.792643
1.762979,0.002976,0.001376,0.000576,1.772483
1.798756,0.003584,0.001472,0.000352,1.808932
1.776676,0.003584,0.001280,0.000384,1.786596
1.758148,0.003168,0.001440,0.000384,1.767908
1.731779,0.003168,0.001376,0.000384,1.741123
1.781860,0.003744,0.001376,0.000384,1.793348
1.744100,0.003168,0.001216,0.000384,1.753732
1.763651,0.003296,0.001280,0.000384,1.773219
1.741603,0.003104,0.001120,0.000576,1.750627
1.760196,0.002624,0.001248,0.000544,1.769764
1.733987,0.002528,0.001152,0.000384,1.742275
1.795587,0.002848,0.001088,0.000384,1.805475
1.740228,0.002848,0.001216,0.000384,1.749540
1.784100,0.003744,0.001472,0.000416,1.795460
1.732259,0.002624,0.001216,0.000352,1.740963
1.757220,0.002944,0.001216,0.000352,1.768196
1.738051,0.003360,0.001120,0.000352,1.747619
1.798692,0.003168,0.001152,0.000416,1.808676
1.729635,0.002880,0.001152,0.000416,1.738755
1.779460,0.002720,0.001408,0.000384,1.788676
1.736483,0.002560,0.001120,0.000352,1.744835
1.767204,0.002560,0.001120,0.000416,1.777700
1.733923,0.002816,0.001088,0.000352,1.743619
1.761956,0.002624,0.001312,0.000384,1.771620
1.745859,0.002816,0.001120,0.000384,1.755107
1.791172,0.003776,0.001344,0.000352,1.804548
1.767876,0.003840,0.001408,0.000384,1.778692
1.807651,0.003392,0.001408,0.000416,1.819780
1.747779,0.003360,0.001280,0.000384,1.758403
1.771332,0.002624,0.001280,0.000384,1.781700
1.770436,0.002816,0.001248,0.000416,1.780452
1.746563,0.002752,0.001216,0.000352,1.757155
1.788004,0.002592,0.001216,0.000384,1.797572
1.791012,0.003264,0.001248,0.000384,1.801028
1.729507,0.002752,0.001216,0.000384,1.740259
1.763171,0.003424,0.001280,0.000384,1.773347
1.764644,0.002752,0.001344,0.000352,1.774020
1.759716,0.003552,0.001152,0.000352,1.770244
1.738852,0.002720,0.001184,0.000416,1.747940
1.749667,0.002656,0.001216,0.000416,1.757859
1.749411,0.002752,0.001184,0.000352,1.759235
1.825443,0.004256,0.001600,0.000352,1.836611
1.802691,0.005248,0.002304,0.000608,1.820355
1.826723,0.004096,0.001600,0.000320,1.837923
1.755235,0.003136,0.001248,0.000320,1.766147
1.770083,0.003232,0.001280,0.000384,1.779427
1.780771,0.003232,0.001344,0.000320,1.790947
1.765955,0.002944,0.001248,0.000352,1.774787
1.744003,0.002752,0.001248,0.000576,1.753283
1.797859,0.003872,0.001248,0.000320,1.808675
1.746147,0.003072,0.001248,0.000608,1.755683
1.760131,0.003520,0.001280,0.000544,1.770371
1.740515,0.002784,0.001248,0.000640,1.749987
1.750371,0.002816,0.001152,0.000352,1.758691
1.740451,0.002848,0.001281,0.000352,1.749860
1.774340,0.003488,0.001152,0.000416,1.784196
1.729764,0.002912,0.001184,0.000320,1.739172
1.808228,0.002976,0.001216,0.000576,1.817604
1.769027,0.002816,0.001248,0.000416,1.778179
1.749443,0.002880,0.001216,0.000384,1.758787
1.761315,0.002848,0.001248,0.000384,1.771300
1.743300,0.002944,0.001184,0.000352,1.752484
1.729732,0.002752,0.001216,0.000416,1.738788
1.779748,0.002688,0.001344,0.000544,1.788772
1.750691,0.003040,0.001216,0.000416,1.760963
1.808708,0.003040,0.001280,0.000384,1.818692
1.740836,0.002912,0.001440,0.000384,1.750756
1.767907,0.003072,0.001280,0.000384,1.777123
1.740964,0.002848,0.001312,0.000352,1.750052
1.746916,0.002560,0.001184,0.000352,1.755364
1.747171,0.002944,0.001408,0.000416,1.756931
1.763779,0.002752,0.001120,0.000416,1.772355
1.773476,0.002784,0.001344,0.000384,1.783012
1.746851,0.003808,0.001152,0.000352,1.757187
1.783876,0.003008,0.001248,0.000576,1.794084
1.810499,0.002816,0.001120,0.000608,1.819939
1.730596,0.002784,0.001248,0.000352,1.740100
1.785827,0.003552,0.001088,0.000416,1.796259
1.738180,0.002528,0.001216,0.000352,1.747364
1.808867,0.005312,0.001952,0.000576,1.822243
1.782052,0.004128,0.001568,0.000352,1.793444
1.747619,0.002912,0.001280,0.000352,1.756995
1.754532,0.002752,0.001088,0.000608,1.763812
1.737763,0.003584,0.001120,0.000384,1.748131
1.728804,0.002688,0.001184,0.000384,1.738052
1.738308,0.002624,0.001216,0.000416,1.747204
1.719619,0.002464,0.001216,0.000576,1.728035
1.762852,0.002912,0.001120,0.000352,1.771460
1.733635,0.004320,0.001600,0.000544,1.744707
1.747364,0.003616,0.001696,0.000544,1.758212
1.735556,0.002976,0.001184,0.000416,1.744292
1.741059,0.002720,0.001184,0.000416,1.750595
1.737476,0.002624,0.001152,0.000416,1.746052
1.776484,0.002656,0.001280,0.000352,1.785796
1.762147,0.002528,0.001088,0.000576,1.770819
1.731395,0.002816,0.001472,0.000384,1.740323
1.732292,0.002656,0.001088,0.000352,1.740708
1.727076,0.002528,0.001152,0.000416,1.735524
1.779523,0.004704,0.002080,0.000576,1.792611
1.730723,0.003584,0.001152,0.000352,1.741027
1.763684,0.003296,0.001472,0.000320,1.773604
1.745732,0.002944,0.001120,0.000416,1.755012
1.736196,0.002720,0.001152,0.000384,1.745028
1.749860,0.003264,0.001280,0.000384,1.761188
1.747331,0.003168,0.001248,0.000384,1.756963
1.729539,0.002752,0.001152,0.000576,1.738947
1.728099,0.002848,0.001120,0.000416,1.737443
1.762275,0.002752,0.001152,0.000352,1.771683
1.750595,0.002816,0.001248,0.000384,1.759875
1.749507,0.003296,0.001216,0.000384,1.759523
1.719651,0.002944,0.001120,0.000416,1.728771
1.743620,0.003040,0.001120,0.000384,1.752932
1.741892,0.002816,0.001152,0.000416,1.751204
1.751555,0.003040,0.001216,0.000352,1.762403
1.739043,0.003008,0.001248,0.000608,1.748803
1.740323,0.002720,0.001152,0.000576,1.749667
1.737251,0.002816,0.001152,0.000384,1.746115
1.735107,0.002720,0.001216,0.000416,1.744067
1.732675,0.002784,0.001153,0.000352,1.741604
1.729860,0.002720,0.001120,0.000608,1.739044
1.739876,0.002912,0.001056,0.000416,1.748740
1.736932,0.002656,0.001216,0.000416,1.746148
1.752260,0.002784,0.001056,0.000384,1.760612
1.754211,0.002848,0.001248,0.000384,1.764899
1.787268,0.004992,0.001920,0.000544,1.800484
1.748548,0.003264,0.001152,0.000384,1.758308
1.744451,0.002848,0.001120,0.000416,1.753347
1.758499,0.002560,0.001216,0.000384,1.767555
1.743140,0.002656,0.001216,0.000416,1.751812
1.758244,0.002976,0.001152,0.000416,1.767236
1.760707,0.003904,0.001344,0.000480,1.771651
1.730276,0.002560,0.001248,0.000352,1.738884
1.767460,0.003808,0.001312,0.000384,1.778756
1.726147,0.002784,0.001184,0.000384,1.735107
1.790340,0.003904,0.001088,0.000384,1.800324
1.722275,0.002752,0.001120,0.000384,1.731747
1.765156,0.003872,0.001184,0.000416,1.776132
1.740995,0.002784,0.001216,0.000384,1.749795
1.803460,0.003936,0.001248,0.000384,1.814052
1.726948,0.002624,0.001184,0.000384,1.735396
1.760707,0.003808,0.001216,0.000448,1.771075
1.745572,0.002816,0.001056,0.000384,1.754564
1.746467,0.002848,0.001152,0.000384,1.756387
1.738276,0.002656,0.001216,0.000384,1.746916
1.756611,0.003712,0.001152,0.000416,1.767235
1.759076,0.002848,0.001152,0.000384,1.768004
1.744676,0.003776,0.001120,0.000320,1.754916
1.722723,0.002656,0.001120,0.000384,1.731491
1.755268,0.004000,0.001120,0.000384,1.766020
1.733507,0.002560,0.001088,0.000416,1.742051
1.806468,0.003936,0.001184,0.000384,1.817220
1.739876,0.002688,0.001056,0.000384,1.748388
1.802115,0.002656,0.001088,0.000352,1.811363
1.719396,0.002656,0.001120,0.000352,1.728004
1.756644,0.003904,0.001344,0.000384,1.768004
1.774884,0.002752,0.001280,0.000416,1.784324
1.773251,0.002784,0.001088,0.000352,1.782211
1.736772,0.002656,0.001152,0.000352,1.745188
1.749924,0.002752,0.001120,0.000416,1.758436
1.737155,0.002592,0.001248,0.000416,1.745539
1.776835,0.002816,0.001088,0.000416,1.785731
1.732740,0.002816,0.001120,0.000640,1.741796
1.774884,0.002752,0.001120,0.000384,1.784708
1.785892,0.003040,0.001152,0.000384,1.794948
1.746756,0.002784,0.001088,0.000544,1.755908
1.734628,0.002816,0.001344,0.000384,1.743652
1.758979,0.002688,0.001120,0.000384,1.767587
1.716611,0.002912,0.001120,0.000384,1.725475
1.739779,0.003680,0.001216,0.000640,1.750275
1.766948,0.002656,0.001216,0.000384,1.775556
1.787780,0.002944,0.001120,0.000384,1.797284
1.733828,0.002848,0.001120,0.000384,1.742852
1.755108,0.002720,0.001088,0.000384,1.764100
1.766884,0.002848,0.001152,0.000448,1.776036
1.764259,0.002912,0.001152,0.000320,1.773827
1.780675,0.002784,0.001120,0.000416,1.789443
1.752707,0.002976,0.001088,0.000384,1.762211
1.734723,0.002848,0.001088,0.000384,1.743299
1.758499,0.002976,0.001088,0.000384,1.767491
1.727811,0.002720,0.001216,0.000416,1.737059
1.749411,0.002784,0.001024,0.000416,1.758243
1.737956,0.002464,0.001088,0.000608,1.746404
1.777380,0.002688,0.001216,0.000448,1.786820
1.726084,0.002752,0.001152,0.000416,1.734852
1.775427,0.002688,0.001120,0.000384,1.784771
1.752803,0.003744,0.001120,0.000352,1.762532
1.768260,0.002784,0.001088,0.000416,1.777188
1.761764,0.002624,0.001120,0.000352,1.770820
1.789411,0.002560,0.001088,0.000608,1.798211
1.733987,0.002784,0.001152,0.000416,1.743235
1.761412,0.002880,0.001120,0.000384,1.770212
1.756196,0.002816,0.001088,0.000416,1.765124
1.758019,0.002880,0.001216,0.000416,1.767043
1.768900,0.003104,0.001120,0.000352,1.778148
1.742499,0.002944,0.001184,0.000416,1.751555
1.738435,0.003872,0.001184,0.000448,1.748643
1.774788,0.002912,0.001120,0.000384,1.783556
1.742499,0.002752,0.001152,0.000416,1.751587
1.806564,0.003008,0.001216,0.000608,1.816228
1.775139,0.002944,0.001184,0.000352,1.784227
1.749444,0.002848,0.001120,0.000576,1.758084
1.776196,0.003072,0.001248,0.000608,1.786852
1.763908,0.003072,0.001280,0.000352,1.773636
1.722819,0.003008,0.001184,0.000352,1.732323
1.766212,0.003072,0.001248,0.000384,1.775524
1.737859,0.002784,0.001440,0.000352,1.747235
1.781124,0.003072,0.001184,0.000384,1.790436
1.738211,0.002848,0.001184,0.000352,1.747299
1.771716,0.003040,0.001120,0.000416,1.781028
1.743075,0.003072,0.001184,0.000416,1.752451
1.768963,0.003936,0.001184,0.000384,1.779427
1.774532,0.003008,0.001152,0.000352,1.784164
1.763652,0.003072,0.001248,0.000384,1.773956
1.743459,0.003072,0.001216,0.000448,1.753635
1.811044,0.002944,0.001408,0.000384,1.820836
1.737764,0.003040,0.001184,0.000384,1.747428
1.784964,0.002944,0.001216,0.000416,1.794212
1.750883,0.002912,0.001184,0.000416,1.760643
1.750532,0.002848,0.001152,0.000352,1.759428
1.764900,0.003424,0.001120,0.000384,1.774372
1.748195,0.002912,0.001120,0.000384,1.757315
1.743875,0.002848,0.001120,0.000640,1.754435
1.765731,0.002912,0.001152,0.000320,1.775075
1.733540,0.002816,0.001120,0.000384,1.742756
1.765092,0.003136,0.001280,0.000416,1.774692
1.766436,0.002944,0.001184,0.000608,1.776260
1.774212,0.002912,0.001248,0.000416,1.783524
1.762371,0.003360,0.001248,0.000416,1.772803
1.790339,0.003456,0.001216,0.000704,1.800995
1.735395,0.002624,0.001184,0.000352,1.744195
1.763267,0.002880,0.001184,0.000640,1.772227
1.754627,0.003232,0.001152,0.000352,1.765027
1.774051,0.003616,0.001216,0.000384,1.783683
1.737731,0.003008,0.001088,0.000384,1.747427
1.765571,0.002912,0.001120,0.000416,1.775171
1.737795,0.002688,0.001184,0.000384,1.746819
1.813187,0.003201,0.001248,0.000416,1.823396
1.743331,0.002944,0.001248,0.000416,1.752836
1.763364,0.003040,0.001248,0.000448,1.773636
1.735428,0.002784,0.001280,0.000576,1.744836
1.774916,0.002944,0.001248,0.000576,1.784932
1.752228,0.002880,0.001184,0.000352,1.762084
1.767203,0.002720,0.001248,0.000416,1.776579
1.748483,0.002976,0.001280,0.000320,1.757635
1.763971,0.002944,0.001216,0.000384,1.773091
1.747684,0.002976,0.001312,0.000352,1.756932
1.764292,0.003200,0.001472,0.000416,1.774724
1.773764,0.003104,0.001248,0.000384,1.782820
1.765795,0.002944,0.001216,0.000416,1.775075
1.766787,0.003296,0.001216,0.000416,1.776451
1.764676,0.003040,0.001216,0.000416,1.775076
1.745539,0.002912,0.001152,0.000384,1.754563
1.760739,0.002880,0.001120,0.000352,1.769667
1.741732,0.003072,0.001184,0.000352,1.750788
1.789444,0.003104,0.001216,0.000576,1.798852
1.777796,0.003104,0.001248,0.000384,1.787332
1.790084,0.003552,0.001440,0.000384,1.800548
1.748067,0.003008,0.001216,0.000608,1.757507
1.781764,0.003200,0.001152,0.000608,1.791780
1.746435,0.003232,0.001440,0.000320,1.755939
1.800324,0.003328,0.001248,0.000608,1.811204
1.754211,0.004032,0.001472,0.000608,1.765123
1.759780,0.003584,0.001280,0.000640,1.770788
1.748579,0.002976,0.001216,0.000416,1.757859
1.773284,0.003104,0.001216,0.000352,1.782404
1.752227,0.002976,0.001248,0.000352,1.761635
1.801764,0.003264,0.001184,0.000352,1.811780
1.751139,0.002816,0.001248,0.000320,1.760323
1.770884,0.003648,0.001184,0.000416,1.781380
1.747332,0.003040,0.001248,0.000416,1.756676
1.769123,0.003488,0.001248,0.000352,1.779779
1.753892,0.003168,0.001312,0.000576,1.763684
1.751748,0.003200,0.001216,0.000352,1.761572
1.766563,0.003392,0.001600,0.000608,1.776995
1.756868,0.003264,0.001440,0.000320,1.767364
1.778788,0.003232,0.001152,0.000320,1.788260
1.760419,0.002816,0.001216,0.000576,1.770435
1.774404,0.018240,0.001568,0.000608,1.800356
1.743556,0.003008,0.001440,0.000608,1.753348
1.778276,0.003648,0.001248,0.000352,1.789092
1.783139,0.002944,0.001152,0.000385,1.793092
1.777059,0.002912,0.001248,0.000384,1.786595
1.784644,0.003104,0.001312,0.000352,1.794660
1.796932,0.003008,0.001248,0.000416,1.807300
1.748516,0.003136,0.001472,0.000352,1.758564
1.782660,0.003040,0.001408,0.000352,1.792260
1.755812,0.003040,0.001216,0.000352,1.765316
1.781347,0.003456,0.001568,0.000352,1.791587
1.779171,0.003008,0.001440,0.000320,1.789315
1.796547,0.003488,0.001248,0.000352,1.807331
1.789507,0.003360,0.001248,0.000352,1.799907
1.776867,0.003040,0.001280,0.000352,1.786755
1.785123,0.002912,0.001216,0.000384,1.795171
1.770851,0.002944,0.001312,0.000544,1.780611
1.739139,0.003136,0.001568,0.000608,1.749315
1.791299,0.002976,0.001312,0.000384,1.801347
1.743779,0.003328,0.001344,0.000384,1.753571
1.768355,0.003040,0.001344,0.000320,1.778531
1.764931,0.003424,0.001408,0.000288,1.775459
1.782787,0.003072,0.001280,0.000384,1.792868
1.753348,0.003008,0.001280,0.000320,1.762820
1.766404,0.003136,0.001280,0.000384,1.776228
1.746180,0.002912,0.001152,0.000384,1.755396
1.752292,0.002944,0.001280,0.000384,1.761668
1.742116,0.002976,0.001216,0.000384,1.751428
1.765443,0.003456,0.001248,0.000416,1.776003
1.748259,0.002784,0.001216,0.000384,1.757123
1.770755,0.002624,0.001440,0.000384,1.780131
1.754596,0.002816,0.001056,0.000352,1.763428
1.768068,0.002784,0.001120,0.000384,1.778052
1.778691,0.002880,0.001248,0.000576,1.788067
