Layer[0],Layer[1],Layer[2],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416162,0.017664,0.203168,0.262945,0.002528,0.001248,0.000352,0.910979
0.416321,0.018016,0.202529,0.254816,0.002464,0.001152,0.000384,0.902498
0.415489,0.017856,0.202401,0.249697,0.002496,0.001152,0.000384,0.896067
0.416802,0.017952,0.203840,0.264961,0.002432,0.001120,0.000384,0.913827
0.415265,0.017664,0.202561,0.259072,0.002432,0.001056,0.000384,0.904578
0.415489,0.017824,0.202721,0.262817,0.002304,0.001120,0.000352,0.908579
0.415521,0.017728,0.218592,0.257441,0.002080,0.001088,0.000384,0.919458
0.416097,0.017920,0.202689,0.262529,0.002336,0.001120,0.000352,0.909123
0.416066,0.017824,0.202848,0.252577,0.002368,0.001024,0.000288,0.899363
0.416545,0.018048,0.203009,0.271840,0.002400,0.001088,0.000320,0.919458
0.416225,0.017633,0.203168,0.285185,0.002368,0.001120,0.000384,0.931843
0.415649,0.017760,0.203041,0.248096,0.002464,0.001184,0.000352,0.894946
0.415937,0.017984,0.202689,0.265089,0.002528,0.001184,0.000352,0.911907
0.433122,0.017824,0.202720,0.260033,0.002464,0.001056,0.000352,0.923715
0.415841,0.017824,0.202817,0.251008,0.002496,0.001056,0.000320,0.897282
0.415073,0.017952,0.203009,0.264257,0.002400,0.000992,0.000384,0.909891
0.415297,0.017920,0.202528,0.289249,0.003040,0.001184,0.000384,0.936066
0.415297,0.017824,0.202337,0.251969,0.002528,0.001056,0.000384,0.897923
0.416514,0.018016,0.202336,0.250657,0.002464,0.001120,0.000352,0.897827
0.416769,0.017824,0.202049,0.263360,0.002528,0.001056,0.000352,0.910498
0.433185,0.017760,0.201889,0.262689,0.003520,0.001152,0.000384,0.928003
0.415457,0.017760,0.203008,0.265217,0.002592,0.001152,0.000416,0.913058
0.415905,0.017888,0.202561,0.269537,0.002528,0.001120,0.000320,0.916227
0.415298,0.017696,0.202400,0.298529,0.003040,0.001120,0.000384,0.945059
0.416289,0.017760,0.202273,0.256512,0.002240,0.001120,0.000384,0.903330
0.415905,0.017824,0.202273,0.262017,0.002432,0.001152,0.000352,0.908035
0.416481,0.017760,0.202240,0.262657,0.002528,0.001056,0.000352,0.909410
0.433953,0.017536,0.202465,0.266817,0.002464,0.001248,0.000352,0.931139
0.415585,0.017760,0.201856,0.263425,0.002432,0.001120,0.000416,0.908866
0.416129,0.017920,0.202145,0.271137,0.002368,0.001216,0.000384,0.917603
0.416258,0.017920,0.202048,0.280961,0.002592,0.001152,0.000416,0.928387
0.417409,0.018144,0.203873,0.262849,0.002752,0.001184,0.000352,0.914179
0.416770,0.017664,0.202560,0.258785,0.002528,0.001216,0.000384,0.906947
0.416225,0.017952,0.202529,0.271168,0.002592,0.001184,0.000352,0.918434
0.415586,0.017984,0.202784,0.268801,0.002464,0.001152,0.000352,0.916099
0.416737,0.017792,0.202945,0.247872,0.002368,0.001120,0.000384,0.895682
0.416513,0.017632,0.202849,0.248097,0.002336,0.001184,0.000384,0.895267
0.415905,0.017888,0.218176,0.257953,0.002272,0.001248,0.000352,0.920706
0.416577,0.017856,0.202369,0.268257,0.002336,0.001152,0.000320,0.915203
0.416450,0.017856,0.202336,0.266721,0.002400,0.001120,0.000384,0.913667
0.415713,0.017856,0.202081,0.248736,0.002336,0.001184,0.000384,0.894114
0.416545,0.017664,0.202753,0.268769,0.002624,0.001376,0.000416,0.918243
0.415873,0.017760,0.202753,0.265152,0.002688,0.001184,0.000352,0.912130
0.416289,0.018144,0.202721,0.265505,0.002656,0.001184,0.000384,0.913219
0.429473,0.017632,0.202848,0.274881,0.002624,0.001216,0.000384,0.935586
0.417537,0.018016,0.202561,0.270081,0.002560,0.001120,0.000416,0.918947
0.417537,0.018016,0.202528,0.263041,0.002528,0.001152,0.000384,0.911714
0.416577,0.017760,0.202817,0.271168,0.002881,0.001312,0.000480,0.921955
0.416578,0.017888,0.202432,0.273025,0.002304,0.001184,0.000384,0.920003
0.415617,0.018080,0.202625,0.273152,0.002592,0.001152,0.000320,0.919874
0.416353,0.017536,0.202881,0.276353,0.002656,0.001152,0.000384,0.923779
0.469025,0.017632,0.203105,0.273120,0.002592,0.001248,0.000384,0.973794
0.414753,0.017857,0.202880,0.272929,0.002464,0.001248,0.000352,0.919043
0.415745,0.017952,0.202753,0.271968,0.002624,0.001280,0.000352,0.918914
0.415841,0.017856,0.222849,0.273057,0.002432,0.001216,0.000384,0.940675
0.416385,0.017888,0.202529,0.269600,0.002336,0.001312,0.000384,0.917090
0.416577,0.017824,0.202721,0.261345,0.002592,0.001152,0.000352,0.908899
0.415969,0.017824,0.202976,0.264897,0.002400,0.001248,0.000448,0.912930
0.416161,0.017664,0.202977,0.272577,0.002656,0.001184,0.000416,0.920163
0.417185,0.018080,0.203680,0.276353,0.002592,0.001184,0.000416,0.925986
0.416257,0.017824,0.203073,0.277921,0.002560,0.001344,0.000384,0.926275
0.439746,0.017920,0.203744,0.260897,0.002496,0.001184,0.000352,0.934755
0.416289,0.017952,0.203457,0.273889,0.002464,0.001216,0.000352,0.922115
0.416674,0.018016,0.203072,0.268673,0.002464,0.001216,0.000352,0.917091
0.416481,0.017760,0.203265,0.291296,0.002529,0.001248,0.000352,0.941155
0.417314,0.017824,0.203040,0.272545,0.002368,0.001216,0.000384,0.921411
0.416481,0.017824,0.203425,0.258432,0.002432,0.001216,0.000384,0.906786
0.416609,0.017632,0.202625,0.275137,0.002560,0.001280,0.000416,0.922819
0.433729,0.017856,0.202497,0.261824,0.002432,0.001248,0.000384,0.926850
0.415969,0.017920,0.202241,0.270177,0.002496,0.001248,0.000352,0.917827
0.416577,0.018304,0.202624,0.271553,0.002816,0.001216,0.000384,0.920706
0.416449,0.017984,0.221473,0.275393,0.002720,0.001248,0.000384,0.943139
0.415937,0.017792,0.202656,0.258017,0.002528,0.001216,0.000384,0.904898
0.415553,0.017952,0.203361,0.271681,0.002464,0.001152,0.000416,0.918851
0.415906,0.017824,0.203168,0.272641,0.002528,0.001152,0.000416,0.920099
0.415745,0.018144,0.202817,0.265953,0.002400,0.001152,0.000416,0.913603
0.414594,0.017632,0.203616,0.256577,0.002560,0.001152,0.000352,0.902595
0.416257,0.017792,0.203777,0.265440,0.002528,0.001056,0.000640,0.913698
0.417217,0.017760,0.221313,0.298497,0.002368,0.001184,0.000608,0.965667
0.416417,0.017632,0.203489,0.268864,0.002624,0.001184,0.000416,0.917538
0.415841,0.017728,0.202337,0.264001,0.002400,0.001184,0.000416,0.910819
0.416641,0.017920,0.203233,0.284224,0.016672,0.001248,0.000448,0.948130
0.416417,0.018080,0.202721,0.259809,0.002592,0.001280,0.000608,0.908195
0.415553,0.017888,0.202848,0.251457,0.002464,0.001216,0.000352,0.898722
0.415937,0.017664,0.203105,0.256609,0.002432,0.001248,0.000384,0.903939
0.436225,0.017696,0.203040,0.272705,0.002944,0.001216,0.000448,0.941410
0.416705,0.017792,0.202465,0.266913,0.002464,0.001248,0.000352,0.914371
0.417346,0.018080,0.202880,0.270721,0.002592,0.001312,0.000384,0.920131
0.415489,0.017888,0.203105,0.304737,0.002880,0.001248,0.000416,0.952579
0.415938,0.017952,0.202752,0.255009,0.002432,0.001216,0.000384,0.902339
0.416577,0.017696,0.202945,0.271584,0.002784,0.001280,0.000416,0.920226
0.416225,0.017665,0.202144,0.266593,0.002656,0.001216,0.000416,0.913923
0.434049,0.017632,0.202529,0.268192,0.002432,0.001216,0.000416,0.933282
0.416545,0.017921,0.202272,0.259233,0.002496,0.001248,0.000384,0.906723
0.415521,0.017632,0.202272,0.273217,0.002368,0.001216,0.000416,0.919266
0.416257,0.018240,0.222241,0.272225,0.002464,0.001216,0.000384,0.939811
0.416257,0.017600,0.203104,0.268993,0.002368,0.001248,0.000416,0.916450
0.415745,0.017600,0.202785,0.276897,0.002528,0.001184,0.000416,0.923427
0.416641,0.017920,0.203360,0.272833,0.002336,0.001216,0.000384,0.921186
0.416641,0.017984,0.203169,0.265825,0.002592,0.001248,0.000384,0.914819
0.416417,0.017760,0.202976,0.267265,0.002528,0.001280,0.000416,0.916034
0.416385,0.017952,0.203105,0.287329,0.002688,0.001280,0.000416,0.936003
0.436513,0.017824,0.203136,0.269793,0.002592,0.001280,0.000384,0.938434
0.417793,0.017760,0.202721,0.268641,0.002592,0.001216,0.000384,0.917763
0.415969,0.018432,0.202656,0.259681,0.002592,0.001280,0.000384,0.907682
0.417505,0.018240,0.203521,0.293345,0.002624,0.001248,0.000416,0.943747
0.417537,0.017888,0.214144,0.253697,0.002560,0.001152,0.000320,0.914242
0.416705,0.018048,0.202913,0.272257,0.002560,0.001312,0.000384,0.920675
0.416898,0.017984,0.203360,0.268449,0.002528,0.001248,0.000384,0.917091
0.433281,0.017952,0.202433,0.254624,0.002592,0.001280,0.000384,0.919426
0.416578,0.017856,0.202432,0.272225,0.002528,0.001248,0.000416,0.920323
0.416897,0.018080,0.202497,0.260480,0.002560,0.001248,0.000576,0.908994
0.416161,0.017728,0.221249,0.266337,0.002624,0.001312,0.000608,0.932675
0.418017,0.017600,0.202656,0.265217,0.002432,0.001248,0.000576,0.913826
0.416033,0.017568,0.202113,0.255201,0.002304,0.001216,0.000608,0.901283
0.416385,0.017632,0.202272,0.262657,0.002304,0.001216,0.000320,0.908866
0.416577,0.017440,0.202209,0.267873,0.002304,0.001152,0.000384,0.914243
0.415810,0.017568,0.201984,0.252513,0.002400,0.001088,0.000352,0.898115
0.415809,0.017408,0.202401,0.249728,0.002304,0.001184,0.000384,0.896130
0.415777,0.017568,0.221537,0.302241,0.002240,0.001152,0.000320,0.967363
0.416929,0.017856,0.203200,0.256257,0.002464,0.001184,0.000384,0.905666
0.416705,0.017760,0.202913,0.268993,0.002208,0.001184,0.000416,0.916707
0.415714,0.017984,0.202752,0.262049,0.002432,0.001152,0.000352,0.908291
0.415681,0.017792,0.202689,0.262049,0.002304,0.001120,0.000384,0.907843
0.416194,0.017728,0.202112,0.256481,0.002208,0.000992,0.000352,0.901955
0.414177,0.017728,0.202016,0.262177,0.002080,0.000992,0.000384,0.905762
0.432705,0.017568,0.202337,0.262721,0.002400,0.001024,0.000384,0.925315
0.416578,0.017824,0.202080,0.261505,0.002048,0.001120,0.000352,0.907395
0.416545,0.017728,0.202081,0.259840,0.002208,0.001056,0.000352,0.905762
0.416033,0.017824,0.202113,0.254081,0.002528,0.001056,0.000320,0.899939
0.417153,0.017952,0.205792,0.255201,0.002624,0.001088,0.000416,0.907906
0.416961,0.017632,0.203457,0.238113,0.002400,0.001152,0.000320,0.887331
0.415938,0.017760,0.204512,0.253697,0.002304,0.001216,0.000352,0.903075
0.436225,0.017792,0.203009,0.251808,0.002336,0.001088,0.000352,0.919106
0.416065,0.017760,0.202753,0.249281,0.002304,0.000992,0.000320,0.895811
0.415458,0.017600,0.202624,0.245889,0.002240,0.001120,0.000352,0.891459
0.416033,0.017856,0.202689,0.243424,0.002112,0.000960,0.000384,0.890146
0.415361,0.017888,0.202849,0.233985,0.002208,0.000992,0.000352,0.880003
0.417986,0.017568,0.202976,0.250337,0.002208,0.000800,0.000320,0.898467
0.415841,0.017664,0.202689,0.243136,0.002144,0.000928,0.000288,0.888802
0.416225,0.017856,0.221793,0.261153,0.002464,0.001120,0.000288,0.928963
0.416673,0.017760,0.203168,0.276065,0.002240,0.001024,0.000288,0.923778
0.415489,0.017696,0.202913,0.250977,0.002400,0.000960,0.000256,0.896771
0.415170,0.017664,0.202816,0.244353,0.002176,0.000992,0.000288,0.889539
0.415073,0.017792,0.202561,0.246208,0.002208,0.000992,0.000288,0.891138
0.416129,0.017792,0.202721,0.240576,0.002208,0.001057,0.000320,0.886915
0.414913,0.017665,0.202752,0.244097,0.002208,0.001024,0.000288,0.888963
0.415073,0.017600,0.219040,0.251713,0.002208,0.001024,0.000288,0.914498
0.415233,0.017504,0.202049,0.248704,0.002112,0.001120,0.000288,0.893634
0.418145,0.017856,0.205793,0.248033,0.002368,0.001088,0.000288,0.900227
0.416097,0.018080,0.202816,0.245505,0.002240,0.001120,0.000320,0.893218
0.416097,0.017728,0.202209,0.248545,0.002464,0.001024,0.000288,0.894595
0.416194,0.017568,0.201984,0.249025,0.002400,0.001024,0.000320,0.894371
0.416065,0.017696,0.202336,0.248833,0.002112,0.000992,0.000320,0.894210
0.415745,0.017856,0.222497,0.253985,0.002144,0.000992,0.000288,0.921507
0.416226,0.017984,0.203712,0.252129,0.002464,0.001152,0.000384,0.900291
0.415425,0.017920,0.203137,0.250112,0.002208,0.001120,0.000352,0.896482
0.415777,0.017792,0.202561,0.247969,0.002400,0.001024,0.000352,0.893859
0.449314,0.017824,0.202528,0.257409,0.002624,0.000992,0.000384,0.937475
0.416129,0.017888,0.202337,0.258304,0.002560,0.001121,0.000352,0.904995
0.415042,0.017888,0.202304,0.250721,0.002272,0.001120,0.000384,0.896131
0.415169,0.017536,0.221441,0.275232,0.002112,0.000992,0.000352,0.938914
0.415297,0.017344,0.202273,0.242657,0.002112,0.000992,0.000352,0.886883
0.416354,0.017504,0.202368,0.254433,0.002432,0.000992,0.000352,0.900291
0.415105,0.017888,0.202337,0.251776,0.002240,0.000864,0.000352,0.896418
0.432161,0.017984,0.202113,0.274465,0.002336,0.000992,0.000288,0.936771
0.415745,0.017824,0.202112,0.240801,0.002176,0.000928,0.000352,0.886178
0.416353,0.017856,0.202657,0.250912,0.002208,0.000960,0.000352,0.897090
0.415393,0.018464,0.202337,0.272769,0.002112,0.000928,0.000352,0.918883
0.417793,0.017984,0.203904,0.259425,0.002400,0.001120,0.000384,0.909826
0.416289,0.017824,0.203105,0.254721,0.002432,0.001120,0.000320,0.902691
0.415938,0.017792,0.202816,0.258305,0.002368,0.001120,0.000352,0.905251
0.432673,0.017728,0.203105,0.288576,0.002529,0.001152,0.000352,0.953091
0.416482,0.017824,0.202976,0.256577,0.002240,0.001152,0.000576,0.904291
0.416225,0.017664,0.203009,0.264288,0.002624,0.001120,0.000576,0.912738
0.416513,0.017632,0.223905,0.262017,0.002592,0.001088,0.000576,0.931331
0.416417,0.017952,0.202913,0.253216,0.002304,0.001184,0.000320,0.901538
0.416865,0.018016,0.202401,0.266625,0.002432,0.001120,0.000352,0.913987
0.416225,0.017600,0.202592,0.252225,0.002368,0.001152,0.000384,0.899394
0.419393,0.018144,0.205505,0.257953,0.002624,0.001152,0.000640,0.913475
0.417634,0.017632,0.203936,0.262241,0.002528,0.001248,0.000416,0.913315
0.417249,0.017888,0.203105,0.278881,0.002560,0.001248,0.000384,0.928387
0.433185,0.017856,0.203328,0.261441,0.002528,0.001248,0.000416,0.927106
0.416289,0.018016,0.202881,0.260288,0.002368,0.001280,0.000416,0.908130
0.416098,0.017536,0.203072,0.264289,0.002496,0.001312,0.000384,0.912259
0.415809,0.017952,0.202817,0.281536,0.002592,0.001248,0.000416,0.929314
0.415394,0.017760,0.203168,0.260609,0.002496,0.001152,0.000352,0.907587
0.416193,0.017696,0.203105,0.258560,0.002496,0.001216,0.000384,0.905954
0.416225,0.017856,0.203777,0.259489,0.002400,0.001248,0.000352,0.908771
0.432929,0.018208,0.203297,0.277632,0.002688,0.001152,0.000384,0.944642
0.416385,0.017824,0.202721,0.276097,0.002656,0.001184,0.000352,0.924643
0.416001,0.018048,0.203009,0.278176,0.002624,0.001216,0.000416,0.926338
0.416001,0.017761,0.221280,0.287233,0.002592,0.001248,0.000384,0.953859
0.416001,0.017984,0.202625,0.271264,0.002432,0.001248,0.000416,0.918562
0.416449,0.017889,0.203936,0.270177,0.002528,0.001312,0.000384,0.919619
0.415745,0.017888,0.202497,0.269984,0.002464,0.001216,0.000384,0.916578
0.416161,0.017888,0.202433,0.276481,0.002560,0.001216,0.000416,0.924195
0.416385,0.017824,0.204192,0.267585,0.002432,0.001248,0.000640,0.917058
0.416129,0.017920,0.202241,0.260129,0.002400,0.001216,0.000416,0.907587
0.435201,0.017664,0.203745,0.262560,0.002688,0.001248,0.000576,0.931298
0.416353,0.017760,0.202497,0.270209,0.002528,0.001248,0.000608,0.918115
0.415841,0.017952,0.202144,0.260993,0.002656,0.001280,0.000640,0.908002
0.415745,0.018048,0.202561,0.283201,0.002464,0.001248,0.000416,0.930787
0.416545,0.018048,0.202592,0.270209,0.002464,0.001248,0.000384,0.917890
0.415809,0.017920,0.202081,0.274721,0.002368,0.001312,0.000384,0.921443
0.416993,0.018240,0.202240,0.248961,0.002240,0.001248,0.000416,0.897346
0.430625,0.017568,0.202337,0.259584,0.002496,0.001216,0.000352,0.920514
0.415777,0.017857,0.202304,0.259233,0.002464,0.001088,0.000416,0.905347
0.415521,0.017728,0.202304,0.233345,0.002432,0.001088,0.000384,0.878466
0.417473,0.017888,0.202305,0.286721,0.003520,0.001152,0.000384,0.937635
0.416354,0.017472,0.201984,0.254529,0.002336,0.001120,0.000384,0.900675
0.416385,0.017664,0.202401,0.280192,0.002496,0.000960,0.000320,0.926914
0.415329,0.017760,0.202145,0.233665,0.002464,0.000896,0.000320,0.878883
0.433826,0.018080,0.202784,0.283745,0.002624,0.001344,0.000352,0.949763
0.415873,0.017760,0.202337,0.267681,0.002560,0.001024,0.000352,0.913859
0.415745,0.017921,0.201984,0.243009,0.002464,0.001120,0.000288,0.888643
0.416321,0.017856,0.202112,0.295521,0.003296,0.000992,0.000288,0.942498
0.415873,0.021088,0.202049,0.267969,0.002464,0.000992,0.000288,0.916355
0.415714,0.017760,0.202272,0.264993,0.002592,0.000928,0.000288,0.909891
0.417473,0.018048,0.203425,0.276768,0.002560,0.001184,0.000352,0.928802
0.430850,0.017856,0.202048,0.264833,0.002624,0.001024,0.000384,0.927619
0.416129,0.017536,0.202849,0.244000,0.002432,0.001024,0.000320,0.890658
0.415841,0.017504,0.202401,0.249761,0.002464,0.000960,0.000384,0.895715
0.416162,0.017696,0.202112,0.262177,0.003424,0.001024,0.000384,0.909923
0.415873,0.017632,0.202272,0.269441,0.002432,0.001056,0.000288,0.915394
0.415585,0.017760,0.202433,0.248161,0.002240,0.000736,0.000384,0.893507
0.416002,0.017760,0.202432,0.250337,0.002304,0.001024,0.000320,0.896387
0.447169,0.017696,0.202785,0.253888,0.002240,0.000896,0.000320,0.931362
0.415681,0.017728,0.202529,0.266273,0.002272,0.001056,0.000416,0.911715
0.416769,0.017856,0.204384,0.258113,0.002688,0.001152,0.000416,0.911746
0.417505,0.021216,0.202977,0.288737,0.003488,0.001280,0.000416,0.942051
0.416578,0.017792,0.202464,0.279201,0.002240,0.000992,0.000320,0.925475
0.416129,0.017888,0.202113,0.262784,0.002464,0.000928,0.000320,0.908834
0.415745,0.017760,0.201953,0.271169,0.002464,0.000992,0.000352,0.916419
0.427777,0.017696,0.202912,0.243233,0.002272,0.000960,0.000384,0.901122
0.415809,0.017888,0.202433,0.240288,0.002400,0.000864,0.000288,0.885602
0.416193,0.017536,0.204865,0.257121,0.003104,0.001216,0.000384,0.906499
0.415585,0.017760,0.202080,0.302625,0.003136,0.001056,0.000384,0.948994
0.415329,0.017632,0.202113,0.238592,0.002528,0.000928,0.000320,0.882658
0.416289,0.017632,0.203936,0.267841,0.002464,0.001216,0.000320,0.918179
0.417345,0.017984,0.202337,0.261568,0.002496,0.001088,0.000352,0.909026
0.429185,0.017536,0.202945,0.271521,0.006080,0.001056,0.000384,0.935011
0.417121,0.017472,0.202464,0.239841,0.002240,0.000992,0.000352,0.886402
0.415873,0.017664,0.202657,0.237280,0.005696,0.000992,0.000320,0.886498
0.415937,0.017792,0.202529,0.270305,0.002272,0.001184,0.000320,0.915811
0.415138,0.017472,0.203616,0.264225,0.002304,0.001120,0.000320,0.909859
0.416705,0.017920,0.202593,0.272832,0.002592,0.000928,0.000352,0.919490
0.415777,0.017472,0.202817,0.251041,0.002464,0.001120,0.000288,0.897283
0.442305,0.017952,0.204384,0.277377,0.002528,0.001152,0.000384,0.953058
0.415713,0.017728,0.202753,0.264673,0.006144,0.001216,0.000384,0.914883
0.415810,0.017408,0.202240,0.282113,0.002400,0.001056,0.000352,0.927427
0.415521,0.017664,0.201985,0.307457,0.003200,0.001056,0.000416,0.953411
0.416417,0.017664,0.202304,0.257505,0.002528,0.001280,0.000384,0.904578
0.417473,0.017856,0.202433,0.259840,0.002528,0.001248,0.000448,0.908547
0.417026,0.018592,0.202784,0.276737,0.002752,0.001216,0.000416,0.926179
0.436065,0.017696,0.203297,0.281217,0.002400,0.001248,0.000384,0.949763
0.416737,0.017728,0.205408,0.261377,0.002528,0.001280,0.000352,0.912258
0.415713,0.018080,0.202977,0.251361,0.002432,0.001248,0.000352,0.899171
0.416354,0.017792,0.218368,0.260705,0.002688,0.001216,0.000416,0.924739
0.416001,0.017696,0.202465,0.250624,0.002368,0.001344,0.000384,0.897986
0.416097,0.017760,0.202272,0.261985,0.002368,0.001248,0.000384,0.908611
0.417377,0.017856,0.202432,0.257185,0.002464,0.001184,0.000352,0.905570
0.417153,0.017856,0.202177,0.285601,0.002656,0.001216,0.000416,0.933571
0.415905,0.017856,0.203521,0.256544,0.002592,0.001248,0.000384,0.904802
0.416161,0.017632,0.202721,0.280257,0.002592,0.001216,0.000640,0.927875
0.415297,0.018080,0.220352,0.249697,0.002528,0.001216,0.000416,0.914786
0.415809,0.017856,0.202497,0.261665,0.002624,0.001280,0.000384,0.908739
0.415586,0.018016,0.202048,0.256417,0.002560,0.001184,0.000416,0.902275
0.417281,0.017856,0.202945,0.259200,0.002336,0.001184,0.000416,0.908130
0.416065,0.017825,0.202912,0.249089,0.002496,0.001344,0.000608,0.897699
0.416577,0.018112,0.202753,0.255936,0.002656,0.001152,0.000608,0.904258
0.416161,0.017888,0.203617,0.251649,0.002464,0.001184,0.000416,0.899939
0.431873,0.017600,0.203840,0.247745,0.002496,0.001248,0.000416,0.911970
0.416193,0.017792,0.202497,0.258689,0.002592,0.001248,0.000416,0.905987
0.416002,0.017984,0.202272,0.262433,0.002336,0.001216,0.000384,0.908995
0.415521,0.017632,0.202977,0.297792,0.002689,0.001248,0.000384,0.945507
0.415938,0.017728,0.203136,0.258593,0.002688,0.001280,0.000352,0.906339
0.416129,0.017760,0.203073,0.271776,0.002368,0.001152,0.000416,0.919970
0.416161,0.017729,0.203168,0.274113,0.002464,0.001376,0.000384,0.922979
0.432001,0.017952,0.202689,0.277344,0.002560,0.001248,0.000416,0.940962
0.415841,0.017729,0.203648,0.271233,0.002496,0.001088,0.000416,0.919299
0.415937,0.017792,0.202593,0.272320,0.002432,0.001216,0.000352,0.919586
0.416833,0.018112,0.202881,0.282177,0.002336,0.001152,0.000416,0.930819
0.416481,0.017504,0.202784,0.262785,0.002496,0.001248,0.000640,0.910850
0.415841,0.017504,0.202433,0.270817,0.002592,0.001120,0.000352,0.917251
0.416129,0.017728,0.202848,0.271553,0.002368,0.001152,0.000608,0.919234
0.451553,0.018080,0.202593,0.277793,0.002752,0.001152,0.000384,0.961603
0.414785,0.017856,0.203008,0.270209,0.002464,0.001216,0.000640,0.916770
0.416769,0.017984,0.202529,0.261057,0.002592,0.001152,0.000608,0.910083
0.416162,0.017600,0.221952,0.270305,0.002528,0.001184,0.000608,0.937763
0.415777,0.018592,0.202785,0.270177,0.002528,0.001152,0.000384,0.918435
0.416706,0.017952,0.202432,0.273473,0.002336,0.001152,0.000384,0.920899
0.416321,0.017920,0.202913,0.269024,0.002464,0.001184,0.000384,0.916834
0.415842,0.018016,0.203584,0.260449,0.002432,0.001152,0.000416,0.909219
0.415969,0.017792,0.203073,0.275616,0.002496,0.001152,0.000384,0.922786
0.416034,0.017792,0.202976,0.275297,0.002496,0.001216,0.000320,0.923267
0.457473,0.017984,0.204641,0.274881,0.002400,0.001152,0.000576,0.965827
0.416642,0.017888,0.204448,0.261313,0.002400,0.001152,0.000384,0.911779
0.416065,0.017664,0.204001,0.267008,0.002496,0.001184,0.000608,0.916802
0.416482,0.017664,0.202656,0.283073,0.002976,0.001216,0.000608,0.933155
0.416641,0.018016,0.202753,0.258177,0.002496,0.001216,0.000608,0.906595
0.419266,0.017888,0.202656,0.272801,0.002528,0.001152,0.000352,0.923363
0.416929,0.018080,0.203265,0.265728,0.002432,0.001152,0.000352,0.914626
0.416226,0.017824,0.202976,0.291169,0.002464,0.001184,0.000384,0.939139
0.416545,0.017952,0.202913,0.261729,0.002400,0.001184,0.000352,0.910371
0.416994,0.018112,0.202784,0.268001,0.002432,0.001216,0.000384,0.916995
0.416193,0.017824,0.238849,0.300097,0.002624,0.001152,0.000384,0.984547
0.416001,0.018176,0.202688,0.296033,0.002496,0.001184,0.000416,0.943906
0.416737,0.018112,0.202753,0.275297,0.002400,0.001152,0.000416,0.925699
0.415969,0.018080,0.202592,0.316897,0.002560,0.001184,0.000416,0.966018
0.416225,0.017984,0.202785,0.259361,0.002464,0.001216,0.000384,0.907235
0.415585,0.017888,0.202080,0.268513,0.002400,0.001216,0.000416,0.914594
0.416865,0.018112,0.202049,0.256353,0.002464,0.001152,0.000384,0.903843
0.432321,0.017600,0.202528,0.276129,0.002752,0.001280,0.000416,0.941122
0.418241,0.018048,0.204001,0.287681,0.002784,0.001152,0.000416,0.942243
0.417313,0.017824,0.203617,0.274912,0.002912,0.001088,0.000608,0.926530
0.417986,0.017792,0.222592,0.262817,0.002720,0.001152,0.000384,0.933059
0.418369,0.017952,0.203425,0.296353,0.003200,0.001536,0.000544,0.951203
0.416993,0.018144,0.202944,0.282785,0.002944,0.001248,0.000384,0.933442
