Layer[0],Layer[1],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415137,0.017888,0.731587,0.000768,0.014208,0.000352,0.001568,0.000992,0.000352,1.189572
0.415105,0.017504,0.731043,0.000704,0.013824,0.000352,0.001504,0.001056,0.000352,1.188964
0.429793,0.017568,0.752675,0.000864,0.013984,0.000352,0.001472,0.001088,0.000416,1.225028
0.415457,0.017441,0.735810,0.000768,0.013856,0.000640,0.001472,0.001120,0.000416,1.194116
0.416129,0.017601,0.729954,0.000736,0.013824,0.000352,0.001568,0.000960,0.000608,1.188228
0.415714,0.017344,0.734690,0.000832,0.014016,0.000352,0.001536,0.001056,0.000384,1.193732
0.415810,0.017632,0.748514,0.000736,0.014048,0.000448,0.001600,0.001024,0.000256,1.207460
0.415170,0.017696,0.758626,0.000832,0.013984,0.000384,0.001536,0.001056,0.000352,1.217732
0.416610,0.017568,0.738242,0.000768,0.013856,0.000320,0.001696,0.001248,0.000832,1.197956
0.415042,0.017760,0.722690,0.000768,0.013888,0.000384,0.001536,0.001056,0.000832,1.183844
0.415810,0.017728,0.772962,0.000992,0.014656,0.000352,0.001536,0.000960,0.000416,1.232100
0.415713,0.017344,0.720322,0.000704,0.014016,0.000384,0.001568,0.001024,0.000448,1.178691
0.416193,0.017408,0.719426,0.000736,0.013856,0.000384,0.001664,0.001152,0.000832,1.178243
0.430657,0.017632,0.742018,0.001120,0.014432,0.000352,0.001472,0.001120,0.000384,1.217091
0.417185,0.017344,0.727394,0.000832,0.013888,0.000352,0.001504,0.001024,0.000384,1.186627
0.415809,0.017632,0.760450,0.000736,0.014080,0.000352,0.001472,0.001056,0.000384,1.218979
0.415809,0.017728,0.732322,0.000960,0.013952,0.000384,0.001472,0.001024,0.000352,1.191267
0.415585,0.017632,0.755874,0.000704,0.013824,0.000384,0.001696,0.001024,0.000384,1.213827
0.416001,0.017504,0.761218,0.000864,0.013856,0.000448,0.001568,0.000992,0.000416,1.219971
0.415841,0.017376,0.715362,0.000704,0.013824,0.000384,0.001760,0.000960,0.000416,1.173539
0.415329,0.017344,0.724834,0.000704,0.013888,0.000384,0.002240,0.000992,0.000352,1.182691
0.414945,0.017632,0.753890,0.000992,0.015776,0.000352,0.001440,0.000896,0.000384,1.213443
0.417121,0.017472,0.718114,0.000736,0.013984,0.000352,0.001504,0.000960,0.000384,1.177027
0.415201,0.017408,0.747426,0.000704,0.013760,0.000384,0.001536,0.000960,0.000384,1.204195
0.415777,0.017216,0.747330,0.000800,0.013856,0.000352,0.001440,0.000960,0.000352,1.204387
0.417601,0.017216,0.716546,0.000736,0.013856,0.000384,0.001568,0.000992,0.000352,1.175907
0.415137,0.017728,0.718402,0.000768,0.013824,0.000384,0.001504,0.000928,0.000384,1.175971
0.432449,0.017728,0.714530,0.000704,0.013888,0.000352,0.002272,0.001024,0.000384,1.190115
0.416353,0.017728,0.720162,0.000896,0.014080,0.000384,0.001568,0.001152,0.000352,1.180003
0.415841,0.017600,0.726146,0.000736,0.013856,0.000352,0.001536,0.000992,0.000416,1.183875
0.415425,0.017984,0.725186,0.000704,0.013792,0.000416,0.001472,0.000896,0.000384,1.182723
0.416673,0.017248,0.733090,0.000704,0.013728,0.000352,0.001568,0.000928,0.000384,1.191299
0.415681,0.017376,0.747234,0.000704,0.015520,0.000416,0.001536,0.000992,0.000448,1.206307
0.415073,0.017728,0.721634,0.000736,0.013824,0.000384,0.001504,0.000960,0.000384,1.178755
0.415265,0.017600,0.720130,0.000800,0.013920,0.000352,0.001536,0.000896,0.000320,1.177955
0.415681,0.017440,0.747298,0.000704,0.013952,0.000416,0.001505,0.001088,0.000384,1.205252
0.415105,0.017504,0.731106,0.000704,0.013856,0.000384,0.001472,0.000928,0.000352,1.188003
0.415745,0.017440,0.723266,0.000832,0.013825,0.000352,0.001504,0.000928,0.000320,1.180548
0.415617,0.017440,0.746243,0.000768,0.013888,0.000640,0.001568,0.001088,0.000352,1.206276
0.416161,0.017441,0.726082,0.000736,0.013824,0.000416,0.001632,0.000992,0.000448,1.184164
0.415106,0.017856,0.745602,0.000672,0.013792,0.000384,0.001568,0.000960,0.000320,1.202788
0.431266,0.017472,0.733794,0.000800,0.013856,0.000352,0.002240,0.001056,0.000384,1.207780
0.415010,0.017600,0.716354,0.000704,0.013760,0.000384,0.001536,0.000992,0.000320,1.173220
0.414753,0.017313,0.721762,0.000608,0.013760,0.000384,0.001504,0.000928,0.000320,1.177764
0.415329,0.017729,0.728450,0.000736,0.013792,0.000384,0.001536,0.000960,0.000288,1.186276
0.415361,0.017633,0.725474,0.000736,0.013888,0.000384,0.001632,0.001024,0.000384,1.183396
0.416705,0.017536,0.751458,0.000768,0.015712,0.000416,0.001632,0.001056,0.000768,1.214276
0.415201,0.017728,0.729922,0.000704,0.013920,0.000480,0.001600,0.001024,0.000384,1.188195
0.416641,0.017888,0.731842,0.000768,0.014144,0.000384,0.001536,0.001088,0.000416,1.192899
0.415937,0.017568,0.761634,0.000736,0.015104,0.000416,0.001536,0.001152,0.000384,1.221283
0.415169,0.017568,0.721954,0.000704,0.013760,0.000352,0.001568,0.000992,0.000416,1.179235
0.417441,0.017504,0.726946,0.000736,0.013792,0.000384,0.001536,0.000992,0.000416,1.186499
0.416481,0.033216,0.726082,0.000736,0.013728,0.000384,0.001536,0.001056,0.000320,1.200739
0.415265,0.017472,0.736482,0.000704,0.015712,0.000448,0.001504,0.001088,0.000352,1.195395
0.415073,0.017440,0.719490,0.000704,0.013760,0.000384,0.001504,0.000960,0.000352,1.176003
0.430625,0.017600,0.721954,0.000640,0.013728,0.000352,0.001472,0.000992,0.000320,1.194019
0.415105,0.017472,0.718338,0.000704,0.013664,0.000352,0.001536,0.000960,0.000320,1.174851
0.415905,0.017472,0.720610,0.000704,0.013760,0.000384,0.001568,0.000992,0.000288,1.178435
0.415553,0.017696,0.726114,0.000800,0.013920,0.000416,0.001440,0.001088,0.000384,1.185827
0.415201,0.017216,0.723042,0.000672,0.013824,0.000416,0.001568,0.000928,0.000384,1.180003
0.416705,0.017664,0.750178,0.000704,0.015424,0.000384,0.001536,0.001184,0.000352,1.210627
0.415361,0.017664,0.727362,0.000736,0.013792,0.000416,0.001536,0.000960,0.000416,1.184835
0.415297,0.017280,0.728130,0.000736,0.013824,0.000352,0.001536,0.000960,0.000352,1.184963
0.415201,0.017536,0.740866,0.000704,0.015424,0.000416,0.001472,0.001024,0.000384,1.199683
0.415425,0.017760,0.725826,0.000800,0.013856,0.000352,0.001568,0.000992,0.000608,1.184003
0.415777,0.017952,0.732322,0.000736,0.014080,0.000416,0.001600,0.001024,0.000416,1.191107
0.415649,0.017600,0.743394,0.000736,0.014272,0.000384,0.001504,0.001024,0.000416,1.201571
0.415233,0.017248,0.714530,0.000704,0.013856,0.000352,0.001440,0.001024,0.000384,1.171811
0.416033,0.017600,0.728642,0.000896,0.013984,0.000384,0.001568,0.000928,0.000352,1.188547
0.433505,0.017312,0.729763,0.000832,0.014016,0.000384,0.001536,0.000960,0.000384,1.205252
0.415489,0.017472,0.723203,0.000736,0.013824,0.000384,0.001536,0.000960,0.000384,1.180324
0.415617,0.017440,0.723618,0.000768,0.013921,0.000416,0.001504,0.000896,0.000352,1.181188
0.415233,0.017568,0.725443,0.000704,0.013920,0.000384,0.001536,0.000960,0.000416,1.183332
0.415393,0.017441,0.711074,0.000768,0.013856,0.000384,0.002080,0.001056,0.000384,1.168996
0.415969,0.017664,0.734659,0.000768,0.015520,0.000384,0.001536,0.001056,0.000384,1.194532
0.415425,0.017377,0.727682,0.000736,0.013728,0.000384,0.001536,0.000960,0.000384,1.184996
0.415137,0.017249,0.723362,0.000704,0.013856,0.000384,0.001536,0.000960,0.000352,1.179876
0.414753,0.017633,0.742658,0.000672,0.013888,0.000384,0.001472,0.000992,0.000352,1.199492
0.415746,0.017696,0.736066,0.000768,0.014048,0.000384,0.001504,0.000864,0.000352,1.195972
0.416418,0.017376,0.730530,0.000800,0.013984,0.000352,0.001504,0.000992,0.000384,1.189252
0.415489,0.017440,0.750338,0.001216,0.015904,0.000352,0.001504,0.000992,0.000352,1.211331
0.415009,0.017376,0.733986,0.000672,0.013760,0.000384,0.001600,0.001056,0.000384,1.191107
0.416193,0.017440,0.731106,0.000800,0.013888,0.000416,0.001632,0.000960,0.000640,1.190499
0.429153,0.017568,0.722306,0.000800,0.013952,0.000352,0.001536,0.001024,0.000352,1.194083
0.415937,0.017440,0.729858,0.000768,0.013856,0.000384,0.001632,0.000960,0.000640,1.188419
0.416001,0.017632,0.731746,0.000736,0.013792,0.000384,0.001536,0.000992,0.000384,1.189955
0.415553,0.017600,0.732194,0.000832,0.014112,0.000320,0.001440,0.000928,0.000384,1.190179
0.416033,0.017536,0.737090,0.000768,0.013984,0.000384,0.001504,0.001088,0.000384,1.195203
0.416065,0.017696,0.763650,0.000800,0.014208,0.000352,0.001472,0.001088,0.000384,1.223395
0.416161,0.017376,0.733186,0.000768,0.014017,0.000416,0.001504,0.000960,0.000352,1.191492
0.415489,0.017440,0.732450,0.000736,0.013856,0.000352,0.001568,0.000992,0.000352,1.190212
0.415297,0.017536,0.774787,0.001216,0.015744,0.000448,0.001504,0.001024,0.000384,1.234628
0.415394,0.017472,0.717218,0.000768,0.014176,0.000384,0.001600,0.000960,0.000384,1.175076
0.417122,0.017440,0.729378,0.000736,0.013792,0.000352,0.001472,0.000992,0.000352,1.188484
0.416129,0.017440,0.736066,0.000800,0.013920,0.000384,0.001504,0.001056,0.000832,1.195043
0.415393,0.017440,0.726178,0.000928,0.013920,0.000384,0.001632,0.000960,0.000352,1.184067
0.415745,0.017504,0.730562,0.000832,0.013856,0.000352,0.001536,0.000992,0.000832,1.189635
0.431649,0.017632,0.733634,0.000928,0.014304,0.000416,0.001536,0.001024,0.000864,1.209667
0.415617,0.017632,0.734498,0.000896,0.014048,0.000384,0.001632,0.001056,0.000416,1.193059
0.415361,0.017440,0.728962,0.000736,0.013856,0.000384,0.001568,0.000992,0.000384,1.186563
0.415425,0.017504,0.717954,0.000672,0.013888,0.000384,0.002304,0.001056,0.000384,1.176195
0.415713,0.017472,0.726306,0.000672,0.013856,0.000320,0.001472,0.000960,0.000416,1.184131
0.416129,0.017632,0.754242,0.000800,0.014112,0.000352,0.001504,0.000896,0.000384,1.213251
0.416033,0.017248,0.734978,0.000704,0.013984,0.000384,0.001632,0.001024,0.000384,1.193571
0.415585,0.017408,0.729858,0.000832,0.014080,0.000384,0.001440,0.000960,0.000384,1.188707
0.415745,0.017504,0.761603,0.000896,0.014112,0.000576,0.001408,0.000960,0.000832,1.221828
0.415361,0.017441,0.730498,0.000736,0.014080,0.000384,0.001536,0.001152,0.000384,1.188580
0.415650,0.018176,0.732258,0.000704,0.013920,0.000384,0.001504,0.001024,0.000352,1.192132
0.416930,0.017600,0.739106,0.000928,0.014048,0.000384,0.001472,0.000992,0.000384,1.199076
0.415233,0.017472,0.716418,0.000768,0.013824,0.000384,0.001536,0.000960,0.000384,1.173475
0.415521,0.017632,0.727426,0.000800,0.013952,0.000352,0.001536,0.000960,0.000352,1.185219
0.430977,0.017824,0.721506,0.000704,0.013888,0.000352,0.001504,0.001024,0.000384,1.195811
0.415041,0.017408,0.729762,0.000672,0.013888,0.000352,0.001600,0.001088,0.000384,1.186979
0.415393,0.017600,0.726786,0.000672,0.013920,0.000384,0.001536,0.000928,0.000416,1.184771
0.415553,0.017632,0.721186,0.000768,0.013984,0.000352,0.001536,0.000992,0.000448,1.179395
0.415457,0.017568,0.727970,0.000704,0.013920,0.000384,0.001504,0.000992,0.000352,1.186179
0.415681,0.017472,0.766626,0.001120,0.014688,0.000352,0.001504,0.000960,0.000608,1.226755
0.415745,0.017600,0.735010,0.000768,0.014272,0.000352,0.001792,0.001120,0.000576,1.194275
0.416449,0.017888,0.716642,0.000736,0.014209,0.000384,0.001536,0.001280,0.000832,1.177188
0.415905,0.017696,0.778595,0.000896,0.014240,0.000384,0.001536,0.001088,0.000448,1.238116
0.416098,0.017632,0.727042,0.000864,0.013984,0.000608,0.001568,0.000992,0.000320,1.185956
0.416065,0.017568,0.737058,0.000832,0.013920,0.000320,0.001504,0.000992,0.000352,1.196003
0.431681,0.017600,0.735170,0.000768,0.013920,0.000352,0.001472,0.001024,0.000416,1.209379
0.416065,0.017504,0.738530,0.000768,0.013984,0.000448,0.001568,0.001120,0.000416,1.197699
0.416097,0.017696,0.733570,0.000704,0.013856,0.000384,0.001568,0.000992,0.000384,1.192195
0.432769,0.017760,0.755682,0.000736,0.013856,0.000384,0.001568,0.000960,0.000416,1.231267
0.415649,0.017600,0.729762,0.000832,0.013824,0.000416,0.001504,0.000960,0.000352,1.187203
0.416705,0.017632,0.736579,0.000768,0.032640,0.000512,0.001728,0.001216,0.000384,1.216580
0.416066,0.017568,0.717250,0.000800,0.013952,0.000448,0.001568,0.000928,0.000384,1.176068
0.415970,0.017664,0.722562,0.000800,0.014240,0.000384,0.001536,0.001536,0.000352,1.182308
0.415937,0.017504,0.766370,0.000960,0.015648,0.000352,0.001600,0.001376,0.000384,1.227139
0.415841,0.017632,0.742370,0.000768,0.013984,0.000640,0.001792,0.001344,0.000352,1.202435
0.415457,0.017664,0.735618,0.000704,0.013888,0.000416,0.001568,0.000992,0.000352,1.193571
0.415585,0.017312,0.749666,0.000704,0.014016,0.000608,0.001536,0.001024,0.000448,1.207939
0.417857,0.017568,0.748674,0.000992,0.014432,0.000384,0.001568,0.001857,0.000640,1.213476
0.415522,0.017664,0.744162,0.000928,0.014240,0.000384,0.001536,0.001088,0.000352,1.204772
0.432609,0.017760,0.743042,0.000864,0.015584,0.000672,0.001600,0.001216,0.000672,1.222243
0.416353,0.017632,0.740162,0.000832,0.014368,0.000384,0.001600,0.001152,0.000352,1.200675
0.415425,0.017600,0.740706,0.000704,0.015520,0.000640,0.001536,0.001024,0.000416,1.200451
0.416609,0.017440,0.734082,0.000800,0.014336,0.000352,0.001568,0.001088,0.000416,1.193635
0.415329,0.017440,0.725634,0.000704,0.014240,0.000416,0.001536,0.000960,0.000416,1.183171
0.414913,0.017568,0.758595,0.000704,0.014208,0.000448,0.001568,0.001088,0.000416,1.216932
0.415138,0.017536,0.728578,0.000704,0.013920,0.000384,0.001664,0.001088,0.000320,1.186276
0.415554,0.017216,0.728162,0.000832,0.014112,0.000416,0.001568,0.000960,0.000416,1.185764
0.416962,0.017408,0.768674,0.000928,0.016640,0.000384,0.001568,0.001056,0.000864,1.231172
0.415649,0.017600,0.728866,0.000768,0.013856,0.000352,0.001440,0.000992,0.000384,1.186947
0.415681,0.017440,0.728802,0.000736,0.013824,0.000352,0.001600,0.001024,0.000384,1.186659
0.431745,0.017536,0.726562,0.000928,0.014432,0.000352,0.001504,0.000960,0.000416,1.203011
0.416001,0.017664,0.729666,0.000736,0.014336,0.000352,0.001536,0.000992,0.000384,1.188451
0.415201,0.017472,0.733570,0.000736,0.013824,0.000320,0.001440,0.001024,0.000352,1.191107
0.429377,0.017600,0.727810,0.000800,0.013889,0.000352,0.001568,0.001056,0.000352,1.200132
0.415681,0.017345,0.727426,0.000704,0.013760,0.000384,0.001504,0.000992,0.000352,1.185316
0.415682,0.017856,0.751618,0.000768,0.015264,0.000352,0.001440,0.000960,0.000384,1.211556
0.416417,0.017536,0.721346,0.000704,0.014208,0.000384,0.001472,0.001120,0.000416,1.181059
0.415777,0.017568,0.717410,0.000768,0.013792,0.000384,0.001440,0.000992,0.000416,1.175107
0.415649,0.017440,0.747714,0.000768,0.015680,0.000416,0.001536,0.001024,0.000384,1.207299
0.416225,0.017408,0.720002,0.000800,0.014144,0.000384,0.001504,0.001024,0.000384,1.178723
0.416001,0.017568,0.740482,0.000704,0.016160,0.000352,0.001440,0.001088,0.000384,1.201731
0.416449,0.017728,0.753539,0.000864,0.015840,0.000416,0.001600,0.001056,0.000320,1.215204
0.415842,0.017664,0.726978,0.000736,0.013952,0.000608,0.001536,0.001120,0.000352,1.186020
0.416226,0.017536,0.726786,0.000768,0.014144,0.000384,0.001568,0.000992,0.000832,1.186116
0.434050,0.017440,0.730658,0.000800,0.014208,0.000384,0.001472,0.000992,0.000576,1.207652
0.414945,0.017824,0.722050,0.000736,0.015520,0.000352,0.001504,0.001024,0.000384,1.181539
0.415841,0.017440,0.720194,0.000704,0.013856,0.000384,0.001504,0.001024,0.000576,1.178467
0.415873,0.017600,0.729666,0.000736,0.013952,0.000352,0.001888,0.001088,0.000384,1.188515
0.415841,0.017760,0.732194,0.000768,0.013856,0.000384,0.001504,0.001024,0.000352,1.190787
0.415713,0.017664,0.759106,0.000768,0.014016,0.000352,0.001568,0.001216,0.000352,1.217475
0.415681,0.017920,0.739170,0.000704,0.014241,0.000384,0.001600,0.001056,0.000608,1.198916
0.415521,0.017409,0.732258,0.000768,0.013888,0.000384,0.001568,0.001088,0.000416,1.190244
0.415746,0.017536,0.742722,0.000704,0.015840,0.000416,0.001504,0.001088,0.000352,1.202628
0.416673,0.017504,0.738274,0.000736,0.014048,0.000352,0.001440,0.001056,0.000352,1.197315
0.415841,0.017888,0.731362,0.000736,0.013920,0.000384,0.001504,0.001056,0.000384,1.190179
0.416097,0.017888,0.774146,0.000864,0.015520,0.000416,0.001504,0.000928,0.000352,1.234755
0.415809,0.017504,0.734914,0.000864,0.014368,0.000384,0.001568,0.000928,0.000832,1.194115
0.415521,0.017920,0.732866,0.000832,0.013984,0.000384,0.001568,0.000928,0.000320,1.191235
0.429729,0.017568,0.729603,0.000704,0.013856,0.000320,0.001472,0.000928,0.000352,1.201508
0.416578,0.017696,0.738562,0.000768,0.014144,0.000416,0.001504,0.001056,0.000608,1.198500
0.415969,0.017504,0.731106,0.000832,0.013792,0.000384,0.001536,0.000992,0.000832,1.190083
0.415521,0.017568,0.720738,0.000768,0.015712,0.000384,0.001536,0.001024,0.000320,1.180611
0.416033,0.017952,0.734946,0.000672,0.013856,0.000416,0.001472,0.001056,0.000384,1.194243
0.416385,0.017952,0.760130,0.000768,0.014144,0.000384,0.001472,0.000992,0.000416,1.220003
0.415905,0.017792,0.731810,0.000704,0.014176,0.000384,0.001600,0.000992,0.000416,1.191043
0.415809,0.017600,0.730434,0.000800,0.014208,0.000384,0.001568,0.001216,0.000352,1.189219
0.415937,0.017537,0.755714,0.001152,0.016320,0.000384,0.001472,0.001024,0.000320,1.217188
0.416641,0.017600,0.733122,0.000736,0.013920,0.000384,0.001568,0.000992,0.000384,1.192867
0.415553,0.017632,0.733186,0.000736,0.013888,0.000352,0.001504,0.001024,0.000352,1.191331
0.430305,0.017632,0.738018,0.000928,0.014208,0.000384,0.001536,0.000992,0.000384,1.212707
0.415553,0.017600,0.729250,0.000736,0.014112,0.000384,0.001504,0.001024,0.000384,1.187331
0.415329,0.017568,0.727522,0.000736,0.014176,0.000576,0.001504,0.000960,0.000416,1.185731
0.428225,0.017728,0.727650,0.000736,0.013920,0.000320,0.001472,0.000928,0.000416,1.198467
0.416001,0.017888,0.718658,0.000736,0.013889,0.000416,0.001600,0.000992,0.000352,1.177284
0.415617,0.017505,0.723330,0.000768,0.014272,0.000320,0.001440,0.001024,0.000832,1.182180
0.414242,0.017792,0.727938,0.000768,0.013856,0.000352,0.001568,0.001088,0.000384,1.184900
0.415457,0.017376,0.728386,0.000800,0.015904,0.000384,0.001504,0.001024,0.000384,1.187939
0.415361,0.017664,0.755778,0.000704,0.013984,0.000384,0.001536,0.001056,0.000352,1.213635
0.416193,0.017568,0.727618,0.000768,0.015264,0.000352,0.001568,0.001056,0.000352,1.187971
0.415777,0.017344,0.733090,0.000768,0.014304,0.000384,0.001536,0.001024,0.000352,1.191939
0.415681,0.017728,0.762594,0.000928,0.015296,0.000384,0.001408,0.001152,0.000384,1.222723
0.415489,0.017664,0.732194,0.000768,0.013920,0.000416,0.001504,0.001088,0.000416,1.190500
0.415618,0.017536,0.728994,0.000672,0.014016,0.000352,0.001472,0.000992,0.000384,1.187108
0.434721,0.017696,0.727266,0.000992,0.014208,0.000384,0.001536,0.001056,0.000352,1.205411
0.415681,0.017344,0.730178,0.000704,0.013920,0.000416,0.001472,0.001088,0.000416,1.188035
0.415393,0.017472,0.730114,0.000704,0.013920,0.000384,0.001536,0.001088,0.000416,1.187427
0.433281,0.017440,0.728962,0.000800,0.014048,0.000416,0.001504,0.001120,0.000448,1.205283
0.416577,0.017472,0.725314,0.000832,0.014273,0.000352,0.001536,0.001056,0.000352,1.184836
0.415842,0.017760,0.736386,0.000736,0.013920,0.000384,0.001536,0.000960,0.000352,1.195204
0.415745,0.017472,0.735906,0.000704,0.013856,0.000352,0.001568,0.001184,0.000416,1.194179
0.416289,0.017536,0.715586,0.000736,0.013888,0.000384,0.001568,0.001056,0.000384,1.174019
0.416609,0.017664,0.788034,0.000896,0.015936,0.000384,0.001472,0.001184,0.000832,1.249603
0.415297,0.017632,0.741570,0.000736,0.015424,0.000416,0.001472,0.000992,0.000352,1.200515
0.415585,0.017472,0.724546,0.000832,0.013856,0.000352,0.001536,0.001024,0.000384,1.182180
0.415553,0.017505,0.749570,0.000736,0.014944,0.000640,0.001568,0.001120,0.000864,1.209348
0.416065,0.017600,0.721954,0.000704,0.014144,0.000384,0.001568,0.001056,0.000384,1.180675
0.415649,0.017472,0.717474,0.000832,0.014048,0.000384,0.001504,0.001152,0.000832,1.176131
0.432001,0.017568,0.717858,0.000704,0.015232,0.000384,0.001568,0.001024,0.000352,1.193923
0.416065,0.017568,0.729794,0.000704,0.014240,0.000384,0.001536,0.001024,0.000384,1.188483
0.416385,0.017632,0.748194,0.000992,0.014208,0.000352,0.001568,0.001024,0.000832,1.209475
0.419202,0.017600,0.764162,0.001056,0.014912,0.000576,0.001504,0.001184,0.000576,1.229412
0.418593,0.017472,0.735106,0.000768,0.014496,0.000352,0.001600,0.001056,0.000448,1.197123
0.416769,0.018144,0.762690,0.001184,0.016000,0.000384,0.001536,0.001056,0.000416,1.225123
0.416769,0.017440,0.731682,0.000736,0.013984,0.000384,0.001568,0.001088,0.000480,1.191331
0.416929,0.017505,0.717378,0.000768,0.013824,0.000384,0.001600,0.001056,0.000448,1.176708
0.415938,0.017536,0.758050,0.000800,0.013888,0.000384,0.001568,0.001184,0.000352,1.216836
0.417601,0.017728,0.719138,0.000736,0.013984,0.000352,0.001568,0.001056,0.000352,1.179459
0.416385,0.017728,0.733826,0.000704,0.014464,0.000352,0.001536,0.001056,0.000384,1.193507
0.433313,0.018496,0.728578,0.000704,0.013920,0.000608,0.001664,0.001184,0.000384,1.206307
0.416545,0.017696,0.725954,0.000736,0.014016,0.000608,0.001536,0.001088,0.000352,1.185603
0.418401,0.017440,0.751203,0.000736,0.015520,0.000352,0.001536,0.001088,0.000384,1.213764
0.434338,0.017472,0.737250,0.000768,0.013952,0.000608,0.001600,0.001408,0.000384,1.214788
0.416065,0.017696,0.722946,0.000704,0.014464,0.000416,0.001568,0.001120,0.000416,1.182211
0.416129,0.017536,0.734562,0.000736,0.014304,0.000448,0.001536,0.001120,0.000416,1.193987
0.415905,0.017440,0.717634,0.000800,0.015264,0.000384,0.001856,0.001024,0.000352,1.177699
0.416257,0.017376,0.736386,0.000704,0.015489,0.000608,0.001664,0.001120,0.000352,1.196772
0.415970,0.017600,0.749826,0.000736,0.014880,0.000384,0.001536,0.001056,0.000352,1.208868
0.416097,0.017600,0.736258,0.000736,0.014528,0.000352,0.001568,0.000960,0.000352,1.194755
0.416321,0.017760,0.733378,0.000640,0.014240,0.000352,0.001632,0.001216,0.000384,1.192611
0.416577,0.017664,0.765154,0.000768,0.014688,0.000416,0.001600,0.001088,0.000384,1.226371
0.416481,0.017984,0.732290,0.000768,0.014400,0.000352,0.001568,0.000992,0.000352,1.192067
0.416481,0.017569,0.731842,0.000768,0.014208,0.000384,0.001600,0.000960,0.000416,1.190852
0.431778,0.017632,0.758626,0.000992,0.014176,0.000384,0.001568,0.001024,0.000416,1.234532
0.415521,0.017696,0.731714,0.000704,0.014048,0.000352,0.001504,0.001024,0.000352,1.190179
0.416129,0.017728,0.730818,0.000736,0.014208,0.000352,0.001600,0.000960,0.000448,1.189763
0.416609,0.017536,0.729794,0.000832,0.014112,0.000384,0.001600,0.001088,0.000448,1.190147
0.416289,0.017600,0.733763,0.000768,0.013856,0.000384,0.001632,0.000960,0.000384,1.192356
0.417090,0.017440,0.755554,0.000736,0.015328,0.000352,0.001600,0.000992,0.000416,1.216612
0.416641,0.017792,0.728834,0.000704,0.015328,0.000384,0.001696,0.001088,0.000416,1.189763
0.417313,0.017664,0.752386,0.000768,0.014112,0.000352,0.001568,0.000992,0.000416,1.214019
0.416353,0.017568,0.757091,0.000768,0.015392,0.000640,0.001600,0.001120,0.000416,1.218404
0.416674,0.017760,0.718018,0.000704,0.014208,0.000384,0.001504,0.001120,0.000384,1.178276
0.416129,0.017952,0.728994,0.000736,0.014048,0.000384,0.001472,0.001120,0.000448,1.188547
0.416993,0.025600,0.740866,0.000672,0.013920,0.000384,0.001568,0.001120,0.000384,1.228259
