Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.762531,0.001248,0.002720,0.001088,0.000320,1.773923
1.729219,0.001120,0.002496,0.001184,0.000384,1.740419
1.810947,0.000928,0.002496,0.001088,0.000448,1.822083
1.755299,0.000800,0.002464,0.001248,0.000320,1.765731
1.758404,0.001120,0.002720,0.001536,0.000448,1.770980
1.722372,0.000800,0.002784,0.001024,0.000384,1.732548
1.747107,0.000800,0.002464,0.001088,0.000384,1.757411
1.755459,0.000832,0.002496,0.001280,0.000384,1.765955
1.793571,0.000960,0.002624,0.001184,0.000384,1.804835
1.753027,0.000736,0.002464,0.001120,0.000352,1.762756
1.736323,0.000928,0.002368,0.001024,0.000416,1.745955
1.755843,0.000832,0.002528,0.001120,0.000320,1.765635
1.763972,0.000928,0.002496,0.001088,0.000384,1.774564
1.763427,0.000896,0.002464,0.001152,0.000384,1.773571
1.764579,0.000960,0.002528,0.001120,0.000416,1.774723
1.735107,0.000768,0.002528,0.001120,0.000352,1.745187
1.752771,0.000768,0.002624,0.001184,0.000384,1.762979
1.775747,0.000832,0.002592,0.001216,0.000416,1.786211
1.761507,0.000832,0.002464,0.001152,0.000384,1.772195
1.762276,0.001120,0.002592,0.001152,0.000352,1.773348
1.758275,0.001184,0.002688,0.001440,0.000352,1.769667
1.762627,0.000832,0.002624,0.001184,0.000320,1.772771
1.804515,0.000832,0.002496,0.001184,0.000416,1.815011
1.734723,0.000768,0.002720,0.001184,0.000384,1.745091
1.751332,0.000736,0.002464,0.001248,0.000352,1.761700
1.729603,0.000800,0.002560,0.001120,0.000384,1.739299
1.784772,0.000864,0.002688,0.001184,0.000416,1.796036
1.780355,0.000800,0.002656,0.001216,0.000352,1.791043
1.762595,0.000864,0.002560,0.001120,0.000320,1.773155
1.760995,0.000832,0.002592,0.001184,0.000352,1.772131
1.772132,0.000960,0.003456,0.001216,0.000320,1.784164
1.737251,0.000736,0.002752,0.001184,0.000384,1.748035
1.815491,0.000800,0.002528,0.001120,0.000416,1.826051
1.765667,0.000864,0.004256,0.001952,0.000576,1.780995
1.763651,0.000768,0.003200,0.001632,0.000384,1.775619
1.738723,0.000800,0.002848,0.001216,0.000448,1.749571
1.815556,0.000864,0.002688,0.001152,0.000448,1.826020
1.766436,0.000928,0.002528,0.001216,0.000384,1.777540
1.768196,0.000992,0.002496,0.001376,0.000384,1.778660
1.735011,0.000832,0.002432,0.001216,0.000416,1.744931
1.810660,0.000992,0.003488,0.001632,0.000352,1.823684
1.735555,0.000864,0.002336,0.001088,0.000384,1.745731
1.771619,0.000896,0.002560,0.001504,0.000416,1.782947
1.732355,0.000960,0.002368,0.001504,0.000352,1.742627
1.780611,0.000864,0.002592,0.001600,0.000416,1.792259
1.736867,0.000832,0.002464,0.001120,0.000384,1.747171
1.769315,0.000864,0.002400,0.001120,0.000384,1.778947
1.724835,0.001280,0.002592,0.001120,0.000384,1.736515
1.777348,0.001152,0.003168,0.001216,0.000416,1.789156
1.747651,0.000864,0.002400,0.001088,0.000352,1.757443
1.783395,0.000800,0.002624,0.001120,0.000480,1.793411
1.732323,0.000832,0.002464,0.001120,0.000352,1.742499
1.795011,0.001152,0.003392,0.001152,0.000384,1.806851
1.749796,0.000800,0.002368,0.001120,0.000352,1.760100
1.783843,0.000960,0.003424,0.001152,0.000416,1.795203
1.731747,0.000832,0.002336,0.001440,0.000448,1.742627
1.785219,0.001088,0.003040,0.001152,0.000384,1.796547
1.737571,0.000864,0.002336,0.001152,0.000384,1.747843
1.750627,0.000992,0.003136,0.001056,0.000384,1.761827
1.757059,0.000832,0.002560,0.001184,0.000320,1.767171
1.809412,0.000960,0.003040,0.001152,0.000384,1.820420
1.725219,0.000768,0.002400,0.001408,0.000448,1.735619
1.761731,0.000896,0.002624,0.001024,0.000384,1.771427
1.731651,0.000768,0.002464,0.001120,0.000384,1.741379
1.752387,0.000928,0.003008,0.001120,0.000384,1.763491
1.735107,0.000800,0.002400,0.001056,0.000320,1.745155
1.765219,0.000864,0.002528,0.001120,0.000384,1.775043
1.745987,0.000800,0.002432,0.001184,0.000384,1.755779
1.800963,0.001024,0.003136,0.001152,0.000384,1.812355
1.748932,0.001120,0.002368,0.001152,0.000352,1.759972
1.801443,0.001376,0.003872,0.002016,0.000544,1.815971
1.747043,0.000832,0.003616,0.001376,0.000352,1.759139
1.759236,0.000832,0.002496,0.001152,0.000352,1.769444
1.752003,0.000832,0.002400,0.001120,0.000384,1.762275
1.763747,0.000896,0.002304,0.001056,0.000352,1.774051
1.756099,0.000832,0.002496,0.001344,0.000384,1.765731
1.771619,0.000896,0.003488,0.001248,0.000480,1.784323
1.760996,0.000800,0.002368,0.001088,0.000320,1.770692
1.748899,0.000800,0.002528,0.001056,0.000320,1.758339
1.735619,0.000800,0.002496,0.001024,0.000352,1.745315
1.792067,0.000896,0.003392,0.001024,0.000448,1.803107
1.739875,0.000800,0.002432,0.001152,0.000480,1.749923
1.743780,0.000928,0.003200,0.001024,0.000416,1.755012
1.738211,0.000864,0.002496,0.001184,0.000608,1.748291
1.788291,0.000928,0.003488,0.001312,0.000416,1.800771
1.741027,0.000736,0.002432,0.001120,0.000352,1.750819
1.789059,0.000832,0.002432,0.001184,0.000416,1.799491
1.773123,0.000768,0.002528,0.001216,0.000416,1.784547
1.782147,0.000768,0.002400,0.001216,0.000448,1.792547
1.726083,0.000768,0.002432,0.001120,0.000384,1.736643
1.740291,0.000768,0.002240,0.001056,0.000352,1.749827
1.734979,0.000704,0.002432,0.001152,0.000384,1.745571
1.771907,0.000736,0.002688,0.001120,0.000352,1.781603
1.751523,0.000832,0.002368,0.001088,0.000384,1.760611
1.763971,0.000832,0.002496,0.001056,0.000384,1.775683
1.723363,0.000800,0.002496,0.001152,0.000384,1.732899
1.744899,0.000832,0.002400,0.001088,0.000320,1.757923
1.767683,0.000704,0.002464,0.001184,0.000352,1.777635
1.771907,0.000768,0.002432,0.001088,0.000320,1.782019
1.725028,0.000736,0.002464,0.001216,0.000448,1.734564
1.731363,0.000672,0.002560,0.001184,0.000352,1.741923
1.748163,0.000832,0.002464,0.001216,0.000384,1.758051
1.744611,0.000736,0.002496,0.001120,0.000352,1.754275
1.718467,0.000736,0.002496,0.001184,0.000384,1.727875
1.729923,0.000736,0.002464,0.001152,0.000448,1.739971
1.739555,0.000800,0.002464,0.001184,0.000384,1.749155
1.779459,0.000800,0.002464,0.001120,0.000416,1.790371
1.744931,0.000864,0.002528,0.001248,0.000448,1.755011
1.741700,0.000832,0.002368,0.001120,0.000352,1.751300
1.736643,0.000736,0.002560,0.001216,0.000416,1.746307
1.722819,0.000768,0.002560,0.001056,0.000352,1.732067
1.763716,0.000832,0.002400,0.001216,0.000352,1.773124
1.736259,0.000672,0.002304,0.001248,0.000352,1.745603
1.734467,0.000736,0.002272,0.001088,0.000384,1.743363
1.731011,0.000896,0.002880,0.001120,0.000416,1.741347
1.730307,0.000800,0.002496,0.001216,0.000416,1.740899
1.736964,0.000768,0.002496,0.001088,0.000352,1.746340
1.750307,0.000672,0.002240,0.001216,0.000384,1.759395
1.767715,0.000832,0.002400,0.001088,0.000384,1.777315
1.736483,0.000736,0.002464,0.001184,0.000384,1.745796
1.759971,0.000704,0.002336,0.001152,0.000352,1.769667
1.768100,0.000768,0.002784,0.001248,0.000352,1.778212
1.771939,0.000768,0.002304,0.001088,0.000384,1.781731
1.763299,0.000704,0.002368,0.001248,0.000352,1.773987
1.738148,0.000736,0.002400,0.001152,0.000448,1.747908
1.741891,0.000800,0.002560,0.001216,0.000384,1.752067
1.728995,0.000704,0.002464,0.001024,0.000352,1.738339
1.758884,0.000704,0.002336,0.001088,0.000352,1.768100
1.731523,0.000736,0.002368,0.001088,0.000416,1.740771
1.742371,0.000768,0.002560,0.001152,0.000352,1.752035
1.772099,0.000832,0.002240,0.001120,0.000384,1.781347
1.739331,0.000768,0.002400,0.001120,0.000352,1.748547
1.768804,0.000768,0.002336,0.001088,0.000352,1.778468
1.755011,0.000704,0.002656,0.001184,0.000384,1.764995
1.729795,0.000704,0.002592,0.001216,0.000416,1.740355
1.749923,0.000736,0.002656,0.001216,0.000384,1.760451
1.740707,0.000736,0.002528,0.001216,0.000448,1.751043
1.738883,0.000800,0.002432,0.019488,0.000672,1.767747
1.743811,0.000768,0.002688,0.001184,0.000320,1.753795
1.758787,0.000768,0.003584,0.001248,0.000384,1.770531
1.774499,0.000736,0.004032,0.001280,0.000416,1.787267
1.803619,0.000768,0.003520,0.001312,0.000416,1.815907
1.739683,0.000704,0.002336,0.001184,0.000384,1.749315
1.791363,0.000864,0.003520,0.001344,0.000448,1.804195
1.759811,0.001120,0.002752,0.001152,0.000352,1.770915
1.754051,0.000832,0.003360,0.001248,0.000384,1.766531
1.776931,0.000736,0.002272,0.001184,0.000384,1.786339
1.753156,0.000864,0.003360,0.001280,0.000544,1.765284
1.733987,0.000704,0.002400,0.001152,0.000384,1.743075
1.753155,0.000832,0.003456,0.001056,0.000352,1.764003
1.743939,0.000736,0.002336,0.001216,0.000384,1.753283
1.764451,0.000896,0.002592,0.001120,0.000416,1.773891
1.739395,0.000736,0.002368,0.001216,0.000384,1.748515
1.766340,0.000736,0.002304,0.001120,0.000352,1.775524
1.764771,0.000800,0.002752,0.001120,0.000384,1.775107
1.805635,0.000832,0.003328,0.001248,0.000384,1.817635
1.723364,0.000768,0.002080,0.001184,0.000320,1.732420
1.777443,0.000928,0.003328,0.001120,0.000352,1.788355
1.735299,0.000736,0.002368,0.001152,0.000352,1.744419
1.755876,0.000768,0.002368,0.001184,0.000352,1.765412
1.763043,0.000768,0.002272,0.001024,0.000352,1.771971
1.776420,0.000928,0.002304,0.001120,0.000352,1.785572
1.731139,0.000704,0.002368,0.001056,0.000384,1.740259
1.774403,0.000864,0.003328,0.001056,0.000448,1.785411
1.740484,0.000736,0.002272,0.001120,0.000384,1.749924
1.808163,0.000672,0.002304,0.001088,0.000352,1.817507
1.735811,0.000704,0.002304,0.001216,0.000384,1.744995
1.768099,0.000736,0.002496,0.001152,0.000352,1.778723
1.757315,0.000768,0.002304,0.001216,0.000384,1.767523
1.781668,0.000768,0.003424,0.001216,0.000384,1.793092
1.756163,0.000800,0.002432,0.001312,0.000352,1.765827
1.782788,0.000736,0.002368,0.001120,0.000384,1.792708
1.760867,0.000704,0.002496,0.001184,0.000384,1.770755
1.765795,0.000800,0.002400,0.001120,0.000448,1.775011
1.754436,0.000768,0.002304,0.001088,0.000384,1.763748
1.773475,0.000672,0.002560,0.001184,0.000352,1.783107
1.736963,0.000736,0.002368,0.001216,0.000416,1.746499
1.792771,0.000704,0.002240,0.001088,0.000384,1.802403
1.733572,0.000768,0.002336,0.001184,0.000384,1.742948
1.763971,0.000736,0.002368,0.001024,0.000384,1.773187
1.731907,0.000640,0.002304,0.001088,0.000384,1.740867
1.753091,0.000800,0.003072,0.001120,0.000352,1.764035
1.752580,0.000704,0.002368,0.001120,0.000352,1.761988
1.778596,0.000800,0.003072,0.001120,0.000384,1.789604
1.732739,0.000704,0.002336,0.001344,0.000384,1.742595
1.747491,0.000672,0.002304,0.001088,0.000320,1.756867
1.729155,0.000736,0.002368,0.001056,0.000352,1.738211
1.748067,0.000832,0.002400,0.001184,0.000416,1.757795
1.738947,0.000864,0.002464,0.001216,0.000352,1.748323
1.739843,0.000832,0.002240,0.001152,0.000416,1.749347
1.733699,0.000832,0.002400,0.001184,0.000352,1.743715
1.764259,0.000832,0.002336,0.001120,0.000352,1.773635
1.741699,0.000832,0.002240,0.001248,0.000384,1.751171
1.800131,0.001024,0.003072,0.001280,0.000416,1.811811
1.755491,0.000800,0.002400,0.001184,0.000384,1.765763
1.820227,0.000992,0.003040,0.001024,0.000352,1.831427
1.732611,0.000768,0.002240,0.001120,0.000352,1.742019
1.758788,0.000864,0.002144,0.001088,0.000352,1.768324
1.738851,0.000768,0.002272,0.001152,0.000352,1.748547
1.775427,0.000864,0.002752,0.001120,0.000352,1.785699
1.735779,0.000736,0.002368,0.001024,0.000352,1.744675
1.753411,0.000864,0.002208,0.001024,0.000384,1.762435
1.729123,0.000640,0.002336,0.001120,0.000448,1.738467
1.766852,0.000704,0.002624,0.001024,0.000352,1.776068
1.741443,0.000800,0.002432,0.001088,0.000384,1.751907
1.778051,0.000896,0.002912,0.001056,0.000480,1.788739
1.745604,0.000704,0.002368,0.001088,0.000384,1.755300
1.749923,0.000736,0.002272,0.001088,0.000352,1.758723
1.771939,0.000736,0.002496,0.001024,0.000416,1.781699
1.783652,0.000736,0.002432,0.001056,0.000384,1.792932
1.727779,0.000704,0.002208,0.001056,0.000384,1.736579
1.755043,0.000736,0.002432,0.001056,0.000416,1.764227
1.767107,0.000704,0.002176,0.001024,0.000320,1.776451
1.783619,0.000800,0.002240,0.001024,0.000352,1.792483
1.745540,0.000768,0.002496,0.001120,0.000384,1.755748
1.819523,0.000928,0.002976,0.001024,0.000384,1.830115
1.735523,0.000736,0.002400,0.000992,0.000384,1.744835
1.737411,0.000896,0.003200,0.001120,0.000384,1.748419
1.741571,0.000704,0.002368,0.001056,0.000352,1.751331
1.757252,0.000896,0.003360,0.001056,0.000480,1.768516
1.753315,0.000800,0.002720,0.001024,0.000384,1.764387
1.760132,0.000800,0.002304,0.001088,0.000384,1.769220
1.730435,0.000736,0.002336,0.001088,0.000416,1.740259
1.772899,0.000768,0.003264,0.001088,0.000448,1.783907
1.728771,0.000640,0.002464,0.001120,0.000288,1.737795
1.769827,0.000928,0.002464,0.000992,0.000416,1.779011
1.764131,0.000640,0.002656,0.001056,0.000416,1.773763
1.780899,0.000960,0.003296,0.001056,0.000384,1.791523
1.762500,0.000704,0.002336,0.001152,0.000352,1.772004
1.792675,0.000800,0.002400,0.001057,0.000352,1.801540
1.773187,0.000736,0.002272,0.001024,0.000352,1.781923
1.749187,0.000768,0.002400,0.001024,0.000384,1.757923
1.754659,0.000736,0.002336,0.001024,0.000352,1.763939
1.757668,0.000768,0.002368,0.001088,0.000352,1.767620
1.766435,0.000736,0.002401,0.001120,0.000416,1.775844
1.771108,0.000768,0.002272,0.001024,0.000384,1.779908
1.767971,0.000768,0.003328,0.001248,0.000384,1.780036
1.801764,0.000768,0.003168,0.001152,0.000352,1.813124
1.733347,0.000608,0.002400,0.001088,0.000384,1.742915
1.760771,0.000672,0.002144,0.001120,0.000320,1.769667
1.731235,0.000736,0.002272,0.001120,0.000352,1.740707
1.757891,0.000800,0.003360,0.001024,0.000384,1.768611
1.760771,0.000704,0.002400,0.001088,0.000384,1.769955
1.784611,0.000704,0.002368,0.001120,0.000384,1.794147
1.737123,0.000768,0.002272,0.001152,0.000384,1.746979
1.788932,0.000864,0.003456,0.001088,0.000384,1.800996
1.739299,0.000768,0.002304,0.001088,0.000448,1.748739
1.795331,0.000736,0.002400,0.001088,0.000416,1.804483
1.731459,0.000896,0.003392,0.001088,0.000384,1.742435
1.750723,0.000800,0.002848,0.001152,0.000352,1.761411
1.731683,0.000672,0.002336,0.000992,0.000416,1.740867
1.760100,0.000768,0.002304,0.001056,0.000384,1.769604
1.761699,0.000736,0.002464,0.001184,0.000352,1.771235
1.759843,0.000736,0.003200,0.001184,0.000384,1.771299
1.740067,0.000768,0.003296,0.001056,0.000384,1.750787
1.802948,0.000896,0.003424,0.000960,0.000448,1.813860
1.709763,0.000704,0.002528,0.001056,0.000352,1.719139
1.797476,0.000768,0.002112,0.000992,0.000320,1.806276
1.747491,0.000704,0.002240,0.001024,0.000384,1.756451
1.749731,0.000768,0.002336,0.001088,0.000352,1.759331
1.731747,0.000896,0.003168,0.001088,0.000352,1.742595
1.756387,0.000704,0.002336,0.001088,0.000352,1.766115
1.732931,0.000672,0.002144,0.001024,0.000352,1.741699
1.783556,0.000928,0.002336,0.001088,0.000384,1.793476
1.767619,0.000800,0.002272,0.001056,0.000384,1.776771
1.755843,0.000832,0.003424,0.001216,0.000416,1.768323
1.736899,0.000768,0.002368,0.001120,0.000384,1.746499
1.755875,0.000832,0.002272,0.001056,0.000384,1.765731
1.765731,0.000832,0.002688,0.001088,0.000352,1.776227
1.775491,0.000896,0.002848,0.001056,0.000384,1.786595
1.767748,0.000736,0.002368,0.001024,0.000416,1.777028
1.798755,0.000832,0.003488,0.001024,0.000352,1.810179
1.736516,0.000800,0.002496,0.001024,0.000352,1.746308
1.792547,0.000832,0.002368,0.001056,0.000416,1.802244
1.734435,0.000704,0.002368,0.001088,0.000448,1.743875
1.800099,0.000864,0.003360,0.001088,0.000352,1.811299
1.740772,0.000864,0.002368,0.001088,0.000416,1.750180
1.791716,0.000704,0.002624,0.001152,0.000352,1.801188
1.736675,0.000736,0.002208,0.001120,0.000384,1.745923
1.758179,0.000768,0.002272,0.001120,0.000384,1.767523
1.767044,0.000704,0.002464,0.001088,0.000384,1.776388
1.749636,0.000800,0.003072,0.001088,0.000416,1.760516
1.757987,0.000960,0.003136,0.001056,0.000384,1.768963
1.770787,0.000832,0.003072,0.001088,0.000352,1.781859
1.770115,0.000768,0.002400,0.001088,0.000384,1.780227
1.810531,0.000704,0.002368,0.001120,0.000384,1.820195
1.726211,0.000736,0.002176,0.001056,0.000352,1.735427
1.761411,0.000736,0.002304,0.001024,0.000352,1.770499
1.726851,0.000672,0.002368,0.001056,0.000352,1.736195
1.772323,0.000736,0.002464,0.001152,0.000320,1.782211
1.737059,0.000768,0.002528,0.001184,0.000416,1.746531
1.786020,0.000768,0.002464,0.001088,0.000352,1.795460
1.771268,0.000832,0.002496,0.001088,0.000384,1.780772
1.786947,0.000864,0.002976,0.001056,0.000352,1.797923
1.731139,0.000768,0.002304,0.001088,0.000320,1.740355
1.795427,0.000800,0.003104,0.000992,0.000384,1.806627
1.754211,0.000704,0.002304,0.001120,0.000384,1.763491
1.741571,0.000768,0.002240,0.001088,0.000352,1.750979
1.733603,0.000672,0.002144,0.001056,0.000416,1.742371
1.811620,0.000864,0.002784,0.000992,0.000352,1.822692
1.728323,0.000704,0.002304,0.001120,0.000384,1.737699
1.747203,0.000832,0.003008,0.001152,0.000416,1.758051
1.736675,0.000768,0.002464,0.001120,0.000416,1.747203
1.775619,0.000768,0.002304,0.001120,0.000352,1.785379
1.760548,0.000832,0.002624,0.001152,0.000384,1.771268
1.744067,0.000928,0.002880,0.001024,0.000416,1.754179
1.755939,0.000736,0.002496,0.001216,0.000384,1.765859
1.780964,0.000704,0.002336,0.001056,0.000416,1.790916
1.733763,0.000704,0.002368,0.001024,0.000352,1.743107
1.761955,0.000704,0.002112,0.001056,0.000352,1.771075
1.751940,0.000768,0.002240,0.001088,0.000352,1.761284
1.761219,0.000800,0.003072,0.001152,0.000384,1.772035
1.763299,0.000736,0.002368,0.001120,0.000384,1.773219
1.783907,0.000896,0.002304,0.001024,0.000384,1.792611
1.727492,0.000704,0.002176,0.001120,0.000384,1.736900
1.781859,0.000800,0.002272,0.001152,0.000384,1.790851
1.765796,0.000736,0.002368,0.001120,0.000384,1.775524
1.779619,0.000864,0.003072,0.001024,0.000384,1.790659
1.727428,0.000704,0.002240,0.001088,0.000416,1.736516
1.807779,0.000832,0.003008,0.001088,0.000352,1.818339
1.746371,0.000608,0.002368,0.001056,0.000384,1.755651
1.783971,0.000864,0.002368,0.000992,0.000384,1.793603
1.730883,0.000768,0.002336,0.001088,0.000352,1.740739
1.741060,0.000864,0.003072,0.001088,0.000416,1.752100
1.776643,0.000672,0.002272,0.001024,0.000384,1.785571
1.749891,0.000768,0.002272,0.000992,0.000416,1.758883
1.756003,0.000704,0.002176,0.001216,0.000352,1.765827
1.751588,0.000704,0.002240,0.001088,0.000416,1.760548
1.722275,0.000608,0.002336,0.000960,0.000352,1.731491
1.759299,0.000832,0.003072,0.001216,0.000384,1.770499
1.733860,0.000736,0.002368,0.001056,0.000384,1.743268
1.778787,0.000832,0.002400,0.001120,0.000416,1.788259
1.727011,0.000864,0.002272,0.001248,0.000384,1.736835
