Layer[0],Layer[1],Layer[2],Layer[10],classifier
0.435297,0.017792,0.202241,0.203233,0.926915
0.420545,0.017696,0.202113,0.193408,0.902306
0.416034,0.017792,0.202272,0.216289,0.921699
0.416481,0.017504,0.202113,0.220096,0.964547
0.420865,0.017536,0.202017,0.203680,0.915202
0.417186,0.017856,0.202528,0.207809,0.921091
0.416001,0.017600,0.201985,0.216480,0.921027
0.436225,0.017568,0.202496,0.217633,0.946242
0.420801,0.017729,0.203456,0.201953,0.912323
0.420321,0.017824,0.202145,0.202656,0.911554
0.420705,0.017568,0.202208,0.218785,0.929922
0.420609,0.017792,0.202465,0.208705,0.926947
0.420801,0.017600,0.202465,0.210848,0.923107
0.420577,0.017792,0.202208,0.201345,0.910722
0.420353,0.017792,0.202561,0.202561,0.914019
0.416801,0.017600,0.202497,0.233344,0.940642
0.420321,0.017536,0.201920,0.203905,0.920386
0.438273,0.021312,0.202785,0.208001,0.945475
0.416417,0.018272,0.202337,0.203232,0.908706
0.415842,0.017376,0.202464,0.205313,0.918307
0.419905,0.017472,0.202017,0.198688,0.924643
0.415969,0.017632,0.201761,0.201152,0.905538
0.417058,0.017568,0.201984,0.191137,0.898179
0.420065,0.017728,0.202113,0.190176,0.896706
0.431809,0.017632,0.202208,0.235457,0.958050
0.417121,0.017472,0.201857,0.207521,0.944483
0.420897,0.017792,0.202945,0.207808,0.918403
0.419745,0.017632,0.202208,0.220481,0.936610
0.421089,0.017760,0.202369,0.199425,0.908515
0.421569,0.017888,0.202657,0.268289,0.988131
0.422081,0.017568,0.202529,0.213888,0.928578
0.416770,0.017792,0.202144,0.199681,0.909763
0.420673,0.017568,0.202561,0.200961,0.911747
0.418849,0.017760,0.203041,0.209984,0.922978
0.450562,0.017696,0.203168,0.213729,0.957859
0.417441,0.017696,0.202785,0.209313,0.917123
0.422369,0.017632,0.202241,0.200416,0.909986
0.421090,0.017632,0.203936,0.231169,0.953987
0.416769,0.017632,0.202433,0.205665,0.911459
0.420897,0.018272,0.202401,0.193504,0.903490
0.420674,0.017824,0.202720,0.204449,0.914819
0.440545,0.018016,0.203489,0.206144,0.943427
0.417921,0.017664,0.202656,0.211745,0.922082
0.421537,0.017568,0.202497,0.202497,0.913219
0.421729,0.017824,0.203297,0.217376,0.932098
0.420450,0.017632,0.202528,0.201601,0.910627
0.417377,0.017568,0.202241,0.203200,0.909443
0.420673,0.017888,0.202016,0.227233,0.937410
0.421506,0.017568,0.202432,0.196481,0.908419
0.421089,0.017632,0.202401,0.200864,0.910371
0.420673,0.017632,0.202432,0.204353,0.918850
0.419297,0.017664,0.217537,0.197569,0.922691
0.420449,0.017792,0.202625,0.201920,0.911810
0.419810,0.017696,0.201728,0.191937,0.899075
0.414817,0.017728,0.202081,0.203616,0.910019
0.421569,0.017760,0.202304,0.203937,0.914402
0.420833,0.017696,0.201697,0.202913,0.914851
0.417057,0.017856,0.202241,0.193152,0.898338
0.416130,0.033888,0.203104,0.198657,0.920963
0.420001,0.017696,0.202369,0.202848,0.910147
0.420289,0.017664,0.202272,0.207489,0.916866
0.416193,0.017760,0.203073,0.201825,0.906659
0.416033,0.017760,0.201825,0.193280,0.897570
0.416610,0.017600,0.202144,0.201761,0.907971
0.417633,0.017536,0.202177,0.201088,0.905891
0.440130,0.018080,0.202944,0.208417,0.940099
0.416801,0.017600,0.202145,0.203841,0.909219
0.421409,0.017952,0.202657,0.202016,0.910850
0.420930,0.018144,0.202528,0.220865,0.948899
0.421409,0.017600,0.202849,0.196672,0.905155
0.421025,0.017824,0.202497,0.203616,0.914114
0.420385,0.017793,0.202656,0.203681,0.912035
0.434977,0.017632,0.202465,0.204096,0.927650
0.420546,0.017792,0.203360,0.201249,0.911715
0.416577,0.017600,0.202817,0.198272,0.903011
0.416865,0.017536,0.202336,0.236897,0.958754
0.420258,0.017536,0.202720,0.225377,0.933443
0.416737,0.017568,0.202657,0.200736,0.905763
0.421313,0.017600,0.202560,0.201281,0.913026
0.433889,0.017761,0.202176,0.228769,0.953187
0.415457,0.017792,0.202433,0.201440,0.905090
0.420513,0.017920,0.202560,0.203489,0.913634
0.421185,0.018304,0.220993,0.200257,0.930307
0.416289,0.017536,0.202177,0.199232,0.905698
0.420130,0.017664,0.202080,0.203201,0.913475
0.420321,0.017696,0.202881,0.207872,0.918915
0.420769,0.017568,0.202624,0.202849,0.911330
0.421089,0.017600,0.202721,0.201473,0.912739
0.420353,0.017696,0.201793,0.200672,0.908770
0.420417,0.017697,0.220384,0.201889,0.929955
0.420769,0.017792,0.201761,0.205696,0.916738
0.420993,0.017632,0.202400,0.202017,0.922019
0.420737,0.017568,0.202369,0.199713,0.908867
0.421569,0.017504,0.201857,0.225408,0.933506
0.420546,0.017632,0.202752,0.207777,0.917763
0.420129,0.017568,0.202209,0.203520,0.913795
0.436097,0.018016,0.202720,0.192001,0.918338
0.420705,0.017760,0.201889,0.199169,0.905347
0.420289,0.017504,0.201889,0.197664,0.907458
0.420258,0.017728,0.202016,0.200769,0.933859
0.420417,0.017888,0.201889,0.196160,0.904706
0.421601,0.017664,0.202464,0.200033,0.912674
0.420865,0.017632,0.202241,0.196064,0.909475
0.437313,0.017568,0.202561,0.201472,0.930946
0.418018,0.017760,0.202240,0.203649,0.911235
0.420225,0.017920,0.202113,0.198080,0.906051
0.423009,0.017632,0.201984,0.231233,0.955458
0.420865,0.017664,0.201985,0.189505,0.897635
0.416193,0.017760,0.202145,0.199552,0.906050
0.415809,0.017569,0.203392,0.202593,0.906819
0.436705,0.017856,0.202401,0.209536,0.935875
0.420449,0.017536,0.202080,0.203329,0.910306
0.421089,0.017856,0.203201,0.218369,0.933827
0.415297,0.017568,0.221313,0.198624,0.919747
0.420545,0.017632,0.203072,0.198529,0.908162
0.420961,0.017696,0.203201,0.205185,0.916995
0.420577,0.017568,0.202145,0.196768,0.904226
0.437890,0.017504,0.202464,0.198817,0.929123
0.419969,0.017856,0.203297,0.212928,0.925987
0.422337,0.017888,0.202432,0.198913,0.912418
0.420513,0.017600,0.219585,0.199393,0.925475
0.420961,0.017536,0.202977,0.199936,0.909634
0.420610,0.017696,0.202432,0.197473,0.906435
0.420385,0.017536,0.203041,0.189024,0.898562
0.420930,0.017856,0.202848,0.201697,0.911107
0.420609,0.017568,0.202337,0.200992,0.911235
0.415969,0.017568,0.201920,0.199233,0.902050
0.420097,0.017792,0.219937,0.200865,0.926947
0.414497,0.017792,0.202977,0.196576,0.899362
0.414177,0.017697,0.202624,0.195969,0.901795
0.420321,0.017696,0.202625,0.192288,0.900802
0.415618,0.017440,0.202272,0.195681,0.899587
0.421089,0.017760,0.202529,0.188864,0.900579
0.415266,0.017792,0.201952,0.202913,0.919523
0.420641,0.017632,0.218721,0.206337,0.936803
0.415745,0.018112,0.201952,0.188417,0.889474
0.416769,0.017568,0.202273,0.199265,0.908291
0.416065,0.017824,0.202337,0.190112,0.912226
0.416226,0.017632,0.202112,0.184161,0.888163
0.415809,0.017664,0.202017,0.182464,0.889442
0.420738,0.017920,0.202432,0.202177,0.915043
0.416097,0.017600,0.217697,0.205184,0.932547
0.420737,0.017536,0.202624,0.199649,0.908450
0.415713,0.017792,0.201953,0.211713,0.923043
0.416193,0.017600,0.203745,0.203616,0.910306
0.416449,0.017537,0.202496,0.202529,0.907459
0.420257,0.017728,0.202593,0.196768,0.910690
0.416034,0.017696,0.202496,0.198913,0.905379
0.420289,0.017760,0.222337,0.201824,0.932547
0.415329,0.017600,0.202272,0.187137,0.888162
0.420449,0.017888,0.202273,0.197856,0.906915
0.414881,0.017888,0.201984,0.209729,0.913538
0.420097,0.017664,0.202689,0.192705,0.905987
0.416321,0.017728,0.202304,0.185633,0.888130
0.421153,0.017728,0.202145,0.205569,0.920099
0.415393,0.017600,0.221921,0.206528,0.952802
0.415522,0.017664,0.202304,0.202849,0.908099
0.415137,0.017664,0.201857,0.185696,0.890531
0.419873,0.017824,0.202144,0.194305,0.901826
0.415361,0.017568,0.202049,0.180704,0.882371
0.419329,0.017824,0.202560,0.203553,0.910594
0.419777,0.017600,0.202273,0.188096,0.893315
0.420033,0.017792,0.219296,0.198433,0.924034
0.415489,0.017568,0.202337,0.192897,0.894243
0.415937,0.017856,0.201953,0.198208,0.904258
0.422626,0.017600,0.202368,0.204257,0.915715
0.424577,0.017664,0.201953,0.201888,0.915203
0.415777,0.017632,0.202976,0.200513,0.903362
0.420705,0.017728,0.201857,0.196000,0.904195
0.415937,0.017504,0.216064,0.186497,0.906146
0.415585,0.017664,0.203361,0.200545,0.904995
0.416193,0.017504,0.202017,0.185088,0.887458
0.420737,0.017664,0.202305,0.194945,0.902595
0.428609,0.017408,0.202273,0.207872,0.923490
0.420578,0.017824,0.201952,0.204225,0.914467
0.415585,0.017760,0.202529,0.180384,0.901283
0.415458,0.017888,0.220832,0.204097,0.927011
0.415713,0.017760,0.202497,0.182880,0.883395
0.420737,0.017952,0.202656,0.201153,0.909954
0.415329,0.017664,0.202273,0.210561,0.911075
0.436385,0.017792,0.202273,0.201280,0.927554
0.424385,0.017792,0.202689,0.206177,0.928099
0.416065,0.017728,0.202305,0.195776,0.900322
0.416513,0.017537,0.202432,0.207681,0.910563
0.415713,0.018048,0.202113,0.198592,0.910050
0.417218,0.017792,0.202048,0.182241,0.884003
0.416001,0.017664,0.202209,0.185504,0.891010
0.432193,0.017664,0.202689,0.200065,0.918883
0.416033,0.017600,0.201793,0.202048,0.907298
0.420289,0.017857,0.202272,0.224353,0.931747
0.419969,0.017696,0.203009,0.228704,0.946979
0.416193,0.017888,0.203808,0.196289,0.904482
0.420225,0.017824,0.202529,0.198241,0.906275
0.416641,0.017824,0.202401,0.197504,0.904226
0.433921,0.017568,0.202208,0.198017,0.921442
0.420929,0.017568,0.202241,0.210177,0.919491
0.420161,0.017632,0.202369,0.200224,0.907682
0.420674,0.017600,0.220288,0.199777,0.927683
0.415201,0.017696,0.201729,0.199840,0.901699
0.421121,0.017792,0.201920,0.214177,0.922018
0.419937,0.017728,0.202529,0.194657,0.903683
0.431297,0.017856,0.201921,0.201152,0.920770
0.419970,0.017728,0.202208,0.196321,0.903651
0.420257,0.017600,0.202113,0.213824,0.923107
0.420545,0.018016,0.221569,0.206976,0.940386
0.420673,0.017665,0.201920,0.198337,0.907171
0.416161,0.017568,0.201985,0.192896,0.894466
0.416578,0.017472,0.201888,0.200353,0.905539
0.420609,0.017536,0.202369,0.199008,0.907907
0.420577,0.017888,0.201856,0.205569,0.918178
0.421057,0.017792,0.202113,0.191105,0.898211
0.416705,0.017856,0.220449,0.202336,0.924962
0.421730,0.017760,0.203712,0.192513,0.908291
0.420449,0.017824,0.202113,0.205120,0.914947
0.420289,0.017568,0.201793,0.203264,0.912866
0.422018,0.017824,0.202080,0.199201,0.909411
0.420417,0.017792,0.202401,0.191200,0.900131
0.416033,0.017632,0.202144,0.200417,0.902818
0.438049,0.017792,0.202049,0.192545,0.919043
0.420129,0.017600,0.202625,0.200000,0.907714
0.420097,0.017633,0.201824,0.197569,0.905315
0.416897,0.017664,0.201889,0.197408,0.924739
0.415777,0.017728,0.202144,0.195617,0.901186
0.420385,0.017824,0.203073,0.189504,0.899139
0.420897,0.017664,0.202016,0.197473,0.905410
0.437313,0.017761,0.202688,0.195105,0.924067
0.415489,0.017504,0.202145,0.201600,0.904258
0.420162,0.017632,0.201920,0.198241,0.906051
0.414721,0.017536,0.201985,0.197568,0.943171
0.420961,0.017440,0.202272,0.187649,0.893890
0.415361,0.017728,0.203265,0.199393,0.903107
0.415329,0.017728,0.202241,0.193824,0.894498
0.431425,0.017889,0.202592,0.200641,0.919459
0.421377,0.017920,0.202177,0.203392,0.913378
0.415778,0.017600,0.202848,0.200417,0.907651
0.415329,0.017600,0.201569,0.199936,0.938307
0.415841,0.017760,0.202240,0.197857,0.902914
0.415841,0.017600,0.201729,0.186785,0.890851
0.420545,0.017792,0.202369,0.195168,0.902050
0.438338,0.017664,0.202528,0.208065,0.935171
0.421185,0.017728,0.202177,0.202432,0.910467
0.420257,0.017600,0.201888,0.199265,0.906562
0.415713,0.017600,0.202049,0.216993,0.932995
0.420737,0.017952,0.201793,0.194848,0.903682
0.420226,0.017760,0.203104,0.201633,0.910915
0.419905,0.017824,0.202337,0.192096,0.900835
0.437474,0.017632,0.201984,0.202113,0.930723
0.420673,0.017728,0.202017,0.205344,0.915203
0.420737,0.017568,0.202432,0.198561,0.909762
0.416097,0.017505,0.202432,0.214561,0.924227
0.416225,0.017760,0.202561,0.186048,0.889634
0.420098,0.017824,0.203424,0.201665,0.910851
0.415425,0.017600,0.202465,0.196736,0.899843
0.437089,0.017696,0.202240,0.213793,0.943682
0.420481,0.017568,0.202017,0.203617,0.913987
0.416129,0.017632,0.201857,0.200256,0.912034
0.420066,0.017600,0.202560,0.214945,0.926755
0.419169,0.017760,0.203745,0.189696,0.897891
0.415617,0.017856,0.201856,0.199489,0.902210
0.420225,0.017600,0.203105,0.199168,0.908931
0.448481,0.017504,0.202305,0.193920,0.934690
0.420193,0.017760,0.202112,0.190945,0.898787
0.420897,0.017856,0.202913,0.198368,0.909090
0.416130,0.017632,0.202848,0.229793,0.935939
0.420321,0.017632,0.202049,0.206112,0.916611
0.421249,0.017664,0.202464,0.192897,0.902722
0.421249,0.017761,0.203584,0.194977,0.908099
0.433633,0.017696,0.202369,0.207776,0.934242
0.416002,0.017824,0.202368,0.201601,0.909763
0.420833,0.017664,0.202017,0.197536,0.906083
0.421185,0.017760,0.231553,0.202720,0.944354
0.415233,0.017633,0.202784,0.199745,0.903907
0.420481,0.017696,0.202049,0.202848,0.911554
0.420514,0.017664,0.202912,0.199169,0.913987
0.416033,0.017664,0.202209,0.197632,0.927747
0.420257,0.017824,0.201792,0.195361,0.904290
0.420225,0.017536,0.202305,0.226369,0.935619
0.421089,0.017536,0.221441,0.204352,0.938659
0.420257,0.017632,0.202272,0.199329,0.912226
0.421313,0.017856,0.203233,0.180160,0.893251
0.421697,0.017760,0.202272,0.190849,0.904354
0.420417,0.017600,0.202177,0.190561,0.900643
0.420705,0.017632,0.202337,0.198048,0.907586
0.420865,0.017824,0.202977,0.205281,0.915075
0.415329,0.017568,0.216865,0.203552,0.922370
0.415745,0.017632,0.202816,0.203233,0.910690
0.420673,0.017632,0.201921,0.212641,0.920003
0.416705,0.017536,0.202401,0.207136,0.913186
0.421442,0.017600,0.202368,0.201313,0.914403
0.416993,0.017600,0.202209,0.214944,0.921731
0.416929,0.017760,0.202401,0.196736,0.900514
0.437954,0.017600,0.203392,0.206753,0.946595
0.416257,0.017536,0.202177,0.216160,0.924419
0.420641,0.017536,0.203040,0.207265,0.918914
0.420258,0.017696,0.202368,0.217377,0.928867
0.420481,0.017568,0.203105,0.201312,0.910691
