Layer[0],Layer[1],Layer[2],IN[3],INFER[3-6],OUT[6],TEE[3-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395467,0.017889,0.207366,0.129732,0.101571,0.064354,0.299049,0.000736,0.002848,0.001056,0.000384,0.932123
0.395276,0.017824,0.192198,0.134180,0.102883,0.061634,0.301897,0.000768,0.002624,0.001088,0.000384,0.918299
0.394987,0.017665,0.192198,0.132836,0.105603,0.063906,0.305257,0.000672,0.002624,0.001088,0.000352,0.921147
0.395308,0.017569,0.193125,0.131620,0.101731,0.060930,0.297353,0.000672,0.002560,0.001120,0.000384,0.914651
0.394732,0.017569,0.191909,0.131204,0.102691,0.061442,0.298793,0.000768,0.005152,0.001152,0.000416,0.917052
0.395339,0.017761,0.192101,0.127971,0.103363,0.061954,0.296105,0.000832,0.002048,0.001216,0.000352,0.911834
0.395116,0.017697,0.192005,0.131876,0.103875,0.064738,0.303529,0.000672,0.002016,0.001120,0.000352,0.918588
0.396107,0.031905,0.193222,0.131844,0.110915,0.067618,0.313449,0.000736,0.002240,0.001152,0.000416,0.947100
0.395180,0.017793,0.192261,0.125540,0.099395,0.061570,0.289801,0.000704,0.002016,0.001024,0.000384,0.905563
0.394540,0.017601,0.192005,0.119076,0.099043,0.061154,0.282793,0.000800,0.003008,0.001120,0.000384,0.899067
0.395852,0.017696,0.192070,0.127620,0.105539,0.063298,0.299433,0.000896,0.002528,0.001152,0.000384,0.915899
0.394731,0.017729,0.192262,0.128419,0.116644,0.061730,0.309769,0.000608,0.004800,0.001088,0.000640,0.927803
0.395916,0.017569,0.192389,0.126212,0.103715,0.067586,0.300553,0.000736,0.005056,0.001153,0.000640,0.920124
0.395628,0.017504,0.192454,0.138020,0.103491,0.062850,0.307721,0.000640,0.002080,0.001056,0.000320,0.923547
0.410636,0.017984,0.193030,0.131396,0.104963,0.063458,0.303081,0.000736,0.002112,0.001056,0.000576,0.935771
0.394828,0.017761,0.192453,0.139588,0.109828,0.064642,0.317130,0.000704,0.002912,0.001120,0.000384,0.933756
0.395116,0.017824,0.192294,0.133444,0.101251,0.061026,0.298729,0.000736,0.002080,0.000928,0.000416,0.913883
0.395276,0.017569,0.192453,0.145989,0.109667,0.060898,0.319818,0.000832,0.002400,0.001120,0.000416,0.937148
0.395564,0.017473,0.191909,0.127940,0.101571,0.062178,0.294921,0.000736,0.001952,0.000960,0.000384,0.910235
0.395435,0.017473,0.191814,0.158340,0.103299,0.061634,0.326217,0.000704,0.002560,0.001120,0.000416,0.942139
0.395403,0.017665,0.191685,0.125156,0.100835,0.060610,0.289577,0.000640,0.003008,0.001152,0.000384,0.905210
0.413708,0.017600,0.192102,0.129668,0.112355,0.062786,0.307881,0.000896,0.002208,0.001024,0.000416,0.942300
0.395692,0.017568,0.191942,0.128836,0.104803,0.062850,0.299369,0.000736,0.004704,0.001024,0.000384,0.917403
0.394828,0.017729,0.192453,0.130244,0.115876,0.061058,0.310282,0.000704,0.002944,0.001216,0.000384,0.926940
0.394412,0.017600,0.208582,0.135972,0.117571,0.068098,0.324777,0.000704,0.002688,0.001024,0.000416,0.956860
0.395116,0.017409,0.191781,0.133220,0.104547,0.063873,0.304745,0.000736,0.004545,0.001088,0.000608,0.922684
0.395052,0.017824,0.191974,0.130020,0.113283,0.063202,0.309705,0.000800,0.002208,0.001120,0.000576,0.926043
0.394444,0.017569,0.192357,0.137124,0.101667,0.060898,0.302729,0.000672,0.002688,0.001120,0.000416,0.918427
0.396268,0.017792,0.191910,0.131460,0.104643,0.063554,0.302889,0.000832,0.002848,0.001248,0.000416,0.921243
0.396267,0.017953,0.192166,0.124259,0.103811,0.061122,0.292392,0.000768,0.002560,0.001152,0.000384,0.910074
0.396012,0.017633,0.192613,0.128740,0.103139,0.062594,0.297385,0.000704,0.002848,0.001152,0.000416,0.914651
0.416109,0.017760,0.191846,0.131044,0.101315,0.063682,0.298985,0.000736,0.002912,0.001088,0.000416,0.936476
0.395436,0.017664,0.192198,0.124580,0.100931,0.061921,0.290440,0.000672,0.002720,0.001088,0.000384,0.906587
0.395308,0.017664,0.192230,0.138820,0.101123,0.065346,0.308617,0.000768,0.002976,0.001088,0.000352,0.924988
0.395531,0.017505,0.191941,0.139844,0.099011,0.104995,0.346955,0.000704,0.003328,0.001088,0.000384,0.963740
0.396076,0.017921,0.192293,0.136772,0.103491,0.067970,0.311433,0.000736,0.002945,0.001120,0.000448,0.929148
0.397132,0.017601,0.193286,0.126371,0.101411,0.063810,0.294792,0.000736,0.002272,0.001344,0.000640,0.915324
0.397708,0.018048,0.192358,0.130084,0.102467,0.062018,0.297993,0.000704,0.002400,0.001248,0.000416,0.917403
0.412332,0.017888,0.192006,0.131524,0.115139,0.063106,0.313097,0.000768,0.002528,0.001216,0.000608,0.947259
0.396492,0.017792,0.191974,0.133444,0.101539,0.065858,0.303945,0.000736,0.002400,0.001216,0.000448,0.921979
