Layer[0],IN[1],INFER[1-3],OUT[3],TEE[1-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.396299,0.170661,0.538992,0.066242,0.780407,0.049633,0.000864,0.014625,0.000352,0.001664,0.001440,0.000640,1.253221
0.397132,0.171973,0.558289,0.071682,0.806328,0.050210,0.000832,0.014048,0.000416,0.001568,0.001184,0.000416,1.280230
0.396588,0.155237,0.540208,0.066882,0.766071,0.048865,0.000896,0.013921,0.000576,0.001760,0.001056,0.000384,1.236965
0.395820,0.192070,0.538192,0.069154,0.804312,0.048897,0.000896,0.014305,0.000352,0.001568,0.001312,0.000448,1.274694
0.414988,0.156389,0.547152,0.072930,0.780503,0.048930,0.000864,0.013984,0.000832,0.001568,0.001280,0.000448,1.270341
0.396332,0.164453,0.537104,0.065346,0.770775,0.049665,0.000864,0.014017,0.000384,0.001536,0.001248,0.000640,1.242405
0.396140,0.147876,0.539888,0.097059,0.788823,0.051522,0.001152,0.013696,0.000768,0.001600,0.001408,0.000576,1.262693
0.396236,0.167493,0.540304,0.067682,0.779383,0.048705,0.000800,0.014113,0.000576,0.001568,0.001440,0.000416,1.251205
0.396396,0.167557,0.539248,0.066562,0.777463,0.048865,0.000864,0.013601,0.000608,0.001600,0.001408,0.000640,1.248453
0.397355,0.169957,0.568433,0.077890,0.820888,0.048897,0.000832,0.013569,0.000608,0.001536,0.001088,0.000416,1.292838
0.396364,0.167589,0.540176,0.065154,0.776855,0.048961,0.000832,0.013633,0.000640,0.001536,0.001088,0.000384,1.247077
0.396716,0.156580,0.537616,0.066178,0.764630,0.049506,0.000832,0.014368,0.000416,0.001664,0.001152,0.000416,1.237220
0.412429,0.193478,0.552944,0.071426,0.822072,0.048482,0.000864,0.013792,0.000608,0.001632,0.001152,0.000576,1.309159
0.396908,0.166885,0.537040,0.065698,0.773783,0.048609,0.000832,0.013761,0.000384,0.001600,0.001248,0.000576,1.244389
0.398123,0.239399,0.569329,0.086914,0.902458,0.051586,0.001056,0.014624,0.000544,0.001760,0.002112,0.000608,1.382793
0.396203,0.167877,0.542288,0.067682,0.781816,0.049633,0.000832,0.014400,0.000576,0.001728,0.001760,0.000416,1.254149
0.398187,0.153604,0.540976,0.067202,0.765783,0.049410,0.000864,0.013856,0.000608,0.001504,0.001184,0.000608,1.239012
0.417133,0.169605,0.549616,0.067458,0.790807,0.049314,0.000896,0.014176,0.000640,0.001728,0.001088,0.000448,1.284390
0.396524,0.168997,0.541520,0.074530,0.789207,0.049058,0.000896,0.013888,0.000384,0.001504,0.001184,0.000608,1.260805
0.396876,0.171621,0.539248,0.086403,0.801240,0.049538,0.000864,0.014336,0.000576,0.001824,0.001248,0.000448,1.274470
0.396747,0.191397,0.541328,0.066434,0.803543,0.049314,0.000800,0.014368,0.000544,0.001632,0.001216,0.000416,1.275621
0.397356,0.152356,0.538960,0.067394,0.763094,0.049186,0.000832,0.013760,0.000352,0.001888,0.001152,0.000416,1.235876
0.396268,0.196262,0.570897,0.074242,0.845785,0.049633,0.000832,0.013697,0.000640,0.001888,0.001184,0.000416,1.316679
0.397067,0.148197,0.552656,0.064578,0.769111,0.048898,0.000832,0.013952,0.000608,0.001536,0.001152,0.000384,1.240452
0.396331,0.149925,0.539248,0.063714,0.756631,0.048801,0.000864,0.013601,0.000384,0.001440,0.001120,0.000384,1.225988
0.410572,0.177766,0.547568,0.065826,0.795032,0.048961,0.000833,0.013664,0.000608,0.001504,0.001152,0.000352,1.280102
0.396363,0.164261,0.544144,0.068258,0.780792,0.049921,0.000864,0.013537,0.000576,0.001536,0.001088,0.000384,1.253253
0.397164,0.198374,0.557553,0.075074,0.835193,0.049282,0.000800,0.013568,0.000608,0.001632,0.001184,0.000384,1.307879
0.396395,0.168132,0.555248,0.067010,0.794072,0.048673,0.000769,0.014112,0.000448,0.001568,0.001184,0.000384,1.264485
0.396171,0.190086,0.540528,0.066562,0.800888,0.051778,0.000864,0.013600,0.000608,0.001600,0.001312,0.000416,1.273157
0.396972,0.186821,0.538000,0.066434,0.795703,0.048738,0.000672,0.013568,0.000608,0.001472,0.001472,0.000576,1.266469
0.396843,0.169989,0.540880,0.068354,0.783224,0.048833,0.000960,0.013633,0.000800,0.001472,0.001216,0.000384,1.253893
0.396427,0.156485,0.537616,0.065314,0.763063,0.050914,0.000864,0.013536,0.000608,0.001536,0.001184,0.000384,1.235172
0.397516,0.195046,0.538512,0.065026,0.802616,0.050689,0.000832,0.014305,0.000608,0.001728,0.001056,0.000608,1.277542
0.396428,0.148933,0.539248,0.063617,0.755414,0.048642,0.000864,0.013632,0.000608,0.001568,0.001120,0.000608,1.225381
0.397195,0.164485,0.558161,0.095715,0.822585,0.051745,0.000864,0.013825,0.000608,0.001536,0.001120,0.000576,1.296966
0.396332,0.164325,0.538896,0.068770,0.776215,0.049985,0.000800,0.013921,0.000832,0.001568,0.001088,0.000416,1.248709
0.395916,0.120547,0.547057,0.064834,0.736694,0.048865,0.000832,0.013569,0.000640,0.001536,0.001088,0.000352,1.206276
0.396588,0.164709,0.540336,0.071906,0.780951,0.050049,0.000832,0.013505,0.000608,0.001472,0.000992,0.000416,1.251813
0.396396,0.165317,0.543760,0.065858,0.779095,0.048481,0.000640,0.013537,0.000832,0.001504,0.001056,0.000384,1.248293
0.396076,0.164677,0.548400,0.066210,0.783063,0.052514,0.000832,0.013536,0.000832,0.001536,0.001056,0.000416,1.256005
0.407756,0.146564,0.549200,0.069122,0.768726,0.049250,0.000832,0.013568,0.000576,0.001440,0.000896,0.000416,1.250981
0.396875,0.130211,0.550865,0.065474,0.750454,0.051073,0.000896,0.014145,0.000384,0.001568,0.001056,0.000384,1.223012
0.396588,0.144068,0.565969,0.070306,0.784375,0.048289,0.000864,0.013601,0.000384,0.001440,0.000992,0.000352,1.252965
0.396300,0.197510,0.554448,0.066722,0.822808,0.051713,0.000864,0.013568,0.000449,0.001568,0.001056,0.000576,1.296103
0.396716,0.167557,0.538896,0.067714,0.777847,0.051137,0.000865,0.013568,0.000352,0.001536,0.001088,0.000384,1.250821
0.396268,0.211655,0.547472,0.070626,0.833753,0.051842,0.001120,0.013888,0.000608,0.001568,0.001120,0.000576,1.308583
0.396588,0.193990,0.540592,0.070562,0.809496,0.049249,0.000864,0.013793,0.000384,0.001600,0.001184,0.000384,1.280710
0.396812,0.166725,0.539280,0.067106,0.777431,0.051522,0.000864,0.013632,0.000384,0.001472,0.001184,0.000384,1.251013
0.396876,0.201190,0.549009,0.073826,0.827641,0.050977,0.000928,0.013601,0.000608,0.001696,0.001152,0.000384,1.301191
0.396267,0.166309,0.537456,0.066978,0.774391,0.051010,0.000832,0.013760,0.000576,0.001568,0.001153,0.000384,1.247205
0.398348,0.171013,0.556688,0.081410,0.813336,0.050977,0.000832,0.013952,0.000384,0.001536,0.001120,0.000384,1.288326
0.395883,0.166661,0.538480,0.066306,0.775223,0.049026,0.000832,0.014048,0.000544,0.001568,0.001120,0.000384,1.246020
0.396876,0.165861,0.538256,0.065602,0.773335,0.048993,0.000832,0.013697,0.000576,0.001632,0.001312,0.000576,1.244933
0.431564,0.163557,0.547953,0.074018,0.789112,0.052641,0.000704,0.014561,0.000352,0.001568,0.001344,0.000384,1.299494
0.395531,0.188038,0.538224,0.067234,0.797208,0.050465,0.001120,0.013697,0.000608,0.001568,0.001120,0.000384,1.268453
0.397548,0.166821,0.539760,0.068546,0.778903,0.051234,0.000832,0.013728,0.000608,0.001600,0.001152,0.000384,1.252773
0.396332,0.179590,0.538640,0.067490,0.789592,0.049281,0.000832,0.013825,0.000608,0.001504,0.001120,0.000384,1.260518
0.396236,0.160197,0.540016,0.067298,0.771415,0.048257,0.000864,0.013537,0.000608,0.001600,0.001152,0.000352,1.240613
0.395660,0.159205,0.553360,0.075043,0.791544,0.051457,0.000832,0.014017,0.000576,0.001824,0.001312,0.000384,1.264198
0.396364,0.167845,0.537104,0.067074,0.775863,0.048641,0.000800,0.013697,0.000576,0.001568,0.001408,0.000352,1.246149
0.396556,0.156261,0.541392,0.068194,0.769975,0.049217,0.000897,0.013696,0.000416,0.001504,0.001504,0.000352,1.241445
0.412557,0.170341,0.547440,0.069506,0.791031,0.048578,0.000832,0.013792,0.000608,0.001600,0.001184,0.000352,1.277478
0.396524,0.166213,0.538288,0.066210,0.774295,0.051490,0.000832,0.013568,0.000608,0.001632,0.001184,0.000384,1.247045
0.398539,0.163556,0.554161,0.064514,0.786199,0.051041,0.000896,0.013569,0.000832,0.001504,0.001152,0.000576,1.261029
0.396684,0.190726,0.538480,0.066178,0.799224,0.050817,0.000865,0.013632,0.000384,0.001472,0.001152,0.000384,1.271718
0.396235,0.169317,0.538960,0.066466,0.778839,0.049153,0.000864,0.013601,0.000576,0.001472,0.001184,0.000320,1.250469
0.396748,0.156165,0.555760,0.078019,0.794008,0.049953,0.000896,0.013857,0.000576,0.001504,0.001184,0.000608,1.265958
0.396236,0.162949,0.537840,0.069954,0.775255,0.050018,0.001184,0.013568,0.000416,0.001536,0.001120,0.000416,1.247045
0.395883,0.157828,0.548721,0.067074,0.777111,0.049153,0.000864,0.014049,0.000384,0.001472,0.001120,0.000384,1.247109
0.411340,0.148901,0.548400,0.066754,0.769175,0.048802,0.000864,0.013632,0.000544,0.001536,0.001120,0.000384,1.254533
0.395884,0.168485,0.540208,0.067266,0.779735,0.049345,0.000896,0.013569,0.000352,0.001504,0.001120,0.000416,1.249541
0.395628,0.167621,0.549713,0.066242,0.787480,0.069698,0.000896,0.014272,0.000576,0.001664,0.001056,0.000416,1.279110
0.395467,0.164805,0.538672,0.066114,0.773495,0.048866,0.000832,0.013760,0.000576,0.001504,0.001088,0.000384,1.243044
0.395820,0.150020,0.534928,0.064802,0.753590,0.051170,0.000832,0.013888,0.000608,0.001536,0.001152,0.000416,1.226884
0.396139,0.165765,0.555345,0.074274,0.799768,0.050434,0.000864,0.013632,0.000384,0.001536,0.001088,0.000416,1.271365
0.397164,0.165669,0.538864,0.065858,0.774359,0.051842,0.000800,0.013536,0.000608,0.001536,0.001120,0.000352,1.249477
0.396300,0.166085,0.537456,0.065826,0.772983,0.051681,0.000992,0.013665,0.000384,0.001536,0.001120,0.000448,1.246149
