Layer[0],Layer[1],IN[2],INFER[2-2],OUT[2],TEE[2-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395468,0.017761,0.124771,0.513584,0.069602,0.711509,0.005568,0.048225,0.000768,0.013569,0.000416,0.001440,0.001024,0.000416,1.204484
0.394892,0.017569,0.137604,0.525679,0.090115,0.757558,0.011361,0.048865,0.000832,0.014016,0.000417,0.001440,0.001248,0.000384,1.256678
0.395019,0.017345,0.136612,0.514575,0.069186,0.724405,0.005473,0.050977,0.000992,0.013857,0.000384,0.001440,0.001120,0.000384,1.218724
0.394572,0.017536,0.135460,0.513200,0.068930,0.721590,0.005440,0.048385,0.000832,0.013601,0.000384,0.001440,0.001184,0.000608,1.213860
0.393996,0.017697,0.137636,0.529327,0.076579,0.747734,0.005504,0.049697,0.000832,0.013441,0.000384,0.001536,0.001088,0.000352,1.240069
0.394636,0.017600,0.135716,0.525520,0.069378,0.734230,0.005440,0.049058,0.000832,0.013504,0.000384,0.001440,0.001152,0.000384,1.227492
0.395532,0.017345,0.137476,0.523215,0.069282,0.733781,0.005857,0.049057,0.000896,0.013408,0.000416,0.001472,0.001216,0.000384,1.227205
0.412236,0.017601,0.138628,0.525040,0.068770,0.736118,0.005600,0.048673,0.000832,0.013473,0.000384,0.001472,0.001184,0.000576,1.246469
0.396204,0.017665,0.136324,0.513007,0.069346,0.722677,0.005376,0.051042,0.000800,0.013568,0.000384,0.001472,0.001088,0.000384,1.218788
0.395499,0.017537,0.135524,0.525136,0.069602,0.734230,0.005216,0.048929,0.000800,0.013729,0.000352,0.001376,0.001152,0.000320,1.226788
0.396299,0.017505,0.137636,0.513487,0.071298,0.726325,0.009633,0.048257,0.000832,0.013665,0.000384,0.001408,0.000992,0.000544,1.224132
0.394796,0.017408,0.134212,0.513103,0.069794,0.720565,0.005441,0.048449,0.000864,0.013569,0.000416,0.001472,0.001152,0.000384,1.211908
0.395659,0.017536,0.136804,0.528816,0.090339,0.760023,0.005376,0.050849,0.000800,0.013441,0.000384,0.001504,0.001248,0.000576,1.255685
0.395307,0.017697,0.119780,0.524399,0.066146,0.714549,0.005344,0.048898,0.000832,0.013472,0.000416,0.001472,0.000960,0.000320,1.206691
0.394924,0.017504,0.117892,0.525999,0.065986,0.713717,0.012609,0.049057,0.000800,0.013697,0.000384,0.001440,0.001024,0.000384,1.213028
0.394316,0.018240,0.127684,0.535120,0.080866,0.749142,0.005249,0.048161,0.000832,0.013408,0.000416,0.001408,0.000960,0.000320,1.239973
0.394988,0.017760,0.127876,0.528176,0.068866,0.728886,0.005312,0.050370,0.000832,0.013472,0.000416,0.001472,0.000992,0.000352,1.222756
0.394380,0.017505,0.122275,0.525264,0.066562,0.717845,0.005312,0.049025,0.000864,0.013441,0.000416,0.001440,0.001088,0.000352,1.208644
0.407052,0.017440,0.109828,0.510575,0.066146,0.690421,0.008000,0.048961,0.000993,0.013440,0.000384,0.001440,0.000960,0.000416,1.196643
0.394796,0.017409,0.116163,0.522960,0.067106,0.709877,0.005344,0.050177,0.000800,0.013441,0.000416,0.001504,0.001056,0.000352,1.202116
0.395627,0.017633,0.135524,0.511951,0.074402,0.725365,0.006208,0.048513,0.001024,0.013408,0.000384,0.001472,0.000961,0.000352,1.218692
0.396108,0.017409,0.112739,0.523376,0.067906,0.707925,0.011424,0.048385,0.000833,0.013408,0.000352,0.001376,0.001056,0.000384,1.205796
0.393964,0.017856,0.139237,0.514639,0.074530,0.732246,0.011520,0.048578,0.000864,0.013440,0.000384,0.001408,0.001088,0.000353,1.229413
0.395084,0.017473,0.118819,0.548976,0.083363,0.755670,0.005504,0.049090,0.000832,0.013440,0.000384,0.001440,0.001056,0.000320,1.247717
0.394732,0.017536,0.120452,0.512687,0.068866,0.706037,0.005376,0.049154,0.000864,0.013440,0.000384,0.001408,0.000768,0.000384,1.196931
0.394956,0.017408,0.129060,0.521392,0.065825,0.720374,0.005440,0.048161,0.000832,0.013473,0.000416,0.001472,0.001024,0.000288,1.210692
0.395308,0.017536,0.118980,0.531088,0.104611,0.759287,0.005536,0.048353,0.000864,0.013473,0.000384,0.001504,0.001152,0.000512,1.251909
0.394412,0.017408,0.124228,0.525647,0.067970,0.721558,0.005440,0.048993,0.000864,0.013441,0.000416,0.001504,0.000896,0.000480,1.212452
0.395820,0.017729,0.126692,0.513007,0.067234,0.710357,0.005440,0.048257,0.000832,0.013441,0.000384,0.001440,0.000960,0.000352,1.202212
0.411692,0.017504,0.118916,0.514095,0.068738,0.705205,0.005248,0.050498,0.000800,0.013440,0.000416,0.001440,0.001121,0.000320,1.214180
0.395564,0.017825,0.117027,0.509967,0.066530,0.697268,0.007872,0.049090,0.000832,0.013472,0.000384,0.001440,0.000992,0.000352,1.192100
0.394316,0.017696,0.131748,0.528144,0.068194,0.731926,0.005440,0.048098,0.000768,0.013440,0.000384,0.001472,0.001024,0.000320,1.221732
0.399180,0.018144,0.188870,0.533936,0.072002,0.799256,0.005440,0.050242,0.001120,0.013920,0.000640,0.001696,0.002528,0.000512,1.304294
0.395052,0.018080,0.145765,0.512687,0.070562,0.732854,0.005504,0.049282,0.001152,0.014752,0.000416,0.001536,0.001472,0.000384,1.228836
0.395820,0.017696,0.136036,0.528592,0.094979,0.763671,0.005632,0.048898,0.000864,0.014208,0.000352,0.001952,0.001312,0.000352,1.258853
0.395147,0.017568,0.139300,0.515375,0.069922,0.728406,0.005504,0.048385,0.001120,0.014561,0.000416,0.001440,0.001216,0.000416,1.221700
0.394764,0.017729,0.130596,0.514191,0.070114,0.719253,0.006720,0.048130,0.001120,0.014432,0.000384,0.001632,0.001248,0.000384,1.214340
0.408685,0.017280,0.114372,0.528591,0.068098,0.714773,0.005440,0.048834,0.000832,0.013600,0.000416,0.001472,0.001153,0.000352,1.220165
0.395052,0.017440,0.127076,0.512303,0.068290,0.711253,0.005664,0.048546,0.000768,0.013888,0.000416,0.001760,0.001120,0.000352,1.204067
0.394092,0.017984,0.154149,0.513583,0.066178,0.737494,0.005408,0.048802,0.000608,0.013920,0.000384,0.001568,0.001120,0.000384,1.228708
0.420428,0.017537,0.120419,0.511568,0.067330,0.703189,0.005344,0.049057,0.000800,0.014241,0.000416,0.001600,0.001088,0.000288,1.221444
0.394476,0.017504,0.136260,0.515376,0.069506,0.724822,0.005600,0.048097,0.000897,0.013952,0.000384,0.001792,0.001376,0.000416,1.217412
0.395788,0.018080,0.145700,0.512463,0.096195,0.758679,0.005568,0.048769,0.000864,0.013857,0.000384,0.001568,0.001248,0.000640,1.253861
0.394860,0.017888,0.137028,0.515568,0.070658,0.727030,0.005344,0.050209,0.000832,0.014337,0.000448,0.001920,0.001408,0.000384,1.222404
0.395915,0.017793,0.135940,0.513327,0.072610,0.725749,0.005473,0.048769,0.000864,0.013601,0.000416,0.001664,0.001152,0.000384,1.219524
0.396331,0.017633,0.127972,0.531184,0.095842,0.759574,0.005312,0.049345,0.000832,0.013601,0.000416,0.001536,0.001184,0.000384,1.254469
0.395403,0.017633,0.125124,0.517839,0.071330,0.718357,0.007872,0.048801,0.001088,0.013760,0.000448,0.001697,0.001216,0.000672,1.215524
0.397003,0.017761,0.135076,0.529904,0.070594,0.739542,0.005440,0.048801,0.000832,0.013569,0.000384,0.001504,0.001152,0.000416,1.234052
0.415276,0.017632,0.142628,0.526575,0.070434,0.743766,0.005441,0.048673,0.000832,0.013665,0.000384,0.001536,0.001280,0.000448,1.257093
0.395916,0.017344,0.136740,0.512719,0.069634,0.722806,0.005504,0.048769,0.000864,0.013537,0.000384,0.001472,0.001280,0.000416,1.216420
0.395436,0.017761,0.138276,0.516943,0.073250,0.732469,0.005441,0.067906,0.000960,0.013952,0.000448,0.001600,0.001280,0.000416,1.248197
0.395627,0.017728,0.133828,0.510895,0.068066,0.716309,0.005792,0.048802,0.000864,0.013568,0.000384,0.001472,0.001280,0.000385,1.210148
0.395500,0.017569,0.143716,0.513071,0.069762,0.730389,0.005504,0.048449,0.000896,0.013824,0.000384,0.001504,0.001313,0.000384,1.223717
0.395660,0.018017,0.136068,0.534416,0.127363,0.801463,0.005313,0.048737,0.000864,0.013632,0.000384,0.001537,0.001216,0.000416,1.295303
0.395116,0.017568,0.140292,0.515247,0.071426,0.731062,0.005376,0.048098,0.001088,0.013664,0.000384,0.001472,0.001280,0.000384,1.223556
0.394763,0.017761,0.141060,0.513263,0.069506,0.727221,0.005505,0.048321,0.000832,0.013600,0.000416,0.001473,0.001248,0.000416,1.219524
0.413068,0.017856,0.127876,0.521679,0.069922,0.723541,0.009697,0.049505,0.000896,0.013793,0.000480,0.001504,0.001152,0.000352,1.240709
0.395371,0.017985,0.123588,0.514639,0.069186,0.711317,0.005536,0.048738,0.000864,0.013568,0.000352,0.001568,0.001408,0.000384,1.205187
0.395499,0.017665,0.139620,0.516591,0.070402,0.730710,0.005568,0.048385,0.000928,0.013633,0.000384,0.001504,0.001184,0.000384,1.223812
0.395403,0.017633,0.124740,0.513647,0.070818,0.713077,0.005632,0.048578,0.000832,0.013632,0.000384,0.001536,0.001440,0.000416,1.206339
0.394860,0.017856,0.142724,0.513264,0.070370,0.730454,0.005504,0.048321,0.000864,0.013569,0.000416,0.001472,0.001216,0.000384,1.222660
0.395244,0.017601,0.126563,0.531344,0.084163,0.746646,0.005568,0.049377,0.000832,0.013761,0.000416,0.001472,0.001280,0.000352,1.240837
0.395212,0.017408,0.141349,0.515151,0.070786,0.731318,0.005504,0.048514,0.000864,0.013568,0.000384,0.001504,0.001216,0.000384,1.223492
0.394891,0.017505,0.136772,0.513103,0.070082,0.723925,0.005537,0.048385,0.000832,0.013665,0.000416,0.001504,0.001312,0.000384,1.215940
0.413261,0.017440,0.139396,0.527120,0.070818,0.741334,0.005344,0.048578,0.000864,0.014848,0.000416,0.001536,0.001184,0.000416,1.253157
0.394955,0.017921,0.125124,0.512687,0.072322,0.714357,0.011680,0.048770,0.001120,0.013856,0.000416,0.001440,0.001120,0.000448,1.214403
0.396076,0.017697,0.138436,0.514799,0.072098,0.729557,0.005536,0.049250,0.001088,0.014176,0.000704,0.001504,0.002017,0.000416,1.227301
0.396075,0.017665,0.138724,0.513487,0.070018,0.725877,0.005536,0.048993,0.000864,0.013633,0.000416,0.001536,0.001344,0.000480,1.220356
0.395372,0.017505,0.139524,0.513263,0.069602,0.725749,0.005984,0.048482,0.001120,0.013760,0.000448,0.001568,0.001088,0.000384,1.219620
0.395083,0.017536,0.140132,0.526320,0.078882,0.749878,0.005728,0.048290,0.000832,0.013920,0.000416,0.001504,0.001121,0.000480,1.243045
0.396363,0.017409,0.132868,0.514607,0.069282,0.720213,0.005312,0.048482,0.001120,0.014176,0.000448,0.001472,0.001153,0.000480,1.213892
0.395884,0.017824,0.138021,0.511663,0.069186,0.722838,0.005824,0.048513,0.000865,0.014432,0.000352,0.001568,0.001120,0.000448,1.217444
0.395212,0.017793,0.156228,0.512624,0.070306,0.743062,0.005504,0.048833,0.000896,0.014081,0.000416,0.001504,0.001280,0.000384,1.236997
0.395180,0.017856,0.139365,0.514735,0.070178,0.727926,0.005440,0.048002,0.000864,0.013632,0.000416,0.001504,0.001312,0.000352,1.220356
0.394540,0.017792,0.137892,0.524976,0.070082,0.736790,0.005344,0.048642,0.000832,0.013664,0.000384,0.001568,0.001216,0.000352,1.229860
0.410540,0.017505,0.138244,0.526095,0.069731,0.737622,0.005408,0.048353,0.000832,0.014017,0.000384,0.001728,0.001312,0.000416,1.245701
0.395019,0.017697,0.142148,0.526832,0.069602,0.742390,0.005408,0.048098,0.000832,0.013920,0.000352,0.001792,0.001344,0.000384,1.235460
0.394860,0.017409,0.144772,0.529168,0.079874,0.758678,0.005440,0.049186,0.000864,0.014112,0.000640,0.001824,0.001312,0.000544,1.253189
0.394667,0.017408,0.136740,0.525712,0.069858,0.736054,0.005312,0.048417,0.001377,0.014016,0.000608,0.001824,0.001120,0.000608,1.229092
0.394699,0.017632,0.138692,0.524336,0.071330,0.738038,0.005408,0.048258,0.000800,0.014112,0.000416,0.001504,0.001088,0.000448,1.230372
0.395851,0.017536,0.160613,0.542192,0.071202,0.777719,0.009664,0.048706,0.000832,0.013984,0.000384,0.001440,0.001120,0.000416,1.275717
0.396428,0.017665,0.140196,0.517167,0.071682,0.733141,0.005537,0.048257,0.000864,0.013760,0.000352,0.001569,0.001248,0.000448,1.228005
0.394988,0.017473,0.144484,0.513967,0.069794,0.732373,0.005472,0.049058,0.001088,0.013952,0.000384,0.001632,0.001248,0.000577,1.227237
0.411212,0.017569,0.142628,0.527344,0.071138,0.745046,0.005440,0.048993,0.000832,0.014049,0.000384,0.001792,0.001472,0.000480,1.255525
0.394571,0.017857,0.138372,0.514031,0.069826,0.726293,0.005537,0.050209,0.000864,0.014433,0.000448,0.001760,0.001248,0.000320,1.222308
0.395244,0.018113,0.142340,0.530544,0.081122,0.758518,0.005600,0.050114,0.000832,0.013600,0.000416,0.001504,0.001248,0.000576,1.254725
0.395436,0.017697,0.135684,0.511823,0.070018,0.721813,0.005600,0.048578,0.000864,0.013568,0.000384,0.001536,0.001216,0.000384,1.216100
0.396715,0.018304,0.155813,0.517423,0.074370,0.752470,0.009953,0.049377,0.000992,0.013665,0.000384,0.001760,0.002304,0.000544,1.257573
0.394699,0.017569,0.159141,0.524399,0.071554,0.759606,0.014049,0.048321,0.000896,0.013761,0.000416,0.001472,0.001600,0.000384,1.261605
0.395628,0.018049,0.133764,0.523951,0.074594,0.736469,0.005665,0.051105,0.000832,0.014113,0.000384,0.001472,0.001248,0.000608,1.234149
0.395148,0.017537,0.124195,0.512816,0.068834,0.709749,0.005664,0.048289,0.001088,0.014401,0.000384,0.001536,0.001120,0.000448,1.204036
0.411788,0.017665,0.144708,0.528048,0.069506,0.746390,0.005440,0.048930,0.000864,0.013632,0.000352,0.001504,0.001152,0.000320,1.255877
0.395116,0.017569,0.138212,0.510415,0.067714,0.720181,0.005600,0.049185,0.000833,0.013536,0.000416,0.001408,0.001024,0.000608,1.213412
0.394732,0.017729,0.125763,0.529296,0.077250,0.736693,0.005665,0.049697,0.000928,0.013664,0.000448,0.001472,0.001248,0.000352,1.230661
0.395116,0.017440,0.127908,0.521487,0.071810,0.725174,0.008192,0.048673,0.000864,0.013985,0.000416,0.001472,0.000992,0.000352,1.220900
0.394988,0.017697,0.139524,0.515471,0.072290,0.731221,0.005568,0.048546,0.000832,0.013984,0.000384,0.001600,0.001056,0.000385,1.224709
0.395788,0.017568,0.138500,0.529711,0.084387,0.757143,0.005568,0.049281,0.000832,0.013761,0.000384,0.001472,0.001152,0.000576,1.251781
0.395115,0.017537,0.136196,0.514831,0.070114,0.724885,0.005536,0.048962,0.000832,0.013664,0.000384,0.001504,0.001216,0.000385,1.217924
0.395531,0.017600,0.134180,0.526448,0.068770,0.732886,0.005472,0.048449,0.000832,0.013441,0.000384,0.001536,0.001152,0.000608,1.225924
0.411500,0.017633,0.122404,0.542256,0.074530,0.742870,0.008096,0.048418,0.000864,0.013504,0.000384,0.001504,0.001056,0.000384,1.255173
0.395019,0.017761,0.121860,0.513391,0.070434,0.709653,0.005408,0.048354,0.000864,0.013568,0.000384,0.001504,0.001184,0.000320,1.201859
0.394252,0.017665,0.126019,0.513648,0.069250,0.712885,0.005568,0.048129,0.000896,0.013697,0.000416,0.001504,0.014208,0.000608,1.218372
0.396651,0.017505,0.138308,0.527024,0.069794,0.738998,0.005536,0.048801,0.000864,0.013505,0.000384,0.001536,0.001120,0.000352,1.232932
0.395020,0.017504,0.161157,0.545072,0.068738,0.778775,0.005569,0.049089,0.000832,0.013504,0.000384,0.001536,0.001184,0.000416,1.272102
0.394636,0.017504,0.143653,0.528719,0.081155,0.758135,0.005632,0.049506,0.000960,0.013504,0.000416,0.001536,0.001152,0.000384,1.251653
0.396203,0.017569,0.137060,0.521583,0.076835,0.739606,0.005632,0.048865,0.001088,0.013761,0.000384,0.001568,0.001248,0.000672,1.234596
0.394731,0.017857,0.139684,0.513807,0.070210,0.727669,0.005504,0.051329,0.001056,0.013825,0.000384,0.001536,0.001120,0.000352,1.223620
0.409932,0.017729,0.140068,0.521360,0.069282,0.734422,0.005472,0.048897,0.001056,0.013857,0.000384,0.001536,0.001184,0.000384,1.243301
0.394380,0.017569,0.137732,0.524303,0.070274,0.736117,0.005729,0.050497,0.000864,0.013633,0.000416,0.001472,0.001152,0.000448,1.230981
0.395340,0.017728,0.141061,0.525295,0.096739,0.767127,0.005568,0.049218,0.001088,0.013664,0.000448,0.001504,0.001088,0.000352,1.262149
0.394284,0.017697,0.125027,0.513328,0.068418,0.710453,0.005600,0.048865,0.000864,0.014337,0.000384,0.001568,0.001152,0.000384,1.203460
0.394668,0.017665,0.133540,0.511599,0.068130,0.717013,0.005568,0.048610,0.000864,0.013632,0.000416,0.001504,0.001248,0.000608,1.209412
0.394828,0.017857,0.135716,0.528239,0.080547,0.749014,0.005440,0.050018,0.001120,0.013504,0.000384,0.001568,0.001216,0.000352,1.243397
0.395051,0.017857,0.142692,0.513519,0.069314,0.729557,0.005633,0.051585,0.000800,0.013505,0.000352,0.001536,0.001152,0.000608,1.226180
0.394540,0.018016,0.140389,0.512367,0.069282,0.725750,0.005472,0.048578,0.000832,0.013536,0.000352,0.001536,0.001120,0.000352,1.217828
0.395660,0.035105,0.143621,0.514767,0.074242,0.736502,0.008096,0.048514,0.000864,0.013504,0.000384,0.001440,0.001312,0.000416,1.251045
0.394635,0.017664,0.128068,0.513807,0.068962,0.714549,0.005440,0.051042,0.000832,0.013856,0.000352,0.001505,0.001184,0.000384,1.210180
0.394763,0.017601,0.134084,0.511727,0.067330,0.717301,0.005568,0.051234,0.000832,0.013472,0.000416,0.001472,0.001088,0.000384,1.212067
0.395020,0.017665,0.136612,0.512719,0.068322,0.721493,0.005536,0.049090,0.000864,0.013440,0.000416,0.001568,0.001184,0.000448,1.214692
0.394476,0.017505,0.145956,0.524655,0.069891,0.744726,0.005632,0.048289,0.000800,0.013473,0.000384,0.001440,0.001184,0.000352,1.236421
0.395179,0.017728,0.135524,0.529392,0.076098,0.745046,0.005536,0.050690,0.000864,0.013440,0.000384,0.001504,0.001120,0.000384,1.240004
0.394891,0.017793,0.136644,0.511663,0.069058,0.721141,0.005504,0.049058,0.000832,0.013440,0.000416,0.001504,0.001152,0.000352,1.214276
0.396588,0.017505,0.137092,0.515599,0.075586,0.732245,0.006657,0.047649,0.000832,0.013472,0.000385,0.001472,0.000992,0.000384,1.226053
0.394891,0.017505,0.137252,0.533040,0.125892,0.802328,0.006016,0.048097,0.000864,0.013473,0.000416,0.001472,0.001120,0.000384,1.295078
0.394380,0.017632,0.146053,0.527599,0.070530,0.748022,0.005313,0.048801,0.000832,0.013472,0.000384,0.001473,0.001056,0.000384,1.239493
0.394475,0.017537,0.121476,0.511695,0.068290,0.705845,0.005504,0.048353,0.000865,0.013408,0.000384,0.001472,0.001248,0.000384,1.198499
0.413068,0.017697,0.135972,0.516111,0.071746,0.727509,0.008256,0.048449,0.000896,0.013568,0.000384,0.001536,0.001121,0.000384,1.241285
0.396107,0.017537,0.139012,0.514031,0.069410,0.726549,0.010017,0.048577,0.000864,0.013537,0.000352,0.001408,0.001024,0.000416,1.224388
0.394892,0.017440,0.137060,0.512816,0.068674,0.722358,0.005408,0.049025,0.000864,0.013473,0.000384,0.001856,0.001184,0.000608,1.233636
0.395308,0.017793,0.144388,0.512751,0.070114,0.730965,0.005697,0.048737,0.000832,0.013632,0.000416,0.001472,0.001088,0.000416,1.224741
0.394636,0.017760,0.122756,0.512111,0.068130,0.706549,0.005696,0.048194,0.000896,0.013632,0.000384,0.001440,0.001184,0.000608,1.198499
0.394764,0.017792,0.122884,0.533776,0.074690,0.736982,0.005472,0.048194,0.000832,0.013440,0.000384,0.001536,0.001184,0.000352,1.229380
0.395340,0.017761,0.159460,0.512624,0.069634,0.745558,0.005536,0.048705,0.000832,0.013473,0.000416,0.001568,0.001152,0.000608,1.238533
0.395628,0.017504,0.134532,0.513008,0.069026,0.720278,0.012512,0.049762,0.001024,0.013504,0.000416,0.001472,0.001184,0.000352,1.221188
0.394348,0.017505,0.152740,0.526992,0.072386,0.756150,0.010528,0.048482,0.000832,0.013504,0.000384,0.001440,0.001120,0.000352,1.252517
0.394795,0.017569,0.139300,0.513743,0.070498,0.727413,0.005504,0.050017,0.000864,0.013473,0.000416,0.001408,0.001152,0.000352,1.221860
0.394412,0.017664,0.132644,0.527568,0.072130,0.735990,0.005600,0.048578,0.000800,0.013504,0.000384,0.001504,0.001120,0.000320,1.227332
0.394636,0.017856,0.133572,0.510479,0.068066,0.716053,0.005633,0.047969,0.000864,0.013472,0.000385,0.001504,0.001120,0.000384,1.207012
0.395115,0.017761,0.119747,0.513264,0.067490,0.703893,0.005344,0.047905,0.000832,0.013473,0.000416,0.001440,0.001120,0.000352,1.195107
0.395020,0.017472,0.128260,0.512943,0.086531,0.731574,0.005312,0.049857,0.001024,0.013472,0.000416,0.001408,0.001152,0.000896,1.226436
0.394731,0.017473,0.131908,0.512111,0.072482,0.720021,0.005344,0.047937,0.000800,0.013568,0.000384,0.001504,0.001152,0.000352,1.210244
