IN[0],INFER[0-1],OUT[1],TEE[0-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.148164,1.020222,0.072354,1.246502,0.192869,0.005153,0.048833,0.000576,0.013793,0.000608,0.001440,0.001440,0.000416,1.516462
0.133924,1.032798,0.075619,1.249926,0.193638,0.005120,0.049281,0.000800,0.013729,0.000384,0.001440,0.001664,0.000416,1.521294
0.151332,1.020479,0.069282,1.247845,0.194214,0.005088,0.048353,0.000832,0.013697,0.000384,0.001440,0.001248,0.000384,1.518349
0.145413,1.018334,0.070114,1.273062,0.197286,0.005184,0.048577,0.000576,0.013792,0.000320,0.001408,0.001249,0.000384,1.546927
0.124643,1.018431,0.070818,1.219492,0.192966,0.005184,0.048449,0.000576,0.013857,0.000608,0.001440,0.001248,0.000448,1.489036
0.146692,1.018910,0.072674,1.244773,0.193030,0.005184,0.048194,0.000608,0.013856,0.000640,0.001504,0.001216,0.000416,1.514317
0.147268,1.017599,0.070882,1.240933,0.193318,0.005152,0.047905,0.000640,0.013825,0.000416,0.001504,0.001216,0.000384,1.510093
0.169829,1.018655,0.067554,1.261958,0.192934,0.005152,0.048513,0.000640,0.013857,0.000608,0.001440,0.001216,0.000512,1.531790
0.148965,1.036799,0.082306,1.275302,0.193894,0.005248,0.047682,0.000576,0.013856,0.000384,0.001408,0.001216,0.000608,1.545134
0.144580,1.021118,0.071363,1.243846,0.193797,0.005121,0.047873,0.000640,0.013888,0.000417,0.001440,0.001216,0.000384,1.513614
0.144068,1.034623,0.083971,1.268838,0.192965,0.005185,0.048513,0.000576,0.013729,0.000384,0.001440,0.001216,0.000384,1.538094
0.148676,1.019807,0.070978,1.246917,0.194022,0.005088,0.048161,0.000640,0.013825,0.000384,0.001440,0.001248,0.000608,1.517517
0.134148,1.016543,0.071714,1.228517,0.213222,0.005184,0.048482,0.000640,0.013856,0.000576,0.001536,0.001217,0.000384,1.519182
0.144101,1.018078,0.068066,1.235781,0.193286,0.005024,0.048226,0.000608,0.013696,0.000320,0.001504,0.001216,0.000352,1.504877
0.143300,1.018206,0.067298,1.234724,0.193254,0.005056,0.049122,0.000672,0.013920,0.000832,0.001440,0.001184,0.000416,1.505484
0.154981,1.017887,0.068034,1.247494,0.192997,0.005152,0.048865,0.000576,0.013761,0.000384,0.001408,0.001216,0.000384,1.517006
0.144580,1.019231,0.070178,1.240517,0.193222,0.005056,0.047905,0.000768,0.013856,0.000320,0.001408,0.001280,0.000384,1.509453
0.145509,1.038655,0.076962,1.268518,0.194246,0.005152,0.048642,0.000640,0.013792,0.000576,0.001440,0.001216,0.000416,1.540110
0.146564,1.019263,0.069954,1.242437,0.193062,0.005152,0.048321,0.000800,0.013761,0.000384,0.001408,0.001248,0.000352,1.511853
0.144229,1.035167,0.079874,1.266118,0.193958,0.005152,0.047969,0.000672,0.013825,0.000352,0.001472,0.001280,0.000416,1.536142
0.145029,1.019262,0.068834,1.239653,0.193318,0.005088,0.048322,0.000640,0.013696,0.000384,0.001472,0.001216,0.000384,1.509037
0.150404,1.019775,0.071458,1.248933,0.212838,0.005184,0.047970,0.000608,0.013728,0.000416,0.001504,0.001216,0.000352,1.537934
0.147077,1.018814,0.068866,1.240293,0.197318,0.005088,0.047746,0.000800,0.013728,0.000576,0.001440,0.001184,0.000384,1.513454
0.144100,1.018206,0.070050,1.239109,0.192997,0.005056,0.048002,0.000576,0.013760,0.000608,0.001408,0.001152,0.000384,1.507885
0.157029,1.033343,0.068834,1.265798,0.193574,0.005184,0.048898,0.000800,0.013728,0.000384,0.001472,0.001184,0.000384,1.536238
0.146757,1.019710,0.069155,1.241830,0.193093,0.005121,0.048481,0.000640,0.013856,0.000576,0.001408,0.001120,0.000384,1.511566
0.146052,1.044831,0.082978,1.280518,0.192742,0.005120,0.047682,0.000672,0.013760,0.000384,0.001504,0.001152,0.000416,1.548750
0.143108,1.020574,0.067810,1.237732,0.192966,0.005120,0.048130,0.000640,0.013504,0.000352,0.001472,0.001184,0.000384,1.506317
0.152516,1.038367,0.086147,1.283942,0.193574,0.005088,0.047810,0.000608,0.013760,0.000448,0.001440,0.001632,0.000384,1.554062
0.145892,1.019326,0.069346,1.241381,0.193477,0.005057,0.047809,0.000576,0.013792,0.000416,0.001472,0.001120,0.000416,1.510317
0.145189,1.016766,0.067394,1.234725,0.213415,0.005216,0.047521,0.000608,0.013697,0.000416,0.001440,0.001152,0.000384,1.524110
0.157285,1.021246,0.071394,1.256965,0.193446,0.005568,0.048898,0.000832,0.014208,0.000384,0.001472,0.001472,0.000448,1.528781
0.148901,1.018078,0.070946,1.244869,0.193798,0.005568,0.048770,0.000832,0.013824,0.000608,0.001664,0.001504,0.000384,1.516653
0.175365,1.024223,0.071522,1.277798,0.193126,0.005600,0.048418,0.000608,0.014400,0.000352,0.001376,0.001504,0.000416,1.548494
0.145381,1.020030,0.069922,1.241445,0.192582,0.005600,0.048322,0.000832,0.014240,0.000352,0.001472,0.001440,0.000416,1.511533
0.146501,1.031999,0.077346,1.262054,0.193158,0.005536,0.048193,0.000608,0.014305,0.000352,0.001408,0.001056,0.000640,1.532110
0.172581,1.018686,0.069699,1.266982,0.193317,0.005569,0.049665,0.000832,0.013888,0.000384,0.001376,0.001312,0.000384,1.538542
0.147492,1.036031,0.124260,1.314695,0.193094,0.005408,0.048033,0.000608,0.013825,0.000320,0.001440,0.001184,0.000384,1.583760
0.147972,1.022943,0.078658,1.256965,0.194502,0.005184,0.048322,0.000864,0.013760,0.000416,0.001440,0.001440,0.000576,1.528558
0.146660,1.019679,0.093154,1.266150,0.194149,0.005409,0.048001,0.000800,0.014016,0.000800,0.001409,0.001472,0.000352,1.537518
0.153349,1.019006,0.067234,1.245670,0.193445,0.005408,0.048066,0.000608,0.013856,0.000352,0.001376,0.001152,0.000384,1.515150
0.148773,1.020830,0.074978,1.251461,0.193414,0.005120,0.048194,0.000576,0.013696,0.000320,0.001408,0.001184,0.000352,1.520653
0.149732,1.018591,0.069954,1.245029,0.195206,0.005536,0.048705,0.000800,0.013953,0.000352,0.001408,0.001408,0.000448,1.517517
0.142884,1.018270,0.069154,1.235621,0.193702,0.005088,0.048034,0.000832,0.013856,0.000352,0.001440,0.001344,0.000288,1.505325
0.146852,1.034335,0.074018,1.261605,0.198054,0.005568,0.048322,0.000704,0.014240,0.000384,0.001440,0.001440,0.000416,1.537102
0.147173,1.020382,0.069186,1.241669,0.194086,0.005440,0.048002,0.000576,0.013792,0.000352,0.001472,0.001024,0.000384,1.511629
0.145125,1.038719,0.086914,1.276422,0.196870,0.005665,0.047585,0.000576,0.013760,0.000352,0.001504,0.001537,0.000480,1.549775
0.194662,1.033727,0.081539,1.320360,0.203654,0.005888,0.048801,0.001152,0.014305,0.000384,0.002080,0.002912,0.000864,1.606096
0.152005,1.043743,0.104643,1.306663,0.195814,0.005440,0.048898,0.000896,0.014016,0.000384,0.001536,0.001856,0.000352,1.580432
0.145828,1.019742,0.067234,1.238533,0.194661,0.005249,0.048001,0.000800,0.013728,0.000352,0.001504,0.001664,0.000416,1.509389
0.151812,1.022014,0.074114,1.255589,0.213799,0.008256,0.048290,0.000832,0.014176,0.000320,0.001536,0.001184,0.000352,1.550254
0.139396,1.021983,0.072898,1.241989,0.194150,0.005568,0.048322,0.000832,0.014464,0.000576,0.001504,0.001088,0.000576,1.513933
0.150820,1.022175,0.070658,1.250533,0.193894,0.005600,0.048257,0.000832,0.014528,0.000352,0.001408,0.001216,0.000448,1.521901
0.165381,1.043071,0.073794,1.289895,0.194022,0.005600,0.048481,0.000640,0.013953,0.000352,0.001504,0.001184,0.000384,1.561519
0.140772,1.017246,0.069698,1.234916,0.194341,0.005504,0.048417,0.000800,0.013664,0.000384,0.001440,0.001441,0.000352,1.506221
0.147076,1.035871,0.079458,1.270630,0.193317,0.005504,0.047746,0.000576,0.013824,0.000576,0.001440,0.001153,0.000384,1.540398
0.133859,1.018302,0.070050,1.229541,0.193574,0.005472,0.047554,0.000576,0.013536,0.000352,0.001472,0.001440,0.000384,1.498925
0.148996,1.033759,0.072163,1.261510,0.193285,0.005473,0.047905,0.000608,0.013984,0.000320,0.001472,0.001440,0.000352,1.531086
0.186374,1.021375,0.072834,1.286599,0.193670,0.005088,0.047521,0.000832,0.013729,0.000352,0.001504,0.001632,0.000320,1.556271
0.128452,1.021118,0.070978,1.226852,0.211079,0.005600,0.048289,0.000832,0.013505,0.000352,0.001504,0.001056,0.000352,1.514765
0.148805,1.021278,0.071651,1.249030,0.195589,0.005153,0.048129,0.000576,0.013824,0.000576,0.001472,0.001440,0.000352,1.521006
0.149509,1.021822,0.068418,1.246725,0.193158,0.005088,0.047618,0.000640,0.014016,0.000352,0.001664,0.001600,0.000352,1.515854
0.185958,1.029599,0.073186,1.296359,0.192806,0.005536,0.048353,0.000544,0.013761,0.000320,0.001408,0.001664,0.000384,1.566543
0.140900,1.017950,0.066978,1.231940,0.194502,0.009473,0.047841,0.000576,0.013696,0.000384,0.001440,0.001121,0.000384,1.505901
0.149189,1.035423,0.079682,1.270854,0.194662,0.005120,0.048610,0.000640,0.013888,0.000320,0.001536,0.001120,0.000416,1.541902
0.147205,1.018750,0.067138,1.239845,0.194534,0.005120,0.048034,0.000800,0.013760,0.000352,0.001472,0.001344,0.000608,1.510605
0.170117,1.035199,0.092707,1.304807,0.193509,0.005185,0.047617,0.000608,0.013728,0.000352,0.001377,0.001536,0.000352,1.573839
0.146404,1.019167,0.068738,1.241125,0.192966,0.005120,0.047841,0.000576,0.013697,0.000352,0.001376,0.001088,0.000384,1.509197
0.141188,1.017502,0.069123,1.235333,0.214854,0.005408,0.048386,0.000832,0.013664,0.000384,0.001504,0.001856,0.000352,1.527821
0.138884,1.016286,0.065922,1.227428,0.193541,0.005120,0.048610,0.000608,0.013792,0.000352,0.001472,0.001536,0.000576,1.497677
0.150277,1.024447,0.070210,1.251398,0.193190,0.005152,0.048193,0.000640,0.013729,0.000384,0.001408,0.001632,0.000416,1.520814
0.174149,1.049055,0.070018,1.299910,0.193318,0.005184,0.048290,0.000576,0.014048,0.000352,0.001408,0.001376,0.000416,1.569518
0.145348,1.017758,0.067490,1.237157,0.193446,0.005088,0.048257,0.000704,0.013601,0.000352,0.001408,0.001632,0.000416,1.506605
0.155205,1.038879,0.082498,1.285158,0.194118,0.005440,0.048386,0.000704,0.013984,0.000352,0.001472,0.001440,0.000416,1.556430
0.193637,1.026142,0.071650,1.300870,0.198630,0.006017,0.048961,0.000992,0.014849,0.000640,0.001888,0.002592,0.000832,1.582575
0.154596,1.041663,0.084674,1.289350,0.194470,0.005152,0.048802,0.001088,0.014848,0.000416,0.001440,0.001408,0.000384,1.563182
0.176805,1.020958,0.069378,1.273798,0.193829,0.005280,0.048706,0.001024,0.014656,0.000288,0.001505,0.001312,0.000352,1.545262
0.153445,1.036767,0.114179,1.312487,0.193990,0.005152,0.048706,0.000864,0.014624,0.000352,0.001472,0.001408,0.000352,1.584144
0.145989,1.018334,0.068546,1.239141,0.193286,0.005600,0.048450,0.000992,0.014336,0.000352,0.001408,0.001376,0.000384,1.510093
0.146692,1.018046,0.068642,1.240421,0.193030,0.005568,0.047841,0.000833,0.014400,0.000352,0.001440,0.001408,0.000384,1.510445
0.135940,1.018335,0.067362,1.228549,0.193286,0.005344,0.048001,0.000832,0.013857,0.000608,0.001408,0.001408,0.000576,1.498541
0.151300,1.019679,0.068290,1.246213,0.193126,0.005056,0.048257,0.000768,0.013825,0.000384,0.001376,0.001312,0.000416,1.515309
0.132772,1.048703,0.107907,1.297318,0.198309,0.005121,0.047713,0.000576,0.014080,0.000544,0.001408,0.001344,0.000416,1.572175
0.145316,1.016254,0.067362,1.234885,0.193382,0.009472,0.047969,0.000672,0.013888,0.000768,0.001408,0.001376,0.000384,1.508845
0.135908,1.036319,0.070627,1.249926,0.193381,0.005121,0.047681,0.000608,0.013920,0.000320,0.001441,0.001440,0.000320,1.518926
0.134980,1.016958,0.071074,1.229509,0.193094,0.005248,0.048450,0.000640,0.013824,0.000384,0.001408,0.001600,0.000320,1.499117
0.151621,1.036319,0.098467,1.293959,0.195558,0.005600,0.048098,0.000832,0.013824,0.000352,0.001408,0.001408,0.000352,1.566287
0.152996,1.018526,0.072930,1.250213,0.193606,0.005376,0.048226,0.000800,0.013728,0.000608,0.001408,0.001600,0.000384,1.520557
0.156101,1.017758,0.070530,1.251718,0.195173,0.005120,0.048033,0.000832,0.014273,0.000576,0.001504,0.001440,0.000416,1.524398
0.149733,1.018686,0.072387,1.248006,0.193765,0.005153,0.047969,0.000800,0.013857,0.000384,0.001440,0.001248,0.000352,1.517710
0.147460,1.023839,0.071458,1.251013,0.193382,0.005632,0.048001,0.000800,0.013857,0.000576,0.001440,0.001248,0.000384,1.521325
0.153413,1.052287,0.083107,1.295943,0.193605,0.005217,0.048481,0.000832,0.013984,0.000353,0.001600,0.001440,0.000384,1.566671
0.134340,1.017086,0.071906,1.230212,0.193286,0.005184,0.048386,0.000800,0.013536,0.000352,0.001472,0.001216,0.000416,1.499852
0.148997,1.038847,0.080066,1.274598,0.193254,0.005120,0.047938,0.000576,0.013984,0.000576,0.001632,0.001216,0.000480,1.544398
0.152261,1.020606,0.072835,1.252678,0.194310,0.005600,0.048321,0.000608,0.013921,0.000416,0.001536,0.001216,0.000384,1.523950
0.151237,1.039327,0.081986,1.279238,0.194086,0.005536,0.048450,0.000608,0.014048,0.000352,0.001440,0.001408,0.000384,1.550574
0.150052,1.017343,0.075938,1.250501,0.193926,0.005344,0.048418,0.000832,0.014112,0.000576,0.001408,0.001248,0.000480,1.521805
0.151749,1.021310,0.073827,1.253638,0.214726,0.005376,0.048898,0.000800,0.014624,0.000352,0.001536,0.001216,0.000416,1.546926
0.151172,1.020511,0.073250,1.250885,0.193830,0.005536,0.048066,0.000608,0.013632,0.000352,0.001504,0.001152,0.000416,1.520845
0.152549,1.020382,0.072739,1.252774,0.194565,0.005537,0.048257,0.000672,0.013824,0.000577,0.001536,0.001280,0.000608,1.524398
0.158085,1.027103,0.076898,1.269702,0.194022,0.005408,0.048386,0.000608,0.013984,0.000640,0.001568,0.001696,0.000416,1.541390
0.160933,1.021247,0.075010,1.264326,0.194086,0.005568,0.048642,0.000768,0.014304,0.000384,0.001600,0.001376,0.000416,1.536398
0.150981,1.035391,0.078818,1.271942,0.194086,0.005632,0.048610,0.000832,0.014016,0.000320,0.001504,0.001216,0.000384,1.543566
0.150565,1.018686,0.071202,1.247109,0.193510,0.005600,0.048066,0.000640,0.014432,0.000672,0.001536,0.001568,0.000672,1.518637
0.152869,1.039583,0.136068,1.335848,0.193766,0.005184,0.048034,0.000800,0.014272,0.000320,0.001600,0.001248,0.000416,1.606320
0.151621,1.019230,0.071299,1.249222,0.193765,0.005441,0.048321,0.000608,0.013696,0.000608,0.001472,0.001504,0.000608,1.520046
0.136388,1.036511,0.104611,1.284998,0.193414,0.005632,0.048193,0.000576,0.013793,0.000352,0.001440,0.001472,0.000416,1.555278
0.190854,1.019710,0.071778,1.289446,0.194406,0.005568,0.048258,0.000960,0.014112,0.000320,0.001600,0.001504,0.000416,1.561422
0.138725,1.019230,0.071522,1.236805,0.193638,0.005568,0.064738,0.000928,0.014369,0.000320,0.001536,0.001120,0.000448,1.524814
