Layer[0],Layer[1],Layer[2],TEE[3-7],Layer[8],Layer[9],Layer[10],classifier
0.420048,0.017729,0.202888,0.247146,0.002304,0.001152,0.000384,0.898691
0.420624,0.017537,0.202792,0.253866,0.002432,0.001376,0.000384,0.905667
0.416881,0.017793,0.203144,0.263178,0.002400,0.001376,0.000640,0.912260
0.416656,0.017536,0.202856,0.248714,0.002304,0.001184,0.000384,0.897827
0.439761,0.017537,0.202504,0.261322,0.003136,0.001344,0.000384,0.934596
0.425809,0.017665,0.202600,0.265098,0.002400,0.001088,0.000417,0.923397
0.422641,0.017664,0.202664,0.265099,0.002752,0.000992,0.000608,0.919460
0.417712,0.017889,0.204424,0.279179,0.002464,0.001024,0.000416,0.930436
0.420816,0.017569,0.202728,0.260842,0.002368,0.001409,0.000384,0.912900
0.416048,0.017633,0.202984,0.267979,0.002368,0.001152,0.000416,0.915204
0.417168,0.017633,0.203240,0.289451,0.002272,0.001152,0.000608,0.937988
0.432849,0.017601,0.203208,0.250058,0.002432,0.001216,0.000352,0.914308
0.418001,0.017601,0.202888,0.253001,0.002496,0.001152,0.000320,0.903044
0.421776,0.017761,0.203944,0.263338,0.002369,0.001184,0.000320,0.918340
0.420848,0.017569,0.220777,0.265994,0.002496,0.001216,0.000352,0.937188
0.418961,0.017473,0.202952,0.269610,0.003040,0.001248,0.000416,0.922308
0.422032,0.017761,0.202856,0.265259,0.002400,0.001440,0.000352,0.919684
0.420880,0.017601,0.202728,0.252106,0.002528,0.001216,0.000416,0.905347
0.417777,0.017632,0.202312,0.265867,0.002432,0.001152,0.000416,0.915140
0.416561,0.017696,0.203079,0.254442,0.002400,0.001152,0.000448,0.903588
0.421808,0.017600,0.202568,0.269931,0.002240,0.001120,0.000640,0.923172
0.436273,0.017793,0.203208,0.257898,0.002368,0.001120,0.000352,0.926916
0.423504,0.017728,0.201800,0.256394,0.002464,0.001185,0.000352,0.910756
0.420017,0.017504,0.202888,0.272331,0.002560,0.001152,0.000384,0.924932
0.417201,0.017536,0.202984,0.287052,0.002400,0.001376,0.000352,0.937093
0.421552,0.017568,0.204936,0.279787,0.002496,0.001120,0.000353,0.936069
0.417136,0.017761,0.206056,0.268074,0.002528,0.001216,0.000352,0.921380
0.417040,0.017569,0.203016,0.261450,0.002496,0.001152,0.000609,0.910468
0.432721,0.017696,0.203080,0.262379,0.002560,0.001152,0.000384,0.928260
0.420336,0.017569,0.203176,0.268875,0.002432,0.001184,0.000416,0.921252
0.420848,0.017793,0.203368,0.267179,0.002496,0.001152,0.000384,0.920292
0.416944,0.018145,0.202472,0.278827,0.003648,0.001312,0.000352,0.929348
0.415696,0.017824,0.202440,0.265611,0.002400,0.001184,0.000352,0.912804
0.416272,0.017665,0.202504,0.271915,0.002688,0.001152,0.000384,0.920772
0.420305,0.017665,0.203208,0.255530,0.002560,0.001248,0.000416,0.909284
0.434513,0.017409,0.202920,0.265546,0.002561,0.001088,0.000352,0.932005
0.420144,0.017344,0.202696,0.263883,0.002336,0.001280,0.000576,0.915268
0.420528,0.017665,0.202664,0.264170,0.003072,0.001152,0.000608,0.917956
0.415632,0.017601,0.220297,0.267466,0.002464,0.001185,0.000640,0.933189
0.416880,0.017697,0.203336,0.259754,0.002560,0.001248,0.000384,0.909059
0.416881,0.017376,0.202568,0.267499,0.002464,0.001152,0.000608,0.916164
0.421008,0.017665,0.204104,0.264810,0.002368,0.001216,0.000384,0.918820
0.416817,0.017793,0.203048,0.267690,0.002464,0.001152,0.000640,0.917412
0.417872,0.017793,0.203304,0.266154,0.002657,0.001280,0.000384,0.917220
0.418192,0.018081,0.203496,0.261418,0.002465,0.001344,0.000320,0.914116
0.434225,0.018176,0.202920,0.254922,0.002561,0.001312,0.000416,0.922276
0.416464,0.017377,0.203112,0.250602,0.002400,0.001120,0.000672,0.898851
0.416913,0.017600,0.203464,0.250538,0.002336,0.001152,0.000352,0.899619
0.420433,0.017569,0.203528,0.274186,0.002625,0.001184,0.000416,0.927333
0.417648,0.017665,0.203336,0.260362,0.002496,0.001344,0.000352,0.911235
0.418129,0.017568,0.202728,0.243178,0.002528,0.001344,0.000640,0.893571
0.421617,0.017793,0.203176,0.250058,0.002368,0.001152,0.000384,0.903972
0.434257,0.017793,0.202920,0.251626,0.002432,0.001184,0.000352,0.918340
0.417360,0.017760,0.203016,0.264107,0.003168,0.001184,0.000352,0.914660
0.417264,0.017761,0.202312,0.254282,0.002368,0.001088,0.000416,0.904099
0.415184,0.017665,0.202472,0.279979,0.002400,0.000992,0.000416,0.925508
0.420593,0.017793,0.202792,0.252650,0.002304,0.000960,0.000384,0.904324
0.416496,0.017473,0.202760,0.253514,0.003232,0.000960,0.000352,0.900899
0.417872,0.017409,0.203016,0.246218,0.002240,0.001184,0.000352,0.894755
0.436049,0.017377,0.202696,0.260170,0.003552,0.000928,0.000416,0.928165
0.419056,0.017473,0.203208,0.239625,0.002401,0.000896,0.000384,0.889347
0.422481,0.017472,0.204104,0.262155,0.002176,0.001120,0.000384,0.915748
0.416400,0.017793,0.218921,0.254570,0.002560,0.001088,0.000352,0.920004
0.416656,0.017281,0.202792,0.239977,0.002273,0.001024,0.000416,0.887203
0.416241,0.018368,0.203016,0.252522,0.002432,0.001056,0.000353,0.902308
0.422256,0.017505,0.202888,0.258378,0.002592,0.001184,0.000609,0.912868
0.439090,0.017568,0.202408,0.272747,0.002592,0.001152,0.000384,0.944741
0.415248,0.017505,0.202504,0.247530,0.002848,0.001216,0.000416,0.894723
0.420593,0.017600,0.203208,0.245130,0.002528,0.001248,0.000352,0.898883
0.421712,0.017633,0.219657,0.257514,0.002464,0.001120,0.000384,0.927844
0.420208,0.017537,0.202760,0.250602,0.002560,0.001120,0.000384,0.903299
0.416721,0.017344,0.202632,0.257674,0.002465,0.001344,0.000576,0.906468
0.416497,0.017376,0.203112,0.253770,0.002304,0.001249,0.000608,0.902852
0.421009,0.017696,0.202984,0.266379,0.002368,0.001312,0.000576,0.919748
0.415856,0.017697,0.202760,0.300972,0.002560,0.001312,0.000640,0.951845
0.416273,0.018208,0.204936,0.254346,0.002561,0.001344,0.000704,0.905700
0.433457,0.017601,0.203048,0.265739,0.002176,0.001312,0.000608,0.931109
0.418481,0.017536,0.203784,0.261931,0.002656,0.001344,0.000416,0.912676
0.417457,0.017600,0.204072,0.267371,0.002368,0.001376,0.000384,0.917860
0.421137,0.017729,0.202568,0.268970,0.003104,0.001216,0.000384,0.922277
0.422064,0.017345,0.203432,0.261994,0.002305,0.001312,0.000384,0.915844
0.417392,0.017249,0.203432,0.266218,0.002592,0.001120,0.000416,0.915876
0.414896,0.017537,0.203048,0.263914,0.003392,0.001472,0.000384,0.912580
0.440049,0.017409,0.203272,0.260522,0.002432,0.001184,0.000416,0.933060
0.421617,0.017889,0.202760,0.273546,0.002368,0.001216,0.000384,0.927173
0.421104,0.017697,0.203112,0.255210,0.002496,0.001280,0.000352,0.909123
0.417104,0.017505,0.202504,0.284331,0.002432,0.001216,0.000384,0.932356
0.416849,0.017761,0.202856,0.255818,0.002528,0.001152,0.000384,0.905092
0.417232,0.017729,0.202696,0.242505,0.002464,0.001312,0.000416,0.891779
0.420785,0.017569,0.202760,0.261226,0.002272,0.001120,0.000384,0.912836
0.422032,0.017696,0.202664,0.287947,0.002304,0.001280,0.000352,0.957414
0.420944,0.017505,0.202696,0.262474,0.002272,0.001280,0.000384,0.914948
0.418864,0.017569,0.202920,0.255850,0.002496,0.001152,0.000384,0.905795
0.418417,0.017697,0.221672,0.272843,0.002208,0.001344,0.000352,0.941989
0.421041,0.017408,0.202664,0.271403,0.002496,0.001248,0.000608,0.924932
0.419761,0.017312,0.202888,0.256010,0.002432,0.001313,0.000608,0.907300
0.416944,0.017569,0.202984,0.270955,0.003360,0.001184,0.000384,0.921028
0.421265,0.017665,0.202120,0.260298,0.002592,0.001184,0.000416,0.912644
0.416656,0.017728,0.202952,0.269867,0.002592,0.001056,0.000416,0.918980
0.420880,0.017761,0.202120,0.258410,0.002592,0.001216,0.000384,0.910948
0.434513,0.017889,0.203080,0.284779,0.002560,0.001184,0.000416,0.952645
0.422705,0.017537,0.203880,0.265706,0.002496,0.001216,0.000384,0.921796
0.415344,0.017665,0.202600,0.275211,0.002304,0.001184,0.000384,0.922148
0.421105,0.017505,0.202952,0.281675,0.003424,0.001376,0.000608,0.936677
0.420465,0.017600,0.203656,0.264907,0.002336,0.001344,0.000416,0.920036
0.420561,0.017729,0.202375,0.271307,0.002464,0.001280,0.000416,0.923748
0.420337,0.017505,0.203080,0.254570,0.002496,0.001376,0.000608,0.907364
0.436369,0.017953,0.202376,0.278827,0.002624,0.001344,0.000608,0.948677
0.420305,0.017728,0.203656,0.264747,0.002624,0.001184,0.000320,0.919172
0.421297,0.017601,0.202888,0.246825,0.002528,0.001216,0.000352,0.900132
0.416240,0.017633,0.219049,0.262890,0.002336,0.001408,0.000352,0.928068
0.416881,0.017600,0.203015,0.263147,0.002368,0.001280,0.000352,0.912196
0.416208,0.018017,0.203304,0.261482,0.002592,0.001536,0.000384,0.911587
0.417840,0.017569,0.202664,0.256362,0.002432,0.001376,0.000416,0.905987
0.417585,0.018048,0.202503,0.275051,0.002464,0.001184,0.000384,0.925861
0.422097,0.017537,0.202504,0.271722,0.003488,0.001249,0.000448,0.927077
0.417841,0.017824,0.204168,0.268011,0.002400,0.001344,0.000352,0.919428
0.437362,0.017440,0.202792,0.259915,0.002240,0.001184,0.000384,0.929029
0.420016,0.017569,0.202440,0.252202,0.002304,0.001280,0.000416,0.903683
0.417137,0.017408,0.202792,0.267787,0.002336,0.001184,0.000416,0.916388
0.417200,0.017793,0.202888,0.299115,0.002497,0.001152,0.000416,0.948069
0.417489,0.017760,0.203400,0.254922,0.003776,0.001152,0.000384,0.906500
0.417393,0.017505,0.202664,0.265194,0.003328,0.001312,0.000384,0.916324
0.421328,0.017473,0.203016,0.262442,0.002401,0.001280,0.000384,0.916036
0.439025,0.017729,0.202568,0.274442,0.002433,0.001504,0.000672,0.946629
0.421969,0.017729,0.203048,0.295275,0.002240,0.001376,0.000384,0.950277
0.420816,0.017664,0.202728,0.261770,0.002528,0.001280,0.000384,0.914628
0.417680,0.017664,0.221033,0.271339,0.002528,0.001152,0.000384,0.940005
0.418992,0.017825,0.203048,0.267594,0.002368,0.001184,0.000416,0.918948
0.417200,0.017472,0.202312,0.255402,0.002496,0.001536,0.000416,0.904483
0.417744,0.017569,0.202632,0.268554,0.002496,0.001472,0.000416,0.918564
0.418161,0.017537,0.203207,0.258634,0.002208,0.001440,0.000448,0.909060
0.420080,0.017697,0.204488,0.271851,0.002688,0.001376,0.000352,0.926852
0.423569,0.017569,0.203880,0.276331,0.002432,0.001344,0.000384,0.933669
0.438449,0.018049,0.203208,0.271819,0.002272,0.001280,0.000608,0.943205
0.417681,0.017473,0.203144,0.266954,0.002560,0.001280,0.000352,0.916772
0.417233,0.017632,0.203496,0.254154,0.002400,0.001249,0.000384,0.904004
0.417873,0.017377,0.203880,0.318860,0.002720,0.001248,0.000320,0.969926
0.417169,0.017473,0.201959,0.259243,0.002496,0.001312,0.000384,0.907236
0.415312,0.017504,0.203080,0.252874,0.003232,0.001280,0.000352,0.901155
0.416432,0.017537,0.202888,0.262218,0.002464,0.001248,0.000608,0.910787
0.434353,0.017280,0.202920,0.260139,0.002496,0.001440,0.000416,0.926244
0.417969,0.017696,0.202536,0.271211,0.002624,0.001216,0.000672,0.921476
0.419632,0.017728,0.202664,0.264299,0.003456,0.001312,0.000608,0.917988
0.417329,0.017601,0.223560,0.270251,0.002368,0.001216,0.000608,0.940965
0.418641,0.017728,0.203048,0.272267,0.002304,0.001248,0.000608,0.923364
0.416208,0.017505,0.203624,0.270891,0.002336,0.001248,0.000448,0.920068
0.416241,0.017504,0.202696,0.265355,0.002528,0.001280,0.000576,0.913796
0.420305,0.017761,0.204200,0.265450,0.002304,0.001376,0.000640,0.920036
0.416656,0.017825,0.202536,0.283083,0.002336,0.001312,0.000384,0.931908
0.416881,0.017537,0.202440,0.262442,0.002368,0.001152,0.000640,0.910724
0.438641,0.017601,0.203144,0.258250,0.002592,0.001216,0.000416,0.929796
0.416657,0.017504,0.204136,0.274411,0.002880,0.001440,0.000608,0.926244
0.416368,0.017697,0.202664,0.271722,0.002369,0.001216,0.000576,0.922340
0.417232,0.017473,0.202664,0.294955,0.003008,0.001056,0.000609,0.944229
0.421681,0.017473,0.202952,0.257002,0.002880,0.001088,0.000608,0.910244
0.422928,0.017537,0.202600,0.254346,0.002208,0.000960,0.000320,0.907971
0.416241,0.017569,0.202536,0.268010,0.002400,0.001120,0.000384,0.917092
0.436177,0.017377,0.203496,0.249354,0.002368,0.001440,0.000672,0.918308
0.420624,0.017760,0.202312,0.262794,0.002528,0.001280,0.000416,0.915364
0.418512,0.017536,0.202984,0.257194,0.002368,0.001248,0.000384,0.907620
0.417072,0.017505,0.222536,0.273674,0.002400,0.001408,0.000385,0.943461
0.422800,0.017344,0.202792,0.250090,0.002464,0.001184,0.000384,0.904323
0.417968,0.017793,0.202888,0.268042,0.002624,0.001313,0.000384,0.919428
0.421584,0.017729,0.202760,0.261450,0.003168,0.001281,0.000416,0.916260
0.419504,0.017377,0.202568,0.264202,0.002433,0.001184,0.000416,0.915012
0.416752,0.017569,0.202664,0.267754,0.002496,0.001312,0.000384,0.916292
0.421200,0.017569,0.201928,0.271115,0.002368,0.001184,0.000608,0.923556
0.437425,0.017441,0.203304,0.254250,0.003072,0.001344,0.000416,0.924452
0.419601,0.017633,0.202792,0.257930,0.002496,0.001408,0.000384,0.909540
0.423441,0.017729,0.202152,0.263594,0.002304,0.001184,0.000416,0.918340
0.417744,0.017600,0.202760,0.297420,0.002688,0.001152,0.000416,0.948837
0.421648,0.017760,0.203080,0.260906,0.003008,0.001184,0.000384,0.916132
0.418032,0.018337,0.203240,0.270314,0.002433,0.001120,0.000416,0.922148
0.416976,0.017793,0.202856,0.254346,0.002400,0.001120,0.000352,0.903619
0.442161,0.017569,0.202952,0.277194,0.002624,0.001088,0.000384,0.951397
0.420304,0.017664,0.203368,0.255306,0.002272,0.001152,0.000384,0.908227
0.416176,0.017729,0.202568,0.257546,0.002464,0.001184,0.000576,0.905347
0.416400,0.017504,0.220777,0.295468,0.002528,0.001184,0.000640,0.962278
0.415953,0.017633,0.202984,0.256362,0.003296,0.001152,0.000416,0.904804
0.415536,0.017281,0.203048,0.262314,0.002336,0.001152,0.000672,0.909347
0.417937,0.018016,0.204072,0.263019,0.002496,0.001184,0.000608,0.915076
0.420401,0.017665,0.203496,0.257322,0.002592,0.001120,0.000352,0.910276
0.416240,0.017601,0.203336,0.268843,0.002464,0.001344,0.000608,0.918724
0.416625,0.017600,0.202887,0.262763,0.002528,0.001152,0.000352,0.910948
0.415600,0.017344,0.228489,0.268235,0.002304,0.001152,0.000384,0.940933
0.417073,0.017409,0.203848,0.261066,0.003328,0.001248,0.000384,0.912388
0.416432,0.017408,0.204712,0.266155,0.003584,0.001184,0.000640,0.917796
0.416592,0.017504,0.203144,0.271659,0.002336,0.001376,0.000576,0.920708
0.414737,0.017761,0.204680,0.254602,0.002432,0.001120,0.000384,0.902724
0.420976,0.017504,0.202824,0.254090,0.002336,0.001184,0.000640,0.907011
0.417137,0.017537,0.203528,0.250793,0.002401,0.001216,0.000672,0.901284
0.434417,0.017697,0.203175,0.246153,0.002336,0.001248,0.000416,0.912643
0.420017,0.017697,0.202888,0.261386,0.002400,0.001472,0.000416,0.914372
0.416145,0.017760,0.203144,0.254282,0.002304,0.001377,0.000384,0.902788
0.415824,0.017569,0.203592,0.284491,0.002784,0.001184,0.000640,0.933541
0.415984,0.017536,0.203336,0.256010,0.002496,0.001280,0.000608,0.904420
0.415889,0.017664,0.203016,0.252202,0.002432,0.001153,0.000608,0.900580
0.420112,0.017697,0.203560,0.249386,0.002720,0.001472,0.000384,0.902819
0.436529,0.017569,0.203016,0.259178,0.002496,0.001152,0.000640,0.927844
0.415536,0.017633,0.203240,0.249322,0.002176,0.001152,0.000384,0.896995
0.416336,0.017633,0.203432,0.257578,0.002624,0.001152,0.000384,0.908195
0.420881,0.017473,0.221832,0.249674,0.002592,0.001536,0.000384,0.922309
0.415920,0.017537,0.203496,0.291531,0.002433,0.000960,0.000416,0.941541
0.417264,0.017665,0.202984,0.249098,0.002336,0.000960,0.000384,0.897155
0.416048,0.017697,0.202952,0.257066,0.002432,0.001248,0.000608,0.906147
0.416273,0.017664,0.202824,0.249034,0.002368,0.001184,0.000384,0.897603
0.414929,0.017792,0.203464,0.254474,0.003137,0.001312,0.000608,0.903396
0.416721,0.017600,0.203592,0.250442,0.002304,0.001152,0.000608,0.899683
0.420848,0.017505,0.219881,0.252138,0.002496,0.001120,0.000352,0.922020
0.416720,0.017793,0.203240,0.251594,0.002272,0.001408,0.000384,0.900580
0.416624,0.017761,0.203112,0.258570,0.002432,0.001312,0.000608,0.908707
0.417009,0.017601,0.203304,0.251849,0.002336,0.001152,0.000576,0.901316
0.420688,0.017537,0.203144,0.269994,0.002593,0.001184,0.000576,0.923685
0.420528,0.017569,0.202728,0.259338,0.002528,0.001344,0.000416,0.911716
0.415921,0.017473,0.202696,0.260202,0.002304,0.001248,0.000416,0.907460
0.432625,0.017537,0.202632,0.256074,0.002400,0.001312,0.000640,0.920996
0.420304,0.017281,0.204904,0.250602,0.002400,0.001248,0.000416,0.903939
0.417617,0.017473,0.202631,0.257963,0.002400,0.001184,0.000384,0.906820
0.417009,0.017536,0.203367,0.265963,0.002624,0.001184,0.000576,0.915844
0.421136,0.017761,0.203144,0.261770,0.002464,0.001120,0.000384,0.914660
0.415729,0.017729,0.203240,0.257354,0.002336,0.001376,0.000608,0.906116
0.418097,0.017921,0.202152,0.244713,0.002496,0.001504,0.000640,0.894723
0.433297,0.017761,0.202792,0.262474,0.002400,0.001152,0.000576,0.928868
0.416880,0.017568,0.202856,0.255850,0.002080,0.001376,0.000384,0.904804
0.416560,0.017697,0.203272,0.249802,0.002432,0.001280,0.000416,0.899171
0.416593,0.017504,0.203560,0.275019,0.002432,0.001216,0.000448,0.924164
0.421073,0.017505,0.205320,0.249129,0.002401,0.001280,0.000416,0.904644
0.421200,0.017792,0.203176,0.254314,0.002336,0.001184,0.000384,0.908068
0.423312,0.017601,0.203176,0.256842,0.002336,0.001088,0.000416,0.911715
0.435217,0.017568,0.203720,0.262123,0.002592,0.001184,0.000640,0.930533
0.416560,0.017505,0.203208,0.249514,0.002560,0.001152,0.000416,0.898947
0.419152,0.017504,0.203560,0.249130,0.002592,0.001152,0.000640,0.901923
0.422064,0.017729,0.223145,0.252330,0.002400,0.001184,0.000640,0.927684
0.416976,0.017633,0.202632,0.256106,0.002400,0.001152,0.000352,0.904483
0.418673,0.017472,0.203848,0.250570,0.002624,0.001248,0.000384,0.902083
0.416688,0.017569,0.202792,0.255242,0.002432,0.001376,0.000576,0.905187
0.417841,0.017889,0.203528,0.253674,0.002240,0.001280,0.000608,0.904580
0.417744,0.017537,0.203144,0.251082,0.002272,0.001280,0.000384,0.901155
0.416144,0.017697,0.202440,0.247850,0.002304,0.001216,0.000416,0.895427
0.420944,0.017632,0.220521,0.244778,0.002464,0.001152,0.000352,0.915652
0.417776,0.017857,0.203656,0.262698,0.002496,0.001152,0.000384,0.913603
0.416305,0.017505,0.203336,0.258090,0.002464,0.001280,0.000384,0.907684
0.422801,0.017537,0.202696,0.251753,0.002336,0.001120,0.000384,0.905892
0.418800,0.017473,0.203368,0.258922,0.002304,0.001536,0.000320,0.908931
0.420720,0.017505,0.202696,0.246633,0.002400,0.001184,0.000416,0.899235
0.416913,0.017537,0.203272,0.249353,0.002272,0.001153,0.000416,0.898180
0.437810,0.017536,0.202984,0.258603,0.002208,0.001248,0.000352,0.928101
0.418416,0.017888,0.203048,0.262891,0.003072,0.001408,0.000608,0.918308
0.416272,0.017729,0.202952,0.249706,0.002240,0.001280,0.000352,0.897795
0.417553,0.017568,0.202824,0.279083,0.002624,0.001537,0.000384,0.930309
0.417040,0.017825,0.202504,0.253354,0.002816,0.001312,0.000640,0.902979
0.416560,0.017760,0.202504,0.261195,0.002656,0.001280,0.000608,0.911332
0.421744,0.017536,0.203400,0.256042,0.002592,0.001249,0.000640,0.910724
0.436689,0.017569,0.202536,0.246761,0.002528,0.001344,0.000576,0.916004
0.416208,0.017600,0.203336,0.251434,0.002496,0.001184,0.000608,0.899715
0.416881,0.017344,0.202952,0.245002,0.002496,0.001120,0.000352,0.893187
0.416880,0.017569,0.202664,0.261098,0.002272,0.001120,0.000384,0.909347
0.420848,0.017825,0.202856,0.246857,0.002400,0.001376,0.000384,0.899716
0.416528,0.017537,0.203144,0.246890,0.002304,0.001184,0.000384,0.895459
0.418576,0.017569,0.203400,0.255914,0.002496,0.001152,0.000384,0.907363
0.437841,0.017761,0.202344,0.258954,0.002272,0.001184,0.000640,0.928420
0.417296,0.017761,0.202600,0.259338,0.002560,0.001376,0.000384,0.910019
0.417008,0.017729,0.203048,0.248714,0.002496,0.001248,0.000384,0.898275
0.418417,0.017760,0.222089,0.248298,0.002368,0.001152,0.000384,0.918020
0.417937,0.017697,0.202760,0.257226,0.002624,0.001152,0.000384,0.908004
0.418480,0.017600,0.204104,0.248426,0.002496,0.001184,0.000352,0.899971
0.416305,0.017697,0.202664,0.246377,0.002368,0.001184,0.000384,0.894244
0.416816,0.017313,0.203400,0.244329,0.002304,0.001377,0.000384,0.892835
0.420721,0.017633,0.203112,0.254922,0.002272,0.001280,0.000384,0.908260
0.416560,0.017569,0.202696,0.257034,0.002528,0.001376,0.000416,0.906019
0.417616,0.018369,0.202920,0.258282,0.002432,0.001152,0.000416,0.928740
0.417680,0.017473,0.203016,0.258762,0.002688,0.001376,0.000384,0.909507
0.417841,0.017536,0.203080,0.251978,0.002560,0.001313,0.000416,0.902564
0.418736,0.017601,0.204520,0.252458,0.002464,0.001536,0.000352,0.904675
0.420336,0.017729,0.202792,0.252714,0.002464,0.001312,0.000320,0.905443
0.421009,0.017569,0.202888,0.251498,0.002240,0.001216,0.000384,0.903844
0.416432,0.017761,0.202664,0.247849,0.002336,0.001120,0.000384,0.895427
0.435153,0.017761,0.202855,0.259434,0.002368,0.001280,0.000416,0.926532
0.416592,0.017536,0.202856,0.251402,0.002400,0.001184,0.000384,0.899555
0.417041,0.017824,0.203175,0.253322,0.002529,0.001184,0.000416,0.903492
0.421265,0.017920,0.201895,0.278059,0.002368,0.001248,0.000416,0.930693
0.417712,0.017537,0.203304,0.258442,0.002912,0.001280,0.000384,0.910019
0.419824,0.017696,0.202888,0.244778,0.002368,0.001152,0.000416,0.896483
0.418736,0.017569,0.202728,0.257162,0.002400,0.001280,0.000384,0.908195
0.442162,0.017665,0.202632,0.250761,0.002401,0.001120,0.000672,0.925765
0.415888,0.017505,0.202440,0.250601,0.003328,0.001248,0.000608,0.899043
0.415728,0.017760,0.202696,0.257578,0.003585,0.001248,0.000416,0.907332
0.415664,0.017633,0.202568,0.272778,0.002433,0.001184,0.000384,0.919972
0.416017,0.017568,0.202600,0.242250,0.002464,0.001120,0.000672,0.889635
0.416689,0.017569,0.202856,0.258026,0.002592,0.001184,0.000384,0.907364
0.416400,0.017729,0.202504,0.267466,0.002496,0.001184,0.000608,0.914915
0.440529,0.017633,0.202664,0.258538,0.002336,0.001376,0.000352,0.932036
0.415824,0.017761,0.202600,0.270795,0.002592,0.001184,0.000352,0.918020
0.420336,0.017569,0.202472,0.264714,0.002337,0.001280,0.000384,0.916452
0.416208,0.017537,0.222761,0.259722,0.002528,0.001248,0.000608,0.928388
0.417168,0.017537,0.203080,0.255658,0.002560,0.001088,0.000640,0.905059
0.416720,0.017793,0.202440,0.253322,0.002368,0.001184,0.000352,0.901603
0.420432,0.017601,0.202696,0.254154,0.002304,0.001376,0.000384,0.906372
0.415825,0.017344,0.203176,0.257419,0.002496,0.001184,0.000416,0.904804
0.416144,0.017729,0.202472,0.271915,0.002592,0.001184,0.000608,0.920068
0.420816,0.017537,0.202920,0.247274,0.002432,0.000960,0.000576,0.899043
0.433809,0.017408,0.202472,0.281483,0.002368,0.001024,0.000384,0.946757
0.415696,0.017281,0.202792,0.250634,0.002912,0.001152,0.000384,0.897539
0.415408,0.017537,0.202568,0.248969,0.002273,0.000928,0.000416,0.894467
0.415184,0.017440,0.202856,0.277067,0.003136,0.001120,0.000448,0.923940
0.416496,0.017217,0.202376,0.256362,0.003040,0.000992,0.000384,0.904131
0.414448,0.017185,0.203656,0.260682,0.002240,0.000960,0.000384,0.906243
0.416080,0.017249,0.202376,0.238569,0.003264,0.000960,0.000416,0.885506
0.434449,0.017473,0.202664,0.291020,0.002368,0.000960,0.000384,0.955686
0.417296,0.017569,0.203624,0.256170,0.002272,0.001056,0.000416,0.905795
0.415888,0.017409,0.203112,0.246090,0.002208,0.000960,0.000384,0.892067
0.416304,0.017696,0.203272,0.252362,0.002464,0.000864,0.000416,0.901347
0.420944,0.017729,0.202952,0.248906,0.002272,0.000832,0.000416,0.900675
0.415601,0.017664,0.202248,0.245322,0.002144,0.000864,0.000384,0.890371
0.415889,0.017472,0.202791,0.239370,0.002144,0.000896,0.000608,0.884611
0.430769,0.017601,0.203080,0.249897,0.002209,0.000864,0.000608,0.910852
0.416016,0.017121,0.202440,0.253066,0.002272,0.000960,0.000384,0.898051
0.415568,0.017440,0.202312,0.269611,0.002240,0.001152,0.000384,0.914372
0.415056,0.017313,0.202760,0.249642,0.002336,0.000992,0.000352,0.895139
