Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-7],Layer[8],Layer[9],Layer[10],classifier
0.416145,0.017633,0.202567,0.005217,0.249801,0.002304,0.001088,0.000384,0.903108
0.417968,0.017921,0.204488,0.005088,0.255562,0.002688,0.001152,0.000416,0.914180
0.417232,0.017537,0.203976,0.004800,0.254282,0.002368,0.001185,0.000416,0.910244
0.434673,0.017921,0.203272,0.005216,0.253098,0.002272,0.001088,0.000640,0.926948
0.416656,0.017633,0.203176,0.005312,0.249642,0.002464,0.001216,0.000608,0.905731
0.416240,0.018209,0.202856,0.004832,0.240009,0.002465,0.001120,0.000608,0.895107
0.415920,0.018017,0.202632,0.005248,0.273387,0.002528,0.001152,0.000608,0.927460
0.416144,0.017952,0.204136,0.005249,0.251401,0.002401,0.001152,0.000416,0.907332
0.416528,0.017504,0.203080,0.005312,0.251946,0.002560,0.001121,0.000608,0.907300
0.416016,0.018017,0.203112,0.005056,0.251402,0.002848,0.001120,0.000576,0.906531
0.431665,0.017921,0.203016,0.005024,0.244458,0.002208,0.001120,0.000416,0.914404
0.415665,0.017760,0.202536,0.004993,0.233737,0.002368,0.001120,0.000384,0.886755
0.415921,0.017697,0.202824,0.005024,0.239337,0.002400,0.001088,0.000608,0.892387
0.416849,0.017761,0.220520,0.005312,0.243530,0.002336,0.001120,0.000384,0.917124
0.416497,0.017728,0.203528,0.004865,0.245289,0.002368,0.001120,0.000608,0.900547
0.416112,0.017633,0.203208,0.004768,0.261834,0.002400,0.001056,0.000576,0.915843
0.416304,0.017697,0.202952,0.005088,0.257482,0.002464,0.001121,0.000384,0.911236
0.415312,0.017537,0.202696,0.005280,0.246698,0.002176,0.001088,0.000608,0.899747
0.416208,0.017761,0.202344,0.005248,0.259466,0.002560,0.001152,0.000384,0.912835
0.415504,0.017696,0.202504,0.004896,0.259883,0.002368,0.001056,0.000640,0.912196
0.415473,0.034561,0.202728,0.005344,0.255050,0.002304,0.001024,0.000352,0.925541
0.420464,0.017728,0.202728,0.005248,0.257514,0.002304,0.001024,0.000384,0.915108
0.420720,0.017793,0.202408,0.005376,0.252170,0.002112,0.001088,0.000384,0.909891
0.420400,0.017889,0.202600,0.004928,0.256042,0.002336,0.001056,0.000384,0.913092
0.416784,0.017888,0.202600,0.005312,0.283019,0.003264,0.001728,0.000352,0.940837
0.420849,0.017728,0.202215,0.005281,0.257002,0.002528,0.001024,0.000384,0.915268
0.415824,0.017921,0.202920,0.005280,0.259914,0.002368,0.001056,0.000416,0.913443
0.452466,0.017697,0.202312,0.005312,0.285963,0.002337,0.000992,0.000384,0.976327
0.421296,0.017537,0.202248,0.005312,0.260330,0.002272,0.001088,0.000416,0.918724
0.415600,0.017921,0.202728,0.005248,0.253930,0.002336,0.000992,0.000385,0.906916
0.420593,0.017729,0.202952,0.004864,0.265130,0.002464,0.001024,0.000384,0.922500
0.420912,0.017473,0.202280,0.004992,0.245322,0.002144,0.000960,0.000384,0.902435
0.415696,0.017505,0.202760,0.005120,0.259114,0.002272,0.000960,0.000384,0.911107
0.416112,0.017505,0.202408,0.005184,0.245130,0.002304,0.000960,0.000384,0.897891
0.437361,0.018177,0.204712,0.005280,0.262570,0.002817,0.001184,0.000608,0.942437
0.416272,0.017600,0.203560,0.005217,0.246121,0.002624,0.001056,0.000320,0.900867
0.420976,0.017825,0.203080,0.005056,0.258058,0.002336,0.001409,0.000384,0.916804
0.420496,0.017569,0.221417,0.005216,0.263114,0.002368,0.001216,0.000352,0.940228
0.421329,0.017920,0.202856,0.004929,0.252297,0.002528,0.001120,0.000576,0.912420
0.420401,0.017761,0.203080,0.004832,0.249930,0.002432,0.001216,0.000608,0.908004
0.420144,0.017793,0.202728,0.004832,0.238634,0.002400,0.001120,0.000352,0.895587
0.420080,0.017760,0.202664,0.005184,0.255050,0.002081,0.001056,0.000416,0.910532
0.415952,0.017568,0.203048,0.005120,0.252170,0.002144,0.001025,0.000384,0.904772
0.415472,0.017665,0.202248,0.005248,0.235370,0.002176,0.001056,0.000384,0.886595
0.433905,0.017792,0.202312,0.005216,0.249514,0.002208,0.001280,0.000640,0.921956
0.415472,0.017953,0.202600,0.005152,0.240553,0.001984,0.000992,0.000384,0.891939
0.416049,0.017472,0.202952,0.005249,0.256298,0.002208,0.000928,0.000544,0.908676
0.415537,0.017664,0.202568,0.005313,0.271114,0.002176,0.001088,0.000384,0.924644
0.416560,0.017601,0.202376,0.004832,0.247434,0.002080,0.001120,0.000576,0.898979
0.419792,0.017441,0.204072,0.005056,0.247818,0.001952,0.000992,0.000352,0.903811
0.420625,0.018081,0.203400,0.004992,0.260874,0.002112,0.001248,0.000384,0.919172
0.431632,0.017888,0.202728,0.005024,0.265323,0.002112,0.000864,0.000416,0.933220
0.416048,0.017696,0.202664,0.005120,0.236234,0.001984,0.000992,0.000640,0.887971
0.414737,0.017824,0.202504,0.005281,0.257610,0.002464,0.001184,0.000608,0.910788
0.416816,0.017440,0.202536,0.005248,0.269995,0.002272,0.001024,0.000576,0.922308
0.415729,0.017824,0.202312,0.004801,0.251465,0.002081,0.000928,0.000384,0.902372
0.423920,0.018080,0.204904,0.005313,0.310476,0.003424,0.002848,0.000544,0.980806
0.420305,0.017985,0.203176,0.005280,0.247402,0.002336,0.001376,0.000544,0.907012
0.420977,0.018049,0.204168,0.005344,0.278795,0.003200,0.002496,0.000576,0.946918
0.417264,0.018209,0.203496,0.005056,0.255082,0.002336,0.001056,0.000352,0.910147
0.420880,0.017537,0.202536,0.004864,0.256874,0.002336,0.000929,0.000608,0.913316
0.416304,0.017857,0.221897,0.005280,0.241193,0.002240,0.001024,0.000320,0.914020
0.420496,0.017505,0.202600,0.005312,0.243690,0.002304,0.000992,0.000640,0.901027
0.418833,0.017601,0.202792,0.005248,0.246697,0.002496,0.001248,0.000640,0.904772
0.420432,0.018017,0.202312,0.005088,0.239433,0.002273,0.001056,0.000384,0.896355
0.416400,0.017505,0.202632,0.005056,0.247690,0.002336,0.001056,0.000320,0.899939
0.416592,0.017665,0.202504,0.005184,0.246506,0.002208,0.001088,0.000352,0.899523
0.417105,0.017697,0.202599,0.005057,0.249417,0.002432,0.001088,0.000384,0.904004
0.416720,0.034913,0.203336,0.005249,0.260266,0.002208,0.000992,0.000352,0.931876
0.420689,0.017601,0.202568,0.004832,0.232169,0.002400,0.000992,0.000384,0.888867
0.416593,0.018017,0.202311,0.004865,0.240617,0.002400,0.001056,0.000384,0.893731
0.420304,0.017953,0.202696,0.005152,0.243658,0.002304,0.001088,0.000352,0.900163
0.416049,0.017664,0.202536,0.005280,0.239242,0.002144,0.001024,0.000384,0.891683
0.421040,0.017729,0.202760,0.005280,0.239626,0.002592,0.001120,0.000608,0.899939
0.416208,0.017729,0.202344,0.005024,0.256330,0.002336,0.000992,0.000352,0.908899
1.197486,0.081635,0.694299,0.005184,0.394448,0.003488,0.001184,0.000608,2.388925
0.416561,0.017760,0.202376,0.005377,0.258666,0.002240,0.001088,0.000384,0.912580
0.415760,0.017793,0.219528,0.005185,0.265194,0.002336,0.001152,0.000608,0.936260
0.416944,0.017633,0.202504,0.005120,0.259274,0.002208,0.000960,0.000640,0.912707
0.416017,0.017728,0.202664,0.005088,0.255370,0.002144,0.001088,0.000608,0.907396
0.416848,0.017505,0.202632,0.005120,0.258378,0.002240,0.001056,0.000608,0.912291
0.420817,0.017697,0.202600,0.005152,0.242793,0.002048,0.001088,0.000352,0.899428
0.415600,0.017697,0.202440,0.004896,0.257930,0.002304,0.001088,0.000416,0.910115
0.416176,0.018048,0.204488,0.005152,0.250954,0.002529,0.001216,0.000352,0.908196
0.432977,0.017985,0.202632,0.004832,0.248266,0.002368,0.001024,0.000384,0.918564
0.416720,0.017889,0.202472,0.005024,0.259178,0.002336,0.000864,0.000352,0.912163
0.416848,0.017633,0.202824,0.005280,0.254794,0.002240,0.000928,0.000384,0.908067
0.416304,0.017761,0.204776,0.005280,0.261354,0.002529,0.000992,0.000384,0.917892
0.415696,0.017857,0.203016,0.005120,0.277771,0.002560,0.001024,0.000384,0.931140
0.420080,0.017633,0.202216,0.005376,0.270187,0.002368,0.001088,0.000352,0.926308
0.415600,0.017760,0.202344,0.004960,0.236970,0.002240,0.001024,0.000384,0.889283
0.431633,0.017761,0.202888,0.004896,0.253098,0.002080,0.001088,0.000320,0.920164
0.416017,0.017888,0.203048,0.005377,0.249065,0.002657,0.000992,0.000608,0.902884
0.416528,0.017793,0.204840,0.005056,0.250858,0.002336,0.001216,0.000640,0.908099
0.416016,0.017472,0.203944,0.005024,0.268523,0.002400,0.001056,0.000384,0.922724
0.419953,0.017953,0.202888,0.005088,0.232777,0.002208,0.001056,0.000416,0.889955
0.415984,0.017889,0.202408,0.005248,0.246826,0.002208,0.001056,0.000352,0.899203
0.415985,0.017761,0.202791,0.005345,0.249193,0.002400,0.001056,0.000416,0.902660
0.438161,0.017792,0.202248,0.005312,0.233066,0.002208,0.001152,0.000608,0.908452
0.415824,0.017665,0.203528,0.005024,0.244650,0.002176,0.001120,0.000320,0.897635
0.415792,0.017921,0.203112,0.005248,0.234761,0.002400,0.001024,0.000384,0.887874
0.415569,0.017952,0.221481,0.005248,0.244586,0.002144,0.000960,0.000416,0.916004
0.415953,0.017985,0.203016,0.005216,0.244905,0.002305,0.001088,0.000416,0.898308
0.421745,0.017792,0.203816,0.005057,0.254954,0.002432,0.001248,0.000384,0.915940
0.420560,0.017985,0.202280,0.005312,0.250570,0.002144,0.001056,0.000608,0.907971
0.442897,0.017473,0.202088,0.005312,0.250666,0.002208,0.001056,0.000384,0.929764
0.415440,0.017409,0.203272,0.005056,0.245322,0.002240,0.001056,0.000352,0.897283
0.420209,0.017665,0.202472,0.005312,0.250794,0.002240,0.001024,0.000352,0.908004
0.416144,0.017472,0.222569,0.005184,0.247754,0.002688,0.001152,0.000608,0.920868
0.415632,0.017920,0.202472,0.004864,0.242698,0.002208,0.001024,0.000352,0.894211
0.420017,0.017473,0.202472,0.005152,0.250410,0.002112,0.000896,0.000384,0.906052
0.415888,0.017697,0.201992,0.005312,0.240970,0.002272,0.000960,0.000608,0.893091
0.431249,0.017921,0.202184,0.005088,0.245386,0.002208,0.000992,0.000416,0.912676
0.419985,0.017889,0.204456,0.005248,0.238377,0.002400,0.001184,0.000384,0.898211
0.416369,0.017825,0.203944,0.005088,0.245129,0.002337,0.001088,0.000384,0.899428
0.415601,0.018400,0.220649,0.005184,0.249354,0.003040,0.001120,0.000416,0.921732
0.420433,0.017473,0.203080,0.005088,0.241641,0.002465,0.000992,0.000576,0.898948
0.415728,0.017537,0.202344,0.005056,0.244746,0.002400,0.000960,0.000800,0.897571
0.415697,0.017728,0.202952,0.005152,0.263787,0.002400,0.000928,0.000384,0.915044
0.416240,0.017664,0.202664,0.005152,0.245834,0.002272,0.000992,0.000576,0.898915
0.420081,0.017761,0.202696,0.005088,0.256586,0.002112,0.001024,0.000384,0.913316
0.420113,0.017920,0.202536,0.005249,0.248553,0.002113,0.001088,0.000608,0.905508
0.415664,0.017569,0.219689,0.005312,0.246282,0.002208,0.000992,0.000416,0.915428
0.417969,0.017697,0.203880,0.004992,0.255114,0.002400,0.001152,0.000384,0.912548
0.420529,0.017792,0.203304,0.004833,0.259466,0.002272,0.001024,0.000352,0.917124
0.416497,0.017729,0.203528,0.005056,0.244585,0.002272,0.001088,0.000416,0.899012
0.420272,0.017505,0.202984,0.005056,0.257130,0.002273,0.001056,0.000416,0.913380
0.415856,0.017921,0.202984,0.004896,0.262667,0.002208,0.001120,0.000384,0.915844
0.420497,0.017985,0.203496,0.005312,0.255914,0.002304,0.001088,0.000384,0.914340
0.438545,0.017633,0.203624,0.005376,0.261162,0.002336,0.001184,0.000672,0.939268
0.416112,0.017729,0.203016,0.005056,0.253162,0.002240,0.001088,0.000416,0.905891
0.419888,0.017601,0.202696,0.005280,0.241513,0.002401,0.001056,0.000384,0.898211
0.416080,0.017729,0.203080,0.005056,0.251306,0.002240,0.001056,0.000608,0.904547
0.416400,0.017761,0.203976,0.005248,0.259338,0.002368,0.001120,0.000384,0.914787
0.415697,0.017984,0.203016,0.005281,0.253162,0.002368,0.000992,0.000416,0.906020
0.419857,0.017888,0.203112,0.005313,0.259050,0.002176,0.000992,0.000384,0.916324
0.430673,0.017761,0.202248,0.005152,0.259530,0.002176,0.000961,0.000352,0.927013
0.415825,0.017537,0.202759,0.005249,0.257002,0.002208,0.001024,0.000576,0.909828
0.415505,0.018176,0.202024,0.005313,0.242857,0.002112,0.000992,0.000352,0.894307
0.420432,0.017793,0.203368,0.005280,0.280587,0.002433,0.000992,0.000352,0.939045
0.420816,0.018369,0.203272,0.005088,0.242442,0.002848,0.001024,0.000384,0.902147
0.415761,0.017665,0.202823,0.004833,0.256330,0.002208,0.001088,0.000640,0.908580
0.420016,0.017473,0.202504,0.004896,0.254698,0.002240,0.001024,0.000640,0.910627
0.434257,0.017761,0.203944,0.005248,0.264170,0.002336,0.001152,0.000416,0.937765
0.415857,0.017921,0.203208,0.004896,0.252554,0.002240,0.000992,0.000672,0.905348
0.420113,0.017729,0.203528,0.005440,0.253162,0.002400,0.000992,0.000384,0.910852
0.416368,0.017632,0.202952,0.005248,0.278283,0.002561,0.000960,0.000352,0.933093
0.416304,0.017697,0.202856,0.005216,0.255050,0.002304,0.000992,0.000416,0.908547
0.415248,0.017889,0.202952,0.005056,0.244969,0.002528,0.000928,0.000352,0.896483
0.415440,0.017985,0.202408,0.005024,0.227401,0.002112,0.000864,0.000384,0.878530
0.428913,0.018017,0.203112,0.005312,0.258314,0.002304,0.000928,0.000352,0.923749
0.415856,0.017600,0.202888,0.005024,0.262923,0.003232,0.000992,0.000384,0.916100
0.416624,0.017888,0.203336,0.005280,0.259243,0.002464,0.001120,0.000416,0.914948
0.416625,0.017504,0.202472,0.005120,0.254186,0.002400,0.000960,0.000416,0.906404
0.416273,0.021057,0.202919,0.004769,0.267882,0.002272,0.000896,0.000384,0.923652
0.415664,0.018016,0.202472,0.005152,0.266667,0.002560,0.000864,0.000384,0.919268
0.414993,0.017728,0.203080,0.005281,0.249865,0.005824,0.001024,0.000384,0.905380
0.433553,0.017793,0.203176,0.005216,0.262795,0.002176,0.001152,0.000672,0.934149
0.420209,0.017824,0.202856,0.005313,0.258122,0.002272,0.001120,0.000576,0.915684
0.420304,0.017825,0.202536,0.005024,0.256138,0.002304,0.001216,0.000352,0.913027
0.415824,0.017568,0.203176,0.005216,0.280075,0.002240,0.001088,0.000608,0.933317
0.420337,0.017793,0.203112,0.005312,0.245545,0.002273,0.001216,0.000416,0.903748
0.416368,0.017536,0.202984,0.005025,0.242697,0.002496,0.001216,0.000384,0.897539
0.416625,0.017632,0.202568,0.005025,0.261354,0.002528,0.001216,0.000640,0.915588
0.436817,0.017505,0.202216,0.005248,0.248170,0.002496,0.001152,0.000384,0.921732
0.415537,0.017920,0.202536,0.005217,0.256202,0.002400,0.001216,0.000416,0.909284
0.420049,0.017952,0.202504,0.005249,0.257514,0.002368,0.001152,0.000672,0.915748
0.417041,0.017792,0.220169,0.005216,0.267947,0.002656,0.001088,0.000640,0.941125
0.420496,0.017985,0.202344,0.005312,0.260714,0.002176,0.001185,0.000832,0.918372
0.416593,0.017952,0.202855,0.005217,0.256714,0.002368,0.001088,0.000608,0.910980
0.415728,0.017697,0.202536,0.005216,0.257514,0.002208,0.001248,0.000608,0.910179
0.417905,0.017696,0.203496,0.005057,0.285547,0.003264,0.001600,0.000640,0.945061
0.422224,0.018113,0.207848,0.005281,0.254890,0.003488,0.001376,0.000352,0.923940
0.416880,0.017761,0.203368,0.004992,0.238089,0.002593,0.001184,0.000288,0.892547
0.439281,0.018113,0.202888,0.005248,0.249322,0.002208,0.001088,0.000384,0.926692
0.420272,0.017664,0.202568,0.005056,0.236010,0.002304,0.001120,0.000544,0.894147
0.416881,0.017697,0.202663,0.005313,0.251498,0.002464,0.001152,0.000608,0.906724
0.420529,0.017665,0.203080,0.005280,0.267818,0.002880,0.001184,0.000576,0.927333
0.420912,0.017761,0.203816,0.005248,0.252362,0.002400,0.001152,0.000576,0.911683
0.420113,0.017473,0.202152,0.005280,0.247562,0.002368,0.001216,0.000384,0.904484
0.421200,0.017953,0.203112,0.005184,0.247722,0.002592,0.001152,0.000352,0.907555
0.434609,0.017601,0.202792,0.004832,0.246826,0.002496,0.001056,0.000384,0.918084
0.416464,0.017729,0.202472,0.005376,0.254442,0.002432,0.001184,0.000384,0.909220
0.417520,0.017601,0.202344,0.005344,0.254378,0.002176,0.001057,0.000608,0.908900
0.417425,0.017696,0.203144,0.005313,0.256874,0.002464,0.001088,0.000352,0.911812
0.416656,0.018464,0.202920,0.005089,0.247561,0.002560,0.001024,0.000384,0.903652
0.415856,0.017472,0.202312,0.005344,0.282123,0.002272,0.001120,0.000384,0.934917
0.415408,0.017729,0.202440,0.005088,0.258634,0.002272,0.001056,0.000352,0.911043
0.433137,0.017600,0.202664,0.005248,0.255658,0.002465,0.000960,0.000384,0.925637
0.415408,0.017825,0.202408,0.005216,0.259018,0.002368,0.001121,0.000384,0.911204
0.415440,0.017537,0.202344,0.005248,0.257418,0.002144,0.001024,0.000608,0.908899
0.415152,0.017505,0.220073,0.005280,0.261546,0.002304,0.000992,0.000384,0.930788
0.416401,0.017953,0.202984,0.005344,0.253674,0.002528,0.001248,0.000384,0.909092
0.420368,0.017729,0.202376,0.004992,0.243850,0.002432,0.001120,0.000608,0.900963
0.414832,0.017889,0.202056,0.005312,0.255338,0.002208,0.001056,0.000384,0.906723
0.416433,0.017537,0.202151,0.004929,0.281163,0.002208,0.001056,0.000384,0.934085
0.417680,0.017664,0.202760,0.005184,0.246378,0.002272,0.001024,0.000608,0.902275
0.415857,0.017760,0.202312,0.005057,0.241385,0.002336,0.000960,0.000384,0.894083
0.415824,0.017729,0.222248,0.005313,0.258122,0.002304,0.000928,0.000576,0.930852
0.416304,0.017761,0.203688,0.005312,0.265675,0.002208,0.001152,0.000608,0.920132
0.420305,0.018049,0.202248,0.005024,0.258346,0.002336,0.001088,0.000384,0.914724
0.415216,0.017857,0.202312,0.005248,0.244937,0.002337,0.001120,0.000384,0.896195
0.417616,0.017857,0.203848,0.004960,0.250090,0.002656,0.001248,0.000576,0.908195
0.420432,0.017505,0.203272,0.005024,0.246186,0.002624,0.001120,0.000608,0.904227
0.420080,0.017761,0.202344,0.005056,0.249386,0.002400,0.001152,0.000384,0.906659
0.435409,0.017697,0.202599,0.005089,0.260906,0.002272,0.001152,0.000352,0.934180
0.415472,0.018049,0.202344,0.005024,0.238890,0.002368,0.001216,0.000608,0.892131
0.417360,0.018049,0.202728,0.005024,0.265067,0.002304,0.001088,0.000352,0.920228
0.416273,0.017793,0.202407,0.005120,0.276171,0.002240,0.001088,0.000608,0.929061
0.418609,0.017632,0.203304,0.005025,0.258474,0.002496,0.001312,0.000608,0.915620
0.415825,0.017825,0.202376,0.005184,0.251146,0.002560,0.001056,0.000384,0.904004
0.416176,0.017889,0.202664,0.005152,0.284011,0.002336,0.001216,0.000384,0.937348
0.431633,0.017761,0.202312,0.004864,0.244489,0.002560,0.001345,0.000384,0.914212
0.416049,0.017953,0.202440,0.005280,0.244937,0.002464,0.001280,0.000416,0.898756
0.420465,0.018177,0.202760,0.005280,0.263978,0.002496,0.001408,0.000640,0.923876
0.415856,0.017537,0.228297,0.005248,0.251274,0.002400,0.001120,0.000416,0.930276
0.420048,0.017761,0.202376,0.005024,0.253930,0.002368,0.001184,0.000384,0.911139
0.421136,0.018017,0.202632,0.005248,0.259946,0.002273,0.001120,0.000384,0.918596
0.419888,0.018017,0.202600,0.005216,0.259722,0.002528,0.001440,0.000384,0.917540
0.420336,0.017761,0.202568,0.005312,0.258218,0.002336,0.001312,0.000416,0.915459
0.420721,0.017921,0.202631,0.005217,0.262090,0.002496,0.001184,0.000416,0.920868
0.420401,0.017761,0.202728,0.004832,0.257098,0.002432,0.001152,0.000640,0.915076
0.435761,0.017793,0.203464,0.005280,0.250858,0.002560,0.001184,0.000384,0.926148
0.423249,0.017760,0.202696,0.004833,0.257034,0.002336,0.001152,0.000640,0.917668
0.420721,0.017824,0.202472,0.005281,0.260330,0.002208,0.001216,0.000384,0.918468
0.420465,0.017825,0.202599,0.005185,0.285131,0.002496,0.001152,0.000384,0.943717
0.416080,0.017921,0.202536,0.005088,0.256618,0.002368,0.001216,0.000672,0.910595
0.420017,0.017633,0.202824,0.005120,0.260810,0.002592,0.001152,0.000384,0.918180
0.421617,0.017729,0.202984,0.005248,0.249290,0.002304,0.001248,0.000384,0.908836
0.437585,0.017729,0.202536,0.005248,0.254794,0.002656,0.001056,0.000608,0.930020
0.416464,0.017857,0.202856,0.005024,0.258250,0.002656,0.001376,0.000384,0.911971
0.420145,0.017729,0.202472,0.005184,0.259306,0.002368,0.001152,0.000384,0.916388
0.417552,0.018241,0.223881,0.005408,0.254090,0.002464,0.001280,0.000416,0.932452
0.422993,0.017953,0.203240,0.005312,0.240297,0.002464,0.001120,0.000640,0.902180
0.420721,0.017985,0.202888,0.005312,0.249610,0.002400,0.001120,0.000640,0.908420
0.421168,0.018016,0.203080,0.005280,0.268011,0.002560,0.001184,0.000352,0.929156
0.416336,0.017761,0.202952,0.004992,0.261930,0.002304,0.001216,0.000352,0.915556
0.420272,0.017793,0.202472,0.005184,0.258090,0.002272,0.001024,0.000352,0.914947
0.415921,0.017952,0.202984,0.004897,0.262506,0.002400,0.001120,0.000384,0.915492
0.438769,0.017345,0.202695,0.005281,0.244809,0.002272,0.001088,0.000576,0.919556
0.415728,0.017729,0.202376,0.005312,0.252426,0.002240,0.000992,0.000608,0.903747
0.415504,0.017793,0.202408,0.004896,0.256746,0.002144,0.001024,0.000384,0.907939
0.416240,0.018016,0.203240,0.005024,0.274507,0.002528,0.001184,0.000352,0.929476
0.415792,0.017696,0.202568,0.004992,0.236618,0.002272,0.001088,0.000608,0.888963
0.415568,0.017441,0.202344,0.004832,0.253258,0.002080,0.001088,0.000384,0.903651
0.421265,0.017536,0.202952,0.005057,0.256874,0.002080,0.001056,0.000832,0.916772
0.435441,0.017632,0.202472,0.005025,0.252649,0.002881,0.001088,0.000384,0.924132
0.420145,0.017473,0.202248,0.005088,0.254858,0.002112,0.000992,0.000384,0.909860
0.415120,0.017440,0.202248,0.005280,0.234026,0.002080,0.000896,0.000608,0.883843
0.415440,0.017665,0.202824,0.004864,0.257930,0.001984,0.000928,0.000384,0.908739
0.420336,0.017569,0.203048,0.004800,0.254410,0.002176,0.001152,0.000384,0.911459
0.415696,0.017921,0.202984,0.005216,0.244522,0.002240,0.001216,0.000384,0.898723
0.416304,0.017761,0.202824,0.005248,0.239722,0.002176,0.001088,0.000384,0.892099
0.432433,0.017856,0.203528,0.005089,0.254986,0.001952,0.000960,0.000384,0.923748
0.415632,0.017793,0.202248,0.004800,0.240425,0.002849,0.000960,0.000416,0.892227
0.421456,0.017760,0.203080,0.005249,0.252457,0.002176,0.001216,0.000384,0.913252
0.415248,0.017857,0.202568,0.005088,0.242153,0.003200,0.001024,0.000416,0.894755
0.415408,0.017665,0.202664,0.004896,0.241418,0.002048,0.001024,0.000384,0.892643
0.415280,0.017377,0.202600,0.004960,0.246538,0.002144,0.000864,0.000352,0.897507
0.419824,0.017409,0.202472,0.004800,0.244650,0.002048,0.000896,0.000352,0.898979
0.429744,0.017697,0.202536,0.005312,0.251338,0.003040,0.001024,0.000416,0.917539
0.416689,0.017568,0.202760,0.005281,0.253418,0.002496,0.001216,0.000608,0.908772
0.415793,0.017536,0.203016,0.005025,0.252329,0.003201,0.001088,0.000352,0.906020
0.415665,0.017665,0.202439,0.005281,0.228137,0.005952,0.000992,0.000384,0.883779
0.415793,0.018208,0.202792,0.004769,0.265226,0.003360,0.001312,0.000416,0.919652
0.415377,0.017664,0.202248,0.004801,0.253802,0.002208,0.001024,0.000384,0.906372
0.420112,0.017953,0.202600,0.004832,0.253706,0.002496,0.001056,0.000416,0.909732
0.434129,0.017920,0.203432,0.005249,0.259082,0.002496,0.001088,0.000384,0.931556
0.420529,0.017696,0.202600,0.005089,0.259882,0.002176,0.001024,0.000416,0.916740
0.419920,0.017729,0.202472,0.005184,0.257130,0.002432,0.001024,0.000385,0.913828
0.415440,0.017697,0.202696,0.005280,0.278443,0.002464,0.001024,0.000416,0.931652
0.417232,0.017728,0.203912,0.005248,0.239722,0.002208,0.001120,0.000384,0.895747
0.419888,0.017729,0.201992,0.005280,0.244490,0.002272,0.001024,0.000384,0.900227
0.419921,0.017889,0.202376,0.004992,0.244809,0.002177,0.001024,0.000384,0.900900
0.451090,0.017953,0.202376,0.005344,0.260426,0.002464,0.001088,0.000384,0.949381
0.416144,0.017825,0.202152,0.005088,0.257994,0.002272,0.000992,0.000384,0.910947
0.415760,0.017793,0.202312,0.005248,0.244394,0.002176,0.001024,0.000416,0.896579
0.415536,0.017665,0.202056,0.005088,0.270891,0.002336,0.001056,0.000384,0.922052
0.416272,0.017505,0.202312,0.005152,0.267915,0.002432,0.001056,0.000384,0.921316
0.416560,0.017665,0.202664,0.005280,0.256298,0.002400,0.000992,0.000352,0.909827
0.420304,0.017984,0.202504,0.005056,0.258955,0.002304,0.001024,0.000576,0.916580
0.433137,0.018048,0.202408,0.005057,0.242121,0.002496,0.001120,0.000384,0.913763
0.419984,0.017729,0.202376,0.005216,0.253802,0.002240,0.001024,0.000352,0.910787
0.415952,0.018017,0.202632,0.005280,0.258858,0.002272,0.000992,0.000608,0.912227
0.420113,0.017760,0.202568,0.005313,0.271018,0.002240,0.001088,0.000385,0.928133
0.416368,0.017889,0.202856,0.005056,0.259274,0.002432,0.001024,0.000576,0.913635
0.415344,0.017793,0.202568,0.005216,0.254058,0.002432,0.001088,0.000385,0.905668
0.420368,0.018049,0.202344,0.005024,0.246666,0.002304,0.001024,0.000384,0.904515
0.435345,0.017760,0.202344,0.005280,0.257867,0.002304,0.000960,0.000384,0.929157
0.415696,0.017952,0.202600,0.005504,0.255146,0.002272,0.000992,0.000384,0.908292
0.416016,0.017985,0.202664,0.005152,0.255946,0.002400,0.000992,0.000352,0.908579
0.417872,0.017633,0.226345,0.005472,0.264971,0.002624,0.001120,0.000608,0.946469
0.415920,0.017921,0.203176,0.005280,0.256906,0.002208,0.000992,0.000608,0.910691
0.416560,0.017889,0.203176,0.004800,0.240490,0.002240,0.001024,0.000384,0.894307
0.420336,0.017729,0.202696,0.004800,0.250314,0.002432,0.000992,0.000352,0.907683
0.420337,0.018017,0.202984,0.005056,0.252778,0.002336,0.001024,0.000416,0.911236
0.420336,0.017697,0.202536,0.005376,0.260042,0.002336,0.000960,0.000384,0.916996
0.415760,0.017761,0.202888,0.005216,0.262059,0.002240,0.001056,0.000384,0.914564
0.415377,0.034401,0.202536,0.005088,0.262315,0.002304,0.001152,0.000352,0.931461
0.420976,0.017696,0.203176,0.005024,0.266571,0.002304,0.000992,0.000608,0.925604
0.420593,0.017825,0.202728,0.005216,0.258026,0.002208,0.001056,0.000640,0.915396
0.416656,0.017761,0.203496,0.005088,0.268779,0.002656,0.001184,0.000640,0.924804
0.416016,0.017632,0.202504,0.004992,0.256554,0.002432,0.000864,0.000352,0.908708
0.415665,0.017344,0.202632,0.004865,0.236649,0.002208,0.000896,0.000352,0.888195
0.416112,0.017505,0.202248,0.005344,0.280395,0.003904,0.001088,0.000384,0.934564
0.428465,0.017793,0.202184,0.005056,0.257834,0.002336,0.001152,0.000320,0.922884
0.415953,0.017728,0.202248,0.004801,0.246441,0.002624,0.000992,0.000384,0.898755
0.416337,0.017984,0.202408,0.005120,0.229033,0.002177,0.000896,0.000416,0.879971
0.417265,0.017952,0.202536,0.005057,0.263434,0.003840,0.001056,0.000352,0.919108
