TEE[0-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.686855,0.049539,0.001152,0.013857,0.000640,0.001504,0.001344,0.000416,1.763180
1.697223,0.049251,0.001120,0.014145,0.000608,0.001536,0.001120,0.000384,1.773132
1.689575,0.049571,0.000896,0.014209,0.000640,0.001536,0.001089,0.000352,1.765420
1.703209,0.049123,0.000928,0.013889,0.000640,0.001472,0.001184,0.000384,1.777197
1.684167,0.048931,0.001152,0.013793,0.000640,0.001633,0.001248,0.000416,1.759724
1.735946,0.048835,0.000928,0.013953,0.000640,0.001504,0.001152,0.000352,1.811119
1.721161,0.049187,0.000961,0.014272,0.000609,0.001600,0.001088,0.000416,1.797038
1.715529,0.049187,0.001120,0.014817,0.000608,0.001568,0.001216,0.000384,1.793005
1.669638,0.048995,0.000993,0.014496,0.000641,0.001568,0.001088,0.000384,1.745579
1.709736,0.049379,0.001152,0.014144,0.000640,0.001504,0.001152,0.000416,1.785837
1.693704,0.049635,0.001184,0.014145,0.000608,0.001696,0.001056,0.000352,1.770541
1.728361,0.049475,0.001216,0.014305,0.000608,0.001632,0.001120,0.000352,1.804526
1.700168,0.049379,0.000960,0.013633,0.000832,0.001760,0.001120,0.000384,1.776044
1.674182,0.049475,0.001184,0.014753,0.000896,0.001793,0.001312,0.000576,1.751691
1.714633,0.049027,0.000960,0.014209,0.000640,0.001632,0.001312,0.000352,1.790317
1.672647,0.049699,0.000960,0.014177,0.000640,0.001440,0.001120,0.000416,1.748907
1.694696,0.049283,0.000896,0.013953,0.000640,0.001632,0.001152,0.000352,1.770508
1.695368,0.049091,0.001088,0.014305,0.000640,0.001536,0.001408,0.000384,1.771533
1.705352,0.049219,0.000896,0.013953,0.000640,0.001601,0.001344,0.000320,1.781389
1.679527,0.050211,0.001024,0.014017,0.000640,0.001440,0.001088,0.000384,1.755915
1.664902,0.049251,0.000960,0.014145,0.000672,0.001665,0.001184,0.000416,1.740715
1.703912,0.049443,0.000896,0.014145,0.000640,0.001504,0.001184,0.000416,1.779309
1.672934,0.049347,0.000864,0.013793,0.000640,0.018305,0.001248,0.000417,1.765772
1.685447,0.049123,0.000993,0.013696,0.000672,0.001473,0.001152,0.000384,1.759628
1.709928,0.064772,0.000864,0.013921,0.000640,0.001536,0.001121,0.000416,1.801038
1.666406,0.049187,0.001184,0.013953,0.000576,0.001536,0.001184,0.000384,1.741930
1.676710,0.066020,0.000864,0.014016,0.000640,0.001504,0.001056,0.000384,1.768876
1.712937,0.049571,0.001120,0.014305,0.000640,0.001536,0.000992,0.000384,1.788525
1.715113,0.049155,0.000896,0.014081,0.000608,0.001664,0.001120,0.000384,1.791149
1.672198,0.049123,0.000928,0.014017,0.000640,0.001536,0.001216,0.000352,1.747274
1.708840,0.049315,0.001088,0.013825,0.000640,0.001408,0.001120,0.000352,1.784332
1.669254,0.049315,0.000864,0.013729,0.000608,0.001440,0.001056,0.000608,1.744106
1.696103,0.049059,0.000928,0.014049,0.000640,0.001441,0.001120,0.000384,1.771628
1.707016,0.049700,0.000960,0.014273,0.000608,0.001536,0.001088,0.000384,1.783117
1.721929,0.049315,0.000928,0.013697,0.000608,0.001472,0.001121,0.000384,1.796846
1.681254,0.049315,0.000896,0.013665,0.000608,0.001440,0.001152,0.000352,1.756555
1.748075,0.049475,0.000832,0.014145,0.000640,0.001664,0.001088,0.000352,1.822575
1.664550,0.049123,0.000864,0.013793,0.000640,0.001632,0.000992,0.000416,1.738730
1.733322,0.049475,0.000832,0.013633,0.000608,0.001536,0.001120,0.000352,1.807534
1.670438,0.049539,0.000864,0.013697,0.000576,0.001376,0.000992,0.000384,1.743978
1.798190,0.050115,0.000928,0.013953,0.000832,0.001408,0.001024,0.000384,1.874482
1.702216,0.049731,0.000800,0.013825,0.000832,0.001440,0.000992,0.000352,1.777453
1.703688,0.049219,0.000928,0.013697,0.001120,0.001376,0.001120,0.000384,1.779436
1.654853,0.048675,0.000768,0.013633,0.000832,0.001472,0.001280,0.000352,1.728777
1.684966,0.048387,0.000896,0.013473,0.000608,0.001440,0.001056,0.000352,1.758923
1.685895,0.047651,0.000736,0.013633,0.000608,0.001440,0.001057,0.000384,1.758636
1.695463,0.048643,0.000800,0.013921,0.000896,0.001440,0.001024,0.000320,1.769355
1.669862,0.048035,0.000832,0.013697,0.000608,0.001408,0.001024,0.000352,1.743083
1.683398,0.048163,0.000832,0.013697,0.000640,0.001440,0.000960,0.000320,1.756715
1.669126,0.048579,0.000928,0.013633,0.000640,0.001408,0.000992,0.000352,1.743018
1.713352,0.048515,0.000896,0.013825,0.000576,0.001376,0.001056,0.000384,1.787117
1.694503,0.048355,0.000800,0.013505,0.000608,0.001440,0.000992,0.000352,1.767659
1.723210,0.048419,0.000800,0.013633,0.000672,0.001536,0.001088,0.000416,1.797998
1.724841,0.048771,0.000800,0.013793,0.000640,0.001504,0.001185,0.000416,1.800750
1.709000,0.048579,0.000768,0.014593,0.000416,0.001632,0.001248,0.000352,1.783372
1.669702,0.048771,0.000800,0.014209,0.000640,0.001536,0.001121,0.000416,1.743659
1.704488,0.049219,0.000640,0.014241,0.000352,0.001600,0.001312,0.000352,1.779628
1.694471,0.048995,0.001184,0.014241,0.000896,0.001504,0.001248,0.000384,1.770924
1.686630,0.049315,0.000832,0.014305,0.000672,0.001536,0.001280,0.000352,1.762059
1.689095,0.050243,0.000832,0.013953,0.000608,0.001440,0.001280,0.000384,1.765355
1.686503,0.048963,0.000832,0.014305,0.000864,0.001568,0.000960,0.000320,1.760779
1.698856,0.048771,0.000832,0.013697,0.000608,0.001472,0.000896,0.000256,1.772332
1.704328,0.048995,0.000768,0.013952,0.000640,0.001536,0.001152,0.000384,1.778445
1.664069,0.050019,0.000832,0.014305,0.000608,0.001568,0.000960,0.000384,1.739242
1.714057,0.049283,0.000768,0.013505,0.000832,0.001504,0.000960,0.000352,1.788045
1.688102,0.048099,0.000768,0.013473,0.000608,0.001440,0.000960,0.000384,1.760875
1.708648,0.048771,0.000768,0.014113,0.001088,0.001408,0.000896,0.000288,1.782604
1.667398,0.047875,0.000864,0.013761,0.000608,0.001440,0.001056,0.000352,1.741066
1.723785,0.049507,0.000896,0.013441,0.000832,0.001472,0.001120,0.000352,1.798990
1.672230,0.049443,0.000864,0.013505,0.000640,0.001504,0.001088,0.000352,1.747466
1.699143,0.050627,0.000960,0.013409,0.000800,0.001408,0.001088,0.000352,1.775276
1.708520,0.049218,0.000864,0.013440,0.000577,0.001408,0.000992,0.000384,1.783213
1.681190,0.048867,0.000800,0.013440,0.000865,0.001472,0.001056,0.000384,1.754411
1.670085,0.048579,0.000896,0.013408,0.000608,0.001376,0.001216,0.000416,1.744010
1.685511,0.049379,0.001152,0.013665,0.000640,0.001536,0.001024,0.000352,1.760043
1.667301,0.049347,0.000896,0.013632,0.000672,0.001441,0.000960,0.000384,1.742570
1.703752,0.048963,0.000864,0.013537,0.000608,0.001440,0.000960,0.000384,1.777708
1.721545,0.048643,0.000832,0.013537,0.000608,0.001440,0.001056,0.000416,1.796397
1.688774,0.049155,0.000865,0.013440,0.000608,0.001409,0.001024,0.000352,1.762188
1.667974,0.049059,0.000864,0.013793,0.000640,0.001824,0.001088,0.000352,1.743562
1.692839,0.048995,0.000928,0.013473,0.000832,0.001536,0.000992,0.000384,1.767212
1.679622,0.048803,0.000832,0.014337,0.000672,0.001440,0.001120,0.000352,1.755691
1.721417,0.049347,0.000832,0.013504,0.000640,0.001409,0.001088,0.000384,1.796334
1.670757,0.050083,0.000832,0.013569,0.000576,0.001440,0.001120,0.000384,1.746154
1.695496,0.052771,0.000896,0.013569,0.000928,0.001440,0.000960,0.000416,1.774028
1.692582,0.049219,0.000832,0.013601,0.000608,0.001408,0.001184,0.000448,1.767467
1.700487,0.048675,0.001024,0.013697,0.000832,0.001408,0.001152,0.000384,1.775084
1.702343,0.048707,0.000832,0.013665,0.000608,0.001440,0.001088,0.000384,1.776716
1.690695,0.049123,0.000928,0.013633,0.000640,0.001376,0.001024,0.000416,1.764684
1.700903,0.048898,0.000896,0.013952,0.000609,0.001408,0.001216,0.000384,1.776076
1.730826,0.049475,0.000832,0.013857,0.000640,0.001472,0.000992,0.000352,1.805742
1.706728,0.050436,0.000896,0.013504,0.000640,0.001440,0.001312,0.000384,1.783149
1.693959,0.049411,0.001184,0.013729,0.001120,0.001408,0.000960,0.000384,1.769292
1.670277,0.048803,0.000832,0.013633,0.000640,0.001344,0.001024,0.000384,1.743466
1.695943,0.048963,0.000800,0.013409,0.000896,0.001472,0.000992,0.000384,1.769547
1.717033,0.050979,0.000896,0.013857,0.000640,0.001984,0.001121,0.000384,1.796718
1.742762,0.049699,0.000832,0.013953,0.000640,0.001568,0.001184,0.000352,1.817998
1.703239,0.049283,0.001088,0.014049,0.000608,0.001600,0.001025,0.000416,1.778988
1.682214,0.049731,0.001088,0.014017,0.000608,0.001632,0.001056,0.000416,1.758282
1.708808,0.049059,0.000929,0.013792,0.000608,0.001633,0.001024,0.000352,1.783693
1.743018,0.049059,0.000928,0.013857,0.000640,0.001536,0.001024,0.000352,1.817102
1.722696,0.049635,0.000832,0.014433,0.000768,0.001568,0.000992,0.000352,1.799533
1.701607,0.049667,0.000864,0.013793,0.000672,0.001504,0.001056,0.000416,1.775531
1.689703,0.051523,0.000864,0.014017,0.000640,0.001728,0.000928,0.000385,1.767308
1.701415,0.049187,0.000896,0.014240,0.000608,0.001600,0.001088,0.000448,1.776236
1.664037,0.049475,0.000896,0.014145,0.000608,0.001760,0.001056,0.000384,1.740042
1.700711,0.049539,0.001120,0.013505,0.000576,0.001472,0.001120,0.000320,1.776939
1.710568,0.049475,0.001120,0.014081,0.000832,0.001632,0.001152,0.000352,1.786828
1.701639,0.050691,0.001152,0.013921,0.000640,0.001472,0.001280,0.000384,1.778796
1.700968,0.051971,0.000864,0.013921,0.000608,0.001536,0.001184,0.000384,1.778700
1.731817,0.049219,0.000736,0.013729,0.000832,0.001472,0.000992,0.000384,1.806670
1.699688,0.049059,0.000800,0.013313,0.000608,0.001472,0.001024,0.000320,1.773996
1.720040,0.049187,0.000960,0.013633,0.000832,0.001408,0.001056,0.000384,1.794989
1.717672,0.049091,0.000832,0.013377,0.000800,0.001440,0.000960,0.000384,1.791757
1.731337,0.048771,0.000864,0.013408,0.000640,0.001440,0.000928,0.000416,1.805294
1.660132,0.049315,0.000800,0.013440,0.000801,0.001440,0.000992,0.000352,1.733961
1.729801,0.049379,0.001024,0.013505,0.000640,0.001472,0.001152,0.000352,1.805581
1.679270,0.048963,0.000864,0.013473,0.000992,0.001472,0.001121,0.000384,1.753451
1.697831,0.049283,0.000896,0.013409,0.001152,0.001856,0.001024,0.000384,1.773547
1.700615,0.048771,0.000832,0.013665,0.000704,0.001440,0.001024,0.000384,1.773644
1.694951,0.051651,0.000960,0.013633,0.000608,0.001472,0.001088,0.000416,1.773195
1.709832,0.049091,0.000832,0.013377,0.000896,0.001504,0.001089,0.000416,1.784397
1.716616,0.049315,0.000800,0.013664,0.000576,0.001377,0.001088,0.000416,1.791053
1.701607,0.048931,0.000800,0.013312,0.000640,0.001376,0.000960,0.000352,1.775148
1.696390,0.049443,0.000960,0.013697,0.000800,0.001504,0.001088,0.000384,1.771979
1.673509,0.049443,0.000800,0.013377,0.000576,0.001440,0.000992,0.000384,1.746666
1.723208,0.049091,0.000928,0.013473,0.000832,0.001504,0.001088,0.000384,1.798765
1.700007,0.049123,0.000864,0.013505,0.000800,0.001472,0.001056,0.000352,1.773932
1.700551,0.049475,0.000832,0.013665,0.000640,0.001408,0.001056,0.000352,1.775819
1.712039,0.049507,0.001024,0.013505,0.000800,0.001408,0.000992,0.000352,1.786860
1.702823,0.048867,0.000896,0.013473,0.000800,0.001440,0.001056,0.000384,1.777324
1.676869,0.047970,0.000833,0.013632,0.000576,0.001377,0.001088,0.000352,1.749898
1.679846,0.049411,0.000768,0.013633,0.000832,0.001408,0.001152,0.000384,1.755242
1.674438,0.052355,0.000832,0.013409,0.000640,0.001376,0.000992,0.000352,1.751754
1.712136,0.049091,0.000800,0.013537,0.000832,0.001376,0.000864,0.000352,1.786412
1.704456,0.047939,0.000896,0.013633,0.000672,0.001408,0.001024,0.000320,1.777388
1.764651,0.048739,0.000864,0.013633,0.000608,0.001472,0.000928,0.000352,1.838959
1.727177,0.049155,0.000800,0.014145,0.000864,0.001440,0.000992,0.000384,1.802126
1.720488,0.050595,0.000896,0.013985,0.000608,0.001440,0.001057,0.000352,1.796685
1.697031,0.048931,0.000864,0.013473,0.000608,0.001408,0.001024,0.000352,1.770731
1.664581,0.048835,0.000864,0.013440,0.000608,0.001408,0.001088,0.000352,1.738954
1.676326,0.049091,0.000832,0.013409,0.001120,0.001408,0.001056,0.000352,1.751210
1.672453,0.049987,0.000865,0.013824,0.000608,0.001473,0.001248,0.000384,1.749002
1.703144,0.048803,0.000864,0.014113,0.000640,0.001632,0.001024,0.000352,1.778092
1.681158,0.048963,0.000864,0.013760,0.000609,0.001536,0.001056,0.000352,1.757227
1.673317,0.049635,0.000800,0.013537,0.000608,0.001440,0.001120,0.000384,1.748554
1.712648,0.048995,0.001120,0.013633,0.000608,0.001696,0.001025,0.000384,1.788173
1.700039,0.048867,0.000832,0.013729,0.000608,0.001504,0.001088,0.000384,1.773867
1.662021,0.049091,0.000832,0.014017,0.000608,0.001536,0.001120,0.000384,1.736426
1.682598,0.049059,0.000704,0.013473,0.000608,0.001472,0.000896,0.000384,1.755114
1.682566,0.048963,0.000832,0.014177,0.000704,0.001536,0.001088,0.000416,1.758251
1.670309,0.049027,0.000832,0.013825,0.000640,0.001408,0.000993,0.000384,1.744938
1.712776,0.049507,0.000832,0.013857,0.000608,0.001568,0.001184,0.000416,1.788492
1.705768,0.048675,0.000864,0.013505,0.000608,0.001568,0.000992,0.000384,1.779596
1.676454,0.049155,0.000800,0.013505,0.000640,0.001472,0.000992,0.000352,1.750570
1.706311,0.068164,0.000864,0.013504,0.000640,0.001536,0.001088,0.000384,1.801421
1.715752,0.049859,0.000896,0.013921,0.000608,0.001408,0.001152,0.000384,1.792108
1.666117,0.050339,0.000929,0.014464,0.000640,0.001472,0.001184,0.000352,1.759147
1.693510,0.049123,0.000896,0.014241,0.000640,0.001536,0.001088,0.000352,1.769227
1.722760,0.050787,0.000832,0.013441,0.000608,0.001536,0.001248,0.000384,1.799212
1.692006,0.048963,0.000832,0.014113,0.000608,0.001504,0.001056,0.000384,1.767499
1.698214,0.050819,0.001152,0.013857,0.000800,0.001472,0.001056,0.000384,1.775787
1.671942,0.049347,0.000928,0.013505,0.000608,0.001472,0.001184,0.000416,1.746666
2.023611,0.122151,0.000704,0.083653,0.000896,0.001472,0.001152,0.000352,2.242440
1.657220,0.050019,0.001088,0.013409,0.000608,0.001472,0.001024,0.000352,1.732617
1.721577,0.049507,0.000864,0.013505,0.000896,0.001536,0.001088,0.000416,1.798413
1.675398,0.049315,0.000960,0.013473,0.000640,0.001568,0.001120,0.000352,1.750410
1.681158,0.049379,0.000864,0.013889,0.000608,0.001600,0.001088,0.000384,1.756875
1.683877,0.049027,0.000864,0.013856,0.000609,0.001504,0.001056,0.000384,1.757258
1.682022,0.049123,0.000832,0.013441,0.000640,0.001536,0.001056,0.000384,1.757130
1.704743,0.050819,0.000960,0.014113,0.000640,0.001408,0.000929,0.000256,1.781772
1.729545,0.049475,0.000896,0.013889,0.000640,0.001440,0.001248,0.000353,1.805038
1.702919,0.049155,0.000864,0.013825,0.000640,0.001440,0.001184,0.000384,1.777931
1.703271,0.051619,0.000864,0.013920,0.000864,0.001505,0.001120,0.000384,1.781804
1.688934,0.049539,0.000864,0.014433,0.000896,0.001824,0.000992,0.000416,1.764843
1.716136,0.049443,0.000865,0.014272,0.000640,0.001569,0.001120,0.000352,1.792141
1.699623,0.049571,0.000896,0.013633,0.000608,0.001472,0.001056,0.000416,1.775499
1.678437,0.049539,0.000896,0.014081,0.000608,0.001568,0.001376,0.000384,1.754538
1.677061,0.049603,0.000864,0.013825,0.000640,0.001600,0.001024,0.000384,1.752169
1.743690,0.049155,0.000896,0.013921,0.000608,0.001440,0.000992,0.000384,1.819278
1.680486,0.049091,0.000768,0.014337,0.000864,0.001440,0.001088,0.000384,1.755690
1.735977,0.049155,0.000993,0.013696,0.000640,0.001409,0.000992,0.000384,1.810158
1.707432,0.049443,0.001088,0.014081,0.000640,0.001760,0.001088,0.000352,1.781868
1.709799,0.049123,0.001088,0.014209,0.000608,0.001632,0.001120,0.000385,1.786124
1.668772,0.049058,0.000832,0.013792,0.000673,0.001568,0.000960,0.000384,1.743113
1.753866,0.049571,0.001088,0.013665,0.000608,0.001600,0.001024,0.000384,1.829231
1.645859,0.048099,0.001056,0.013825,0.000608,0.001472,0.000864,0.000384,1.719047
1.677573,0.048835,0.000928,0.014113,0.000864,0.001473,0.000992,0.000320,1.752426
1.649924,0.048515,0.000800,0.013409,0.000608,0.001408,0.000928,0.000384,1.723176
1.706823,0.048835,0.000832,0.013409,0.000576,0.001376,0.001056,0.000256,1.780267
1.704326,0.049315,0.000800,0.013441,0.000576,0.001440,0.000864,0.000352,1.777771
1.666949,0.049059,0.000832,0.013441,0.000608,0.001440,0.000928,0.000416,1.740169
1.689478,0.048643,0.000768,0.013441,0.000608,0.001440,0.000832,0.000352,1.761962
1.649923,0.050499,0.000705,0.013888,0.000608,0.001409,0.000960,0.000384,1.725032
1.709735,0.048963,0.000800,0.013408,0.000384,0.001377,0.000896,0.000352,1.782476
1.752906,0.048739,0.000800,0.013505,0.000832,0.001504,0.001024,0.000320,1.827598
1.657252,0.048835,0.000896,0.013665,0.000576,0.001408,0.000928,0.000384,1.730952
1.726569,0.049955,0.000896,0.013569,0.000640,0.001440,0.000960,0.000352,1.800621
1.697063,0.049187,0.000768,0.013601,0.000864,0.001344,0.000896,0.000352,1.770859
1.704519,0.049155,0.000832,0.013472,0.000672,0.001440,0.001056,0.000352,1.778220
1.643747,0.049251,0.000864,0.013441,0.000768,0.001408,0.000864,0.000352,1.717000
1.730057,0.049475,0.000896,0.013793,0.000832,0.001472,0.001120,0.000384,1.805069
1.649155,0.048707,0.000640,0.013441,0.000640,0.001344,0.000960,0.000256,1.721127
1.696295,0.048899,0.000800,0.013409,0.000576,0.001472,0.000928,0.000288,1.769835
1.713895,0.049155,0.000800,0.013601,0.000608,0.001568,0.000736,0.000352,1.788492
1.678661,0.049987,0.000832,0.013793,0.000640,0.001600,0.001088,0.000384,1.754601
1.707655,0.049219,0.000704,0.013441,0.010145,0.001472,0.000896,0.000384,1.791276
1.690981,0.048291,0.000800,0.013409,0.000832,0.001472,0.000800,0.000320,1.763850
1.648963,0.050339,0.000480,0.013601,0.000608,0.001440,0.000928,0.000384,1.723112
1.686694,0.049187,0.000832,0.013601,0.000672,0.001472,0.001024,0.000352,1.760266
1.655844,0.049251,0.000736,0.013441,0.000608,0.001312,0.000768,0.000256,1.728424
1.713896,0.048835,0.000640,0.013569,0.000640,0.001504,0.001056,0.000320,1.787884
1.645699,0.049346,0.000704,0.013472,0.000640,0.001409,0.000960,0.000352,1.718888
1.677893,0.050083,0.000704,0.013569,0.000608,0.001440,0.000992,0.000384,1.752266
1.714152,0.049731,0.000896,0.013953,0.000640,0.001504,0.001088,0.000384,1.791212
1.724680,0.049187,0.000800,0.013441,0.000864,0.001472,0.000832,0.000352,1.797996
1.694566,0.048579,0.000960,0.013569,0.000864,0.001664,0.001056,0.000384,1.768459
1.702119,0.048803,0.000640,0.013345,0.000608,0.001504,0.000992,0.000320,1.774859
1.672005,0.049891,0.000960,0.013409,0.000672,0.001472,0.000832,0.000352,1.746057
1.688422,0.049475,0.000800,0.013377,0.000576,0.001376,0.000896,0.000352,1.762026
1.654500,0.048867,0.000928,0.013409,0.000384,0.001568,0.001088,0.000352,1.727368
1.653284,0.048803,0.000768,0.013697,0.000640,0.001376,0.000928,0.000288,1.725928
1.656708,0.048835,0.000800,0.013377,0.000608,0.001408,0.000800,0.000352,1.729320
1.643587,0.048835,0.000800,0.013409,0.000672,0.001408,0.001024,0.000288,1.716519
1.661604,0.049347,0.000800,0.014017,0.000608,0.001408,0.001024,0.000384,1.737896
1.701030,0.048034,0.000769,0.013440,0.000416,0.001408,0.000896,0.000352,1.773643
1.668069,0.048483,0.000704,0.013569,0.000640,0.001440,0.000960,0.000384,1.742025
1.696550,0.049923,0.000800,0.013696,0.000608,0.001473,0.000960,0.000352,1.770859
1.667685,0.048387,0.000832,0.013409,0.000864,0.001472,0.000992,0.000320,1.740169
1.679365,0.047715,0.000640,0.013313,0.000832,0.001440,0.001025,0.000256,1.751178
1.715848,0.049155,0.000864,0.013697,0.000800,0.001440,0.001184,0.000320,1.790764
1.709863,0.049475,0.000800,0.013761,0.001120,0.001408,0.001120,0.000416,1.784076
1.650531,0.048963,0.000768,0.013377,0.000640,0.001472,0.000993,0.000288,1.723688
1.710215,0.053027,0.000832,0.013409,0.000640,0.001536,0.000896,0.000352,1.787595
1.680101,0.050531,0.000864,0.013889,0.000608,0.001504,0.001216,0.000384,1.756521
1.687270,0.049411,0.000928,0.013409,0.000640,0.001440,0.001024,0.000384,1.761482
1.656707,0.048931,0.000768,0.013536,0.000640,0.001568,0.001056,0.000384,1.729704
1.755626,0.050755,0.000864,0.013473,0.000608,0.001504,0.001152,0.000352,1.832206
1.685317,0.049667,0.000864,0.013536,0.000672,0.001600,0.001184,0.000416,1.761162
1.699686,0.048963,0.000832,0.013569,0.000608,0.001408,0.001248,0.000352,1.774539
1.717511,0.047971,0.000800,0.013825,0.000608,0.001472,0.001152,0.000352,1.791179
1.728072,0.049443,0.000832,0.013601,0.000896,0.001472,0.001152,0.000384,1.803020
1.679749,0.048643,0.000800,0.013697,0.000800,0.001440,0.001088,0.000384,1.754122
1.702054,0.050339,0.000832,0.013889,0.000608,0.001440,0.001088,0.000352,1.778219
1.706950,0.049603,0.000833,0.013696,0.000608,0.001473,0.001184,0.000352,1.783180
1.711911,0.050115,0.000801,0.013600,0.000608,0.001409,0.001152,0.000384,1.787404
1.707623,0.049027,0.001088,0.013985,0.000672,0.001536,0.001376,0.000384,1.783116
1.721800,0.048547,0.001056,0.013729,0.000608,0.001472,0.001152,0.000384,1.796396
1.708839,0.050115,0.000800,0.013729,0.000640,0.001536,0.001280,0.000384,1.785195
1.706023,0.049731,0.001056,0.014241,0.000640,0.001600,0.001056,0.000384,1.782091
1.672612,0.049443,0.000768,0.013792,0.000609,0.001536,0.001024,0.000384,1.747529
1.692422,0.049859,0.000832,0.014817,0.000608,0.001568,0.000928,0.000416,1.768202
1.695814,0.050403,0.000832,0.013921,0.000608,0.001504,0.000896,0.000352,1.772107
1.721799,0.049411,0.000800,0.014497,0.000576,0.001472,0.001057,0.000384,1.797772
1.684581,0.049123,0.000864,0.015041,0.000640,0.001728,0.000992,0.000352,1.761098
1.737673,0.049219,0.001088,0.013921,0.000704,0.001536,0.001056,0.000384,1.812909
1.678949,0.049603,0.001056,0.014688,0.000672,0.001537,0.001088,0.000384,1.755082
1.690181,0.049891,0.000832,0.013697,0.000640,0.001472,0.001025,0.000384,1.765578
1.715559,0.049731,0.001088,0.013985,0.000672,0.001504,0.001249,0.000608,1.792556
1.711303,0.049123,0.000832,0.013889,0.000640,0.001536,0.001056,0.000416,1.786795
1.689574,0.049123,0.000896,0.014337,0.000608,0.001568,0.001088,0.000384,1.765546
1.702342,0.049987,0.000832,0.013601,0.000640,0.001760,0.000992,0.000416,1.777259
1.660547,0.049347,0.000704,0.013440,0.000608,0.001536,0.000928,0.000416,1.734024
1.705703,0.049123,0.000864,0.013729,0.000640,0.001504,0.001056,0.000288,1.780683
1.667300,0.049411,0.000865,0.013408,0.000576,0.001601,0.001088,0.000384,1.742601
1.737672,0.049219,0.000704,0.013569,0.000640,0.001472,0.000929,0.000352,1.811917
1.694022,0.049059,0.000800,0.013505,0.000864,0.001504,0.000864,0.000416,1.767786
1.678405,0.052067,0.000768,0.013761,0.000576,0.001440,0.001024,0.000352,1.754569
1.662308,0.049187,0.000896,0.013377,0.000864,0.001472,0.000928,0.000384,1.736200
1.656196,0.048515,0.000672,0.013377,0.000608,0.001536,0.001088,0.000384,1.729096
1.650627,0.048931,0.000768,0.013697,0.000608,0.001472,0.001024,0.000256,1.723911
1.648227,0.049058,0.000800,0.013408,0.000576,0.001377,0.000864,0.000352,1.721960
1.702694,0.049539,0.000832,0.013505,0.000544,0.001440,0.000896,0.000352,1.776298
1.713542,0.049891,0.000832,0.013665,0.000640,0.001440,0.001280,0.000320,1.789675
1.665284,0.049507,0.000832,0.013825,0.000608,0.001728,0.000928,0.000416,1.739816
1.696357,0.049090,0.000832,0.013760,0.000640,0.001536,0.000992,0.000288,1.770250
1.649731,0.048611,0.000800,0.013633,0.000608,0.001472,0.000928,0.000320,1.722440
1.675429,0.048931,0.000768,0.013441,0.000672,0.001504,0.000960,0.000416,1.748713
1.679780,0.049379,0.000864,0.013408,0.000576,0.001409,0.000896,0.000384,1.752937
1.707079,0.049635,0.000640,0.013505,0.000640,0.001504,0.000896,0.000352,1.780171
1.622946,0.049187,0.000512,0.013537,0.000832,0.001376,0.000832,0.000256,1.695814
1.708423,0.048963,0.000800,0.013697,0.000672,0.001440,0.000928,0.000320,1.783019
1.662435,0.048611,0.000544,0.013568,0.001089,0.001504,0.000960,0.000352,1.735976
1.699078,0.051523,0.000864,0.013569,0.000640,0.001440,0.001088,0.000384,1.776875
1.649411,0.049570,0.000960,0.013408,0.000608,0.001441,0.000928,0.000416,1.723592
1.679876,0.048707,0.000672,0.013664,0.000641,0.001440,0.000992,0.000256,1.752969
1.640450,0.050531,0.000800,0.013377,0.000640,0.001440,0.000736,0.000352,1.715142
1.725703,0.048610,0.000800,0.013696,0.000640,0.001537,0.001088,0.000224,1.799340
1.670820,0.049091,0.000608,0.013377,0.000608,0.001440,0.000832,0.000384,1.743656
1.710438,0.049251,0.000832,0.013665,0.000640,0.001440,0.001088,0.000384,1.785355
1.650051,0.048291,0.000704,0.013376,0.000608,0.001472,0.001024,0.000256,1.722408
1.716487,0.049667,0.000800,0.013761,0.000352,0.001408,0.000929,0.000320,1.790828
1.695397,0.049475,0.000800,0.013376,0.000609,0.001440,0.000896,0.000384,1.768458
1.764777,0.049347,0.000832,0.013536,0.000640,0.001440,0.001024,0.000384,1.839502
1.674053,0.049251,0.000800,0.013665,0.000672,0.001504,0.000928,0.000352,1.747913
1.696390,0.049123,0.000608,0.013601,0.000832,0.001408,0.001024,0.000352,1.770634
1.671332,0.049251,0.000576,0.013504,0.001088,0.001504,0.000960,0.000352,1.744905
1.676420,0.049027,0.000864,0.013697,0.000608,0.001440,0.001024,0.000352,1.750377
1.661475,0.049539,0.000768,0.013376,0.000608,0.001409,0.000864,0.000288,1.734216
1.676420,0.048483,0.000640,0.013409,0.000832,0.001408,0.000897,0.000416,1.748617
1.660547,0.049347,0.000608,0.013408,0.000384,0.001473,0.000896,0.000416,1.732296
1.658468,0.049859,0.000704,0.013345,0.000544,0.001440,0.000768,0.000384,1.733128
1.682565,0.049219,0.000928,0.013665,0.000608,0.001408,0.001088,0.000416,1.756874
1.693381,0.050915,0.000864,0.013441,0.000608,0.001408,0.001024,0.000384,1.770378
1.648994,0.048642,0.000769,0.013600,0.000544,0.001473,0.000800,0.000384,1.721479
1.732616,0.049187,0.000832,0.013345,0.000608,0.001504,0.000896,0.000384,1.806252
1.667620,0.048995,0.000832,0.013409,0.000640,0.001536,0.000960,0.000320,1.741000
1.732103,0.048579,0.000832,0.013376,0.000608,0.001376,0.001088,0.000448,1.805997
1.703846,0.048067,0.000800,0.013665,0.000640,0.001536,0.001024,0.000384,1.777162
