Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],TEE[7-9],Layer[10],classifier
0.416049,0.018208,0.202408,0.005249,0.066338,0.000608,0.013665,0.171910,0.000768,0.902148
0.420080,0.017281,0.201960,0.005280,0.049890,0.000576,0.013760,0.178247,0.000641,0.894211
0.415920,0.017537,0.204008,0.005248,0.049250,0.000576,0.013761,0.179431,0.000800,0.893347
0.416144,0.017185,0.202024,0.005408,0.048546,0.000576,0.013633,0.186215,0.000608,0.897187
0.432561,0.017473,0.202856,0.005280,0.048162,0.000576,0.013632,0.186728,0.000608,0.914660
0.420656,0.017473,0.201864,0.005280,0.048194,0.000608,0.013664,0.210760,0.000672,0.925636
0.415152,0.017249,0.202344,0.005280,0.048322,0.000608,0.013408,0.183623,0.000896,0.893283
0.416688,0.017505,0.202184,0.005216,0.080835,0.000801,0.013728,0.188135,0.000929,0.933541
0.416624,0.017473,0.202568,0.005312,0.050018,0.000544,0.013729,0.182855,0.000736,0.897219
0.417329,0.017472,0.201960,0.005313,0.049634,0.000608,0.013696,0.173671,0.000704,0.887011
0.420432,0.017505,0.203016,0.005280,0.049506,0.000576,0.014209,0.181255,0.000608,0.899427
0.438833,0.017569,0.202248,0.005280,0.049410,0.000576,0.013697,0.184327,0.000800,0.919492
0.416785,0.017536,0.202504,0.005312,0.048865,0.000576,0.013825,0.185799,0.000896,0.898691
0.415408,0.017665,0.201959,0.005312,0.049538,0.000576,0.013696,0.178023,0.000576,0.889346
0.420528,0.017408,0.202056,0.005312,0.049346,0.000832,0.013665,0.186311,0.000768,0.903267
0.415440,0.017633,0.202152,0.004800,0.048706,0.000608,0.013633,0.176679,0.000672,0.887235
0.414961,0.017632,0.202472,0.005281,0.049986,0.000736,0.013600,0.185351,0.000896,0.897604
0.419888,0.017473,0.202344,0.005312,0.048322,0.000576,0.013569,0.169830,0.000800,0.884674
0.432625,0.017729,0.202824,0.005440,0.047298,0.000608,0.013761,0.211112,0.000736,0.939845
0.416368,0.017505,0.202408,0.004960,0.047330,0.000576,0.013633,0.175303,0.000832,0.885795
0.421585,0.017696,0.202119,0.005249,0.047778,0.000544,0.013696,0.177127,0.000512,0.893347
0.415472,0.017473,0.201896,0.005408,0.048418,0.000608,0.013760,0.211625,0.000864,0.923556
0.415792,0.021057,0.202632,0.005248,0.047490,0.000576,0.013633,0.181991,0.000960,0.895651
0.420465,0.017409,0.203112,0.005216,0.047042,0.000544,0.013632,0.177127,0.000960,0.892515
0.416177,0.017440,0.202567,0.005249,0.047330,0.000576,0.013696,0.188231,0.000608,0.898500
0.432241,0.017345,0.202407,0.005280,0.047170,0.000544,0.013536,0.181223,0.000608,0.906947
0.416240,0.017569,0.202504,0.005216,0.047234,0.000576,0.013696,0.177351,0.000928,0.888546
0.415984,0.017409,0.203304,0.005248,0.046882,0.000576,0.013633,0.188551,0.000736,0.899459
0.416209,0.017761,0.202343,0.005249,0.047554,0.000544,0.013696,0.193992,0.000736,0.905412
0.421552,0.017440,0.202088,0.005472,0.047842,0.000608,0.013697,0.174663,0.000608,0.891107
0.420496,0.017568,0.202248,0.005216,0.048514,0.000608,0.014561,0.175655,0.000736,0.892547
0.415952,0.020865,0.202280,0.005280,0.048546,0.000576,0.013696,0.186184,0.000512,0.900547
0.434545,0.017473,0.202280,0.005248,0.048034,0.000576,0.014465,0.176454,0.000768,0.907076
0.416433,0.017568,0.202216,0.005313,0.047329,0.000833,0.014048,0.178503,0.000704,0.889571
0.415857,0.017536,0.202888,0.005280,0.048353,0.000512,0.013665,0.175591,0.000672,0.887203
0.420145,0.017344,0.202408,0.005313,0.047105,0.000512,0.013665,0.185767,0.000640,0.900259
0.416048,0.017312,0.203016,0.005248,0.049314,0.000544,0.013729,0.179975,0.000672,0.893187
0.419856,0.017441,0.204168,0.005280,0.049474,0.000768,0.013697,0.197768,0.000672,0.916900
0.417872,0.017345,0.203528,0.005280,0.049666,0.000832,0.014593,0.183015,0.000640,0.900963
0.437969,0.017441,0.203016,0.005344,0.049922,0.000608,0.014048,0.189000,0.000704,0.925444
0.416688,0.017473,0.202216,0.005280,0.048610,0.000768,0.013696,0.181735,0.000544,0.894051
0.416080,0.017473,0.202248,0.005248,0.048706,0.000576,0.013729,0.179175,0.000512,0.891043
0.415952,0.017409,0.201832,0.005408,0.048354,0.000576,0.013729,0.176231,0.000672,0.887043
0.417040,0.017473,0.202248,0.005120,0.048610,0.000576,0.013728,0.181128,0.000768,0.893091
0.416368,0.018017,0.202664,0.005280,0.047522,0.001024,0.013600,0.180135,0.000609,0.891843
0.416432,0.017441,0.202312,0.005280,0.047490,0.000544,0.013761,0.180327,0.000704,0.891523
0.438385,0.017760,0.202600,0.004896,0.047458,0.000800,0.013985,0.182343,0.000704,0.917124
0.417296,0.017281,0.202152,0.005312,0.048898,0.000736,0.014016,0.180519,0.000832,0.894627
0.416912,0.017729,0.202792,0.005312,0.048386,0.000576,0.014113,0.181511,0.000832,0.896451
0.428720,0.018272,0.208329,0.005312,0.050114,0.001312,0.015264,0.304108,0.001344,1.046216
0.423536,0.018113,0.204136,0.005280,0.048898,0.000992,0.014849,0.199240,0.001056,0.924868
0.416240,0.017569,0.202408,0.005248,0.048002,0.000992,0.013856,0.191656,0.000832,0.904963
0.417392,0.017633,0.202440,0.005216,0.048450,0.000768,0.014176,0.186056,0.000800,0.900611
0.420624,0.017537,0.202088,0.005376,0.049218,0.000576,0.014368,0.194727,0.000768,0.912931
0.416816,0.017537,0.202632,0.005440,0.048610,0.000608,0.014177,0.179815,0.000704,0.894019
0.420369,0.017793,0.202184,0.005312,0.049474,0.000544,0.014112,0.183944,0.000576,0.901860
0.416657,0.017696,0.240522,0.005280,0.049890,0.000768,0.014049,0.183367,0.000736,0.937861
0.415889,0.017825,0.202471,0.005281,0.048578,0.000800,0.013856,0.187464,0.000896,0.901060
0.419985,0.017569,0.202344,0.005280,0.047618,0.000768,0.014496,0.181095,0.000800,0.898020
0.415504,0.017825,0.202343,0.005280,0.048386,0.000800,0.013920,0.183495,0.000737,0.895812
0.422512,0.017472,0.202280,0.005216,0.050114,0.000608,0.014081,0.183239,0.000704,0.903715
0.422353,0.017633,0.205416,0.005312,0.049282,0.000864,0.013889,0.201032,0.000864,0.926789
0.421296,0.017633,0.202888,0.005472,0.048290,0.000832,0.013953,0.195143,0.000864,0.914244
0.434769,0.017953,0.202856,0.005248,0.048322,0.000800,0.013760,0.186696,0.000928,0.919364
0.420529,0.017953,0.202408,0.005280,0.048194,0.000736,0.014720,0.181575,0.000576,0.899684
0.416848,0.017761,0.202568,0.005056,0.048354,0.000768,0.014113,0.183975,0.000736,0.898275
0.416240,0.017889,0.202120,0.005280,0.048418,0.000800,0.013921,0.225449,0.001120,0.940165
0.417040,0.017697,0.202216,0.005280,0.048610,0.000768,0.013953,0.182631,0.000896,0.898019
0.420817,0.017696,0.203336,0.005569,0.048385,0.000736,0.013857,0.184263,0.000608,0.903459
0.420721,0.017505,0.202792,0.005312,0.048898,0.000800,0.014144,0.193320,0.000608,0.911876
0.432785,0.017665,0.202440,0.005312,0.048450,0.000768,0.014464,0.187624,0.000672,0.918148
0.421201,0.017473,0.203240,0.005280,0.048290,0.000608,0.014080,0.184039,0.000608,0.902628
0.418033,0.017665,0.202920,0.005280,0.048354,0.000800,0.013888,0.187688,0.000608,0.902788
0.417360,0.017729,0.222505,0.005216,0.048258,0.000800,0.013793,0.187143,0.000800,0.921700
0.421169,0.017664,0.202664,0.005025,0.048098,0.000832,0.014208,0.179655,0.000640,0.897987
0.420753,0.017504,0.203560,0.005377,0.048194,0.000544,0.013888,0.183591,0.000576,0.901636
0.418256,0.017760,0.202344,0.005280,0.049698,0.000768,0.013857,0.183943,0.000768,0.900675
0.431409,0.017889,0.203432,0.005312,0.047970,0.000576,0.013824,0.185736,0.000672,0.915524
0.417329,0.017953,0.202248,0.005280,0.049058,0.000768,0.014048,0.180967,0.000736,0.896228
0.416657,0.017536,0.202984,0.005281,0.049025,0.000577,0.013952,0.181287,0.000928,0.895811
0.417776,0.017409,0.221193,0.005440,0.048738,0.000768,0.013856,0.183240,0.000832,0.917988
0.417424,0.017185,0.202568,0.005312,0.047650,0.000768,0.013952,0.178439,0.000577,0.891235
0.421233,0.017472,0.202280,0.005056,0.049505,0.000576,0.014113,0.184615,0.000672,0.903491
0.421329,0.017313,0.202344,0.004768,0.048354,0.000576,0.013824,0.181383,0.000608,0.898052
0.421104,0.017441,0.203176,0.005024,0.047458,0.000608,0.013825,0.184807,0.000576,0.901603
0.416785,0.017921,0.202216,0.005216,0.047298,0.000608,0.013760,0.186215,0.000576,0.898244
0.417232,0.017536,0.202472,0.005248,0.047522,0.000832,0.013697,0.191271,0.000640,0.904803
0.418193,0.017505,0.217480,0.005376,0.048162,0.000800,0.013793,0.179623,0.000832,0.909796
0.421457,0.017504,0.202760,0.005217,0.048482,0.000768,0.014016,0.179303,0.001088,0.898243
0.416401,0.017569,0.202343,0.005281,0.049186,0.000864,0.014336,0.183047,0.000704,0.896964
0.421456,0.017473,0.202536,0.005280,0.049474,0.000544,0.014305,0.183367,0.000768,0.902659
0.420785,0.017569,0.202568,0.005376,0.048418,0.000576,0.013760,0.189384,0.000736,0.906468
0.422224,0.017665,0.204168,0.005152,0.048610,0.000736,0.013761,0.194983,0.000736,0.916451
0.416336,0.017665,0.203016,0.005280,0.048514,0.000576,0.013537,0.193095,0.000864,0.906500
0.435825,0.017697,0.202855,0.004865,0.048386,0.000768,0.013664,0.186600,0.000704,0.918948
0.415665,0.017536,0.202792,0.005312,0.048258,0.000576,0.013729,0.170535,0.000640,0.881635
0.415953,0.017536,0.201736,0.005312,0.048354,0.001024,0.013665,0.169543,0.000800,0.880803
0.416400,0.018433,0.202472,0.005248,0.047906,0.000576,0.014017,0.187431,0.000576,0.900739
0.417713,0.017953,0.202215,0.005312,0.047778,0.000480,0.013824,0.176103,0.000704,0.888227
0.414480,0.017601,0.201800,0.005280,0.048834,0.000832,0.013665,0.168070,0.000576,0.877474
0.416657,0.017856,0.202344,0.004833,0.047297,0.000576,0.013665,0.169031,0.000736,0.879331
0.415824,0.017697,0.216648,0.004961,0.047042,0.001024,0.013568,0.173447,0.000576,0.897027
0.415920,0.017889,0.202472,0.005152,0.047298,0.000544,0.013409,0.163750,0.000608,0.873602
0.415248,0.020961,0.202440,0.004864,0.047266,0.000480,0.013409,0.178791,0.000672,0.891555
0.415440,0.017409,0.202088,0.004896,0.046978,0.000800,0.013441,0.162214,0.000544,0.870018
0.428689,0.017313,0.202248,0.005344,0.047074,0.000896,0.013376,0.183624,0.000640,0.905156
0.462610,0.017793,0.201864,0.005216,0.047138,0.000832,0.013344,0.182855,0.000608,0.939045
0.417392,0.017825,0.202440,0.005248,0.046946,0.000576,0.013728,0.177447,0.000576,0.889346
0.416176,0.017889,0.203464,0.005088,0.048066,0.000448,0.013377,0.187719,0.000672,0.900003
0.416785,0.017761,0.202183,0.005280,0.048482,0.000992,0.013408,0.181223,0.000640,0.894243
0.416625,0.017665,0.202215,0.005377,0.048770,0.000800,0.014368,0.182663,0.000737,0.897636
0.415761,0.017568,0.202184,0.005312,0.048514,0.000832,0.014337,0.183975,0.000928,0.897091
0.436113,0.017761,0.203016,0.005280,0.047842,0.000768,0.014240,0.191879,0.000960,0.926980
0.416304,0.017953,0.202088,0.005280,0.048162,0.000832,0.014016,0.186120,0.000704,0.898979
0.421072,0.017473,0.202472,0.005344,0.048418,0.000768,0.013921,0.187399,0.000832,0.906563
0.416304,0.017857,0.202248,0.005248,0.048578,0.000608,0.028769,0.192424,0.000736,0.921028
0.416080,0.017761,0.202280,0.005280,0.048130,0.000576,0.013888,0.193960,0.000672,0.906915
0.416240,0.017793,0.202376,0.005248,0.048482,0.000576,0.013856,0.182791,0.000736,0.895619
0.416144,0.017441,0.202600,0.005312,0.048290,0.000768,0.013857,0.182343,0.000768,0.895203
0.432593,0.017473,0.203048,0.005440,0.048610,0.000832,0.013793,0.187655,0.000864,0.917540
0.416176,0.017665,0.202472,0.005248,0.048418,0.000608,0.013697,0.176039,0.001024,0.889155
0.415345,0.017505,0.201895,0.005217,0.049506,0.000736,0.013792,0.176775,0.000832,0.888931
0.416176,0.017633,0.220840,0.005121,0.048642,0.000576,0.013696,0.189896,0.000992,0.921892
0.416016,0.017761,0.202120,0.004832,0.047586,0.000768,0.013632,0.180391,0.000800,0.890946
0.415664,0.017825,0.202792,0.005280,0.048066,0.000800,0.013664,0.176199,0.000832,0.888642
0.420817,0.017664,0.203176,0.005537,0.048705,0.000832,0.013600,0.181671,0.000704,0.900131
0.433073,0.017729,0.202536,0.005440,0.047586,0.000768,0.014145,0.183239,0.000768,0.913764
0.416592,0.017889,0.202152,0.005344,0.048322,0.000800,0.014465,0.172742,0.000672,0.886754
0.420593,0.017760,0.202408,0.005313,0.048450,0.000832,0.014528,0.185223,0.000928,0.903556
0.416400,0.017793,0.223080,0.005569,0.048450,0.000768,0.013792,0.178567,0.000672,0.912771
0.416176,0.017600,0.202952,0.005344,0.047522,0.000832,0.013761,0.187111,0.000704,0.899299
0.416368,0.017953,0.202856,0.005312,0.048130,0.000800,0.013697,0.188999,0.000896,0.902883
0.415665,0.017536,0.202248,0.005280,0.048065,0.000544,0.013697,0.190247,0.000865,0.901540
0.416144,0.017505,0.202600,0.005280,0.049954,0.000544,0.013728,0.181927,0.000800,0.896227
0.416369,0.017857,0.202375,0.005216,0.047458,0.000544,0.013632,0.182407,0.000576,0.893763
0.416304,0.017825,0.202568,0.005280,0.049090,0.000800,0.013568,0.182728,0.000800,0.896323
0.417392,0.017537,0.223593,0.005216,0.048386,0.000800,0.014048,0.179527,0.000736,0.915524
0.418065,0.017985,0.203112,0.005280,0.048706,0.000800,0.014112,0.182695,0.000736,0.899012
0.417136,0.017473,0.202952,0.005216,0.048706,0.000800,0.013856,0.181671,0.000768,0.896707
0.420272,0.017761,0.202792,0.005248,0.047970,0.000768,0.014113,0.189223,0.000800,0.906083
0.420592,0.017729,0.202824,0.005344,0.047522,0.000832,0.014689,0.182599,0.000768,0.901123
0.416016,0.017729,0.202952,0.005280,0.048290,0.000544,0.014177,0.177927,0.000800,0.891331
0.416144,0.017473,0.202664,0.005248,0.049538,0.000576,0.013888,0.184488,0.001056,0.898851
0.435217,0.017728,0.202440,0.005249,0.048930,0.000640,0.013760,0.185031,0.000736,0.917380
0.420272,0.017889,0.202408,0.005376,0.047970,0.000800,0.013697,0.178823,0.000576,0.894627
0.415760,0.017696,0.201960,0.005312,0.048578,0.000992,0.013505,0.184039,0.000704,0.896931
0.420593,0.017632,0.202376,0.005313,0.048257,0.000800,0.013792,0.198952,0.000704,0.916196
0.417233,0.017312,0.202056,0.005249,0.048385,0.000768,0.013857,0.187111,0.000960,0.901220
0.419056,0.017697,0.203944,0.005344,0.048386,0.000864,0.013857,0.194119,0.000928,0.914051
0.420401,0.017473,0.202600,0.005248,0.048034,0.000800,0.014400,0.182151,0.000544,0.898596
0.434097,0.017825,0.202311,0.005249,0.048802,0.000800,0.014432,0.185320,0.000608,0.917444
0.416017,0.017536,0.202600,0.005313,0.048193,0.000609,0.014048,0.178567,0.000736,0.891779
0.419920,0.017569,0.202120,0.005280,0.048290,0.000576,0.014273,0.183495,0.000768,0.900771
0.416305,0.017440,0.202216,0.005281,0.048705,0.000576,0.014113,0.205288,0.000896,0.918948
0.416849,0.017665,0.201991,0.005281,0.047906,0.000576,0.013824,0.184775,0.000704,0.897252
0.416208,0.017505,0.202120,0.005280,0.048802,0.000576,0.013441,0.182055,0.000800,0.895459
0.416400,0.017569,0.202664,0.005248,0.048354,0.000576,0.013888,0.187880,0.000640,0.901923
0.437809,0.017665,0.202632,0.005280,0.049346,0.000608,0.013888,0.188360,0.000832,0.925188
0.420624,0.017825,0.203208,0.005248,0.048354,0.000576,0.014337,0.182279,0.000992,0.903171
0.415472,0.017729,0.203144,0.005216,0.048130,0.000544,0.014337,0.178695,0.000768,0.891395
0.415281,0.017376,0.202152,0.005281,0.049410,0.000544,0.014176,0.201384,0.000896,0.913732
0.415952,0.018017,0.201896,0.005280,0.048162,0.000576,0.014177,0.179335,0.000960,0.890787
0.415888,0.017633,0.202088,0.005280,0.048450,0.000544,0.013889,0.177799,0.000544,0.889187
0.420720,0.017985,0.202568,0.005312,0.048034,0.000768,0.013985,0.179559,0.000768,0.896739
0.438897,0.017537,0.205672,0.005344,0.048162,0.000800,0.013697,0.186791,0.000608,0.924772
0.420177,0.017664,0.203463,0.005249,0.047842,0.000800,0.013984,0.179943,0.000736,0.900195
0.418544,0.017536,0.203144,0.005280,0.048642,0.000800,0.013921,0.176295,0.000640,0.893891
0.422161,0.017761,0.202696,0.005024,0.048290,0.000800,0.013920,0.205704,0.000768,0.924612
0.416177,0.017664,0.202600,0.005248,0.048674,0.000576,0.013793,0.185191,0.000512,0.897795
0.415953,0.017696,0.203368,0.005281,0.051106,0.000576,0.013824,0.177991,0.000640,0.893923
0.420656,0.017633,0.202344,0.005312,0.048226,0.000576,0.013664,0.181544,0.000800,0.897955
0.435281,0.017729,0.202632,0.005312,0.047714,0.000768,0.013632,0.178695,0.000608,0.909827
0.416496,0.017505,0.202664,0.005248,0.047810,0.000832,0.013760,0.188552,0.000928,0.900643
0.416208,0.017793,0.202216,0.005056,0.049058,0.000576,0.013665,0.178215,0.000832,0.890563
0.415856,0.017697,0.203048,0.005280,0.049762,0.000800,0.014017,0.201640,0.001056,0.916100
0.418256,0.017953,0.202664,0.005312,0.048770,0.000832,0.014081,0.194216,0.000768,0.912548
0.417137,0.018016,0.202888,0.005601,0.048801,0.000801,0.014208,0.182663,0.000832,0.898595
0.420048,0.018113,0.202664,0.005376,0.048194,0.000800,0.013825,0.183111,0.000800,0.899747
0.429585,0.017505,0.202952,0.005312,0.048962,0.000832,0.014880,0.187368,0.000608,0.914340
0.417424,0.017665,0.202728,0.005248,0.047842,0.000800,0.014209,0.178439,0.000992,0.891715
0.416496,0.017761,0.202504,0.005472,0.050882,0.000800,0.014401,0.177062,0.001088,0.893731
0.417520,0.017633,0.202152,0.005248,0.047938,0.000768,0.014336,0.203848,0.000672,0.917187
0.420912,0.017505,0.202440,0.005344,0.047970,0.000576,0.013824,0.179752,0.000768,0.895939
0.415568,0.017825,0.202696,0.005312,0.048226,0.000800,0.013953,0.181703,0.000832,0.895363
0.415952,0.017729,0.202408,0.005280,0.048450,0.000544,0.014017,0.190247,0.000704,0.902403
0.440337,0.017473,0.202824,0.005280,0.047650,0.000768,0.013761,0.183111,0.000832,0.921316
0.416369,0.017696,0.202760,0.005312,0.048577,0.000832,0.014177,0.182087,0.000576,0.896451
0.415952,0.017632,0.202536,0.005216,0.048514,0.000832,0.014177,0.186983,0.000832,0.903331
0.417616,0.017345,0.203080,0.005280,0.047938,0.000800,0.014657,0.212808,0.000672,0.927524
0.415984,0.017249,0.202216,0.005280,0.048258,0.000768,0.014592,0.180775,0.000673,0.893539
0.414705,0.017600,0.202504,0.005281,0.048193,0.000544,0.014112,0.187079,0.000544,0.897828
0.416176,0.017536,0.202312,0.005280,0.048130,0.000544,0.014113,0.187175,0.000704,0.899491
0.433521,0.017601,0.201992,0.005312,0.048866,0.000608,0.013728,0.181127,0.000672,0.910211
0.422640,0.017857,0.202344,0.005312,0.048962,0.000544,0.014177,0.189415,0.000576,0.909827
0.416272,0.017697,0.202728,0.005248,0.048738,0.000576,0.013793,0.184743,0.000832,0.897763
0.416944,0.017441,0.203336,0.005312,0.048290,0.000608,0.013825,0.209512,0.000800,0.925156
0.418320,0.017761,0.203752,0.005312,0.048610,0.000768,0.013921,0.181319,0.000672,0.897987
0.416368,0.017697,0.203144,0.005312,0.049698,0.000608,0.013920,0.181640,0.000736,0.896931
0.416400,0.017601,0.203784,0.005248,0.048194,0.000800,0.013953,0.172423,0.000672,0.885987
0.432849,0.017761,0.203304,0.005312,0.048098,0.000768,0.013985,0.177767,0.000576,0.908388
0.416784,0.017600,0.202888,0.005248,0.049410,0.000608,0.013473,0.175655,0.000608,0.890147
0.416656,0.017633,0.202600,0.005248,0.048226,0.000672,0.013729,0.179207,0.000672,0.891939
0.420464,0.017473,0.202120,0.005280,0.047586,0.000736,0.034178,0.177191,0.000704,0.913412
0.420304,0.017697,0.202184,0.005216,0.049698,0.000576,0.014241,0.177127,0.000576,0.895587
0.415857,0.017568,0.202088,0.005312,0.048834,0.000768,0.013761,0.180103,0.000672,0.892195
0.417137,0.017600,0.203016,0.005281,0.048033,0.000768,0.013345,0.182887,0.000640,0.897443
0.433073,0.018016,0.203272,0.005569,0.048257,0.000768,0.014016,0.180711,0.000608,0.912291
0.416593,0.018017,0.202408,0.005344,0.049218,0.000800,0.013792,0.181319,0.000769,0.896132
0.416272,0.017473,0.202504,0.005088,0.048258,0.000800,0.013729,0.173895,0.000576,0.885987
0.415824,0.017665,0.202248,0.005312,0.048482,0.000736,0.014049,0.198343,0.000736,0.910756
0.416656,0.017537,0.202408,0.005280,0.048610,0.000576,0.014177,0.165830,0.000768,0.879106
0.415248,0.017569,0.202664,0.005280,0.048098,0.000800,0.013889,0.187239,0.000544,0.898691
0.416208,0.017921,0.202280,0.005376,0.047810,0.000576,0.013952,0.176327,0.000704,0.888002
0.432817,0.017697,0.202248,0.005248,0.050530,0.000544,0.014049,0.184231,0.000576,0.915812
0.416400,0.017825,0.202696,0.005312,0.048866,0.000576,0.013633,0.188071,0.000832,0.901219
0.416720,0.017889,0.202184,0.005248,0.048514,0.000576,0.013664,0.189352,0.000832,0.902691
0.417745,0.017921,0.202887,0.005281,0.047842,0.000576,0.013952,0.209256,0.000800,0.923781
0.416560,0.017761,0.202792,0.005312,0.047970,0.000576,0.013697,0.182983,0.000512,0.895683
0.415792,0.017537,0.202472,0.005280,0.048482,0.000768,0.014272,0.187879,0.000736,0.900707
0.415568,0.017601,0.202247,0.005217,0.048130,0.000608,0.013792,0.185991,0.000544,0.896868
0.437937,0.017761,0.202632,0.005248,0.047330,0.000576,0.013889,0.177031,0.000736,0.910052
0.415536,0.017601,0.202216,0.005248,0.047906,0.000768,0.013665,0.178311,0.000736,0.889251
0.416016,0.017697,0.202184,0.005248,0.048546,0.000576,0.013728,0.185544,0.000864,0.897635
0.415057,0.017888,0.202472,0.005281,0.048002,0.000576,0.013984,0.203752,0.000896,0.914468
0.420017,0.017729,0.202728,0.005312,0.048098,0.000800,0.013760,0.178471,0.000704,0.895139
0.420048,0.017729,0.202248,0.005344,0.048162,0.000544,0.013761,0.182247,0.000928,0.898275
0.416880,0.017889,0.202824,0.005280,0.048354,0.000768,0.014081,0.177191,0.000672,0.891427
0.436722,0.017664,0.202536,0.005280,0.048514,0.000608,0.013793,0.174791,0.000992,0.908740
0.420817,0.017696,0.202824,0.005249,0.048578,0.000768,0.014272,0.176455,0.000736,0.895139
0.415536,0.017761,0.202440,0.005472,0.048130,0.000576,0.014112,0.185928,0.000960,0.898723
0.420368,0.017856,0.202056,0.005280,0.049282,0.000576,0.014017,0.192711,0.000640,0.910692
0.416112,0.017857,0.202088,0.005280,0.048002,0.000576,0.013664,0.178599,0.000576,0.890403
0.420336,0.017569,0.202504,0.005280,0.048290,0.000448,0.013665,0.177863,0.000736,0.893923
0.416080,0.017697,0.202376,0.005312,0.048642,0.000832,0.013601,0.184775,0.000960,0.898211
0.432625,0.017761,0.203560,0.005248,0.047970,0.000832,0.013697,0.179687,0.000800,0.909924
0.422161,0.017729,0.202376,0.005312,0.049058,0.000800,0.013664,0.181384,0.000832,0.901124
0.418160,0.017985,0.202696,0.005248,0.049730,0.000576,0.013793,0.183879,0.000768,0.900547
0.420560,0.017920,0.202600,0.005280,0.049026,0.000576,0.014145,0.199304,0.000832,0.919204
0.416240,0.017633,0.202344,0.005312,0.047906,0.000800,0.013825,0.172806,0.000704,0.885187
0.415920,0.017953,0.202504,0.005280,0.047970,0.000864,0.013857,0.177703,0.000640,0.890371
0.416080,0.017504,0.202472,0.005312,0.047906,0.000576,0.013761,0.185959,0.000704,0.897795
0.439761,0.017729,0.202504,0.005376,0.047874,0.000608,0.014144,0.178951,0.000768,0.915940
0.415953,0.017472,0.203144,0.005281,0.047905,0.000608,0.013697,0.179527,0.000736,0.890883
0.421201,0.017729,0.202664,0.005280,0.048034,0.000800,0.013664,0.184775,0.000864,0.902884
0.415856,0.017537,0.202088,0.005280,0.047746,0.000800,0.013601,0.206312,0.000672,0.918084
0.416624,0.017536,0.202440,0.005280,0.048770,0.000800,0.013857,0.183463,0.000832,0.897667
0.417904,0.017857,0.202632,0.005312,0.048258,0.000576,0.013984,0.184776,0.000704,0.899555
0.416624,0.017633,0.202952,0.005312,0.047714,0.000640,0.014081,0.178471,0.000896,0.892899
0.434897,0.017633,0.202952,0.005280,0.048386,0.000768,0.013857,0.174406,0.000864,0.905796
0.420113,0.017793,0.202504,0.005312,0.048130,0.000768,0.013696,0.196968,0.000704,0.912196
0.416401,0.017728,0.202696,0.005345,0.048962,0.000576,0.013824,0.182311,0.000832,0.896131
0.462898,0.017569,0.202568,0.005344,0.048226,0.000736,0.013728,0.201832,0.000928,0.961253
0.421201,0.017793,0.202664,0.005280,0.048738,0.000800,0.013696,0.178055,0.000896,0.896003
0.416176,0.017537,0.202728,0.005280,0.048770,0.000608,0.013633,0.177287,0.000704,0.889891
0.415984,0.018208,0.202728,0.005312,0.049058,0.000800,0.013825,0.180775,0.000736,0.896035
0.432177,0.017921,0.202920,0.005344,0.047650,0.000864,0.014273,0.193703,0.000864,0.924228
0.416048,0.020737,0.202504,0.005056,0.048098,0.000832,0.014561,0.187271,0.000704,0.903043
0.420112,0.017569,0.202600,0.005280,0.049378,0.000768,0.014049,0.175687,0.000544,0.893635
0.416880,0.017857,0.202952,0.005312,0.048834,0.000832,0.014080,0.208073,0.000768,0.922884
0.416784,0.017696,0.202632,0.005152,0.048130,0.000800,0.013793,0.179911,0.000864,0.893411
0.416208,0.017761,0.202184,0.005344,0.048834,0.000832,0.013888,0.177991,0.000736,0.891618
0.416144,0.017473,0.202568,0.005280,0.048738,0.000800,0.013857,0.177255,0.000640,0.890435
0.435217,0.017697,0.202504,0.005056,0.047746,0.000832,0.014273,0.184455,0.000544,0.916228
0.418256,0.017505,0.203016,0.005440,0.048258,0.000832,0.013953,0.178823,0.000608,0.894691
0.421297,0.017921,0.202536,0.005280,0.048354,0.000576,0.014528,0.188072,0.000704,0.908228
0.416304,0.017696,0.202504,0.005248,0.048225,0.000800,0.014145,0.200488,0.000864,0.915044
0.416881,0.017505,0.202728,0.005280,0.048642,0.000768,0.014208,0.182567,0.000736,0.897188
0.415952,0.017504,0.202376,0.005312,0.048130,0.000800,0.013793,0.176583,0.000672,0.889475
0.420625,0.017632,0.202248,0.005345,0.047873,0.000768,0.014401,0.181639,0.000544,0.898531
0.431793,0.017505,0.202152,0.005216,0.048706,0.000864,0.013729,0.190631,0.000800,0.919396
0.416497,0.017313,0.202151,0.005281,0.049858,0.000576,0.013728,0.185639,0.000896,0.899620
0.416848,0.017633,0.205128,0.005280,0.048162,0.000576,0.013697,0.182343,0.000768,0.897955
0.420465,0.017568,0.202344,0.005281,0.047905,0.000576,0.032482,0.190439,0.000672,0.926020
0.420785,0.017601,0.202696,0.005312,0.048322,0.000608,0.013696,0.182343,0.000609,0.899076
0.415856,0.017505,0.203240,0.005280,0.048418,0.000768,0.014209,0.182311,0.000544,0.896867
0.417488,0.017920,0.202792,0.005408,0.047842,0.000768,0.014145,0.182823,0.000640,0.897795
0.437009,0.017761,0.202568,0.005280,0.049026,0.000576,0.013856,0.185896,0.000640,0.920356
0.416144,0.017505,0.202760,0.005248,0.048546,0.000704,0.013953,0.181063,0.000800,0.893795
