Layer[0],Layer[1],Layer[2],TEE[3-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420528,0.017824,0.202536,0.241578,0.014720,0.000448,0.001632,0.001056,0.000608,0.909284
0.420785,0.017760,0.202856,0.246122,0.014529,0.000480,0.001664,0.001088,0.000608,0.913892
0.416464,0.017505,0.220424,0.255498,0.014848,0.000480,0.001504,0.001152,0.000608,0.936484
0.421264,0.017761,0.202472,0.247018,0.014912,0.000480,0.001729,0.001088,0.000384,0.915108
0.420433,0.017984,0.202375,0.250538,0.014593,0.000448,0.001600,0.001056,0.000576,0.917316
0.416816,0.017729,0.202344,0.234601,0.014305,0.000448,0.001600,0.001152,0.000384,0.897123
0.421169,0.017793,0.203176,0.243017,0.014753,0.000480,0.001664,0.001184,0.000384,0.912804
0.422384,0.018016,0.204168,0.238634,0.014432,0.000512,0.001600,0.001248,0.000352,0.909635
0.417104,0.017761,0.202248,0.253898,0.014657,0.000480,0.001632,0.001280,0.000832,0.918500
0.457746,0.017600,0.203432,0.254026,0.014497,0.000480,0.001632,0.001152,0.000384,0.960134
0.416688,0.017920,0.202344,0.244042,0.014784,0.000576,0.001601,0.001312,0.000864,0.908420
0.417392,0.017569,0.202728,0.254186,0.014913,0.000448,0.001536,0.001216,0.000608,0.918628
0.421136,0.017953,0.214792,0.288076,0.016640,0.000512,0.001633,0.001344,0.000608,0.974278
0.420849,0.018145,0.202472,0.252585,0.015584,0.000480,0.001472,0.001792,0.000320,0.922212
0.420656,0.018016,0.202376,0.253226,0.014817,0.000480,0.001600,0.001088,0.000384,0.920292
0.421136,0.017729,0.202216,0.244938,0.015776,0.000480,0.001761,0.001056,0.000320,0.913316
0.417424,0.017793,0.203016,0.255786,0.015713,0.000512,0.001536,0.000992,0.000352,0.921668
0.420432,0.017761,0.202600,0.252618,0.015521,0.000416,0.001504,0.001312,0.000352,0.920580
0.416753,0.017697,0.202664,0.235273,0.014816,0.000448,0.001537,0.001088,0.000416,0.898404
0.420817,0.018048,0.202536,0.252586,0.014881,0.000480,0.001568,0.001184,0.000576,0.937701
0.421040,0.017953,0.202664,0.248778,0.014752,0.000448,0.001600,0.001537,0.000384,0.917060
0.420593,0.017568,0.203016,0.253290,0.014529,0.000448,0.001600,0.001120,0.000352,0.920324
0.420369,0.017665,0.202792,0.272074,0.014689,0.000448,0.001536,0.000992,0.000576,0.938469
0.421104,0.017985,0.202152,0.250122,0.014208,0.000480,0.001536,0.000992,0.000320,0.916867
0.420048,0.017825,0.202152,0.251626,0.014912,0.000480,0.001632,0.000960,0.000384,0.917572
0.420465,0.017697,0.203112,0.241353,0.014753,0.000448,0.001568,0.001024,0.000608,0.909860
0.442225,0.017665,0.202728,0.246090,0.014816,0.000512,0.001504,0.000928,0.000608,0.936996
0.417008,0.017888,0.202152,0.234857,0.014369,0.000480,0.001536,0.001024,0.000576,0.898211
0.421201,0.017601,0.202696,0.241769,0.014465,0.000480,0.001536,0.001056,0.000320,0.909220
0.416016,0.017793,0.202632,0.274571,0.014528,0.000480,0.001568,0.001120,0.000608,0.937188
0.420433,0.017920,0.202856,0.231881,0.014784,0.000448,0.001568,0.001120,0.000608,0.899875
0.421649,0.017825,0.203656,0.243177,0.015329,0.000512,0.001568,0.001120,0.000576,0.913316
0.421521,0.017920,0.203240,0.251274,0.015105,0.000480,0.001664,0.000960,0.000576,0.921060
0.417425,0.017824,0.203592,0.251146,0.014689,0.000480,0.001376,0.001088,0.000832,0.916388
0.417712,0.017729,0.202504,0.241994,0.015072,0.000480,0.001472,0.001088,0.000608,0.907011
0.416688,0.017761,0.202824,0.254922,0.014497,0.000544,0.001600,0.001216,0.000640,0.919620
0.416560,0.017569,0.220840,0.246953,0.014561,0.000416,0.001600,0.001088,0.000576,0.929252
0.420912,0.017505,0.203304,0.250730,0.015520,0.000448,0.001472,0.001056,0.000608,0.919268
0.420817,0.017569,0.202120,0.253226,0.014624,0.000480,0.001568,0.001152,0.000352,0.919460
0.421073,0.017728,0.202247,0.235754,0.031329,0.000768,0.002880,0.001056,0.000608,0.922084
0.421425,0.017793,0.202472,0.254378,0.014432,0.000480,0.001600,0.000960,0.000608,0.922404
0.416688,0.017793,0.202216,0.249866,0.014400,0.000448,0.001600,0.001089,0.000832,0.913092
0.416465,0.017537,0.203496,0.234313,0.014240,0.000512,0.001536,0.000992,0.000832,0.897700
0.439985,0.017697,0.202248,0.246473,0.014945,0.000512,0.001536,0.000992,0.000608,0.933220
0.420400,0.017889,0.201960,0.233385,0.014593,0.000480,0.001600,0.000992,0.000352,0.899331
0.416945,0.017921,0.202888,0.253386,0.014784,0.000512,0.001568,0.001184,0.000416,0.918084
0.421104,0.017953,0.202792,0.271595,0.015425,0.000480,0.001632,0.000992,0.000320,0.941477
0.421169,0.017760,0.202823,0.243018,0.014593,0.000480,0.001600,0.000960,0.000352,0.910468
0.420529,0.018016,0.202567,0.232010,0.015904,0.000480,0.001600,0.001024,0.000384,0.900387
0.420753,0.017856,0.203080,0.242698,0.014688,0.000481,0.001664,0.000928,0.000608,0.910756
0.432401,0.017793,0.202279,0.243946,0.014177,0.000448,0.001536,0.000960,0.000352,0.921892
0.417073,0.017601,0.202184,0.224968,0.014369,0.000480,0.001440,0.000864,0.000576,0.886755
0.421041,0.017440,0.202184,0.234986,0.014016,0.000480,0.001536,0.001056,0.000576,0.900195
0.421744,0.017888,0.222121,0.248970,0.014464,0.000448,0.001536,0.001153,0.000352,0.938053
0.420368,0.017568,0.202792,0.260330,0.014784,0.000480,0.001504,0.001056,0.000384,0.926916
0.415888,0.018497,0.202568,0.250473,0.014944,0.000480,0.001440,0.001088,0.000384,0.914211
0.417200,0.017697,0.203208,0.235401,0.015009,0.000448,0.001408,0.001056,0.000384,0.900963
0.420177,0.017920,0.202728,0.237866,0.014656,0.000512,0.001440,0.001024,0.000353,0.905156
0.416752,0.017825,0.202408,0.247210,0.015073,0.000448,0.001472,0.000928,0.000352,0.910788
0.416464,0.017793,0.202920,0.254218,0.014464,0.000480,0.001472,0.001056,0.000576,0.918596
0.416752,0.018016,0.222409,0.246890,0.014240,0.000480,0.001472,0.001056,0.000384,0.930053
0.416080,0.017473,0.202056,0.233257,0.014433,0.000448,0.001472,0.001024,0.000384,0.894851
0.420624,0.017953,0.202440,0.245002,0.014528,0.000480,0.001568,0.000960,0.000385,0.911780
0.420817,0.017697,0.203080,0.238121,0.014945,0.000448,0.001440,0.000960,0.000416,0.905764
0.420688,0.017537,0.202216,0.244362,0.014784,0.000448,0.001504,0.000960,0.000385,0.910244
0.420816,0.017761,0.202792,0.236137,0.014305,0.000480,0.001568,0.001152,0.000416,0.903812
0.416689,0.017792,0.202632,0.248266,0.014657,0.000448,0.001472,0.001024,0.000384,0.912036
0.434513,0.017729,0.202184,0.245898,0.014496,0.000448,0.001536,0.001024,0.000352,0.925476
0.420721,0.017600,0.203208,0.260843,0.014336,0.000480,0.001568,0.001216,0.000352,0.929444
0.421136,0.017601,0.202984,0.240170,0.014400,0.000480,0.001600,0.001024,0.000640,0.908483
0.420817,0.018016,0.202152,0.266603,0.014208,0.000416,0.001568,0.001377,0.000416,0.933381
0.415761,0.017761,0.202248,0.241513,0.015585,0.000416,0.001472,0.001088,0.000352,0.904356
0.420112,0.017217,0.201832,0.239177,0.014432,0.000448,0.001568,0.001056,0.000352,0.903811
0.420976,0.017473,0.202568,0.244330,0.014432,0.000416,0.001504,0.000864,0.000608,0.910659
0.437713,0.017473,0.202504,0.245194,0.014336,0.000480,0.001536,0.000992,0.000384,0.928357
0.416689,0.017760,0.215305,0.265834,0.016161,0.000448,0.001504,0.001024,0.000384,0.943429
0.417745,0.017729,0.202536,0.244137,0.014305,0.000480,0.001536,0.000992,0.000352,0.908708
0.421137,0.017985,0.202056,0.262218,0.014913,0.000416,0.001536,0.000960,0.000352,0.929893
0.416688,0.017953,0.202376,0.239625,0.014432,0.000544,0.001536,0.001120,0.000384,0.902627
0.420497,0.017793,0.202664,0.247145,0.014497,0.000448,0.001536,0.000928,0.000320,0.914148
0.420241,0.017825,0.203016,0.251850,0.014464,0.000448,0.001504,0.001024,0.000352,0.918884
0.438097,0.017601,0.202344,0.244106,0.014848,0.000544,0.001472,0.000992,0.000384,0.928837
0.416304,0.018017,0.201992,0.236649,0.014241,0.000448,0.001504,0.000960,0.000384,0.898339
0.416177,0.017696,0.203048,0.251786,0.014433,0.000544,0.001600,0.001056,0.000384,0.914308
0.418033,0.017793,0.222536,0.238570,0.014464,0.000480,0.001568,0.001120,0.000416,0.922917
0.417648,0.017505,0.202856,0.252138,0.014560,0.000480,0.001536,0.001057,0.000384,0.916964
0.417200,0.017633,0.201960,0.242441,0.014912,0.000576,0.001504,0.001120,0.000640,0.906691
0.420849,0.017953,0.202152,0.236521,0.015905,0.000448,0.001504,0.000992,0.000608,0.905604
0.421008,0.017601,0.202952,0.239241,0.014529,0.000448,0.001600,0.001024,0.000416,0.907043
0.420209,0.017728,0.202151,0.246474,0.014337,0.000512,0.001632,0.001056,0.000384,0.912676
0.420336,0.017345,0.202600,0.249226,0.014624,0.000512,0.001504,0.001216,0.000384,0.915780
0.421296,0.017537,0.225193,0.263242,0.014465,0.000416,0.001536,0.000960,0.000384,0.953765
0.420945,0.017601,0.202504,0.257866,0.015233,0.000480,0.001792,0.001568,0.000576,0.928869
0.420592,0.017761,0.203784,0.234633,0.014337,0.000512,0.001504,0.001120,0.000608,0.902275
0.416592,0.017729,0.202600,0.239689,0.014273,0.000544,0.001472,0.000992,0.000352,0.902243
0.420368,0.017793,0.202728,0.237961,0.014336,0.000480,0.001472,0.001120,0.000384,0.905827
0.417232,0.017953,0.202696,0.257770,0.014209,0.000576,0.001504,0.001088,0.000384,0.919876
0.420273,0.017632,0.202728,0.245514,0.014657,0.000512,0.001600,0.001152,0.000640,0.913156
0.461266,0.017665,0.203464,0.247658,0.014848,0.000544,0.001505,0.001088,0.000384,0.956422
0.416273,0.017825,0.202472,0.235337,0.014400,0.000512,0.001569,0.001024,0.000384,0.897252
0.416752,0.017729,0.202024,0.244681,0.014177,0.000512,0.001632,0.001088,0.000320,0.906147
0.421264,0.017281,0.202408,0.260906,0.014465,0.000512,0.001600,0.000960,0.000576,0.926724
0.420976,0.017313,0.202184,0.229385,0.014816,0.000480,0.001601,0.000832,0.000320,0.894851
0.416913,0.017665,0.201928,0.246345,0.014241,0.000512,0.001600,0.001152,0.000352,0.908004
0.419856,0.017953,0.201992,0.229865,0.014305,0.000512,0.001536,0.000928,0.000352,0.894563
0.435889,0.017793,0.203080,0.259754,0.014560,0.000544,0.001441,0.001056,0.000352,0.944101
0.422160,0.017536,0.202152,0.240106,0.014688,0.000512,0.001504,0.001024,0.000416,0.908259
0.420337,0.017473,0.202472,0.248297,0.014272,0.000448,0.001440,0.000960,0.000384,0.913732
0.416624,0.017889,0.202856,0.287659,0.015201,0.000448,0.001472,0.000992,0.000320,0.951877
0.420785,0.017569,0.202600,0.233993,0.014240,0.000416,0.001472,0.001024,0.000800,0.900356
0.420432,0.017568,0.202376,0.240554,0.016192,0.000480,0.001536,0.000896,0.000416,0.909124
0.417169,0.017664,0.203144,0.240874,0.014208,0.000512,0.001537,0.000992,0.000384,0.904804
0.434065,0.017632,0.202600,0.249290,0.014689,0.000480,0.001504,0.000992,0.000416,0.930117
0.421136,0.017728,0.202248,0.238122,0.014336,0.000512,0.001504,0.000992,0.000416,0.904483
0.417328,0.017440,0.202856,0.247818,0.014305,0.000480,0.001568,0.000992,0.000416,0.911812
0.420816,0.017792,0.222217,0.257994,0.014529,0.000512,0.001504,0.000992,0.000384,0.945925
0.416624,0.017665,0.202568,0.249066,0.014625,0.000480,0.001632,0.001120,0.000384,0.912900
0.422897,0.017344,0.202216,0.245450,0.014337,0.000480,0.001568,0.000992,0.000352,0.914116
0.421201,0.017249,0.202792,0.246377,0.014272,0.000448,0.001536,0.000896,0.000800,0.914116
0.416945,0.017665,0.203240,0.248617,0.014337,0.000512,0.001536,0.000896,0.000416,0.911492
0.416337,0.017473,0.202087,0.246378,0.014241,0.000480,0.001472,0.000896,0.000416,0.907300
0.420944,0.017985,0.202536,0.248266,0.014112,0.000448,0.001440,0.000960,0.000832,0.915396
0.420880,0.017729,0.219113,0.242217,0.014017,0.000448,0.001472,0.000960,0.000352,0.924772
0.415760,0.017857,0.202152,0.245225,0.014305,0.000416,0.001440,0.000960,0.000352,0.905251
0.416144,0.017793,0.203016,0.252938,0.015136,0.000480,0.001472,0.001056,0.000352,0.917443
0.417104,0.017728,0.202344,0.233929,0.014849,0.000512,0.001472,0.000960,0.000384,0.897283
0.416816,0.017729,0.202184,0.237257,0.014305,0.000448,0.001504,0.001024,0.000832,0.899715
0.416144,0.017793,0.202472,0.230441,0.014401,0.000448,0.001440,0.000960,0.000352,0.891651
0.416400,0.017569,0.202248,0.238249,0.014529,0.000448,0.001472,0.001056,0.000384,0.899939
0.420241,0.017280,0.221929,0.276715,0.015585,0.000576,0.001504,0.000864,0.000384,0.962790
0.416113,0.017408,0.201960,0.237450,0.014016,0.000448,0.001472,0.000992,0.000352,0.897444
0.415856,0.017408,0.202312,0.241866,0.014464,0.000448,0.001376,0.000960,0.000416,0.902756
0.419761,0.017313,0.202376,0.241193,0.014241,0.000448,0.001408,0.000864,0.000384,0.904964
0.420560,0.017729,0.202248,0.242537,0.014209,0.000448,0.001440,0.001056,0.000384,0.908675
0.421489,0.017537,0.201928,0.253514,0.015232,0.000448,0.001376,0.000992,0.000352,0.922564
0.421712,0.017793,0.202088,0.246794,0.014688,0.000512,0.001472,0.000896,0.000384,0.914692
0.435793,0.017857,0.202312,0.260490,0.014273,0.000480,0.001536,0.001056,0.000384,0.942373
0.420529,0.017825,0.202184,0.250505,0.014240,0.000448,0.001568,0.000864,0.000352,0.916228
0.416881,0.017793,0.202024,0.236905,0.014209,0.000480,0.001536,0.000928,0.000416,0.899364
0.416848,0.017665,0.202216,0.252682,0.014688,0.000480,0.001600,0.000928,0.000576,0.915587
0.421232,0.017985,0.202536,0.247754,0.014944,0.000480,0.001472,0.001088,0.000384,0.915491
0.417040,0.017729,0.202056,0.257482,0.014305,0.000544,0.001536,0.000992,0.000800,0.920100
0.417552,0.017921,0.202184,0.249578,0.014400,0.000576,0.001537,0.001120,0.000416,0.913700
0.434417,0.017632,0.202760,0.239274,0.014464,0.000512,0.001537,0.001088,0.000352,0.920164
0.421457,0.017729,0.201992,0.239593,0.015041,0.000512,0.001632,0.001088,0.000384,0.907524
0.417072,0.017281,0.202376,0.255786,0.014496,0.000576,0.001568,0.000960,0.000609,0.919236
0.420944,0.017345,0.202472,0.265867,0.014592,0.000512,0.001472,0.001024,0.000416,0.932644
0.416976,0.017825,0.202632,0.248970,0.014560,0.000481,0.001536,0.000832,0.000384,0.911076
0.421488,0.017697,0.202312,0.234921,0.014241,0.000576,0.001600,0.001024,0.000320,0.901091
0.421233,0.017472,0.202504,0.230921,0.015777,0.000576,0.001472,0.000960,0.000384,0.897827
0.437233,0.017857,0.202088,0.240745,0.014305,0.000448,0.001632,0.000992,0.000384,0.924196
0.420945,0.017472,0.202312,0.260331,0.014272,0.000416,0.001472,0.000992,0.000384,0.926244
0.420881,0.017281,0.201832,0.243913,0.015393,0.000544,0.001472,0.000832,0.000352,0.910500
0.421136,0.017825,0.202088,0.262858,0.014656,0.000512,0.001344,0.000896,0.000352,0.929604
0.416656,0.017793,0.201992,0.251530,0.014208,0.000544,0.001568,0.000992,0.000384,0.913124
0.417040,0.017921,0.203176,0.250954,0.014432,0.000576,0.001472,0.000960,0.000384,0.915715
0.421361,0.017793,0.202664,0.244073,0.014497,0.000480,0.001440,0.000960,0.000416,0.911268
0.453906,0.017825,0.202952,0.238473,0.014465,0.000480,0.001504,0.001024,0.000416,0.938853
0.417840,0.017953,0.202248,0.247754,0.014368,0.000544,0.001440,0.000992,0.000384,0.911620
0.420625,0.017761,0.203080,0.252394,0.016032,0.000544,0.001536,0.000865,0.000384,0.920997
0.420145,0.017537,0.221480,0.246154,0.014305,0.000448,0.001472,0.000864,0.000384,0.931717
0.421360,0.017313,0.202408,0.230569,0.014145,0.000384,0.001472,0.001024,0.000416,0.896611
0.416496,0.017313,0.202024,0.242793,0.014369,0.000448,0.001472,0.001088,0.000416,0.903907
0.418128,0.017633,0.202920,0.248585,0.014176,0.000416,0.001536,0.000864,0.000832,0.912995
0.433393,0.017761,0.202600,0.249705,0.014528,0.000416,0.001440,0.001088,0.000384,0.930084
0.416753,0.017921,0.202568,0.251273,0.014817,0.000480,0.001600,0.000960,0.000320,0.915140
0.421745,0.018209,0.202824,0.244489,0.014561,0.000448,0.001472,0.001024,0.000416,0.913444
0.416880,0.017633,0.242729,0.249258,0.014465,0.000448,0.001568,0.001088,0.000352,0.952933
0.421232,0.017696,0.201896,0.244554,0.014944,0.000480,0.001504,0.001056,0.000352,0.911492
0.420400,0.017601,0.201960,0.244202,0.015072,0.000544,0.001472,0.000992,0.000384,0.909220
0.420497,0.018081,0.202471,0.243786,0.015969,0.000480,0.001504,0.000896,0.000416,0.911076
0.416400,0.017569,0.201832,0.227369,0.014688,0.000448,0.001440,0.000864,0.000416,0.888578
0.415505,0.017505,0.201895,0.241418,0.014593,0.000480,0.001504,0.001024,0.000352,0.902244
0.416752,0.017569,0.202504,0.252682,0.014561,0.000512,0.001536,0.001024,0.000384,0.915844
0.416880,0.017857,0.216744,0.249194,0.014849,0.000672,0.001536,0.000992,0.000352,0.926500
0.416816,0.017665,0.202856,0.252298,0.014593,0.000704,0.001504,0.001152,0.000352,0.917604
0.421936,0.017409,0.202952,0.250378,0.014208,0.000480,0.001601,0.001120,0.000320,0.918404
0.420720,0.017569,0.202952,0.257002,0.053634,0.000960,0.001632,0.001088,0.000384,0.965990
0.416368,0.017537,0.202024,0.246986,0.014368,0.000512,0.001440,0.001184,0.000384,0.908739
0.418224,0.017697,0.202856,0.242121,0.014560,0.000416,0.001536,0.000992,0.000416,0.907363
0.416080,0.017985,0.202312,0.250922,0.014400,0.000448,0.001536,0.001153,0.000384,0.913348
0.436977,0.017889,0.202247,0.243082,0.014433,0.000480,0.001568,0.001120,0.000416,0.927268
0.420176,0.018048,0.202056,0.247626,0.014657,0.000416,0.001664,0.001056,0.000352,0.914596
0.420624,0.017985,0.202248,0.256170,0.014592,0.000449,0.001472,0.001216,0.000384,0.923108
0.421360,0.017601,0.204200,0.274059,0.015009,0.000544,0.001568,0.001280,0.000800,0.946565
0.416496,0.017857,0.202728,0.242313,0.014529,0.000480,0.001568,0.000960,0.000416,0.905731
0.416145,0.017920,0.203559,0.244681,0.015841,0.000480,0.001536,0.001056,0.000416,0.909444
0.416977,0.017537,0.202920,0.241833,0.015745,0.000512,0.001728,0.001056,0.000384,0.906852
0.432337,0.017760,0.202792,0.251082,0.014945,0.000480,0.001440,0.000992,0.000640,0.931524
0.420881,0.017793,0.202248,0.246057,0.014305,0.000480,0.001568,0.000992,0.000416,0.913316
0.421521,0.017473,0.202056,0.245993,0.014337,0.000448,0.001536,0.001024,0.000832,0.913892
0.420496,0.017985,0.220232,0.245354,0.014753,0.000480,0.001408,0.000992,0.000384,0.930436
0.421040,0.017632,0.201992,0.251466,0.014625,0.000448,0.001600,0.001088,0.000576,0.918884
0.421009,0.017696,0.202760,0.241738,0.014208,0.000448,0.001537,0.001120,0.000384,0.908868
0.417392,0.017761,0.202600,0.245417,0.014433,0.000480,0.001536,0.001056,0.000384,0.910147
0.420880,0.017953,0.202600,0.253610,0.015137,0.000544,0.001504,0.001184,0.000416,0.922148
0.416688,0.017473,0.202056,0.254218,0.014465,0.000512,0.001632,0.001088,0.000608,0.916900
0.420944,0.017697,0.202568,0.250826,0.014368,0.000448,0.001440,0.001057,0.000384,0.917892
0.437329,0.018081,0.202151,0.244010,0.014369,0.000416,0.001536,0.001056,0.000384,0.927716
0.417649,0.017760,0.201927,0.245290,0.014401,0.000448,0.001536,0.001056,0.000416,0.908548
0.420528,0.017312,0.202056,0.247434,0.014272,0.000448,0.001504,0.000960,0.000352,0.913028
0.420496,0.017889,0.202120,0.253450,0.031425,0.000480,0.001536,0.001088,0.000384,0.937125
0.421168,0.017665,0.201736,0.225321,0.014784,0.000448,0.001440,0.000992,0.000640,0.892867
0.421488,0.017665,0.202536,0.234729,0.014497,0.000448,0.001568,0.000992,0.000384,0.902115
0.421905,0.017729,0.202728,0.248265,0.014305,0.000448,0.001472,0.000992,0.000608,0.917636
0.434129,0.017665,0.203176,0.248105,0.014689,0.000448,0.001408,0.001056,0.000384,0.929412
0.416368,0.017761,0.202504,0.234985,0.014209,0.000480,0.001472,0.001152,0.000384,0.897411
0.421136,0.017505,0.202088,0.242217,0.014529,0.000640,0.001504,0.000992,0.000384,0.908419
0.417137,0.017408,0.202024,0.268811,0.014241,0.000416,0.001472,0.001120,0.000384,0.931141
0.418128,0.017408,0.201960,0.242346,0.014432,0.000672,0.001440,0.001056,0.000384,0.905955
0.416753,0.017313,0.201927,0.242026,0.014465,0.000448,0.001472,0.001056,0.000352,0.903396
0.416720,0.017697,0.202248,0.250282,0.014784,0.000480,0.001536,0.000929,0.000384,0.913156
0.434065,0.017697,0.202600,0.250921,0.014400,0.000480,0.001408,0.001024,0.000832,0.932004
0.420720,0.018017,0.202344,0.247370,0.014560,0.000480,0.001472,0.001024,0.000416,0.914820
0.419313,0.017761,0.202920,0.251658,0.014624,0.000544,0.001408,0.001056,0.000352,0.918212
0.420913,0.017505,0.203079,0.267818,0.015873,0.000480,0.001536,0.001152,0.000352,0.936965
0.420176,0.017537,0.201896,0.247082,0.015936,0.000480,0.001504,0.000864,0.000352,0.913475
0.421489,0.017473,0.203208,0.242889,0.015521,0.000448,0.001568,0.001120,0.000416,0.914820
0.416048,0.017729,0.202088,0.243018,0.015648,0.000448,0.001408,0.000928,0.000352,0.906531
0.435249,0.017633,0.202184,0.246537,0.014369,0.000448,0.001504,0.000960,0.000640,0.927172
0.418352,0.017537,0.202504,0.256234,0.015137,0.000416,0.001536,0.001120,0.000384,0.920324
0.421648,0.017409,0.202728,0.252490,0.014977,0.000544,0.001632,0.001088,0.000608,0.921668
0.420592,0.017857,0.221545,0.228425,0.014624,0.000448,0.001568,0.001152,0.000352,0.914948
0.420721,0.017792,0.202024,0.247146,0.014465,0.000544,0.001536,0.001024,0.000384,0.914788
0.420560,0.017536,0.202408,0.237769,0.014784,0.000448,0.001600,0.001088,0.000384,0.905795
0.416529,0.017793,0.202023,0.246730,0.014753,0.000480,0.001472,0.001088,0.000352,0.909508
0.419408,0.017697,0.202152,0.243082,0.014752,0.000544,0.001440,0.001056,0.000384,0.907939
0.421137,0.017601,0.202088,0.240105,0.014721,0.000480,0.001504,0.000992,0.000640,0.907204
0.416432,0.017697,0.202696,0.245481,0.014593,0.000480,0.001504,0.001088,0.000352,0.907395
0.416752,0.017473,0.220489,0.248073,0.014208,0.000480,0.001472,0.000928,0.000384,0.928484
0.420753,0.017697,0.202471,0.243658,0.015841,0.000448,0.001472,0.000928,0.000608,0.912068
0.416208,0.017761,0.201896,0.248906,0.014272,0.000480,0.001408,0.001120,0.000576,0.910243
0.420721,0.017569,0.201800,0.239465,0.014977,0.000448,0.001408,0.001024,0.000576,0.906244
0.420464,0.017921,0.202504,0.245482,0.014304,0.000448,0.001376,0.000896,0.000352,0.911876
0.416816,0.017729,0.202728,0.257738,0.015841,0.000448,0.001408,0.000992,0.000416,0.922660
0.420689,0.017825,0.202696,0.235753,0.014336,0.000480,0.001409,0.001248,0.000416,0.903012
0.416784,0.017505,0.239657,0.245706,0.014496,0.000480,0.001536,0.001057,0.000576,0.946149
0.416720,0.018017,0.202088,0.239817,0.014369,0.000448,0.001536,0.001024,0.000832,0.902723
0.420688,0.018337,0.202792,0.242250,0.014464,0.000448,0.001536,0.001056,0.000416,0.910051
0.420368,0.017761,0.201960,0.247882,0.014432,0.000448,0.001568,0.001088,0.000352,0.914276
0.421777,0.017473,0.202632,0.238345,0.014593,0.000448,0.001600,0.000928,0.000320,0.906532
0.420048,0.017665,0.202728,0.244169,0.014912,0.000448,0.001472,0.000928,0.000416,0.910723
0.421585,0.017569,0.202472,0.240553,0.014337,0.000480,0.001536,0.001024,0.000608,0.908068
0.432785,0.017665,0.203816,0.262250,0.014689,0.000448,0.001504,0.001280,0.000352,0.943717
0.421841,0.017568,0.202344,0.254378,0.014305,0.000480,0.001632,0.001216,0.000384,0.922340
0.421137,0.017953,0.202504,0.244841,0.014497,0.000480,0.001504,0.001056,0.000576,0.912100
0.420912,0.017313,0.203144,0.303276,0.014369,0.000512,0.001504,0.001024,0.000384,0.970118
0.420496,0.017953,0.202760,0.246410,0.014656,0.000448,0.001408,0.001120,0.000352,0.914051
0.421040,0.017889,0.202568,0.249578,0.014272,0.000480,0.001600,0.000992,0.000416,0.915556
0.417201,0.018208,0.205032,0.260618,0.014432,0.000448,0.001408,0.000896,0.000289,0.925605
0.441170,0.017696,0.202824,0.251370,0.014337,0.000512,0.001472,0.001024,0.000800,0.939461
0.416592,0.017792,0.202216,0.246922,0.014432,0.000448,0.001536,0.000928,0.000384,0.908868
0.416209,0.017537,0.201927,0.250858,0.014081,0.000480,0.001536,0.000960,0.000352,0.911844
0.421009,0.017537,0.202152,0.264394,0.014625,0.000512,0.001472,0.001056,0.000384,0.932293
0.416593,0.017729,0.202920,0.258890,0.014656,0.000544,0.001537,0.000960,0.000384,0.922565
0.416625,0.017536,0.202504,0.234954,0.014368,0.000480,0.001472,0.001120,0.000384,0.897315
0.416048,0.017473,0.201992,0.240970,0.014432,0.000448,0.001408,0.001024,0.000384,0.902307
0.434513,0.017729,0.201896,0.241193,0.014657,0.000448,0.001408,0.000928,0.000608,0.921316
0.416336,0.017697,0.202120,0.237961,0.014561,0.000480,0.001376,0.001184,0.000384,0.900227
0.416209,0.017345,0.202888,0.251721,0.014177,0.000448,0.001344,0.000960,0.000384,0.914244
0.417200,0.017921,0.222473,0.262314,0.014177,0.000448,0.001408,0.001280,0.000416,0.946181
0.417648,0.017793,0.202184,0.250986,0.014337,0.000448,0.001504,0.001152,0.000672,0.914884
0.416240,0.017537,0.202920,0.247210,0.014464,0.000448,0.001633,0.001056,0.000416,0.909732
0.416240,0.017793,0.203208,0.247370,0.014432,0.000512,0.001568,0.001152,0.000833,0.911300
0.417648,0.017505,0.202888,0.240265,0.014305,0.000448,0.001600,0.001216,0.000608,0.904963
0.417328,0.017921,0.205000,0.242794,0.015008,0.000480,0.002241,0.001184,0.000384,0.910500
0.416112,0.017569,0.202632,0.243722,0.014336,0.000448,0.001536,0.001056,0.000352,0.905283
0.434481,0.017888,0.202184,0.241450,0.014528,0.000448,0.001537,0.000896,0.000352,0.923365
0.415185,0.017760,0.202568,0.238794,0.014432,0.000480,0.001536,0.001024,0.000576,0.899619
0.420016,0.017633,0.204168,0.232265,0.014241,0.000448,0.001472,0.000992,0.000352,0.898851
0.416753,0.017313,0.202216,0.236393,0.014240,0.000480,0.001504,0.000960,0.000608,0.898404
0.420625,0.017409,0.202696,0.244297,0.014561,0.000448,0.001440,0.000960,0.000416,0.910788
0.416368,0.017665,0.201992,0.234761,0.014016,0.000448,0.001408,0.000992,0.000352,0.894435
0.420272,0.017504,0.202184,0.248490,0.014497,0.000448,0.001536,0.000992,0.000384,0.914916
0.437681,0.020097,0.202600,0.241673,0.014689,0.000512,0.001504,0.000992,0.000608,0.929316
0.423152,0.018432,0.206761,0.297707,0.015713,0.000928,0.001664,0.002048,0.000576,0.978790
0.422032,0.017921,0.205640,0.264746,0.015457,0.000896,0.001888,0.001536,0.000320,0.940293
0.421393,0.017793,0.227337,0.257418,0.015360,0.000640,0.002241,0.002176,0.000832,0.956550
