Layer[0],IN[1],INFER[1-2],OUT[2],TEE[1-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395660,0.172069,0.531184,0.067970,0.774839,0.007424,0.048673,0.000864,0.013536,0.000384,0.001536,0.001248,0.000352,1.252165
0.399180,0.194982,0.562672,0.073283,0.835001,0.006528,0.048801,0.001056,0.013857,0.000416,0.001504,0.001216,0.000384,1.316647
0.395468,0.166373,0.532303,0.066594,0.769718,0.007489,0.048417,0.000832,0.013889,0.000384,0.001472,0.001216,0.000416,1.246853
0.394988,0.198502,0.543888,0.070338,0.816760,0.012001,0.048257,0.000800,0.013856,0.000384,0.001473,0.001120,0.000608,1.297159
0.395115,0.154565,0.531760,0.066306,0.756759,0.012288,0.048386,0.000832,0.013888,0.000448,0.001472,0.001312,0.000384,1.237732
0.399244,0.167397,0.531280,0.068546,0.771287,0.007296,0.047778,0.001056,0.013568,0.000416,0.001472,0.001184,0.000352,1.252165
0.400300,0.168645,0.548977,0.091394,0.813593,0.014240,0.048801,0.000832,0.013857,0.000608,0.001472,0.001184,0.000288,1.302151
0.400268,0.165893,0.532271,0.067843,0.769879,0.005440,0.048033,0.000768,0.013441,0.000416,0.001440,0.001184,0.000384,1.248005
0.394699,0.166469,0.530640,0.067554,0.768471,0.006400,0.047874,0.000768,0.013760,0.000384,0.001472,0.001216,0.000288,1.242020
0.418573,0.167525,0.540176,0.071362,0.783991,0.007200,0.047938,0.001088,0.013504,0.000384,0.001472,0.001216,0.000288,1.283110
0.399468,0.163045,0.531440,0.068418,0.766711,0.007200,0.047810,0.001056,0.013760,0.000416,0.001440,0.001152,0.000288,1.246437
0.399691,0.205830,0.531664,0.068770,0.810456,0.005472,0.067394,0.000832,0.013888,0.000640,0.001472,0.001248,0.000384,1.311815
0.395596,0.172741,0.530864,0.068066,0.775735,0.005344,0.047873,0.000832,0.013985,0.000608,0.001600,0.001184,0.000352,1.251685
0.394604,0.166789,0.532624,0.068898,0.772087,0.005344,0.048481,0.000832,0.013985,0.000384,0.001600,0.001216,0.000384,1.246501
0.394859,0.166244,0.550353,0.137188,0.858842,0.006560,0.049058,0.001024,0.013728,0.000416,0.001472,0.001248,0.000384,1.335239
0.400236,0.155301,0.529519,0.066306,0.754998,0.007553,0.048161,0.000832,0.013953,0.000384,0.001536,0.001120,0.000352,1.237669
0.394572,0.165317,0.530992,0.068130,0.768471,0.005536,0.048162,0.000832,0.013792,0.000384,0.001536,0.001216,0.000320,1.241701
0.407276,0.166629,0.543568,0.067490,0.782455,0.005344,0.048513,0.001024,0.013856,0.000384,0.001600,0.001056,0.000352,1.268069
0.395372,0.169029,0.541968,0.067746,0.782551,0.007264,0.048098,0.001024,0.013440,0.000352,0.001504,0.000928,0.000288,1.257189
0.394220,0.138436,0.531376,0.088835,0.763447,0.010176,0.048321,0.000800,0.013377,0.000384,0.001408,0.000864,0.000416,1.239429
0.394411,0.180838,0.532304,0.071874,0.789016,0.006656,0.047617,0.000800,0.013537,0.000416,0.001408,0.000832,0.000352,1.260581
0.394892,0.157733,0.542640,0.068226,0.772567,0.006336,0.047682,0.000800,0.013536,0.000448,0.001440,0.000992,0.000448,1.248293
0.399980,0.205478,0.550737,0.102723,0.863802,0.010784,0.048162,0.000800,0.013888,0.000416,0.001504,0.001120,0.000352,1.349736
0.394956,0.150180,0.541232,0.071234,0.766646,0.006145,0.047489,0.001024,0.013473,0.000448,0.001504,0.000928,0.000352,1.239973
0.396556,0.168741,0.529840,0.066434,0.769591,0.012384,0.047553,0.001056,0.013440,0.000352,0.001472,0.001088,0.000352,1.251173
0.409164,0.144932,0.529487,0.065538,0.745078,0.006720,0.047362,0.001056,0.014016,0.000416,0.001408,0.000992,0.000448,1.233445
0.396620,0.140420,0.540720,0.065378,0.751767,0.006464,0.047457,0.000832,0.013601,0.000352,0.001504,0.001056,0.000416,1.227461
0.395660,0.139908,0.529167,0.065089,0.737973,0.007457,0.062754,0.000800,0.013696,0.000384,0.001440,0.000960,0.000384,1.228068
0.395691,0.146437,0.537072,0.080258,0.769015,0.005184,0.047394,0.000736,0.013472,0.000416,0.001440,0.000960,0.000384,1.241764
0.394539,0.147812,0.546128,0.069314,0.767446,0.006433,0.047393,0.000960,0.013792,0.000416,0.001472,0.000896,0.000416,1.239685
0.399052,0.163813,0.547633,0.090562,0.806168,0.011745,0.047489,0.000800,0.013505,0.000384,0.001472,0.000864,0.000352,1.289735
0.394827,0.135972,0.541873,0.068162,0.750679,0.012096,0.047809,0.000961,0.013824,0.000416,0.001440,0.000992,0.000352,1.230276
0.400620,0.162949,0.531728,0.068418,0.767191,0.006624,0.047425,0.000832,0.013601,0.000480,0.001440,0.001184,0.000352,1.249221
0.411948,0.167557,0.541712,0.069794,0.782872,0.006656,0.047489,0.000832,0.013441,0.000416,0.001504,0.001152,0.000384,1.273830
0.395980,0.203846,0.529840,0.067778,0.805560,0.012288,0.047778,0.001056,0.013632,0.000416,0.001408,0.001280,0.000384,1.288486
0.396780,0.169445,0.534800,0.068002,0.776343,0.006368,0.066434,0.000832,0.014017,0.000448,0.001504,0.001184,0.000384,1.272806
0.396203,0.166885,0.530256,0.068514,0.770135,0.012033,0.047457,0.000800,0.013792,0.000416,0.001473,0.001120,0.000352,1.251813
0.395564,0.169381,0.530960,0.069762,0.773879,0.006560,0.047618,0.000832,0.013760,0.000416,0.001536,0.001152,0.000384,1.250821
0.394859,0.165861,0.546704,0.077698,0.795703,0.006624,0.047522,0.000800,0.013856,0.000416,0.001472,0.001120,0.000384,1.270597
0.395819,0.166789,0.530191,0.066210,0.767190,0.007457,0.047425,0.000832,0.013504,0.000416,0.001473,0.001152,0.000384,1.243429
0.395852,0.170373,0.529456,0.067234,0.771543,0.006688,0.047490,0.000992,0.013696,0.000416,0.001472,0.001120,0.000352,1.248773
0.410060,0.171781,0.532463,0.070531,0.779223,0.005344,0.048609,0.000832,0.013729,0.000384,0.001440,0.001152,0.000416,1.268742
0.394731,0.171973,0.531759,0.067426,0.775351,0.013313,0.047361,0.000832,0.013857,0.000416,0.001664,0.001216,0.000384,1.257829
0.400748,0.181701,0.568817,0.112164,0.867226,0.012384,0.047553,0.001056,0.013825,0.000416,0.001440,0.001280,0.000352,1.353672
0.395371,0.171078,0.530767,0.068130,0.774711,0.006369,0.048065,0.001120,0.013921,0.000416,0.001440,0.001152,0.000384,1.251525
0.395979,0.163908,0.532400,0.068162,0.769047,0.006176,0.049249,0.001024,0.013728,0.000352,0.001473,0.001216,0.000352,1.246885
0.396940,0.219079,0.561968,0.073827,0.860506,0.012160,0.049090,0.001056,0.014272,0.000640,0.001728,0.002112,0.000896,1.348520
0.395435,0.166020,0.531824,0.074082,0.775799,0.005504,0.048353,0.000832,0.014401,0.000384,0.001536,0.001728,0.000288,1.251781
0.395532,0.195366,0.532816,0.069474,0.801752,0.006464,0.049858,0.000832,0.013696,0.000448,0.001472,0.001408,0.000384,1.278694
0.398700,0.156293,0.537136,0.074530,0.773111,0.006528,0.049922,0.000832,0.014048,0.000416,0.001504,0.001313,0.000320,1.254790
0.395660,0.168837,0.536016,0.071618,0.780375,0.007137,0.048993,0.000832,0.014241,0.000384,0.001504,0.001280,0.000352,1.258310
0.394828,0.168293,0.550608,0.105667,0.829560,0.008097,0.048481,0.000800,0.013888,0.000416,0.001504,0.001120,0.000384,1.306183
0.395692,0.173253,0.533680,0.071810,0.783191,0.011456,0.048642,0.000832,0.013984,0.000416,0.001536,0.001216,0.000384,1.265477
0.399468,0.166149,0.531984,0.071650,0.774167,0.005344,0.048193,0.000833,0.013920,0.000448,0.001568,0.001088,0.000352,1.252037
0.416396,0.169189,0.543632,0.070818,0.788055,0.006785,0.048193,0.000864,0.013793,0.000416,0.001568,0.001088,0.000672,1.286566
0.395628,0.168389,0.530960,0.069026,0.771831,0.007392,0.047650,0.000800,0.013888,0.000448,0.001504,0.001120,0.000384,1.247781
0.399884,0.154180,0.531152,0.096003,0.785751,0.011297,0.047713,0.000832,0.013568,0.000416,0.001440,0.001057,0.000416,1.270822
0.395339,0.165956,0.544433,0.069794,0.784408,0.007712,0.047681,0.000832,0.013793,0.000448,0.001504,0.001056,0.000352,1.260005
0.395275,0.193542,0.545680,0.071010,0.814008,0.011553,0.047521,0.000832,0.013473,0.000352,0.001536,0.001056,0.000416,1.293798
0.405900,0.169125,0.555441,0.078434,0.806904,0.010464,0.047522,0.000832,0.013760,0.000384,0.001504,0.000960,0.000384,1.295270
0.399660,0.159684,0.529488,0.065794,0.758966,0.007488,0.047810,0.001056,0.013536,0.000384,0.001536,0.000992,0.000384,1.240452
0.399244,0.165413,0.530256,0.068514,0.767895,0.012320,0.047490,0.000768,0.013760,0.000384,0.001440,0.001024,0.000320,1.251909
0.416876,0.152293,0.541744,0.070050,0.768215,0.005504,0.051553,0.000865,0.014272,0.000416,0.001760,0.001152,0.000608,1.268997
0.399052,0.148836,0.532368,0.070146,0.755670,0.006368,0.047554,0.000832,0.013888,0.000416,0.001440,0.001216,0.000352,1.234660
0.399500,0.172165,0.552432,0.100963,0.830296,0.005409,0.049825,0.000800,0.013889,0.000416,0.001472,0.001184,0.000416,1.311175
0.394988,0.171013,0.539728,0.070146,0.786231,0.005440,0.047906,0.000832,0.013504,0.000384,0.001408,0.001088,0.000416,1.258982
0.395628,0.139076,0.541200,0.070051,0.754903,0.006144,0.047777,0.000832,0.013665,0.000384,0.001472,0.000960,0.000384,1.230309
0.394988,0.134404,0.551312,0.081762,0.771606,0.005281,0.048417,0.000864,0.013537,0.000384,0.001472,0.001312,0.000384,1.244933
0.399372,0.151204,0.530032,0.067330,0.752758,0.005376,0.048386,0.000800,0.013888,0.000416,0.001376,0.001216,0.000352,1.231652
0.400172,0.164293,0.532655,0.072323,0.775223,0.005856,0.048129,0.000864,0.013825,0.000448,0.001408,0.000992,0.000384,1.254725
0.418221,0.199750,0.532336,0.075714,0.814360,0.005440,0.047970,0.001056,0.013856,0.000352,0.001536,0.000992,0.000416,1.312487
0.399148,0.152613,0.530832,0.070562,0.758903,0.012128,0.049058,0.001056,0.014208,0.000384,0.001504,0.001184,0.000384,1.246853
0.394923,0.166212,0.547344,0.078402,0.798551,0.005376,0.048066,0.000800,0.013632,0.000384,0.001472,0.001024,0.000384,1.272325
0.394380,0.155653,0.548080,0.066946,0.775863,0.006336,0.048674,0.000832,0.013440,0.000416,0.001536,0.001120,0.000416,1.249894
0.394348,0.152069,0.533008,0.071522,0.762231,0.005344,0.048097,0.001025,0.013792,0.000416,0.001440,0.000960,0.000448,1.236037
0.399596,0.178022,0.545104,0.069442,0.796760,0.012288,0.049282,0.001056,0.013568,0.000352,0.001408,0.001088,0.000384,1.282982
0.395148,0.163237,0.531791,0.071619,0.770519,0.007104,0.049409,0.000832,0.013761,0.000416,0.001408,0.001024,0.000384,1.247365
0.395276,0.152805,0.532207,0.072834,0.761591,0.006016,0.048353,0.000832,0.013505,0.000384,0.001440,0.001152,0.000384,1.235813
0.436493,0.168613,0.543281,0.073986,0.789528,0.006016,0.048417,0.000800,0.013825,0.000384,0.001472,0.001088,0.000288,1.305543
0.395468,0.163077,0.530640,0.068930,0.766839,0.005344,0.048258,0.000992,0.013856,0.000416,0.001472,0.001056,0.000416,1.241157
0.395532,0.165221,0.549968,0.113156,0.832761,0.013312,0.048193,0.000801,0.013696,0.000416,0.001440,0.001216,0.000352,1.315399
0.395500,0.166757,0.532175,0.068258,0.770806,0.006561,0.047585,0.001056,0.013985,0.000384,0.001408,0.001152,0.000320,1.246693
0.395084,0.164357,0.530544,0.067714,0.766455,0.006688,0.047746,0.000992,0.013888,0.000384,0.001472,0.001152,0.000416,1.241509
0.394859,0.185765,0.541296,0.072098,0.803095,0.011905,0.047617,0.000864,0.013761,0.000384,0.001472,0.001184,0.000352,1.282534
0.396300,0.170245,0.533776,0.070530,0.778391,0.006752,0.047682,0.000832,0.013856,0.000384,0.001440,0.001184,0.000384,1.254693
0.396748,0.166373,0.530928,0.068354,0.769687,0.005376,0.047777,0.000864,0.013825,0.000416,0.001440,0.001152,0.000416,1.245765
0.395467,0.168677,0.531152,0.070882,0.775639,0.013057,0.047777,0.001024,0.013857,0.000416,0.001472,0.001152,0.000352,1.258213
0.395820,0.166789,0.531695,0.069346,0.771543,0.007040,0.047393,0.001120,0.013921,0.000416,0.001472,0.001248,0.000352,1.247237
0.395148,0.167685,0.545936,0.081122,0.798455,0.008033,0.047553,0.000864,0.013537,0.000448,0.001408,0.001088,0.000384,1.273926
0.394604,0.165157,0.532240,0.070818,0.772567,0.005792,0.047425,0.000832,0.013825,0.000416,0.001504,0.001088,0.000416,1.246053
0.394924,0.169285,0.531375,0.070915,0.775607,0.006208,0.047489,0.001056,0.013857,0.000416,0.001472,0.001408,0.000352,1.251333
0.394860,0.184870,0.543248,0.072962,0.805880,0.012416,0.047554,0.001024,0.013920,0.000416,0.001472,0.001217,0.000352,1.287015
0.395404,0.166789,0.532720,0.070402,0.774807,0.005952,0.048130,0.000832,0.013856,0.000384,0.001472,0.001248,0.000352,1.250661
0.396363,0.160293,0.528528,0.067426,0.760311,0.012640,0.047458,0.000832,0.013824,0.000352,0.001536,0.001152,0.000352,1.242596
0.394444,0.170213,0.533392,0.073666,0.781431,0.012064,0.048130,0.001024,0.013824,0.000352,0.001504,0.001120,0.000352,1.263525
0.396171,0.166853,0.530928,0.068738,0.770519,0.005504,0.049058,0.000800,0.013856,0.000384,0.001536,0.001281,0.000352,1.247205
0.395308,0.164261,0.564945,0.083074,0.816824,0.005280,0.048546,0.000832,0.013696,0.000416,0.001472,0.001248,0.000384,1.291558
0.394860,0.166053,0.544464,0.069442,0.784215,0.006273,0.048097,0.001024,0.013952,0.000416,0.001505,0.001184,0.000384,1.259110
0.395020,0.167365,0.531728,0.069186,0.773175,0.005920,0.048098,0.000992,0.013728,0.000416,0.001472,0.001184,0.000384,1.248165
0.413164,0.167909,0.540176,0.070978,0.784184,0.005408,0.047969,0.001024,0.013505,0.000384,0.001440,0.001312,0.000800,1.277158
0.395275,0.167429,0.530320,0.068418,0.770135,0.007168,0.047938,0.001024,0.013504,0.000416,0.001472,0.001184,0.000416,1.246276
0.394636,0.167557,0.532048,0.071746,0.775831,0.006048,0.066370,0.000864,0.013921,0.000416,0.001440,0.001216,0.000640,1.270406
0.395852,0.168069,0.529584,0.067426,0.768567,0.005408,0.047490,0.000832,0.013760,0.000384,0.001440,0.001248,0.000352,1.242021
0.395148,0.151108,0.530416,0.069922,0.755478,0.005408,0.048034,0.000800,0.013824,0.000384,0.001440,0.001216,0.000384,1.230308
0.395628,0.152196,0.547761,0.086498,0.790711,0.007777,0.047553,0.001056,0.013920,0.000417,0.001472,0.001248,0.000352,1.267462
0.394988,0.163397,0.532496,0.071650,0.771287,0.008032,0.047489,0.001056,0.013665,0.000416,0.001472,0.001088,0.000352,1.246629
0.394923,0.167333,0.531600,0.071458,0.774487,0.006017,0.047521,0.000800,0.013824,0.000416,0.001472,0.001121,0.000352,1.247813
0.431469,0.157029,0.529552,0.069890,0.760919,0.006848,0.047617,0.000832,0.013889,0.000416,0.001472,0.001440,0.000288,1.273478
0.397291,0.167301,0.530159,0.068578,0.769558,0.005377,0.048097,0.001024,0.013920,0.000320,0.001344,0.001216,0.000384,1.246149
0.396204,0.166981,0.541776,0.094147,0.808312,0.009697,0.048225,0.000832,0.013888,0.000416,0.001505,0.001216,0.000384,1.289703
0.395788,0.171141,0.531344,0.070434,0.776887,0.005313,0.048161,0.000864,0.013696,0.000384,0.001409,0.001216,0.000416,1.252838
0.396908,0.168901,0.531728,0.071714,0.777431,0.012064,0.048386,0.001056,0.013888,0.000384,0.001440,0.001312,0.000672,1.262437
0.396332,0.187046,0.536207,0.071746,0.799416,0.011872,0.048545,0.000864,0.013952,0.000384,0.001344,0.001440,0.000416,1.281798
