Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],IN[10],INFER[10-10],OUT[10],TEE[10-10],classifier
0.401196,0.017729,0.192165,0.005248,0.047138,0.000800,0.013472,0.000384,0.001504,0.001088,0.106180,0.032193,0.000064,0.140709,0.828537
0.395404,0.017729,0.191205,0.004864,0.047586,0.000768,0.013472,0.000384,0.001408,0.001024,0.103651,0.033409,0.000064,0.139396,0.819992
0.395948,0.017761,0.207206,0.005344,0.047521,0.000800,0.013409,0.000384,0.001408,0.000992,0.105635,0.031329,0.000096,0.139460,0.837241
0.395467,0.017601,0.191397,0.004961,0.047201,0.000544,0.013440,0.000352,0.001409,0.000992,0.104323,0.030913,0.000064,0.137604,0.817752
0.400204,0.017537,0.191301,0.004801,0.047137,0.000768,0.013536,0.000384,0.001408,0.000992,0.105187,0.033889,0.000064,0.141541,0.826329
0.395916,0.017665,0.191525,0.004864,0.047074,0.000800,0.013472,0.000416,0.001472,0.001152,0.108036,0.034657,0.000032,0.145157,0.827001
0.413389,0.017568,0.191334,0.004800,0.047233,0.000992,0.013441,0.000352,0.001408,0.001120,0.106659,0.037441,0.000064,0.146788,0.845209
0.396684,0.017696,0.191654,0.004896,0.047458,0.000832,0.013632,0.000352,0.001504,0.001152,0.108387,0.032993,0.000032,0.143909,0.827353
0.400299,0.017505,0.191366,0.004896,0.047169,0.000800,0.013537,0.000352,0.001600,0.001184,0.105827,0.033633,0.000064,0.141860,0.827288
0.400012,0.017632,0.191846,0.004896,0.047425,0.000896,0.013601,0.000352,0.001696,0.001184,0.107299,0.031201,0.000032,0.141060,0.827384
0.396364,0.017665,0.191653,0.005184,0.047074,0.000800,0.013440,0.000416,0.001600,0.001152,0.108036,0.034241,0.000064,0.144805,0.827417
0.396652,0.017536,0.191782,0.004832,0.047714,0.000768,0.013376,0.000384,0.001504,0.001056,0.106755,0.033697,0.000096,0.142980,0.825432
0.396076,0.017376,0.191622,0.005248,0.048642,0.000960,0.013472,0.000384,0.001376,0.001152,0.104451,0.032929,0.000064,0.139716,0.822872
0.395467,0.017504,0.192230,0.004864,0.048033,0.000992,0.013537,0.000352,0.001440,0.001152,0.121027,0.032544,0.000064,0.156773,0.839769
0.396268,0.017824,0.192262,0.004832,0.047073,0.000832,0.013600,0.000352,0.001472,0.001152,0.106627,0.036385,0.000064,0.145380,0.828568
0.395756,0.017568,0.191526,0.005248,0.047394,0.000960,0.013440,0.000384,0.001600,0.001024,0.104067,0.033121,0.000096,0.139684,0.821336
0.400619,0.017728,0.191430,0.004800,0.047489,0.000800,0.013441,0.000416,0.001440,0.001088,0.108963,0.033345,0.000064,0.144612,0.830744
0.400587,0.017473,0.210470,0.005152,0.047394,0.000832,0.013440,0.000384,0.001472,0.001152,0.108580,0.038081,0.000032,0.149061,0.855418
0.396172,0.017281,0.192101,0.004864,0.047426,0.000800,0.013376,0.000352,0.001472,0.001056,0.108708,0.033345,0.000032,0.144485,0.826297
0.399659,0.017665,0.191750,0.004832,0.047169,0.000768,0.013409,0.000384,0.001472,0.001120,0.109987,0.034113,0.000064,0.146436,0.831544
0.396043,0.017952,0.191558,0.004896,0.047073,0.000800,0.013409,0.000384,0.001440,0.001088,0.106019,0.035201,0.000096,0.143652,0.825560
0.417068,0.017825,0.191205,0.005280,0.047298,0.000992,0.013504,0.000352,0.001408,0.001120,0.108068,0.038497,0.000032,0.149381,0.852121
0.396236,0.017633,0.191493,0.004896,0.047234,0.000800,0.013408,0.000352,0.001536,0.001056,0.104003,0.032801,0.000032,0.139012,0.820248
0.400748,0.017729,0.191205,0.005248,0.047426,0.000992,0.013440,0.000352,0.001408,0.001120,0.098179,0.032001,0.000032,0.132452,0.819000
0.399980,0.017729,0.191109,0.004864,0.047329,0.000768,0.013504,0.000384,0.001472,0.001088,0.107587,0.035137,0.000064,0.145156,0.830457
0.415980,0.017729,0.191398,0.004896,0.047073,0.000576,0.013441,0.000384,0.001440,0.001056,0.102499,0.032609,0.000064,0.137508,0.838425
0.399307,0.017761,0.191238,0.004992,0.047233,0.000928,0.013441,0.000352,0.001376,0.001056,0.102051,0.032897,0.000064,0.137604,0.822200
0.400684,0.017601,0.191494,0.005056,0.047873,0.000832,0.013441,0.000352,0.001472,0.001088,0.107363,0.033249,0.000064,0.142980,0.830041
0.395307,0.017697,0.191781,0.004865,0.047585,0.000544,0.013536,0.000352,0.001376,0.001088,0.104995,0.032801,0.000064,0.140228,0.821432
0.395660,0.017568,0.191878,0.004928,0.047522,0.000800,0.013440,0.000352,0.001408,0.001056,0.097475,0.033089,0.000032,0.132868,0.814552
0.396107,0.017729,0.191782,0.005248,0.047521,0.000864,0.013473,0.000384,0.001472,0.001088,0.106307,0.032769,0.000064,0.141284,0.824408
0.395851,0.017665,0.191397,0.005024,0.047521,0.000800,0.013409,0.000384,0.001504,0.001024,0.101379,0.034369,0.000064,0.138020,0.819576
0.395852,0.017569,0.191365,0.020609,0.047649,0.000832,0.013473,0.000352,0.001408,0.001120,0.104739,0.033761,0.000064,0.140964,0.839321
0.399340,0.017440,0.191334,0.004864,0.047489,0.000832,0.013504,0.000384,0.001376,0.000992,0.115523,0.033025,0.000032,0.150852,0.835353
0.396748,0.017857,0.192037,0.005216,0.047714,0.000832,0.013568,0.000416,0.001600,0.001120,0.104100,0.031040,0.000064,0.137701,0.823065
0.396683,0.017793,0.191558,0.005056,0.047905,0.000768,0.013473,0.000352,0.001504,0.001216,0.103971,0.032545,0.000064,0.138884,0.822040
0.415245,0.017856,0.191974,0.005216,0.047714,0.000800,0.013408,0.000384,0.001472,0.001088,0.102147,0.037537,0.000032,0.142020,0.843929
0.402540,0.017664,0.192038,0.004864,0.047714,0.000800,0.013472,0.000352,0.001536,0.001152,0.106371,0.033985,0.000096,0.142852,0.832024
0.400364,0.017441,0.191301,0.004896,0.047330,0.000800,0.013536,0.000352,0.001696,0.001120,0.104419,0.032961,0.000064,0.140068,0.825913
0.399500,0.017441,0.191301,0.004896,0.047010,0.000832,0.013408,0.000384,0.001472,0.001088,0.104259,0.034849,0.000064,0.141253,0.825305
0.414604,0.017505,0.191334,0.004864,0.047457,0.000832,0.013473,0.000352,0.001408,0.001056,0.106883,0.033377,0.000032,0.142628,0.843481
0.399819,0.017664,0.191558,0.004896,0.047361,0.000544,0.013505,0.000352,0.001408,0.001024,0.102755,0.034881,0.000064,0.140100,0.825080
0.399787,0.017601,0.191398,0.005056,0.047425,0.000736,0.013441,0.000384,0.001376,0.001120,0.102179,0.034657,0.000064,0.139044,0.824504
0.395787,0.017729,0.191941,0.004897,0.047073,0.000768,0.013504,0.000384,0.001473,0.001088,0.095778,0.029377,0.000032,0.127395,0.808600
0.396876,0.017792,0.192710,0.004864,0.047234,0.000832,0.013600,0.000384,0.001472,0.001120,0.104163,0.030721,0.000032,0.137508,0.823256
0.395308,0.017600,0.191686,0.004800,0.046978,0.000768,0.013408,0.000384,0.001536,0.001056,0.100675,0.032481,0.000096,0.135556,0.816088
0.395467,0.017569,0.191942,0.004864,0.047041,0.000576,0.013377,0.000384,0.001408,0.001056,0.101635,0.033537,0.000032,0.137508,0.818264
0.394924,0.017792,0.191782,0.004800,0.047233,0.000801,0.013472,0.000384,0.001408,0.001088,0.122980,0.034689,0.000128,0.160645,0.841625
0.394988,0.017761,0.191557,0.004864,0.047458,0.000800,0.013408,0.000352,0.001440,0.001120,0.096227,0.032705,0.000064,0.131460,0.812152
0.400364,0.017664,0.191462,0.004864,0.047202,0.000832,0.013408,0.000384,0.001472,0.001088,0.100291,0.030113,0.000064,0.132708,0.818232
0.395660,0.017536,0.191718,0.004928,0.047425,0.000800,0.013441,0.000320,0.001440,0.001024,0.106019,0.033857,0.000064,0.142468,0.824408
0.395819,0.017728,0.210438,0.005248,0.047137,0.000736,0.013472,0.000352,0.001440,0.001152,0.102339,0.033121,0.000064,0.138181,0.839289
0.399980,0.017665,0.191334,0.004896,0.047137,0.000608,0.013505,0.000384,0.001440,0.001120,0.102243,0.032897,0.000064,0.137444,0.822489
0.399596,0.017505,0.191590,0.004864,0.047073,0.000544,0.013345,0.000384,0.001504,0.001056,0.098435,0.028064,0.000064,0.129123,0.813241
0.399532,0.017569,0.191397,0.004833,0.047041,0.000832,0.013536,0.000320,0.001440,0.001152,0.106500,0.030049,0.000032,0.138821,0.824409
0.412972,0.017568,0.191878,0.005248,0.047074,0.000832,0.013472,0.000352,0.001408,0.001056,0.127108,0.054050,0.000064,0.183590,0.882202
0.399404,0.017408,0.191461,0.004928,0.047010,0.000576,0.013440,0.000384,0.001504,0.001056,0.101603,0.033857,0.000032,0.137956,0.821944
0.395500,0.017472,0.191238,0.004864,0.047330,0.000800,0.013408,0.000352,0.001472,0.001120,0.104995,0.034977,0.000064,0.142180,0.822968
0.396044,0.017536,0.191942,0.005024,0.047042,0.000576,0.013440,0.000384,0.001504,0.001056,0.105155,0.033537,0.000032,0.140996,0.822456
0.395660,0.017761,0.191877,0.004864,0.047105,0.000960,0.013408,0.000352,0.001440,0.001152,0.105796,0.033761,0.000064,0.142085,0.823993
0.400588,0.017729,0.191333,0.005185,0.047457,0.000768,0.013504,0.000384,0.001472,0.001152,0.108355,0.032897,0.000096,0.143685,0.832601
0.397067,0.017729,0.191590,0.004864,0.047361,0.000608,0.013473,0.000352,0.001472,0.001216,0.109027,0.032705,0.000096,0.144068,0.826520
0.396331,0.017537,0.191622,0.004896,0.047073,0.000608,0.013441,0.000352,0.001440,0.001088,0.121731,0.038978,0.000032,0.163397,0.844537
0.400204,0.017728,0.191462,0.004896,0.047169,0.000800,0.013376,0.000320,0.001408,0.001120,0.101251,0.030785,0.000064,0.134372,0.819864
0.395564,0.017537,0.191365,0.004833,0.047073,0.000800,0.013568,0.000352,0.001505,0.001152,0.107043,0.029857,0.000032,0.139428,0.821977
0.395948,0.017505,0.191557,0.004864,0.047073,0.000640,0.013376,0.000384,0.001472,0.001088,0.095235,0.031553,0.000032,0.129124,0.809688
0.399627,0.017632,0.224231,0.005440,0.047201,0.000576,0.013409,0.000352,0.001472,0.001120,0.110467,0.033409,0.000032,0.146372,0.864281
0.399884,0.017729,0.191494,0.004864,0.047169,0.000800,0.013537,0.000384,0.001440,0.001184,0.105891,0.034721,0.000096,0.143044,0.828409
0.395116,0.017473,0.191365,0.004832,0.047138,0.000576,0.013536,0.000352,0.001440,0.001024,0.103715,0.033697,0.000032,0.139876,0.820056
0.394955,0.017728,0.191334,0.004832,0.047105,0.000800,0.013473,0.000384,0.001408,0.001088,0.102723,0.033153,0.000064,0.138468,0.818424
0.413933,0.017568,0.191494,0.004896,0.047074,0.000576,0.013472,0.000352,0.001472,0.001088,0.106051,0.032129,0.000064,0.140708,0.841273
0.394924,0.017760,0.191750,0.004896,0.047105,0.000576,0.013473,0.000384,0.001440,0.001120,0.103875,0.032609,0.000096,0.138820,0.818648
0.399884,0.017377,0.191365,0.004864,0.047042,0.000576,0.013568,0.000352,0.001440,0.001024,0.101443,0.038146,0.000064,0.141957,0.826233
0.399852,0.017536,0.191654,0.004864,0.047042,0.000544,0.013440,0.000352,0.001440,0.001056,0.102275,0.034241,0.000064,0.138852,0.823288
0.413740,0.017633,0.191589,0.004865,0.047201,0.000768,0.013536,0.000384,0.001504,0.001121,0.100707,0.031232,0.000065,0.134468,0.834265
0.395500,0.017760,0.192134,0.004832,0.047458,0.000768,0.013440,0.000352,0.001440,0.000992,0.103331,0.030241,0.000064,0.135972,0.817272
0.401259,0.017536,0.191558,0.005248,0.047201,0.000704,0.013729,0.000352,0.001472,0.001088,0.101795,0.034689,0.000032,0.138724,0.825880
0.400492,0.017664,0.191398,0.005216,0.047329,0.001024,0.013441,0.000352,0.001504,0.001088,0.103971,0.033985,0.000064,0.140324,0.826712
0.395915,0.017601,0.192038,0.005280,0.047297,0.000992,0.013441,0.000384,0.001472,0.001088,0.103651,0.034561,0.000064,0.140516,0.823224
0.399788,0.017569,0.191141,0.004896,0.047138,0.000640,0.013440,0.000352,0.001504,0.001120,0.100579,0.038114,0.000064,0.140933,0.825145
0.399724,0.017537,0.191494,0.004832,0.047393,0.000800,0.013441,0.000352,0.001568,0.001120,0.106467,0.033089,0.000064,0.142148,0.828153
0.399884,0.017537,0.191845,0.004865,0.047041,0.000544,0.013408,0.000384,0.001408,0.001056,0.117507,0.032961,0.000064,0.152708,0.837273
0.400684,0.017729,0.192037,0.004897,0.047457,0.000576,0.013472,0.000384,0.001472,0.001216,0.098722,0.030817,0.000032,0.131779,0.818776
0.396460,0.017664,0.191526,0.004960,0.047106,0.000768,0.013536,0.000352,0.001472,0.001056,0.106755,0.034209,0.000032,0.143332,0.825176
0.396716,0.017633,0.191205,0.005280,0.047330,0.000800,0.013600,0.000352,0.001440,0.001120,0.107364,0.029921,0.000064,0.140037,0.823065
0.396396,0.017664,0.210726,0.005088,0.047329,0.000736,0.013793,0.000384,0.001536,0.001120,0.096611,0.032353,0.000064,0.131268,0.833145
0.396940,0.017632,0.191046,0.005376,0.047522,0.000768,0.013408,0.000384,0.001440,0.001024,0.101187,0.033697,0.000064,0.137380,0.819960
0.400364,0.017664,0.191910,0.005312,0.047329,0.000800,0.013537,0.000352,0.001632,0.001184,0.109475,0.031009,0.000096,0.143332,0.830264
0.398060,0.017472,0.192358,0.004960,0.047265,0.000736,0.013473,0.000384,0.001472,0.001120,0.103427,0.034465,0.000064,0.140324,0.824344
0.421644,0.017761,0.191782,0.004832,0.047425,0.001056,0.013473,0.000416,0.001472,0.001120,0.108867,0.041409,0.000064,0.152964,0.860953
0.396492,0.017728,0.192198,0.005248,0.047170,0.000800,0.013696,0.000352,0.001408,0.001024,0.102947,0.034337,0.000096,0.139684,0.822680
0.401740,0.017760,0.192518,0.005280,0.047362,0.000800,0.013440,0.000352,0.001664,0.001024,0.105699,0.034049,0.000032,0.142084,0.830616
0.400460,0.017792,0.192038,0.005248,0.047201,0.000832,0.013409,0.000384,0.001408,0.001024,0.102659,0.031361,0.000096,0.136388,0.823064
0.399852,0.017569,0.191653,0.004865,0.047233,0.000736,0.013472,0.000352,0.001472,0.001025,0.102755,0.034561,0.000064,0.139812,0.824729
0.397131,0.017793,0.191750,0.005120,0.047233,0.000800,0.013409,0.000352,0.001440,0.001120,0.106275,0.035009,0.000032,0.143620,0.827000
0.400396,0.017537,0.191429,0.005281,0.047489,0.000832,0.013440,0.000352,0.001440,0.001088,0.103651,0.033697,0.000064,0.139716,0.825785
0.395948,0.017569,0.192325,0.005248,0.047458,0.000800,0.013504,0.000352,0.001408,0.001056,0.119844,0.036097,0.000064,0.158917,0.841561
0.396235,0.017569,0.191558,0.005600,0.047553,0.000800,0.013505,0.000352,0.001504,0.001216,0.105251,0.034081,0.000064,0.141956,0.824760
0.396172,0.017825,0.191461,0.005248,0.047298,0.000992,0.013376,0.000352,0.001472,0.001152,0.103715,0.033441,0.000096,0.139333,0.821689
0.400108,0.017601,0.191589,0.004832,0.047138,0.000800,0.013472,0.000320,0.001408,0.001152,0.104547,0.031841,0.000032,0.138724,0.824056
0.400332,0.017761,0.210214,0.005120,0.047170,0.000800,0.013440,0.000352,0.001408,0.001120,0.104771,0.033889,0.000064,0.141348,0.847065
0.401484,0.017792,0.194342,0.005280,0.047106,0.000800,0.013568,0.000384,0.001440,0.001184,0.105251,0.034145,0.000032,0.141668,0.832089
0.396844,0.017761,0.192357,0.004832,0.047330,0.000768,0.013472,0.000352,0.001408,0.001152,0.101539,0.030433,0.000064,0.134564,0.817784
0.401420,0.017664,0.191814,0.005280,0.047170,0.000800,0.013536,0.000384,0.001440,0.001056,0.103491,0.033601,0.000032,0.139524,0.826936
0.412300,0.017665,0.191877,0.005281,0.047073,0.000800,0.013568,0.000384,0.001601,0.001184,0.109379,0.038081,0.000064,0.149988,0.849913
0.399852,0.017665,0.191846,0.005248,0.047169,0.000992,0.013409,0.000384,0.001440,0.001024,0.102019,0.032289,0.000064,0.136740,0.822105
0.395340,0.017665,0.191941,0.004897,0.047169,0.000800,0.013408,0.000416,0.001440,0.001057,0.104835,0.033985,0.000096,0.141412,0.822393
0.399852,0.017536,0.191654,0.004864,0.047137,0.000736,0.013409,0.000384,0.001440,0.001184,0.106243,0.032929,0.000032,0.141540,0.826584
0.413324,0.017888,0.191366,0.005248,0.047330,0.001056,0.013440,0.000352,0.001472,0.001056,0.107267,0.034114,0.000032,0.143941,0.844249
0.396812,0.017601,0.191941,0.004864,0.047522,0.000800,0.013632,0.000352,0.001504,0.001088,0.107332,0.033761,0.000064,0.143557,0.826553
0.396044,0.017792,0.191494,0.004896,0.047105,0.000576,0.013441,0.000352,0.001376,0.001152,0.102179,0.031265,0.000064,0.136036,0.816824
0.396044,0.017793,0.191365,0.004896,0.047138,0.000800,0.013472,0.000416,0.001344,0.001056,0.100643,0.033313,0.000096,0.136100,0.816920
0.397163,0.017569,0.194310,0.004928,0.047297,0.000800,0.013537,0.000384,0.001408,0.001184,0.096963,0.030913,0.000064,0.130436,0.816504
0.397548,0.017472,0.191814,0.004832,0.047426,0.000832,0.013568,0.000352,0.001408,0.001088,0.096451,0.029409,0.000032,0.128804,0.811448
0.400844,0.017792,0.191909,0.005248,0.047490,0.000832,0.013472,0.000352,0.001408,0.001184,0.105891,0.034210,0.000032,0.142661,0.830969
0.395916,0.020960,0.192134,0.005280,0.062146,0.000832,0.013473,0.000416,0.001408,0.000928,0.105731,0.034561,0.000064,0.142980,0.843769
0.396140,0.017760,0.192678,0.004832,0.047137,0.000992,0.013377,0.000352,0.001408,0.000960,0.112643,0.032737,0.000032,0.148356,0.830616
0.396460,0.017600,0.192422,0.004864,0.047106,0.000832,0.013472,0.000352,0.001344,0.001056,0.099267,0.031681,0.000064,0.133572,0.815544
0.395948,0.017408,0.191494,0.004832,0.047490,0.000576,0.013408,0.000352,0.001376,0.000928,0.104867,0.038914,0.000096,0.148549,0.828953
0.395788,0.017792,0.206790,0.004864,0.047106,0.000800,0.013568,0.000384,0.001376,0.000928,0.111300,0.030209,0.000096,0.143941,0.840281
0.397835,0.017345,0.191942,0.004832,0.047201,0.000608,0.013505,0.000320,0.001376,0.000960,0.098947,0.035041,0.000128,0.136516,0.818616
0.395116,0.017345,0.191653,0.005280,0.047266,0.000608,0.013376,0.000384,0.001376,0.001120,0.096995,0.034337,0.000128,0.135108,0.815480
0.396651,0.017505,0.191590,0.004832,0.047393,0.000864,0.013441,0.000352,0.001376,0.000992,0.107555,0.038497,0.000064,0.148804,0.830040
0.416461,0.017792,0.191590,0.004832,0.047073,0.000736,0.013569,0.000384,0.001408,0.001120,0.108835,0.037825,0.000064,0.149220,0.851961
0.396779,0.017505,0.191558,0.005248,0.047169,0.000640,0.013601,0.000384,0.001504,0.001056,0.097123,0.034977,0.000032,0.134628,0.816504
0.395467,0.017505,0.191526,0.004800,0.047265,0.000800,0.013441,0.000352,0.001344,0.000992,0.093443,0.035713,0.000064,0.131780,0.811224
0.395243,0.017761,0.191333,0.004800,0.047329,0.000768,0.013472,0.000384,0.001440,0.000960,0.102051,0.033985,0.000064,0.139940,0.819960
0.409100,0.017792,0.191174,0.005216,0.047170,0.000960,0.013408,0.000384,0.001344,0.000832,0.096131,0.034753,0.000032,0.133380,0.827192
0.400396,0.017537,0.192581,0.004865,0.047169,0.000800,0.013824,0.000352,0.001505,0.001120,0.105379,0.035169,0.000064,0.142820,0.829721
0.395883,0.017729,0.191686,0.005280,0.047713,0.000832,0.013473,0.000384,0.001344,0.000960,0.107619,0.035105,0.000096,0.147460,0.830712
0.396076,0.017760,0.192357,0.004832,0.047458,0.000800,0.013536,0.000352,0.001472,0.000992,0.096387,0.032609,0.000096,0.132996,0.814904
0.406604,0.017633,0.191558,0.005280,0.047457,0.000800,0.013473,0.000384,0.001504,0.000928,0.095171,0.034849,0.000064,0.133924,0.826041
0.400364,0.017601,0.192389,0.005280,0.047202,0.000800,0.013536,0.000352,0.001408,0.001120,0.100963,0.034561,0.000064,0.137668,0.824504
0.400940,0.017600,0.191334,0.004960,0.047074,0.000768,0.013568,0.000352,0.001728,0.001184,0.109987,0.029825,0.000064,0.142308,0.829816
0.400140,0.017568,0.191654,0.004896,0.047201,0.000832,0.013761,0.000352,0.001408,0.001056,0.105027,0.035169,0.000064,0.142980,0.828504
0.396332,0.017601,0.191077,0.005025,0.047393,0.000768,0.013504,0.000352,0.001408,0.000993,0.096866,0.034497,0.000096,0.135364,0.816441
