Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-10],OUT[10],TEE[7-10],classifier
0.400428,0.017696,0.191878,0.004800,0.047682,0.000640,0.013696,0.106051,0.045634,0.062401,0.216966,0.900090
0.397196,0.017856,0.191302,0.004992,0.047905,0.000832,0.013632,0.106627,0.036449,0.062306,0.208070,0.887546
0.411276,0.017856,0.192294,0.005216,0.047586,0.000800,0.013632,0.109219,0.037890,0.062305,0.212871,0.908283
0.397004,0.017728,0.192326,0.005312,0.047778,0.000544,0.013440,0.106083,0.035457,0.059170,0.203686,0.883482
0.395627,0.017888,0.191942,0.005408,0.047169,0.000640,0.013665,0.108131,0.037921,0.060738,0.209862,0.888250
0.401292,0.017440,0.213831,0.005376,0.047265,0.000608,0.013505,0.102339,0.040481,0.059586,0.205350,0.911643
0.401132,0.018016,0.192134,0.005280,0.047170,0.000832,0.013632,0.114979,0.038530,0.062913,0.219878,0.905659
0.395851,0.017825,0.192038,0.005280,0.048417,0.000896,0.013889,0.110883,0.046657,0.063298,0.224134,0.904282
0.401996,0.017985,0.192485,0.005313,0.048289,0.000832,0.013728,0.109284,0.038081,0.061634,0.212039,0.898747
0.414156,0.018016,0.192646,0.005024,0.048386,0.000832,0.013888,0.108611,0.042434,0.061634,0.215943,0.914971
0.401292,0.017569,0.192422,0.005280,0.048289,0.000832,0.013665,0.108995,0.038977,0.063330,0.214886,0.901563
0.397036,0.018016,0.192550,0.005248,0.047970,0.000800,0.013440,0.105283,0.040225,0.061218,0.209798,0.891066
0.397804,0.017728,0.208967,0.005312,0.048033,0.000800,0.013569,0.109475,0.048545,0.062018,0.223174,0.923771
0.400236,0.017824,0.192166,0.004832,0.047841,0.000832,0.013889,0.105923,0.039073,0.064610,0.212550,0.895962
0.400716,0.017729,0.192453,0.004800,0.047874,0.000800,0.013792,0.107235,0.036193,0.063169,0.210023,0.895451
0.403340,0.017569,0.191877,0.004864,0.047682,0.000800,0.013888,0.107108,0.039169,0.061314,0.210791,0.896923
0.420877,0.018016,0.191878,0.005280,0.048097,0.000833,0.014400,0.115971,0.038210,0.061697,0.219078,0.925851
0.397484,0.017889,0.192485,0.005313,0.048353,0.000800,0.013632,0.106980,0.038721,0.061698,0.210471,0.892283
0.395819,0.017889,0.191974,0.005312,0.048417,0.000832,0.014081,0.110627,0.038561,0.061218,0.213382,0.893946
0.401708,0.017889,0.192294,0.005312,0.065922,0.000896,0.013920,0.108131,0.039170,0.061890,0.212327,0.916700
0.397068,0.017697,0.192069,0.005313,0.049793,0.000576,0.013601,0.108387,0.036321,0.060258,0.208038,0.890171
0.396108,0.017729,0.192997,0.004801,0.048193,0.000800,0.013664,0.109060,0.035329,0.059106,0.206983,0.887291
0.396076,0.017888,0.191910,0.005344,0.047425,0.000832,0.013696,0.109123,0.035777,0.059042,0.207174,0.887066
0.416332,0.017761,0.192326,0.005280,0.047873,0.000768,0.013825,0.105347,0.039169,0.064994,0.212742,0.912923
0.396364,0.017888,0.191846,0.005152,0.047682,0.000800,0.013952,0.102947,0.036353,0.062082,0.204550,0.884346
0.398124,0.017888,0.192902,0.005248,0.049026,0.000768,0.013536,0.106307,0.040322,0.059713,0.209862,0.893050
0.395948,0.018017,0.192709,0.005313,0.049025,0.000800,0.034049,0.113443,0.049313,0.063618,0.229415,0.933308
0.401131,0.017601,0.193414,0.005376,0.047841,0.000800,0.013761,0.107331,0.038273,0.061378,0.209862,0.895930
0.400492,0.017345,0.192901,0.005281,0.047841,0.000800,0.013568,0.106468,0.038529,0.062338,0.210343,0.894939
0.400428,0.017377,0.192870,0.005248,0.047585,0.000672,0.013569,0.107171,0.042401,0.060354,0.212838,0.896251
0.411084,0.017441,0.192325,0.005313,0.048225,0.000832,0.013984,0.106755,0.038145,0.069602,0.217799,0.913467
0.401004,0.017473,0.192709,0.005248,0.048193,0.000800,0.013889,0.099907,0.043873,0.059138,0.205862,0.890971
0.396843,0.017377,0.193222,0.005280,0.047937,0.000832,0.013505,0.109827,0.040865,0.060482,0.214406,0.896762
0.397292,0.017472,0.191942,0.005248,0.047745,0.000832,0.013633,0.135204,0.039201,0.060514,0.237927,0.918267
0.400972,0.017504,0.192774,0.004864,0.048002,0.000800,0.013600,0.113091,0.036289,0.062273,0.214950,0.900795
0.396203,0.017953,0.193030,0.005216,0.047841,0.000800,0.013697,0.104515,0.038753,0.064162,0.210278,0.891258
0.397132,0.017984,0.191910,0.005248,0.048290,0.000832,0.013856,0.114275,0.041345,0.061026,0.220071,0.902331
0.410028,0.017824,0.192294,0.005280,0.048098,0.000832,0.014048,0.109027,0.047330,0.064514,0.224039,0.918683
0.395787,0.017825,0.191558,0.005248,0.047713,0.000800,0.014113,0.103299,0.036225,0.059650,0.202374,0.881754
0.400332,0.017825,0.192485,0.005345,0.048129,0.000800,0.013472,0.106148,0.035521,0.059905,0.204550,0.888859
0.397100,0.017697,0.192933,0.005248,0.048354,0.000832,0.013728,0.130020,0.040673,0.063970,0.238215,0.920443
0.399852,0.017888,0.192518,0.005248,0.048002,0.000640,0.013760,0.105795,0.038561,0.062082,0.209414,0.893210
0.401900,0.017569,0.192229,0.005089,0.047681,0.000768,0.013856,0.109508,0.036417,0.061122,0.210375,0.896155
0.400331,0.017856,0.193254,0.005312,0.049313,0.000736,0.013697,0.104739,0.042081,0.059682,0.209766,0.896410
0.420716,0.017633,0.192358,0.004864,0.049089,0.000800,0.013697,0.106435,0.039489,0.061090,0.210534,0.915835
0.397131,0.017825,0.192262,0.005280,0.048321,0.000576,0.014145,0.101923,0.037089,0.058306,0.200166,0.881626
0.400780,0.017697,0.192486,0.004896,0.048065,0.000608,0.013665,0.113315,0.037953,0.063010,0.217766,0.903099
0.400684,0.017888,0.192262,0.005344,0.048514,0.000832,0.013568,0.133444,0.037537,0.060642,0.234951,0.919995
