Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-4],OUT[4],TEE[4-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.397260,0.036801,0.192006,0.005184,0.110947,0.082595,0.062882,0.259720,0.000832,0.014304,0.000608,0.001568,0.001216,0.000384,0.917787
0.400747,0.017824,0.191366,0.005152,0.115107,0.082563,0.066338,0.267080,0.000864,0.014464,0.000352,0.001696,0.001120,0.000416,0.908858
0.395403,0.017537,0.191653,0.005121,0.117859,0.088611,0.062722,0.272680,0.001088,0.015136,0.000384,0.001472,0.001152,0.000352,0.909050
0.394540,0.017633,0.191301,0.005217,0.116355,0.087811,0.062529,0.270280,0.001248,0.014176,0.000672,0.001440,0.000896,0.000352,0.905307
0.395019,0.017569,0.191558,0.005248,0.103491,0.085794,0.061730,0.254215,0.000768,0.014177,0.000640,0.001472,0.001280,0.000384,0.890010
0.395660,0.017600,0.191718,0.004992,0.106435,0.089027,0.061762,0.260456,0.000928,0.014304,0.000416,0.001472,0.000864,0.000384,0.895130
0.395148,0.017600,0.191878,0.004864,0.106531,0.087299,0.068962,0.266120,0.001184,0.014240,0.000384,0.001408,0.000865,0.000384,0.900795
0.395467,0.017889,0.206406,0.005152,0.108132,0.080130,0.066050,0.257128,0.000736,0.014112,0.000640,0.001440,0.000992,0.000288,0.907099
0.395020,0.017697,0.191717,0.004832,0.111492,0.085186,0.062434,0.262696,0.000704,0.014177,0.000640,0.001504,0.000960,0.000384,0.897947
0.395052,0.017664,0.191558,0.004864,0.108067,0.084707,0.060194,0.255944,0.000704,0.014272,0.000672,0.001440,0.000928,0.000384,0.889722
0.396652,0.017537,0.192357,0.005185,0.116419,0.081474,0.062946,0.263975,0.000672,0.014689,0.000384,0.001536,0.001216,0.000448,0.902267
0.400012,0.017664,0.191718,0.005056,0.114948,0.080642,0.062050,0.260648,0.000704,0.014176,0.000608,0.001440,0.001120,0.000384,0.901115
0.395404,0.017857,0.192229,0.005185,0.145284,0.090403,0.073410,0.312265,0.000960,0.014112,0.000416,0.001440,0.000896,0.000352,0.947772
0.394732,0.017920,0.191302,0.004800,0.111364,0.091394,0.060866,0.266856,0.001216,0.014817,0.000384,0.001472,0.000832,0.000352,0.901019
0.395371,0.017664,0.216678,0.005249,0.116963,0.085635,0.061506,0.267528,0.000768,0.015488,0.000352,0.001504,0.000896,0.000352,0.931099
0.395724,0.017728,0.191270,0.005056,0.119044,0.082082,0.063138,0.267656,0.000896,0.014273,0.000608,0.001504,0.001152,0.000352,0.904187
0.395403,0.017536,0.191910,0.004896,0.117347,0.081507,0.066082,0.268488,0.000960,0.015296,0.000608,0.001504,0.001408,0.000576,0.907195
0.395212,0.017441,0.192133,0.005313,0.114915,0.082818,0.064770,0.265607,0.000736,0.014465,0.000416,0.001504,0.001152,0.000576,0.901787
0.395180,0.017824,0.192070,0.005024,0.115172,0.083010,0.069634,0.271336,0.000864,0.014465,0.000384,0.001504,0.001120,0.000416,0.908027
0.395532,0.017537,0.191781,0.005089,0.111907,0.082594,0.063202,0.260711,0.000640,0.014145,0.000384,0.001472,0.001120,0.000352,0.896603
0.394572,0.017313,0.191813,0.005281,0.113987,0.086819,0.062753,0.266535,0.000672,0.014017,0.000384,0.001472,0.001120,0.000416,0.900667
0.394667,0.017665,0.209158,0.005280,0.112004,0.086498,0.061826,0.264744,0.000704,0.013985,0.000384,0.001504,0.001088,0.000416,0.916891
0.394828,0.017536,0.191878,0.004992,0.113764,0.081058,0.061314,0.258984,0.000704,0.014208,0.000384,0.001504,0.001152,0.000352,0.893627
0.399435,0.017537,0.191494,0.005120,0.122851,0.081987,0.064290,0.272328,0.000896,0.014656,0.000416,0.001504,0.001120,0.000416,0.911803
0.396012,0.017440,0.191398,0.005376,0.112452,0.081122,0.069250,0.265704,0.000928,0.014753,0.000416,0.001504,0.001088,0.000352,0.902235
0.395212,0.017473,0.191397,0.004896,0.112548,0.082050,0.075234,0.272776,0.001152,0.014273,0.000576,0.001408,0.001088,0.000576,0.908219
0.396684,0.017408,0.191430,0.004896,0.115940,0.080770,0.061250,0.260808,0.000832,0.014176,0.000352,0.001472,0.001024,0.000352,0.896091
0.400076,0.017505,0.191269,0.005248,0.113284,0.080258,0.063298,0.259816,0.000672,0.014593,0.000640,0.001440,0.001088,0.000512,0.900507
0.394860,0.017632,0.210823,0.005184,0.116899,0.086691,0.068770,0.275400,0.001024,0.014816,0.000384,0.001408,0.001088,0.000353,0.930012
0.394539,0.017633,0.191365,0.004897,0.113923,0.080706,0.068162,0.265831,0.000673,0.014080,0.000384,0.001408,0.001120,0.000416,0.898650
0.394763,0.017569,0.191077,0.004929,0.110979,0.081346,0.071394,0.266535,0.000641,0.014400,0.000384,0.001472,0.001056,0.000352,0.900570
0.394955,0.017857,0.191046,0.004896,0.133316,0.081026,0.062242,0.279592,0.000800,0.014080,0.000448,0.001472,0.001088,0.000416,0.913659
0.399724,0.017569,0.191365,0.004897,0.113571,0.080354,0.060738,0.257575,0.000672,0.013921,0.000416,0.001472,0.001088,0.000576,0.896507
0.395052,0.017505,0.191589,0.004896,0.120132,0.081890,0.064930,0.269896,0.001120,0.014849,0.000416,0.001472,0.001056,0.000608,0.906235
0.399628,0.017761,0.191365,0.004897,0.115971,0.080770,0.066273,0.265672,0.000896,0.014368,0.000416,0.001472,0.000992,0.000320,0.904699
0.395468,0.017696,0.212422,0.005057,0.112771,0.091939,0.070946,0.278728,0.000832,0.014496,0.000384,0.001472,0.001056,0.000673,0.936156
0.398956,0.017504,0.191430,0.005184,0.110595,0.081603,0.064418,0.259816,0.001184,0.014752,0.000416,0.001472,0.000992,0.000448,0.899226
0.399948,0.017601,0.191718,0.005152,0.117795,0.081795,0.066466,0.269256,0.000736,0.014528,0.000384,0.001472,0.001056,0.000416,0.910139
0.395083,0.017345,0.191590,0.005056,0.115011,0.080323,0.066530,0.265000,0.000736,0.014560,0.000384,0.001408,0.000960,0.000352,0.899962
0.399500,0.017408,0.191526,0.005312,0.111907,0.081347,0.062018,0.258376,0.000704,0.014208,0.000384,0.001472,0.000992,0.000416,0.897018
0.399244,0.017728,0.191750,0.005280,0.114147,0.080131,0.068514,0.265832,0.000960,0.014784,0.000352,0.001440,0.001088,0.000352,0.905882
0.399628,0.017632,0.191974,0.005088,0.114403,0.081346,0.064642,0.263496,0.000640,0.014656,0.000352,0.001440,0.001024,0.000416,0.903483
0.398604,0.017440,0.206310,0.005216,0.151140,0.098307,0.062914,0.315305,0.000960,0.014720,0.000416,0.001440,0.000960,0.000544,0.969437
0.399596,0.017601,0.192005,0.005121,0.118819,0.087075,0.063426,0.272456,0.000832,0.014208,0.000384,0.001440,0.000960,0.000608,0.913339
0.395084,0.017536,0.191366,0.005024,0.115108,0.081090,0.061826,0.260904,0.000800,0.014848,0.000448,0.001472,0.001056,0.000416,0.896187
0.395339,0.017344,0.191622,0.005024,0.114787,0.080995,0.065186,0.263816,0.000896,0.014496,0.000352,0.001440,0.001184,0.000384,0.899546
0.395468,0.017536,0.191462,0.004960,0.111171,0.086722,0.073730,0.274472,0.000896,0.014369,0.000416,0.001504,0.001152,0.000352,0.909435
0.394604,0.017921,0.192165,0.004960,0.113955,0.080866,0.068642,0.266343,0.000608,0.014049,0.000384,0.001408,0.001088,0.000352,0.901275
0.397452,0.017537,0.191782,0.005088,0.116035,0.083267,0.063362,0.265768,0.000672,0.014144,0.000416,0.001344,0.000928,0.000384,0.902971
0.399820,0.017569,0.209350,0.005184,0.115876,0.086178,0.067842,0.273224,0.000992,0.014305,0.000352,0.001440,0.001024,0.000608,0.931356
0.399083,0.017409,0.191494,0.005184,0.109443,0.081826,0.060738,0.255143,0.000672,0.014113,0.000352,0.001440,0.000928,0.000384,0.893082
0.395500,0.017344,0.191973,0.005280,0.112548,0.080802,0.061026,0.257480,0.000672,0.014080,0.000416,0.001408,0.000992,0.000448,0.892763
0.399500,0.017952,0.191526,0.005024,0.111907,0.079907,0.061346,0.256232,0.000640,0.014144,0.000384,0.001376,0.000992,0.000384,0.895066
0.400715,0.017504,0.191910,0.005056,0.120644,0.081378,0.064322,0.270088,0.001152,0.014976,0.000640,0.001472,0.001024,0.000608,0.914203
0.395691,0.017601,0.191334,0.005312,0.116067,0.080259,0.065026,0.264200,0.000896,0.014560,0.000384,0.001472,0.001024,0.000352,0.899866
0.397580,0.017856,0.191238,0.005024,0.123300,0.082498,0.064066,0.272968,0.000832,0.014209,0.000416,0.001376,0.001536,0.000384,0.911355
0.395755,0.035266,0.192357,0.005344,0.119716,0.087715,0.064898,0.275401,0.000864,0.014080,0.000608,0.001472,0.001696,0.000352,0.930779
0.394987,0.017537,0.191430,0.005248,0.109923,0.082082,0.065474,0.260615,0.000704,0.014529,0.000576,0.001408,0.001120,0.000384,0.895546
0.399596,0.017665,0.192037,0.004993,0.122947,0.083939,0.065922,0.276424,0.000960,0.014432,0.000416,0.001440,0.001120,0.000352,0.917307
0.395947,0.017569,0.191430,0.005248,0.118467,0.080387,0.066466,0.268328,0.000672,0.014688,0.000416,0.001408,0.001056,0.000352,0.904378
0.401035,0.017601,0.191558,0.005152,0.116515,0.082595,0.063938,0.265896,0.000800,0.014272,0.000608,0.001440,0.001344,0.000384,0.907802
0.399084,0.017536,0.191526,0.005056,0.117252,0.087714,0.068098,0.275848,0.000672,0.014529,0.000608,0.001440,0.001056,0.000416,0.915099
0.400268,0.017697,0.191462,0.005152,0.115363,0.080067,0.066722,0.265064,0.000672,0.014624,0.000640,0.001408,0.001088,0.000384,0.905435
0.431564,0.017632,0.192742,0.005248,0.121892,0.089506,0.067138,0.282024,0.000736,0.014465,0.000416,0.001472,0.000960,0.000384,0.956092
0.395308,0.017633,0.191813,0.005185,0.115683,0.081666,0.062690,0.263015,0.000704,0.014145,0.000864,0.001408,0.000992,0.000608,0.898683
0.394988,0.017793,0.192037,0.005152,0.114724,0.081538,0.062434,0.261896,0.000704,0.014145,0.000352,0.001408,0.001472,0.000384,0.897979
0.400620,0.017792,0.191430,0.005152,0.111395,0.083650,0.063618,0.261672,0.000672,0.034593,0.000960,0.001600,0.001056,0.000384,0.923099
0.399404,0.017569,0.191493,0.005217,0.113891,0.081570,0.063074,0.261639,0.000704,0.014337,0.000416,0.001440,0.000928,0.000416,0.900635
0.399916,0.017729,0.191878,0.005056,0.115907,0.081027,0.062465,0.262375,0.000928,0.014305,0.000384,0.001472,0.000992,0.000608,0.903195
0.396076,0.017697,0.191269,0.005057,0.113571,0.081122,0.064034,0.261831,0.000672,0.014625,0.000640,0.001472,0.000928,0.000608,0.898075
0.419021,0.017568,0.191526,0.005248,0.110851,0.080675,0.062178,0.256584,0.000864,0.014048,0.000448,0.001408,0.001056,0.000576,0.915227
0.394572,0.017601,0.192005,0.005089,0.115011,0.081090,0.060930,0.259943,0.000832,0.014017,0.000384,0.001408,0.001056,0.000448,0.894587
0.395660,0.017569,0.191365,0.005152,0.115844,0.080642,0.065090,0.264456,0.001120,0.014529,0.000640,0.001376,0.001024,0.000352,0.900731
0.399660,0.017760,0.191398,0.005248,0.115940,0.081634,0.061250,0.261864,0.000832,0.014112,0.000416,0.001440,0.000992,0.000416,0.902138
0.399980,0.017697,0.191429,0.004897,0.114691,0.081666,0.067330,0.266631,0.000960,0.014433,0.000448,0.001440,0.001216,0.000672,0.907419
0.400140,0.017761,0.191493,0.004929,0.116739,0.082019,0.061857,0.263655,0.000832,0.014017,0.000416,0.001440,0.000992,0.000256,0.903259
0.399980,0.017889,0.191813,0.004993,0.111299,0.082530,0.063234,0.260039,0.000864,0.014497,0.000640,0.001408,0.001120,0.000576,0.901211
0.416301,0.017568,0.191654,0.004928,0.110755,0.093347,0.066786,0.273736,0.000832,0.014337,0.000640,0.001408,0.001184,0.000352,0.930908
0.394508,0.017536,0.191558,0.005120,0.117764,0.080706,0.065570,0.267208,0.001120,0.014785,0.000416,0.001440,0.001056,0.000352,0.902587
0.400300,0.017665,0.191430,0.005088,0.115235,0.081347,0.062785,0.262248,0.000704,0.014336,0.000384,0.001408,0.001152,0.000352,0.902715
0.395435,0.017697,0.191365,0.005121,0.106787,0.082786,0.067394,0.260039,0.001024,0.014817,0.000416,0.001408,0.001120,0.000640,0.896570
0.399147,0.017537,0.191334,0.005184,0.112867,0.084387,0.062850,0.262888,0.000608,0.014112,0.000416,0.001376,0.001056,0.000384,0.901146
0.399948,0.017505,0.191365,0.005088,0.117955,0.080867,0.063105,0.265127,0.000832,0.014144,0.000416,0.001408,0.000960,0.000608,0.904923
0.399307,0.017888,0.191302,0.005152,0.115171,0.078371,0.060994,0.257512,0.000864,0.014272,0.000672,0.001440,0.001120,0.000576,0.897530
0.416364,0.017441,0.191813,0.004897,0.119011,0.088675,0.063074,0.273992,0.000896,0.014176,0.000384,0.001408,0.001184,0.000640,0.930715
0.394411,0.017697,0.191557,0.005121,0.117955,0.081123,0.063105,0.265095,0.000768,0.014432,0.000384,0.001440,0.001056,0.000384,0.899418
0.399179,0.017729,0.191302,0.005152,0.110947,0.081730,0.063714,0.259175,0.000704,0.014465,0.000384,0.001472,0.000992,0.000608,0.897786
0.398732,0.017729,0.191653,0.005217,0.115555,0.079746,0.065122,0.263431,0.000672,0.014145,0.000416,0.001408,0.000864,0.000352,0.902011
0.394923,0.017600,0.191782,0.005120,0.116963,0.080867,0.063170,0.263976,0.000672,0.014048,0.000384,0.001472,0.001088,0.000384,0.898778
0.399244,0.017376,0.191878,0.004896,0.112739,0.080675,0.061634,0.258024,0.000960,0.014432,0.000416,0.001408,0.001024,0.000384,0.896314
0.395659,0.017569,0.191685,0.005120,0.096547,0.080386,0.062082,0.242023,0.000672,0.014368,0.000352,0.001440,0.001120,0.000384,0.877625
0.424332,0.017441,0.191718,0.004896,0.112739,0.088067,0.064034,0.267784,0.000704,0.014080,0.000384,0.001376,0.001088,0.000384,0.931355
0.395435,0.018049,0.191398,0.005024,0.118723,0.080707,0.062914,0.265448,0.000736,0.014432,0.000416,0.001408,0.000992,0.000576,0.901658
0.399724,0.017280,0.191366,0.005088,0.120868,0.081954,0.063202,0.269256,0.000928,0.014689,0.000416,0.001440,0.001120,0.000384,0.909691
0.394508,0.017537,0.191717,0.005088,0.115588,0.080418,0.062722,0.261480,0.000736,0.014913,0.000384,0.001408,0.001088,0.000384,0.896539
0.394732,0.017792,0.191718,0.005120,0.117412,0.081730,0.063618,0.265672,0.001056,0.014784,0.000448,0.001440,0.000992,0.000352,0.901275
0.394828,0.017344,0.192166,0.005248,0.116612,0.080610,0.063490,0.263688,0.000640,0.014592,0.000384,0.001408,0.001217,0.000480,0.899547
0.394891,0.017537,0.191814,0.005344,0.114883,0.080227,0.061121,0.259240,0.000896,0.014464,0.000640,0.001440,0.001024,0.000352,0.895098
0.422349,0.017504,0.191494,0.005248,0.136612,0.095683,0.074914,0.310153,0.000865,0.014304,0.000416,0.001376,0.000992,0.000384,0.973181
0.394347,0.017505,0.191654,0.004864,0.103907,0.079170,0.059650,0.245607,0.000672,0.014369,0.000384,0.001440,0.001024,0.000416,0.879258
0.396460,0.017760,0.192038,0.004960,0.111235,0.078242,0.059362,0.251688,0.000704,0.014432,0.000352,0.001440,0.001088,0.000384,0.888666
0.397163,0.017473,0.191558,0.004960,0.116035,0.086211,0.067138,0.273224,0.000832,0.014432,0.000352,0.001344,0.001056,0.000672,0.911258
0.394604,0.017376,0.191558,0.004960,0.115748,0.081570,0.062082,0.262504,0.001056,0.014721,0.000416,0.001472,0.000992,0.000352,0.897403
0.401963,0.017696,0.191462,0.004992,0.122116,0.081794,0.064546,0.271784,0.000832,0.014688,0.000416,0.001409,0.001216,0.000384,0.915291
0.395628,0.017697,0.191589,0.005185,0.119587,0.080546,0.061985,0.265223,0.000704,0.014177,0.000416,0.001408,0.001088,0.000288,0.900923
0.411628,0.017760,0.191686,0.005152,0.118211,0.088003,0.069090,0.278376,0.001120,0.014721,0.000672,0.001376,0.001152,0.000384,0.931580
0.395020,0.017313,0.191749,0.005056,0.114564,0.083042,0.063906,0.265192,0.001120,0.014209,0.000448,0.001472,0.001056,0.000480,0.900891
0.395275,0.017633,0.191878,0.005280,0.120003,0.082115,0.067714,0.273032,0.000864,0.014592,0.000704,0.001440,0.001056,0.000352,0.909915
0.395212,0.017537,0.191621,0.005184,0.116068,0.082978,0.082915,0.285929,0.001312,0.014560,0.000384,0.001440,0.000961,0.000320,0.923132
0.399660,0.017568,0.191302,0.005184,0.110147,0.083811,0.062818,0.259656,0.000832,0.014336,0.000416,0.001472,0.001088,0.000352,0.899066
0.394732,0.017312,0.191462,0.004864,0.107715,0.099427,0.068930,0.279176,0.000960,0.014753,0.000608,0.001408,0.000992,0.000352,0.913755
0.394636,0.017377,0.191365,0.005024,0.109604,0.079010,0.059522,0.251080,0.000864,0.014176,0.000416,0.001408,0.001088,0.000384,0.884058
0.447789,0.017633,0.192581,0.004961,0.123619,0.086947,0.063778,0.277640,0.000832,0.014368,0.000384,0.001504,0.001120,0.000384,0.966620
0.395404,0.017601,0.191749,0.004864,0.115460,0.082338,0.065346,0.266088,0.001216,0.014465,0.000416,0.001440,0.001024,0.000384,0.902043
0.397100,0.017504,0.191654,0.005248,0.115459,0.082435,0.078338,0.279048,0.000864,0.014465,0.000448,0.001440,0.001120,0.000416,0.917595
0.396556,0.017281,0.191973,0.005280,0.137316,0.100835,0.062594,0.303849,0.001248,0.014593,0.000384,0.001440,0.000992,0.000544,0.941628
0.394635,0.017377,0.191461,0.005216,0.112515,0.080482,0.062914,0.258695,0.000832,0.014177,0.000384,0.001408,0.001024,0.000416,0.892986
0.395052,0.017345,0.191493,0.005024,0.113412,0.083618,0.061666,0.261928,0.000864,0.014401,0.000384,0.001440,0.001024,0.000384,0.897467
0.396012,0.017473,0.191813,0.005088,0.115236,0.079842,0.067490,0.265576,0.000896,0.014337,0.000384,0.001440,0.001152,0.000352,0.902299
0.416333,0.017504,0.191718,0.004896,0.113315,0.091939,0.061058,0.269544,0.000832,0.014080,0.000384,0.001440,0.001024,0.000384,0.925884
0.395244,0.017504,0.191494,0.005120,0.113091,0.081571,0.062434,0.259944,0.000832,0.014016,0.000352,0.001472,0.001184,0.000416,0.894778
0.399500,0.017248,0.191270,0.005120,0.115427,0.087235,0.063490,0.269096,0.000800,0.014368,0.000384,0.001440,0.001152,0.000320,0.907803
0.399212,0.017409,0.192261,0.005152,0.141989,0.100995,0.067362,0.314026,0.001120,0.014592,0.000416,0.001408,0.001056,0.000416,0.954844
0.394667,0.017504,0.191718,0.005120,0.113091,0.081411,0.062818,0.260264,0.000768,0.014240,0.000416,0.001408,0.001056,0.000576,0.894714
0.396332,0.017313,0.191781,0.005121,0.117955,0.081763,0.062081,0.264839,0.000865,0.014144,0.000384,0.001408,0.001088,0.000384,0.901179
0.394380,0.017281,0.191557,0.005153,0.117891,0.087651,0.062242,0.270600,0.000864,0.014144,0.000352,0.001472,0.001024,0.000352,0.904059
0.421005,0.017440,0.191494,0.005152,0.120228,0.083618,0.063170,0.271432,0.000864,0.014273,0.000384,0.001408,0.001088,0.000384,0.931996
0.400300,0.017312,0.191270,0.005184,0.119940,0.081826,0.063714,0.268584,0.000832,0.014209,0.000416,0.001472,0.001120,0.000352,0.908699
0.396524,0.017249,0.191653,0.005184,0.115556,0.081890,0.061762,0.262216,0.000832,0.014113,0.000384,0.001408,0.000960,0.000384,0.897915
0.400332,0.017537,0.191333,0.005152,0.127556,0.085891,0.061474,0.277961,0.000960,0.014240,0.000384,0.001440,0.001024,0.000384,0.918011
0.396588,0.017376,0.191430,0.005216,0.112675,0.080611,0.061890,0.258216,0.000864,0.014400,0.000384,0.001408,0.000960,0.000384,0.894490
0.401483,0.017697,0.191846,0.005312,0.115235,0.080707,0.061154,0.260008,0.000704,0.013952,0.000416,0.001440,0.001056,0.000512,0.901146
0.399659,0.017792,0.191494,0.005056,0.119843,0.081347,0.063778,0.268136,0.000896,0.014656,0.000640,0.001504,0.001056,0.000384,0.909434
0.413804,0.017793,0.191845,0.005281,0.116483,0.087715,0.067362,0.274568,0.000864,0.014400,0.000416,0.001472,0.001056,0.000352,0.928891
0.399564,0.017792,0.191494,0.005216,0.119492,0.082082,0.063298,0.268328,0.000832,0.014209,0.000416,0.001440,0.001056,0.000384,0.908475
