Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],IN[8],INFER[8-10],OUT[10],TEE[8-10],classifier
0.394571,0.017569,0.191365,0.004832,0.047073,0.000800,0.013536,0.000352,0.096738,0.036033,0.058817,0.194597,0.870745
0.394347,0.017248,0.191654,0.004896,0.046977,0.000576,0.013569,0.000384,0.108483,0.037249,0.067906,0.216454,0.892634
0.410028,0.017536,0.191654,0.004864,0.047073,0.000832,0.013504,0.000352,0.104387,0.043201,0.061538,0.212134,0.903962
0.394604,0.017440,0.191270,0.004832,0.047457,0.000800,0.013505,0.000320,0.107331,0.036929,0.059042,0.206022,0.882138
0.394668,0.017665,0.191653,0.004897,0.046977,0.000800,0.013632,0.000352,0.102083,0.039041,0.063522,0.207559,0.885115
0.395340,0.017697,0.191525,0.004833,0.046977,0.000800,0.013472,0.000384,0.204486,0.052898,0.088771,0.349259,1.027199
0.394891,0.017537,0.191654,0.004800,0.047073,0.000832,0.013473,0.000384,0.107971,0.042305,0.062178,0.215654,0.893178
0.395819,0.017601,0.191878,0.004864,0.047073,0.000800,0.013569,0.000384,0.104355,0.039905,0.060674,0.207878,0.886970
0.394508,0.017600,0.191398,0.004864,0.047010,0.000576,0.013504,0.000384,0.104515,0.040929,0.059650,0.207942,0.883802
0.411884,0.017536,0.191302,0.004896,0.047234,0.000480,0.013472,0.000352,0.102851,0.040545,0.059074,0.205190,0.899098
0.394732,0.017408,0.191014,0.004864,0.047009,0.000608,0.013473,0.000352,0.133540,0.039297,0.059810,0.235783,0.911163
0.394156,0.017312,0.191366,0.004832,0.047394,0.000608,0.013440,0.000384,0.095427,0.037345,0.059330,0.195206,0.872218
0.394539,0.017441,0.191365,0.004833,0.047009,0.000576,0.013472,0.000352,0.117156,0.036001,0.058690,0.214823,0.890330
0.394924,0.017441,0.191205,0.004864,0.048130,0.000576,0.013504,0.000384,0.100739,0.036577,0.060418,0.200614,0.878138
0.394476,0.017440,0.191686,0.004864,0.047233,0.001056,0.013537,0.000352,0.106275,0.037601,0.060482,0.207366,0.883482
0.395083,0.017729,0.191525,0.004832,0.047233,0.000608,0.013504,0.000352,0.103427,0.039329,0.059522,0.205094,0.882426
0.415181,0.017920,0.193510,0.004864,0.047649,0.001025,0.013504,0.000416,0.110915,0.041633,0.061761,0.217126,0.917979
0.395276,0.017568,0.192070,0.004864,0.047554,0.000576,0.013664,0.000384,0.108643,0.036162,0.059777,0.207558,0.886138
0.394411,0.017632,0.192134,0.004864,0.048737,0.000864,0.013569,0.000384,0.102083,0.039809,0.061538,0.206150,0.884730
0.394860,0.017313,0.191749,0.004800,0.047458,0.000704,0.013504,0.000384,0.099939,0.038017,0.076099,0.217127,0.894651
0.394924,0.017312,0.191654,0.004800,0.047425,0.000577,0.013536,0.000320,0.126884,0.043873,0.059906,0.233671,0.910267
0.394988,0.017345,0.191333,0.004801,0.047105,0.000576,0.013568,0.000384,0.102531,0.044482,0.062434,0.212359,0.888987
0.394796,0.017697,0.191269,0.004832,0.047074,0.000576,0.013536,0.000416,0.102691,0.037601,0.060578,0.203686,0.879514
0.410061,0.019616,0.191334,0.004864,0.047009,0.000865,0.013472,0.000384,0.120484,0.036641,0.059969,0.219878,0.913691
0.394411,0.017281,0.191750,0.004960,0.047041,0.000768,0.013537,0.000384,0.106467,0.044737,0.062274,0.216358,0.892506
0.395052,0.017568,0.191750,0.004864,0.048258,0.000864,0.013536,0.000416,0.116292,0.038241,0.060770,0.218407,0.899195
0.397388,0.018400,0.193062,0.005184,0.048225,0.000641,0.014144,0.000384,0.109123,0.040545,0.061634,0.214374,0.898490
0.395148,0.018304,0.191814,0.005248,0.048834,0.000608,0.014016,0.000352,0.106115,0.043361,0.061346,0.213574,0.894426
0.395339,0.017281,0.191910,0.004864,0.049249,0.000480,0.013665,0.000352,0.098211,0.044577,0.062338,0.207910,0.886234
0.394540,0.017345,0.191269,0.004992,0.048290,0.000576,0.013600,0.000352,0.102051,0.040930,0.063137,0.209062,0.885946
0.396236,0.018432,0.210406,0.005472,0.048481,0.000832,0.013505,0.000352,0.119875,0.038017,0.061346,0.222054,0.922139
0.395532,0.017600,0.191462,0.004864,0.049634,0.000576,0.013888,0.000384,0.116132,0.039713,0.060098,0.219559,0.902907
0.394571,0.017537,0.191462,0.004832,0.047457,0.000576,0.013633,0.000384,0.107075,0.038209,0.060226,0.208294,0.884730
0.395787,0.017377,0.191270,0.004800,0.047841,0.000608,0.013505,0.000352,0.105155,0.037473,0.060322,0.205766,0.883802
0.394476,0.017921,0.191237,0.004896,0.047938,0.000576,0.013632,0.000352,0.110083,0.039809,0.059777,0.212871,0.890523
0.394540,0.017696,0.192006,0.004832,0.047042,0.000800,0.013472,0.000384,0.107811,0.044322,0.062369,0.217223,0.894011
0.398380,0.017537,0.191813,0.004960,0.047394,0.000832,0.013504,0.000384,0.113444,0.044929,0.062722,0.224167,0.905499
0.395148,0.017760,0.209831,0.005248,0.047873,0.000832,0.013569,0.000384,0.106243,0.043489,0.062594,0.215238,0.912923
0.395211,0.017505,0.191174,0.004832,0.047585,0.000800,0.013505,0.000384,0.102627,0.039329,0.059650,0.204486,0.882074
0.395179,0.017761,0.191654,0.004832,0.047489,0.000832,0.013473,0.000416,0.107619,0.037761,0.059874,0.208006,0.886458
0.394795,0.017793,0.191878,0.004960,0.048417,0.000608,0.013473,0.000384,0.107011,0.040193,0.059042,0.209222,0.887930
0.395020,0.017792,0.191558,0.004864,0.047714,0.000672,0.013504,0.000384,0.108451,0.038337,0.060770,0.210406,0.888058
0.394796,0.017824,0.191974,0.004800,0.047906,0.000864,0.013536,0.000416,0.104675,0.037473,0.060834,0.206118,0.884730
0.394796,0.017505,0.191397,0.004896,0.048258,0.000832,0.013440,0.000352,0.110500,0.037921,0.060386,0.211623,0.889051
0.394539,0.017473,0.209414,0.005152,0.048258,0.000832,0.013536,0.000352,0.109635,0.045026,0.062017,0.219559,0.916156
0.395628,0.017825,0.194213,0.004865,0.047713,0.000576,0.013472,0.000384,0.109892,0.038401,0.072386,0.223751,0.906011
0.398891,0.018209,0.192902,0.005312,0.048833,0.001312,0.014145,0.000352,0.141252,0.045153,0.061890,0.251463,0.940315
0.395692,0.018176,0.193158,0.005312,0.047970,0.000800,0.014304,0.000416,0.106595,0.037409,0.059074,0.206182,0.888538
0.394924,0.017504,0.192358,0.005312,0.048674,0.000608,0.013792,0.000384,0.107875,0.040962,0.063777,0.215623,0.895259
0.394860,0.017633,0.192037,0.004832,0.047714,0.000768,0.013664,0.000352,0.105411,0.038082,0.060417,0.206822,0.884762
0.395116,0.017696,0.192134,0.004864,0.048289,0.000608,0.013825,0.000384,0.106787,0.044289,0.061986,0.215782,0.894618
0.394572,0.017568,0.209702,0.005120,0.047841,0.000832,0.013665,0.000416,0.107715,0.038017,0.060354,0.208934,0.905435
0.394540,0.017697,0.192069,0.005249,0.048001,0.000768,0.013568,0.000384,0.107460,0.037889,0.059810,0.207943,0.886395
0.395308,0.017697,0.192197,0.004864,0.047490,0.000832,0.013568,0.000352,0.109572,0.038049,0.060418,0.210887,0.889243
0.394700,0.017505,0.192549,0.005024,0.048130,0.000800,0.013504,0.000416,0.111748,0.035297,0.057954,0.207943,0.886715
0.400267,0.017953,0.191590,0.005024,0.048225,0.000800,0.013537,0.000384,0.111587,0.039233,0.063298,0.217478,0.902267
0.394700,0.017600,0.192741,0.005088,0.048386,0.000928,0.014144,0.000320,0.107651,0.040673,0.060450,0.211911,0.892443
0.395596,0.017633,0.192005,0.005056,0.048226,0.000832,0.013696,0.000384,0.141060,0.038274,0.063138,0.245288,0.924348
0.395468,0.017665,0.207878,0.005152,0.048961,0.000833,0.013568,0.000384,0.108995,0.044770,0.062433,0.219622,0.916635
0.394252,0.017600,0.192390,0.004832,0.047906,0.000832,0.013536,0.000384,0.104099,0.039265,0.058434,0.204614,0.881850
0.395307,0.017761,0.192166,0.005280,0.047713,0.000576,0.013473,0.000352,0.103459,0.034401,0.065858,0.206310,0.886202
0.393964,0.017761,0.192325,0.005024,0.047650,0.000864,0.013536,0.000384,0.129700,0.041729,0.067490,0.241735,0.918939
0.411628,0.017537,0.192293,0.005249,0.047329,0.001056,0.013536,0.000384,0.106596,0.044929,0.062210,0.216807,0.912027
0.394892,0.017601,0.191653,0.004992,0.047010,0.000832,0.013472,0.000352,0.102563,0.039329,0.058977,0.203590,0.880250
0.395243,0.017633,0.191813,0.005057,0.047553,0.000576,0.013504,0.000384,0.109187,0.037217,0.071234,0.220518,0.898714
0.394540,0.017793,0.191973,0.005056,0.062658,0.000896,0.013601,0.000384,0.111491,0.044897,0.064674,0.224262,0.917979
0.395243,0.017633,0.191909,0.005089,0.047169,0.000832,0.013472,0.000385,0.102307,0.037185,0.063746,0.206822,0.885018
0.395180,0.017729,0.192709,0.005217,0.049121,0.000832,0.013472,0.000384,0.104708,0.044065,0.064450,0.216007,0.896571
0.394859,0.017793,0.192294,0.005216,0.048897,0.000544,0.013473,0.000352,0.108451,0.045441,0.064802,0.221542,0.901658
0.412076,0.017857,0.191654,0.005056,0.047553,0.000672,0.013473,0.000320,0.105731,0.045089,0.063746,0.217414,0.912187
0.396491,0.017537,0.191782,0.005024,0.047905,0.000832,0.013473,0.000352,0.105187,0.043713,0.063842,0.215686,0.895674
0.394859,0.017600,0.191750,0.005056,0.047649,0.000832,0.013473,0.000416,0.105251,0.039393,0.062050,0.209542,0.886970
0.395499,0.017793,0.191878,0.005248,0.048097,0.000800,0.013537,0.000352,0.112356,0.044705,0.064290,0.224455,0.922139
0.395436,0.017569,0.191237,0.005185,0.047617,0.000608,0.013536,0.000384,0.106436,0.044833,0.064226,0.218375,0.895995
0.395276,0.017473,0.191557,0.005089,0.048001,0.000576,0.013504,0.000384,0.111140,0.037761,0.062562,0.214439,0.892379
