TEE[0-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.670415,0.005376,0.048579,0.000800,0.013985,0.000384,0.001472,0.001184,0.000353,1.749941
1.729587,0.005568,0.048676,0.000608,0.013921,0.000416,0.001472,0.001312,0.000352,1.810136
1.664111,0.005376,0.048900,0.000832,0.014081,0.000416,0.001600,0.001184,0.000352,1.744852
1.682384,0.005504,0.048388,0.000608,0.013729,0.000576,0.001472,0.001088,0.000352,1.761845
1.672559,0.005281,0.051907,0.000576,0.013505,0.000416,0.001440,0.001057,0.000384,1.755509
1.744436,0.005600,0.049347,0.000608,0.013825,0.000416,0.001504,0.001088,0.000321,1.825466
1.662671,0.005184,0.048003,0.000640,0.013409,0.000384,0.001504,0.001088,0.000352,1.740468
1.705202,0.005472,0.048195,0.000833,0.013632,0.000353,0.001504,0.000960,0.000384,1.784759
1.690961,0.005184,0.048579,0.000992,0.013633,0.000416,0.001472,0.001024,0.000384,1.770262
1.707282,0.005248,0.047971,0.000993,0.013696,0.000384,0.001504,0.000992,0.000352,1.786743
1.645517,0.005153,0.047555,0.000832,0.013857,0.000384,0.001536,0.000992,0.000384,1.722802
1.693137,0.005600,0.048099,0.000576,0.013921,0.000384,0.001441,0.001120,0.000384,1.772886
1.690864,0.005248,0.050019,0.000608,0.013729,0.000416,0.001441,0.000992,0.000416,1.770806
1.734739,0.005409,0.047907,0.000576,0.013537,0.000416,0.001472,0.001024,0.000384,1.812472
1.714098,0.005409,0.047907,0.001024,0.013505,0.000384,0.001536,0.001056,0.000352,1.793015
1.685872,0.005568,0.048868,0.000992,0.013857,0.000352,0.001504,0.001120,0.000384,1.765557
1.652590,0.005376,0.048419,0.000576,0.013857,0.000384,0.001505,0.001120,0.000384,1.730323
1.676527,0.005313,0.047555,0.000992,0.013441,0.000416,0.001568,0.000960,0.000384,1.755124
1.717714,0.005441,0.047779,0.000576,0.013377,0.000416,0.001440,0.001088,0.000352,1.795799
1.687216,0.009249,0.048099,0.000576,0.013345,0.000416,0.001440,0.001024,0.000384,1.769141
1.671855,0.005312,0.047620,0.000576,0.013377,0.000416,0.001408,0.001056,0.000384,1.749844
1.697041,0.005409,0.047843,0.000608,0.013473,0.000416,0.001440,0.001216,0.000352,1.776246
1.658798,0.006209,0.047971,0.001056,0.013409,0.000416,0.001664,0.001152,0.000352,1.739379
1.737331,0.005312,0.048931,0.000672,0.013761,0.000416,0.001440,0.001152,0.000352,1.817657
1.669198,0.005377,0.048387,0.000800,0.013697,0.000416,0.001440,0.001216,0.000352,1.748915
1.699376,0.005472,0.048099,0.000672,0.014113,0.000416,0.001504,0.001056,0.000320,1.778197
1.671919,0.007617,0.047971,0.000576,0.013505,0.000384,0.001664,0.000960,0.000384,1.752852
1.727763,0.005376,0.047715,0.000800,0.013824,0.000416,0.001504,0.001120,0.000352,1.807096
1.705713,0.005408,0.047651,0.000576,0.013889,0.000448,0.001504,0.001024,0.000256,1.784118
1.741555,0.005249,0.048131,0.000800,0.013665,0.000416,0.001440,0.001056,0.000384,1.819896
1.655566,0.005472,0.051460,0.000832,0.013601,0.000416,0.001440,0.001120,0.000352,1.739251
1.669710,0.005376,0.047811,0.001024,0.013857,0.000384,0.001408,0.001025,0.000352,1.747668
1.695857,0.005216,0.048100,0.000608,0.013729,0.000416,0.001440,0.001024,0.000384,1.775222
1.678960,0.005344,0.047971,0.000864,0.013472,0.000416,0.001441,0.001088,0.000320,1.757525
1.658414,0.005408,0.047555,0.000640,0.013729,0.000352,0.001537,0.001120,0.000352,1.737427
1.689968,0.005473,0.048707,0.000608,0.013985,0.000416,0.001792,0.001120,0.000352,1.769749
1.677136,0.005312,0.047971,0.001056,0.013569,0.000416,0.001793,0.001120,0.000320,1.755893
1.676335,0.005345,0.048739,0.000576,0.013569,0.000640,0.001376,0.000896,0.000256,1.755028
1.661038,0.005536,0.048804,0.000768,0.013857,0.000576,0.001472,0.001216,0.000352,1.739987
1.714705,0.005248,0.050083,0.000896,0.013953,0.000416,0.001440,0.001153,0.000352,1.795799
1.670382,0.005536,0.048163,0.000608,0.013601,0.000448,0.001408,0.001121,0.000320,1.750388
1.684912,0.005312,0.047875,0.000800,0.013793,0.000384,0.001409,0.001184,0.000352,1.763253
1.696337,0.007840,0.047780,0.000800,0.013537,0.000576,0.001408,0.000928,0.000352,1.776822
1.700817,0.005473,0.048099,0.000832,0.014337,0.000416,0.001536,0.001120,0.000352,1.781302
1.670319,0.005569,0.048611,0.000576,0.014113,0.000416,0.001504,0.001184,0.000320,1.750676
1.709425,0.005344,0.049252,0.000800,0.013857,0.000416,0.001472,0.000864,0.000416,1.788406
1.694736,0.005408,0.047876,0.000576,0.013793,0.000448,0.001760,0.001248,0.000256,1.773109
1.702417,0.005408,0.048195,0.000768,0.013472,0.000416,0.001440,0.000896,0.000320,1.779830
1.640364,0.005216,0.048387,0.000800,0.013729,0.000448,0.001473,0.000864,0.000352,1.719570
1.703024,0.005344,0.048323,0.000576,0.013505,0.000608,0.001504,0.000896,0.000352,1.780374
1.659758,0.005376,0.047908,0.001056,0.013697,0.000480,0.001536,0.001184,0.000416,1.739123
1.658637,0.005665,0.048259,0.001056,0.014017,0.000448,0.001600,0.001024,0.000320,1.736978
1.646189,0.005344,0.047908,0.000640,0.013697,0.000352,0.001472,0.001056,0.000352,1.723730
1.693584,0.005376,0.048995,0.000832,0.013473,0.000416,0.001440,0.000865,0.000352,1.772278
1.645773,0.006529,0.048099,0.000800,0.013825,0.000320,0.001504,0.001024,0.000384,1.725747
1.654093,0.005280,0.048579,0.000992,0.013409,0.000384,0.001504,0.000864,0.000288,1.732114
1.644557,0.005312,0.048163,0.000640,0.013441,0.000448,0.001440,0.000865,0.000416,1.721586
1.679887,0.005216,0.048003,0.000544,0.013536,0.000384,0.001441,0.000960,0.000416,1.757076
1.660782,0.005185,0.047523,0.000576,0.013953,0.000384,0.001440,0.001152,0.000384,1.738547
1.674286,0.006497,0.047683,0.000576,0.013921,0.000384,0.001440,0.000992,0.000416,1.752659
1.692496,0.005472,0.047812,0.001024,0.013953,0.000384,0.001440,0.001248,0.000352,1.772661
1.706033,0.005376,0.047651,0.000609,0.013472,0.000384,0.001472,0.001024,0.000384,1.783446
1.664334,0.005472,0.047812,0.000576,0.013825,0.000352,0.001408,0.001120,0.000320,1.742899
1.707696,0.005440,0.050915,0.000768,0.013792,0.000384,0.001569,0.001088,0.000384,1.790454
1.662638,0.005504,0.048739,0.000608,0.013857,0.000320,0.001568,0.001152,0.000352,1.743028
1.708401,0.005408,0.048291,0.001024,0.013793,0.000416,0.001569,0.000896,0.000352,1.787350
1.657742,0.005312,0.047780,0.000768,0.013921,0.000416,0.001504,0.000992,0.000384,1.737011
1.679151,0.005345,0.047555,0.000608,0.014049,0.000384,0.001440,0.001120,0.000320,1.757364
1.672111,0.005152,0.048355,0.000640,0.013889,0.000416,0.001408,0.001088,0.000384,1.751412
1.691856,0.005344,0.048292,0.000768,0.013665,0.000384,0.001504,0.001152,0.000352,1.771381
1.686032,0.005600,0.049220,0.000608,0.013473,0.000384,0.001504,0.001120,0.000384,1.766837
1.732402,0.005600,0.048067,0.000576,0.013697,0.000352,0.001472,0.001024,0.000352,1.811800
1.697776,0.007425,0.048771,0.000576,0.013697,0.000384,0.001440,0.001120,0.000417,1.780470
1.725074,0.005600,0.048292,0.000640,0.013697,0.000384,0.001600,0.001088,0.000384,1.805111
1.681743,0.005472,0.049027,0.000608,0.013953,0.000352,0.001536,0.001120,0.000384,1.762357
1.731314,0.005376,0.048547,0.000832,0.014081,0.000416,0.001505,0.001056,0.000320,1.811768
1.673230,0.005249,0.050339,0.000832,0.013985,0.000352,0.001504,0.001088,0.000320,1.754579
1.682991,0.005504,0.052292,0.000832,0.013889,0.000448,0.001472,0.001088,0.000352,1.766388
1.682768,0.005472,0.048835,0.000833,0.013632,0.000385,0.001376,0.001120,0.000384,1.762677
1.685808,0.005376,0.049956,0.000800,0.013761,0.000384,0.001504,0.001024,0.000352,1.767093
1.687632,0.005376,0.049188,0.000576,0.013569,0.000384,0.001504,0.001088,0.000352,1.767445
1.727538,0.005601,0.048771,0.000640,0.013441,0.000384,0.001504,0.001184,0.000352,1.807063
1.666766,0.005280,0.048547,0.000544,0.013601,0.000352,0.001504,0.001248,0.000352,1.746228
1.701745,0.005568,0.049124,0.000832,0.013409,0.000384,0.001408,0.001088,0.000384,1.781366
1.660334,0.005344,0.048740,0.000832,0.013569,0.000416,0.001504,0.000960,0.000384,1.739347
1.683247,0.006016,0.048899,0.000576,0.013633,0.000384,0.001472,0.001217,0.000352,1.763221
1.660494,0.005312,0.048420,0.000608,0.013441,0.000416,0.001472,0.001056,0.000384,1.737971
1.734674,0.005536,0.048579,0.001024,0.013441,0.000384,0.001472,0.001024,0.000320,1.813464
1.704816,0.005345,0.048867,0.000864,0.013857,0.000384,0.001440,0.001056,0.000352,1.784341
1.719185,0.005505,0.049923,0.000672,0.014113,0.000416,0.001408,0.001088,0.000352,1.800982
1.685999,0.005505,0.048963,0.000832,0.013665,0.000352,0.001440,0.001056,0.000320,1.765684
1.696624,0.005568,0.048676,0.000800,0.013409,0.000416,0.001472,0.001024,0.000320,1.775765
1.646796,0.005440,0.052356,0.001056,0.013441,0.000416,0.001440,0.001056,0.000352,1.729330
1.735986,0.005505,0.048515,0.000672,0.013441,0.000352,0.001504,0.000960,0.000352,1.815095
1.660525,0.005537,0.048835,0.000768,0.013633,0.000352,0.001440,0.001088,0.000320,1.739698
1.685551,0.005216,0.048579,0.000832,0.013953,0.000384,0.001504,0.001025,0.000352,1.764533
1.667886,0.005344,0.047972,0.000608,0.013985,0.000448,0.001408,0.001024,0.000320,1.746163
1.715505,0.005408,0.048835,0.000640,0.014113,0.000352,0.001504,0.000992,0.000384,1.794614
1.643628,0.005313,0.048227,0.001024,0.013633,0.000448,0.001408,0.000960,0.000352,1.722001
1.693327,0.005440,0.048419,0.000640,0.013857,0.000384,0.001440,0.001120,0.000352,1.773397
1.699824,0.005408,0.048323,0.000608,0.013569,0.000416,0.001440,0.001056,0.000385,1.779030
1.691375,0.005280,0.047683,0.000800,0.013441,0.000384,0.001376,0.001088,0.000352,1.769781
1.676143,0.005344,0.047683,0.000768,0.013665,0.000416,0.001472,0.001152,0.000416,1.754868
1.692720,0.005344,0.047875,0.000576,0.013857,0.000384,0.001473,0.000960,0.000352,1.770741
1.693104,0.005441,0.048931,0.000576,0.013441,0.000384,0.001440,0.001088,0.000352,1.772757
1.678735,0.005345,0.048675,0.000800,0.013825,0.000416,0.001504,0.001024,0.000384,1.757780
1.649100,0.005408,0.048771,0.000800,0.013537,0.000384,0.001440,0.001121,0.000384,1.728274
1.687535,0.005441,0.048195,0.000832,0.013601,0.000416,0.001472,0.000928,0.000416,1.766324
1.665486,0.005408,0.048835,0.000832,0.013377,0.000384,0.001472,0.001024,0.000416,1.744243
1.689519,0.005505,0.053347,0.000832,0.013824,0.000416,0.001537,0.001024,0.000352,1.775413
1.711889,0.005600,0.049379,0.000576,0.013985,0.000384,0.001568,0.001312,0.000352,1.793398
1.686415,0.005312,0.048995,0.000800,0.014017,0.000416,0.001537,0.000992,0.000320,1.766388
1.669934,0.005600,0.049188,0.000576,0.013985,0.000448,0.001536,0.000896,0.000384,1.750419
1.694384,0.005568,0.048772,0.000608,0.014241,0.000416,0.001568,0.000960,0.000288,1.773205
1.661325,0.005504,0.050244,0.000608,0.013537,0.000416,0.001568,0.001088,0.000672,1.741618
1.724210,0.005536,0.049987,0.000737,0.013376,0.000416,0.001473,0.000896,0.000416,1.804215
1.690191,0.005408,0.048291,0.000576,0.013697,0.000384,0.001440,0.001217,0.000448,1.768757
1.706736,0.005472,0.048771,0.000800,0.013441,0.000384,0.001440,0.001025,0.000800,1.787062
1.703472,0.005537,0.048483,0.000672,0.013441,0.000480,0.001472,0.001120,0.000320,1.782677
1.682190,0.005441,0.048643,0.000640,0.014465,0.000448,0.001600,0.001120,0.000384,1.763091
1.665742,0.005569,0.048739,0.000800,0.013441,0.000384,0.001536,0.001216,0.000416,1.745843
1.690927,0.005472,0.049284,0.000544,0.014305,0.000512,0.001568,0.001056,0.000352,1.771732
1.680494,0.005409,0.048899,0.000800,0.013697,0.000352,0.001536,0.001088,0.000384,1.760339
1.686543,0.005377,0.048803,0.000992,0.014017,0.000416,0.001472,0.001056,0.000352,1.766420
1.667086,0.006881,0.049667,0.000608,0.014017,0.000448,0.001600,0.001152,0.000320,1.749619
1.697904,0.005568,0.048611,0.000832,0.014177,0.000352,0.001857,0.001152,0.000352,1.778005
1.665069,0.005184,0.048355,0.000608,0.013889,0.000416,0.001536,0.001024,0.000320,1.743859
1.686511,0.005473,0.049187,0.000800,0.014017,0.000384,0.001632,0.000992,0.000352,1.767380
1.714897,0.005408,0.048803,0.000576,0.013568,0.000384,0.001504,0.000960,0.000384,1.794326
1.689295,0.005441,0.048675,0.000640,0.013889,0.000608,0.001536,0.001120,0.000352,1.769204
1.656493,0.005312,0.048292,0.000800,0.013889,0.000448,0.001760,0.001024,0.000352,1.736690
1.671374,0.005344,0.047843,0.000576,0.013729,0.000384,0.001504,0.000993,0.000320,1.749235
1.652237,0.005440,0.048419,0.000769,0.013504,0.000416,0.001600,0.001056,0.000352,1.731730
1.749395,0.005504,0.049123,0.000896,0.014817,0.000384,0.001632,0.001088,0.000320,1.830904
1.693199,0.005505,0.048739,0.000704,0.013665,0.000384,0.001472,0.000992,0.000352,1.772980
1.679822,0.005568,0.049443,0.000640,0.013825,0.000384,0.001536,0.001056,0.000384,1.760212
1.677358,0.005408,0.048547,0.000608,0.013569,0.000352,0.001568,0.001248,0.000352,1.757332
1.683630,0.005728,0.049827,0.000608,0.013953,0.000416,0.001792,0.001312,0.000416,1.766100
1.677262,0.005665,0.048227,0.000608,0.014145,0.000416,0.001568,0.001184,0.000288,1.757875
1.716880,0.005664,0.049443,0.000704,0.014017,0.000352,0.001632,0.000961,0.000384,1.797782
1.674766,0.005472,0.049091,0.000544,0.014593,0.000352,0.001569,0.001088,0.000384,1.756276
1.729169,0.005505,0.049091,0.000832,0.014913,0.000352,0.001568,0.001216,0.000352,1.810742
1.698640,0.005633,0.052067,0.000608,0.013921,0.000384,0.001536,0.001120,0.000416,1.782549
1.686191,0.005184,0.048675,0.000576,0.013888,0.000384,0.001568,0.001152,0.000384,1.766004
1.626058,0.005344,0.048707,0.001024,0.014081,0.000416,0.001601,0.001216,0.000384,1.706704
1.683247,0.005472,0.048739,0.001056,0.013793,0.000608,0.001472,0.001184,0.000384,1.763604
1.695599,0.005601,0.048963,0.000544,0.013569,0.000384,0.001472,0.001184,0.000352,1.774996
1.689647,0.005568,0.049379,0.000544,0.013920,0.000416,0.001473,0.001152,0.000352,1.769940
1.672334,0.005441,0.048611,0.001056,0.014049,0.000384,0.001472,0.001088,0.000352,1.752595
1.671374,0.005408,0.048900,0.001024,0.013537,0.000384,0.001472,0.001152,0.000352,1.751539
1.680686,0.005568,0.050115,0.000768,0.013825,0.000416,0.001505,0.000960,0.000352,1.761972
1.705519,0.005216,0.050019,0.000576,0.014081,0.000416,0.001441,0.001248,0.000352,1.786389
1.702031,0.005568,0.048739,0.000800,0.013761,0.000416,0.001408,0.001120,0.000384,1.782356
1.698191,0.005473,0.049571,0.000576,0.013569,0.000352,0.001472,0.000992,0.000352,1.777876
1.682670,0.005409,0.048995,0.000640,0.013921,0.000416,0.001440,0.001024,0.000352,1.762803
1.674670,0.005440,0.048804,0.000576,0.013441,0.000384,0.001440,0.000864,0.000352,1.753171
1.707856,0.005441,0.049251,0.000576,0.013889,0.000416,0.001440,0.001056,0.000352,1.787701
1.717840,0.005185,0.048835,0.000864,0.013409,0.000384,0.001408,0.000960,0.000384,1.796949
1.656653,0.005377,0.048931,0.000832,0.013569,0.000416,0.001536,0.000896,0.000384,1.735666
1.696623,0.005536,0.047972,0.000576,0.013601,0.000384,0.001440,0.000896,0.000352,1.774164
1.681679,0.005216,0.048035,0.000832,0.013921,0.000416,0.001408,0.001056,0.000352,1.760948
1.670829,0.005249,0.049315,0.000576,0.013761,0.000384,0.001568,0.001024,0.000384,1.751378
1.703952,0.005665,0.048099,0.000576,0.013665,0.000384,0.001504,0.001024,0.000384,1.782901
1.679534,0.005504,0.048452,0.000576,0.013761,0.000384,0.001408,0.001088,0.000352,1.758579
1.657964,0.005344,0.048675,0.000640,0.013953,0.000416,0.001728,0.001152,0.000352,1.738130
1.710864,0.005632,0.048643,0.000608,0.013985,0.000416,0.001472,0.001056,0.000352,1.790518
1.672717,0.005696,0.048675,0.000544,0.013665,0.000416,0.001472,0.001024,0.000352,1.753203
1.703151,0.005505,0.049667,0.000768,0.013857,0.000352,0.001472,0.000928,0.000384,1.783636
1.659917,0.005441,0.048707,0.000800,0.014113,0.000384,0.001536,0.001152,0.000352,1.740370
1.719345,0.005409,0.049091,0.000800,0.013953,0.000352,0.001472,0.001088,0.000352,1.799606
1.673070,0.005569,0.049059,0.000768,0.013857,0.000352,0.001504,0.001088,0.000416,1.753779
1.724817,0.005600,0.052899,0.000801,0.013856,0.000353,0.001568,0.001536,0.000576,1.810871
1.675053,0.005793,0.052163,0.000864,0.013825,0.000576,0.001696,0.001313,0.000320,1.758836
1.691663,0.005505,0.049091,0.000800,0.014017,0.000416,0.001760,0.000896,0.000320,1.772532
1.666669,0.005344,0.048484,0.000864,0.014145,0.000384,0.001760,0.001120,0.000320,1.747570
1.694703,0.005473,0.048195,0.000672,0.013761,0.000416,0.001600,0.001056,0.000384,1.773972
1.652301,0.005440,0.048387,0.000577,0.013856,0.000384,0.001536,0.001088,0.000416,1.732178
1.692878,0.005408,0.049187,0.000576,0.013473,0.000352,0.001472,0.001281,0.000352,1.772884
1.702032,0.005568,0.048899,0.000769,0.013664,0.000384,0.001568,0.001056,0.000352,1.781685
1.699343,0.005504,0.048963,0.000800,0.013569,0.000416,0.001568,0.001312,0.000384,1.779957
1.664493,0.005312,0.048899,0.000800,0.015073,0.000448,0.001696,0.001185,0.000320,1.746067
1.696623,0.005440,0.048899,0.000576,0.013536,0.000352,0.001504,0.001024,0.000320,1.776532
1.672205,0.005440,0.049315,0.000832,0.014721,0.000352,0.001568,0.001120,0.000385,1.753043
1.689518,0.005504,0.049251,0.000576,0.014433,0.000384,0.001568,0.001185,0.000384,1.769876
1.664877,0.005344,0.048771,0.000544,0.013633,0.000384,0.001472,0.001088,0.000352,1.743250
1.666733,0.005409,0.049027,0.000832,0.013601,0.000416,0.001440,0.001120,0.000320,1.746610
1.674926,0.005376,0.049060,0.000576,0.013409,0.000384,0.001504,0.001088,0.000352,1.753971
1.690351,0.005313,0.049091,0.000576,0.013441,0.000416,0.001504,0.001056,0.000352,1.770164
1.676238,0.005441,0.049283,0.001024,0.013665,0.000416,0.001504,0.001280,0.000416,1.757171
1.707088,0.005568,0.051044,0.000544,0.013697,0.000352,0.001472,0.001024,0.000352,1.789045
1.716144,0.005377,0.048675,0.000800,0.013377,0.000384,0.001504,0.001120,0.000352,1.794997
1.668493,0.005537,0.049027,0.000800,0.013441,0.000384,0.001536,0.001120,0.000352,1.748498
1.711632,0.005568,0.048963,0.000608,0.013761,0.000352,0.001440,0.001088,0.000416,1.791029
1.672941,0.005472,0.048419,0.000832,0.013537,0.000384,0.001536,0.001056,0.000352,1.751123
1.711664,0.005600,0.049539,0.000672,0.013569,0.000384,0.001536,0.001120,0.000448,1.792629
1.702063,0.005473,0.049059,0.000832,0.013377,0.000416,0.001504,0.001056,0.000416,1.781876
1.664524,0.005632,0.048675,0.000576,0.013569,0.000384,0.001408,0.001089,0.000320,1.743634
1.667853,0.005504,0.047907,0.001056,0.013409,0.000384,0.001408,0.001088,0.000352,1.746963
1.665292,0.005280,0.048995,0.000832,0.013633,0.000384,0.001440,0.001152,0.000385,1.745362
1.662508,0.005473,0.048739,0.000544,0.013345,0.000384,0.001440,0.000864,0.000224,1.741425
1.658701,0.005408,0.048707,0.000864,0.013729,0.000416,0.001376,0.001025,0.000352,1.736338
1.676237,0.005281,0.048515,0.000480,0.013409,0.000416,0.001472,0.000960,0.000352,1.754771
1.628298,0.005473,0.049155,0.001024,0.013345,0.000384,0.001408,0.001120,0.000352,1.707183
1.659309,0.005184,0.048259,0.001024,0.013344,0.000416,0.001377,0.000928,0.000256,1.737554
1.630314,0.005312,0.048035,0.000832,0.013441,0.000384,0.001408,0.000864,0.000320,1.707759
1.652332,0.005505,0.047619,0.000576,0.013601,0.000384,0.001440,0.000960,0.000320,1.730065
1.695535,0.005537,0.051107,0.000576,0.014273,0.000384,0.001600,0.001184,0.000384,1.779924
1.692494,0.005792,0.049283,0.000576,0.014913,0.000448,0.001536,0.000865,0.000384,1.774676
1.670797,0.005537,0.048387,0.000544,0.014465,0.000384,0.001536,0.000800,0.000384,1.749714
1.718544,0.005441,0.051171,0.000608,0.013953,0.000384,0.001504,0.000960,0.000352,1.800053
1.666604,0.005472,0.049827,0.000576,0.014241,0.000416,0.001792,0.000832,0.000224,1.746930
1.738418,0.005440,0.048547,0.000545,0.013856,0.000385,0.001568,0.000960,0.000352,1.817303
1.643339,0.005280,0.049316,0.000544,0.014529,0.000384,0.001472,0.000928,0.000256,1.722896
1.679182,0.005344,0.047747,0.001024,0.013953,0.000384,0.001568,0.001024,0.000256,1.757523
1.639275,0.005184,0.048227,0.000768,0.013345,0.000384,0.001408,0.000801,0.000256,1.715920
1.684782,0.005376,0.047971,0.000640,0.013409,0.000384,0.001376,0.000864,0.000352,1.762387
1.662765,0.005312,0.047523,0.001024,0.013345,0.000352,0.001441,0.001056,0.000352,1.739346
1.672750,0.005216,0.048483,0.000576,0.013441,0.000384,0.001536,0.000929,0.000288,1.750963
1.625514,0.005248,0.047619,0.000544,0.013793,0.000384,0.001473,0.000736,0.000288,1.701775
1.692303,0.005440,0.047427,0.000864,0.013377,0.000416,0.001473,0.000928,0.000352,1.769396
1.672877,0.005472,0.048835,0.000576,0.013473,0.000416,0.001472,0.001216,0.000320,1.752754
1.682829,0.006784,0.047747,0.000576,0.013729,0.000352,0.001728,0.000992,0.000384,1.762259
1.639402,0.005312,0.047939,0.000832,0.013793,0.000384,0.001440,0.000800,0.000256,1.716816
1.661356,0.008768,0.047427,0.000576,0.013473,0.000384,0.001440,0.000960,0.000352,1.741394
1.634443,0.005280,0.048035,0.000736,0.013345,0.000416,0.001440,0.000801,0.000448,1.710768
1.701871,0.005440,0.048291,0.000608,0.013409,0.000352,0.001408,0.000864,0.000384,1.780596
1.646379,0.005505,0.047587,0.000704,0.013601,0.000384,0.001440,0.000896,0.000320,1.723312
1.673293,0.005408,0.047843,0.000800,0.013537,0.000416,0.001504,0.000896,0.000352,1.751186
1.656204,0.005472,0.047844,0.000832,0.013472,0.000384,0.001792,0.001184,0.000352,1.734033
1.722992,0.005472,0.048355,0.000832,0.013633,0.000320,0.001408,0.001088,0.000352,1.802069
1.677677,0.005280,0.048643,0.000832,0.013953,0.000480,0.001536,0.001184,0.000352,1.758163
1.707855,0.005184,0.047811,0.000672,0.014017,0.000416,0.001440,0.001152,0.000353,1.786741
1.664460,0.005249,0.047427,0.000576,0.013633,0.000384,0.001440,0.001056,0.000384,1.741617
1.690286,0.005152,0.047427,0.000768,0.013409,0.000384,0.001472,0.001024,0.000352,1.767699
1.667468,0.005280,0.050115,0.000576,0.013441,0.000384,0.001472,0.001120,0.000385,1.747954
1.673389,0.005537,0.047779,0.000832,0.013633,0.000384,0.001440,0.000960,0.000384,1.751634
1.696655,0.005280,0.047652,0.000576,0.013664,0.000416,0.001440,0.001024,0.000352,1.774068
1.670381,0.005377,0.047747,0.000608,0.013665,0.000384,0.001440,0.001152,0.000384,1.748370
1.642026,0.005248,0.047747,0.000832,0.013697,0.000416,0.001408,0.001152,0.000352,1.720624
1.707695,0.005248,0.047491,0.000801,0.013632,0.000384,0.001472,0.001024,0.000384,1.783860
1.650859,0.005281,0.047651,0.000576,0.013409,0.000384,0.001472,0.001056,0.000352,1.728368
1.728177,0.005216,0.047939,0.000608,0.013376,0.000416,0.001408,0.001120,0.000352,1.806390
1.647307,0.005217,0.047587,0.000608,0.013313,0.000384,0.001472,0.001216,0.000352,1.725680
1.674445,0.005312,0.047843,0.000576,0.013377,0.000384,0.001376,0.000928,0.000320,1.751058
1.655404,0.005216,0.047427,0.000544,0.013345,0.000416,0.001408,0.000960,0.000353,1.731921
1.710799,0.005217,0.047395,0.000608,0.013345,0.000416,0.001344,0.000992,0.000320,1.788020
1.694478,0.005313,0.047747,0.001024,0.013473,0.000384,0.001408,0.001184,0.000384,1.774195
1.663949,0.005216,0.047555,0.000832,0.013889,0.000384,0.001441,0.001120,0.000352,1.742002
1.659660,0.005248,0.047940,0.000800,0.013441,0.000384,0.001408,0.001088,0.000352,1.738385
1.701390,0.007041,0.047555,0.000672,0.013761,0.000416,0.001440,0.001056,0.000352,1.781363
1.695566,0.011201,0.047875,0.001088,0.013409,0.000416,0.001664,0.001120,0.000352,1.781395
1.690030,0.005408,0.047716,0.000608,0.013953,0.000384,0.001440,0.000992,0.000352,1.768211
1.700335,0.005216,0.047523,0.000576,0.013921,0.000384,0.001441,0.001056,0.000384,1.778932
1.715536,0.005377,0.047555,0.001056,0.013665,0.000352,0.001376,0.000992,0.000352,1.793621
1.695310,0.005217,0.047779,0.000832,0.013473,0.000384,0.001408,0.001088,0.000352,1.772595
1.680301,0.005280,0.047972,0.000608,0.013793,0.000384,0.001408,0.000928,0.000320,1.758290
1.669740,0.005313,0.047971,0.000608,0.013633,0.000416,0.001408,0.001088,0.000384,1.747345
1.716880,0.005248,0.047683,0.000576,0.013632,0.000385,0.001408,0.000992,0.000352,1.794453
1.706287,0.005185,0.047683,0.000576,0.013601,0.000384,0.001440,0.001024,0.000352,1.784340
1.682317,0.005249,0.047619,0.000576,0.013441,0.000416,0.001440,0.000992,0.000320,1.759378
1.674925,0.005185,0.048867,0.001024,0.013665,0.000384,0.001568,0.001312,0.000352,1.755154
1.675308,0.005376,0.048867,0.000832,0.013281,0.000416,0.001472,0.001120,0.000353,1.754387
1.663533,0.005184,0.047683,0.000800,0.013505,0.000384,0.001440,0.001120,0.000353,1.741234
1.692366,0.005280,0.047747,0.000576,0.013377,0.000384,0.001345,0.000992,0.000352,1.769779
1.664653,0.008672,0.047620,0.000800,0.013889,0.000384,0.001376,0.001184,0.000320,1.747762
1.669836,0.005249,0.048451,0.000608,0.013601,0.000416,0.001472,0.000928,0.000256,1.747954
1.702287,0.005409,0.047939,0.000576,0.013857,0.000416,0.001376,0.001088,0.000352,1.781556
1.731121,0.005185,0.047651,0.000576,0.013665,0.000448,0.001472,0.000992,0.000352,1.808950
1.659628,0.005217,0.047555,0.000576,0.013441,0.000352,0.001408,0.001024,0.000384,1.736977
1.692846,0.005376,0.047779,0.000800,0.013409,0.000352,0.001376,0.001120,0.000352,1.771155
1.685165,0.005184,0.047587,0.001024,0.013409,0.000448,0.001440,0.000928,0.000320,1.762834
1.710032,0.005440,0.047427,0.000832,0.013441,0.000352,0.001376,0.000928,0.000320,1.786068
1.660524,0.005664,0.047427,0.000609,0.013408,0.000416,0.001441,0.000992,0.000384,1.738833
1.695214,0.005504,0.047363,0.000832,0.013409,0.000384,0.001344,0.001024,0.000352,1.772787
1.693038,0.005313,0.047459,0.000640,0.013377,0.000416,0.001344,0.000992,0.000320,1.770323
1.679597,0.005281,0.047491,0.000608,0.014017,0.000416,0.001472,0.001152,0.000352,1.757682
1.710127,0.005280,0.047715,0.000640,0.013441,0.000384,0.001440,0.000960,0.000384,1.787316
1.689742,0.005345,0.047523,0.000768,0.013377,0.000384,0.001408,0.001088,0.000352,1.767635
