Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],TEE[8-8],Layer[9],Layer[10],classifier
0.424209,0.017377,0.203208,0.005056,0.047586,0.000928,0.013856,0.000416,0.179623,0.001504,0.000352,0.902051
0.436881,0.017633,0.203208,0.005216,0.047650,0.000832,0.013729,0.000384,0.170918,0.001440,0.000224,0.906212
0.420816,0.017537,0.203560,0.004800,0.048386,0.000896,0.013921,0.000608,0.163078,0.001088,0.000384,0.882530
0.416177,0.017568,0.203080,0.004769,0.047969,0.000832,0.013408,0.000384,0.169063,0.001088,0.000352,0.882659
0.419088,0.017601,0.203720,0.004800,0.047746,0.000800,0.013664,0.000641,0.188519,0.001120,0.000384,0.906083
0.420208,0.017697,0.202856,0.004832,0.047682,0.000608,0.013633,0.000416,0.156166,0.001056,0.000352,0.873186
0.421905,0.017504,0.203656,0.004833,0.047297,0.000832,0.013760,0.000640,0.169223,0.001088,0.000352,0.888547
0.415441,0.017280,0.202600,0.005024,0.047170,0.000800,0.013601,0.000640,0.166406,0.001057,0.000384,0.877507
0.440497,0.017633,0.203432,0.004832,0.046978,0.000800,0.013664,0.000416,0.166695,0.001248,0.000352,0.904547
0.416177,0.017408,0.203880,0.004992,0.048129,0.000704,0.013953,0.000416,0.160710,0.001184,0.000320,0.875810
0.420432,0.017729,0.202664,0.004800,0.047778,0.000832,0.013697,0.000448,0.178119,0.001408,0.000416,0.897283
0.417360,0.017473,0.203496,0.004800,0.048354,0.000800,0.013760,0.000416,0.176583,0.001344,0.000384,0.893251
0.421425,0.017664,0.203688,0.004865,0.047905,0.000512,0.013985,0.000608,0.170503,0.001376,0.000352,0.889699
0.421296,0.017600,0.202536,0.004832,0.048418,0.000576,0.013441,0.000416,0.164390,0.001408,0.000352,0.882115
0.416017,0.017728,0.202855,0.004833,0.047842,0.000480,0.013696,0.000384,0.165831,0.001184,0.000384,0.878403
0.421552,0.017217,0.220969,0.005152,0.047234,0.000576,0.013600,0.000384,0.168359,0.001600,0.000352,0.905315
0.417233,0.017632,0.202920,0.004800,0.047009,0.000736,0.013633,0.000416,0.164710,0.001089,0.000384,0.877763
0.417072,0.017569,0.202376,0.004864,0.046946,0.000608,0.013568,0.000384,0.170983,0.001152,0.000352,0.883779
0.416048,0.017473,0.202600,0.004832,0.047042,0.000768,0.013569,0.000416,0.177479,0.001248,0.000384,0.890083
0.420592,0.017440,0.202184,0.004800,0.047618,0.000608,0.013601,0.000416,0.159270,0.001280,0.000672,0.876258
0.420657,0.017665,0.203400,0.004896,0.047266,0.000800,0.013760,0.000448,0.172743,0.001216,0.000384,0.890851
0.420593,0.017825,0.202472,0.004832,0.048802,0.000896,0.013632,0.000416,0.182440,0.001472,0.000384,0.901700
0.417136,0.017473,0.220777,0.005344,0.048194,0.000768,0.013728,0.000417,0.176102,0.001569,0.000384,0.910148
0.420848,0.017473,0.202536,0.004864,0.047650,0.000800,0.013729,0.000416,0.174214,0.001312,0.000384,0.891651
0.418320,0.017249,0.202440,0.004864,0.047138,0.000800,0.013793,0.000416,0.177607,0.001024,0.000384,0.891939
0.416113,0.017440,0.202248,0.004833,0.047969,0.000832,0.013568,0.000416,0.168871,0.001120,0.000320,0.881603
0.434385,0.017601,0.203016,0.005088,0.047842,0.000768,0.013824,0.000608,0.174663,0.001088,0.000384,0.907139
0.420721,0.017536,0.202600,0.004929,0.047361,0.000801,0.013600,0.000416,0.169735,0.001280,0.000608,0.887715
0.421104,0.017504,0.203144,0.004800,0.047618,0.000832,0.013633,0.000416,0.173927,0.001088,0.000320,0.892483
0.419856,0.017696,0.222793,0.005344,0.047074,0.000576,0.013601,0.000608,0.149414,0.001120,0.000352,0.886499
0.416848,0.017537,0.202728,0.004832,0.047874,0.000544,0.013665,0.000448,0.183815,0.001344,0.000384,0.898723
0.415920,0.017537,0.203848,0.005280,0.047938,0.000768,0.013600,0.000384,0.179879,0.001696,0.000416,0.895683
0.417040,0.017665,0.202728,0.004800,0.047458,0.000800,0.013633,0.000384,0.168166,0.001120,0.000320,0.881410
0.437714,0.017760,0.203688,0.004833,0.047905,0.000864,0.013728,0.000384,0.172583,0.001216,0.000384,0.909028
0.415568,0.017473,0.202440,0.004832,0.047778,0.000800,0.013664,0.000417,0.167622,0.001280,0.000352,0.879522
0.420785,0.017568,0.202664,0.004897,0.047265,0.000609,0.013696,0.000416,0.170695,0.001376,0.000352,0.887619
0.415760,0.017505,0.203688,0.004768,0.047202,0.000608,0.013729,0.000416,0.216360,0.001312,0.000352,0.928484
0.415856,0.017441,0.202600,0.005088,0.047682,0.000608,0.013409,0.000608,0.179879,0.001216,0.000352,0.892931
0.415345,0.017760,0.203080,0.004897,0.047041,0.000832,0.014113,0.000416,0.167463,0.001376,0.000384,0.880131
0.415440,0.017537,0.202504,0.004800,0.047298,0.000768,0.013632,0.000448,0.155047,0.001312,0.000416,0.867202
0.432369,0.017888,0.203176,0.004897,0.047745,0.000865,0.013664,0.000480,0.187175,0.001440,0.000320,0.918980
0.415697,0.017761,0.203047,0.004801,0.047298,0.000768,0.013664,0.000416,0.169511,0.001024,0.000320,0.882467
0.422896,0.018049,0.203080,0.004800,0.048226,0.000800,0.013825,0.000672,0.175815,0.001280,0.000352,0.897315
0.420433,0.017440,0.202888,0.004865,0.047041,0.000768,0.013729,0.000416,0.195656,0.001408,0.000416,0.913220
0.419248,0.017889,0.205096,0.005056,0.049922,0.001184,0.014657,0.000480,0.195560,0.001504,0.000384,0.923108
0.417456,0.017825,0.205544,0.005376,0.048834,0.001088,0.013953,0.000640,0.179591,0.001536,0.000384,0.902019
0.420753,0.017728,0.203464,0.005121,0.048769,0.000832,0.014752,0.000416,0.184103,0.001376,0.000416,0.907076
0.436273,0.017760,0.202696,0.005025,0.048737,0.000833,0.014656,0.000416,0.180935,0.001472,0.000576,0.920452
0.416624,0.017857,0.202664,0.004992,0.049154,0.000768,0.014305,0.000672,0.178087,0.001088,0.000576,0.895811
0.415664,0.017377,0.202408,0.005312,0.048194,0.000832,0.014177,0.000384,0.176615,0.001312,0.000352,0.893027
0.415408,0.017857,0.220585,0.005248,0.048002,0.000800,0.014176,0.000416,0.179367,0.001568,0.000352,0.912932
0.416240,0.018112,0.203208,0.004768,0.047873,0.000704,0.013793,0.000384,0.171047,0.001312,0.000384,0.886947
0.419953,0.017921,0.202855,0.005056,0.048066,0.000768,0.013696,0.000384,0.174791,0.001280,0.000512,0.893539
0.415664,0.017665,0.202792,0.005056,0.047714,0.000736,0.013824,0.000448,0.163975,0.001344,0.000320,0.877890
0.435153,0.017569,0.203336,0.004800,0.048450,0.000832,0.013665,0.000416,0.169862,0.001184,0.000608,0.904356
0.415569,0.017728,0.202696,0.004897,0.047809,0.000832,0.013761,0.000416,0.165671,0.001280,0.000352,0.879299
0.415792,0.017633,0.202440,0.005056,0.047842,0.000576,0.013664,0.000640,0.167974,0.001504,0.000352,0.880866
0.419825,0.017505,0.202631,0.005025,0.047394,0.000864,0.013664,0.000416,0.194312,0.001312,0.000320,0.912548
0.417265,0.017504,0.202855,0.005057,0.047522,0.000768,0.013632,0.000384,0.177255,0.001376,0.000352,0.892355
0.415441,0.017761,0.203015,0.004833,0.047394,0.000800,0.013728,0.000416,0.176487,0.001344,0.000416,0.892131
0.417040,0.017729,0.203560,0.005312,0.047970,0.000768,0.013697,0.000640,0.167718,0.001280,0.000384,0.884419
0.433457,0.018081,0.204904,0.005024,0.047554,0.000704,0.013665,0.000416,0.173639,0.001344,0.000384,0.907396
0.416208,0.017825,0.204040,0.005024,0.047042,0.000768,0.013665,0.000384,0.197767,0.001056,0.000321,0.911652
0.416560,0.017760,0.203944,0.004832,0.046914,0.000896,0.013537,0.000384,0.169223,0.001504,0.000448,0.884323
0.415600,0.018305,0.203496,0.004800,0.047042,0.000480,0.013761,0.000384,0.184775,0.001376,0.000416,0.898691
0.420880,0.017569,0.205224,0.004768,0.047650,0.000704,0.013729,0.000416,0.178215,0.001312,0.000352,0.899171
0.419216,0.017633,0.202920,0.004864,0.047298,0.000832,0.013792,0.000448,0.177127,0.001345,0.000384,0.894819
0.423153,0.018144,0.203208,0.004769,0.048289,0.000769,0.013696,0.000416,0.169991,0.001248,0.000384,0.892323
0.455282,0.017633,0.203528,0.004832,0.047074,0.000768,0.013825,0.000384,0.174183,0.001504,0.000448,0.929189
0.415888,0.017761,0.202792,0.004800,0.048130,0.000800,0.013857,0.000480,0.191495,0.001568,0.000384,0.909668
0.419984,0.017665,0.203048,0.004864,0.046978,0.000832,0.013792,0.000448,0.171847,0.001408,0.000384,0.888867
0.421457,0.017632,0.203112,0.004832,0.047202,0.000800,0.013985,0.000384,0.204360,0.001408,0.000352,0.923588
0.415664,0.017793,0.203080,0.005440,0.048258,0.000768,0.013792,0.000384,0.171335,0.001408,0.000384,0.885602
0.419441,0.017696,0.202343,0.004801,0.048706,0.000768,0.013696,0.000640,0.170983,0.001408,0.000320,0.888291
0.416369,0.017664,0.203816,0.004801,0.047809,0.000833,0.013728,0.000608,0.170215,0.001312,0.000352,0.885091
0.435313,0.017601,0.203208,0.004832,0.048226,0.000800,0.013696,0.000416,0.170247,0.001120,0.000384,0.904195
0.417265,0.017472,0.203368,0.005025,0.047201,0.000832,0.013633,0.000416,0.170759,0.001216,0.000416,0.885219
0.416753,0.017728,0.202568,0.004801,0.047522,0.000800,0.013920,0.000416,0.162022,0.001312,0.000448,0.876579
0.420816,0.017569,0.203496,0.004832,0.047074,0.000800,0.013504,0.000416,0.189031,0.001280,0.000480,0.907267
0.417073,0.017953,0.207016,0.004960,0.047266,0.000832,0.013664,0.000416,0.177127,0.001408,0.000384,0.898851
0.416977,0.017537,0.202856,0.004832,0.047746,0.000832,0.013952,0.000416,0.173511,0.001248,0.000384,0.887587
0.416945,0.017185,0.202696,0.004992,0.046946,0.000800,0.013664,0.000672,0.166087,0.001056,0.000416,0.879907
0.434769,0.017953,0.203080,0.004832,0.046882,0.000736,0.013632,0.000704,0.168615,0.001120,0.000608,0.901443
0.421008,0.017504,0.203080,0.004768,0.047522,0.000832,0.013665,0.000384,0.166502,0.001313,0.000416,0.884931
0.416912,0.017728,0.202696,0.004800,0.047458,0.000608,0.013697,0.000416,0.169510,0.001152,0.000576,0.882819
0.420880,0.017441,0.202440,0.004864,0.048322,0.000768,0.013697,0.000416,0.173671,0.001088,0.000384,0.892611
0.416593,0.017729,0.203847,0.004768,0.047586,0.000608,0.013664,0.000640,0.168711,0.001216,0.000352,0.883363
0.416624,0.017537,0.203240,0.004864,0.047202,0.000800,0.013889,0.000640,0.178055,0.001312,0.000384,0.893347
0.416432,0.017665,0.202760,0.004896,0.048098,0.000832,0.013601,0.000416,0.173991,0.001312,0.000352,0.888419
0.436849,0.017729,0.204232,0.004928,0.048002,0.000832,0.013889,0.000416,0.183783,0.001440,0.000352,0.921220
0.417008,0.017697,0.203272,0.004832,0.048930,0.000832,0.013633,0.000384,0.171814,0.001344,0.000384,0.888323
0.420432,0.017537,0.203976,0.004832,0.047874,0.000864,0.013697,0.000384,0.175239,0.001376,0.000384,0.895395
0.416880,0.017441,0.202536,0.004800,0.047842,0.000800,0.013793,0.000768,0.168998,0.001376,0.000320,0.883939
0.416976,0.018049,0.202440,0.004832,0.048290,0.000800,0.013665,0.000672,0.172966,0.001441,0.000352,0.888675
0.417073,0.017600,0.202791,0.004801,0.048002,0.000768,0.013664,0.000640,0.158246,0.001440,0.000385,0.873699
0.420176,0.017601,0.202792,0.004800,0.047010,0.000800,0.013632,0.000448,0.167591,0.001408,0.000384,0.884066
0.416208,0.017536,0.233673,0.005153,0.047010,0.000640,0.013600,0.000416,0.181447,0.001344,0.000480,0.927492
0.416817,0.017632,0.203111,0.004769,0.047042,0.000768,0.014176,0.000448,0.169703,0.001856,0.000416,0.884899
0.416144,0.017729,0.202824,0.004832,0.047042,0.000832,0.013664,0.000416,0.160999,0.001440,0.000320,0.875010
0.416752,0.017601,0.202632,0.005088,0.048162,0.000800,0.013761,0.000448,0.180711,0.001472,0.000384,0.898403
0.416721,0.017472,0.204264,0.005121,0.048545,0.000832,0.013792,0.000448,0.169095,0.001440,0.000384,0.886755
0.421360,0.017537,0.203048,0.004928,0.047906,0.000832,0.013665,0.000608,0.166950,0.001408,0.000385,0.886179
0.422704,0.017537,0.203752,0.004832,0.048130,0.000768,0.013697,0.000672,0.178887,0.001312,0.000384,0.901859
0.416464,0.017536,0.222537,0.005248,0.047810,0.000800,0.013569,0.000448,0.165990,0.001696,0.000416,0.901603
0.416624,0.017409,0.203496,0.004864,0.047810,0.000832,0.013664,0.000416,0.161575,0.001376,0.000352,0.875938
0.421456,0.017473,0.202344,0.004960,0.047938,0.000832,0.013633,0.000448,0.199208,0.001504,0.000384,0.917796
0.420785,0.017409,0.202440,0.004800,0.047202,0.000768,0.013728,0.000672,0.176839,0.001408,0.000320,0.894307
0.437553,0.017568,0.202472,0.004800,0.047490,0.000800,0.013473,0.000416,0.167238,0.001536,0.000448,0.901988
0.416464,0.017569,0.203944,0.004960,0.047682,0.000832,0.013697,0.000640,0.212968,0.001184,0.000352,0.929508
0.418608,0.017729,0.203304,0.004832,0.048258,0.000832,0.013889,0.000416,0.172262,0.001632,0.000352,0.890915
0.417040,0.017697,0.220201,0.005088,0.048450,0.000544,0.014081,0.000608,0.180999,0.001536,0.000480,0.916004
0.420561,0.017600,0.202855,0.004833,0.048514,0.000800,0.013792,0.000416,0.170983,0.001376,0.000384,0.889891
0.416560,0.017537,0.202664,0.004864,0.048834,0.000832,0.013505,0.000416,0.157926,0.001120,0.000352,0.872002
0.421265,0.017281,0.202695,0.004833,0.047650,0.000800,0.013728,0.000416,0.168999,0.001056,0.000320,0.886307
0.434065,0.017409,0.203208,0.004800,0.047298,0.000672,0.013792,0.000416,0.176391,0.001376,0.000352,0.908388
0.415888,0.017473,0.203112,0.004832,0.048802,0.000800,0.013665,0.000416,0.170662,0.001344,0.000352,0.885187
0.421329,0.017377,0.202823,0.004865,0.047842,0.000800,0.013632,0.000416,0.176903,0.001312,0.000416,0.896067
0.416912,0.017440,0.203144,0.004800,0.069987,0.000672,0.013377,0.000416,0.168614,0.001216,0.000352,0.905572
0.416464,0.017569,0.202216,0.004768,0.047810,0.000768,0.013728,0.000416,0.173543,0.001280,0.000384,0.887042
0.416336,0.017633,0.203880,0.004960,0.047682,0.000864,0.013824,0.000640,0.174151,0.001568,0.000320,0.890658
0.417712,0.017537,0.203336,0.005312,0.048322,0.000576,0.013920,0.000384,0.168646,0.001408,0.000320,0.885890
0.433713,0.017953,0.202760,0.004736,0.047746,0.000832,0.013761,0.000416,0.171495,0.001376,0.000384,0.903076
0.417040,0.017729,0.202728,0.004864,0.047906,0.000832,0.013696,0.000416,0.171047,0.001280,0.000320,0.886402
0.420881,0.017569,0.203688,0.004800,0.047714,0.000896,0.013728,0.000416,0.197640,0.001376,0.000448,0.916612
0.420561,0.017472,0.203272,0.004864,0.048482,0.000800,0.013697,0.000384,0.176263,0.001184,0.000352,0.895459
0.422641,0.017441,0.202311,0.004768,0.048066,0.000800,0.013632,0.000416,0.177095,0.001376,0.000448,0.897347
0.420272,0.017505,0.202504,0.004800,0.048386,0.000832,0.013696,0.000416,0.171334,0.001376,0.000352,0.889570
0.416624,0.017697,0.203368,0.004768,0.047298,0.000576,0.013825,0.000448,0.167910,0.001024,0.000352,0.881346
0.434833,0.017600,0.202248,0.005088,0.047650,0.000800,0.013729,0.000416,0.172423,0.001088,0.000352,0.904835
0.416624,0.017505,0.204072,0.004864,0.047810,0.000832,0.013697,0.000640,0.177287,0.001440,0.000576,0.893347
0.415824,0.017697,0.204872,0.005184,0.047970,0.000800,0.013632,0.000384,0.172871,0.001344,0.000384,0.888674
0.416592,0.017729,0.203016,0.004800,0.047426,0.000800,0.013984,0.000608,0.189832,0.001312,0.000384,0.904099
0.417136,0.017473,0.202920,0.004768,0.047650,0.000800,0.013761,0.000384,0.173510,0.001345,0.000352,0.888035
0.420433,0.017281,0.203112,0.004832,0.047042,0.000608,0.013568,0.000384,0.172487,0.001088,0.000384,0.889091
0.416785,0.017281,0.203048,0.004832,0.047106,0.000832,0.013376,0.000416,0.164295,0.001312,0.000384,0.878435
0.436305,0.017473,0.203112,0.004800,0.047394,0.000832,0.013665,0.000416,0.178919,0.001152,0.000352,0.912868
0.416912,0.017665,0.202632,0.005056,0.047650,0.000800,0.013665,0.000416,0.158822,0.001312,0.000352,0.873090
0.417809,0.017281,0.202503,0.004833,0.047106,0.000768,0.013696,0.000416,0.169479,0.001088,0.000352,0.882531
0.420049,0.017248,0.203176,0.004801,0.047265,0.000800,0.013665,0.000448,0.170343,0.001056,0.000384,0.886627
0.416848,0.017665,0.203592,0.005056,0.047522,0.000896,0.013985,0.000608,0.180967,0.001568,0.000352,0.897475
0.416528,0.017601,0.202888,0.005248,0.048290,0.000832,0.013857,0.000416,0.171750,0.001536,0.000384,0.886722
0.416496,0.017633,0.203048,0.004832,0.048226,0.000800,0.013697,0.000416,0.171271,0.001344,0.000384,0.885475
0.436433,0.017537,0.203048,0.005024,0.048130,0.000800,0.013665,0.000640,0.166950,0.001536,0.000416,0.901763
0.421137,0.017760,0.204232,0.004993,0.047586,0.000864,0.013664,0.000448,0.170087,0.001344,0.000384,0.889827
0.416400,0.017697,0.203048,0.004800,0.047298,0.000832,0.013729,0.000416,0.163174,0.001536,0.000416,0.877122
0.419153,0.018337,0.204200,0.004960,0.049122,0.000896,0.014113,0.000384,0.216776,0.002080,0.000608,0.942821
0.416528,0.017632,0.203368,0.005120,0.048450,0.000800,0.013921,0.000384,0.170663,0.001696,0.000384,0.887011
0.423248,0.018017,0.204264,0.005184,0.049218,0.000832,0.013889,0.000416,0.198856,0.002432,0.000608,0.927172
0.421937,0.017664,0.203112,0.005025,0.048898,0.000800,0.014592,0.000416,0.182183,0.002049,0.000576,0.905540
0.435505,0.017857,0.203848,0.005024,0.048066,0.000864,0.014625,0.000480,0.179591,0.001760,0.000384,0.915716
0.415761,0.017728,0.202632,0.004897,0.047681,0.000704,0.013792,0.000384,0.168551,0.001696,0.000384,0.882883
0.415344,0.017505,0.202664,0.004864,0.047650,0.000832,0.013792,0.000416,0.161319,0.001600,0.000416,0.874914
0.415216,0.017697,0.202760,0.005088,0.047970,0.000832,0.013632,0.000416,0.182600,0.001344,0.000416,0.896515
0.416368,0.017537,0.202536,0.005152,0.047842,0.000800,0.013569,0.000608,0.169158,0.001376,0.000384,0.884131
0.421168,0.017632,0.202792,0.004864,0.048418,0.000608,0.013697,0.000416,0.183559,0.001152,0.000352,0.903587
0.416016,0.017633,0.203592,0.005056,0.048098,0.000736,0.013697,0.000576,0.172391,0.001376,0.000416,0.888995
0.431473,0.017889,0.203399,0.005056,0.048514,0.000864,0.013824,0.000416,0.176711,0.001248,0.000416,0.908451
0.415856,0.017729,0.203880,0.005088,0.048194,0.000768,0.013697,0.000384,0.159238,0.001312,0.000480,0.875106
0.415953,0.017504,0.203368,0.005249,0.049633,0.000833,0.014144,0.000416,0.165959,0.001376,0.000320,0.883331
0.416496,0.017665,0.203240,0.004800,0.049122,0.000800,0.014113,0.000416,0.160550,0.001440,0.000416,0.877090
0.416369,0.017633,0.203143,0.004768,0.047970,0.000800,0.013632,0.000448,0.161831,0.001088,0.000352,0.874819
0.415696,0.017409,0.202408,0.005024,0.048610,0.000768,0.013601,0.000416,0.173990,0.000897,0.000288,0.886467
0.416272,0.017441,0.202408,0.004832,0.047522,0.000672,0.013376,0.000416,0.173863,0.001184,0.000352,0.885890
0.422641,0.017793,0.223880,0.005281,0.047457,0.000832,0.013856,0.000416,0.171175,0.001088,0.000384,0.914468
0.416016,0.017665,0.203496,0.004832,0.047426,0.000800,0.013728,0.000384,0.167239,0.001184,0.000448,0.882050
0.415792,0.017921,0.202728,0.005088,0.047298,0.000832,0.013697,0.000384,0.167014,0.001249,0.000384,0.880643
0.415536,0.017729,0.203240,0.005024,0.047362,0.000832,0.013632,0.000384,0.173351,0.001120,0.000288,0.887426
0.431633,0.017568,0.202696,0.005217,0.047393,0.000800,0.013344,0.000352,0.169991,0.001248,0.000416,0.899011
0.416977,0.017760,0.202887,0.004801,0.048258,0.000800,0.013696,0.000448,0.178023,0.001440,0.000384,0.895011
0.416593,0.017696,0.202696,0.004832,0.047746,0.000800,0.013473,0.000672,0.160806,0.001280,0.000448,0.875138
0.415536,0.017440,0.202504,0.004928,0.047586,0.000832,0.013729,0.000384,0.170727,0.001376,0.000416,0.883587
0.415728,0.017409,0.203848,0.004992,0.047618,0.000800,0.013665,0.000384,0.176487,0.001248,0.000384,0.890595
0.416208,0.017665,0.202888,0.004896,0.047970,0.000608,0.013473,0.000384,0.148230,0.001184,0.000416,0.861602
0.415120,0.017569,0.202568,0.004832,0.047330,0.000832,0.013729,0.000384,0.194503,0.001216,0.000352,0.906787
0.431121,0.017505,0.202952,0.004832,0.048002,0.000704,0.013792,0.000384,0.170055,0.001088,0.000320,0.899075
0.415473,0.017504,0.202504,0.004768,0.047137,0.000736,0.013505,0.000384,0.161094,0.001248,0.000384,0.872706
0.415728,0.017569,0.203208,0.004896,0.047074,0.000736,0.013569,0.000416,0.161702,0.001216,0.000416,0.874978
0.416113,0.017536,0.202120,0.004865,0.047041,0.000672,0.013473,0.000416,0.163398,0.001217,0.000416,0.875971
0.417168,0.017696,0.205640,0.005025,0.047425,0.000832,0.013856,0.000416,0.174471,0.001504,0.000416,0.894115
0.416369,0.017504,0.203528,0.005024,0.047073,0.000672,0.013665,0.000704,0.173031,0.001120,0.000256,0.886531
0.415760,0.017697,0.202952,0.004896,0.047010,0.000672,0.013536,0.000416,0.162727,0.001376,0.000416,0.876418
0.415152,0.017281,0.216968,0.005409,0.046977,0.000640,0.013601,0.000416,0.209992,0.001216,0.000384,0.936420
0.415408,0.017409,0.202568,0.005024,0.046914,0.000768,0.013664,0.000640,0.155463,0.001184,0.000384,0.867810
0.415152,0.017473,0.202664,0.004960,0.046946,0.000832,0.013697,0.000416,0.159750,0.001088,0.000352,0.871778
0.414960,0.017633,0.202888,0.005056,0.047170,0.000800,0.013408,0.000384,0.149670,0.001280,0.000448,0.862049
0.427185,0.017824,0.203240,0.005185,0.047297,0.000576,0.013313,0.000448,0.156486,0.001152,0.000384,0.881890
0.415696,0.017441,0.204072,0.004800,0.046882,0.000768,0.013664,0.000672,0.170599,0.001056,0.000352,0.883746
0.420369,0.017696,0.202696,0.004800,0.046882,0.000768,0.013697,0.000384,0.163558,0.000992,0.000224,0.879715
0.416337,0.017825,0.203880,0.005056,0.047490,0.000832,0.013792,0.000416,0.191944,0.001536,0.000416,0.908132
0.416176,0.017505,0.202952,0.005024,0.048002,0.000704,0.013664,0.000384,0.148902,0.001280,0.000352,0.862786
0.415249,0.021089,0.202792,0.004864,0.048546,0.000480,0.013856,0.000640,0.162279,0.001216,0.000480,0.879651
0.415409,0.017504,0.202215,0.005281,0.047554,0.000608,0.013760,0.000384,0.164103,0.001216,0.000288,0.875523
0.416017,0.017600,0.217513,0.004896,0.047138,0.000704,0.013697,0.000384,0.179943,0.001376,0.000288,0.907556
0.416336,0.017505,0.202664,0.004800,0.047042,0.000896,0.013664,0.000448,0.167943,0.001216,0.000448,0.881314
0.414833,0.017568,0.202728,0.005056,0.047170,0.000736,0.013569,0.000384,0.156934,0.001216,0.000448,0.868706
0.415888,0.018081,0.202504,0.005024,0.046882,0.000704,0.013633,0.000416,0.166982,0.000960,0.000384,0.878818
0.427184,0.017505,0.202728,0.004832,0.047010,0.000800,0.013633,0.000416,0.172327,0.001056,0.000352,0.895107
0.420464,0.017600,0.203336,0.004800,0.046882,0.000832,0.013665,0.000416,0.158342,0.001056,0.000352,0.875554
0.420912,0.017824,0.203272,0.004832,0.047682,0.000864,0.014017,0.000608,0.177159,0.001376,0.000384,0.897731
0.421360,0.017889,0.203176,0.005152,0.069219,0.000896,0.014017,0.000384,0.182887,0.001504,0.000640,0.926372
0.420432,0.017985,0.203048,0.005088,0.048450,0.000800,0.014401,0.000384,0.178183,0.001376,0.000416,0.898691
0.416944,0.018017,0.202376,0.005024,0.048290,0.000832,0.014113,0.000416,0.178087,0.001184,0.000608,0.894179
0.417073,0.017697,0.202407,0.005025,0.048034,0.000832,0.014080,0.000384,0.187528,0.001376,0.000576,0.903620
0.440722,0.017792,0.203208,0.005153,0.048002,0.000768,0.013984,0.000384,0.172455,0.001504,0.000416,0.913092
0.417361,0.018241,0.203368,0.004960,0.049186,0.000864,0.013984,0.000608,0.173959,0.001184,0.000384,0.892227
0.415344,0.017793,0.202952,0.005280,0.048418,0.000864,0.013857,0.000384,0.175815,0.001408,0.000384,0.890979
0.420625,0.017537,0.222696,0.005217,0.048642,0.000832,0.013792,0.000416,0.178055,0.001152,0.000384,0.918148
0.420400,0.017601,0.203208,0.004864,0.047458,0.000832,0.013729,0.000608,0.170726,0.001184,0.000384,0.889443
0.415632,0.017633,0.202696,0.004928,0.048034,0.000768,0.013793,0.000416,0.185511,0.001504,0.000480,0.900899
0.420209,0.017440,0.202824,0.005185,0.047521,0.000832,0.013984,0.000384,0.180839,0.001376,0.000384,0.899363
0.438961,0.017569,0.202952,0.004800,0.048386,0.000800,0.013729,0.000384,0.175271,0.001312,0.000384,0.913060
0.415888,0.017569,0.202536,0.004832,0.048258,0.000768,0.013761,0.000384,0.181255,0.001184,0.000320,0.895203
0.416849,0.017728,0.203528,0.004864,0.048130,0.000608,0.013697,0.000416,0.177767,0.001440,0.000448,0.893603
0.420144,0.017505,0.223241,0.005216,0.047266,0.000640,0.013665,0.000384,0.168422,0.001344,0.000416,0.906563
0.416336,0.017665,0.202952,0.005120,0.047938,0.000608,0.013761,0.000704,0.176007,0.001216,0.000384,0.890179
0.415793,0.017568,0.202728,0.004800,0.046978,0.000832,0.013697,0.000384,0.168167,0.001376,0.000384,0.881731
0.418672,0.017633,0.205928,0.004832,0.047746,0.000832,0.013761,0.000384,0.202120,0.001216,0.000352,0.921732
0.416816,0.017600,0.204008,0.004768,0.047394,0.000864,0.013889,0.000416,0.175111,0.001408,0.000352,0.891843
0.416144,0.017729,0.204648,0.004992,0.047586,0.000768,0.013857,0.000672,0.175366,0.001536,0.000608,0.892483
0.422097,0.017441,0.202696,0.004800,0.049026,0.000768,0.013632,0.000416,0.172199,0.001280,0.000384,0.892355
0.420208,0.017825,0.222345,0.005696,0.047682,0.000800,0.013664,0.000416,0.184872,0.001472,0.000416,0.924260
0.417072,0.017537,0.203496,0.004736,0.047650,0.000832,0.013697,0.000416,0.170854,0.001024,0.000384,0.885027
0.420720,0.017729,0.205160,0.004832,0.047586,0.000768,0.013697,0.000416,0.168006,0.001248,0.000416,0.888355
0.419888,0.017792,0.203528,0.004800,0.047170,0.000832,0.013729,0.000384,0.170631,0.001440,0.000352,0.888419
0.415889,0.017440,0.202472,0.004865,0.047905,0.000800,0.013728,0.000416,0.184743,0.001440,0.000416,0.897252
0.419409,0.017632,0.202375,0.004961,0.047298,0.000800,0.013728,0.000416,0.167623,0.001280,0.000384,0.883299
0.416080,0.017633,0.202856,0.004864,0.047554,0.000832,0.013760,0.000416,0.175175,0.001408,0.000384,0.888738
0.420273,0.017505,0.222600,0.005345,0.047425,0.000832,0.013761,0.000416,0.178247,0.001344,0.000384,0.916996
0.417232,0.017665,0.202824,0.004800,0.048418,0.000928,0.013857,0.000416,0.170950,0.001505,0.000608,0.887555
0.416913,0.017664,0.202504,0.005281,0.048130,0.000800,0.013888,0.000448,0.164423,0.001472,0.000352,0.880259
0.416560,0.017793,0.202728,0.004896,0.047810,0.000800,0.013761,0.000640,0.170919,0.001472,0.000576,0.885891
0.421073,0.017825,0.203016,0.004800,0.047042,0.000800,0.013664,0.000416,0.173703,0.001312,0.000384,0.892387
