Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416657,0.017824,0.203112,0.005281,0.046977,0.174279,0.014785,0.000736,0.001632,0.001056,0.000384,0.891203
0.415888,0.017696,0.202120,0.005248,0.047234,0.197096,0.014305,0.000704,0.001568,0.000896,0.000448,0.910788
0.416273,0.017729,0.202343,0.005025,0.047170,0.159782,0.014176,0.000480,0.001537,0.000928,0.000352,0.873443
0.430257,0.017537,0.202376,0.004832,0.047650,0.162086,0.014081,0.000448,0.001472,0.000864,0.000288,0.889763
0.415632,0.017793,0.201992,0.004864,0.048898,0.143654,0.014304,0.000640,0.001408,0.000800,0.000416,0.857601
0.416592,0.017505,0.202760,0.005024,0.048226,0.160359,0.014048,0.000480,0.001472,0.000928,0.000608,0.875554
0.415600,0.017665,0.203848,0.004832,0.048066,0.180519,0.014305,0.000480,0.001344,0.001024,0.000576,0.895747
0.414064,0.017281,0.202056,0.004832,0.047394,0.168710,0.014305,0.000736,0.001376,0.000832,0.000352,0.879074
0.415088,0.017313,0.201895,0.005345,0.047138,0.166182,0.014337,0.000672,0.001472,0.000864,0.000384,0.877282
0.415248,0.017441,0.202216,0.005248,0.047074,0.160166,0.014113,0.000544,0.001408,0.000864,0.000352,0.871810
0.432817,0.017665,0.203240,0.005280,0.047170,0.171911,0.014464,0.000769,0.001472,0.001088,0.000608,0.904644
0.420721,0.017697,0.202376,0.005152,0.046914,0.163718,0.014081,0.000992,0.001472,0.001120,0.000576,0.882947
0.415504,0.017441,0.201800,0.005056,0.047138,0.180391,0.014273,0.000768,0.001344,0.000864,0.000576,0.892067
0.415504,0.017249,0.202152,0.004864,0.046914,0.141605,0.014337,0.000736,0.001472,0.000832,0.000352,0.853313
0.414800,0.017953,0.202600,0.004800,0.047010,0.160838,0.014049,0.000384,0.001472,0.000864,0.000352,0.872130
0.415568,0.017440,0.203496,0.005216,0.047042,0.178535,0.014433,0.000448,0.001472,0.001056,0.000608,0.894211
0.420337,0.017537,0.202632,0.005280,0.046882,0.168774,0.014369,0.000704,0.001472,0.001120,0.000384,0.887619
0.417040,0.017505,0.219721,0.005440,0.047074,0.176455,0.014592,0.000704,0.001505,0.001120,0.000352,0.910404
0.420464,0.017569,0.202088,0.005216,0.046978,0.173767,0.014912,0.000832,0.001472,0.001152,0.000384,0.893123
0.415984,0.017600,0.202184,0.005248,0.047362,0.174471,0.014241,0.000736,0.001664,0.000992,0.000320,0.888547
0.416048,0.017569,0.202568,0.005024,0.047202,0.183591,0.014561,0.000704,0.001632,0.001152,0.000384,0.899107
0.415664,0.017728,0.202280,0.005408,0.047522,0.165255,0.014880,0.000704,0.001569,0.001088,0.000384,0.881411
0.420016,0.017569,0.202184,0.005312,0.048162,0.177639,0.014657,0.000672,0.001632,0.000960,0.000608,0.897795
0.417201,0.017728,0.202184,0.005280,0.048289,0.181063,0.014592,0.000704,0.001536,0.001152,0.000608,0.898371
0.416208,0.017505,0.234473,0.005440,0.048930,0.175239,0.014913,0.000704,0.001504,0.001088,0.000320,0.925028
0.417200,0.017281,0.202280,0.005184,0.047842,0.171623,0.014432,0.000768,0.001440,0.001152,0.000320,0.887746
0.416240,0.017601,0.201992,0.005216,0.048354,0.173991,0.014464,0.000705,0.001536,0.001088,0.000352,0.889795
0.417392,0.017505,0.201960,0.005248,0.047746,0.170599,0.014208,0.000768,0.001504,0.001088,0.000640,0.886946
0.417872,0.017601,0.203304,0.005280,0.047842,0.177255,0.014369,0.000992,0.001472,0.001120,0.000352,0.895779
0.418032,0.017568,0.202408,0.005248,0.047298,0.182055,0.014465,0.000736,0.001504,0.001152,0.000384,0.899587
0.418352,0.017792,0.202408,0.005280,0.048226,0.175847,0.014625,0.000736,0.001536,0.001120,0.000352,0.894403
0.420880,0.017664,0.229193,0.005185,0.047617,0.204072,0.014401,0.000672,0.001504,0.001120,0.000384,0.952261
0.416624,0.017569,0.202408,0.005248,0.048674,0.167431,0.014400,0.000736,0.001504,0.001184,0.000352,0.884291
0.420433,0.017568,0.201928,0.005216,0.047362,0.176391,0.014337,0.000768,0.001440,0.001088,0.000320,0.895203
0.420624,0.017601,0.201992,0.005280,0.047586,0.178631,0.014272,0.000992,0.001537,0.001088,0.000608,0.898820
0.415856,0.017697,0.202152,0.005280,0.047042,0.170215,0.014336,0.000768,0.001472,0.001121,0.000384,0.884771
0.420592,0.017825,0.202088,0.005248,0.046978,0.178247,0.014688,0.000736,0.001473,0.001120,0.000608,0.897795
0.415440,0.017633,0.202472,0.004992,0.047010,0.176679,0.014209,0.000704,0.001504,0.001056,0.000352,0.890787
0.438865,0.017568,0.202152,0.005312,0.047138,0.172775,0.014209,0.000800,0.001440,0.001184,0.000608,0.910404
0.417872,0.017537,0.202952,0.005312,0.046978,0.173415,0.014400,0.000768,0.001536,0.001088,0.000416,0.890914
0.420432,0.017793,0.202248,0.005248,0.046946,0.178215,0.014624,0.000705,0.001504,0.001120,0.000352,0.897507
0.420464,0.017633,0.201896,0.005248,0.047138,0.179175,0.014145,0.000704,0.001536,0.001056,0.000352,0.898755
0.420208,0.017793,0.202120,0.005216,0.046882,0.173959,0.014368,0.000736,0.001504,0.001089,0.000384,0.892547
0.419920,0.017633,0.201992,0.005312,0.047042,0.176455,0.014176,0.000736,0.001408,0.001056,0.000385,0.894371
0.420240,0.017825,0.202792,0.005248,0.046946,0.175719,0.014208,0.000800,0.001505,0.001120,0.000608,0.895715
0.434321,0.017376,0.202760,0.005312,0.047010,0.176903,0.014049,0.000736,0.001504,0.001056,0.000608,0.909892
0.416400,0.017697,0.202536,0.005312,0.047010,0.182471,0.013985,0.000768,0.001504,0.001024,0.000384,0.896995
0.420560,0.017504,0.202056,0.005312,0.047202,0.175271,0.014081,0.000672,0.001504,0.001088,0.000608,0.894371
0.420209,0.017536,0.201704,0.005313,0.047041,0.171879,0.014497,0.000704,0.001408,0.001152,0.000352,0.890051
0.416465,0.017344,0.202472,0.005377,0.046977,0.174631,0.014529,0.000768,0.001536,0.001216,0.000352,0.890307
0.420273,0.017825,0.202408,0.005280,0.047074,0.173991,0.014368,0.000768,0.001504,0.001184,0.000416,0.893315
0.416433,0.018337,0.201927,0.005249,0.046978,0.173830,0.015169,0.000736,0.001440,0.001152,0.000352,0.890787
0.440562,0.017696,0.202344,0.005313,0.047073,0.169735,0.014465,0.000640,0.001536,0.001088,0.000352,0.909764
0.420720,0.017569,0.201768,0.005248,0.048450,0.167271,0.015040,0.000768,0.001536,0.001025,0.000352,0.888163
0.416753,0.017793,0.202664,0.005216,0.048130,0.179303,0.014144,0.000736,0.001472,0.001120,0.000321,0.896132
0.415568,0.017761,0.201768,0.005248,0.047042,0.176295,0.014336,0.000704,0.001600,0.001120,0.000320,0.889986
0.420817,0.017792,0.202120,0.005281,0.047137,0.168839,0.014369,0.000736,0.001472,0.001120,0.000352,0.888451
0.431889,0.017409,0.201864,0.005280,0.047330,0.169191,0.014336,0.000672,0.001440,0.001056,0.000320,0.899396
0.420816,0.017601,0.202120,0.005312,0.047682,0.180615,0.014433,0.000768,0.001568,0.001152,0.000352,0.900643
0.437361,0.017889,0.202984,0.005216,0.047778,0.176167,0.014625,0.000768,0.001472,0.001184,0.000608,0.914436
0.420337,0.017536,0.201960,0.005184,0.047906,0.177415,0.014593,0.000736,0.001504,0.001056,0.000352,0.897027
0.420753,0.017632,0.202792,0.005281,0.049217,0.174823,0.014273,0.000736,0.001504,0.001120,0.000352,0.896931
0.419825,0.017536,0.202088,0.005249,0.048418,0.165958,0.014305,0.000832,0.001408,0.000960,0.000352,0.885443
0.415312,0.017569,0.201992,0.005248,0.047874,0.171814,0.014209,0.000768,0.001472,0.001152,0.000352,0.885730
0.419953,0.017664,0.202120,0.005280,0.047329,0.173799,0.014241,0.000736,0.001536,0.001088,0.000384,0.892195
0.419664,0.017793,0.202408,0.005216,0.046946,0.170983,0.014336,0.000768,0.001504,0.001088,0.000384,0.888963
0.437073,0.017601,0.202440,0.005280,0.047266,0.170502,0.014305,0.000704,0.001472,0.001184,0.000448,0.906819
0.417553,0.017696,0.204136,0.004929,0.047297,0.180487,0.014176,0.000768,0.001504,0.001248,0.000352,0.898595
0.417040,0.017600,0.203176,0.004864,0.047362,0.175623,0.014049,0.000736,0.001440,0.001120,0.000608,0.892259
0.416688,0.017697,0.203240,0.004864,0.047266,0.179143,0.014273,0.000736,0.001536,0.001152,0.000320,0.895427
0.417968,0.017569,0.203016,0.005024,0.048226,0.172583,0.014433,0.000736,0.001504,0.001152,0.000384,0.891011
0.416209,0.017601,0.202568,0.004832,0.048578,0.169542,0.014177,0.000736,0.001472,0.001120,0.000352,0.885507
0.420433,0.017633,0.204328,0.005472,0.048354,0.171270,0.014177,0.000736,0.001568,0.001088,0.000416,0.893475
0.451506,0.017665,0.202280,0.005280,0.048770,0.179303,0.014689,0.000736,0.001472,0.001088,0.000384,0.931301
0.420145,0.017600,0.202215,0.004897,0.048322,0.174054,0.014369,0.000736,0.001472,0.001120,0.000448,0.893507
0.420272,0.017505,0.202312,0.004864,0.047778,0.170663,0.014464,0.000768,0.001409,0.001088,0.000576,0.890115
0.419953,0.017537,0.202056,0.004864,0.047490,0.167430,0.033890,0.000768,0.001536,0.001184,0.000608,0.906372
0.417360,0.017825,0.203304,0.004960,0.047074,0.177223,0.016256,0.000577,0.001536,0.001120,0.000608,0.895843
0.420560,0.017633,0.202376,0.005280,0.047362,0.181607,0.014913,0.000736,0.001536,0.001056,0.000384,0.902659
0.415856,0.017761,0.202824,0.005312,0.047746,0.169543,0.014848,0.000736,0.001536,0.001184,0.000353,0.886307
0.437137,0.017537,0.202696,0.005280,0.047810,0.176935,0.014496,0.000736,0.001472,0.001152,0.000416,0.914692
0.416336,0.017697,0.202536,0.005440,0.048354,0.177831,0.014721,0.000960,0.001536,0.001056,0.000384,0.895267
0.416241,0.017792,0.202984,0.005281,0.047969,0.165031,0.014785,0.000704,0.001568,0.001152,0.000576,0.882819
0.415984,0.017569,0.202504,0.005280,0.047970,0.206312,0.014593,0.000448,0.001568,0.001120,0.000672,0.922404
0.415729,0.017729,0.202056,0.005312,0.048322,0.175815,0.014560,0.000768,0.001632,0.001216,0.000384,0.892739
0.420240,0.017569,0.202184,0.005280,0.048194,0.172423,0.014368,0.000961,0.001472,0.001152,0.000352,0.892707
0.416272,0.017761,0.202152,0.005280,0.049090,0.176647,0.014593,0.000768,0.001472,0.001024,0.000576,0.893891
0.438417,0.017697,0.203080,0.005152,0.048322,0.180455,0.014337,0.000736,0.001472,0.000992,0.000608,0.919492
0.415441,0.017568,0.202408,0.005440,0.047394,0.168039,0.014561,0.000736,0.001440,0.001088,0.000384,0.883331
0.417264,0.017761,0.202472,0.005280,0.047106,0.172423,0.014496,0.000768,0.001537,0.001184,0.000384,0.889123
0.416240,0.017601,0.202280,0.005280,0.047650,0.205448,0.014689,0.000480,0.001568,0.001184,0.000384,0.921316
0.417137,0.017665,0.203592,0.004832,0.047842,0.183719,0.014432,0.000769,0.001504,0.001248,0.000352,0.901828
0.420592,0.018177,0.202248,0.005216,0.047938,0.172391,0.014529,0.000768,0.001472,0.001024,0.000384,0.893539
0.416976,0.017665,0.201928,0.005248,0.048386,0.174471,0.014369,0.000768,0.001472,0.001088,0.000640,0.891011
0.436881,0.017697,0.202664,0.005024,0.048386,0.177671,0.014273,0.000736,0.001504,0.001056,0.000608,0.916100
0.416336,0.017601,0.203464,0.005280,0.047778,0.168455,0.014080,0.000736,0.001504,0.001088,0.000384,0.885346
0.417201,0.017633,0.202119,0.005248,0.048642,0.174758,0.014496,0.000672,0.001472,0.001088,0.000352,0.892963
0.417585,0.017601,0.202600,0.005216,0.048386,0.193703,0.014209,0.000704,0.001440,0.001088,0.000640,0.911876
0.420656,0.017568,0.202152,0.005280,0.049058,0.184296,0.015456,0.000800,0.001600,0.001472,0.000609,0.910404
0.416849,0.017601,0.202024,0.005280,0.049410,0.181127,0.015136,0.000768,0.001537,0.001216,0.000608,0.900420
0.417552,0.017697,0.202056,0.005216,0.047938,0.184199,0.014784,0.000768,0.001440,0.001248,0.000640,0.902147
0.442865,0.017473,0.202568,0.005312,0.047842,0.178823,0.014976,0.000737,0.001408,0.001248,0.000608,0.922308
0.416272,0.017793,0.201960,0.005344,0.048322,0.180231,0.014273,0.000768,0.001472,0.001056,0.000384,0.896131
0.417104,0.017377,0.202408,0.005248,0.048450,0.177255,0.014529,0.000928,0.001408,0.001184,0.000608,0.895171
0.415760,0.017441,0.224489,0.005184,0.048258,0.186567,0.014369,0.000800,0.001472,0.001152,0.000384,0.924324
0.416144,0.017504,0.202408,0.005248,0.048642,0.171431,0.014561,0.000960,0.001536,0.001088,0.000384,0.888035
0.417936,0.018305,0.202600,0.005248,0.048546,0.173991,0.014689,0.000800,0.001472,0.001184,0.000608,0.894115
0.417040,0.017761,0.202312,0.005280,0.047554,0.179143,0.014305,0.000736,0.001472,0.001152,0.000544,0.895747
0.435665,0.017569,0.202376,0.005280,0.047298,0.176231,0.014336,0.000768,0.001472,0.001152,0.000353,0.911396
0.416528,0.017729,0.203240,0.005344,0.047106,0.178439,0.014593,0.000736,0.001472,0.001184,0.000608,0.895171
0.415729,0.017760,0.202440,0.005185,0.047553,0.167847,0.014561,0.000736,0.001568,0.001120,0.000416,0.884067
0.415921,0.017665,0.222824,0.005440,0.047585,0.174375,0.014625,0.000800,0.001536,0.001120,0.000384,0.910660
0.415952,0.017696,0.202056,0.005280,0.048482,0.172199,0.014401,0.000768,0.001536,0.001120,0.000608,0.888067
0.419952,0.017985,0.201992,0.005280,0.048450,0.170567,0.015488,0.000704,0.001504,0.001120,0.000384,0.891650
0.415312,0.017761,0.202792,0.005312,0.047490,0.160870,0.014305,0.000736,0.001472,0.001024,0.000608,0.876194
0.421521,0.017761,0.202215,0.005281,0.047682,0.172646,0.014337,0.000768,0.001440,0.001088,0.000320,0.893123
0.420209,0.017665,0.202023,0.005249,0.047202,0.173702,0.014273,0.001024,0.001504,0.001024,0.000352,0.892771
0.420273,0.017601,0.202215,0.005313,0.046978,0.173510,0.014369,0.000736,0.001408,0.001120,0.000384,0.891843
0.420400,0.017729,0.220553,0.005408,0.047170,0.189735,0.014241,0.000736,0.001440,0.001024,0.000640,0.927716
0.416496,0.017889,0.202280,0.005248,0.047170,0.177863,0.015329,0.000736,0.001536,0.001152,0.000704,0.894339
0.421073,0.017600,0.202152,0.005312,0.047522,0.174183,0.014401,0.000704,0.001472,0.001120,0.000640,0.894691
0.419984,0.017568,0.202184,0.005280,0.048354,0.177191,0.015105,0.000672,0.001568,0.001056,0.000608,0.897827
0.420209,0.017792,0.202152,0.005313,0.048289,0.165479,0.014849,0.000768,0.001440,0.001088,0.000640,0.886659
0.416048,0.017633,0.202504,0.005152,0.047874,0.171751,0.014432,0.000768,0.001536,0.001216,0.000384,0.887490
0.416208,0.017665,0.202408,0.005280,0.047106,0.166439,0.014240,0.000768,0.001504,0.001184,0.000352,0.881794
0.420272,0.017601,0.219401,0.005376,0.047170,0.170086,0.014497,0.000800,0.001408,0.001088,0.000384,0.906563
0.420529,0.017664,0.202376,0.005313,0.047169,0.172455,0.014401,0.000768,0.001440,0.001056,0.000640,0.892099
0.420209,0.017921,0.202344,0.005184,0.047010,0.173831,0.014400,0.000512,0.001504,0.001152,0.000576,0.892611
0.416657,0.017600,0.203400,0.005281,0.047586,0.171654,0.014529,0.001056,0.001504,0.001248,0.000384,0.889603
0.416560,0.017632,0.202376,0.005312,0.048130,0.182503,0.014336,0.000704,0.001472,0.001216,0.000384,0.898819
0.420465,0.017665,0.202120,0.005280,0.047874,0.180967,0.014432,0.000672,0.001568,0.001152,0.000608,0.901508
0.420529,0.017792,0.202088,0.005313,0.047201,0.175431,0.014273,0.000800,0.001472,0.001120,0.000384,0.894691
0.419985,0.017889,0.221832,0.005409,0.047201,0.174119,0.014337,0.000768,0.001504,0.001120,0.000416,0.913188
0.416049,0.017633,0.202727,0.005313,0.047202,0.165478,0.014273,0.000736,0.001568,0.001152,0.000352,0.881059
0.416272,0.017665,0.202120,0.005120,0.048162,0.168326,0.014305,0.000704,0.001504,0.001120,0.000352,0.884354
0.421200,0.017601,0.202216,0.005312,0.048386,0.176103,0.014656,0.000736,0.001504,0.001152,0.000608,0.897539
0.416464,0.017537,0.201768,0.005376,0.047266,0.168423,0.014144,0.000672,0.001440,0.001056,0.000385,0.883075
0.415345,0.017632,0.202056,0.005313,0.047329,0.169831,0.014241,0.000736,0.001440,0.001152,0.000352,0.883715
0.416208,0.017729,0.203080,0.005312,0.047042,0.183879,0.014529,0.001024,0.001504,0.001152,0.000352,0.900419
0.421105,0.017665,0.223112,0.005441,0.047073,0.176262,0.016033,0.000768,0.001472,0.001216,0.000384,0.919268
0.420112,0.018049,0.202504,0.005248,0.047010,0.171751,0.014336,0.000768,0.001504,0.001120,0.000416,0.891714
0.417296,0.017793,0.202088,0.005312,0.047330,0.169095,0.014240,0.000704,0.001601,0.001088,0.000416,0.885155
0.420112,0.017793,0.205352,0.005248,0.047746,0.174663,0.014337,0.000960,0.001408,0.001184,0.000384,0.897635
0.415825,0.017761,0.202727,0.005281,0.047458,0.170470,0.014465,0.000704,0.001440,0.001120,0.000384,0.885635
0.415761,0.017568,0.202568,0.005249,0.047745,0.176007,0.014241,0.000704,0.001440,0.001056,0.000352,0.891235
0.415728,0.017985,0.202536,0.005024,0.046946,0.173030,0.014304,0.000704,0.001376,0.001088,0.000416,0.887490
0.416016,0.017729,0.218504,0.005408,0.047170,0.169223,0.015969,0.000832,0.001504,0.001056,0.000352,0.902755
0.420497,0.017697,0.202024,0.005312,0.046946,0.175879,0.014496,0.000704,0.001536,0.000992,0.000320,0.894627
0.417296,0.017601,0.202280,0.005312,0.047266,0.178791,0.014785,0.000736,0.001504,0.001120,0.000384,0.895843
0.420752,0.017760,0.202152,0.005216,0.047426,0.180391,0.014433,0.000704,0.001536,0.001088,0.000384,0.900355
0.420080,0.017760,0.202440,0.005312,0.047234,0.171847,0.014529,0.000736,0.001536,0.001088,0.000416,0.892195
0.415600,0.017536,0.202408,0.005280,0.047298,0.179271,0.014369,0.000704,0.001568,0.001152,0.000384,0.893859
0.420593,0.017760,0.202152,0.005345,0.047009,0.171207,0.014657,0.000768,0.001504,0.001024,0.000352,0.890499
0.445362,0.017504,0.202311,0.005153,0.047074,0.176838,0.013985,0.000736,0.001440,0.001088,0.000352,0.920164
0.420081,0.017824,0.202120,0.005249,0.046977,0.176583,0.014081,0.000768,0.001440,0.001056,0.000352,0.894883
0.416336,0.017505,0.202056,0.005120,0.047170,0.180935,0.014272,0.000768,0.001440,0.001152,0.000352,0.895523
0.420080,0.017537,0.202280,0.005312,0.047074,0.173415,0.014432,0.000768,0.001408,0.001056,0.000352,0.891747
0.420017,0.017728,0.202120,0.005313,0.047009,0.176295,0.014305,0.000736,0.001440,0.000992,0.000384,0.894499
0.415920,0.017857,0.202312,0.005280,0.047010,0.165670,0.014369,0.000768,0.001440,0.001120,0.000576,0.881058
0.416432,0.017985,0.202504,0.005248,0.048898,0.175495,0.014561,0.000768,0.001440,0.001120,0.000576,0.893475
0.438609,0.017761,0.207560,0.005344,0.048930,0.203880,0.015297,0.000992,0.001568,0.001824,0.000832,0.952677
0.423441,0.017760,0.203240,0.005313,0.047873,0.172839,0.015073,0.000736,0.001504,0.001024,0.000320,0.897379
0.420785,0.017824,0.203944,0.005281,0.048354,0.176262,0.014273,0.000672,0.001440,0.001152,0.000352,0.898403
0.416304,0.017505,0.201831,0.004832,0.048834,0.177063,0.014528,0.000736,0.001440,0.001120,0.000640,0.893219
0.415952,0.018177,0.204360,0.005216,0.049122,0.170471,0.014496,0.000736,0.001537,0.001024,0.000384,0.889027
0.415537,0.017536,0.202920,0.005312,0.048482,0.174151,0.014561,0.000704,0.001504,0.001056,0.000608,0.889923
0.416272,0.017889,0.202888,0.005248,0.048130,0.176679,0.014625,0.000736,0.001536,0.001024,0.000576,0.893699
0.432849,0.017792,0.203016,0.005345,0.048130,0.171750,0.014529,0.000512,0.001472,0.000992,0.000384,0.904931
0.416432,0.017697,0.202824,0.005312,0.048098,0.169126,0.014913,0.000768,0.001600,0.001216,0.000608,0.887266
0.415793,0.017600,0.202760,0.004865,0.047841,0.175239,0.014657,0.000736,0.001408,0.001088,0.000384,0.889859
0.420721,0.017568,0.205352,0.004896,0.049602,0.170534,0.014497,0.000800,0.001504,0.000960,0.000608,0.894403
0.419889,0.017568,0.201992,0.005249,0.047233,0.175655,0.014369,0.000704,0.001376,0.000928,0.000384,0.893219
0.416208,0.017857,0.202248,0.005248,0.048418,0.161350,0.014561,0.000704,0.001472,0.000896,0.000320,0.877442
0.414384,0.017377,0.202600,0.004832,0.048066,0.176199,0.018081,0.000640,0.001504,0.000832,0.000608,0.893507
0.415984,0.017825,0.221129,0.005568,0.048482,0.172103,0.014016,0.000832,0.001504,0.000960,0.000352,0.906851
0.415888,0.017505,0.202824,0.005312,0.048162,0.171463,0.014688,0.000736,0.001472,0.000928,0.000320,0.887554
0.415825,0.017536,0.201704,0.005281,0.050050,0.161094,0.014304,0.000705,0.001376,0.000896,0.000384,0.876259
0.415632,0.017665,0.201832,0.004800,0.048674,0.193959,0.014017,0.000672,0.001440,0.000928,0.000576,0.908579
0.433073,0.017728,0.203560,0.004865,0.048769,0.174471,0.014433,0.000704,0.001536,0.001088,0.000608,0.909411
0.415249,0.017633,0.202023,0.005249,0.047842,0.156966,0.014368,0.000640,0.001504,0.001025,0.000576,0.871683
0.415601,0.017536,0.201896,0.005249,0.047425,0.160103,0.015040,0.000480,0.001536,0.000993,0.000608,0.874051
0.416017,0.017696,0.202664,0.005281,0.064482,0.174343,0.014177,0.000736,0.001472,0.001056,0.000608,0.907556
0.416336,0.017473,0.202248,0.005248,0.047682,0.167079,0.014848,0.000736,0.001344,0.000832,0.000608,0.881891
0.415824,0.017889,0.201992,0.005344,0.047426,0.162566,0.014753,0.000800,0.001536,0.000992,0.000608,0.878658
0.415760,0.017377,0.202696,0.004832,0.047458,0.174023,0.014017,0.000640,0.001376,0.000928,0.000608,0.886851
0.430193,0.017569,0.202440,0.005312,0.047458,0.169062,0.018977,0.000960,0.001472,0.000928,0.000384,0.902723
0.415408,0.017441,0.202280,0.005056,0.047746,0.187687,0.014145,0.000768,0.001504,0.000928,0.000576,0.901059
0.415024,0.017441,0.202984,0.004800,0.048834,0.160134,0.014177,0.000768,0.001408,0.000928,0.000608,0.874626
0.416721,0.017952,0.202504,0.004960,0.048290,0.199688,0.014817,0.000704,0.001536,0.001216,0.000608,0.917124
0.417360,0.017600,0.202536,0.005312,0.047330,0.172007,0.016481,0.000768,0.001504,0.000896,0.000384,0.889763
0.416336,0.017537,0.203784,0.005024,0.048898,0.170023,0.014656,0.000768,0.001568,0.001121,0.000384,0.888899
0.416945,0.017536,0.202664,0.005217,0.048641,0.170247,0.014401,0.000704,0.001536,0.001056,0.000416,0.887491
0.447250,0.017600,0.203208,0.005281,0.048257,0.187431,0.014400,0.000704,0.001568,0.001216,0.000352,0.935781
0.416624,0.017665,0.202984,0.005280,0.048226,0.176935,0.014657,0.000736,0.001408,0.001184,0.000608,0.895491
0.415921,0.017408,0.202536,0.005249,0.048994,0.185895,0.014112,0.000672,0.001505,0.001120,0.000384,0.902820
0.415664,0.017697,0.202504,0.005280,0.047842,0.206696,0.014177,0.000736,0.001600,0.001056,0.000416,0.921956
0.415952,0.017505,0.202120,0.005280,0.047906,0.165831,0.014176,0.000672,0.001440,0.001088,0.000352,0.881090
0.419920,0.017569,0.202280,0.005280,0.047938,0.181639,0.014625,0.000736,0.001408,0.001088,0.000352,0.901283
0.415921,0.017568,0.202472,0.005153,0.047329,0.179719,0.014464,0.000704,0.001440,0.001152,0.000384,0.894947
0.434417,0.017920,0.202151,0.005345,0.049090,0.184039,0.014752,0.000736,0.001472,0.001088,0.000608,0.921124
0.420753,0.017633,0.202887,0.005345,0.048162,0.177863,0.014656,0.000736,0.001536,0.001056,0.000608,0.900035
0.415569,0.017760,0.202728,0.005472,0.048034,0.183784,0.014240,0.000992,0.001440,0.001056,0.000320,0.898915
0.415857,0.017440,0.202664,0.005248,0.047586,0.201800,0.017121,0.000736,0.001408,0.001056,0.000384,0.918916
0.416240,0.017633,0.202152,0.005280,0.047906,0.155174,0.014785,0.000736,0.001440,0.001024,0.000384,0.871426
0.416817,0.017761,0.203080,0.005280,0.048642,0.172870,0.015456,0.000768,0.001408,0.001120,0.000640,0.891011
0.416272,0.017792,0.203624,0.005344,0.048226,0.178247,0.014433,0.000704,0.001472,0.001056,0.000672,0.895043
0.434993,0.017665,0.203496,0.005312,0.047362,0.184647,0.014305,0.000704,0.001536,0.001024,0.000608,0.919460
0.415953,0.017793,0.204360,0.005344,0.047938,0.174246,0.014272,0.000704,0.001568,0.001024,0.000608,0.891747
0.415216,0.017761,0.202632,0.005280,0.050082,0.174215,0.014816,0.000992,0.001504,0.001120,0.000576,0.892643
0.415696,0.017729,0.203816,0.005248,0.048674,0.174087,0.031809,0.000832,0.001504,0.001024,0.000609,0.910212
0.415504,0.017761,0.202984,0.005408,0.048194,0.173862,0.014528,0.000704,0.001568,0.001024,0.000608,0.889859
0.415984,0.017761,0.203624,0.005312,0.048098,0.165543,0.014432,0.000736,0.001440,0.000928,0.000608,0.882402
0.420336,0.017505,0.202952,0.005280,0.048770,0.162438,0.014273,0.000704,0.001408,0.000928,0.000544,0.881922
0.434481,0.017601,0.202856,0.005248,0.048034,0.157798,0.014368,0.000736,0.001409,0.000960,0.000384,0.892067
0.420912,0.018017,0.202536,0.005312,0.048290,0.169543,0.014432,0.000737,0.001408,0.001184,0.000576,0.890691
0.415920,0.017793,0.202792,0.005280,0.047106,0.174919,0.014304,0.000736,0.001536,0.001056,0.000608,0.889987
0.416209,0.017568,0.202696,0.005281,0.047105,0.171655,0.014305,0.000768,0.001440,0.001120,0.000320,0.885635
0.421392,0.017569,0.202952,0.005184,0.047106,0.175623,0.014273,0.000736,0.001440,0.001088,0.000416,0.896131
0.416080,0.017633,0.202856,0.005120,0.047202,0.162342,0.014177,0.000736,0.001376,0.001056,0.000352,0.876642
0.416721,0.017504,0.202824,0.005409,0.047233,0.168102,0.014145,0.000928,0.001408,0.000992,0.000352,0.884163
0.415856,0.017697,0.224425,0.005440,0.047970,0.172455,0.014272,0.000800,0.001376,0.000992,0.000384,0.909379
0.420688,0.017729,0.203048,0.005056,0.048354,0.166983,0.014080,0.000672,0.001504,0.001025,0.000576,0.887395
0.419600,0.017441,0.202920,0.005248,0.048546,0.160198,0.014368,0.000768,0.001472,0.000992,0.000544,0.879618
0.415313,0.017568,0.203240,0.005441,0.048065,0.154119,0.014432,0.000704,0.001408,0.001120,0.000352,0.869794
0.416368,0.017473,0.203592,0.005024,0.047554,0.170215,0.014080,0.000672,0.001536,0.000960,0.000384,0.885507
0.419728,0.017697,0.203144,0.005280,0.047394,0.168423,0.014144,0.000736,0.001409,0.001024,0.000352,0.887299
0.416177,0.017664,0.203464,0.005249,0.047329,0.170343,0.014177,0.000672,0.001472,0.001024,0.000608,0.885763
0.420880,0.017633,0.219241,0.005376,0.047714,0.171302,0.013984,0.000704,0.001440,0.001216,0.000608,0.908835
0.415600,0.017569,0.203624,0.005088,0.048034,0.168391,0.014144,0.000800,0.001472,0.000960,0.000576,0.884547
0.417041,0.017664,0.203592,0.005249,0.047938,0.165830,0.015489,0.000960,0.001440,0.001184,0.000576,0.885859
0.415472,0.017537,0.203336,0.005312,0.046850,0.172167,0.014336,0.000768,0.001472,0.001056,0.000352,0.886435
0.433169,0.017760,0.202568,0.005248,0.047042,0.172423,0.014401,0.000768,0.001440,0.001024,0.000608,0.904740
