Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-9],OUT[9],TEE[7-9],Layer[10],classifier
0.395852,0.017408,0.191814,0.004800,0.047426,0.000832,0.013472,0.107523,0.034497,0.057314,0.202214,0.000640,0.880954
0.395980,0.017280,0.191398,0.004832,0.047426,0.000832,0.013472,0.112739,0.037890,0.059649,0.213126,0.000704,0.891930
0.396076,0.017345,0.191877,0.004960,0.047586,0.000864,0.013472,0.118820,0.036737,0.059522,0.217959,0.000704,0.897211
0.420428,0.017761,0.192261,0.004960,0.047138,0.000864,0.013568,0.112324,0.038305,0.060258,0.214311,0.000640,0.919355
0.399500,0.017728,0.191750,0.005056,0.047873,0.000864,0.013505,0.102307,0.034497,0.055458,0.195142,0.000608,0.878266
0.400268,0.017760,0.191558,0.004896,0.048449,0.000832,0.013473,0.114019,0.036609,0.059970,0.213606,0.000832,0.898714
0.395436,0.017600,0.192966,0.004960,0.047745,0.000832,0.013537,0.109635,0.037601,0.059234,0.209382,0.000704,0.889594
0.401196,0.017601,0.191430,0.004864,0.047681,0.000864,0.013473,0.108259,0.042977,0.068418,0.222854,0.000704,0.906971
0.400364,0.017536,0.191910,0.005152,0.048002,0.000864,0.013568,0.108419,0.036481,0.059394,0.207590,0.000832,0.892186
0.395948,0.017632,0.191430,0.004832,0.047841,0.000832,0.013473,0.107907,0.036545,0.063106,0.210950,0.000832,0.890746
0.399724,0.017345,0.210662,0.005184,0.047105,0.001024,0.013505,0.103555,0.048705,0.065762,0.220806,0.000736,0.922651
0.400204,0.017440,0.191686,0.004928,0.047618,0.000896,0.013440,0.103843,0.034337,0.056130,0.197062,0.000832,0.880410
0.399884,0.017793,0.191942,0.004864,0.047329,0.001056,0.013505,0.105027,0.037473,0.058274,0.203750,0.000832,0.887355
0.400748,0.017856,0.191590,0.005024,0.048002,0.000832,0.013536,0.105891,0.038465,0.060130,0.207558,0.000960,0.892346
0.395531,0.017505,0.191653,0.004832,0.047681,0.000864,0.013569,0.102179,0.038657,0.062754,0.206534,0.000608,0.884282
0.395467,0.017505,0.191782,0.004864,0.047553,0.000832,0.013441,0.092386,0.047618,0.066402,0.210054,0.000640,0.887866
0.395692,0.017472,0.191558,0.004896,0.047105,0.000928,0.013441,0.085666,0.045058,0.065442,0.199014,0.000608,0.875866
0.400076,0.017504,0.191750,0.004864,0.061218,0.000800,0.013504,0.104228,0.048001,0.067202,0.222503,0.000512,0.918875
0.395308,0.017344,0.191366,0.004864,0.047458,0.000832,0.013440,0.094659,0.039297,0.060098,0.197030,0.000704,0.874234
0.395404,0.017536,0.191686,0.004800,0.047233,0.000800,0.013409,0.100291,0.048065,0.059746,0.211526,0.000736,0.889050
0.399788,0.017505,0.191237,0.004928,0.047393,0.000800,0.013408,0.090787,0.045601,0.064898,0.205062,0.000704,0.886458
0.407693,0.017632,0.191398,0.004928,0.047361,0.000800,0.013409,0.102019,0.039233,0.063618,0.207750,0.000608,0.897371
0.395852,0.017696,0.191590,0.005024,0.047169,0.000800,0.013793,0.099491,0.037473,0.060418,0.200358,0.000800,0.878778
0.399852,0.017793,0.191845,0.005121,0.047201,0.000864,0.013536,0.107844,0.038337,0.058370,0.207847,0.000704,0.891195
0.395532,0.017504,0.191686,0.004832,0.048513,0.000864,0.013441,0.097827,0.039585,0.063874,0.204166,0.000928,0.883258
0.395020,0.017505,0.191653,0.004929,0.047905,0.000800,0.013600,0.099139,0.045634,0.062210,0.210631,0.000672,0.888475
0.395020,0.017856,0.192038,0.005088,0.047585,0.000801,0.013504,0.096195,0.043233,0.057698,0.201158,0.000672,0.879002
0.400396,0.017537,0.191877,0.004896,0.047330,0.000896,0.013504,0.106019,0.035777,0.058690,0.203462,0.000608,0.886874
0.395051,0.017665,0.204070,0.004832,0.047233,0.000864,0.013504,0.104131,0.040577,0.056578,0.204262,0.000672,0.894330
0.395276,0.017824,0.191238,0.004992,0.047586,0.000864,0.013472,0.094051,0.046881,0.064130,0.208070,0.000544,0.885242
0.395595,0.018401,0.191494,0.004832,0.047201,0.000896,0.013473,0.092514,0.039649,0.055745,0.191269,0.000576,0.869049
0.400652,0.017760,0.191494,0.004960,0.047042,0.000832,0.013440,0.099683,0.034977,0.057122,0.194982,0.000704,0.878362
0.412364,0.017729,0.192230,0.004864,0.047617,0.000832,0.013825,0.105859,0.047649,0.058434,0.215142,0.000704,0.911707
0.396395,0.017889,0.192070,0.004896,0.047649,0.000864,0.013825,0.104771,0.036065,0.062306,0.206438,0.000736,0.887034
0.396620,0.017792,0.191941,0.004800,0.047202,0.000800,0.013440,0.127652,0.055458,0.064002,0.250696,0.000672,0.930012
0.395627,0.017665,0.191622,0.004896,0.060194,0.000832,0.013664,0.092899,0.040001,0.055938,0.191974,0.000800,0.883450
0.395340,0.017505,0.191365,0.004864,0.046946,0.000832,0.013536,0.100003,0.039393,0.061186,0.203462,0.000704,0.880762
0.395884,0.017569,0.191173,0.004896,0.047362,0.000800,0.013568,0.092931,0.039265,0.060130,0.195654,0.000960,0.873626
0.395435,0.017601,0.191334,0.004768,0.047297,0.001024,0.013409,0.101027,0.049281,0.064450,0.217958,0.000576,0.895578
0.406444,0.017825,0.191685,0.004896,0.047138,0.000832,0.013440,0.100771,0.037313,0.060162,0.201414,0.000608,0.889786
0.396108,0.017792,0.192422,0.004960,0.048097,0.000833,0.013728,0.102851,0.034369,0.055106,0.195366,0.000672,0.876378
0.399532,0.017601,0.191557,0.004865,0.048065,0.000864,0.013536,0.100771,0.039618,0.060897,0.204262,0.000608,0.887162
0.395467,0.017505,0.191365,0.004897,0.048129,0.000832,0.013440,0.099555,0.046434,0.060258,0.209543,0.000640,0.887258
0.395308,0.017761,0.191845,0.004929,0.047681,0.000960,0.013504,0.110916,0.037729,0.058818,0.210439,0.000576,0.889307
0.395628,0.017600,0.191878,0.004864,0.047713,0.000833,0.013504,0.093507,0.035361,0.056833,0.189094,0.000576,0.867226
0.394924,0.017472,0.191558,0.004896,0.047553,0.000832,0.013537,0.096195,0.038689,0.062114,0.200358,0.000768,0.877722
0.394892,0.017889,0.212262,0.005184,0.047297,0.000864,0.013505,0.100867,0.034753,0.059234,0.197862,0.000608,0.896219
0.396875,0.017793,0.192742,0.004832,0.048385,0.000832,0.013857,0.109187,0.039937,0.064706,0.216870,0.000704,0.899226
0.395116,0.017633,0.191877,0.004896,0.047490,0.000864,0.013600,0.104707,0.047490,0.065186,0.220551,0.000800,0.898587
0.395948,0.017472,0.191622,0.004864,0.047265,0.000736,0.013472,0.095267,0.039873,0.062338,0.200710,0.000704,0.878650
0.412812,0.017505,0.191653,0.004865,0.047137,0.000832,0.013376,0.098979,0.038337,0.061121,0.201798,0.000640,0.896154
0.395180,0.017248,0.191398,0.004864,0.047938,0.000832,0.013440,0.105219,0.036929,0.060130,0.205798,0.000672,0.882874
0.395276,0.017248,0.191782,0.004864,0.047234,0.000864,0.013440,0.091267,0.033345,0.054690,0.182438,0.000864,0.859418
0.397132,0.017728,0.191462,0.004992,0.047490,0.000864,0.013472,0.130756,0.050817,0.062434,0.247943,0.000640,0.928379
0.396268,0.017473,0.191589,0.004833,0.047265,0.000928,0.013472,0.096643,0.040322,0.066593,0.206951,0.000896,0.885307
0.395436,0.017376,0.191846,0.004896,0.047617,0.000800,0.013441,0.084482,0.035649,0.055106,0.178213,0.000608,0.855385
0.400491,0.017536,0.192134,0.005344,0.048769,0.000896,0.014721,0.116707,0.038562,0.055777,0.214086,0.000672,0.903514
0.411340,0.017601,0.192037,0.004929,0.048321,0.000832,0.014080,0.103076,0.038273,0.061282,0.205575,0.000800,0.901339
0.394956,0.017664,0.191718,0.004928,0.050498,0.000768,0.014016,0.093635,0.034433,0.057506,0.188422,0.000640,0.868858
0.395596,0.017280,0.191270,0.004832,0.048386,0.000832,0.013600,0.096099,0.060802,0.079458,0.240103,0.000672,0.918459
0.395019,0.017569,0.191301,0.004897,0.048673,0.000832,0.013729,0.095074,0.043394,0.090114,0.234182,0.000577,0.912891
0.395916,0.017312,0.191846,0.004896,0.047682,0.000800,0.013504,0.099331,0.033889,0.056002,0.192134,0.000576,0.871194
0.403532,0.017409,0.192294,0.005024,0.047681,0.000832,0.014113,0.110275,0.037953,0.061506,0.213158,0.000768,0.901851
0.396459,0.017472,0.191526,0.004896,0.048513,0.000832,0.013537,0.103139,0.037793,0.058338,0.202278,0.000896,0.882682
0.433837,0.017857,0.191941,0.004864,0.047650,0.000832,0.013568,0.099363,0.046146,0.059553,0.208646,0.000544,0.925755
0.399500,0.017696,0.191174,0.004864,0.047586,0.000864,0.013504,0.099971,0.037441,0.057858,0.198374,0.000864,0.880570
0.400715,0.017536,0.191302,0.004992,0.047777,0.000800,0.013505,0.105539,0.037729,0.062530,0.208678,0.000992,0.892602
0.399820,0.017472,0.191686,0.004864,0.047201,0.000832,0.013505,0.107043,0.036993,0.058626,0.205734,0.000640,0.888698
0.396204,0.017856,0.191782,0.005152,0.048257,0.000864,0.013601,0.109539,0.037793,0.060962,0.211302,0.000704,0.892602
0.400012,0.017729,0.191909,0.004832,0.047522,0.000864,0.013568,0.106916,0.037377,0.060385,0.207782,0.000672,0.891163
0.395756,0.017505,0.191717,0.004928,0.047682,0.000864,0.013760,0.114212,0.037473,0.059522,0.214087,0.000640,0.892699
0.395276,0.017761,0.213190,0.004992,0.048385,0.000833,0.013472,0.106179,0.048194,0.060993,0.218598,0.000608,0.919867
0.401164,0.017697,0.191653,0.004865,0.048609,0.000768,0.013824,0.107524,0.038017,0.059938,0.208999,0.000704,0.895131
0.401036,0.017313,0.191334,0.004896,0.047361,0.000800,0.013441,0.103779,0.037985,0.060834,0.205670,0.000608,0.888859
0.400236,0.017537,0.192166,0.004864,0.047009,0.000832,0.013505,0.102243,0.037313,0.060898,0.203430,0.000608,0.886043
0.399916,0.017281,0.191589,0.004864,0.047010,0.000832,0.013536,0.106723,0.036866,0.060417,0.206918,0.000768,0.888442
0.399596,0.017440,0.191974,0.005024,0.047010,0.000800,0.013472,0.104131,0.040993,0.060321,0.208422,0.000768,0.890874
0.394923,0.017537,0.191718,0.004896,0.047009,0.000896,0.013473,0.105283,0.037185,0.062018,0.207462,0.000544,0.884186
