Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-9],Layer[10],classifier
0.419920,0.017473,0.203976,0.005024,0.048482,0.001024,0.202600,0.000704,0.905827
0.416368,0.017441,0.202856,0.005312,0.048546,0.000736,0.203112,0.001056,0.901923
0.420080,0.017536,0.202664,0.004768,0.049186,0.000800,0.206504,0.000608,0.909348
0.420112,0.017505,0.204872,0.004768,0.047778,0.000832,0.205000,0.000800,0.908547
0.420465,0.017249,0.203368,0.004864,0.048450,0.000768,0.207848,0.000672,0.910852
0.415984,0.017633,0.202280,0.004800,0.049378,0.000832,0.195335,0.000640,0.894147
0.439601,0.017537,0.202344,0.005056,0.048386,0.000832,0.204264,0.000704,0.926212
0.415952,0.017537,0.202152,0.004864,0.048226,0.000832,0.204264,0.000704,0.902691
0.420304,0.017665,0.203016,0.005216,0.047842,0.000800,0.195208,0.000864,0.898755
0.415824,0.017697,0.204424,0.004768,0.048610,0.000768,0.232265,0.000736,0.932772
0.415600,0.017601,0.202856,0.004896,0.048898,0.000800,0.213064,0.000928,0.912356
0.421457,0.017760,0.202952,0.004833,0.048097,0.000832,0.216552,0.000832,0.921220
0.417456,0.017441,0.203336,0.004800,0.048642,0.000832,0.217321,0.001024,0.918852
0.437105,0.017408,0.203144,0.004897,0.050370,0.000768,0.242121,0.001024,0.964806
0.416016,0.017473,0.202504,0.004832,0.048834,0.000800,0.184391,0.000736,0.884130
0.416336,0.017537,0.202728,0.005024,0.048770,0.000832,0.195336,0.000576,0.894883
0.420144,0.017953,0.203848,0.004960,0.047266,0.000832,0.215656,0.000641,0.918948
0.419792,0.017473,0.202664,0.004800,0.047298,0.000768,0.185479,0.000896,0.886402
0.415248,0.017249,0.202632,0.004896,0.048002,0.000800,0.206696,0.000544,0.903715
0.415824,0.017281,0.202664,0.004896,0.047266,0.000960,0.208072,0.000640,0.905284
0.435921,0.017313,0.202152,0.004832,0.048002,0.000800,0.192808,0.000896,0.910436
0.415857,0.017440,0.201992,0.004833,0.047745,0.000833,0.208648,0.000544,0.904772
0.419921,0.017472,0.202696,0.004833,0.047137,0.000832,0.188296,0.000608,0.888547
0.416464,0.017409,0.202440,0.004864,0.047074,0.000800,0.227529,0.000608,0.923812
0.415952,0.017281,0.202632,0.004800,0.047202,0.000768,0.173254,0.000577,0.869474
0.420400,0.017537,0.202280,0.004928,0.047586,0.000768,0.211465,0.000608,0.913764
0.420368,0.017281,0.202216,0.005024,0.047330,0.000768,0.219273,0.000576,0.919172
0.440977,0.017665,0.202408,0.005056,0.048066,0.000736,0.216424,0.000832,0.938884
0.415473,0.017376,0.202088,0.004801,0.047201,0.000800,0.185703,0.000864,0.881699
0.415920,0.017569,0.202184,0.004832,0.046946,0.000800,0.195720,0.000544,0.890883
0.419953,0.017760,0.201992,0.004832,0.046882,0.000800,0.238474,0.000704,0.938213
0.415920,0.017313,0.202184,0.004800,0.047010,0.000800,0.194759,0.000640,0.889858
0.415600,0.017441,0.202152,0.005056,0.046850,0.000800,0.189223,0.000512,0.884034
0.420497,0.017985,0.204936,0.004832,0.047490,0.000800,0.245801,0.000576,0.948613
0.432880,0.017472,0.203624,0.004800,0.046978,0.000800,0.201544,0.000640,0.916003
0.415793,0.017536,0.202696,0.005249,0.046977,0.000768,0.209385,0.000576,0.908452
0.419633,0.017377,0.202023,0.004865,0.047426,0.000800,0.201639,0.000544,0.901124
0.416784,0.017505,0.202536,0.005024,0.047170,0.000800,0.213000,0.000576,0.910435
0.419824,0.017249,0.202184,0.004800,0.047586,0.000768,0.210504,0.000608,0.911172
0.415857,0.017472,0.202664,0.004801,0.047457,0.000832,0.201608,0.000608,0.897571
0.415856,0.017953,0.203272,0.004992,0.047106,0.000800,0.202984,0.000544,0.900067
0.432081,0.017441,0.202055,0.004801,0.047362,0.000768,0.201831,0.000576,0.913508
0.415825,0.017280,0.202727,0.004865,0.047458,0.000832,0.204008,0.000544,0.900548
0.415984,0.017441,0.202504,0.004864,0.047234,0.000800,0.213832,0.000576,0.910083
0.416401,0.017440,0.202440,0.004833,0.047393,0.000832,0.200232,0.000608,0.896931
0.415632,0.017409,0.203336,0.004800,0.047394,0.000800,0.190567,0.000576,0.888450
0.420753,0.017344,0.202632,0.004833,0.047457,0.000992,0.182568,0.000672,0.884131
0.416176,0.017473,0.202376,0.004992,0.047554,0.000768,0.198632,0.000704,0.895011
0.435697,0.017441,0.202920,0.004864,0.047074,0.000800,0.189671,0.000768,0.907427
0.419697,0.017248,0.202760,0.004865,0.047105,0.000832,0.205641,0.000864,0.905252
0.416240,0.017281,0.203464,0.004800,0.047234,0.000832,0.187527,0.000608,0.884674
0.419760,0.017313,0.203112,0.004832,0.047138,0.000800,0.208776,0.000576,0.909316
0.415408,0.017248,0.202312,0.004800,0.047394,0.000576,0.230537,0.000512,0.925316
0.416304,0.017313,0.202248,0.004768,0.047106,0.000800,0.207560,0.000672,0.903651
0.416112,0.017281,0.202312,0.004800,0.047394,0.000736,0.205960,0.000576,0.901731
0.436881,0.017633,0.202056,0.005056,0.047362,0.000800,0.216136,0.000576,0.934308
0.416336,0.017505,0.202248,0.004800,0.047042,0.000832,0.206312,0.000544,0.902403
0.420401,0.017312,0.202440,0.004864,0.046850,0.000832,0.202440,0.000640,0.902339
0.419665,0.017217,0.201736,0.005024,0.047394,0.000832,0.202568,0.000544,0.901828
0.416369,0.017377,0.202247,0.004961,0.047426,0.000768,0.204232,0.000576,0.900964
0.419889,0.017472,0.202248,0.005089,0.047393,0.000545,0.206088,0.000672,0.906660
0.416944,0.017505,0.203336,0.005024,0.048450,0.000800,0.227337,0.000800,0.931268
0.449842,0.017856,0.204392,0.005281,0.049506,0.000800,0.244713,0.000896,0.982182
0.423185,0.017537,0.203272,0.005056,0.048770,0.000832,0.257834,0.001280,0.971590
0.417009,0.017728,0.203240,0.004833,0.048610,0.000864,0.209000,0.000832,0.909476
0.415824,0.017441,0.223528,0.005185,0.048642,0.000864,0.215080,0.000672,0.935268
0.421617,0.017793,0.203272,0.005088,0.047522,0.000832,0.183943,0.000768,0.888291
0.415505,0.017440,0.202696,0.004769,0.049058,0.000832,0.208456,0.000640,0.906788
0.420016,0.017696,0.203528,0.004928,0.049730,0.000800,0.198728,0.000576,0.903139
0.415281,0.017664,0.202376,0.004832,0.048385,0.000832,0.203560,0.000545,0.915428
0.420689,0.017409,0.202504,0.005344,0.049410,0.000800,0.192135,0.000672,0.896195
0.420401,0.017281,0.202408,0.005024,0.048834,0.000800,0.209896,0.000576,0.911684
0.415600,0.017217,0.220905,0.005120,0.048098,0.000832,0.188103,0.000544,0.903843
0.415696,0.017377,0.202152,0.004832,0.047586,0.000832,0.227113,0.000672,0.923108
0.420176,0.017313,0.202440,0.004832,0.047842,0.000864,0.200488,0.000704,0.902499
0.420209,0.017408,0.202567,0.004833,0.048130,0.000800,0.210632,0.000704,0.913572
0.436977,0.017345,0.202088,0.004800,0.047074,0.000800,0.206024,0.000672,0.922660
0.420464,0.017185,0.202408,0.004832,0.047458,0.000768,0.219208,0.000608,0.919588
0.420113,0.017281,0.202183,0.005025,0.047874,0.000800,0.197319,0.000640,0.898019
0.420528,0.017185,0.219176,0.005121,0.047553,0.000993,0.192007,0.000672,0.910275
0.419568,0.017409,0.202216,0.004832,0.047426,0.000736,0.196264,0.000608,0.895811
0.416272,0.017249,0.202024,0.004832,0.047586,0.000768,0.180775,0.000544,0.877442
0.420176,0.017440,0.202216,0.005280,0.047074,0.000768,0.214249,0.000672,0.914948
0.435729,0.017729,0.202408,0.004832,0.047298,0.000768,0.207720,0.000448,0.923780
0.420464,0.017697,0.202280,0.004768,0.047426,0.000800,0.201832,0.000640,0.902979
0.415888,0.017632,0.202600,0.004832,0.048290,0.000800,0.217545,0.000672,0.915044
0.421520,0.017537,0.217928,0.005152,0.047394,0.000800,0.193991,0.000576,0.912163
0.415184,0.017377,0.201960,0.004832,0.047554,0.000768,0.198600,0.000576,0.893923
0.415441,0.017248,0.203048,0.005120,0.047170,0.000608,0.200040,0.000608,0.896099
0.415408,0.017217,0.202248,0.005024,0.047170,0.000832,0.212041,0.000608,0.907076
0.432945,0.017473,0.203240,0.004768,0.047426,0.000800,0.210600,0.000576,0.924996
0.415600,0.017473,0.202440,0.004864,0.047138,0.000608,0.192744,0.001024,0.888419
0.415952,0.017248,0.202280,0.004832,0.047202,0.000768,0.205064,0.000576,0.900611
0.416464,0.017537,0.220168,0.005217,0.047137,0.000992,0.209960,0.000896,0.925284
0.422385,0.017537,0.202952,0.004992,0.047234,0.000800,0.202600,0.000864,0.906244
0.420593,0.017697,0.202920,0.004832,0.047586,0.000768,0.186439,0.000768,0.888611
0.417264,0.017377,0.202760,0.004768,0.047266,0.000832,0.205000,0.000768,0.903075
0.437393,0.017697,0.203656,0.004832,0.046946,0.000832,0.209320,0.000672,0.928548
0.417232,0.017665,0.204136,0.004928,0.048002,0.000800,0.214249,0.000608,0.915044
0.416976,0.017697,0.203048,0.004768,0.047266,0.000736,0.208616,0.000640,0.906595
0.422032,0.017728,0.224073,0.005152,0.047746,0.000768,0.220905,0.000672,0.947269
0.417008,0.017473,0.203016,0.004928,0.047458,0.001024,0.216233,0.000608,0.914884
0.417264,0.017697,0.203016,0.004800,0.047042,0.000800,0.195847,0.000576,0.894467
0.415856,0.017473,0.202696,0.004864,0.047394,0.000800,0.197000,0.000544,0.893731
0.416112,0.017601,0.202568,0.005312,0.047490,0.000992,0.210312,0.001088,0.908547
0.418032,0.017537,0.202440,0.005216,0.047970,0.000832,0.204488,0.000608,0.904259
0.421585,0.017441,0.203528,0.005216,0.047426,0.000832,0.197384,0.000544,0.900996
0.418065,0.017728,0.202792,0.005024,0.046882,0.000768,0.198760,0.000640,0.917412
0.415984,0.017665,0.202152,0.005056,0.047458,0.000960,0.207144,0.001120,0.904611
0.416272,0.017601,0.202344,0.005024,0.048514,0.000832,0.210120,0.000608,0.908387
0.420816,0.017441,0.202120,0.004864,0.048290,0.000992,0.208328,0.000576,0.910627
0.417776,0.017569,0.203784,0.004768,0.047490,0.000768,0.198408,0.000608,0.898307
0.420465,0.017568,0.202248,0.004800,0.047522,0.000800,0.213353,0.000576,0.914404
0.421008,0.017665,0.203624,0.004960,0.047298,0.000800,0.169127,0.000608,0.872450
0.437297,0.017761,0.202504,0.005248,0.047554,0.000800,0.210824,0.000640,0.930052
0.420113,0.017536,0.202824,0.004833,0.047393,0.000801,0.206952,0.000640,0.907876
0.417104,0.017504,0.203304,0.004832,0.047202,0.000768,0.207720,0.000640,0.906116
0.417105,0.017888,0.202344,0.004865,0.047105,0.000736,0.229385,0.000576,0.927749
0.418000,0.017761,0.204424,0.004896,0.048930,0.000800,0.207497,0.000736,0.910596
0.415824,0.017601,0.202984,0.005280,0.048610,0.000800,0.209832,0.000640,0.908259
0.415824,0.017729,0.202632,0.005216,0.048578,0.001056,0.204552,0.000736,0.904291
0.445745,0.017697,0.203336,0.004768,0.048546,0.000800,0.209640,0.000672,0.940548
0.419696,0.017633,0.202344,0.004768,0.047746,0.000832,0.195048,0.000608,0.896131
0.415857,0.017505,0.202215,0.004769,0.047458,0.000800,0.175302,0.000640,0.872291
0.421617,0.017505,0.203047,0.005312,0.047394,0.000800,0.217992,0.000768,0.921764
0.421457,0.017697,0.202184,0.005280,0.048706,0.000768,0.206568,0.000672,0.910532
0.416528,0.017505,0.202472,0.005248,0.048578,0.000800,0.209416,0.000672,0.908291
0.416785,0.017728,0.203016,0.005025,0.048386,0.000768,0.196071,0.000544,0.896931
0.437361,0.017537,0.202888,0.004832,0.047906,0.000768,0.210728,0.000832,0.930020
0.415633,0.017825,0.202183,0.004801,0.047490,0.000768,0.207848,0.000608,0.904260
0.420241,0.017633,0.202376,0.004864,0.047906,0.000768,0.205032,0.000576,0.906308
0.420016,0.017504,0.202696,0.004800,0.047458,0.000800,0.230089,0.000672,0.932004
0.415792,0.017281,0.202536,0.004864,0.047362,0.000800,0.197031,0.000576,0.892995
0.420592,0.017408,0.202440,0.004832,0.047394,0.000768,0.184200,0.000512,0.886179
0.416688,0.017441,0.202152,0.004832,0.047106,0.001024,0.192039,0.000640,0.890115
0.437393,0.017697,0.203080,0.005024,0.047810,0.000800,0.200360,0.000832,0.919908
0.415377,0.017248,0.202632,0.004800,0.047202,0.000768,0.205800,0.000608,0.900836
0.417040,0.017505,0.203080,0.005120,0.047234,0.000864,0.226121,0.000640,0.925316
0.415857,0.017281,0.202887,0.005025,0.047170,0.000800,0.223560,0.000832,0.920997
0.420433,0.017473,0.203944,0.005088,0.047106,0.000736,0.194119,0.000736,0.896163
0.420433,0.017569,0.202568,0.004832,0.046946,0.000832,0.186215,0.000512,0.887235
0.420177,0.017505,0.202568,0.005056,0.047586,0.000832,0.201960,0.000576,0.902788
0.438609,0.017760,0.202920,0.004832,0.048066,0.000800,0.201192,0.000800,0.924452
0.420240,0.017313,0.202472,0.004992,0.047202,0.000800,0.247594,0.000608,0.948325
0.420304,0.021121,0.202504,0.004896,0.048578,0.000832,0.207496,0.000608,0.914659
0.420401,0.017569,0.218088,0.005216,0.051234,0.000865,0.215272,0.000672,0.937765
0.416080,0.017601,0.203048,0.005056,0.048642,0.000864,0.196552,0.000608,0.895299
0.416016,0.017761,0.204904,0.005088,0.049058,0.000800,0.202952,0.000608,0.904227
0.416176,0.017665,0.203464,0.005056,0.048130,0.000800,0.190504,0.000576,0.889475
0.430577,0.017569,0.202408,0.005056,0.048450,0.000768,0.197000,0.000896,0.909476
0.420176,0.017569,0.202760,0.004864,0.048290,0.000800,0.184615,0.000608,0.886563
0.420048,0.017537,0.202248,0.004800,0.048898,0.000800,0.192712,0.000576,0.894499
0.420816,0.017601,0.224361,0.005120,0.048802,0.000832,0.213608,0.000768,0.940228
0.420593,0.017793,0.202184,0.004832,0.048642,0.000832,0.212264,0.000640,0.914532
0.415857,0.017505,0.202632,0.004864,0.049090,0.000832,0.202088,0.000768,0.902340
0.421009,0.017376,0.203368,0.004865,0.048257,0.000800,0.209257,0.000576,0.912452
0.435985,0.017249,0.202984,0.005248,0.048514,0.000864,0.206792,0.000608,0.924996
0.416304,0.017632,0.203112,0.004864,0.049474,0.000832,0.192584,0.000640,0.892675
0.420721,0.017633,0.203336,0.004800,0.048962,0.000832,0.194503,0.000608,0.898500
0.420976,0.017505,0.221609,0.005152,0.048258,0.000832,0.202536,0.000736,0.924484
0.420112,0.017536,0.202728,0.004800,0.048482,0.000800,0.204680,0.000608,0.906467
0.420048,0.017505,0.202728,0.005024,0.048482,0.000800,0.188423,0.000576,0.890594
0.419953,0.017728,0.202728,0.004864,0.048034,0.000640,0.198120,0.000608,0.899459
0.433361,0.017472,0.202760,0.005216,0.048802,0.000768,0.196008,0.000896,0.912195
0.415377,0.017696,0.202760,0.005185,0.048481,0.000833,0.194631,0.000672,0.893091
0.420816,0.017505,0.202696,0.005216,0.048738,0.000800,0.185255,0.000800,0.887938
0.421681,0.017665,0.219240,0.005313,0.049089,0.000833,0.212456,0.000896,0.935365
0.418032,0.017569,0.202696,0.005216,0.049090,0.000800,0.189736,0.000832,0.891779
0.421905,0.017665,0.202855,0.005088,0.048482,0.000768,0.190279,0.000608,0.895171
0.421008,0.017568,0.203080,0.005120,0.048610,0.000800,0.196776,0.000608,0.900355
0.445426,0.017601,0.202696,0.004832,0.048642,0.000800,0.193671,0.000832,0.921860
0.420624,0.017665,0.202952,0.005056,0.048386,0.000800,0.196232,0.000640,0.898628
0.419920,0.017505,0.202120,0.004864,0.048514,0.000768,0.196616,0.000608,0.897859
0.421201,0.017505,0.220200,0.005249,0.048962,0.000768,0.217960,0.000672,0.940837
0.420976,0.017697,0.202568,0.005248,0.048802,0.000832,0.213512,0.000544,0.918051
0.420496,0.017569,0.202312,0.004896,0.048642,0.000800,0.207464,0.000576,0.909892
0.415888,0.017569,0.202632,0.005056,0.048738,0.000800,0.191495,0.000576,0.889346
0.431377,0.017537,0.202600,0.005344,0.049090,0.000800,0.202632,0.000672,0.917604
0.420528,0.017504,0.203176,0.005056,0.048546,0.000832,0.193000,0.000640,0.896323
0.415825,0.017792,0.202952,0.004992,0.048546,0.000800,0.206889,0.000576,0.904996
0.416848,0.017345,0.220264,0.005152,0.048034,0.000960,0.233385,0.000672,0.950149
0.420304,0.017664,0.202376,0.005120,0.048642,0.000768,0.207817,0.000800,0.910148
0.420720,0.017537,0.202504,0.004864,0.048450,0.000768,0.204520,0.000544,0.907587
0.420177,0.017504,0.202856,0.005024,0.048546,0.000736,0.198088,0.000576,0.900515
0.439090,0.017568,0.202952,0.005025,0.048385,0.000833,0.199527,0.000704,0.921764
0.420753,0.017569,0.203016,0.005056,0.048322,0.000800,0.212328,0.000800,0.915044
0.416145,0.017536,0.203112,0.005249,0.048641,0.000833,0.202407,0.000608,0.901700
0.418065,0.017728,0.223337,0.005216,0.048290,0.000800,0.221385,0.000896,0.943717
0.421136,0.017793,0.202312,0.005024,0.048386,0.000800,0.200648,0.000640,0.903555
0.423473,0.017473,0.202760,0.004832,0.048226,0.000800,0.189191,0.000640,0.894595
0.416465,0.017313,0.203335,0.004992,0.048770,0.000800,0.207272,0.000672,0.907044
0.416592,0.017729,0.202824,0.005024,0.048354,0.000832,0.192072,0.000832,0.892451
0.417264,0.017505,0.202280,0.005024,0.048450,0.000800,0.205608,0.000832,0.905347
0.416176,0.017409,0.202664,0.004800,0.048674,0.000800,0.212168,0.000704,0.910307
0.416561,0.017313,0.222920,0.005537,0.048289,0.000800,0.206952,0.000736,0.926501
0.416177,0.017760,0.202824,0.005056,0.048577,0.000800,0.200392,0.000672,0.898819
0.416752,0.017793,0.202632,0.004896,0.048610,0.000832,0.192168,0.000576,0.891107
0.416241,0.017888,0.203112,0.004833,0.048097,0.000800,0.197895,0.000640,0.897091
0.420656,0.017953,0.202664,0.004864,0.048514,0.000800,0.199976,0.000768,0.903043
0.420465,0.017536,0.202568,0.004832,0.048737,0.000768,0.198344,0.000544,0.900163
0.419984,0.017569,0.202440,0.004896,0.048514,0.000768,0.207496,0.000640,0.909603
0.415952,0.018049,0.222248,0.005281,0.048930,0.000832,0.220616,0.000704,0.940868
0.415984,0.017984,0.203688,0.005024,0.048770,0.000800,0.200264,0.000672,0.901955
0.416176,0.017793,0.203912,0.004864,0.049154,0.000768,0.194248,0.000608,0.895363
0.420177,0.017761,0.202440,0.004896,0.048642,0.000832,0.216424,0.000576,0.919716
0.421713,0.017601,0.202471,0.004897,0.048546,0.000768,0.212200,0.000704,0.916196
0.420048,0.017441,0.202440,0.004864,0.048386,0.000800,0.194536,0.000576,0.896579
0.416913,0.017536,0.203304,0.004993,0.048322,0.000832,0.201063,0.000608,0.901348
0.441906,0.017856,0.202632,0.005217,0.048482,0.000864,0.196263,0.000704,0.922116
0.420848,0.017505,0.203400,0.004992,0.048354,0.000800,0.228329,0.000736,0.933125
0.420624,0.017569,0.202152,0.005248,0.048450,0.000800,0.234537,0.000704,0.937764
0.420816,0.017537,0.203752,0.005056,0.048578,0.000832,0.225929,0.000768,0.931364
0.416112,0.017697,0.203144,0.004832,0.048386,0.000800,0.189959,0.000864,0.888930
0.420689,0.017728,0.202216,0.005249,0.048514,0.001024,0.195335,0.000736,0.899491
0.422288,0.017472,0.202344,0.004864,0.048706,0.000832,0.197640,0.000576,0.902275
0.439217,0.018049,0.202280,0.005280,0.048290,0.000768,0.206792,0.000576,0.927972
0.420208,0.017377,0.202408,0.005120,0.048610,0.000800,0.217897,0.000544,0.920484
0.416016,0.017569,0.203016,0.005280,0.051362,0.000832,0.199848,0.000640,0.901987
0.420560,0.017697,0.202792,0.004896,0.048834,0.000800,0.254058,0.001088,0.958757
0.420881,0.017697,0.203016,0.004928,0.048674,0.000800,0.194247,0.000544,0.898084
0.416240,0.017793,0.202312,0.005216,0.048802,0.000800,0.199720,0.001056,0.899235
0.420273,0.017504,0.203112,0.004897,0.049026,0.000800,0.196999,0.000544,0.900643
0.437489,0.017505,0.203336,0.004896,0.050018,0.000832,0.237321,0.000576,0.959525
0.415440,0.017696,0.203528,0.005056,0.048162,0.000832,0.215817,0.000704,0.916548
0.420209,0.017601,0.203528,0.005024,0.048674,0.000832,0.209032,0.000576,0.912708
0.415984,0.017473,0.204232,0.004864,0.048418,0.000832,0.235241,0.000672,0.934308
0.416304,0.017793,0.202888,0.005056,0.048258,0.000832,0.199656,0.000704,0.900003
0.420304,0.017569,0.203400,0.004832,0.048130,0.000768,0.237769,0.000608,0.940260
0.421393,0.017249,0.203240,0.004928,0.049666,0.000800,0.203528,0.000576,0.908868
0.439537,0.017505,0.202504,0.004800,0.049058,0.000832,0.196424,0.000640,0.918436
0.421905,0.017632,0.202760,0.005025,0.048257,0.000800,0.218345,0.000992,0.923140
0.421041,0.017281,0.202920,0.005024,0.048066,0.000800,0.192775,0.000640,0.894787
0.421297,0.017537,0.202984,0.005248,0.048642,0.000768,0.211528,0.000736,0.915428
0.421297,0.017568,0.202632,0.005025,0.048385,0.000833,0.203303,0.000640,0.908132
0.420849,0.017664,0.203272,0.004833,0.048801,0.000833,0.185895,0.000608,0.889731
0.420465,0.017473,0.202055,0.004833,0.048674,0.000800,0.205640,0.000576,0.908004
0.431441,0.017632,0.203720,0.004897,0.048034,0.000864,0.217160,0.000704,0.932932
0.416912,0.017281,0.204072,0.004800,0.048706,0.000960,0.195624,0.000736,0.896483
0.416656,0.017249,0.203912,0.004800,0.048674,0.000800,0.189223,0.000800,0.888642
0.416944,0.017313,0.202184,0.004832,0.047970,0.000832,0.223849,0.000736,0.923364
0.420433,0.017697,0.202312,0.004960,0.048994,0.000800,0.192039,0.000608,0.894916
0.420176,0.017633,0.202120,0.005056,0.048130,0.000800,0.209256,0.000609,0.911172
0.416240,0.018241,0.202568,0.005152,0.048898,0.000832,0.193095,0.000928,0.893379
0.437649,0.017761,0.204488,0.005280,0.048994,0.000832,0.200136,0.000704,0.924356
0.415760,0.017665,0.203368,0.005088,0.048482,0.000832,0.213513,0.000640,0.911684
0.415856,0.017409,0.203080,0.005248,0.048322,0.000832,0.200616,0.000736,0.898819
0.417200,0.017665,0.204328,0.005120,0.071427,0.000800,0.195015,0.000673,0.921445
0.420785,0.017440,0.202504,0.005089,0.048770,0.000800,0.216232,0.000672,0.919332
0.420625,0.017473,0.203592,0.005056,0.048354,0.000800,0.201192,0.000576,0.904708
0.421681,0.017536,0.202536,0.005057,0.048673,0.000768,0.207817,0.000576,0.912036
0.439761,0.017793,0.204104,0.004896,0.048962,0.000832,0.240169,0.000864,0.965926
0.420625,0.017761,0.205192,0.004864,0.048354,0.000800,0.212168,0.000640,0.917828
0.420720,0.017537,0.203656,0.004864,0.048706,0.000800,0.203880,0.000576,0.907491
0.415504,0.018273,0.223561,0.005184,0.048386,0.000800,0.220008,0.000576,0.940644
0.415568,0.018145,0.203176,0.005024,0.048450,0.000800,0.212296,0.000768,0.910947
0.416753,0.017472,0.203176,0.004865,0.048257,0.000833,0.189511,0.000672,0.888483
0.415985,0.017600,0.202920,0.004832,0.048450,0.000800,0.191752,0.000640,0.890243
0.420625,0.017473,0.203496,0.004832,0.048162,0.000800,0.208392,0.000672,0.911748
0.420017,0.017600,0.203176,0.005089,0.048449,0.000800,0.209608,0.000576,0.912612
0.415376,0.017729,0.203272,0.004800,0.048002,0.000768,0.206600,0.000576,0.903939
0.415728,0.017601,0.223112,0.005185,0.048161,0.000768,0.213192,0.000544,0.931972
0.421041,0.017664,0.202664,0.004865,0.048418,0.000768,0.232105,0.000672,0.935397
0.420817,0.017472,0.202952,0.004896,0.048578,0.000800,0.210665,0.000640,0.913924
0.420945,0.017664,0.202632,0.005057,0.048737,0.000801,0.204808,0.000576,0.908356
0.416112,0.017793,0.202568,0.005056,0.048674,0.000832,0.217033,0.000576,0.915460
0.420176,0.017697,0.203432,0.004832,0.048002,0.000800,0.208904,0.000576,0.911620
0.416016,0.017601,0.202920,0.004832,0.049122,0.000832,0.187527,0.000641,0.887075
0.420273,0.017536,0.222441,0.005120,0.048578,0.000768,0.200264,0.000576,0.922948
0.420305,0.017473,0.203432,0.004832,0.048482,0.000800,0.212456,0.000704,0.915876
0.417424,0.017473,0.202920,0.004832,0.048834,0.000768,0.192935,0.000576,0.892707
0.420945,0.017569,0.202600,0.004832,0.048354,0.000832,0.197191,0.000512,0.899428
0.420145,0.017472,0.202568,0.004769,0.049634,0.000768,0.178119,0.000608,0.881507
0.415664,0.017249,0.202312,0.004800,0.048162,0.000800,0.208744,0.000576,0.905315
0.415057,0.017537,0.202632,0.005024,0.048706,0.000800,0.205192,0.000544,0.905188
0.421169,0.017664,0.223657,0.005184,0.048834,0.000800,0.193960,0.000576,0.919556
0.419952,0.017600,0.202568,0.005120,0.048930,0.000800,0.208201,0.000640,0.911588
0.416176,0.017728,0.203272,0.004896,0.048514,0.000832,0.189736,0.000576,0.889155
0.420305,0.017665,0.203112,0.005056,0.048450,0.000800,0.216104,0.000608,0.919396
0.419856,0.017729,0.203784,0.004768,0.049058,0.000992,0.195208,0.000544,0.899651
0.416240,0.017633,0.202984,0.004768,0.049058,0.000832,0.192039,0.000640,0.891011
0.415888,0.021025,0.203016,0.004800,0.048706,0.001024,0.193320,0.000640,0.895043
0.420272,0.017505,0.220265,0.005248,0.048962,0.000608,0.211816,0.000672,0.933988
0.416497,0.017600,0.204040,0.005057,0.048578,0.000992,0.201576,0.000608,0.902276
0.416656,0.017761,0.203080,0.004928,0.048674,0.000768,0.215753,0.000640,0.915748
0.416176,0.017537,0.203528,0.005120,0.048386,0.000800,0.192840,0.000640,0.891363
0.415728,0.017601,0.203176,0.005120,0.048738,0.000800,0.189960,0.000672,0.889443
0.416945,0.017568,0.203015,0.005313,0.048610,0.000800,0.218088,0.000640,0.918980
0.416560,0.017729,0.202760,0.005024,0.048418,0.000800,0.204360,0.000608,0.903875
0.416400,0.017569,0.221352,0.005409,0.048162,0.000832,0.202984,0.000736,0.920708
0.415728,0.017409,0.203400,0.005120,0.048514,0.000800,0.200968,0.000672,0.899619
0.416048,0.017441,0.202408,0.004960,0.048994,0.000768,0.197800,0.000704,0.895811
0.416784,0.017633,0.202120,0.005280,0.049218,0.000800,0.206312,0.000576,0.905667
0.420209,0.017312,0.202280,0.005025,0.048962,0.000800,0.194151,0.000576,0.895747
0.416560,0.020705,0.202728,0.005056,0.049058,0.000800,0.209704,0.000704,0.914115
0.420016,0.017601,0.202440,0.005056,0.048546,0.000800,0.200840,0.000800,0.902499
0.416785,0.018209,0.222952,0.005217,0.048961,0.000993,0.197223,0.000704,0.919620
0.417072,0.017601,0.203656,0.004832,0.048354,0.000800,0.204552,0.000544,0.905411
0.415696,0.017729,0.203176,0.004768,0.048738,0.000800,0.199624,0.000608,0.897891
0.416433,0.017441,0.202695,0.005057,0.048514,0.000768,0.208648,0.000640,0.906468
0.421073,0.017568,0.203336,0.004832,0.048386,0.000800,0.194760,0.000576,0.897955
0.420049,0.017505,0.203624,0.005088,0.048162,0.000800,0.194855,0.000608,0.897252
0.416080,0.017601,0.203272,0.004992,0.048514,0.000800,0.181127,0.000544,0.880482
0.420272,0.017825,0.216584,0.005153,0.047873,0.000896,0.229865,0.000736,0.947685
0.416080,0.017729,0.202472,0.005184,0.048674,0.000832,0.211337,0.000704,0.910852
0.420176,0.017409,0.202888,0.004992,0.048450,0.000768,0.204840,0.000544,0.907395
0.416944,0.017537,0.203784,0.004992,0.048802,0.000800,0.194888,0.000544,0.895107
0.415952,0.017377,0.203112,0.005248,0.048802,0.000800,0.217993,0.000608,0.917476
0.415856,0.017440,0.202600,0.005056,0.048258,0.000800,0.209097,0.000544,0.906948
0.416144,0.017473,0.202792,0.005024,0.048450,0.000800,0.206632,0.000544,0.904643
