Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],TEE[6-8],Layer[9],Layer[10],classifier
0.431824,0.017440,0.202184,0.005248,0.046786,0.000544,0.212169,0.001344,0.000640,0.925892
0.418640,0.017281,0.202952,0.004928,0.046818,0.000768,0.224169,0.001216,0.000416,0.924228
0.415504,0.017569,0.202408,0.005024,0.046978,0.000736,0.189159,0.001248,0.000576,0.886339
0.415632,0.017601,0.224425,0.005312,0.046850,0.000576,0.215945,0.001312,0.000384,0.935301
0.420273,0.017632,0.202280,0.005024,0.046722,0.000576,0.187400,0.001152,0.000352,0.888227
0.415408,0.017697,0.201960,0.004832,0.046690,0.000480,0.178663,0.001408,0.000480,0.874210
0.416048,0.017409,0.202376,0.005280,0.046882,0.000896,0.194535,0.001376,0.000448,0.892675
0.432849,0.017248,0.201896,0.005217,0.046881,0.000576,0.188711,0.001408,0.000480,0.902979
0.419825,0.017633,0.202184,0.005024,0.046882,0.000608,0.196871,0.001376,0.000416,0.897988
0.415152,0.017345,0.202600,0.004992,0.046786,0.000576,0.200936,0.001184,0.000416,0.896739
0.414800,0.017857,0.219785,0.004960,0.046850,0.000576,0.214472,0.001248,0.000352,0.927940
0.416272,0.017185,0.202408,0.004832,0.047010,0.000576,0.210632,0.001313,0.000384,0.907364
0.419792,0.017856,0.202312,0.005024,0.046882,0.000736,0.207688,0.001312,0.000416,0.909892
0.416400,0.017153,0.202120,0.005056,0.047106,0.000544,0.217065,0.001184,0.000384,0.913956
0.437521,0.017217,0.202152,0.005280,0.046882,0.000736,0.192296,0.001504,0.000480,0.911172
0.416880,0.017472,0.202600,0.005088,0.046818,0.000768,0.184680,0.001216,0.000352,0.882211
0.415376,0.017409,0.202055,0.005313,0.047010,0.000864,0.184647,0.001408,0.000672,0.881442
0.416753,0.017344,0.202568,0.004896,0.066178,0.000832,0.184519,0.001216,0.000384,0.901732
0.419568,0.017409,0.202504,0.004768,0.046818,0.000576,0.175911,0.001472,0.000416,0.876034
0.416336,0.017473,0.202248,0.004864,0.046786,0.000576,0.175975,0.001216,0.000384,0.872290
0.420304,0.017505,0.203240,0.005280,0.048962,0.000832,0.203368,0.001376,0.000416,0.909155
0.452114,0.017697,0.201960,0.005056,0.048162,0.000768,0.195400,0.001472,0.000416,0.930597
0.420401,0.017696,0.202600,0.005313,0.048258,0.000544,0.192615,0.001504,0.000416,0.897123
0.415536,0.017537,0.202120,0.004992,0.048962,0.000544,0.183399,0.001312,0.000448,0.881858
0.416464,0.017633,0.202376,0.005024,0.069379,0.000896,0.235497,0.001376,0.000352,0.956805
0.416401,0.017504,0.202568,0.005056,0.047585,0.000608,0.190312,0.001280,0.000352,0.888099
0.420400,0.017601,0.202696,0.005280,0.047522,0.000736,0.190471,0.001440,0.000417,0.895139
0.415217,0.017632,0.203272,0.005025,0.046817,0.000576,0.202952,0.001312,0.000352,0.899716
0.437361,0.017569,0.203080,0.004864,0.046786,0.000576,0.177767,0.001408,0.000480,0.897027
0.415280,0.017728,0.202024,0.005248,0.046722,0.000576,0.197384,0.001120,0.000352,0.892995
0.420080,0.017569,0.202312,0.004832,0.046850,0.000576,0.196551,0.001504,0.000672,0.898212
0.436625,0.017857,0.202152,0.004896,0.063682,0.000800,0.194247,0.001440,0.000448,0.929188
0.416368,0.017409,0.202760,0.005088,0.047394,0.000608,0.252234,0.001376,0.000448,0.952997
0.416337,0.017664,0.201896,0.005089,0.046849,0.000608,0.190696,0.001248,0.000384,0.888099
0.415376,0.017441,0.201800,0.005280,0.046818,0.000576,0.209960,0.001440,0.000640,0.906019
0.437137,0.017825,0.202376,0.004896,0.046946,0.000544,0.187751,0.001409,0.000448,0.905988
0.415985,0.017665,0.203144,0.005120,0.046978,0.000576,0.207080,0.001120,0.000416,0.905284
0.414928,0.017377,0.202440,0.004992,0.046850,0.000480,0.183271,0.001280,0.000384,0.878530
0.415473,0.017600,0.201896,0.004992,0.067011,0.000672,0.217161,0.001152,0.000384,0.933413
0.420337,0.017441,0.201640,0.004864,0.046786,0.000608,0.210760,0.001312,0.000416,0.910980
0.415248,0.017889,0.202440,0.004992,0.046786,0.000576,0.210984,0.001216,0.000384,0.907012
0.419952,0.017665,0.203048,0.005248,0.047810,0.000768,0.209032,0.001248,0.000416,0.912868
0.432753,0.017633,0.202504,0.005280,0.048226,0.000800,0.196520,0.001536,0.000672,0.914148
0.420305,0.017536,0.204936,0.005313,0.048418,0.000672,0.194599,0.001472,0.000576,0.901635
0.422129,0.017601,0.202696,0.005376,0.048834,0.000576,0.196104,0.001344,0.000576,0.902276
0.420880,0.017601,0.218120,0.005249,0.048354,0.000576,0.204072,0.001472,0.000640,0.925348
0.420080,0.017441,0.202408,0.005280,0.048098,0.000800,0.201896,0.001376,0.000384,0.905987
0.420689,0.017696,0.202504,0.005345,0.047746,0.000544,0.191783,0.001504,0.000672,0.895491
0.420049,0.017568,0.202248,0.005248,0.048066,0.000608,0.191656,0.001376,0.000640,0.895427
0.420593,0.017537,0.202568,0.005088,0.049986,0.000544,0.208008,0.001440,0.000608,0.913636
0.421041,0.017696,0.204488,0.005057,0.047969,0.000577,0.196231,0.001312,0.000448,0.902179
0.420656,0.017505,0.202376,0.005216,0.048354,0.000576,0.195720,0.001344,0.000672,0.899523
0.415024,0.017473,0.223497,0.005504,0.048482,0.000576,0.198632,0.001440,0.000736,0.919620
0.415377,0.018048,0.203368,0.005313,0.048129,0.000608,0.198247,0.001504,0.000672,0.897955
0.416144,0.017504,0.202600,0.005088,0.047970,0.000768,0.192040,0.001408,0.000640,0.891395
0.420400,0.017825,0.204040,0.005152,0.048418,0.000608,0.193128,0.001440,0.000480,0.898179
0.415888,0.017697,0.202408,0.005312,0.048322,0.000800,0.198184,0.001344,0.000608,0.898275
0.420144,0.017664,0.202504,0.005088,0.047746,0.000800,0.190056,0.001408,0.000704,0.893379
0.420400,0.017569,0.202120,0.005056,0.049602,0.000736,0.191848,0.001600,0.000672,0.897347
0.434961,0.017729,0.203368,0.005280,0.048290,0.000576,0.205064,0.001312,0.000416,0.924196
0.415408,0.017601,0.202056,0.005024,0.048450,0.000640,0.189800,0.001440,0.000384,0.889667
0.420592,0.017601,0.202280,0.005248,0.048866,0.000544,0.235338,0.001344,0.000608,0.939717
0.420144,0.017569,0.202216,0.005152,0.048130,0.000576,0.243881,0.001409,0.000640,0.948070
0.420529,0.017505,0.202504,0.004832,0.048802,0.000576,0.191815,0.001473,0.000640,0.897572
0.419985,0.017728,0.201992,0.004769,0.048321,0.000576,0.197960,0.001344,0.000352,0.900067
0.420849,0.017664,0.202984,0.005281,0.047873,0.000768,0.204232,0.001600,0.000672,0.909316
0.439473,0.017793,0.202088,0.005152,0.048418,0.000832,0.186439,0.001440,0.000448,0.909795
0.420016,0.017665,0.202952,0.005440,0.048034,0.000576,0.192008,0.001408,0.000416,0.895171
0.419985,0.017569,0.202631,0.005025,0.047778,0.000608,0.193095,0.001376,0.000608,0.895555
0.420881,0.017504,0.202088,0.005089,0.047169,0.000608,0.221161,0.001504,0.000640,0.923684
0.414960,0.017537,0.203016,0.004992,0.046850,0.000608,0.200008,0.001408,0.000608,0.897827
0.420848,0.017793,0.202472,0.005184,0.047490,0.000736,0.191047,0.001440,0.000576,0.895011
0.420464,0.017889,0.202664,0.005280,0.048066,0.000864,0.203080,0.001568,0.000416,0.909155
0.442193,0.017728,0.202472,0.005248,0.048578,0.000736,0.191176,0.001536,0.000672,0.917924
0.419985,0.017697,0.202088,0.005280,0.048034,0.000576,0.191335,0.001536,0.000640,0.894723
0.420497,0.017505,0.202504,0.005120,0.048610,0.000736,0.198760,0.001376,0.000608,0.903940
0.420721,0.017760,0.220745,0.005280,0.048386,0.000768,0.192648,0.001344,0.000352,0.915684
0.420720,0.017505,0.202376,0.005216,0.048738,0.000640,0.177831,0.001344,0.000608,0.881570
0.420112,0.017697,0.202888,0.005056,0.048226,0.000576,0.189384,0.001376,0.000576,0.893027
0.420016,0.017633,0.202728,0.005152,0.048322,0.000544,0.193800,0.001344,0.000608,0.897059
0.453074,0.017472,0.202248,0.005217,0.048290,0.000544,0.198471,0.001536,0.000480,0.936933
0.420880,0.018017,0.202504,0.005344,0.048642,0.000800,0.197544,0.001504,0.000672,0.905475
0.416529,0.017984,0.203464,0.005377,0.048642,0.000928,0.203944,0.001888,0.000608,0.909220
0.419921,0.017664,0.221545,0.005408,0.048386,0.000736,0.193896,0.001504,0.000320,0.916836
0.420784,0.017633,0.202472,0.005056,0.050370,0.000544,0.191560,0.001216,0.000384,0.897827
0.421073,0.017536,0.202088,0.005281,0.051266,0.000608,0.197543,0.001569,0.000704,0.906372
0.420720,0.017729,0.203016,0.005280,0.048514,0.000768,0.194120,0.001472,0.000576,0.901571
0.421552,0.017857,0.202696,0.005184,0.048226,0.000800,0.189576,0.001472,0.000640,0.894979
0.419920,0.017953,0.202216,0.005248,0.048290,0.000768,0.184135,0.001408,0.000576,0.888130
0.421041,0.018432,0.202088,0.005057,0.047233,0.000577,0.184423,0.001536,0.000448,0.888163
0.415665,0.051298,0.203144,0.005280,0.046850,0.000576,0.188487,0.001344,0.000576,0.921124
0.420464,0.017569,0.202312,0.005312,0.046978,0.000832,0.180167,0.001600,0.000672,0.883970
0.415505,0.017440,0.202440,0.005025,0.046849,0.000608,0.184168,0.001216,0.000576,0.880451
0.420816,0.017761,0.202344,0.005216,0.046754,0.000608,0.176679,0.001504,0.000416,0.879298
0.419728,0.017505,0.202600,0.004800,0.046722,0.000576,0.193064,0.001248,0.000352,0.893795
0.415376,0.017729,0.202408,0.005216,0.046978,0.000864,0.191816,0.001312,0.000608,0.890051
0.420113,0.017505,0.202120,0.005056,0.046850,0.000576,0.202568,0.001472,0.000512,0.905476
0.421073,0.017377,0.222728,0.004993,0.046849,0.000576,0.205352,0.001408,0.000352,0.928069
0.415248,0.017472,0.203528,0.004896,0.046882,0.000768,0.194600,0.001376,0.000384,0.892899
0.420400,0.017728,0.202216,0.005120,0.046914,0.000576,0.188360,0.001344,0.000416,0.890051
0.420944,0.017825,0.202632,0.005280,0.047074,0.000800,0.190888,0.001408,0.000608,0.897731
0.420593,0.017728,0.202376,0.005249,0.048642,0.000576,0.206312,0.001504,0.000576,0.911428
0.420400,0.017281,0.202664,0.005280,0.048642,0.000800,0.195368,0.001408,0.000608,0.900643
0.420592,0.017793,0.203880,0.005408,0.048322,0.000800,0.197032,0.001536,0.000672,0.903395
0.439825,0.017633,0.203240,0.005216,0.048034,0.000768,0.191335,0.001505,0.000512,0.916420
0.421008,0.017761,0.202216,0.005440,0.049762,0.000608,0.192296,0.001344,0.000416,0.898307
0.423345,0.017825,0.203175,0.005280,0.048162,0.000800,0.201608,0.001440,0.000608,0.909956
0.420528,0.017537,0.202568,0.005312,0.048290,0.000576,0.222505,0.001472,0.000608,0.926980
0.421361,0.017697,0.202184,0.005280,0.048386,0.000608,0.207560,0.001376,0.000608,0.912612
0.416048,0.017665,0.203560,0.005024,0.048322,0.000576,0.202952,0.001344,0.000544,0.903427
0.416656,0.017761,0.202792,0.005312,0.048642,0.000576,0.189864,0.001408,0.000640,0.891811
0.440497,0.017921,0.202568,0.005280,0.048066,0.000576,0.193192,0.001536,0.000480,0.918244
0.415792,0.017505,0.202472,0.005216,0.048322,0.000576,0.202664,0.001504,0.000416,0.902275
0.421520,0.017537,0.202056,0.005152,0.047842,0.000576,0.197576,0.001408,0.000576,0.901283
0.417072,0.017633,0.203272,0.005088,0.048130,0.000544,0.208648,0.001504,0.000736,0.910595
0.416944,0.017665,0.201960,0.005216,0.047266,0.000608,0.186759,0.001504,0.000416,0.885666
0.420177,0.017633,0.202376,0.005248,0.047106,0.000832,0.187367,0.001376,0.000640,0.890147
0.415537,0.017600,0.202088,0.004864,0.046850,0.000544,0.203560,0.001408,0.000576,0.900036
0.434929,0.017505,0.203432,0.005280,0.046850,0.000544,0.203240,0.001376,0.000384,0.920708
0.415504,0.017441,0.202376,0.004896,0.047202,0.000608,0.186407,0.001408,0.000384,0.883298
0.415472,0.017473,0.202376,0.005120,0.047010,0.000576,0.195144,0.001504,0.000576,0.892675
0.420528,0.017664,0.202376,0.005280,0.048258,0.000800,0.222057,0.001568,0.000608,0.927044
0.415441,0.017472,0.202344,0.005249,0.048513,0.000576,0.190792,0.001440,0.000448,0.889507
0.415408,0.017440,0.202184,0.004960,0.048258,0.000608,0.193352,0.001376,0.000352,0.891779
0.420113,0.017665,0.202792,0.004960,0.047970,0.000608,0.179623,0.001504,0.000384,0.882467
0.437873,0.017793,0.202792,0.005312,0.047234,0.000608,0.198183,0.001408,0.000352,0.919300
0.420145,0.017377,0.202152,0.004992,0.046850,0.000768,0.186503,0.001440,0.000384,0.887811
0.420209,0.017312,0.202504,0.005024,0.046914,0.000576,0.190376,0.001472,0.000608,0.892003
0.415152,0.017473,0.202824,0.004832,0.062978,0.000800,0.184040,0.001408,0.000672,0.898147
0.420176,0.017601,0.202280,0.005024,0.046850,0.000576,0.186215,0.001345,0.000672,0.888867
0.415409,0.017728,0.202280,0.005057,0.046817,0.000576,0.195975,0.001376,0.000384,0.892835
0.420144,0.017505,0.202536,0.005248,0.047202,0.000576,0.193608,0.001440,0.000384,0.896931
0.434033,0.017825,0.202280,0.005152,0.046754,0.000576,0.192839,0.001441,0.000608,0.909028
0.420785,0.017409,0.201928,0.005024,0.046882,0.000544,0.192935,0.001440,0.000672,0.894819
0.417041,0.017728,0.202792,0.005281,0.047297,0.000608,0.182568,0.001344,0.000352,0.882083
0.416273,0.017440,0.202664,0.005249,0.065858,0.000832,0.199816,0.001408,0.000608,0.918692
0.416720,0.017729,0.203944,0.005184,0.046818,0.000832,0.205832,0.001216,0.000352,0.905539
0.415760,0.017601,0.202440,0.004896,0.046850,0.000576,0.219784,0.001184,0.000352,0.916260
0.420432,0.017633,0.202984,0.004864,0.046882,0.000576,0.196360,0.001312,0.000320,0.898083
0.450322,0.017632,0.201928,0.004897,0.046849,0.000576,0.181416,0.001376,0.000352,0.912356
0.416336,0.017665,0.201640,0.004864,0.046914,0.000544,0.190791,0.001344,0.000288,0.887170
0.421041,0.017536,0.202696,0.004993,0.047617,0.000768,0.192744,0.001472,0.000384,0.897571
0.415249,0.017441,0.202599,0.004961,0.062850,0.000800,0.195752,0.001248,0.000384,0.908804
0.419888,0.017409,0.201832,0.004896,0.046946,0.000768,0.194856,0.001152,0.000320,0.894595
0.415728,0.017601,0.202088,0.004832,0.046946,0.000576,0.180871,0.001152,0.000352,0.876482
0.417232,0.017665,0.202344,0.005056,0.047106,0.000544,0.191783,0.001376,0.000384,0.891010
0.429233,0.017729,0.202568,0.004832,0.047298,0.000608,0.182663,0.001344,0.000640,0.895747
0.415984,0.017472,0.201928,0.004896,0.047074,0.000576,0.197640,0.001312,0.000352,0.894019
0.420305,0.017537,0.202567,0.004865,0.046818,0.000576,0.213608,0.001280,0.000448,0.916132
0.416016,0.017281,0.201992,0.005056,0.046850,0.000608,0.225353,0.001344,0.000416,0.921956
0.415984,0.017665,0.201896,0.005024,0.047266,0.000544,0.199432,0.001152,0.000544,0.896547
0.420112,0.017505,0.202088,0.005312,0.047074,0.000768,0.189287,0.001344,0.000608,0.891587
0.415569,0.017729,0.203303,0.005088,0.047394,0.000768,0.188231,0.001280,0.000416,0.886755
0.436529,0.017632,0.202056,0.005408,0.046818,0.000544,0.186600,0.001376,0.000384,0.905028
0.416368,0.017409,0.202024,0.005056,0.046786,0.000576,0.195624,0.001408,0.000352,0.893219
0.416497,0.017504,0.202344,0.005313,0.047169,0.000545,0.202119,0.001409,0.000416,0.900804
0.415792,0.017281,0.202408,0.005312,0.046754,0.000576,0.210216,0.001408,0.000513,0.907812
0.419792,0.017345,0.202248,0.004864,0.047202,0.000576,0.179495,0.001344,0.000672,0.880578
0.416304,0.017441,0.201768,0.005216,0.046850,0.000544,0.208840,0.001184,0.000384,0.904643
0.415153,0.018208,0.202120,0.005153,0.046753,0.000608,0.183944,0.001504,0.000416,0.882147
0.435441,0.017409,0.202376,0.005088,0.046850,0.000576,0.210664,0.001280,0.000416,0.927332
0.415057,0.017632,0.201768,0.005057,0.046913,0.000576,0.194632,0.001440,0.000416,0.891011
0.415792,0.017569,0.202408,0.005024,0.046882,0.000768,0.193543,0.001280,0.000352,0.890370
0.415248,0.017377,0.203112,0.004800,0.046946,0.000576,0.208296,0.001216,0.000384,0.904419
0.416145,0.017280,0.203176,0.005377,0.047009,0.000768,0.175591,0.001216,0.000384,0.873410
0.420113,0.017408,0.202376,0.004929,0.046817,0.000576,0.198344,0.001344,0.000448,0.900803
0.415184,0.017633,0.202024,0.005088,0.046850,0.000576,0.192679,0.001120,0.000384,0.888418
0.437201,0.017440,0.202856,0.005056,0.046914,0.000576,0.258762,0.001376,0.000416,0.977479
0.419792,0.017249,0.203240,0.004832,0.046914,0.000544,0.214472,0.001184,0.000384,0.915044
0.419728,0.017825,0.202792,0.004896,0.046882,0.000544,0.192328,0.001408,0.000416,0.894211
0.415984,0.017665,0.202568,0.005280,0.047330,0.000864,0.230377,0.001408,0.000480,0.929348
0.416048,0.017985,0.203080,0.005152,0.048514,0.000544,0.197480,0.001344,0.000416,0.898307
0.420720,0.017505,0.203272,0.005184,0.048066,0.000544,0.186824,0.001184,0.000352,0.890211
0.420432,0.017440,0.203208,0.005280,0.047394,0.000576,0.182087,0.001313,0.000384,0.885219
0.434417,0.017793,0.202632,0.005184,0.047810,0.000768,0.193287,0.001313,0.000384,0.910756
0.420720,0.017697,0.202280,0.005056,0.047362,0.000608,0.185191,0.001312,0.000448,0.887490
0.420272,0.017569,0.202344,0.005088,0.046882,0.000800,0.187719,0.001248,0.000384,0.888770
0.421553,0.017665,0.202312,0.005088,0.046754,0.000544,0.215624,0.001056,0.000608,0.918148
0.416241,0.017664,0.202280,0.005056,0.046882,0.000544,0.190472,0.001216,0.000384,0.887395
0.415952,0.017248,0.202536,0.005120,0.046818,0.000576,0.192936,0.001120,0.000384,0.889219
0.416753,0.017824,0.202120,0.005184,0.047170,0.000608,0.176103,0.001408,0.000416,0.876899
0.438482,0.017760,0.202120,0.005313,0.047905,0.000800,0.209033,0.001280,0.000416,0.930021
0.416240,0.017857,0.202312,0.005088,0.048546,0.000576,0.197640,0.001248,0.000416,0.896611
0.421553,0.017633,0.202216,0.005056,0.047458,0.000544,0.197223,0.001216,0.000384,0.900292
0.415568,0.017697,0.202024,0.005120,0.047138,0.000608,0.186887,0.001376,0.000448,0.885122
0.416112,0.017473,0.202024,0.005056,0.047234,0.000576,0.186087,0.001184,0.000608,0.882850
0.415985,0.017504,0.202888,0.005056,0.046914,0.000544,0.190696,0.001152,0.000384,0.888483
0.416240,0.021057,0.202152,0.005408,0.046850,0.000608,0.185287,0.001184,0.000577,0.885603
0.419856,0.043778,0.203048,0.004800,0.046946,0.000544,0.189159,0.001216,0.000320,0.918404
0.415633,0.017472,0.202184,0.005313,0.046785,0.000544,0.193607,0.001280,0.000384,0.890531
0.423248,0.017825,0.205064,0.005344,0.047042,0.000576,0.208136,0.001376,0.000352,0.917315
0.416497,0.017472,0.203112,0.005089,0.047265,0.000832,0.189448,0.001312,0.000320,0.888099
0.415632,0.017537,0.205160,0.005120,0.046850,0.000576,0.184808,0.001344,0.000384,0.884003
0.415792,0.017633,0.202280,0.005088,0.046754,0.000576,0.205256,0.001184,0.000416,0.901635
0.416561,0.017504,0.203336,0.005249,0.046849,0.000576,0.209865,0.001184,0.000608,0.909220
0.420337,0.017665,0.221896,0.005249,0.046945,0.000576,0.189416,0.001248,0.000416,0.911972
0.415505,0.017632,0.202280,0.004896,0.046754,0.000544,0.184488,0.001280,0.000384,0.880419
0.420400,0.017473,0.202184,0.004960,0.046946,0.000544,0.228841,0.001120,0.000352,0.929572
0.416016,0.017569,0.202856,0.004960,0.046786,0.000608,0.187943,0.001152,0.000384,0.885570
0.416848,0.017377,0.202632,0.005088,0.046818,0.000576,0.185031,0.001280,0.000608,0.882786
0.417392,0.017953,0.205704,0.005376,0.047042,0.000768,0.197384,0.001472,0.000608,0.901923
0.416176,0.017409,0.202824,0.005056,0.046818,0.000800,0.191496,0.001312,0.000480,0.890019
0.420176,0.017472,0.222889,0.005216,0.046882,0.000544,0.194024,0.001088,0.000576,0.916292
0.419857,0.017696,0.202472,0.004864,0.046850,0.000832,0.193352,0.001152,0.000384,0.894307
0.415568,0.017473,0.203048,0.005280,0.046882,0.000576,0.205064,0.001472,0.000352,0.904163
0.415696,0.017920,0.202600,0.005024,0.046754,0.000768,0.225161,0.001248,0.000384,0.922692
0.416176,0.017377,0.202184,0.005280,0.046754,0.000800,0.214920,0.001248,0.000384,0.913827
0.415856,0.017441,0.202728,0.004832,0.046850,0.000576,0.210856,0.001248,0.000416,0.907619
0.416657,0.017473,0.202471,0.005089,0.046946,0.000800,0.204648,0.001056,0.000608,0.902436
0.420080,0.017185,0.235689,0.005185,0.046977,0.000608,0.215432,0.001024,0.000384,0.949797
0.416496,0.017793,0.202696,0.005312,0.046818,0.000768,0.194151,0.001472,0.000640,0.894083
0.419889,0.017505,0.202695,0.005057,0.047202,0.000512,0.189671,0.001280,0.000608,0.891715
0.420113,0.017505,0.203592,0.004896,0.046850,0.000576,0.183399,0.001184,0.000384,0.885251
0.420241,0.017248,0.202248,0.004897,0.046913,0.000512,0.198248,0.001184,0.000512,0.899011
0.415632,0.017473,0.202792,0.005120,0.047682,0.000608,0.215465,0.001408,0.000640,0.914980
0.415921,0.017504,0.202376,0.005056,0.048065,0.000800,0.204872,0.001248,0.000576,0.903268
0.420688,0.017889,0.223465,0.005216,0.047874,0.000544,0.189831,0.001088,0.000416,0.914083
0.415760,0.017664,0.202568,0.005024,0.048738,0.000576,0.189960,0.001312,0.000384,0.889219
0.421169,0.017632,0.203687,0.005280,0.049634,0.000608,0.204264,0.001472,0.000608,0.913252
0.415888,0.017505,0.202248,0.005120,0.048898,0.000800,0.200392,0.001344,0.000384,0.900259
0.417744,0.019073,0.205448,0.005312,0.048578,0.000544,0.197576,0.001312,0.000448,0.905123
0.420432,0.017984,0.204008,0.005536,0.047969,0.000800,0.191688,0.001280,0.000416,0.898115
0.416240,0.017473,0.202504,0.005376,0.048386,0.000800,0.170183,0.001344,0.000672,0.872290
0.437073,0.017761,0.202472,0.005408,0.047842,0.000544,0.203784,0.001280,0.000416,0.924676
0.416849,0.017537,0.203816,0.005440,0.048130,0.000768,0.194151,0.001504,0.000417,0.896708
0.420721,0.017472,0.203080,0.005281,0.048034,0.000576,0.190055,0.001248,0.000640,0.894755
0.420752,0.017473,0.202536,0.005216,0.048546,0.000608,0.193448,0.001376,0.000672,0.898723
0.415952,0.017409,0.202632,0.005280,0.048642,0.000576,0.198888,0.001248,0.000416,0.899011
0.420176,0.017985,0.204424,0.005280,0.048706,0.000832,0.205064,0.001504,0.000416,0.912643
0.420272,0.018945,0.204936,0.005440,0.048066,0.000800,0.197736,0.001504,0.000448,0.906499
0.435441,0.017792,0.203368,0.005441,0.049186,0.000608,0.201256,0.001440,0.000640,0.924740
0.420144,0.018145,0.201960,0.005344,0.048162,0.000832,0.197480,0.001504,0.000448,0.901859
0.416272,0.017537,0.203688,0.005408,0.048802,0.000608,0.196520,0.001376,0.000608,0.898851
0.421104,0.017537,0.202376,0.005408,0.049154,0.000768,0.225865,0.001472,0.000704,0.932036
0.416145,0.018016,0.202216,0.005345,0.048257,0.000608,0.200807,0.001441,0.000608,0.902404
0.420432,0.018497,0.202888,0.005632,0.049026,0.000576,0.193480,0.001408,0.000384,0.900483
0.420912,0.018465,0.202312,0.005280,0.048610,0.000800,0.194856,0.001312,0.000640,0.900739
0.429905,0.017889,0.203624,0.005088,0.048514,0.000608,0.195271,0.001408,0.000608,0.910212
0.421297,0.017729,0.203784,0.005024,0.048162,0.000576,0.189703,0.001408,0.000416,0.895267
0.416145,0.017600,0.202503,0.005217,0.049122,0.000576,0.197447,0.001472,0.000640,0.898052
0.416816,0.017697,0.221704,0.005216,0.048482,0.000768,0.199015,0.001536,0.000640,0.920932
0.419856,0.017889,0.205192,0.005280,0.048194,0.000576,0.194504,0.001536,0.000448,0.901059
0.420529,0.017536,0.202759,0.005089,0.048258,0.000576,0.196167,0.001632,0.000640,0.901091
0.421489,0.017473,0.202024,0.005024,0.048514,0.000800,0.190055,0.001312,0.000416,0.894723
0.417296,0.017825,0.202536,0.005152,0.047842,0.000544,0.194247,0.001600,0.000640,0.895523
0.420560,0.017985,0.202600,0.005056,0.048450,0.000640,0.188743,0.001312,0.000416,0.893474
0.416657,0.017569,0.202055,0.005153,0.048578,0.000544,0.193479,0.001376,0.000576,0.893315
0.421937,0.017568,0.218633,0.005056,0.049090,0.000544,0.184199,0.001313,0.000640,0.906596
0.420273,0.017408,0.202216,0.005057,0.048802,0.000608,0.192039,0.001216,0.000416,0.895555
0.416688,0.017408,0.202216,0.005312,0.048514,0.000832,0.189224,0.001408,0.000608,0.889123
0.416240,0.017505,0.202664,0.005376,0.048130,0.000544,0.201800,0.001504,0.000608,0.902819
0.420176,0.017697,0.202184,0.005312,0.048642,0.000800,0.194760,0.001440,0.000416,0.899171
0.420945,0.017409,0.202248,0.005024,0.047682,0.000608,0.202344,0.001376,0.000352,0.905956
0.416624,0.017889,0.202728,0.005120,0.048802,0.000608,0.196231,0.001345,0.000704,0.897188
0.415920,0.036769,0.202791,0.005473,0.049122,0.000800,0.192839,0.001408,0.000640,0.913635
0.416465,0.017792,0.202664,0.005057,0.048258,0.000576,0.206344,0.001280,0.000640,0.906756
0.421104,0.017409,0.202120,0.005280,0.048898,0.000544,0.192616,0.001408,0.000640,0.897763
0.420625,0.017536,0.203240,0.005185,0.048770,0.000576,0.193863,0.001312,0.000608,0.898723
0.415536,0.017985,0.202472,0.005120,0.048258,0.000576,0.190792,0.001216,0.000416,0.889795
0.416112,0.017761,0.203208,0.004896,0.048258,0.000832,0.187880,0.001376,0.000384,0.887875
0.417072,0.017825,0.204008,0.005120,0.049506,0.000608,0.191400,0.001440,0.000608,0.896067
0.437489,0.017953,0.203688,0.005280,0.048226,0.000608,0.196552,0.001440,0.000640,0.919012
0.420721,0.017825,0.202440,0.005152,0.048546,0.000576,0.197832,0.001408,0.000416,0.902436
0.416144,0.018081,0.202504,0.005216,0.048386,0.000768,0.183591,0.001376,0.000416,0.883779
0.415792,0.017569,0.202216,0.005312,0.048066,0.000544,0.206376,0.001376,0.000384,0.905155
0.421136,0.017697,0.202344,0.005216,0.049794,0.000800,0.198504,0.001472,0.000384,0.905123
0.420945,0.018177,0.203624,0.005344,0.048482,0.000640,0.190279,0.001344,0.000384,0.897027
0.421233,0.017953,0.202248,0.005056,0.047842,0.000800,0.172518,0.001281,0.000352,0.876675
0.450706,0.017921,0.202920,0.005312,0.048770,0.000576,0.194439,0.001408,0.000672,0.930213
0.420945,0.017537,0.202184,0.005280,0.048802,0.000608,0.189063,0.001376,0.000672,0.893987
0.416400,0.017857,0.203048,0.005376,0.048002,0.000832,0.194888,0.001600,0.000704,0.897123
0.416304,0.017889,0.202664,0.005184,0.048226,0.000576,0.218185,0.001376,0.000416,0.919108
0.416368,0.017729,0.202088,0.005152,0.048386,0.000576,0.188679,0.001312,0.000416,0.887874
0.416528,0.017857,0.202408,0.005024,0.047938,0.000576,0.197864,0.001568,0.000448,0.899427
0.420304,0.017633,0.202888,0.005088,0.048130,0.000768,0.186631,0.001504,0.000416,0.892706
0.434193,0.017633,0.202248,0.005216,0.048226,0.000768,0.200808,0.001472,0.000416,0.919876
0.416817,0.017504,0.202248,0.005537,0.047937,0.001024,0.191111,0.001344,0.000608,0.891395
0.420912,0.017696,0.202472,0.005280,0.048034,0.000608,0.196232,0.001312,0.000608,0.900163
