TEE[0-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.715356,0.015105,0.000960,0.001440,0.000992,0.000384,1.740829
1.815168,0.017345,0.000704,0.001792,0.001952,0.000608,1.847874
1.783583,0.016641,0.000736,0.001696,0.001504,0.000640,1.811969
1.823393,0.018145,0.000736,0.001472,0.001728,0.000544,1.856195
1.736893,0.017537,0.000736,0.001824,0.001344,0.000384,1.766142
1.782367,0.016033,0.000672,0.001568,0.001184,0.000416,1.809344
1.759870,0.015137,0.000896,0.001504,0.001152,0.000384,1.785919
1.785151,0.014848,0.000961,0.001632,0.001280,0.000416,1.810817
1.724956,0.014849,0.000736,0.001440,0.001152,0.000384,1.750269
1.764798,0.014881,0.000896,0.001440,0.001248,0.000416,1.790463
1.708155,0.015137,0.000672,0.001472,0.001216,0.000384,1.733692
1.762910,0.015872,0.000705,0.001536,0.001088,0.000384,1.790048
1.722172,0.014785,0.000896,0.001472,0.001152,0.000384,1.747421
1.771934,0.014944,0.000737,0.001504,0.001088,0.000384,1.798336
1.728604,0.014784,0.000800,0.001440,0.001056,0.000384,1.753758
1.763518,0.016225,0.000704,0.001440,0.001088,0.000352,1.790400
1.720796,0.014657,0.000768,0.001472,0.001120,0.000384,1.745789
1.730716,0.014881,0.000672,0.001408,0.001088,0.000384,1.755997
1.712411,0.015168,0.000704,0.001440,0.001152,0.000384,1.738045
1.775870,0.014880,0.000672,0.001473,0.001120,0.000384,1.801280
1.718491,0.014561,0.000896,0.001472,0.001120,0.000384,1.743485
1.789599,0.014816,0.000704,0.001472,0.001089,0.000384,1.815393
1.745117,0.014848,0.000705,0.001472,0.001152,0.000384,1.770079
1.763518,0.015361,0.000640,0.001472,0.001120,0.000320,1.789888
1.708860,0.014881,0.000704,0.001600,0.001216,0.000416,1.734621
1.736861,0.014881,0.000704,0.001472,0.001120,0.000384,1.762046
1.725180,0.014784,0.000736,0.001409,0.001120,0.000416,1.750430
1.754494,0.014785,0.000960,0.001472,0.001216,0.000416,1.779711
1.720924,0.014849,0.000672,0.001568,0.001216,0.000416,1.746493
1.785535,0.015744,0.000705,0.001408,0.001120,0.000416,1.811809
1.721628,0.014849,0.000960,0.001440,0.001152,0.000384,1.747229
1.775198,0.015361,0.000704,0.001472,0.001248,0.000384,1.801696
1.746077,0.014945,0.000736,0.001504,0.001152,0.000384,1.771518
1.735517,0.015169,0.000672,0.001536,0.001280,0.000352,1.761310
1.727900,0.015041,0.000704,0.001440,0.001248,0.000385,1.753534
1.758494,0.015841,0.000800,0.001440,0.001152,0.000416,1.784991
1.765982,0.015201,0.000704,0.001440,0.001152,0.000384,1.791615
1.746269,0.014817,0.000704,0.001568,0.001280,0.000384,1.771966
1.723420,0.014657,0.000928,0.001472,0.001152,0.000352,1.749053
1.754110,0.014657,0.000960,0.001440,0.001120,0.000416,1.779615
1.719675,0.015137,0.000960,0.001440,0.001120,0.000384,1.745789
1.755390,0.020545,0.000896,0.001536,0.001248,0.000416,1.787583
1.710939,0.014913,0.000768,0.001472,0.001152,0.000384,1.737180
1.776319,0.015905,0.000704,0.001472,0.001184,0.000384,1.802944
1.706715,0.014945,0.000928,0.001440,0.001312,0.000416,1.732348
1.742333,0.014689,0.000704,0.001536,0.001248,0.000416,1.767358
1.726300,0.014817,0.000480,0.001536,0.001088,0.000384,1.751389
1.742365,0.015297,0.000704,0.001472,0.001088,0.000384,1.767710
1.745245,0.014785,0.000960,0.001536,0.001057,0.000384,1.770271
1.752509,0.016193,0.000768,0.001568,0.001024,0.000416,1.779263
1.721083,0.014528,0.000737,0.001536,0.001120,0.000384,1.746237
1.765086,0.015169,0.000928,0.001440,0.001120,0.000384,1.790495
1.781791,0.014657,0.000928,0.001504,0.000992,0.000384,1.807104
1.752414,0.014497,0.000864,0.001536,0.001088,0.000416,1.777151
1.724828,0.015137,0.000896,0.001824,0.001120,0.000352,1.751037
1.729052,0.015201,0.000928,0.001536,0.001088,0.000352,1.754750
1.744829,0.015649,0.000928,0.001472,0.001216,0.000416,1.770910
1.760798,0.014593,0.000960,0.001408,0.000992,0.000384,1.784863
1.715515,0.014721,0.000736,0.001472,0.001057,0.000416,1.740221
1.752126,0.014497,0.000704,0.001440,0.001088,0.000384,1.776543
1.749053,0.015296,0.000481,0.001504,0.001216,0.000384,1.774975
1.736476,0.014560,0.000704,0.001504,0.001248,0.000416,1.761566
1.735836,0.014657,0.000736,0.001536,0.001344,0.000352,1.761629
1.758398,0.015489,0.000736,0.001536,0.001152,0.000352,1.784447
1.720699,0.016224,0.000961,0.001472,0.001280,0.000416,1.748477
1.762526,0.015329,0.000736,0.001472,0.001216,0.000352,1.788799
1.717820,0.015713,0.000736,0.001504,0.001248,0.000416,1.744157
1.756861,0.014816,0.000768,0.001472,0.001280,0.000384,1.782047
1.763582,0.015073,0.000800,0.001568,0.001248,0.000416,1.789567
1.733980,0.014657,0.000736,0.001472,0.001152,0.000384,1.758557
1.730492,0.015041,0.000960,0.001472,0.001216,0.000384,1.757054
1.765310,0.015265,0.000960,0.001568,0.001184,0.000416,1.792127
1.748445,0.016096,0.000928,0.001504,0.001120,0.000384,1.775999
1.722012,0.014881,0.000960,0.001536,0.001120,0.000384,1.747453
1.781087,0.015105,0.000960,0.001568,0.001120,0.000416,1.807072
1.748893,0.014625,0.000480,0.001408,0.001088,0.000384,1.773278
1.736348,0.015521,0.000480,0.001472,0.001120,0.000384,1.762461
1.754077,0.014720,0.000705,0.001440,0.001056,0.000384,1.778687
1.747133,0.014561,0.000736,0.001568,0.001088,0.000416,1.772222
1.750717,0.014721,0.000704,0.001536,0.001152,0.000385,1.775103
1.748829,0.015041,0.000736,0.001472,0.001120,0.000416,1.775134
1.762973,0.014816,0.000769,0.001408,0.001056,0.000416,1.788127
1.761182,0.015809,0.000704,0.001440,0.001152,0.000416,1.788512
1.730524,0.014433,0.000928,0.001472,0.001120,0.000384,1.755709
1.732252,0.015873,0.000544,0.001568,0.001056,0.000384,1.758334
1.728924,0.014785,0.000512,0.001504,0.001152,0.000384,1.754077
1.742173,0.014593,0.000928,0.001536,0.001056,0.000416,1.767358
1.714843,0.014817,0.000480,0.001408,0.001088,0.000384,1.739260
1.768446,0.015361,0.000928,0.001376,0.000992,0.000416,1.794528
1.763453,0.014880,0.000736,0.001376,0.001088,0.000384,1.789503
1.746045,0.014657,0.000704,0.001408,0.001120,0.000384,1.772094
1.712955,0.014848,0.000480,0.001441,0.001120,0.000384,1.737853
1.736028,0.014945,0.000736,0.001504,0.001088,0.000416,1.760958
1.740604,0.014816,0.000448,0.001440,0.001120,0.000416,1.765502
1.762782,0.016033,0.000928,0.001536,0.001056,0.000416,1.789535
1.754365,0.014529,0.000928,0.001568,0.001152,0.000384,1.779198
1.736668,0.015937,0.000960,0.001472,0.001120,0.000384,1.763293
1.704122,0.014784,0.000768,0.001409,0.001120,0.000352,1.728572
1.731836,0.014593,0.000704,0.001408,0.001088,0.000384,1.756317
1.738108,0.014753,0.000928,0.001408,0.001056,0.000384,1.765437
1.740893,0.014529,0.000736,0.001408,0.001056,0.000384,1.765086
1.723772,0.014753,0.000736,0.001440,0.001056,0.000416,1.749501
1.755485,0.015200,0.000704,0.001408,0.001089,0.000384,1.780383
1.714779,0.014977,0.000896,0.001408,0.001152,0.000384,1.740380
1.737500,0.015009,0.000640,0.001472,0.000992,0.000416,1.762781
1.716987,0.015585,0.000736,0.001472,0.001088,0.000384,1.743196
1.746429,0.014945,0.000704,0.001472,0.001024,0.000416,1.771262
1.722684,0.016033,0.000928,0.001408,0.001120,0.000352,1.749725
1.744060,0.014944,0.000929,0.001408,0.000992,0.000352,1.769310
1.745949,0.016097,0.000704,0.001408,0.001025,0.000352,1.773471
1.752957,0.016225,0.000736,0.001504,0.001120,0.000384,1.779902
1.725084,0.015329,0.000736,0.001440,0.001120,0.000352,1.750973
1.742269,0.015969,0.000480,0.001408,0.001184,0.000384,1.768222
1.747965,0.014817,0.000768,0.001536,0.001024,0.000352,1.772446
1.754909,0.014784,0.000736,0.001472,0.001153,0.000384,1.779839
1.703611,0.015105,0.000736,0.001440,0.001056,0.000384,1.728540
1.736732,0.014593,0.000960,0.001504,0.000992,0.000352,1.761117
1.741596,0.014593,0.000704,0.001408,0.001056,0.000416,1.766397
1.741884,0.014625,0.000928,0.001440,0.000992,0.000352,1.766333
1.727868,0.015041,0.000736,0.001408,0.001152,0.000384,1.754302
1.768798,0.014721,0.000736,0.001408,0.001152,0.000416,1.793727
1.765502,0.014753,0.000736,0.001440,0.001056,0.000384,1.790623
1.738972,0.014912,0.000928,0.001440,0.001056,0.000416,1.764190
1.749277,0.015745,0.000704,0.001472,0.001088,0.000384,1.775614
1.764382,0.016353,0.000960,0.001504,0.001088,0.000416,1.791263
1.705242,0.016481,0.000896,0.001472,0.001024,0.000352,1.732091
1.767518,0.014753,0.000480,0.001504,0.000992,0.000416,1.791871
1.716251,0.015009,0.000704,0.001408,0.001152,0.000384,1.741308
1.770302,0.016385,0.000736,0.001440,0.001056,0.000352,1.796671
1.723484,0.014593,0.000480,0.001408,0.001088,0.000416,1.748573
1.793311,0.016801,0.000672,0.001601,0.001312,0.000384,1.821025
1.761502,0.014977,0.000768,0.001504,0.001408,0.000384,1.787423
1.780574,0.016065,0.000928,0.001824,0.001281,0.000416,1.807904
1.749181,0.014593,0.000704,0.001440,0.001056,0.000352,1.773566
1.722555,0.014881,0.000512,0.001472,0.001152,0.000416,1.746876
1.737116,0.014560,0.000384,0.001408,0.001088,0.000384,1.760766
1.762878,0.015809,0.000416,0.001440,0.001184,0.000416,1.789279
1.741596,0.014689,0.000928,0.001536,0.001152,0.000384,1.766878
1.735836,0.014848,0.000704,0.001473,0.001088,0.000416,1.761310
1.726171,0.014753,0.000704,0.001376,0.001088,0.000416,1.749628
1.785982,0.015680,0.000992,0.001537,0.001280,0.000384,1.813696
1.736636,0.014657,0.000832,0.001408,0.001056,0.000320,1.761853
1.734780,0.014817,0.000704,0.001472,0.001280,0.000384,1.760093
1.716251,0.014625,0.000704,0.001344,0.001024,0.000352,1.740412
1.734716,0.015553,0.000480,0.001440,0.001120,0.000384,1.759997
1.737052,0.014913,0.000640,0.001440,0.000929,0.000416,1.761662
1.767134,0.015041,0.000704,0.001408,0.000960,0.000384,1.792735
1.749117,0.014977,0.000512,0.001440,0.000832,0.000416,1.773854
1.774974,0.014977,0.000448,0.001408,0.000992,0.000352,1.801631
1.747517,0.014881,0.000800,0.001472,0.001024,0.000384,1.773182
1.781854,0.014753,0.000800,0.001376,0.001056,0.000416,1.807936
1.721787,0.014881,0.000864,0.001472,0.001056,0.000384,1.746972
1.732956,0.015169,0.001056,0.001472,0.001120,0.000384,1.759421
1.702618,0.015008,0.000769,0.001472,0.001088,0.000384,1.727164
1.769150,0.015937,0.000960,0.001504,0.000928,0.000384,1.795072
1.731068,0.014529,0.000960,0.001408,0.001056,0.000384,1.755325
1.742333,0.014689,0.000992,0.001408,0.000928,0.000352,1.767262
1.742460,0.014433,0.000800,0.001440,0.000992,0.000256,1.766493
1.749788,0.015489,0.000736,0.001472,0.000960,0.000288,1.776446
1.740989,0.015361,0.000704,0.001568,0.001152,0.000320,1.768222
1.794047,0.015521,0.000768,0.001536,0.001440,0.000352,1.821856
1.730523,0.015488,0.000960,0.001537,0.001216,0.000384,1.757149
1.749564,0.015937,0.000768,0.001504,0.001153,0.000320,1.776254
1.723067,0.015617,0.000704,0.001504,0.001153,0.000384,1.749341
1.799103,0.015521,0.000960,0.001504,0.001152,0.000416,1.825921
1.728987,0.015072,0.000704,0.001472,0.001184,0.000416,1.755069
1.742941,0.016609,0.000992,0.001504,0.001248,0.000416,1.771550
1.724603,0.015393,0.000704,0.001472,0.001024,0.000384,1.750268
1.767390,0.015201,0.000768,0.001536,0.001184,0.000416,1.793983
1.728444,0.015553,0.000896,0.001472,0.001248,0.000352,1.754685
1.752988,0.015105,0.000704,0.001472,0.001184,0.000352,1.779998
1.722139,0.016384,0.000928,0.001536,0.001088,0.000416,1.750173
1.737980,0.015425,0.000928,0.001504,0.001216,0.000416,1.765150
1.721595,0.016161,0.000672,0.001504,0.001152,0.000384,1.748636
1.741340,0.014945,0.000960,0.001472,0.001120,0.000352,1.767741
1.713659,0.015105,0.000736,0.001440,0.001120,0.000384,1.739100
1.732732,0.015105,0.000704,0.001568,0.001216,0.000384,1.758781
1.769534,0.015969,0.000928,0.001568,0.001280,0.000352,1.796671
1.789183,0.015393,0.000768,0.001568,0.001216,0.000384,1.815392
1.746172,0.015008,0.000704,0.001504,0.001248,0.000352,1.771614
1.758173,0.015713,0.000704,0.001504,0.001312,0.000320,1.786239
1.726779,0.015937,0.000736,0.001504,0.001409,0.000608,1.753949
1.734460,0.017121,0.000928,0.001536,0.001216,0.000384,1.762813
1.722107,0.015168,0.000737,0.001504,0.001216,0.000352,1.747613
1.728795,0.016737,0.000928,0.001568,0.001216,0.000384,1.756701
1.748637,0.016897,0.000928,0.001504,0.001152,0.000384,1.776190
1.765853,0.014945,0.000768,0.001504,0.001248,0.000384,1.791166
1.728572,0.015425,0.000960,0.001504,0.001216,0.000384,1.755581
1.766206,0.014977,0.000736,0.001472,0.001152,0.000384,1.791903
1.718490,0.015521,0.000736,0.001472,0.001216,0.000384,1.745116
1.754941,0.015521,0.000768,0.001472,0.001345,0.000416,1.781375
1.712154,0.015136,0.000768,0.001536,0.001152,0.000384,1.738012
1.761373,0.015680,0.000737,0.001568,0.001248,0.000352,1.787647
1.733691,0.015936,0.000704,0.001473,0.001184,0.000352,1.760349
1.717371,0.015009,0.000896,0.001536,0.001089,0.000416,1.743069
1.721755,0.016289,0.000960,0.001537,0.001184,0.000384,1.748957
1.757341,0.015425,0.000992,0.001536,0.001216,0.000320,1.783550
1.753756,0.015520,0.000768,0.001505,0.001184,0.000384,1.780702
1.727579,0.014880,0.000768,0.001536,0.001184,0.000352,1.752989
1.751645,0.017057,0.000704,0.001504,0.001248,0.000384,1.781535
1.745596,0.015009,0.000704,0.001472,0.001248,0.000352,1.772157
1.745181,0.015265,0.000960,0.001472,0.001216,0.000416,1.771614
1.727868,0.015361,0.000896,0.001472,0.001216,0.000352,1.754109
1.745148,0.015489,0.000960,0.001440,0.001152,0.000384,1.772253
1.723579,0.015265,0.000736,0.001472,0.001280,0.000384,1.749980
1.733467,0.016128,0.000768,0.001440,0.001184,0.000384,1.761501
1.727419,0.015425,0.000928,0.001504,0.001088,0.000384,1.753084
1.801023,0.015073,0.000960,0.001504,0.001216,0.000384,1.828416
1.710074,0.015265,0.000736,0.001568,0.001185,0.000416,1.736060
1.779102,0.017153,0.000736,0.001536,0.001184,0.000384,1.807743
1.762973,0.016001,0.000768,0.001536,0.001185,0.000352,1.789919
1.735516,0.015265,0.000960,0.001440,0.001088,0.000640,1.761693
1.754588,0.015425,0.000704,0.001408,0.001121,0.000384,1.780926
1.778686,0.017505,0.000736,0.001440,0.001248,0.000352,1.806943
1.763965,0.015361,0.000736,0.001472,0.001216,0.000352,1.789854
1.744956,0.015105,0.000928,0.001568,0.001088,0.000384,1.770429
1.718267,0.015553,0.000736,0.001504,0.001088,0.000384,1.744572
