Layer[0],Layer[1],Layer[2],TEE[3-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415792,0.017633,0.202184,0.261098,0.000736,0.002240,0.001184,0.000416,0.909603
0.416497,0.017568,0.202312,0.261003,0.000800,0.002272,0.001280,0.000384,0.910404
0.420881,0.017793,0.202536,0.250410,0.000800,0.002208,0.001056,0.000384,0.903972
0.433137,0.017697,0.202471,0.270155,0.000672,0.002208,0.000992,0.000384,0.934916
0.415856,0.017633,0.203272,0.256138,0.000704,0.002080,0.001120,0.000352,0.905155
0.419409,0.017697,0.202504,0.272170,0.000736,0.002944,0.001120,0.000384,0.924901
0.416080,0.017505,0.220200,0.268330,0.000768,0.002304,0.001184,0.000384,0.935684
0.415568,0.017601,0.202280,0.268522,0.000672,0.002080,0.001120,0.000641,0.915524
0.419792,0.017729,0.202152,0.266282,0.000864,0.002336,0.001120,0.000704,0.919492
0.415696,0.017953,0.202280,0.270347,0.000672,0.002080,0.001184,0.000416,0.918340
0.415792,0.017409,0.201960,0.260906,0.000992,0.002176,0.001056,0.000352,0.908579
0.418480,0.018017,0.202472,0.252234,0.000864,0.003232,0.001376,0.000576,0.905891
0.421393,0.017761,0.202280,0.257610,0.000768,0.003104,0.001152,0.000384,0.911428
0.421136,0.034050,0.202664,0.264586,0.000704,0.002240,0.001184,0.000352,0.934436
0.420465,0.017665,0.202472,0.274186,0.000704,0.002113,0.001216,0.000608,0.927333
0.430161,0.017825,0.202664,0.263274,0.000704,0.002272,0.001312,0.000384,0.926564
0.415985,0.017760,0.202216,0.260875,0.000832,0.002848,0.001248,0.000672,0.928485
0.415920,0.017441,0.202760,0.267050,0.000736,0.002368,0.001185,0.000384,0.916100
0.420080,0.017825,0.202664,0.262986,0.000736,0.002880,0.001184,0.000416,0.916260
0.415696,0.017409,0.202280,0.251818,0.000704,0.002176,0.001216,0.000448,0.899011
0.431921,0.017729,0.202344,0.270986,0.000704,0.002432,0.001120,0.000384,0.935364
0.417968,0.017601,0.203944,0.267083,0.000864,0.002336,0.001248,0.000384,0.920324
0.421265,0.017633,0.203976,0.265354,0.000736,0.002240,0.001120,0.000384,0.920516
0.425361,0.017729,0.202280,0.274315,0.000704,0.002208,0.001152,0.000448,0.931141
0.416496,0.017953,0.202312,0.259978,0.000832,0.002208,0.001120,0.000384,0.909092
0.420528,0.017537,0.202536,0.262154,0.000768,0.002304,0.001184,0.000384,0.915940
0.415665,0.018017,0.202407,0.245322,0.000800,0.003072,0.001088,0.000384,0.894723
0.441105,0.017793,0.202440,0.259946,0.000928,0.002272,0.001024,0.000352,0.933924
0.420113,0.017536,0.202536,0.266859,0.000768,0.002880,0.001120,0.000416,0.919748
0.420369,0.017505,0.202632,0.256394,0.001120,0.003232,0.001120,0.000384,0.910468
0.416369,0.017664,0.218377,0.264938,0.000673,0.002304,0.001184,0.000384,0.930373
0.417712,0.017537,0.203144,0.260714,0.000832,0.003137,0.001184,0.000416,0.912868
0.416112,0.017632,0.202440,0.260554,0.000864,0.002848,0.001280,0.000384,0.909924
0.420432,0.017633,0.202888,0.262314,0.000768,0.002144,0.001120,0.000352,0.915332
0.415184,0.017601,0.201992,0.258186,0.000768,0.002368,0.001088,0.000384,0.904099
0.420017,0.017728,0.202920,0.262795,0.000768,0.002528,0.001120,0.000384,0.915204
0.415728,0.017921,0.202312,0.254410,0.000768,0.002176,0.001088,0.000352,0.901827
0.420336,0.017665,0.219849,0.267594,0.000832,0.002913,0.001248,0.000352,0.938629
0.416401,0.017569,0.202120,0.258570,0.000768,0.002048,0.001152,0.000416,0.906596
0.416368,0.017664,0.202728,0.268139,0.000896,0.002240,0.001184,0.000640,0.917252
0.416240,0.017888,0.202472,0.298348,0.000928,0.002368,0.000992,0.000416,0.947461
0.417777,0.018081,0.203144,0.256618,0.000864,0.003264,0.001280,0.000416,0.910308
0.417265,0.017568,0.202440,0.258475,0.000768,0.002208,0.001088,0.000608,0.907588
0.416240,0.017537,0.202216,0.255466,0.000864,0.002272,0.001088,0.000416,0.902723
0.434417,0.017697,0.201991,0.257866,0.000672,0.002144,0.001152,0.000608,0.923812
0.416304,0.017505,0.202248,0.255402,0.000736,0.002176,0.001024,0.000416,0.904163
0.420753,0.017729,0.202119,0.266187,0.000736,0.002240,0.000992,0.000384,0.918404
0.416272,0.017664,0.201960,0.288555,0.000800,0.002208,0.001088,0.000384,0.936229
0.416208,0.017569,0.202472,0.259434,0.000768,0.002144,0.000992,0.000416,0.907107
0.416049,0.017697,0.202119,0.253130,0.000832,0.002208,0.001088,0.000384,0.902020
0.416400,0.017761,0.202344,0.255754,0.000800,0.002080,0.001216,0.000448,0.903267
0.452082,0.017824,0.203559,0.274090,0.000768,0.002272,0.001121,0.000416,0.960966
0.416049,0.017505,0.202120,0.260746,0.000864,0.002848,0.001184,0.000640,0.910852
0.416273,0.017824,0.202120,0.274283,0.000800,0.002304,0.001088,0.000352,0.922052
0.420273,0.018049,0.223625,0.286283,0.000896,0.002240,0.001152,0.000416,0.962118
0.417905,0.018081,0.202632,0.259498,0.000800,0.002944,0.001152,0.000448,0.911108
0.420177,0.017729,0.202472,0.254345,0.000768,0.002016,0.001056,0.000384,0.906532
0.417008,0.017825,0.201800,0.252842,0.000896,0.002208,0.001024,0.000352,0.901123
0.415889,0.017920,0.202312,0.255850,0.000864,0.002369,0.001088,0.000576,0.903780
0.415760,0.017665,0.201768,0.260298,0.000672,0.002624,0.001120,0.000416,0.908291
0.417168,0.017728,0.201992,0.262827,0.000736,0.002400,0.001216,0.000320,0.913476
0.420305,0.049570,0.205576,0.274731,0.001088,0.003328,0.001120,0.000608,0.964998
0.415824,0.017537,0.202728,0.249514,0.000736,0.002240,0.001120,0.000416,0.897347
0.415920,0.017601,0.202024,0.274123,0.000704,0.002208,0.001152,0.000608,0.921924
0.420720,0.017889,0.202184,0.255178,0.000768,0.002048,0.001056,0.000384,0.908003
0.415377,0.017792,0.202152,0.255626,0.000800,0.003136,0.001056,0.000416,0.903652
0.420272,0.017953,0.201928,0.272875,0.000832,0.002144,0.000992,0.000384,0.924868
0.415376,0.017696,0.202312,0.248010,0.000832,0.002656,0.001088,0.000384,0.896387
0.431345,0.017601,0.202568,0.272651,0.000768,0.002272,0.001056,0.000352,0.936293
0.415729,0.017760,0.202152,0.271851,0.000864,0.002304,0.001056,0.000672,0.920068
0.419409,0.017984,0.202408,0.268299,0.000800,0.002400,0.001184,0.000384,0.921444
0.415889,0.017888,0.202568,0.308652,0.001184,0.002752,0.001184,0.000416,0.958598
0.422160,0.017889,0.202344,0.254794,0.000864,0.002112,0.001184,0.000384,0.909315
0.420049,0.017984,0.202344,0.266059,0.000736,0.002144,0.001056,0.000384,0.918660
0.419344,0.017504,0.201992,0.256970,0.000736,0.002304,0.000928,0.000609,0.906916
0.438129,0.017728,0.202824,0.260234,0.000704,0.002561,0.000992,0.000352,0.931237
0.416624,0.017729,0.202088,0.246697,0.000736,0.002401,0.001152,0.000608,0.895747
0.420112,0.017889,0.202600,0.265706,0.000768,0.002080,0.001088,0.000640,0.918820
0.420144,0.017537,0.201928,0.311020,0.000832,0.002048,0.001056,0.000608,0.962757
0.421777,0.017921,0.201800,0.253386,0.000768,0.002848,0.001088,0.000384,0.908516
0.416336,0.017569,0.202792,0.266538,0.000832,0.002208,0.001152,0.000384,0.916132
0.420592,0.017505,0.202056,0.262442,0.000896,0.002593,0.001184,0.000384,0.914916
0.415665,0.017632,0.202248,0.261259,0.000864,0.002144,0.000992,0.000352,0.908356
0.420465,0.017473,0.202248,0.252202,0.000768,0.002016,0.000960,0.000352,0.904356
0.415856,0.017793,0.202376,0.256554,0.000736,0.002080,0.000960,0.000384,0.903331
0.420080,0.017472,0.218793,0.263914,0.000800,0.002976,0.001153,0.000416,0.933605
0.416176,0.017633,0.201832,0.250793,0.000736,0.002976,0.001120,0.000352,0.899299
0.416112,0.017505,0.201832,0.258154,0.000800,0.002336,0.001024,0.000384,0.905539
0.415760,0.017761,0.203016,0.267434,0.000896,0.003168,0.000960,0.000352,0.917092
0.420208,0.017473,0.202280,0.271435,0.000896,0.002368,0.000992,0.000352,0.923428
0.421425,0.017921,0.201960,0.263498,0.000768,0.002144,0.001216,0.000416,0.917540
0.416208,0.017697,0.201768,0.257770,0.000960,0.002176,0.001088,0.000416,0.906755
0.436209,0.017537,0.202184,0.247722,0.000672,0.002816,0.001216,0.000384,0.914852
0.416145,0.017280,0.202088,0.241962,0.000864,0.002880,0.001024,0.000384,0.889731
0.415888,0.017345,0.201832,0.259242,0.000736,0.002208,0.001024,0.000352,0.905443
0.419024,0.017729,0.201928,0.252266,0.000768,0.002080,0.001056,0.000608,0.901347
0.420081,0.017600,0.201864,0.248554,0.000704,0.002976,0.001088,0.000640,0.901155
0.415600,0.017697,0.202440,0.263786,0.000672,0.002144,0.001088,0.000352,0.910660
0.415664,0.017505,0.202056,0.275306,0.000736,0.002048,0.001152,0.000608,0.922244
0.437329,0.017633,0.204168,0.258122,0.000672,0.002112,0.000960,0.000352,0.928676
0.416240,0.018176,0.203016,0.261514,0.000736,0.002336,0.001248,0.000384,0.911908
0.421072,0.017665,0.202344,0.254378,0.000672,0.002176,0.001152,0.000416,0.906947
0.792671,0.017472,0.382447,0.387856,0.000704,0.002272,0.001152,0.000608,1.592158
0.415856,0.017153,0.202408,0.247658,0.000736,0.002016,0.001056,0.000608,0.894371
0.420081,0.017568,0.202344,0.252778,0.000640,0.002112,0.001056,0.000384,0.904068
0.415888,0.017953,0.221736,0.259179,0.000672,0.001984,0.001056,0.000384,0.927172
0.416144,0.017921,0.201960,0.256810,0.000672,0.002144,0.001152,0.000352,0.904995
0.420048,0.018017,0.202024,0.255530,0.000672,0.002144,0.001152,0.000416,0.907331
0.415921,0.017505,0.202055,0.264939,0.000736,0.002080,0.001248,0.000608,0.912900
0.415665,0.017665,0.202408,0.261738,0.000768,0.002944,0.001152,0.000384,0.911236
0.416432,0.018049,0.202376,0.261738,0.000736,0.002337,0.001184,0.000384,0.911844
0.420464,0.017793,0.202536,0.259818,0.000800,0.002240,0.001088,0.000416,0.912995
0.420432,0.018017,0.202344,0.258442,0.000704,0.002112,0.001184,0.000352,0.929700
0.416049,0.017793,0.202023,0.263339,0.000736,0.002240,0.001088,0.000384,0.911524
0.420272,0.017825,0.201992,0.252714,0.000800,0.002208,0.001120,0.000416,0.905411
0.416048,0.017505,0.201832,0.255114,0.000800,0.002048,0.001120,0.000608,0.901923
0.416176,0.017569,0.201992,0.244714,0.000800,0.002176,0.001056,0.000384,0.891555
0.416016,0.017409,0.201864,0.287179,0.000800,0.002432,0.001056,0.000416,0.934084
0.421360,0.017664,0.201864,0.248586,0.000640,0.002176,0.000992,0.000384,0.901571
0.431249,0.017729,0.202120,0.274315,0.000800,0.002304,0.001088,0.000384,0.938693
0.417488,0.017697,0.202984,0.251338,0.000800,0.002784,0.001184,0.000352,0.903875
0.416272,0.017601,0.202408,0.264874,0.000832,0.002368,0.001152,0.000384,0.913699
0.416177,0.017536,0.202632,0.278571,0.000768,0.002241,0.001184,0.000576,0.927941
0.420176,0.017473,0.202696,0.281003,0.000704,0.002208,0.001120,0.000416,0.933892
0.416369,0.017761,0.202055,0.253162,0.000864,0.005344,0.001216,0.000576,0.905924
0.419952,0.017953,0.202152,0.257642,0.000800,0.002080,0.001184,0.000480,0.910179
0.437393,0.017920,0.202024,0.264139,0.000768,0.002272,0.001056,0.000416,0.933253
0.416113,0.017665,0.202312,0.256714,0.000768,0.002304,0.001120,0.000416,0.904132
0.416656,0.017569,0.202600,0.260618,0.000800,0.002048,0.001120,0.000576,0.908772
0.416241,0.017761,0.202280,0.284363,0.000768,0.002368,0.001120,0.000384,0.933509
0.421137,0.017664,0.202248,0.263499,0.000864,0.002400,0.001280,0.000576,0.918180
0.416240,0.017697,0.203464,0.256714,0.000864,0.002528,0.001152,0.000384,0.907107
0.419793,0.017472,0.202216,0.290572,0.000736,0.002304,0.001248,0.000352,0.942501
0.438353,0.017953,0.202024,0.262090,0.000768,0.002400,0.000960,0.000416,0.932676
0.420144,0.017472,0.201992,0.263082,0.000736,0.002336,0.001216,0.000448,0.915588
0.415792,0.017441,0.202280,0.253002,0.000736,0.002304,0.001184,0.000352,0.901059
0.417264,0.017761,0.220137,0.285483,0.000864,0.002592,0.001920,0.000576,0.960357
0.420528,0.017729,0.202760,0.261866,0.000801,0.002432,0.001056,0.000608,0.915300
0.417040,0.017921,0.202408,0.256554,0.000768,0.002208,0.001120,0.000448,0.907427
0.415600,0.018017,0.202056,0.255530,0.000832,0.002240,0.001184,0.000608,0.904003
0.417969,0.018017,0.203752,0.272778,0.000704,0.002272,0.001441,0.000608,0.925957
0.417041,0.017633,0.202632,0.260874,0.000800,0.002240,0.001088,0.000608,0.910404
0.420272,0.018528,0.203784,0.257482,0.000897,0.002240,0.001120,0.000640,0.912708
0.434993,0.017665,0.203240,0.260938,0.000704,0.002080,0.001057,0.000416,0.928997
0.415920,0.017696,0.202728,0.261002,0.000832,0.002144,0.001376,0.000384,0.910468
0.420753,0.017920,0.203496,0.269643,0.000704,0.002912,0.001184,0.000576,0.925732
0.417008,0.017889,0.202536,0.287211,0.000928,0.005536,0.001216,0.000416,0.940612
0.419217,0.017601,0.203400,0.250121,0.000801,0.002176,0.001216,0.000608,0.902564
0.420496,0.017761,0.202440,0.264074,0.000736,0.002240,0.001184,0.000608,0.918020
0.415888,0.017889,0.202568,0.257354,0.000832,0.002112,0.001120,0.000640,0.906019
0.454097,0.017728,0.203496,0.268939,0.000800,0.002304,0.001088,0.000384,0.957829
0.416848,0.017889,0.202504,0.248649,0.000833,0.002336,0.001152,0.000384,0.899331
0.420273,0.018529,0.203880,0.262570,0.000896,0.002304,0.001056,0.000576,0.917732
0.420656,0.017505,0.220105,0.263498,0.000736,0.002336,0.001408,0.000544,0.935268
0.415697,0.017729,0.202536,0.263594,0.001088,0.003296,0.001088,0.000352,0.913764
0.417457,0.017377,0.203208,0.255338,0.000672,0.002464,0.001280,0.000640,0.906116
0.420336,0.017728,0.202312,0.255626,0.000704,0.002048,0.001217,0.000640,0.908388
0.415696,0.017953,0.202792,0.257962,0.000800,0.002336,0.001440,0.000416,0.907075
0.420656,0.017761,0.202344,0.252426,0.000800,0.002528,0.001184,0.000576,0.906691
0.416529,0.017760,0.201992,0.255242,0.000896,0.002689,0.001344,0.000416,0.906468
0.456210,0.017889,0.202408,0.251818,0.000736,0.002208,0.001312,0.000384,0.940677
0.416401,0.017792,0.202216,0.260779,0.000832,0.002208,0.001248,0.000384,0.909764
0.415536,0.017568,0.202184,0.257770,0.000768,0.002177,0.001248,0.000352,0.905860
0.421073,0.018049,0.202632,0.280299,0.000896,0.003232,0.001248,0.000576,0.935717
0.420593,0.017760,0.202088,0.256106,0.000800,0.002049,0.001248,0.000384,0.909028
0.416560,0.017921,0.202088,0.254698,0.000768,0.002336,0.001216,0.000416,0.903395
0.420113,0.017537,0.202696,0.263882,0.000736,0.002336,0.001248,0.000576,0.916804
0.436945,0.017632,0.202568,0.276139,0.000736,0.002272,0.001312,0.000352,0.945573
0.421137,0.018017,0.202728,0.274122,0.000832,0.002209,0.001312,0.000416,0.929605
0.416368,0.018369,0.202312,0.256202,0.000864,0.002432,0.001312,0.000384,0.906691
0.420848,0.017601,0.201960,0.306828,0.000928,0.002016,0.001216,0.000384,0.959845
0.420401,0.017921,0.202376,0.268362,0.000672,0.002272,0.001280,0.000416,0.921380
0.420529,0.017632,0.201864,0.273355,0.000736,0.002176,0.001408,0.000640,0.925636
0.420401,0.017984,0.202152,0.270923,0.000704,0.002080,0.001184,0.000576,0.924292
0.420976,0.017728,0.202312,0.267307,0.000896,0.002336,0.001184,0.000416,0.921572
0.420496,0.017536,0.202504,0.262187,0.000768,0.002176,0.001120,0.000384,0.915300
0.416560,0.017761,0.201928,0.270570,0.000704,0.002401,0.001216,0.000416,0.919524
0.440145,0.022305,0.202504,0.253642,0.000704,0.002240,0.001152,0.000416,0.931044
0.420240,0.017505,0.202760,0.263082,0.000704,0.002048,0.001184,0.000416,0.915779
0.417009,0.017888,0.202312,0.259690,0.000736,0.002368,0.001184,0.000416,0.910180
0.420305,0.017760,0.202088,0.267307,0.000672,0.002304,0.001216,0.000384,0.919748
0.416401,0.017825,0.202248,0.269386,0.000704,0.002112,0.001408,0.000416,0.918308
0.420624,0.018209,0.201896,0.260010,0.000704,0.002080,0.001248,0.000352,0.913027
0.420849,0.017729,0.202088,0.257610,0.000736,0.002112,0.001216,0.000384,0.910788
0.435025,0.017696,0.202568,0.277035,0.000704,0.002112,0.001184,0.000384,0.945413
0.416368,0.017568,0.202440,0.251530,0.000768,0.002400,0.001248,0.000384,0.900003
0.419696,0.017825,0.201736,0.275051,0.000736,0.002240,0.001312,0.000672,0.927556
0.420464,0.017568,0.202760,0.292428,0.000768,0.003456,0.001280,0.000576,0.947333
0.420176,0.017505,0.202504,0.260426,0.000736,0.002592,0.001312,0.000352,0.914115
0.420528,0.018304,0.202664,0.258922,0.000864,0.003680,0.001568,0.000640,0.916036
0.420401,0.017761,0.202344,0.277451,0.000768,0.003136,0.001280,0.000608,0.931845
0.420817,0.017729,0.202439,0.263819,0.000800,0.002080,0.001184,0.000608,0.917028
0.416241,0.017536,0.202248,0.245418,0.001088,0.003328,0.001056,0.000608,0.895043
0.417265,0.017760,0.202088,0.267499,0.000800,0.002176,0.001056,0.000384,0.916900
0.416945,0.017280,0.215720,0.254122,0.001024,0.003456,0.001152,0.000384,0.917924
0.420272,0.017281,0.201896,0.266314,0.000800,0.002305,0.001024,0.000416,0.916644
0.420689,0.017505,0.201896,0.262570,0.000704,0.002080,0.001088,0.000384,0.915204
0.416208,0.017697,0.202184,0.267050,0.000800,0.002560,0.001216,0.000384,0.915715
0.420720,0.017985,0.202312,0.264554,0.000736,0.002273,0.001376,0.000352,0.918916
0.416560,0.017984,0.202280,0.265035,0.000832,0.003296,0.001472,0.000416,0.916644
0.415952,0.017792,0.202248,0.263851,0.000800,0.002912,0.001184,0.000384,0.912868
0.456050,0.017569,0.202120,0.260394,0.000768,0.002560,0.001152,0.000608,0.949253
0.416208,0.017665,0.202024,0.267787,0.000768,0.002752,0.001248,0.000384,0.916324
0.415664,0.017761,0.201864,0.270154,0.000608,0.002208,0.001121,0.000384,0.917444
0.415568,0.017761,0.201928,0.259018,0.000672,0.002913,0.001056,0.000384,0.924421
0.415824,0.017505,0.201832,0.266891,0.000768,0.002272,0.001024,0.000352,0.913700
0.416080,0.017761,0.201864,0.261514,0.000704,0.002144,0.001024,0.000384,0.909155
0.415984,0.017473,0.202248,0.256202,0.000672,0.002176,0.001056,0.000576,0.903843
0.429521,0.017600,0.202408,0.270635,0.000864,0.003008,0.001088,0.000608,0.934692
0.419312,0.018368,0.204552,0.272395,0.000768,0.002368,0.001312,0.000640,0.928612
0.416945,0.017793,0.202727,0.260075,0.000736,0.002304,0.001216,0.000384,0.909316
0.422416,0.017761,0.202216,0.270315,0.000768,0.003008,0.001184,0.000384,0.926212
0.415920,0.017665,0.201768,0.261994,0.000768,0.002240,0.001056,0.000384,0.909667
0.416753,0.017409,0.202088,0.258474,0.000896,0.003040,0.001152,0.000384,0.908420
0.422993,0.017536,0.203624,0.283980,0.001152,0.002400,0.001600,0.000576,0.941797
0.432977,0.017505,0.203144,0.261802,0.001024,0.002272,0.001248,0.000608,0.928420
0.416720,0.017664,0.203048,0.268043,0.000800,0.002368,0.001088,0.000384,0.917316
0.421489,0.017761,0.204520,0.264778,0.000768,0.002240,0.001408,0.000416,0.921092
0.420913,0.017601,0.222184,0.274923,0.000672,0.002336,0.001120,0.000608,0.949349
0.416912,0.017665,0.203560,0.268715,0.000928,0.002592,0.001312,0.000416,0.920580
0.422160,0.017473,0.202696,0.270635,0.000832,0.002848,0.001344,0.000704,0.926980
0.420848,0.017729,0.202216,0.253354,0.000832,0.003200,0.001312,0.000384,0.907235
0.416752,0.017665,0.201960,0.253290,0.001088,0.003584,0.001120,0.000672,0.905315
0.416464,0.017857,0.202888,0.266666,0.000864,0.002656,0.001088,0.000609,0.916100
0.416432,0.017601,0.202664,0.271755,0.000800,0.002048,0.001120,0.000352,0.919652
0.415729,0.017345,0.216712,0.262282,0.000768,0.002817,0.000928,0.000640,0.924389
0.787903,0.017601,0.387919,0.386703,0.001056,0.003264,0.000992,0.000608,1.594558
0.417296,0.017601,0.202344,0.239529,0.000800,0.002272,0.001088,0.000384,0.888226
0.430545,0.017537,0.202631,0.268330,0.000832,0.002272,0.000992,0.000352,0.931364
0.416432,0.017601,0.202760,0.263306,0.000832,0.002176,0.001121,0.000416,0.913700
0.417649,0.017760,0.202248,0.253002,0.000832,0.002369,0.001120,0.000608,0.902468
0.421009,0.017505,0.202152,0.277867,0.000800,0.002784,0.001280,0.000352,0.931525
0.418608,0.017665,0.202056,0.249386,0.000800,0.003264,0.001312,0.000576,0.901219
0.416817,0.018272,0.201960,0.242634,0.000960,0.002400,0.000960,0.000384,0.892451
0.415921,0.017760,0.201768,0.248106,0.000864,0.002400,0.001120,0.000384,0.894691
0.429777,0.017601,0.202024,0.253130,0.000704,0.002368,0.000960,0.000416,0.913700
0.416401,0.017696,0.202152,0.260555,0.000800,0.002304,0.001088,0.000576,0.908356
0.416592,0.017761,0.202184,0.267338,0.001216,0.002304,0.000960,0.000384,0.916931
0.416945,0.017728,0.202504,0.290572,0.000896,0.002048,0.001344,0.000416,0.940645
0.416337,0.017761,0.202311,0.269322,0.000864,0.002624,0.001312,0.000384,0.920996
0.420913,0.017761,0.202248,0.263370,0.000736,0.003200,0.001280,0.000416,0.918340
0.420848,0.017985,0.202024,0.267690,0.000704,0.002272,0.001120,0.000352,0.921028
0.437361,0.017601,0.202568,0.274506,0.000736,0.002272,0.001152,0.000384,0.944453
0.416305,0.017600,0.202152,0.277739,0.000832,0.002144,0.001185,0.000416,0.926149
0.421680,0.017632,0.201960,0.255402,0.000864,0.002304,0.001216,0.000385,0.909444
0.420016,0.017537,0.222153,0.269738,0.000736,0.002080,0.001184,0.000384,0.941925
0.420976,0.017761,0.203176,0.264682,0.000704,0.002144,0.001312,0.000385,0.918404
0.420465,0.017761,0.202152,0.280363,0.000672,0.002208,0.001248,0.000384,0.933637
0.420177,0.017536,0.203080,0.258219,0.000864,0.002240,0.001504,0.000416,0.911748
0.418161,0.018049,0.203560,0.273450,0.000865,0.002400,0.001280,0.000384,0.926789
0.421136,0.017825,0.202952,0.275179,0.000832,0.002432,0.001248,0.000352,0.930084
0.416273,0.017504,0.202568,0.261675,0.000736,0.002368,0.001280,0.000416,0.911172
0.438481,0.018017,0.202408,0.272459,0.000800,0.002240,0.001216,0.000384,0.944325
0.420400,0.018304,0.202408,0.266539,0.000736,0.002112,0.001152,0.000384,0.919940
0.420913,0.017601,0.202184,0.266698,0.000768,0.002272,0.001184,0.000416,0.919204
0.420944,0.017792,0.202536,0.273067,0.000832,0.002208,0.001312,0.000416,0.926596
0.416496,0.017793,0.202344,0.269578,0.000896,0.003136,0.001312,0.000384,0.919844
0.420689,0.017633,0.202312,0.270282,0.000800,0.002241,0.001376,0.000384,0.924261
0.417297,0.017761,0.202920,0.266730,0.000768,0.002944,0.001312,0.000608,0.918756
0.454577,0.017953,0.203368,0.264843,0.000768,0.002656,0.001248,0.000416,0.954150
0.420432,0.017921,0.202120,0.270923,0.000736,0.002880,0.001440,0.000576,0.924516
0.420145,0.017889,0.202504,0.280971,0.000800,0.002752,0.001472,0.000576,0.935685
0.420465,0.017568,0.219689,0.269643,0.000672,0.003424,0.001504,0.000608,0.941861
0.420817,0.017696,0.202472,0.277067,0.000832,0.002304,0.001281,0.000608,0.931205
0.420240,0.017536,0.202216,0.272971,0.000768,0.002624,0.001472,0.000608,0.926244
0.420624,0.017857,0.201832,0.275211,0.001024,0.002688,0.001632,0.000576,0.929156
0.415824,0.017601,0.201960,0.256138,0.000768,0.002368,0.001632,0.000640,0.904515
0.420849,0.020865,0.202280,0.273323,0.000768,0.002240,0.001248,0.000640,0.930981
0.416784,0.017825,0.202216,0.253002,0.000800,0.002400,0.001280,0.000608,0.903715
0.432913,0.017600,0.202408,0.276907,0.000768,0.002112,0.001152,0.000416,0.942564
0.420752,0.017697,0.202152,0.251786,0.000800,0.002688,0.001152,0.000416,0.904771
0.416016,0.017729,0.201896,0.265194,0.000800,0.002368,0.001184,0.000609,0.913444
0.420209,0.017921,0.202024,0.281035,0.000768,0.002368,0.001184,0.000608,0.933893
0.420881,0.018048,0.202024,0.265035,0.000768,0.002240,0.001312,0.000416,0.919748
0.418192,0.017825,0.202248,0.267498,0.000704,0.002432,0.001152,0.000577,0.918500
0.420080,0.017825,0.202152,0.269322,0.000736,0.002465,0.001184,0.000384,0.921796
0.420656,0.018048,0.201960,0.273611,0.000800,0.002496,0.001248,0.000416,0.926116
0.421681,0.017664,0.201832,0.265675,0.000928,0.002528,0.001344,0.000352,0.920068
0.420848,0.017632,0.202120,0.265579,0.000896,0.003104,0.001248,0.000384,0.920484
0.416048,0.017601,0.217897,0.268106,0.000768,0.002400,0.001120,0.000352,0.932388
0.421520,0.017537,0.202056,0.269130,0.000768,0.002336,0.001184,0.000576,0.922724
0.420944,0.017825,0.202152,0.254442,0.000768,0.002272,0.001120,0.000352,0.908003
0.420944,0.017633,0.201992,0.268939,0.000672,0.002176,0.001184,0.000384,0.921476
0.416177,0.017665,0.202696,0.249449,0.000928,0.002241,0.001184,0.000352,0.899076
0.420848,0.017729,0.201960,0.255370,0.000736,0.001952,0.001152,0.000384,0.907715
0.420496,0.017729,0.201832,0.253866,0.000864,0.001984,0.001248,0.000416,0.906051
0.434961,0.017600,0.202376,0.269515,0.000800,0.002784,0.001216,0.000640,0.938052
0.416752,0.017825,0.202152,0.272170,0.000769,0.002176,0.001216,0.000384,0.921796
0.417008,0.018017,0.202696,0.254474,0.000768,0.002432,0.001280,0.000448,0.905827
0.417008,0.017537,0.201960,0.278347,0.000832,0.002240,0.001248,0.000416,0.928804
0.416240,0.017761,0.202312,0.262058,0.000768,0.002272,0.001185,0.000416,0.911268
0.420816,0.017824,0.202088,0.267147,0.000704,0.002944,0.001472,0.000608,0.921700
0.420497,0.017761,0.202088,0.252362,0.000672,0.002528,0.001344,0.000448,0.905668
0.436241,0.017665,0.202216,0.270410,0.000672,0.002080,0.001024,0.000352,0.938244
0.414768,0.017761,0.201960,0.244874,0.000832,0.002016,0.001152,0.000352,0.891331
0.419729,0.017537,0.201960,0.253290,0.000704,0.002240,0.001056,0.000384,0.904228
0.420496,0.017793,0.201960,0.276331,0.000768,0.003104,0.001216,0.000608,0.930884
0.419824,0.017697,0.201992,0.262538,0.000864,0.003040,0.001152,0.000608,0.916996
0.416464,0.017665,0.201928,0.257802,0.000832,0.002336,0.001120,0.000608,0.907971
0.415792,0.017505,0.202216,0.266987,0.000736,0.002368,0.001184,0.000608,0.915140
0.420016,0.017761,0.202408,0.251562,0.000864,0.002400,0.001152,0.000672,0.904867
0.420464,0.017537,0.201928,0.254858,0.000640,0.002272,0.001248,0.000576,0.906691
0.420241,0.017536,0.201863,0.253066,0.000800,0.002273,0.001280,0.000608,0.906116
0.420240,0.017793,0.217096,0.272523,0.000672,0.002048,0.001248,0.000640,0.941124
0.416145,0.017760,0.202408,0.261451,0.000672,0.002080,0.001248,0.000608,0.909828
0.420912,0.017664,0.202376,0.296332,0.000672,0.002080,0.001376,0.000608,0.950405
0.420464,0.017408,0.201992,0.253834,0.000704,0.003168,0.001248,0.000576,0.907587
0.416208,0.017505,0.203112,0.271819,0.000768,0.002432,0.001152,0.000352,0.922468
0.416912,0.017536,0.202440,0.253834,0.000864,0.003040,0.001312,0.000416,0.904931
