IN[0],INFER[0-3],OUT[3],TEE[0-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.133572,1.535406,0.090915,1.767957,0.049505,0.000801,0.013952,0.000352,0.001568,0.001440,0.000608,1.841143
0.153253,1.506157,0.078530,1.745076,0.049602,0.000896,0.014176,0.000384,0.001632,0.001152,0.000416,1.817718
0.149925,1.524301,0.115780,1.797750,0.050209,0.000832,0.013984,0.000352,0.001632,0.001120,0.000384,1.870552
0.135364,1.506125,0.076834,1.725331,0.049858,0.000928,0.013952,0.000384,0.001601,0.001312,0.000448,1.797846
0.150564,1.521453,0.081922,1.761876,0.050146,0.000864,0.014112,0.000384,0.001793,0.001184,0.000608,1.835575
0.145477,1.506925,0.078914,1.738708,0.050114,0.000928,0.013888,0.000352,0.001568,0.001120,0.000352,1.811254
0.136324,1.523789,0.084803,1.752660,0.049697,0.000896,0.014016,0.000320,0.001760,0.001120,0.000608,1.825622
0.133668,1.505805,0.068386,1.714483,0.050818,0.000832,0.014176,0.000352,0.001536,0.001152,0.000576,1.788469
0.144325,1.517229,0.074658,1.742868,0.050530,0.000896,0.014144,0.000352,0.001568,0.001120,0.000384,1.816406
0.132740,1.503116,0.075234,1.717843,0.050145,0.000832,0.013729,0.000352,0.001536,0.001088,0.000352,1.789813
0.143332,1.526189,0.079618,1.756244,0.050754,0.001088,0.015104,0.000608,0.002080,0.001088,0.000576,1.831575
0.147812,1.505293,0.072194,1.732211,0.052642,0.001056,0.014144,0.000352,0.001537,0.000928,0.000448,1.807606
0.143588,1.536430,0.075010,1.762132,0.051298,0.000864,0.014176,0.000352,0.001568,0.001088,0.000416,1.836022
0.144388,1.504589,0.071266,1.728211,0.050242,0.000896,0.013856,0.000384,0.001536,0.001120,0.000384,1.800757
0.132579,1.518797,0.070498,1.729524,0.052162,0.000864,0.013696,0.000320,0.001504,0.001408,0.000352,1.803926
0.145733,1.504045,0.072322,1.729172,0.050785,0.000832,0.013665,0.000384,0.001536,0.001248,0.000416,1.802102
0.143652,1.518510,0.076706,1.745236,0.049825,0.000832,0.014017,0.000608,0.001760,0.001120,0.000352,1.817558
0.146884,1.505101,0.076515,1.735828,0.049601,0.000864,0.013889,0.000352,0.001472,0.001120,0.000576,1.807798
0.147141,1.522669,0.081539,1.759477,0.049025,0.001120,0.014305,0.000352,0.001760,0.001216,0.000544,1.832183
0.132708,1.500941,0.070914,1.710899,0.050657,0.000928,0.014337,0.000384,0.001824,0.001152,0.000608,1.784501
0.165445,1.520654,0.068834,1.762133,0.051361,0.000896,0.013729,0.000320,0.001536,0.000992,0.000384,1.835287
0.150276,1.505997,0.076003,1.739508,0.049889,0.000832,0.014049,0.000352,0.001632,0.001120,0.000384,1.811862
0.145796,1.516013,0.068578,1.737204,0.051329,0.001152,0.013793,0.000576,0.001760,0.000928,0.000320,1.811222
0.134404,1.504044,0.070082,1.715699,0.051425,0.001056,0.014081,0.000352,0.001792,0.001504,0.000576,1.790710
0.145413,1.502669,0.067970,1.722100,0.050081,0.001056,0.013729,0.000576,0.001728,0.001472,0.000384,1.795606
0.142948,1.502253,0.074242,1.725779,0.073251,0.001184,0.014464,0.000576,0.001568,0.001120,0.000416,1.823030
0.143717,1.506701,0.074658,1.732596,0.050594,0.000832,0.013760,0.000384,0.001792,0.000992,0.000352,1.806230
0.148228,1.540046,0.082114,1.778100,0.050338,0.000896,0.014496,0.000353,0.001568,0.001440,0.000480,1.852120
0.147812,1.504781,0.068802,1.727795,0.052258,0.000960,0.014560,0.000352,0.001632,0.001472,0.000352,1.803573
0.134692,1.523886,0.098211,1.763285,0.049953,0.000864,0.014657,0.000352,0.001568,0.001408,0.000576,1.836695
0.145828,1.504941,0.069794,1.727763,0.050146,0.000896,0.014432,0.000384,0.001600,0.001344,0.000352,1.800917
0.147077,1.525165,0.116484,1.796822,0.052641,0.000864,0.013825,0.000608,0.001760,0.000960,0.000352,1.872312
0.146660,1.518061,0.080354,1.752436,0.051362,0.000832,0.013856,0.000352,0.001504,0.001664,0.000416,1.827030
0.169829,1.539598,0.084195,1.803062,0.051041,0.001152,0.014208,0.000352,0.001888,0.002304,0.000608,1.879992
0.158085,1.515341,0.078723,1.760437,0.050849,0.000832,0.013921,0.000576,0.001568,0.001504,0.000352,1.834487
0.146885,1.523565,0.079939,1.757973,0.050273,0.001056,0.013857,0.000640,0.001792,0.001056,0.000384,1.831351
0.147236,1.506573,0.071010,1.732115,0.050018,0.001056,0.014144,0.000608,0.001568,0.001184,0.000609,1.806166
0.146404,1.520877,0.079779,1.753812,0.050433,0.001216,0.014145,0.000352,0.001664,0.001152,0.000576,1.827606
0.140036,1.502924,0.070690,1.721268,0.049729,0.000832,0.013824,0.000353,0.001568,0.001184,0.000416,1.793398
0.147044,1.529070,0.083298,1.767797,0.051617,0.000928,0.013889,0.000352,0.001568,0.001152,0.000352,1.842327
0.146692,1.515213,0.081059,1.750548,0.052833,0.000896,0.013857,0.000384,0.001568,0.001088,0.000384,1.825750
