Layer[0],Layer[1],Layer[2],IN[3],INFER[3-5],OUT[5],TEE[3-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.413164,0.017760,0.192806,0.146276,0.100931,0.068834,0.319945,0.015649,0.000512,0.001440,0.001056,0.000384,0.970333
0.396972,0.017633,0.191973,0.151621,0.085378,0.060193,0.300649,0.014721,0.000768,0.001536,0.001248,0.000576,0.934332
0.396428,0.017824,0.192038,0.148485,0.088034,0.062658,0.302793,0.015425,0.000608,0.001536,0.001312,0.000384,0.935612
0.397004,0.017825,0.209606,0.140548,0.100515,0.065058,0.309577,0.015232,0.000544,0.001537,0.001024,0.000384,0.959709
0.396043,0.017697,0.191461,0.143396,0.098627,0.061698,0.306921,0.015200,0.000544,0.001440,0.001120,0.000352,0.937595
0.396363,0.017665,0.191142,0.126563,0.099587,0.064098,0.293512,0.014849,0.000544,0.001536,0.001088,0.000352,0.923739
0.395948,0.017761,0.192645,0.140260,0.105476,0.067522,0.316618,0.015968,0.000544,0.001440,0.001024,0.000320,0.949212
0.396428,0.017632,0.191110,0.140036,0.085315,0.059681,0.288488,0.015072,0.000544,0.001568,0.001472,0.000320,0.919355
0.396812,0.017665,0.192421,0.138533,0.087938,0.062978,0.292745,0.018593,0.000672,0.001408,0.001440,0.000352,0.928668
0.396972,0.017761,0.192037,0.142372,0.086979,0.062370,0.295369,0.014496,0.000544,0.001504,0.001185,0.000416,0.927452
0.417037,0.017760,0.192038,0.136196,0.103939,0.062082,0.305833,0.014433,0.000544,0.001440,0.001184,0.000384,0.958781
0.396651,0.017537,0.191494,0.132516,0.088130,0.061122,0.285480,0.014912,0.000512,0.001440,0.001152,0.000384,0.916571
0.397708,0.017697,0.191493,0.136004,0.092163,0.064706,0.296745,0.015329,0.000512,0.001632,0.001344,0.000384,0.930396
0.397708,0.017536,0.193030,0.180581,0.113028,0.067170,0.366635,0.016256,0.000544,0.001696,0.001376,0.000384,1.002525
0.397644,0.017761,0.191909,0.131267,0.094179,0.066338,0.295880,0.014977,0.000544,0.001760,0.001472,0.000384,0.929276
0.397548,0.017888,0.191942,0.157829,0.097090,0.062786,0.321385,0.015457,0.000512,0.001536,0.001312,0.000384,0.955004
0.396780,0.017825,0.192901,0.143045,0.090178,0.062562,0.299497,0.015073,0.000544,0.001568,0.001440,0.000384,0.933052
0.396555,0.017793,0.192038,0.132196,0.091586,0.063490,0.291208,0.015809,0.000704,0.001568,0.001280,0.000352,0.924091
0.396395,0.018081,0.191654,0.137668,0.092354,0.068322,0.302697,0.015712,0.000544,0.001600,0.001248,0.000352,0.936283
0.396972,0.017568,0.192902,0.132196,0.091267,0.064834,0.292105,0.014976,0.000576,0.001504,0.001248,0.000352,0.925339
0.422508,0.018145,0.192486,0.137220,0.102499,0.067138,0.310409,0.014592,0.000512,0.001568,0.001280,0.000320,0.969660
0.397100,0.017857,0.192293,0.135460,0.092995,0.064482,0.297097,0.015137,0.000512,0.001632,0.001248,0.000320,0.931004
0.397036,0.017792,0.192582,0.129252,0.089090,0.063522,0.285576,0.014721,0.000512,0.001600,0.001280,0.000320,0.918779
0.396748,0.017761,0.192197,0.170565,0.107780,0.064898,0.347371,0.015008,0.000544,0.001600,0.001216,0.000416,0.979805
0.396555,0.017761,0.191942,0.129540,0.092322,0.064674,0.290408,0.014561,0.000512,0.001536,0.001472,0.000672,0.922427
0.396172,0.017633,0.191749,0.128803,0.090403,0.064002,0.287048,0.015456,0.000480,0.001472,0.001248,0.000320,0.919164
0.396332,0.017601,0.191877,0.131332,0.089667,0.063106,0.288169,0.014688,0.000544,0.001536,0.001248,0.000352,0.919259
0.396043,0.017601,0.192102,0.124515,0.097603,0.066466,0.291944,0.014561,0.000480,0.001472,0.001216,0.000352,0.922555
0.396907,0.017729,0.192230,0.128003,0.091171,0.064098,0.287336,0.014528,0.000512,0.001472,0.001248,0.000384,0.919228
0.396844,0.017568,0.192134,0.132196,0.106179,0.064706,0.306825,0.014496,0.000544,0.001536,0.001216,0.000384,0.938396
0.396716,0.017568,0.206694,0.136004,0.108228,0.070306,0.318410,0.014496,0.000544,0.001472,0.001184,0.000352,0.966172
0.397643,0.017696,0.192166,0.133252,0.088898,0.063394,0.289608,0.014625,0.000512,0.001472,0.001248,0.000352,0.923291
0.396524,0.017537,0.191941,0.126308,0.086883,0.061281,0.278057,0.015584,0.000544,0.001472,0.001248,0.000352,0.909787
0.395819,0.017601,0.191301,0.134019,0.089602,0.063266,0.290633,0.015329,0.000544,0.019968,0.001408,0.000416,0.939803
0.395692,0.017729,0.191877,0.123332,0.085539,0.061697,0.273672,0.014497,0.000544,0.001472,0.001056,0.000320,0.902939
0.397676,0.017537,0.191813,0.135492,0.088483,0.061442,0.288681,0.014720,0.000512,0.001504,0.001184,0.000352,0.921212
0.395756,0.017505,0.192005,0.135364,0.087523,0.064098,0.290345,0.015104,0.000512,0.001440,0.000992,0.000288,0.920636
0.410572,0.017600,0.192038,0.126052,0.096419,0.061250,0.286921,0.014240,0.000512,0.001472,0.000992,0.000352,0.931227
0.395852,0.017697,0.191269,0.131172,0.084675,0.059713,0.278729,0.014592,0.000704,0.001504,0.001056,0.000352,0.908123
0.395436,0.017600,0.192070,0.136676,0.086787,0.061506,0.288105,0.014592,0.000480,0.001504,0.001088,0.000384,0.917915
0.395276,0.017505,0.191845,0.126308,0.125988,0.072002,0.328362,0.014689,0.000512,0.001504,0.001088,0.000352,0.959165
0.395660,0.017760,0.192166,0.132260,0.089539,0.066594,0.291785,0.014368,0.000512,0.001664,0.001024,0.000352,0.922459
0.396299,0.017697,0.191590,0.132420,0.086946,0.066050,0.288744,0.014401,0.000512,0.001472,0.001056,0.000320,0.918843
0.395340,0.017568,0.192134,0.130948,0.086434,0.060802,0.281032,0.014977,0.000512,0.001408,0.001024,0.000384,0.910683
0.415660,0.017569,0.191909,0.124196,0.098051,0.063330,0.288745,0.014656,0.000512,0.001408,0.001056,0.000384,0.938620
0.395627,0.017665,0.191493,0.137349,0.086722,0.061122,0.288585,0.014688,0.000544,0.001505,0.001088,0.000384,0.918396
0.395211,0.017729,0.191174,0.124867,0.084259,0.060290,0.272552,0.014496,0.000512,0.001376,0.001152,0.000320,0.901146
0.395340,0.017569,0.191301,0.151941,0.136996,0.064450,0.356651,0.014368,0.000576,0.001536,0.001056,0.000320,0.985341
0.395564,0.017761,0.191269,0.137252,0.087555,0.062178,0.290409,0.014624,0.000544,0.001440,0.000993,0.000416,0.919612
0.395084,0.017504,0.192006,0.124868,0.086594,0.062434,0.277160,0.014849,0.000512,0.001408,0.001056,0.000384,0.906331
0.395692,0.017504,0.191398,0.140836,0.085763,0.062594,0.292681,0.015168,0.000800,0.001504,0.001056,0.000352,0.923099
0.396236,0.017760,0.191334,0.143684,0.097283,0.067842,0.312489,0.015585,0.000512,0.001472,0.001120,0.000640,0.944252
0.396427,0.017473,0.191590,0.126275,0.087427,0.061090,0.278088,0.015392,0.000512,0.001472,0.001120,0.000608,0.909594
0.395819,0.017537,0.191910,0.137892,0.085410,0.062466,0.288872,0.014561,0.000832,0.001504,0.001056,0.000352,0.918811
0.395819,0.017601,0.206886,0.125316,0.097987,0.067842,0.295017,0.015008,0.000544,0.001472,0.000960,0.000352,0.940635
0.394828,0.017665,0.191429,0.136932,0.087299,0.061314,0.288841,0.014560,0.000544,0.001472,0.000928,0.000352,0.916795
0.396107,0.017569,0.191270,0.139140,0.085282,0.063906,0.291464,0.014273,0.000480,0.001440,0.000960,0.000384,0.920219
0.395308,0.017920,0.191334,0.139908,0.086339,0.060769,0.289992,0.014785,0.000480,0.001376,0.001152,0.000384,0.919227
0.395083,0.017697,0.191558,0.126115,0.086627,0.059042,0.274888,0.014176,0.000512,0.001440,0.001184,0.000352,0.902874
0.394860,0.017537,0.191429,0.153253,0.096771,0.061633,0.314793,0.014593,0.000480,0.001440,0.001024,0.000320,0.942588
0.395596,0.017472,0.191238,0.145348,0.103555,0.060962,0.313609,0.014657,0.000480,0.001472,0.000992,0.000320,0.942972
0.412524,0.017569,0.191813,0.141413,0.097506,0.065026,0.307401,0.014433,0.000512,0.001504,0.000992,0.000384,0.954268
0.395884,0.017537,0.192550,0.164900,0.089123,0.068258,0.325865,0.015457,0.000512,0.001504,0.001728,0.000608,0.959997
0.395915,0.017792,0.191590,0.139044,0.089795,0.061409,0.293928,0.014849,0.000512,0.001472,0.001280,0.000352,0.924123
0.395564,0.017601,0.191173,0.144005,0.088130,0.059202,0.294857,0.014688,0.000512,0.001473,0.001120,0.000320,0.923996
0.396012,0.017472,0.192358,0.139556,0.090499,0.061250,0.294633,0.017632,0.000544,0.001536,0.001376,0.000320,0.928667
0.395723,0.017729,0.191750,0.136804,0.087970,0.061442,0.289928,0.014721,0.000512,0.001504,0.001056,0.000352,0.919739
0.395243,0.017728,0.191590,0.135428,0.087106,0.060322,0.286376,0.014593,0.000544,0.001536,0.001088,0.000352,0.915931
0.415149,0.017568,0.191398,0.151812,0.101475,0.064354,0.321193,0.014817,0.000800,0.001792,0.001024,0.000384,0.971645
0.396300,0.017697,0.191589,0.141572,0.087651,0.061922,0.294857,0.014432,0.000512,0.001440,0.001056,0.000384,0.924636
0.395659,0.017793,0.191590,0.137604,0.085314,0.058658,0.285032,0.014784,0.000544,0.001441,0.000992,0.000576,0.914715
0.396012,0.017793,0.210534,0.140132,0.087139,0.062402,0.293769,0.016032,0.000512,0.001472,0.000992,0.000416,0.945468
0.396268,0.017697,0.191429,0.122980,0.085602,0.063042,0.275176,0.015361,0.000544,0.001440,0.000992,0.000352,0.905819
0.396556,0.017696,0.191302,0.127908,0.100483,0.059906,0.291625,0.014624,0.000544,0.001408,0.001120,0.000352,0.921627
0.395916,0.017473,0.191493,0.139908,0.088899,0.060674,0.293065,0.015392,0.000512,0.001440,0.001120,0.000352,0.923195
0.395660,0.017664,0.192134,0.138468,0.084739,0.059170,0.285769,0.014368,0.000512,0.001504,0.001056,0.000320,0.915067
0.395756,0.017601,0.192229,0.138116,0.086659,0.060514,0.288425,0.014240,0.000512,0.001472,0.001088,0.000320,0.918043
0.395628,0.017505,0.191685,0.127716,0.084419,0.058850,0.274633,0.015488,0.000576,0.001440,0.001056,0.000320,0.905435
0.413005,0.017600,0.191462,0.136932,0.097987,0.063394,0.301897,0.014432,0.000544,0.001536,0.001024,0.000352,0.948412
0.395500,0.017601,0.191493,0.141733,0.084770,0.060258,0.290313,0.014848,0.000896,0.001600,0.001088,0.000384,0.921916
0.395628,0.017504,0.191590,0.137796,0.085667,0.059521,0.286504,0.015137,0.000544,0.001536,0.001280,0.000352,0.916539
