Layer[0],Layer[1],IN[2],INFER[2-6],OUT[6],TEE[2-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415555,0.017920,0.106209,0.584996,0.068384,0.762885,0.000704,0.019105,0.001216,0.000320,1.222793
0.416163,0.017729,0.138433,0.579780,0.064768,0.786597,0.000832,0.002528,0.001120,0.000384,1.230793
0.416867,0.017536,0.129377,0.583876,0.064449,0.781574,0.000768,0.002464,0.001088,0.000256,1.225161
0.415523,0.017376,0.137953,0.608644,0.072609,0.822694,0.000832,0.002496,0.001024,0.000288,1.265417
0.415139,0.017280,0.128833,0.590373,0.064608,0.787334,0.000768,0.002336,0.001184,0.000352,1.228969
0.415715,0.017536,0.106145,0.591108,0.066240,0.767301,0.000768,0.002752,0.001248,0.000384,1.210696
0.415683,0.017536,0.119361,0.580196,0.068385,0.771334,0.000672,0.002176,0.001024,0.000416,1.230569
0.415779,0.018016,0.101089,0.588740,0.065312,0.758597,0.000768,0.002080,0.000992,0.000384,1.201608
0.415811,0.017952,0.138209,0.582180,0.067137,0.791174,0.000768,0.002240,0.001056,0.000416,1.235017
0.429667,0.017472,0.122881,0.592420,0.065664,0.784421,0.000928,0.002272,0.000832,0.000320,1.240680
0.415299,0.017440,0.142177,0.591300,0.068769,0.805478,0.000864,0.002144,0.000960,0.000384,1.247145
0.415875,0.017504,0.120513,0.596420,0.068224,0.789093,0.000768,0.002112,0.001056,0.000384,1.231561
0.416195,0.017408,0.141921,0.581221,0.066272,0.793318,0.000800,0.002336,0.001120,0.000352,1.237385
0.416707,0.017664,0.148577,0.582373,0.072608,0.806918,0.000800,0.002656,0.001312,0.000288,1.252297
0.415907,0.017984,0.146849,0.622853,0.074912,0.849862,0.000864,0.003104,0.001024,0.000384,1.294761
0.416387,0.017504,0.136225,0.583749,0.067328,0.791526,0.000864,0.002208,0.001216,0.000352,1.235945
0.415811,0.017568,0.140289,0.581924,0.070145,0.795878,0.001120,0.003200,0.000960,0.000352,1.240361
0.438403,0.017440,0.145153,0.593573,0.069120,0.811974,0.000864,0.002400,0.000896,0.000352,1.278377
0.417507,0.017472,0.130465,0.586820,0.070785,0.792038,0.000832,0.002496,0.000960,0.000352,1.237705
0.421731,0.017600,0.137409,0.608196,0.070721,0.819942,0.000928,0.002368,0.001184,0.000320,1.269705
0.420995,0.017472,0.133825,0.579460,0.065600,0.782469,0.000928,0.002912,0.001120,0.000384,1.232168
0.415395,0.017537,0.138209,0.583108,0.067744,0.792581,0.000896,0.002528,0.001056,0.000320,1.236105
0.415459,0.017920,0.161601,0.584229,0.067520,0.817286,0.000896,0.002240,0.000992,0.000320,1.260905
0.415267,0.017408,0.123329,0.582052,0.071553,0.780582,0.000768,0.002304,0.001088,0.000320,1.223529
0.415523,0.017792,0.141313,0.583492,0.066305,0.794822,0.000736,0.002240,0.001056,0.000320,1.238185
0.433603,0.017920,0.150337,0.595460,0.069665,0.819430,0.000768,0.002144,0.001024,0.000352,1.281225
0.420004,0.017824,0.140033,0.582852,0.067712,0.794085,0.000736,0.002304,0.001024,0.000384,1.242121
0.419939,0.017568,0.145697,0.601029,0.071616,0.822310,0.000832,0.002816,0.001056,0.000384,1.270825
0.420323,0.017760,0.143073,0.584645,0.070496,0.801382,0.000704,0.002944,0.001184,0.000384,1.250217
0.419491,0.017728,0.139585,0.581732,0.067489,0.792742,0.000864,0.002272,0.000992,0.000384,1.240041
0.420035,0.017760,0.164065,0.598244,0.068225,0.834694,0.000800,0.002784,0.001056,0.000352,1.283177
0.415459,0.017792,0.135841,0.582340,0.069056,0.790917,0.000864,0.002144,0.001024,0.000352,1.234281
0.415715,0.017952,0.142177,0.582437,0.068000,0.796198,0.000832,0.003168,0.001120,0.000384,1.241097
0.433443,0.018176,0.132897,0.582596,0.067041,0.786278,0.000928,0.002304,0.001184,0.000320,1.248489
0.415875,0.017536,0.142081,0.582788,0.071233,0.800070,0.000832,0.002400,0.001056,0.000320,1.243849
0.415683,0.017856,0.139585,0.615876,0.071777,0.830950,0.000864,0.002336,0.001056,0.000320,1.274825
0.415587,0.017792,0.138913,0.582372,0.069664,0.794149,0.000864,0.001984,0.001056,0.000352,1.237352
0.415139,0.017792,0.133473,0.582245,0.068384,0.787846,0.000800,0.002336,0.001088,0.000352,1.231369
0.416739,0.020928,0.127617,0.601924,0.072417,0.806310,0.000896,0.002272,0.000992,0.000384,1.254601
0.415811,0.017664,0.135009,0.584004,0.068256,0.790693,0.000832,0.002849,0.001120,0.000384,1.234985
0.415587,0.017281,0.133920,0.586821,0.068192,0.792485,0.000736,0.002368,0.000992,0.000352,1.235497
0.430691,0.017216,0.137281,0.582053,0.067392,0.790054,0.001088,0.003392,0.000992,0.000384,1.249417
0.415267,0.017504,0.140289,0.587620,0.071041,0.802854,0.000928,0.002304,0.001184,0.000352,1.246345
0.420259,0.017920,0.135233,0.597604,0.073633,0.810214,0.000896,0.003232,0.001184,0.000448,1.260009
0.416483,0.018016,0.129185,0.583780,0.069472,0.786661,0.000832,0.002368,0.001312,0.000416,1.231977
0.420355,0.018081,0.133344,0.584997,0.072096,0.794373,0.000768,0.002208,0.001120,0.000352,1.242377
0.415651,0.017472,0.126113,0.614020,0.071617,0.815590,0.000832,0.002272,0.000928,0.000416,1.258217
0.416035,0.017312,0.125601,0.583236,0.068736,0.780997,0.000832,0.002337,0.001184,0.000384,1.224649
0.415779,0.017344,0.104257,0.591684,0.064353,0.764134,0.000864,0.002272,0.000928,0.000256,1.206377
0.433219,0.017632,0.137985,0.580100,0.062752,0.784005,0.000864,0.002081,0.001056,0.000352,1.244361
0.415171,0.017312,0.127905,0.577508,0.062305,0.771590,0.000896,0.002144,0.000768,0.000352,1.212809
0.415523,0.017217,0.138593,0.588836,0.068032,0.798309,0.000672,0.002720,0.000896,0.000256,1.240137
0.415363,0.017280,0.115777,0.577412,0.063841,0.760614,0.000800,0.002176,0.000992,0.000288,1.203049
0.415395,0.017312,0.133825,0.577572,0.064480,0.779205,0.000736,0.002688,0.001152,0.000352,1.222280
0.416611,0.017568,0.139329,0.609989,0.068448,0.821606,0.000832,0.003200,0.001088,0.000384,1.266697
0.415075,0.017632,0.105249,0.595716,0.070369,0.774758,0.000832,0.002048,0.001184,0.000416,1.216841
0.415011,0.017921,0.129792,0.605156,0.066624,0.805189,0.001152,0.003168,0.000992,0.000384,1.248489
0.416803,0.017600,0.149185,0.586532,0.066081,0.805254,0.000928,0.002432,0.001120,0.000416,1.250025
0.415203,0.017824,0.135361,0.582948,0.065504,0.787269,0.000864,0.002080,0.000960,0.000352,1.229384
0.415651,0.017824,0.123169,0.589572,0.063553,0.779750,0.000864,0.002176,0.000992,0.000352,1.222249
0.427875,0.017504,0.115041,0.593732,0.063776,0.775749,0.000832,0.002144,0.000832,0.000352,1.229896
0.415523,0.017536,0.111425,0.581956,0.063361,0.759846,0.000800,0.003008,0.000864,0.000416,1.202089
0.416163,0.017473,0.161313,0.579300,0.062784,0.807077,0.001184,0.003328,0.001056,0.000416,1.251689
0.415715,0.017376,0.118305,0.592388,0.064449,0.778726,0.000800,0.003360,0.000928,0.000384,1.222057
0.416483,0.017440,0.125185,0.593028,0.065152,0.786981,0.001024,0.002144,0.000928,0.000384,1.231848
0.421347,0.017536,0.129473,0.593380,0.067937,0.795046,0.001216,0.002816,0.001120,0.000448,1.245865
0.416067,0.017312,0.124257,0.580036,0.069248,0.776998,0.001024,0.002880,0.001504,0.000352,1.222345
0.415875,0.017824,0.140897,0.581989,0.066656,0.792934,0.000672,0.002080,0.001056,0.000320,1.236201
0.416291,0.017856,0.141601,0.582244,0.069761,0.796998,0.000736,0.002368,0.001248,0.000576,1.241897
0.415267,0.017472,0.136801,0.593956,0.065312,0.799109,0.000832,0.002240,0.001024,0.000320,1.241448
0.415299,0.017504,0.138817,0.578021,0.064160,0.784134,0.000736,0.002176,0.001088,0.000352,1.226601
0.432483,0.017504,0.122049,0.578948,0.064897,0.769030,0.000672,0.002208,0.001152,0.000416,1.228681
0.415203,0.017345,0.136609,0.579140,0.066752,0.785541,0.000672,0.002080,0.000928,0.000352,1.227241
0.419843,0.017312,0.134657,0.597636,0.066881,0.802630,0.000704,0.002560,0.001056,0.000384,1.249545
0.415843,0.017408,0.123905,0.576068,0.064160,0.767589,0.000672,0.002048,0.001056,0.000448,1.210760
0.416419,0.017536,0.137025,0.581700,0.070369,0.792614,0.000768,0.002208,0.001024,0.000320,1.236489
0.420099,0.017248,0.136993,0.599012,0.067809,0.807014,0.000896,0.002272,0.000928,0.000416,1.254825
0.415779,0.017376,0.143713,0.594020,0.064257,0.805158,0.000704,0.002112,0.001152,0.000352,1.248809
0.415747,0.018176,0.147297,0.590500,0.064641,0.805734,0.000768,0.002112,0.000992,0.000544,1.250377
0.436675,0.017376,0.139713,0.592932,0.065121,0.800966,0.000672,0.002240,0.001120,0.000288,1.265513
