Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],IN[7],INFER[7-7],OUT[7],TEE[7-7],Layer[8],Layer[9],Layer[10],classifier
0.395916,0.017888,0.191750,0.005024,0.048002,0.000832,0.013792,0.108931,0.038721,0.060802,0.211654,0.002464,0.001152,0.000416,0.896282
0.396108,0.017857,0.192293,0.005153,0.049217,0.000864,0.014465,0.107587,0.032513,0.057921,0.201158,0.002272,0.001216,0.000320,0.887739
0.395627,0.017985,0.191622,0.005152,0.048673,0.000800,0.014017,0.108899,0.032737,0.057570,0.202470,0.002240,0.001280,0.000384,0.887610
0.396396,0.017888,0.207046,0.005089,0.048705,0.000832,0.013889,0.108611,0.040001,0.061986,0.213702,0.002368,0.001312,0.000352,0.915611
0.396684,0.017600,0.191686,0.005024,0.049762,0.000832,0.013632,0.106947,0.032673,0.061186,0.204038,0.002368,0.001184,0.000384,0.890138
0.395372,0.017792,0.192358,0.004864,0.048354,0.000832,0.013600,0.105411,0.033921,0.060642,0.202950,0.002304,0.001344,0.000672,0.887642
0.397452,0.017920,0.192230,0.004960,0.048514,0.000832,0.014368,0.110404,0.032865,0.061409,0.207974,0.002304,0.001153,0.000416,0.895771
0.415149,0.017920,0.192038,0.004832,0.049026,0.000832,0.013952,0.105507,0.038145,0.062786,0.209414,0.002336,0.001280,0.000416,0.914491
0.395628,0.017760,0.192134,0.004864,0.048834,0.000800,0.014464,0.109699,0.029441,0.057922,0.200134,0.002304,0.001216,0.000384,0.885658
0.398572,0.017824,0.192774,0.005056,0.048258,0.000800,0.013952,0.106115,0.034049,0.060194,0.203558,0.002368,0.001152,0.000416,0.891610
0.396524,0.018016,0.191494,0.005312,0.065506,0.000896,0.013921,0.107075,0.038913,0.064322,0.213094,0.002176,0.001152,0.000416,0.915931
0.395084,0.017920,0.192710,0.005024,0.049537,0.001089,0.013888,0.106371,0.033217,0.061122,0.203942,0.002528,0.001184,0.000352,0.890202
0.395820,0.017824,0.192582,0.005280,0.048994,0.000832,0.013504,0.109283,0.033121,0.060994,0.206534,0.002432,0.001088,0.000608,0.892890
0.395020,0.017857,0.191941,0.005280,0.050306,0.000864,0.013920,0.110532,0.032289,0.059777,0.206503,0.002400,0.001184,0.000352,0.892859
0.415949,0.017632,0.193094,0.004800,0.049282,0.000800,0.013696,0.109315,0.031233,0.058786,0.202662,0.002368,0.000992,0.000352,0.908603
0.395595,0.017793,0.192902,0.005024,0.048929,0.000800,0.013473,0.109667,0.033217,0.059522,0.205446,0.002496,0.001120,0.000416,0.890618
0.396076,0.017760,0.192453,0.005120,0.048450,0.001024,0.013504,0.109988,0.033153,0.060161,0.206918,0.002400,0.001120,0.000352,0.892635
0.395404,0.017857,0.192133,0.004865,0.048417,0.000832,0.013472,0.135460,0.033505,0.061185,0.233639,0.002464,0.001153,0.000480,0.918460
0.396172,0.017920,0.192709,0.004896,0.048610,0.000832,0.014016,0.108355,0.032224,0.059778,0.203270,0.002272,0.001120,0.000416,0.889306
0.395564,0.017729,0.191653,0.004864,0.047970,0.000832,0.013728,0.131300,0.037089,0.059490,0.230791,0.002336,0.001120,0.000384,0.913883
0.396012,0.017664,0.191846,0.004864,0.048578,0.000832,0.013472,0.105091,0.031009,0.058690,0.197894,0.002240,0.001120,0.000416,0.882394
0.412076,0.017889,0.193829,0.004865,0.048577,0.000832,0.013472,0.108708,0.038881,0.062498,0.213255,0.002432,0.001152,0.000704,0.916443
0.395947,0.017825,0.191878,0.004928,0.048577,0.000864,0.014273,0.110531,0.035073,0.062690,0.211078,0.002112,0.001120,0.000384,0.896346
0.395500,0.017728,0.192934,0.004864,0.048865,0.000800,0.013664,0.107299,0.032737,0.060418,0.203302,0.002304,0.001152,0.000352,0.888090
0.395532,0.017920,0.192742,0.005088,0.048513,0.000832,0.013888,0.121540,0.038785,0.067682,0.230951,0.002400,0.001120,0.000352,0.916539
0.395820,0.017824,0.192262,0.005024,0.048673,0.000768,0.014177,0.108323,0.031937,0.059106,0.202278,0.002432,0.001280,0.000416,0.887802
0.396139,0.017825,0.191494,0.004896,0.049409,0.000800,0.013473,0.109507,0.032737,0.058882,0.204358,0.002400,0.001184,0.000384,0.890234
0.395275,0.017505,0.192358,0.004832,0.048353,0.000832,0.013825,0.110403,0.030657,0.057154,0.201126,0.002336,0.001088,0.000416,0.884890
0.409549,0.017856,0.193094,0.004832,0.048769,0.000832,0.013952,0.114531,0.034049,0.059234,0.210598,0.002304,0.001088,0.000576,0.910875
0.395660,0.017536,0.191750,0.005120,0.048610,0.000832,0.013824,0.107203,0.032641,0.060386,0.203206,0.002368,0.001120,0.000384,0.887290
0.396203,0.017729,0.192262,0.004864,0.049249,0.000832,0.013473,0.108035,0.033665,0.059330,0.204070,0.002272,0.001088,0.000384,0.889402
0.395020,0.017633,0.192293,0.005089,0.048833,0.000864,0.014048,0.109571,0.032193,0.060802,0.205382,0.002400,0.001408,0.000384,0.890843
0.395628,0.017921,0.192421,0.004864,0.049250,0.000800,0.013728,0.110916,0.032801,0.060801,0.207462,0.002305,0.001120,0.000320,0.895163
0.397420,0.018016,0.191846,0.004832,0.049058,0.000864,0.014016,0.106435,0.033569,0.061506,0.204710,0.002272,0.001344,0.000384,0.891578
0.396012,0.017504,0.192070,0.004896,0.048129,0.000832,0.013985,0.103907,0.033633,0.060034,0.200358,0.002080,0.001152,0.000352,0.884762
0.416044,0.017760,0.192102,0.005088,0.048930,0.000832,0.013504,0.107235,0.032865,0.060386,0.203334,0.002272,0.001184,0.000416,0.908218
0.398668,0.017697,0.192325,0.004896,0.049186,0.000864,0.013824,0.108708,0.033089,0.059169,0.204198,0.002400,0.001216,0.000416,0.895386
0.395916,0.017568,0.191814,0.005024,0.047842,0.000864,0.013856,0.108899,0.032865,0.060130,0.204934,0.002368,0.001312,0.000416,0.889466
0.395884,0.017952,0.191910,0.004896,0.049058,0.000800,0.013696,0.109731,0.032576,0.060129,0.205606,0.002400,0.001248,0.000320,0.891322
0.395692,0.017824,0.191462,0.005120,0.048801,0.000833,0.013376,0.107043,0.032353,0.059618,0.202022,0.002304,0.001248,0.000384,0.885850
0.396332,0.017696,0.191398,0.004896,0.048193,0.000832,0.013761,0.106275,0.032833,0.060802,0.202726,0.002080,0.001184,0.000576,0.886746
0.395691,0.017697,0.192006,0.005120,0.048225,0.001024,0.013473,0.128931,0.037217,0.062625,0.231783,0.002496,0.001312,0.000416,0.916123
0.398060,0.017633,0.209606,0.005344,0.047841,0.001056,0.013473,0.107811,0.039041,0.062818,0.212934,0.002304,0.001248,0.000352,0.918811
0.395531,0.017920,0.192390,0.004832,0.047745,0.001088,0.013729,0.106307,0.032513,0.060546,0.202406,0.002272,0.001216,0.000384,0.886234
0.398283,0.017569,0.191782,0.004864,0.047393,0.001056,0.013409,0.107363,0.032897,0.060450,0.203942,0.002560,0.001120,0.000384,0.890042
0.395243,0.017696,0.192102,0.005184,0.047553,0.001088,0.013633,0.105699,0.033249,0.059842,0.201542,0.002272,0.001280,0.000448,0.884538
0.395916,0.017569,0.191557,0.005216,0.048098,0.001088,0.013536,0.113252,0.032513,0.058305,0.207334,0.002368,0.001120,0.000352,0.893467
0.397580,0.017601,0.193445,0.005313,0.049057,0.000832,0.014016,0.113156,0.033057,0.058754,0.208263,0.002400,0.001344,0.000384,0.897627
0.395595,0.017792,0.192870,0.004864,0.048993,0.000896,0.014081,0.108035,0.033345,0.060354,0.204742,0.002560,0.001216,0.000352,0.891098
0.396555,0.017697,0.211174,0.005280,0.049218,0.000864,0.013760,0.107555,0.032416,0.060290,0.203078,0.002208,0.001248,0.000384,0.908890
0.395500,0.017664,0.192102,0.005152,0.048482,0.000832,0.013696,0.107811,0.030433,0.057922,0.199270,0.002304,0.001344,0.000384,0.883802
0.396076,0.018080,0.191622,0.005184,0.050242,0.000832,0.013664,0.106979,0.032769,0.061826,0.204614,0.002240,0.001536,0.000416,0.891514
0.395788,0.017569,0.191749,0.004960,0.048866,0.000832,0.013408,0.109956,0.033025,0.059809,0.205798,0.002368,0.001184,0.000608,0.892635
0.414477,0.017632,0.191302,0.004896,0.048577,0.000832,0.013793,0.108867,0.039201,0.062594,0.213606,0.002272,0.001152,0.000384,0.915963
0.395308,0.017280,0.191750,0.004928,0.049378,0.001056,0.013536,0.099811,0.031873,0.057634,0.192166,0.002176,0.001120,0.000320,0.875994
0.395723,0.017504,0.191462,0.005056,0.048897,0.001056,0.013889,0.109859,0.033313,0.060482,0.206406,0.002208,0.001344,0.000384,0.891546
0.396396,0.017633,0.191717,0.005153,0.060641,0.000832,0.014241,0.130180,0.038049,0.060034,0.231335,0.002080,0.001248,0.000384,0.928732
0.396044,0.017569,0.191461,0.005057,0.047617,0.001056,0.013504,0.108004,0.032673,0.060801,0.204806,0.002560,0.001600,0.000384,0.889723
0.396171,0.017729,0.192518,0.004896,0.048705,0.000832,0.013537,0.109603,0.032481,0.060642,0.205958,0.002496,0.001600,0.000352,0.893146
0.395532,0.017664,0.192550,0.004864,0.048449,0.000832,0.013601,0.134756,0.037153,0.059234,0.234119,0.002240,0.001632,0.000480,0.919067
0.416140,0.017696,0.191718,0.004864,0.049345,0.001088,0.013505,0.108867,0.033345,0.059906,0.204998,0.002112,0.001248,0.000640,0.910875
0.395371,0.017889,0.191526,0.004864,0.047809,0.000640,0.013441,0.107043,0.032737,0.060738,0.203590,0.002240,0.001312,0.000384,0.886490
0.395820,0.017824,0.191846,0.004896,0.047841,0.000800,0.013441,0.111491,0.031361,0.059074,0.205286,0.002176,0.001280,0.000416,0.892186
0.396332,0.017664,0.191878,0.004832,0.066050,0.000960,0.013857,0.111747,0.033377,0.059522,0.207430,0.002048,0.001280,0.000384,0.910843
0.395564,0.017984,0.192902,0.004832,0.047426,0.000800,0.013568,0.107843,0.029473,0.055234,0.195526,0.002208,0.001312,0.000384,0.879706
0.396235,0.017920,0.191654,0.004896,0.047233,0.001056,0.013537,0.110723,0.033153,0.058530,0.205606,0.002464,0.001248,0.000384,0.889402
0.395596,0.017824,0.192038,0.004800,0.048930,0.000864,0.013664,0.109379,0.033473,0.061506,0.207366,0.001984,0.001280,0.000384,0.892090
0.415084,0.017857,0.191942,0.004864,0.049377,0.000864,0.013793,0.112963,0.037601,0.061666,0.215526,0.002368,0.001280,0.000576,0.920987
0.395948,0.017729,0.192613,0.005088,0.048002,0.000896,0.013984,0.111396,0.032705,0.068098,0.215207,0.002560,0.001344,0.000320,0.901499
0.395915,0.017600,0.192198,0.004896,0.048353,0.000832,0.013729,0.111427,0.032897,0.059874,0.207014,0.002304,0.001280,0.000448,0.891258
0.396332,0.017600,0.192038,0.005056,0.047809,0.001056,0.035553,0.107971,0.038785,0.062754,0.212838,0.003488,0.001248,0.000416,0.921563
0.394924,0.017600,0.192006,0.005152,0.047426,0.000832,0.013440,0.115267,0.033665,0.063873,0.216134,0.002305,0.001184,0.000544,0.899163
0.395403,0.017473,0.191398,0.005184,0.048385,0.000832,0.013441,0.110019,0.033249,0.059234,0.205478,0.002400,0.001248,0.000576,0.889818
0.395340,0.017824,0.192198,0.004928,0.049313,0.001024,0.013473,0.106691,0.031137,0.057730,0.198470,0.002272,0.001248,0.000768,0.883994
0.410892,0.017665,0.192293,0.004896,0.049154,0.000832,0.013952,0.106595,0.034145,0.057089,0.200870,0.002144,0.001184,0.000320,0.901402
0.395980,0.017600,0.192838,0.004960,0.048226,0.000864,0.013472,0.108611,0.034049,0.061250,0.206854,0.002496,0.001248,0.000320,0.892634
0.395212,0.017857,0.191781,0.004897,0.047617,0.000832,0.013696,0.109412,0.032577,0.057825,0.202694,0.002368,0.001248,0.000384,0.886011
0.396012,0.017761,0.192293,0.004897,0.047649,0.001056,0.013696,0.139972,0.030913,0.061857,0.235910,0.002593,0.001216,0.000608,0.920860
0.396108,0.017792,0.191334,0.004896,0.046945,0.000864,0.013857,0.111299,0.032481,0.064450,0.211654,0.002464,0.001184,0.000640,0.894970
0.395564,0.017825,0.192005,0.005024,0.047202,0.001024,0.013504,0.110884,0.033889,0.062561,0.210503,0.002336,0.001344,0.000416,0.893947
0.396619,0.017537,0.192102,0.004896,0.047041,0.001024,0.013473,0.112451,0.032673,0.063234,0.211686,0.002176,0.001280,0.000384,0.894842
0.407212,0.017793,0.192134,0.005056,0.047361,0.001056,0.013537,0.110627,0.034081,0.063074,0.210534,0.002176,0.001248,0.000608,0.905851
0.397324,0.017728,0.192710,0.005216,0.047553,0.000864,0.013441,0.110403,0.033569,0.061986,0.208998,0.002272,0.001216,0.000352,0.895450
0.396076,0.018049,0.193317,0.005312,0.047745,0.000992,0.013473,0.106627,0.032481,0.058369,0.200485,0.002305,0.001280,0.000448,0.886363
0.395500,0.017696,0.191942,0.005056,0.047426,0.001024,0.013440,0.124068,0.034081,0.063842,0.225191,0.003520,0.001216,0.000384,0.909947
0.397836,0.017729,0.191653,0.005121,0.047137,0.000832,0.013472,0.109540,0.029889,0.056001,0.198470,0.002368,0.001184,0.000352,0.883514
0.395372,0.017761,0.192613,0.004865,0.047393,0.000832,0.013440,0.105027,0.029536,0.055554,0.193062,0.002112,0.001184,0.000416,0.876474
0.396012,0.017728,0.192390,0.005152,0.047682,0.000832,0.013792,0.105027,0.031425,0.057154,0.196806,0.002656,0.001696,0.000608,0.882938
0.419436,0.017825,0.192230,0.005056,0.047425,0.001056,0.013441,0.109827,0.038497,0.061762,0.212934,0.002208,0.001280,0.000384,0.920507
0.395307,0.018017,0.192966,0.004896,0.047297,0.001088,0.013409,0.106275,0.033057,0.063586,0.205830,0.001856,0.001024,0.000384,0.888826
0.394987,0.017473,0.192837,0.005313,0.047681,0.000768,0.013665,0.106755,0.032833,0.059265,0.201733,0.001953,0.001152,0.000608,0.885595
0.395372,0.017505,0.191621,0.005248,0.047650,0.001056,0.013408,0.108740,0.033057,0.080418,0.226503,0.002656,0.001248,0.000448,0.911323
0.396748,0.017504,0.192358,0.005056,0.047425,0.001024,0.013633,0.107523,0.030721,0.057090,0.198534,0.002336,0.001216,0.000416,0.883962
0.395723,0.017345,0.192646,0.004864,0.047361,0.001056,0.013441,0.109123,0.038593,0.059842,0.210694,0.002464,0.001216,0.000640,0.894170
0.395595,0.017377,0.191750,0.004896,0.047521,0.001056,0.013409,0.108387,0.034593,0.057666,0.203462,0.002144,0.001152,0.000576,0.886138
0.419020,0.017729,0.191461,0.004928,0.047394,0.001024,0.013792,0.110308,0.038305,0.061378,0.213287,0.002912,0.001440,0.000608,0.921211
0.396300,0.017504,0.192454,0.005120,0.047618,0.000832,0.014336,0.114755,0.032769,0.060322,0.211174,0.002272,0.001248,0.000416,0.896986
0.397611,0.017697,0.194534,0.004896,0.048545,0.000832,0.014497,0.115971,0.036769,0.060706,0.216486,0.002624,0.001248,0.000704,0.907802
0.397707,0.017505,0.192806,0.004864,0.048897,0.000832,0.014529,0.110307,0.031553,0.086723,0.231367,0.002528,0.001312,0.000416,0.920827
0.396108,0.017985,0.192869,0.004961,0.048545,0.000864,0.014208,0.109444,0.033953,0.060578,0.206887,0.002240,0.001088,0.000352,0.892859
0.396268,0.017569,0.191973,0.004896,0.048610,0.000832,0.013856,0.111428,0.033153,0.059970,0.207655,0.002176,0.001280,0.000320,0.892635
0.395628,0.017345,0.192677,0.005089,0.048481,0.000832,0.013825,0.104739,0.033409,0.059521,0.200613,0.002241,0.001280,0.000608,0.886619
0.417005,0.018112,0.191750,0.005024,0.049922,0.000832,0.013728,0.110467,0.039170,0.060641,0.213222,0.002272,0.001153,0.000416,0.921724
0.395436,0.018113,0.194150,0.005056,0.048833,0.000832,0.013633,0.109475,0.032737,0.060738,0.205862,0.002016,0.001152,0.000416,0.892827
0.395659,0.017793,0.193062,0.005344,0.048513,0.000832,0.013537,0.104835,0.030945,0.058530,0.197286,0.002080,0.001152,0.000384,0.882970
0.395563,0.017888,0.193926,0.004864,0.048961,0.001056,0.013792,0.115235,0.033601,0.061570,0.213958,0.002496,0.001600,0.000576,0.903834
0.402220,0.017825,0.192741,0.004864,0.049794,0.000864,0.013536,0.111844,0.033089,0.060737,0.208774,0.002273,0.001280,0.000864,0.903067
0.395948,0.017536,0.194310,0.004864,0.048066,0.000768,0.013664,0.101187,0.035969,0.058722,0.198950,0.002400,0.001248,0.000448,0.885690
0.396588,0.017600,0.192102,0.004864,0.048322,0.000832,0.014144,0.109891,0.033665,0.058434,0.205318,0.002432,0.001184,0.000416,0.892410
0.408812,0.017569,0.192485,0.005024,0.047874,0.000896,0.014048,0.107267,0.031905,0.057090,0.199078,0.002240,0.001120,0.000608,0.896442
0.395179,0.017633,0.191813,0.004896,0.047745,0.000768,0.013473,0.110083,0.032289,0.057474,0.204166,0.002304,0.001120,0.000352,0.886170
0.394700,0.017792,0.191494,0.004832,0.047585,0.000832,0.013473,0.102499,0.029793,0.056065,0.191493,0.002273,0.000960,0.000576,0.873082
0.394923,0.017920,0.191878,0.004864,0.047777,0.000800,0.013633,0.103523,0.030625,0.058306,0.195334,0.002176,0.001152,0.000352,0.878010
0.399851,0.017889,0.192390,0.004832,0.047841,0.000576,0.013697,0.105539,0.031553,0.056449,0.196549,0.002272,0.000928,0.000640,0.884346
0.400619,0.017632,0.191750,0.004896,0.049121,0.000800,0.013505,0.109379,0.032161,0.057922,0.202790,0.002208,0.001152,0.000416,0.893178
0.399820,0.017729,0.191910,0.004832,0.049729,0.000992,0.013473,0.107235,0.032449,0.057410,0.200582,0.002336,0.001056,0.000640,0.891387
0.397323,0.017728,0.210918,0.004960,0.049058,0.000832,0.013600,0.119940,0.038465,0.063874,0.225447,0.002496,0.001248,0.000384,0.935323
0.396171,0.017921,0.193222,0.004864,0.048673,0.000832,0.013633,0.129604,0.033057,0.059329,0.225350,0.003617,0.001280,0.000384,0.913403
0.395787,0.017888,0.191974,0.004864,0.049857,0.000832,0.013473,0.103843,0.034561,0.057378,0.200294,0.002368,0.001152,0.000320,0.885434
0.395596,0.017984,0.191878,0.004928,0.049410,0.000576,0.013376,0.108707,0.039202,0.057569,0.209158,0.003328,0.000992,0.000384,0.894938
0.409869,0.017952,0.192326,0.004896,0.048961,0.000832,0.013504,0.115011,0.038274,0.062497,0.219174,0.002369,0.001184,0.000448,0.919260
0.395884,0.017664,0.192166,0.004800,0.048770,0.000832,0.013376,0.113315,0.033057,0.059394,0.209190,0.005536,0.001345,0.000384,0.897883
0.395468,0.017984,0.193222,0.004768,0.049985,0.001024,0.013408,0.104131,0.030945,0.057250,0.195302,0.002272,0.000896,0.000576,0.881146
0.395532,0.017696,0.192742,0.004864,0.048705,0.000448,0.013409,0.131716,0.030177,0.055265,0.220262,0.002176,0.000960,0.000321,0.903515
0.395404,0.017825,0.192133,0.004864,0.048066,0.000832,0.013440,0.099011,0.031553,0.060674,0.193990,0.002048,0.001056,0.000384,0.875962
0.397900,0.017825,0.192261,0.004865,0.047617,0.001056,0.013408,0.108547,0.029313,0.054145,0.195334,0.002208,0.000992,0.000352,0.882458
0.396939,0.018113,0.193414,0.004832,0.047649,0.000768,0.013569,0.115363,0.032801,0.066658,0.217926,0.002784,0.001408,0.000384,0.905658
0.408012,0.017697,0.191782,0.004896,0.047841,0.000896,0.013729,0.137444,0.029505,0.055873,0.225958,0.002272,0.000960,0.000384,0.922555
0.395532,0.017952,0.191878,0.004928,0.047202,0.001056,0.013760,0.108579,0.031713,0.057794,0.200998,0.002240,0.001344,0.000384,0.884698
0.395660,0.017601,0.192773,0.004896,0.047586,0.000992,0.013536,0.108099,0.033697,0.060193,0.204966,0.002272,0.001280,0.000640,0.889274
0.395660,0.017761,0.192645,0.004928,0.047137,0.000768,0.013632,0.106020,0.044193,0.060354,0.213575,0.002368,0.001184,0.000384,0.897051
0.395627,0.017601,0.192902,0.004864,0.047073,0.001056,0.013505,0.112227,0.032641,0.058658,0.206918,0.002336,0.001248,0.000384,0.892410
0.395500,0.017825,0.192325,0.004864,0.047297,0.000832,0.013696,0.108164,0.033185,0.058273,0.202566,0.002432,0.001344,0.000609,0.886395
0.395788,0.017793,0.192133,0.004929,0.047169,0.001024,0.013600,0.108548,0.033121,0.058625,0.203270,0.002337,0.001344,0.000384,0.886971
0.412237,0.017632,0.192070,0.004960,0.047201,0.001088,0.013728,0.102019,0.033057,0.057762,0.195718,0.002240,0.001216,0.000352,0.895387
0.395819,0.018113,0.192006,0.004864,0.047009,0.001024,0.013761,0.113763,0.029697,0.059330,0.205862,0.002496,0.001312,0.000416,0.890970
0.397068,0.017793,0.192389,0.005057,0.047297,0.000832,0.013728,0.114404,0.032737,0.059170,0.209575,0.002528,0.001280,0.000384,0.895355
0.396044,0.018048,0.191686,0.004896,0.048482,0.000832,0.013600,0.108355,0.032993,0.083203,0.227687,0.002368,0.001696,0.000416,0.913019
0.395084,0.017728,0.192998,0.004864,0.048802,0.001056,0.013440,0.105987,0.037985,0.061602,0.208454,0.002272,0.001248,0.000384,0.893274
