Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-8],OUT[8],TEE[6-8],Layer[9],Layer[10],classifier
0.403788,0.017377,0.210854,0.005024,0.047170,0.001024,0.105987,0.059329,0.061441,0.230086,0.001376,0.000416,0.924091
0.396396,0.017184,0.192070,0.005056,0.047266,0.000992,0.107203,0.049185,0.060450,0.220102,0.001408,0.000384,0.887034
0.400204,0.017408,0.192230,0.005120,0.047234,0.000768,0.113251,0.049634,0.060001,0.226182,0.001473,0.000384,0.897627
0.396267,0.017601,0.191750,0.005248,0.047425,0.000576,0.105379,0.050818,0.061314,0.220711,0.001632,0.000640,0.888186
0.422285,0.018113,0.192165,0.005088,0.047394,0.000768,0.103971,0.060546,0.060098,0.227879,0.001408,0.000352,0.921724
0.401740,0.017440,0.195750,0.005312,0.047394,0.001056,0.114563,0.049282,0.063522,0.230727,0.001568,0.000512,0.908123
0.396588,0.017856,0.193318,0.005280,0.047458,0.000608,0.111779,0.048258,0.060033,0.223718,0.001440,0.000480,0.893595
0.396779,0.017697,0.209542,0.005184,0.047234,0.001024,0.107523,0.050241,0.061218,0.222022,0.001440,0.000352,0.908122
0.396139,0.017409,0.191557,0.005121,0.047201,0.000864,0.107235,0.050754,0.063618,0.224647,0.001504,0.000608,0.891354
0.396044,0.017760,0.191974,0.005120,0.047137,0.001024,0.105316,0.051521,0.060002,0.220007,0.001568,0.000448,0.887194
0.396331,0.017857,0.192102,0.005088,0.047329,0.000800,0.108963,0.050369,0.061410,0.224071,0.001312,0.000384,0.891706
0.416140,0.017409,0.191525,0.005344,0.047233,0.000992,0.104355,0.059394,0.061794,0.228935,0.001376,0.000416,0.915707
0.396395,0.017696,0.191718,0.005248,0.047233,0.000832,0.109252,0.049569,0.061570,0.223751,0.001312,0.000384,0.891514
0.396492,0.017760,0.192326,0.005088,0.048898,0.001024,0.109315,0.049761,0.060066,0.222374,0.001408,0.000416,0.891898
0.398348,0.017344,0.191910,0.005088,0.064546,0.000768,0.104867,0.059938,0.062466,0.230151,0.001408,0.000448,0.916411
0.401612,0.017728,0.192294,0.005312,0.047810,0.000800,0.111171,0.049313,0.060130,0.223942,0.001568,0.000544,0.898458
0.396364,0.017633,0.192293,0.005056,0.047489,0.001056,0.105091,0.052738,0.059169,0.220102,0.001633,0.000384,0.888411
0.401739,0.017569,0.191398,0.005056,0.047169,0.000800,0.107459,0.048545,0.058978,0.218343,0.001312,0.000416,0.889818
0.419724,0.017376,0.192165,0.005120,0.047298,0.000992,0.104835,0.049313,0.062946,0.220038,0.001408,0.000416,0.910458
0.397388,0.017536,0.193701,0.005120,0.047074,0.000768,0.140484,0.050114,0.060513,0.254439,0.001440,0.000384,0.924507
0.401004,0.017824,0.192102,0.005056,0.047106,0.001024,0.107075,0.048417,0.059586,0.218246,0.001376,0.000416,0.890394
0.400076,0.017536,0.192678,0.004896,0.047297,0.000864,0.153093,0.066978,0.061346,0.284873,0.001600,0.000416,0.956412
0.400044,0.017569,0.192614,0.005344,0.047233,0.000960,0.113572,0.050241,0.060994,0.228295,0.001376,0.000416,0.900283
0.400204,0.017632,0.192454,0.004960,0.047489,0.000800,0.104195,0.047361,0.058690,0.213062,0.001376,0.000416,0.884634
0.395499,0.017728,0.192582,0.005056,0.047297,0.000864,0.099683,0.050914,0.059426,0.212903,0.001280,0.000416,0.879770
0.423884,0.017825,0.193542,0.005120,0.048065,0.001024,0.111203,0.059681,0.062626,0.238119,0.001408,0.000672,0.936699
0.400012,0.017569,0.192517,0.004896,0.047266,0.000864,0.110499,0.049730,0.060930,0.224487,0.001376,0.000608,0.895867
0.396971,0.017665,0.192102,0.005056,0.046945,0.001024,0.107171,0.046882,0.058306,0.215463,0.001312,0.000608,0.883450
0.395884,0.017729,0.192869,0.005025,0.047169,0.000800,0.121252,0.047073,0.058274,0.229831,0.001376,0.000384,0.897179
0.399563,0.017665,0.191974,0.005312,0.047009,0.000640,0.103683,0.049794,0.060610,0.217287,0.001184,0.000352,0.887066
0.400524,0.017536,0.191206,0.005280,0.047393,0.000832,0.119044,0.048225,0.059842,0.230567,0.001536,0.000448,0.902138
0.395211,0.017345,0.191878,0.005056,0.047585,0.000832,0.107843,0.060673,0.060546,0.232519,0.001312,0.000416,0.897946
0.407820,0.017601,0.192165,0.005312,0.047618,0.000896,0.107907,0.048130,0.058337,0.217734,0.001472,0.000736,0.897114
0.400492,0.017665,0.191973,0.005056,0.046882,0.000992,0.111395,0.048066,0.058177,0.220774,0.001472,0.000416,0.891899
0.396204,0.017728,0.192102,0.005280,0.047233,0.000960,0.113060,0.058626,0.061633,0.236167,0.001248,0.000289,0.902459
0.400780,0.017857,0.192357,0.005312,0.047298,0.000896,0.116323,0.069090,0.073763,0.262760,0.001536,0.000640,0.936668
0.400524,0.017568,0.192133,0.005344,0.047714,0.000576,0.095363,0.048609,0.057794,0.204870,0.001344,0.000608,0.876890
0.397387,0.017473,0.193158,0.005216,0.047553,0.000864,0.116804,0.047873,0.059746,0.227303,0.001504,0.000608,0.897050
0.395372,0.017217,0.191589,0.005312,0.047266,0.000800,0.104067,0.066690,0.062306,0.236071,0.001408,0.000544,0.900987
0.416877,0.017664,0.191718,0.005376,0.047329,0.000801,0.110019,0.049249,0.059490,0.221926,0.001312,0.000480,0.910171
0.395979,0.017377,0.192357,0.005313,0.047649,0.000768,0.126756,0.054049,0.058017,0.242055,0.001184,0.000384,0.908410
0.395595,0.017217,0.191397,0.005377,0.047457,0.000576,0.106307,0.050018,0.058370,0.218023,0.001376,0.000416,0.882874
0.400396,0.017472,0.192006,0.005024,0.047266,0.000896,0.105571,0.050785,0.062530,0.221990,0.001440,0.000416,0.892442
0.396236,0.017984,0.191750,0.005408,0.047810,0.000896,0.109091,0.049601,0.063202,0.224838,0.001376,0.000416,0.892570
0.395371,0.018017,0.191557,0.004929,0.047681,0.000928,0.097763,0.046049,0.057122,0.204038,0.001152,0.000608,0.869689
0.404172,0.017793,0.191557,0.005281,0.047297,0.000864,0.109507,0.048130,0.059842,0.220967,0.001408,0.000544,0.896955
0.400427,0.017505,0.205958,0.005312,0.046978,0.000864,0.099971,0.047041,0.057506,0.207654,0.001216,0.000576,0.893243
0.396524,0.017665,0.191333,0.005376,0.047202,0.001024,0.106403,0.058338,0.059394,0.227303,0.001184,0.000672,0.894107
0.396140,0.017600,0.191398,0.004896,0.047105,0.000960,0.119716,0.048769,0.058210,0.229831,0.001248,0.000416,0.894970
0.396332,0.018177,0.191301,0.005056,0.047426,0.000768,0.098115,0.066082,0.057537,0.224966,0.001377,0.000608,0.891611
0.411084,0.017761,0.191461,0.004992,0.047298,0.000800,0.098627,0.052225,0.058914,0.212966,0.001280,0.000416,0.893946
0.396204,0.017729,0.191269,0.005088,0.047202,0.000608,0.105987,0.050433,0.058498,0.218214,0.001184,0.000384,0.883034
0.397644,0.017600,0.192646,0.005120,0.047234,0.000800,0.109923,0.050754,0.063201,0.227014,0.001569,0.000416,0.896635
0.397932,0.017440,0.192838,0.005056,0.047394,0.000768,0.173829,0.088067,0.073986,0.339338,0.001280,0.000416,1.008606
0.396172,0.017600,0.192102,0.005056,0.047458,0.000800,0.135908,0.065250,0.061121,0.265383,0.001473,0.000288,0.931996
0.398027,0.017664,0.192966,0.005088,0.047969,0.000640,0.122756,0.049634,0.064449,0.240679,0.001472,0.000640,0.912859
0.397547,0.017601,0.193350,0.005344,0.047137,0.000832,0.107364,0.051585,0.063682,0.225799,0.001440,0.000576,0.895802
0.413004,0.017665,0.192550,0.005280,0.048225,0.000800,0.105219,0.058977,0.059330,0.228103,0.001056,0.000416,0.912603
0.395915,0.017633,0.192550,0.005152,0.048481,0.000896,0.110116,0.049505,0.060546,0.223079,0.001536,0.000672,0.891994
0.395884,0.017888,0.192710,0.005344,0.047778,0.000992,0.141124,0.050913,0.060514,0.255751,0.001248,0.000416,0.924795
0.395564,0.017664,0.192134,0.021121,0.048833,0.000864,0.113380,0.049729,0.060482,0.226695,0.001408,0.000448,0.911483
0.395500,0.017568,0.191750,0.005056,0.047170,0.000896,0.111203,0.051137,0.060290,0.225766,0.001440,0.000704,0.892122
0.401644,0.017825,0.192773,0.005249,0.047425,0.000864,0.111075,0.050754,0.060834,0.226119,0.001344,0.000416,0.900219
0.397036,0.017665,0.192581,0.005248,0.047138,0.000992,0.113795,0.047362,0.062178,0.226343,0.001344,0.000608,0.895163
0.413772,0.017856,0.192358,0.005280,0.047266,0.001024,0.109251,0.058754,0.061346,0.232711,0.001312,0.000384,0.918171
0.397099,0.017536,0.192070,0.005504,0.048033,0.000832,0.113060,0.049665,0.060834,0.227207,0.001440,0.000736,0.897242
0.395788,0.017601,0.191877,0.005441,0.047489,0.000864,0.108131,0.047618,0.059745,0.218758,0.001440,0.000385,0.885915
0.397516,0.017825,0.208422,0.005376,0.047554,0.000800,0.108291,0.046721,0.060066,0.219238,0.001312,0.000736,0.906907
0.395628,0.017633,0.191653,0.005344,0.047106,0.000992,0.108771,0.047394,0.062273,0.221606,0.001537,0.000384,0.887931
0.396139,0.017761,0.191557,0.005025,0.047457,0.000576,0.109955,0.050754,0.060098,0.223975,0.001248,0.000640,0.891419
0.396716,0.017792,0.191398,0.005248,0.047361,0.000768,0.109892,0.049121,0.060930,0.223367,0.001280,0.000736,0.891130
0.420141,0.017440,0.191590,0.005312,0.047297,0.000800,0.108131,0.048129,0.058626,0.217958,0.001216,0.000416,0.909371
0.397900,0.017440,0.192550,0.005344,0.047137,0.000896,0.110884,0.049601,0.060194,0.224071,0.001376,0.000480,0.893882
0.395563,0.017505,0.191878,0.004832,0.047329,0.000768,0.109763,0.049378,0.060962,0.223463,0.001280,0.000384,0.889946
0.397484,0.017440,0.208711,0.005216,0.047265,0.001056,0.110115,0.061025,0.061858,0.236071,0.001312,0.000672,0.922043
0.397547,0.017441,0.192614,0.005312,0.047873,0.000896,0.113892,0.049825,0.061954,0.228839,0.001568,0.000704,0.900698
