Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],IN[6],INFER[6-7],OUT[7],TEE[6-7],Layer[8],Layer[9],Layer[10],classifier
0.394412,0.017824,0.191334,0.005056,0.047201,0.000896,0.112484,0.054177,0.063970,0.233735,0.002240,0.001280,0.000384,0.900986
0.396108,0.017984,0.191910,0.005184,0.048226,0.000832,0.114211,0.048514,0.061057,0.227334,0.002816,0.001473,0.000608,0.900315
0.399660,0.017696,0.191814,0.005056,0.047329,0.000864,0.108388,0.049185,0.062594,0.223463,0.002432,0.001568,0.000384,0.896794
0.399436,0.017632,0.191910,0.005120,0.047329,0.000864,0.107236,0.048321,0.060898,0.219783,0.002624,0.001344,0.000384,0.892954
0.400140,0.017857,0.192709,0.005121,0.047489,0.001024,0.105763,0.046050,0.061921,0.216934,0.004192,0.001280,0.000384,0.894203
0.399596,0.017537,0.191461,0.005089,0.047393,0.000928,0.109539,0.048162,0.061666,0.222887,0.002560,0.001312,0.000416,0.895259
0.425357,0.017760,0.192870,0.005120,0.047393,0.000576,0.111715,0.049537,0.063778,0.228199,0.002272,0.001472,0.000384,0.928571
0.401132,0.017537,0.192421,0.005089,0.047777,0.000864,0.114019,0.054690,0.063266,0.235271,0.002560,0.001408,0.000640,0.912091
0.396331,0.017857,0.191974,0.005088,0.047169,0.000832,0.111044,0.049249,0.064962,0.229479,0.003072,0.001504,0.000448,0.902906
0.400876,0.017888,0.192614,0.005120,0.047330,0.000768,0.115939,0.048354,0.082306,0.250919,0.002464,0.001760,0.000640,0.928411
0.400268,0.017760,0.191878,0.005088,0.047297,0.001024,0.108676,0.048513,0.060354,0.221447,0.002624,0.001184,0.000384,0.896794
0.396587,0.017921,0.192742,0.005120,0.047553,0.000832,0.114500,0.049473,0.062498,0.230343,0.002912,0.001440,0.000736,0.903802
0.396492,0.017856,0.192069,0.005152,0.047490,0.000832,0.108099,0.046881,0.059554,0.218054,0.002656,0.001440,0.000608,0.890138
0.413612,0.017889,0.192165,0.005409,0.048385,0.000736,0.109379,0.049922,0.059938,0.222631,0.002528,0.001184,0.000416,0.912475
0.401036,0.017761,0.192005,0.005056,0.047425,0.001056,0.114884,0.048865,0.060194,0.227495,0.002592,0.001472,0.000416,0.904091
0.397035,0.017761,0.191717,0.005088,0.048065,0.001088,0.107587,0.049538,0.062690,0.224359,0.002592,0.001472,0.000640,0.897755
0.400780,0.017793,0.191878,0.005056,0.047425,0.001024,0.141572,0.064674,0.067810,0.278632,0.002720,0.001408,0.000480,0.955389
0.398284,0.017889,0.192005,0.005088,0.047682,0.001056,0.116227,0.050050,0.063554,0.233127,0.002592,0.001216,0.000416,0.906619
0.397611,0.017857,0.192102,0.005312,0.047553,0.001024,0.113828,0.048673,0.063234,0.229767,0.002496,0.001408,0.000384,0.903546
0.397003,0.017825,0.191974,0.005344,0.047393,0.000992,0.109027,0.050306,0.059906,0.222151,0.002400,0.001280,0.000640,0.893978
0.419757,0.017664,0.191526,0.005024,0.047234,0.000832,0.109507,0.049729,0.067234,0.229478,0.002209,0.001472,0.000416,0.923164
0.400876,0.017792,0.192198,0.005280,0.047618,0.001088,0.114179,0.049346,0.064034,0.230663,0.002528,0.001472,0.000384,0.907387
0.400172,0.017600,0.191686,0.005184,0.048194,0.000832,0.115235,0.045314,0.067010,0.230727,0.002208,0.001312,0.000352,0.905787
0.397068,0.017761,0.210438,0.005184,0.047265,0.000864,0.110532,0.052225,0.066178,0.231847,0.002496,0.001152,0.000576,0.922459
0.396747,0.017665,0.191718,0.005088,0.049409,0.000832,0.108708,0.048993,0.062818,0.223687,0.002752,0.001216,0.000416,0.897018
0.400780,0.017665,0.191686,0.005312,0.047777,0.001056,0.117092,0.064802,0.067842,0.253800,0.002432,0.001184,0.000576,0.930140
0.396588,0.018017,0.193445,0.005088,0.047841,0.000832,0.114372,0.049153,0.065250,0.231975,0.002368,0.001632,0.000448,0.905755
0.397099,0.017760,0.192678,0.005056,0.048193,0.000864,0.111044,0.047425,0.064482,0.225991,0.002304,0.001504,0.000672,0.899546
0.397132,0.017728,0.191430,0.005120,0.048482,0.000832,0.114211,0.046753,0.059266,0.223142,0.002688,0.001568,0.000640,0.896314
0.396236,0.018016,0.192070,0.005088,0.047746,0.000896,0.111843,0.050721,0.063650,0.229190,0.002656,0.001153,0.000640,0.901019
0.414028,0.020897,0.191781,0.005249,0.047841,0.000896,0.114147,0.059330,0.068290,0.245063,0.002944,0.001504,0.000416,0.939516
0.396843,0.017857,0.191718,0.005120,0.049793,0.000832,0.111812,0.051009,0.064002,0.230183,0.002720,0.001504,0.000320,0.904506
0.400364,0.017824,0.192102,0.005344,0.048481,0.000832,0.110147,0.046465,0.058178,0.217830,0.002240,0.001440,0.000384,0.894490
0.401003,0.017633,0.192422,0.005152,0.048065,0.000832,0.106083,0.049570,0.060546,0.219143,0.002464,0.001568,0.000640,0.896090
0.396715,0.017825,0.192166,0.005152,0.047201,0.000992,0.118948,0.047841,0.064546,0.234407,0.002336,0.001120,0.000384,0.905050
0.396492,0.017824,0.191270,0.005152,0.047042,0.001056,0.109187,0.045857,0.059138,0.217158,0.002336,0.001120,0.000352,0.886426
0.400076,0.017569,0.192133,0.005248,0.047330,0.000992,0.104323,0.048738,0.060897,0.217350,0.002272,0.000992,0.000385,0.891291
0.420429,0.017952,0.191878,0.005120,0.047266,0.000832,0.109923,0.049153,0.060066,0.222150,0.002208,0.001728,0.000480,0.917499
0.400075,0.017696,0.192294,0.005088,0.047169,0.001024,0.105732,0.048865,0.060098,0.217703,0.002080,0.001024,0.000640,0.891482
0.396812,0.017664,0.192421,0.005280,0.047010,0.001024,0.102243,0.045729,0.056418,0.207302,0.002144,0.001024,0.000352,0.877754
0.402316,0.017664,0.192006,0.005088,0.047170,0.000800,0.123715,0.056066,0.077154,0.259975,0.002273,0.001088,0.000416,0.935900
0.399948,0.017793,0.191877,0.005313,0.047201,0.001024,0.104963,0.045665,0.058882,0.212358,0.002240,0.001120,0.000352,0.885786
0.396619,0.018017,0.192454,0.004896,0.047457,0.001024,0.105667,0.045538,0.056897,0.210886,0.002304,0.001056,0.000352,0.881018
0.395147,0.017505,0.191750,0.005312,0.047201,0.001056,0.144068,0.049250,0.060450,0.256872,0.005184,0.001056,0.000352,0.928315
0.418253,0.017824,0.191750,0.005152,0.047362,0.001024,0.106947,0.064258,0.059938,0.234023,0.002240,0.001376,0.000384,0.926780
0.400555,0.017729,0.192166,0.005120,0.046977,0.000992,0.104451,0.048610,0.059874,0.215751,0.002048,0.001120,0.000416,0.889402
0.400268,0.017888,0.191526,0.005056,0.047489,0.001024,0.132772,0.050402,0.058274,0.244424,0.002240,0.001120,0.000416,0.918523
0.401100,0.017728,0.192198,0.005184,0.047298,0.001056,0.105923,0.049345,0.080963,0.239527,0.002912,0.001248,0.000416,0.916507
0.400620,0.017633,0.192101,0.005344,0.047202,0.000608,0.101251,0.045345,0.057794,0.207430,0.004608,0.001216,0.000384,0.884186
0.400844,0.017537,0.192005,0.005024,0.047298,0.001056,0.104099,0.048449,0.067138,0.222566,0.002112,0.001089,0.000288,0.896123
0.401932,0.017760,0.192134,0.005376,0.047553,0.000801,0.118179,0.049474,0.063361,0.234278,0.002529,0.001312,0.000384,0.911675
0.413548,0.017761,0.191525,0.005281,0.047105,0.000800,0.108579,0.058498,0.070306,0.241511,0.002080,0.001216,0.000448,0.929339
0.397068,0.017761,0.191973,0.005057,0.047393,0.000992,0.108547,0.048002,0.062914,0.223527,0.002304,0.000992,0.000352,0.894555
0.401164,0.017728,0.192614,0.005088,0.047074,0.001088,0.127075,0.046274,0.065090,0.241255,0.002176,0.001152,0.000352,0.915931
0.400268,0.017568,0.191526,0.005184,0.047041,0.001280,0.105124,0.067170,0.079170,0.254728,0.002080,0.000992,0.000384,0.927739
0.400844,0.017536,0.191462,0.005216,0.047234,0.000608,0.101251,0.047425,0.062210,0.213766,0.002272,0.001088,0.000608,0.887034
0.400140,0.017760,0.191430,0.005280,0.047169,0.000801,0.102915,0.048801,0.060066,0.215462,0.002208,0.001024,0.000352,0.889082
0.396396,0.017985,0.191845,0.005152,0.047874,0.001024,0.126980,0.048353,0.072418,0.252071,0.002208,0.001216,0.000416,0.923163
0.416844,0.017633,0.192549,0.005089,0.047265,0.001024,0.104227,0.046850,0.058657,0.212742,0.002400,0.001248,0.000608,0.905051
0.396715,0.017569,0.191974,0.005280,0.047265,0.001024,0.106339,0.047330,0.061986,0.219303,0.002336,0.001312,0.000384,0.889946
0.401708,0.017664,0.191909,0.005312,0.047010,0.001088,0.116643,0.048706,0.059970,0.228263,0.002176,0.001280,0.000352,0.903931
0.396363,0.017857,0.192390,0.005088,0.047329,0.001024,0.128036,0.064546,0.083106,0.279304,0.005441,0.001120,0.000448,0.952668
0.400172,0.017665,0.191429,0.005409,0.047265,0.000800,0.098115,0.047041,0.058658,0.207046,0.002048,0.001280,0.000320,0.879898
0.400172,0.017888,0.191654,0.005088,0.046945,0.000993,0.103715,0.047649,0.059842,0.213990,0.002112,0.001248,0.000416,0.886842
0.400779,0.017889,0.192454,0.005088,0.047297,0.000896,0.107459,0.047554,0.058786,0.216743,0.002112,0.001216,0.000448,0.891162
0.411980,0.017664,0.192646,0.005440,0.046978,0.000608,0.102147,0.061794,0.060257,0.227718,0.002336,0.001025,0.000384,0.914203
0.396811,0.017569,0.192102,0.005056,0.047201,0.000832,0.103043,0.047810,0.060930,0.214919,0.002272,0.001472,0.000576,0.886266
0.395564,0.017792,0.191526,0.005024,0.047265,0.001057,0.108003,0.049473,0.062882,0.224166,0.002240,0.000960,0.000576,0.893306
0.395596,0.017696,0.191750,0.005088,0.047233,0.001056,0.104548,0.049633,0.079746,0.238247,0.005248,0.001248,0.000640,0.913275
0.395467,0.017601,0.191717,0.005409,0.047265,0.001024,0.123332,0.049217,0.061506,0.236935,0.002432,0.001312,0.000576,0.906170
0.400492,0.017793,0.191589,0.005121,0.047297,0.000832,0.112547,0.048162,0.059234,0.224071,0.002304,0.001376,0.000576,0.900347
0.400012,0.017729,0.191589,0.005280,0.047394,0.001024,0.130468,0.050657,0.060546,0.246183,0.002240,0.001344,0.000320,0.920091
0.415564,0.017633,0.192197,0.005056,0.047074,0.000608,0.101251,0.062274,0.067938,0.234919,0.002432,0.001472,0.000352,0.925275
0.400300,0.017601,0.191846,0.005088,0.047201,0.000608,0.104003,0.044770,0.057505,0.208902,0.002112,0.001216,0.000320,0.881434
0.395948,0.017601,0.191781,0.005185,0.047393,0.001024,0.107939,0.045282,0.056961,0.213030,0.005217,0.001408,0.000384,0.886843
0.401292,0.017633,0.192933,0.005345,0.047681,0.000832,0.110819,0.077731,0.088514,0.280104,0.002272,0.001344,0.000640,0.957085
0.396364,0.017856,0.192358,0.005344,0.047362,0.000800,0.121475,0.047554,0.060994,0.233671,0.002176,0.001184,0.000608,0.906715
0.397932,0.018048,0.191654,0.005344,0.047425,0.001056,0.104644,0.046849,0.067554,0.222023,0.002272,0.001248,0.000640,0.894234
0.395436,0.017856,0.191654,0.005312,0.047586,0.000768,0.111459,0.046241,0.060066,0.220614,0.002240,0.001056,0.000416,0.889306
0.413676,0.017665,0.191558,0.005024,0.047361,0.001024,0.104995,0.062466,0.060642,0.231303,0.002368,0.001152,0.000384,0.917819
0.395948,0.017792,0.191910,0.005280,0.047522,0.001024,0.106243,0.047297,0.058946,0.215462,0.002528,0.001536,0.000384,0.887738
0.395852,0.017825,0.191941,0.005312,0.047298,0.001088,0.105699,0.048193,0.060802,0.217734,0.002336,0.001408,0.000416,0.888314
0.395211,0.017761,0.192550,0.005312,0.047425,0.001056,0.101411,0.064194,0.108419,0.277704,0.002432,0.001056,0.000416,0.948508
0.395948,0.017761,0.192805,0.005088,0.047266,0.001056,0.105699,0.045153,0.057922,0.211622,0.002112,0.001280,0.000352,0.882106
0.396076,0.017600,0.191782,0.005024,0.047330,0.001056,0.134884,0.050689,0.066050,0.255143,0.002400,0.001216,0.000384,0.926107
0.395916,0.017857,0.192357,0.005088,0.047458,0.000832,0.111139,0.049122,0.061954,0.225255,0.002336,0.001152,0.000384,0.894651
0.419020,0.017857,0.193381,0.005248,0.047330,0.000992,0.101859,0.047489,0.063202,0.215878,0.002944,0.001344,0.000416,0.913883
0.395947,0.017633,0.192806,0.005088,0.047265,0.001024,0.103363,0.049346,0.060610,0.216167,0.002304,0.001088,0.000384,0.886746
0.400459,0.017729,0.192358,0.005120,0.047297,0.000800,0.105667,0.048738,0.060578,0.218247,0.002144,0.001024,0.000384,0.892346
0.401068,0.017409,0.192422,0.005056,0.047329,0.000992,0.106019,0.065858,0.075011,0.252072,0.002336,0.001184,0.000384,0.928252
0.401324,0.017600,0.191686,0.005248,0.047266,0.001024,0.109187,0.047841,0.063426,0.223206,0.002272,0.001312,0.000352,0.899962
0.396460,0.017793,0.191909,0.005056,0.047426,0.000832,0.100707,0.047489,0.068130,0.219366,0.002464,0.001440,0.000385,0.889435
0.400108,0.017664,0.192006,0.005120,0.047265,0.000832,0.107108,0.048417,0.060162,0.218983,0.002176,0.001024,0.000352,0.892634
0.419308,0.017569,0.191653,0.005057,0.047105,0.001024,0.105059,0.059458,0.060258,0.228071,0.002048,0.001312,0.000352,0.919963
0.401068,0.017824,0.191494,0.005088,0.047265,0.000832,0.138693,0.047937,0.062402,0.252872,0.002112,0.001344,0.000384,0.928603
0.395980,0.017504,0.192134,0.004864,0.047586,0.001024,0.103747,0.046657,0.059042,0.212614,0.002240,0.001248,0.000640,0.882330
0.396172,0.017760,0.191878,0.005120,0.047201,0.000992,0.100707,0.075235,0.078466,0.258728,0.002368,0.001248,0.000608,0.930075
0.395724,0.017536,0.192230,0.005248,0.047234,0.001024,0.102979,0.049377,0.060514,0.216070,0.002176,0.001440,0.000384,0.885754
0.401868,0.017761,0.192101,0.004928,0.047298,0.001056,0.104067,0.058274,0.069538,0.235655,0.002112,0.001280,0.000384,0.910875
0.400172,0.017568,0.191526,0.004864,0.047393,0.001024,0.110595,0.048481,0.059554,0.221670,0.002144,0.001216,0.000384,0.894778
0.413964,0.018113,0.191814,0.005632,0.048385,0.000832,0.114980,0.058145,0.073123,0.250152,0.002688,0.001312,0.000448,0.941564
0.396780,0.017664,0.191718,0.005088,0.047778,0.001024,0.106915,0.049153,0.060418,0.219846,0.002528,0.001408,0.000608,0.891194
0.400236,0.017889,0.192549,0.005345,0.047169,0.001056,0.109539,0.048898,0.061762,0.223111,0.002464,0.001472,0.000384,0.898107
0.400235,0.017569,0.191622,0.005088,0.047201,0.000800,0.102851,0.067586,0.099523,0.273448,0.002144,0.001408,0.000384,0.945819
0.401004,0.017665,0.191717,0.005121,0.047489,0.000800,0.131812,0.051937,0.060130,0.247111,0.002464,0.001344,0.000384,0.921883
0.395756,0.017793,0.191781,0.005280,0.047650,0.001024,0.109859,0.048546,0.059649,0.221350,0.002369,0.001248,0.000384,0.891259
0.401355,0.017633,0.192934,0.005120,0.047425,0.001088,0.109732,0.047937,0.061250,0.222215,0.002432,0.001536,0.000384,0.899194
0.414060,0.017729,0.191878,0.005312,0.047905,0.001024,0.104067,0.053026,0.067522,0.228743,0.002368,0.001120,0.000384,0.918203
0.396236,0.017568,0.191718,0.005120,0.047265,0.000801,0.107523,0.048193,0.058786,0.219110,0.005312,0.001280,0.000448,0.891706
0.397740,0.018017,0.191461,0.005088,0.047330,0.000864,0.109827,0.048962,0.060033,0.221894,0.002145,0.001120,0.000320,0.892955
0.396235,0.017665,0.191590,0.005024,0.047713,0.001024,0.131652,0.054978,0.067458,0.259144,0.003200,0.001312,0.000384,0.930139
0.401260,0.017793,0.191493,0.005089,0.047585,0.000832,0.108131,0.048226,0.061761,0.221991,0.002464,0.001440,0.000608,0.897979
0.398284,0.017696,0.191686,0.005120,0.047233,0.000993,0.103203,0.047681,0.066338,0.219974,0.002400,0.001504,0.000416,0.891834
