Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],IN[9],INFER[9-10],OUT[10],TEE[9-10],classifier
0.396108,0.017504,0.191398,0.004832,0.047362,0.000608,0.013888,0.000384,0.001344,0.100515,0.037377,0.062530,0.203398,0.884282
0.412236,0.017472,0.191622,0.004992,0.047042,0.000576,0.013504,0.000384,0.001440,0.101571,0.042977,0.061602,0.209094,0.905018
0.395116,0.017760,0.191590,0.005024,0.047041,0.000544,0.013409,0.000448,0.001376,0.103043,0.035329,0.060546,0.201638,0.880314
0.396140,0.017665,0.191813,0.005344,0.047138,0.000608,0.013440,0.000448,0.001440,0.111460,0.036801,0.064322,0.215399,0.895995
0.396012,0.017633,0.192069,0.004929,0.047233,0.000608,0.013440,0.000416,0.001376,0.102147,0.036865,0.059937,0.201638,0.881690
0.395531,0.017760,0.191750,0.004928,0.047009,0.000608,0.013473,0.000416,0.001408,0.103299,0.031841,0.057058,0.195206,0.874714
0.394988,0.017536,0.191494,0.005344,0.047873,0.000576,0.013505,0.000384,0.001376,0.105827,0.037345,0.060866,0.207046,0.887162
0.395115,0.017697,0.191686,0.005312,0.047041,0.000608,0.013505,0.000416,0.001440,0.103395,0.031745,0.057505,0.195365,0.874297
0.395116,0.017312,0.210822,0.004993,0.046977,0.000576,0.013472,0.000384,0.001344,0.098787,0.035937,0.062306,0.199846,0.897786
0.395403,0.017185,0.191366,0.004896,0.047009,0.000576,0.013505,0.000384,0.001408,0.100707,0.035969,0.067490,0.206854,0.884986
0.395276,0.017472,0.191686,0.004864,0.046978,0.000608,0.013536,0.000384,0.001376,0.102563,0.032609,0.058530,0.196550,0.875834
0.396716,0.017153,0.192037,0.004960,0.047138,0.000544,0.013440,0.000384,0.001376,0.100515,0.035201,0.068866,0.207270,0.887258
0.408876,0.017313,0.192293,0.004896,0.046978,0.000512,0.013440,0.000416,0.001408,0.100611,0.040226,0.061121,0.204678,0.897466
0.395436,0.017440,0.191782,0.004992,0.047106,0.000608,0.013440,0.000416,0.001472,0.107459,0.034657,0.065090,0.210726,0.890202
0.396044,0.017728,0.191398,0.004896,0.047073,0.000576,0.013473,0.000352,0.001408,0.099875,0.035809,0.058722,0.197126,0.876378
0.395339,0.017601,0.191590,0.004896,0.062914,0.000864,0.013664,0.000384,0.001408,0.096611,0.036513,0.059554,0.195462,0.890746
0.395564,0.017377,0.191493,0.004897,0.047009,0.000576,0.013408,0.000416,0.001440,0.099683,0.036674,0.060193,0.199558,0.878938
0.396236,0.017248,0.192006,0.004832,0.046914,0.000608,0.013408,0.000384,0.001408,0.098979,0.031873,0.057698,0.191334,0.870714
0.395916,0.017441,0.191493,0.004897,0.047041,0.000544,0.013440,0.000352,0.001408,0.122212,0.041345,0.059170,0.225383,0.904699
0.412972,0.017409,0.192005,0.004928,0.047041,0.000608,0.013408,0.000384,0.001408,0.102307,0.035778,0.059809,0.201606,0.898426
0.396012,0.017633,0.191781,0.004832,0.047330,0.000608,0.014208,0.000416,0.001504,0.112804,0.041665,0.061826,0.219399,0.901403
0.395947,0.017665,0.192166,0.004960,0.047137,0.000576,0.013441,0.000352,0.001440,0.102499,0.035745,0.058466,0.199430,0.879546
0.395148,0.017729,0.191909,0.004896,0.047106,0.000576,0.013824,0.000384,0.001344,0.094403,0.040897,0.067426,0.222183,0.901595
0.396171,0.017441,0.191270,0.005248,0.047105,0.000576,0.013505,0.000416,0.001504,0.104003,0.032513,0.058401,0.198149,0.878426
0.395884,0.017409,0.191493,0.005152,0.047138,0.000576,0.013472,0.000384,0.001504,0.102691,0.041794,0.061697,0.209287,0.888699
0.395564,0.017792,0.192102,0.004928,0.046946,0.000576,0.013504,0.000416,0.001504,0.100835,0.032065,0.056610,0.192518,0.872154
0.409708,0.017888,0.191686,0.004928,0.047362,0.000576,0.013664,0.000416,0.001440,0.101219,0.037793,0.063010,0.204678,0.898618
0.395564,0.017664,0.191270,0.004864,0.047298,0.000448,0.013728,0.000352,0.001376,0.083171,0.034689,0.058177,0.178821,0.857081
0.395852,0.017633,0.191621,0.004801,0.047297,0.000576,0.013760,0.000384,0.001440,0.093731,0.035201,0.060898,0.192678,0.871930
0.395660,0.017632,0.191846,0.004864,0.047042,0.000544,0.013344,0.000352,0.001440,0.119236,0.042177,0.056962,0.221351,0.899995
0.395627,0.017633,0.191750,0.004896,0.046977,0.000576,0.013377,0.000352,0.001408,0.094338,0.037409,0.056129,0.190533,0.869369
0.395244,0.017728,0.191654,0.004800,0.047170,0.000576,0.013696,0.000384,0.001344,0.100323,0.037025,0.057922,0.198278,0.876730
0.401036,0.017760,0.191654,0.004832,0.047362,0.000640,0.013440,0.000384,0.001440,0.088707,0.038273,0.055938,0.185894,0.870362
0.395788,0.017600,0.191462,0.005184,0.047074,0.000608,0.030849,0.000736,0.001568,0.106787,0.035457,0.059586,0.204966,0.903547
0.395756,0.017824,0.191782,0.005440,0.047106,0.000544,0.013408,0.000384,0.001440,0.094787,0.034785,0.056354,0.189030,0.868794
0.396619,0.017825,0.191686,0.005344,0.047393,0.000576,0.013537,0.000416,0.001408,0.104675,0.037217,0.059202,0.203846,0.885306
0.395500,0.017760,0.191910,0.004864,0.047138,0.000672,0.013408,0.000384,0.001440,0.124868,0.040769,0.058434,0.227559,0.906619
0.408908,0.017760,0.191526,0.004864,0.047170,0.000512,0.013600,0.000384,0.001440,0.102531,0.037409,0.058690,0.201702,0.893466
0.395308,0.017888,0.191974,0.004832,0.046977,0.000576,0.013345,0.000384,0.001440,0.099331,0.035681,0.060066,0.199398,0.877786
0.395692,0.017696,0.191814,0.004896,0.046881,0.000576,0.013344,0.000384,0.001440,0.096259,0.038465,0.062338,0.199718,0.878074
0.395691,0.017953,0.191845,0.005089,0.047201,0.000512,0.013952,0.000385,0.001408,0.099170,0.032160,0.060225,0.194597,0.875065
0.395659,0.017729,0.191909,0.004865,0.046977,0.000576,0.013408,0.000384,0.001409,0.105027,0.039169,0.058722,0.206118,0.885178
0.395052,0.017633,0.191333,0.004864,0.046946,0.000480,0.013504,0.000384,0.001408,0.091971,0.040353,0.058146,0.193318,0.871226
0.396171,0.017601,0.192198,0.004928,0.047105,0.000608,0.013441,0.000416,0.001408,0.106531,0.035041,0.058594,0.203494,0.883898
0.396076,0.017761,0.209926,0.004960,0.047330,0.000608,0.013472,0.000416,0.001440,0.125572,0.041953,0.064962,0.235047,0.933820
0.396940,0.017696,0.191974,0.004896,0.047361,0.000608,0.014209,0.000352,0.001376,0.107075,0.042337,0.061154,0.213862,0.896922
0.397675,0.017729,0.191590,0.004928,0.047233,0.000512,0.013729,0.000384,0.001408,0.087682,0.036865,0.057122,0.184581,0.865849
0.396364,0.017889,0.191109,0.004928,0.047074,0.000608,0.013440,0.000416,0.001440,0.082787,0.035681,0.056129,0.177510,0.856730
0.407724,0.017952,0.191654,0.004832,0.047041,0.000576,0.013440,0.000384,0.001312,0.088099,0.031425,0.056833,0.179429,0.870649
0.395500,0.017920,0.191142,0.004832,0.046945,0.000608,0.013568,0.000384,0.001408,0.096547,0.037217,0.058146,0.194982,0.873402
0.395852,0.017921,0.191781,0.004833,0.047425,0.000640,0.013408,0.000384,0.001409,0.099170,0.038274,0.057057,0.197637,0.877050
0.395148,0.017857,0.191493,0.004896,0.046978,0.000576,0.013440,0.000352,0.001376,0.097315,0.031937,0.073090,0.205478,0.883546
0.395628,0.017664,0.191718,0.005376,0.046978,0.000608,0.013344,0.000384,0.001376,0.088035,0.030913,0.056353,0.178309,0.857177
0.395787,0.017729,0.192518,0.005344,0.047649,0.000576,0.013537,0.000384,0.001504,0.107555,0.035777,0.060578,0.206886,0.888602
0.395532,0.017824,0.191846,0.004896,0.047170,0.000608,0.013440,0.000352,0.001312,0.090467,0.030881,0.060898,0.185222,0.864250
0.397484,0.018112,0.212103,0.004992,0.047585,0.000800,0.013825,0.000448,0.001472,0.110755,0.038881,0.063170,0.216102,0.920507
0.396459,0.017729,0.192006,0.004960,0.047137,0.000608,0.013569,0.000384,0.001472,0.105667,0.037089,0.060898,0.206598,0.887994
0.396332,0.017377,0.192133,0.004929,0.047361,0.001056,0.013600,0.000352,0.001441,0.107651,0.037985,0.060514,0.209318,0.890875
0.395756,0.018048,0.192166,0.004928,0.047265,0.000576,0.013665,0.000416,0.001472,0.107427,0.037121,0.062882,0.210726,0.892186
0.396044,0.017665,0.191557,0.005312,0.047298,0.000608,0.013600,0.000416,0.001408,0.106307,0.037057,0.064130,0.210599,0.891195
0.396204,0.017665,0.192069,0.005377,0.047521,0.000576,0.013600,0.000384,0.001441,0.112451,0.033281,0.056642,0.205670,0.888187
0.396364,0.017856,0.191782,0.004928,0.047394,0.000576,0.013536,0.000384,0.001472,0.110947,0.036290,0.058721,0.208998,0.890234
0.396460,0.017697,0.227398,0.005121,0.047201,0.000576,0.013504,0.000384,0.001472,0.104004,0.036289,0.060801,0.204199,0.921532
0.396684,0.017632,0.192230,0.004992,0.047426,0.000640,0.013632,0.000448,0.001440,0.109571,0.033345,0.060610,0.206598,0.888954
0.398060,0.017857,0.192517,0.004961,0.048321,0.000608,0.013760,0.000385,0.001408,0.107939,0.037441,0.065122,0.213670,0.898651
0.395788,0.017664,0.192038,0.004992,0.048353,0.000576,0.013921,0.000416,0.001472,0.107235,0.036577,0.059970,0.206854,0.889050
0.395756,0.017793,0.192197,0.004929,0.047521,0.000672,0.013536,0.000416,0.001409,0.108163,0.038049,0.064962,0.214406,0.896027
0.396428,0.017632,0.192518,0.004800,0.047425,0.000608,0.013473,0.000416,0.001408,0.107555,0.037409,0.065122,0.213158,0.894746
0.396204,0.017633,0.192293,0.004897,0.047073,0.000608,0.013568,0.000416,0.001409,0.105507,0.040321,0.062498,0.211526,0.892667
0.395820,0.034113,0.192390,0.005056,0.047105,0.000608,0.013473,0.000416,0.001408,0.109091,0.042561,0.063202,0.218214,0.916091
0.396651,0.017728,0.191750,0.005184,0.047681,0.000608,0.013889,0.000416,0.001632,0.115971,0.042114,0.062113,0.223719,0.907067
0.396268,0.017697,0.192165,0.005473,0.048545,0.000800,0.014112,0.000416,0.001377,0.108579,0.039713,0.059554,0.211014,0.894971
0.397356,0.017505,0.192357,0.004896,0.049538,0.000640,0.013664,0.000416,0.001440,0.108068,0.037697,0.062146,0.211047,0.895835
0.396076,0.017761,0.192229,0.005217,0.048129,0.000672,0.013664,0.000416,0.001441,0.110499,0.033505,0.059394,0.206662,0.889499
0.395948,0.017920,0.191686,0.005280,0.047553,0.000800,0.013633,0.000416,0.001472,0.106787,0.039777,0.066466,0.215974,0.898138
0.396524,0.017889,0.192069,0.005184,0.048801,0.000576,0.014209,0.000416,0.001536,0.107939,0.033313,0.059362,0.204102,0.888667
0.413005,0.017920,0.192102,0.005312,0.048802,0.001024,0.013984,0.000384,0.001408,0.103139,0.036225,0.058146,0.200774,0.902043
0.396332,0.017601,0.192165,0.004864,0.047906,0.000800,0.013696,0.000416,0.001760,0.107364,0.035809,0.061314,0.207879,0.890715
0.395948,0.017729,0.191781,0.004960,0.048322,0.000768,0.014016,0.000384,0.001600,0.112292,0.040161,0.059906,0.215623,0.898107
0.396907,0.017632,0.191558,0.004992,0.050369,0.000608,0.014273,0.000416,0.001504,0.109923,0.036225,0.083811,0.233735,0.919195
0.396460,0.017696,0.192102,0.004896,0.048385,0.000640,0.014112,0.000416,0.001568,0.104515,0.032929,0.060866,0.201446,0.884474
0.397100,0.017760,0.192006,0.004928,0.048194,0.000640,0.013568,0.000416,0.001472,0.106691,0.037506,0.065825,0.213319,0.896187
0.395435,0.017825,0.191910,0.004928,0.047521,0.000640,0.013537,0.000416,0.001472,0.109859,0.042017,0.066754,0.221926,0.902650
0.415757,0.017920,0.191878,0.004864,0.047650,0.000576,0.013600,0.000416,0.001536,0.109923,0.036897,0.060737,0.210758,0.912251
0.396235,0.017825,0.191878,0.005248,0.047393,0.000608,0.013537,0.000416,0.001536,0.104643,0.039489,0.059522,0.206534,0.888474
0.397292,0.017856,0.191942,0.005184,0.047137,0.000608,0.013569,0.000416,0.001728,0.105411,0.037889,0.066402,0.212838,0.895578
0.396267,0.017633,0.192037,0.004993,0.047425,0.000608,0.013568,0.000417,0.001408,0.109187,0.055009,0.084611,0.252135,0.933500
0.396331,0.017633,0.192070,0.004864,0.047105,0.000608,0.013505,0.000416,0.001344,0.103043,0.037793,0.060450,0.204166,0.884730
0.396171,0.017888,0.192102,0.004864,0.047105,0.000576,0.013473,0.000352,0.001408,0.103651,0.037153,0.061922,0.205894,0.886970
0.395340,0.017697,0.192517,0.005537,0.047425,0.000608,0.014240,0.000416,0.001472,0.112675,0.041921,0.062210,0.219974,0.902171
0.413101,0.017696,0.191846,0.005312,0.047873,0.000768,0.013697,0.000384,0.001536,0.107235,0.036865,0.062338,0.209478,0.908699
0.395948,0.017761,0.191877,0.004960,0.049890,0.000576,0.013600,0.000416,0.001344,0.101987,0.033921,0.062209,0.201158,0.884250
0.395756,0.017697,0.192037,0.005376,0.048450,0.000608,0.013568,0.000416,0.001440,0.112644,0.032961,0.058049,0.206823,0.889083
0.395244,0.017825,0.191909,0.005344,0.048098,0.000608,0.013600,0.000416,0.001472,0.127204,0.041793,0.068674,0.240904,0.922172
0.395404,0.017697,0.191653,0.004897,0.047969,0.000608,0.014048,0.000385,0.001504,0.108419,0.040929,0.063874,0.216358,0.897691
0.395532,0.017601,0.191653,0.005344,0.047810,0.000576,0.013536,0.000416,0.001792,0.107588,0.041665,0.061666,0.214151,0.895963
0.395627,0.017665,0.191750,0.004864,0.047361,0.000576,0.013601,0.000416,0.001472,0.102851,0.039649,0.059554,0.205094,0.885242
0.414348,0.017825,0.192037,0.005281,0.047393,0.000544,0.013440,0.000416,0.001504,0.103587,0.038497,0.061314,0.206534,0.906491
0.396555,0.017761,0.191782,0.004928,0.047105,0.000608,0.013569,0.000416,0.001472,0.103715,0.033537,0.066178,0.206310,0.886970
0.397356,0.017984,0.192102,0.005184,0.047233,0.000576,0.013825,0.000448,0.001472,0.103491,0.037921,0.063618,0.208230,0.891930
0.395948,0.017824,0.192294,0.004928,0.047106,0.001024,0.013536,0.000384,0.001376,0.118820,0.041793,0.065922,0.229639,0.910875
0.396012,0.017792,0.192070,0.004960,0.047202,0.000640,0.013760,0.000384,0.001440,0.103683,0.037665,0.059778,0.204326,0.885434
0.398060,0.017664,0.192038,0.005344,0.047874,0.000640,0.013568,0.000416,0.001504,0.105251,0.045282,0.068194,0.221799,0.906043
0.396684,0.017825,0.192293,0.005313,0.047201,0.000640,0.013504,0.000448,0.001537,0.105731,0.037985,0.065442,0.212294,0.894427
0.412972,0.017697,0.192005,0.004897,0.047137,0.000576,0.013504,0.000352,0.001504,0.109476,0.041281,0.074978,0.228647,0.925979
0.395852,0.017728,0.191973,0.004928,0.047074,0.000608,0.014048,0.000448,0.001472,0.110244,0.036801,0.060801,0.211111,0.893019
0.397100,0.017568,0.191494,0.004960,0.047394,0.000608,0.013600,0.000384,0.001408,0.106563,0.037377,0.064002,0.211110,0.892506
0.395948,0.017729,0.192325,0.004897,0.047073,0.000608,0.013600,0.000416,0.001440,0.125348,0.040737,0.062242,0.231399,0.912347
0.396492,0.017729,0.192517,0.004961,0.047073,0.000576,0.013504,0.000416,0.001441,0.106211,0.036833,0.060002,0.206182,0.887419
0.396331,0.017633,0.192518,0.004960,0.047393,0.000576,0.013537,0.000384,0.001440,0.105411,0.037633,0.060546,0.207174,0.888666
0.397196,0.017888,0.191750,0.004864,0.047137,0.000577,0.013536,0.000352,0.001472,0.104547,0.041537,0.061954,0.211046,0.892378
0.411597,0.017344,0.191846,0.004960,0.047425,0.000640,0.013473,0.000384,0.001408,0.106883,0.037057,0.062978,0.209862,0.905947
0.396300,0.017824,0.191846,0.005344,0.047426,0.000608,0.013504,0.000416,0.001440,0.107587,0.038274,0.065249,0.214214,0.896091
0.396235,0.017697,0.192006,0.005312,0.047073,0.000800,0.013473,0.000352,0.001472,0.106179,0.037441,0.060450,0.207142,0.888186
0.397484,0.017537,0.191877,0.005312,0.047106,0.000608,0.013504,0.000416,0.001440,0.123236,0.036481,0.061122,0.223975,0.905915
0.395788,0.017856,0.191526,0.005184,0.047265,0.000640,0.013633,0.000416,0.001728,0.106819,0.037665,0.060642,0.208550,0.889434
