Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-7],OUT[7],TEE[5-7],Layer[8],Layer[9],Layer[10],classifier
0.395819,0.017601,0.191910,0.005184,0.047489,0.114148,0.045889,0.062274,0.226119,0.002112,0.001280,0.000480,0.895066
0.395467,0.017888,0.192198,0.004864,0.048385,0.116676,0.059906,0.060705,0.240519,0.002017,0.001344,0.000672,0.909819
0.395852,0.017600,0.192038,0.005088,0.047810,0.132676,0.058369,0.066018,0.260839,0.002497,0.001248,0.000352,0.930108
0.395563,0.017632,0.191782,0.004864,0.048961,0.112356,0.049217,0.059714,0.225095,0.002208,0.001248,0.000640,0.894330
0.395595,0.017889,0.192070,0.004832,0.048417,0.113860,0.047841,0.060610,0.226215,0.002432,0.001248,0.000672,0.896698
0.395532,0.017793,0.191781,0.004897,0.047713,0.110915,0.048706,0.060162,0.223111,0.002016,0.001216,0.000480,0.890651
0.426924,0.017728,0.191622,0.004864,0.048129,0.112228,0.049345,0.060738,0.225991,0.002112,0.001152,0.000672,0.925499
0.395052,0.017985,0.191781,0.005025,0.047361,0.110275,0.048706,0.059906,0.222567,0.002080,0.001312,0.000480,0.890363
0.395276,0.018016,0.191590,0.004992,0.046978,0.112323,0.058818,0.060546,0.234855,0.002176,0.001152,0.000416,0.901787
0.395084,0.018080,0.191750,0.004800,0.064226,0.111651,0.048610,0.062498,0.226247,0.002368,0.001216,0.000640,0.911323
0.396012,0.017633,0.192197,0.005312,0.048002,0.112163,0.055074,0.060130,0.230695,0.002080,0.001216,0.000448,0.900315
0.395468,0.017665,0.192101,0.005088,0.047842,0.113955,0.058882,0.067202,0.243463,0.001920,0.001152,0.000416,0.911355
0.395500,0.018304,0.192486,0.004864,0.047521,0.112612,0.048705,0.060738,0.225639,0.002016,0.001312,0.000672,0.894714
0.412620,0.018240,0.192454,0.004800,0.047490,0.112675,0.049986,0.062977,0.229574,0.002273,0.001216,0.000416,0.916091
0.395948,0.017888,0.192038,0.004800,0.047842,0.113315,0.049058,0.060417,0.226246,0.002081,0.001248,0.000480,0.895131
0.395980,0.017984,0.192326,0.005280,0.049058,0.110819,0.048577,0.061474,0.224454,0.002016,0.001120,0.000640,0.895162
0.395372,0.018144,0.223975,0.005056,0.047073,0.112996,0.049217,0.061282,0.226983,0.002144,0.001216,0.000576,0.927451
0.395787,0.017665,0.191782,0.005024,0.048129,0.107747,0.051137,0.059746,0.222151,0.002240,0.001248,0.000576,0.890842
0.396108,0.018048,0.191718,0.005120,0.047585,0.110916,0.048097,0.061026,0.223399,0.002176,0.001280,0.000352,0.892090
0.395468,0.017857,0.191717,0.004864,0.047074,0.110883,0.047810,0.060673,0.222790,0.002080,0.001120,0.000384,0.889531
0.396428,0.017505,0.192357,0.004832,0.047137,0.118596,0.056225,0.061602,0.240135,0.002208,0.001216,0.000384,0.909051
0.396395,0.017824,0.191686,0.005184,0.047137,0.112868,0.048193,0.060290,0.224647,0.002048,0.001184,0.000416,0.892762
0.396875,0.018048,0.194214,0.005024,0.047169,0.115524,0.049793,0.068770,0.237639,0.002241,0.001248,0.000416,0.910299
0.396844,0.017889,0.207558,0.005120,0.047329,0.107204,0.047457,0.062754,0.221319,0.002368,0.001312,0.000416,0.908027
0.395403,0.017536,0.193126,0.004832,0.047489,0.109540,0.047425,0.060514,0.220839,0.002048,0.001120,0.000832,0.889530
0.395564,0.018017,0.192005,0.004833,0.047041,0.109187,0.048322,0.061058,0.222055,0.002432,0.001152,0.000448,0.889755
0.395404,0.017920,0.192166,0.004832,0.047137,0.111876,0.045985,0.058722,0.220007,0.002240,0.001280,0.000416,0.887834
0.396939,0.017921,0.192070,0.004864,0.047297,0.111075,0.058466,0.061698,0.234695,0.002464,0.001312,0.000640,0.904474
0.394667,0.017857,0.192005,0.004833,0.047137,0.111523,0.058210,0.063778,0.237031,0.002272,0.001280,0.000480,0.904026
0.396012,0.017857,0.192357,0.004832,0.047266,0.108899,0.058274,0.062402,0.232967,0.002112,0.001248,0.000416,0.901787
0.395660,0.017728,0.208487,0.005088,0.047681,0.115172,0.058369,0.061186,0.238119,0.002112,0.001120,0.000480,0.923163
0.395404,0.017888,0.191910,0.004832,0.047649,0.104451,0.049345,0.059938,0.217191,0.001984,0.001056,0.000672,0.884666
0.396172,0.017345,0.191653,0.004864,0.047202,0.113411,0.058882,0.061986,0.237895,0.002240,0.001216,0.000448,0.905243
0.395724,0.017888,0.192742,0.004832,0.047074,0.108835,0.047777,0.060226,0.220614,0.002112,0.001184,0.000448,0.889562
0.395212,0.017569,0.192997,0.004833,0.047361,0.111299,0.048546,0.060226,0.223367,0.002016,0.001248,0.000608,0.891419
0.395084,0.017856,0.191974,0.004864,0.047138,0.108035,0.048577,0.062082,0.221958,0.002016,0.001280,0.000608,0.889146
0.395628,0.017920,0.192134,0.004896,0.047041,0.110116,0.048673,0.060450,0.222535,0.002144,0.001280,0.000640,0.890490
0.395819,0.034817,0.192998,0.004864,0.047074,0.108323,0.052929,0.060962,0.225478,0.002016,0.001152,0.000416,0.910938
0.395500,0.017952,0.191686,0.004800,0.047329,0.110884,0.057505,0.060610,0.232551,0.002176,0.001248,0.000480,0.899866
0.394859,0.017889,0.192806,0.005088,0.046913,0.112452,0.048897,0.059074,0.224231,0.002048,0.001152,0.000480,0.892154
0.396204,0.017505,0.192197,0.004832,0.047234,0.112099,0.049346,0.060289,0.225159,0.002240,0.001184,0.000704,0.893819
0.394892,0.017761,0.192293,0.004833,0.046977,0.109667,0.059298,0.061666,0.234215,0.002944,0.001216,0.000672,0.902203
0.394828,0.017825,0.191877,0.004865,0.047105,0.108195,0.048354,0.061666,0.221639,0.002240,0.001312,0.000640,0.888379
0.395339,0.017600,0.191686,0.004928,0.047137,0.108868,0.050657,0.059138,0.222599,0.002304,0.001248,0.000640,0.890234
0.416908,0.017729,0.191653,0.004865,0.047073,0.113091,0.050562,0.059650,0.227143,0.003104,0.001280,0.000672,0.917307
0.395660,0.018049,0.191653,0.004897,0.047041,0.105475,0.057538,0.060738,0.227303,0.001952,0.001280,0.000448,0.894363
0.396172,0.017889,0.191493,0.004832,0.047202,0.112739,0.049378,0.060993,0.226726,0.002113,0.001216,0.000416,0.894075
0.394923,0.017345,0.191558,0.004864,0.047073,0.107811,0.049026,0.060418,0.220743,0.001952,0.001248,0.000384,0.886042
0.395596,0.017633,0.192133,0.004832,0.047042,0.111459,0.057442,0.065474,0.237575,0.001984,0.001088,0.000384,0.904507
0.394860,0.018048,0.192102,0.005120,0.047202,0.112323,0.048161,0.060130,0.224198,0.002240,0.001312,0.000448,0.892698
0.393867,0.017729,0.191686,0.004896,0.047041,0.109732,0.048929,0.061314,0.223623,0.002176,0.001600,0.000416,0.889690
0.415981,0.017760,0.192038,0.004800,0.047393,0.113220,0.057090,0.061121,0.235271,0.002208,0.001312,0.000608,0.923868
0.394411,0.017632,0.191750,0.005568,0.047617,0.105667,0.048385,0.059458,0.217255,0.002048,0.001088,0.000416,0.884058
0.396396,0.017888,0.199270,0.004832,0.047074,0.110211,0.050498,0.068130,0.232103,0.002272,0.001280,0.000384,0.909019
0.394827,0.018049,0.192261,0.004897,0.047105,0.110243,0.048354,0.061090,0.222919,0.002016,0.001184,0.000416,0.890395
0.394924,0.017537,0.191973,0.004864,0.047266,0.106499,0.048769,0.061090,0.219846,0.002240,0.001120,0.000704,0.886459
0.394476,0.017472,0.191942,0.004832,0.047009,0.109924,0.046529,0.060738,0.220679,0.002112,0.001248,0.000416,0.886490
0.395307,0.017473,0.192005,0.004833,0.046977,0.129028,0.050849,0.059234,0.242663,0.002080,0.001088,0.000576,0.909114
0.419532,0.017409,0.192773,0.004800,0.046882,0.128868,0.047937,0.060866,0.240999,0.002016,0.001056,0.000384,0.932283
0.394316,0.017344,0.192038,0.005120,0.047074,0.106371,0.045505,0.061730,0.217254,0.001984,0.001216,0.000384,0.883834
0.394219,0.017345,0.191974,0.004832,0.046977,0.110243,0.049154,0.059330,0.221863,0.002144,0.001088,0.000416,0.886842
0.394732,0.017472,0.192486,0.004800,0.047009,0.115075,0.056642,0.060577,0.235847,0.002145,0.021216,0.000672,0.922715
0.394316,0.017408,0.191686,0.004864,0.047137,0.107619,0.057889,0.061858,0.230599,0.002080,0.001152,0.000352,0.895898
0.395211,0.017537,0.191878,0.005312,0.047105,0.108067,0.058849,0.061442,0.231943,0.002080,0.001280,0.000416,0.899674
0.395820,0.017280,0.191942,0.004832,0.047073,0.108804,0.058561,0.061698,0.232775,0.002048,0.001088,0.000832,0.899738
0.426412,0.017601,0.192038,0.004832,0.047009,0.110915,0.048418,0.061538,0.224647,0.002848,0.001152,0.000384,0.923451
0.395787,0.017345,0.191910,0.004832,0.047265,0.107811,0.048866,0.059010,0.219079,0.001952,0.001184,0.000832,0.886682
0.395308,0.018209,0.191877,0.004833,0.047105,0.115395,0.047970,0.063234,0.230055,0.001984,0.001216,0.000704,0.898107
0.396300,0.018113,0.192805,0.004832,0.046946,0.109283,0.047970,0.079778,0.240999,0.002208,0.001216,0.000736,0.910651
0.396108,0.017728,0.192518,0.004864,0.047138,0.114211,0.048514,0.061313,0.227654,0.002080,0.001281,0.000512,0.896539
0.394028,0.017857,0.192037,0.004833,0.047041,0.112611,0.056898,0.065314,0.238087,0.002048,0.001120,0.000416,0.903611
0.395436,0.018049,0.192133,0.004800,0.047010,0.112643,0.048258,0.061729,0.226150,0.002080,0.001120,0.000608,0.893563
0.418252,0.017921,0.191845,0.004833,0.047041,0.110947,0.047394,0.059970,0.221895,0.002080,0.001184,0.000416,0.912027
0.397164,0.018080,0.193574,0.004832,0.047457,0.111043,0.052033,0.062242,0.228870,0.002176,0.001280,0.000672,0.901018
0.396460,0.018049,0.192421,0.004897,0.047681,0.110083,0.052898,0.064770,0.230919,0.002272,0.001344,0.000704,0.901435
0.394924,0.017696,0.192358,0.004992,0.047522,0.102947,0.055425,0.096931,0.259271,0.002112,0.001216,0.000672,0.927804
0.395116,0.017504,0.191718,0.004832,0.047553,0.109476,0.048609,0.060898,0.222215,0.002048,0.001120,0.000640,0.888922
0.394603,0.017825,0.191846,0.004864,0.047041,0.110787,0.048546,0.060994,0.223399,0.002048,0.001024,0.000384,0.889114
0.395500,0.017472,0.192678,0.004832,0.047170,0.106723,0.057729,0.061313,0.228998,0.002080,0.001152,0.000576,0.896539
0.411436,0.017889,0.191813,0.004864,0.047010,0.107427,0.057218,0.061794,0.229863,0.002080,0.001184,0.000384,0.913083
0.394987,0.017729,0.192774,0.004832,0.046977,0.105635,0.048098,0.060546,0.217863,0.002016,0.001248,0.000352,0.884858
0.396812,0.017760,0.191846,0.004832,0.046946,0.109891,0.049121,0.062018,0.224518,0.002272,0.001184,0.000609,0.893179
0.395147,0.017408,0.191910,0.004864,0.047137,0.110596,0.049377,0.097379,0.260872,0.002112,0.001216,0.000416,0.927259
0.397355,0.017793,0.192198,0.004896,0.047233,0.110979,0.060194,0.072482,0.247271,0.002209,0.001184,0.000640,0.917947
0.396908,0.017793,0.191845,0.004865,0.047361,0.115843,0.048514,0.060098,0.227943,0.002720,0.001248,0.000480,0.898267
0.394732,0.017952,0.191526,0.004832,0.047233,0.110275,0.048225,0.070690,0.232582,0.002304,0.001153,0.000448,0.899163
0.413324,0.018016,0.192070,0.004800,0.047042,0.107555,0.048737,0.060962,0.221126,0.002080,0.001120,0.000384,0.905882
0.397004,0.017537,0.192325,0.004833,0.047041,0.113667,0.048962,0.060130,0.226183,0.002048,0.001280,0.000416,0.895227
0.395659,0.017473,0.191814,0.004832,0.047009,0.107459,0.058178,0.064610,0.233319,0.001984,0.000864,0.000576,0.898938
0.396972,0.017632,0.192422,0.004768,0.047041,0.108836,0.067042,0.116515,0.295721,0.002240,0.001280,0.000384,0.964860
0.397196,0.017697,0.191525,0.004865,0.047105,0.108739,0.059618,0.059714,0.231207,0.002016,0.001120,0.000384,0.899131
0.396587,0.017473,0.192582,0.004768,0.047105,0.102595,0.049122,0.063938,0.218823,0.005408,0.001152,0.000448,0.890458
0.397675,0.017568,0.192230,0.004832,0.047265,0.111812,0.048001,0.060290,0.223495,0.002144,0.001248,0.000448,0.893178
0.411725,0.018080,0.191942,0.004800,0.046945,0.110980,0.048417,0.059714,0.222791,0.002208,0.001184,0.000416,0.906779
0.395660,0.017344,0.192326,0.004896,0.046978,0.106819,0.047297,0.059778,0.217318,0.002080,0.001184,0.000416,0.884314
0.395820,0.017696,0.191814,0.004768,0.047106,0.103363,0.059522,0.061121,0.227430,0.001984,0.001120,0.000352,0.894779
0.401644,0.018049,0.193157,0.005056,0.048738,0.145444,0.073666,0.070082,0.293321,0.002976,0.003232,0.000608,0.974781
0.396171,0.017601,0.192230,0.005312,0.047489,0.111459,0.049890,0.059362,0.224103,0.002368,0.001408,0.000576,0.894970
0.397036,0.018177,0.191397,0.004961,0.049921,0.112707,0.049314,0.064354,0.229799,0.003040,0.001504,0.000448,0.903195
0.396716,0.017952,0.192166,0.004960,0.048705,0.116515,0.049377,0.061282,0.230727,0.002272,0.001504,0.000416,0.902202
0.413580,0.018177,0.201350,0.004832,0.048737,0.115268,0.058434,0.059841,0.236839,0.002272,0.001248,0.000416,0.934588
0.396235,0.017761,0.192390,0.005120,0.047713,0.108611,0.047394,0.059426,0.219079,0.002496,0.001280,0.000640,0.889882
0.395820,0.018080,0.192358,0.005088,0.048001,0.109252,0.048481,0.060642,0.221735,0.002176,0.001216,0.000672,0.891162
0.397963,0.017889,0.193798,0.004832,0.047905,0.132740,0.053058,0.059426,0.249160,0.002144,0.001536,0.000416,0.923771
0.397420,0.017985,0.192293,0.005153,0.048193,0.108675,0.045986,0.060802,0.218919,0.002176,0.001280,0.000448,0.890427
0.398604,0.017889,0.192709,0.004801,0.048513,0.110627,0.049250,0.062050,0.225767,0.002272,0.001216,0.000448,0.898971
0.398860,0.017985,0.192262,0.004832,0.047809,0.113027,0.048642,0.059906,0.225255,0.002432,0.001280,0.000416,0.897563
0.414893,0.017696,0.192070,0.004896,0.047778,0.114243,0.048961,0.061185,0.228262,0.002400,0.001216,0.000448,0.916732
0.399148,0.017824,0.192166,0.004864,0.047362,0.110595,0.049313,0.061410,0.224934,0.002080,0.001344,0.000416,0.896378
0.398220,0.017536,0.192806,0.005280,0.047713,0.110180,0.048897,0.059618,0.222791,0.002176,0.001344,0.000512,0.895610
0.397515,0.017729,0.210182,0.005248,0.047298,0.111587,0.046241,0.058081,0.219238,0.003744,0.001248,0.000416,0.909914
0.397484,0.017888,0.191782,0.004864,0.047042,0.112451,0.049025,0.061250,0.226470,0.002368,0.001280,0.000416,0.896250
0.397612,0.017632,0.192358,0.005088,0.047298,0.114403,0.049185,0.060290,0.227654,0.002208,0.001344,0.000448,0.898682
0.397068,0.017664,0.192454,0.004800,0.047425,0.112292,0.049057,0.061666,0.226791,0.002272,0.001216,0.000416,0.897018
0.397196,0.017537,0.191909,0.005249,0.047425,0.114915,0.049250,0.061090,0.229063,0.002336,0.001152,0.000384,0.898811
0.397740,0.017697,0.192741,0.004960,0.047362,0.109731,0.046273,0.058881,0.218406,0.002208,0.001312,0.000416,0.889338
0.396972,0.017760,0.191846,0.004992,0.047329,0.110692,0.047297,0.059458,0.220999,0.002176,0.001184,0.000448,0.890490
0.396716,0.017729,0.208742,0.004928,0.047169,0.111684,0.047809,0.060802,0.223911,0.002464,0.001280,0.000416,0.910235
0.396875,0.017761,0.192166,0.004800,0.047361,0.113060,0.049761,0.061090,0.227591,0.002240,0.001216,0.000352,0.896954
0.398796,0.017824,0.195622,0.004864,0.047586,0.116899,0.048674,0.060385,0.229510,0.002305,0.001280,0.000448,0.905275
0.398220,0.018048,0.192229,0.005280,0.047522,0.116643,0.049922,0.061346,0.231271,0.002112,0.001472,0.000416,0.903131
0.397644,0.017921,0.192261,0.004864,0.048994,0.112707,0.050242,0.059682,0.226503,0.002304,0.001248,0.000416,0.899131
0.397164,0.018176,0.192006,0.004864,0.048962,0.113667,0.048642,0.060417,0.226758,0.002177,0.001216,0.000416,0.898427
0.399564,0.017792,0.192038,0.005056,0.048193,0.112003,0.048673,0.060962,0.225287,0.002688,0.001280,0.000416,0.899034
0.396396,0.017728,0.214214,0.005184,0.048385,0.116132,0.057890,0.066466,0.243912,0.002560,0.001344,0.000448,0.937116
0.398124,0.017569,0.192101,0.005313,0.047521,0.115011,0.050242,0.061474,0.230151,0.002112,0.001280,0.000704,0.901371
0.396972,0.017793,0.192101,0.005153,0.047457,0.113187,0.048802,0.060322,0.225863,0.002240,0.001216,0.000672,0.895963
0.397740,0.017953,0.191845,0.004832,0.047554,0.109667,0.057890,0.059970,0.231047,0.002112,0.001280,0.000672,0.901499
0.397355,0.018049,0.191590,0.005120,0.047425,0.107299,0.050626,0.059266,0.220711,0.002304,0.001312,0.000672,0.891227
0.397356,0.017824,0.192486,0.004896,0.047234,0.112131,0.058818,0.060738,0.235111,0.002176,0.001280,0.000864,0.905467
0.396620,0.017761,0.191877,0.004832,0.047106,0.105795,0.048673,0.059394,0.217254,0.002080,0.001184,0.000672,0.885818
0.408684,0.017761,0.192006,0.005088,0.047137,0.109475,0.060001,0.060194,0.233415,0.005088,0.001152,0.000416,0.917307
0.395596,0.017665,0.191877,0.004800,0.047106,0.106115,0.046561,0.060994,0.217190,0.002208,0.001280,0.000448,0.885114
0.395788,0.017505,0.191909,0.004832,0.047201,0.107235,0.047042,0.058433,0.216102,0.001952,0.001152,0.000480,0.882458
0.395756,0.017697,0.191749,0.004897,0.047137,0.108291,0.049058,0.060353,0.220999,0.002048,0.001184,0.000480,0.888059
0.395563,0.017889,0.191814,0.004800,0.046977,0.098179,0.045377,0.057058,0.204038,0.001920,0.001184,0.000512,0.870745
0.395788,0.017953,0.191877,0.004832,0.047106,0.102275,0.046817,0.058562,0.211014,0.002240,0.001120,0.000416,0.878426
0.395500,0.017792,0.191814,0.004832,0.047106,0.108259,0.049761,0.058978,0.220358,0.001984,0.000960,0.000480,0.886074
0.395340,0.017440,0.207014,0.004896,0.047137,0.110915,0.061826,0.060642,0.236775,0.002240,0.001216,0.000448,0.919419
0.395660,0.017984,0.191462,0.004800,0.047042,0.127075,0.051681,0.060290,0.242599,0.001920,0.001216,0.000448,0.908955
0.395436,0.017536,0.191462,0.004864,0.047137,0.104484,0.048673,0.060194,0.216807,0.001952,0.001024,0.000448,0.882746
0.395371,0.017729,0.191686,0.005056,0.047137,0.105635,0.063170,0.059906,0.232039,0.001920,0.000992,0.000448,0.898074
0.412812,0.017601,0.192389,0.004864,0.047042,0.109635,0.049634,0.060545,0.223398,0.002241,0.001088,0.000448,0.908347
0.395595,0.017473,0.192710,0.004896,0.047105,0.106339,0.062562,0.059490,0.231687,0.001920,0.001024,0.000704,0.898714
0.395852,0.017600,0.191974,0.004832,0.047074,0.104323,0.061634,0.063778,0.233319,0.001984,0.000928,0.000448,0.899995
0.395180,0.018017,0.212006,0.005184,0.048450,0.108643,0.049697,0.060226,0.221798,0.002144,0.001152,0.000544,0.910811
0.395532,0.017728,0.191750,0.005024,0.047042,0.115779,0.047586,0.059393,0.226118,0.001952,0.000992,0.000736,0.892922
0.396044,0.017793,0.191781,0.004800,0.047138,0.108611,0.048034,0.060833,0.220838,0.001984,0.001281,0.000512,0.888219
0.395691,0.017825,0.191814,0.005056,0.047329,0.112900,0.059297,0.060034,0.235751,0.002080,0.001280,0.000448,0.903866
0.414349,0.017920,0.192038,0.004768,0.047682,0.109187,0.048065,0.059874,0.220710,0.002048,0.001056,0.000896,0.907611
0.397132,0.017728,0.191398,0.004800,0.047393,0.104963,0.049025,0.071138,0.228487,0.002144,0.001280,0.000704,0.897850
0.396908,0.017761,0.192037,0.004896,0.047138,0.110563,0.060994,0.065410,0.239943,0.002016,0.001248,0.000480,0.908219
0.396716,0.017664,0.191718,0.004832,0.064354,0.107747,0.062722,0.059490,0.233607,0.002368,0.001152,0.000512,0.920059
0.398956,0.017729,0.194277,0.005057,0.047617,0.106019,0.046722,0.062209,0.218374,0.002241,0.001600,0.000928,0.893755
0.396876,0.017600,0.192390,0.004800,0.047425,0.111012,0.046561,0.058850,0.219687,0.001952,0.001184,0.000480,0.888314
0.396428,0.017632,0.192326,0.004832,0.047169,0.117284,0.049185,0.060610,0.230727,0.002080,0.001088,0.000448,0.898778
0.414508,0.017825,0.191941,0.004833,0.049249,0.117604,0.058721,0.066146,0.245895,0.002176,0.001248,0.000480,0.935483
0.396428,0.017824,0.191814,0.005024,0.048289,0.109956,0.049985,0.060706,0.223943,0.002432,0.001280,0.000416,0.893338
0.396108,0.017889,0.192037,0.005056,0.047522,0.114467,0.050338,0.060802,0.229063,0.002496,0.001088,0.000544,0.898363
0.396652,0.017601,0.209190,0.005312,0.047265,0.112420,0.049985,0.061314,0.227047,0.001952,0.001056,0.000672,0.913179
0.396300,0.018113,0.191909,0.004833,0.048257,0.112387,0.062786,0.060226,0.238951,0.002336,0.001280,0.000448,0.908539
0.396043,0.017953,0.191846,0.005248,0.047841,0.112324,0.048097,0.059778,0.223783,0.002048,0.001248,0.000512,0.892538
0.397324,0.017760,0.191750,0.005024,0.048034,0.107555,0.047617,0.058914,0.217958,0.002240,0.001248,0.000704,0.889018
0.412044,0.017824,0.192582,0.004800,0.047650,0.108611,0.047393,0.059906,0.219334,0.001984,0.001216,0.000480,0.904282
0.395852,0.017601,0.192165,0.004800,0.047266,0.103491,0.053858,0.066242,0.227047,0.001952,0.001216,0.000512,0.894267
0.395724,0.017696,0.191430,0.005216,0.047361,0.111140,0.049569,0.060290,0.224647,0.002112,0.001152,0.000416,0.891866
0.396556,0.017504,0.192006,0.004864,0.063778,0.111235,0.049186,0.060386,0.224103,0.002112,0.001152,0.000480,0.909467
0.396300,0.017472,0.191686,0.004864,0.047041,0.107588,0.049217,0.063426,0.223783,0.001952,0.001184,0.000512,0.891130
0.395787,0.017825,0.191878,0.005120,0.047937,0.106947,0.047682,0.061058,0.219207,0.002240,0.001408,0.000768,0.889338
0.396139,0.017760,0.192518,0.004832,0.047137,0.105475,0.047266,0.061954,0.217863,0.002208,0.001248,0.000448,0.886682
0.410412,0.018049,0.191781,0.004928,0.047074,0.109603,0.048834,0.058593,0.220166,0.002080,0.001056,0.000480,0.902586
0.395531,0.017537,0.192230,0.005088,0.047393,0.106691,0.060354,0.059106,0.229767,0.002112,0.001184,0.000480,0.897370
0.396491,0.017825,0.192390,0.005056,0.047329,0.112611,0.048609,0.059714,0.224615,0.002016,0.001280,0.000512,0.894042
0.396012,0.017760,0.191942,0.005376,0.047106,0.120963,0.059938,0.057410,0.242119,0.001920,0.001024,0.000480,0.909627
0.395628,0.017728,0.192038,0.004832,0.047073,0.113348,0.046561,0.057698,0.220967,0.002048,0.001216,0.000544,0.888282
0.396268,0.017953,0.191845,0.005056,0.047906,0.119171,0.049698,0.061250,0.233479,0.002144,0.001152,0.000480,0.902523
0.395756,0.017473,0.192005,0.005472,0.047746,0.111267,0.049570,0.062690,0.226823,0.002400,0.001024,0.000672,0.895643
0.410636,0.017984,0.192006,0.004928,0.048258,0.105219,0.062050,0.060097,0.231174,0.002240,0.001184,0.000416,0.915227
0.397548,0.017760,0.192134,0.005120,0.047426,0.116643,0.049026,0.060225,0.229638,0.002049,0.001088,0.000448,0.899963
0.396235,0.017825,0.192038,0.005088,0.047585,0.112292,0.046977,0.059330,0.222247,0.002208,0.001216,0.000416,0.890938
0.396171,0.017857,0.191942,0.004832,0.047105,0.121988,0.062882,0.062434,0.250824,0.002112,0.001088,0.000448,0.918459
0.396683,0.017825,0.192902,0.005056,0.047521,0.108643,0.048738,0.060034,0.220967,0.002272,0.001312,0.000608,0.891450
