Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],IN[8],INFER[8-8],OUT[8],TEE[8-8],Layer[9],Layer[10],classifier
0.394892,0.017664,0.191654,0.005248,0.048226,0.000736,0.013568,0.000448,0.108643,0.034593,0.061858,0.208262,0.001888,0.000640,0.890138
0.394732,0.017505,0.191909,0.005280,0.048034,0.001024,0.013536,0.000448,0.104163,0.032833,0.056994,0.196998,0.001632,0.000608,0.879418
0.416620,0.017408,0.191526,0.005056,0.048161,0.000832,0.013505,0.000416,0.111299,0.032449,0.057890,0.204806,0.001760,0.000672,0.907867
0.395403,0.017313,0.191430,0.004928,0.047745,0.001088,0.013537,0.000416,0.105763,0.034433,0.059426,0.202758,0.001664,0.000320,0.884922
0.394699,0.017376,0.191622,0.004928,0.047905,0.000576,0.013569,0.000416,0.105699,0.033857,0.058690,0.201286,0.001568,0.000352,0.880794
0.396844,0.017568,0.191654,0.005088,0.048161,0.001056,0.013505,0.000384,0.107683,0.034241,0.063106,0.208230,0.001792,0.000384,0.892570
0.395339,0.017377,0.191526,0.004832,0.047361,0.000608,0.013473,0.000416,0.104963,0.038049,0.065122,0.210982,0.001568,0.000384,0.890586
0.396300,0.017632,0.191878,0.004864,0.047745,0.000608,0.014145,0.000416,0.112451,0.037185,0.063618,0.216678,0.001632,0.000864,0.900538
0.396491,0.017441,0.191270,0.004864,0.048513,0.000832,0.013505,0.000416,0.110659,0.034433,0.061954,0.209670,0.001440,0.000384,0.892090
0.417708,0.017537,0.192038,0.004896,0.048833,0.000608,0.013537,0.000416,0.106403,0.034177,0.066114,0.209670,0.001856,0.000832,0.915579
0.395532,0.017600,0.191302,0.004800,0.047489,0.000800,0.013505,0.000416,0.106499,0.033889,0.058178,0.201126,0.001600,0.000448,0.881946
0.395371,0.017569,0.191462,0.004832,0.046945,0.000800,0.013473,0.000384,0.111427,0.034497,0.058722,0.207558,0.001568,0.000416,0.887642
0.395627,0.017473,0.190949,0.004769,0.047009,0.000992,0.013472,0.000416,0.132932,0.050658,0.063106,0.249576,0.001888,0.000640,0.930044
0.396396,0.017728,0.191270,0.004960,0.047586,0.000832,0.013504,0.000416,0.106211,0.033953,0.060034,0.202950,0.001568,0.000416,0.885050
0.395372,0.017472,0.191206,0.004864,0.047105,0.000832,0.013505,0.000416,0.133060,0.037473,0.057666,0.231143,0.001792,0.000416,0.911259
0.394700,0.017409,0.191301,0.004832,0.047553,0.000736,0.013856,0.000416,0.106628,0.033377,0.057633,0.200678,0.001664,0.000672,0.881530
0.395180,0.034881,0.191750,0.004864,0.047649,0.000800,0.013569,0.000448,0.107907,0.038689,0.068866,0.218182,0.001696,0.000608,0.917179
0.398476,0.017889,0.194533,0.005344,0.048034,0.001024,0.013728,0.000416,0.110884,0.034017,0.059874,0.208039,0.001568,0.000960,0.898651
0.395820,0.017824,0.192454,0.005120,0.048097,0.000833,0.013888,0.000416,0.109987,0.034497,0.059266,0.206726,0.001600,0.000416,0.890106
0.396396,0.017633,0.191973,0.004832,0.049026,0.000608,0.013504,0.000416,0.108067,0.033793,0.058497,0.203430,0.001600,0.000608,0.887162
0.395628,0.017536,0.191462,0.004896,0.048290,0.000576,0.013536,0.000448,0.106531,0.038625,0.069602,0.217766,0.001728,0.000577,0.899675
0.396588,0.017409,0.191333,0.004800,0.048098,0.000800,0.013504,0.000416,0.105603,0.034338,0.057601,0.200710,0.001568,0.000576,0.883258
0.395724,0.017536,0.191302,0.004864,0.048386,0.000800,0.013536,0.000448,0.105187,0.033025,0.058242,0.199302,0.001408,0.000384,0.880986
0.395308,0.017440,0.210630,0.005121,0.048737,0.001056,0.013473,0.000448,0.109539,0.041729,0.059266,0.213606,0.001888,0.000384,0.916283
0.396108,0.017568,0.191238,0.005088,0.047457,0.000768,0.013505,0.000416,0.107491,0.041633,0.067010,0.219238,0.001568,0.000608,0.900602
0.394924,0.017344,0.191590,0.005024,0.047522,0.000576,0.013472,0.000384,0.110819,0.034210,0.058209,0.205990,0.001856,0.000416,0.886010
0.395340,0.017600,0.191398,0.004864,0.047042,0.001024,0.013440,0.000448,0.105571,0.041986,0.059361,0.210086,0.001664,0.000384,0.890811
0.397388,0.017569,0.193797,0.005121,0.047617,0.000928,0.013729,0.000448,0.114723,0.039713,0.065954,0.224326,0.001504,0.000640,0.911963
0.395820,0.017632,0.191686,0.005248,0.048674,0.000800,0.013504,0.000448,0.101187,0.038625,0.063842,0.207142,0.001344,0.000384,0.889370
0.395083,0.017409,0.191685,0.005089,0.047873,0.000608,0.013568,0.000417,0.093634,0.034753,0.056514,0.188165,0.001216,0.000640,0.868633
0.394219,0.017569,0.205478,0.005216,0.047969,0.000737,0.013536,0.000448,0.107011,0.040001,0.059330,0.209606,0.001632,0.000640,0.905050
0.394668,0.017472,0.192070,0.004800,0.047585,0.000576,0.013537,0.000416,0.105027,0.040897,0.062882,0.211654,0.001568,0.000416,0.892314
0.394251,0.017473,0.191429,0.004801,0.046977,0.000608,0.013568,0.000448,0.102435,0.033985,0.066529,0.205702,0.001312,0.000416,0.883866
0.394540,0.017217,0.191397,0.004832,0.047074,0.000512,0.013472,0.000448,0.107331,0.033889,0.059586,0.203686,0.001952,0.000608,0.882906
0.394828,0.017440,0.191238,0.004864,0.047042,0.000896,0.013472,0.000416,0.102531,0.040737,0.068610,0.214950,0.001760,0.000416,0.894426
0.394796,0.017505,0.191621,0.004800,0.047234,0.000640,0.013504,0.000416,0.099907,0.035041,0.061666,0.199494,0.001536,0.000608,0.879354
0.395756,0.017472,0.191494,0.004896,0.046882,0.000576,0.013472,0.000416,0.105923,0.034689,0.058690,0.202406,0.001568,0.000416,0.882810
0.396108,0.017889,0.209350,0.005312,0.048257,0.000576,0.013793,0.000384,0.112611,0.037121,0.058306,0.211238,0.001632,0.000416,0.914171
0.395916,0.017889,0.191813,0.004833,0.047649,0.000800,0.013504,0.000416,0.103940,0.036769,0.058209,0.201894,0.001824,0.000608,0.884443
0.395563,0.017697,0.191877,0.004800,0.048609,0.000864,0.013537,0.000416,0.104547,0.032577,0.056321,0.196101,0.001504,0.000416,0.878649
0.394475,0.017441,0.191653,0.004801,0.048577,0.000672,0.013888,0.000417,0.111011,0.034465,0.060578,0.209446,0.001664,0.000448,0.891034
0.413036,0.017473,0.191877,0.004865,0.047681,0.001024,0.013504,0.000640,0.101187,0.034753,0.063361,0.202694,0.001568,0.000864,0.903003
0.395500,0.017409,0.191461,0.004864,0.047010,0.000832,0.013472,0.000416,0.107108,0.042081,0.059458,0.211751,0.001472,0.000416,0.891835
0.395340,0.017665,0.191621,0.004960,0.047682,0.000608,0.013504,0.000448,0.104163,0.035041,0.057602,0.199686,0.001472,0.000384,0.880090
0.396140,0.017536,0.191686,0.004800,0.064802,0.000640,0.013632,0.000609,0.104771,0.034593,0.056769,0.198949,0.001568,0.000384,0.898619
0.396939,0.020929,0.191494,0.004864,0.047425,0.000800,0.013473,0.000640,0.107139,0.034081,0.055394,0.199782,0.001696,0.000352,0.885402
0.394988,0.017504,0.192038,0.004800,0.047746,0.000864,0.013536,0.000384,0.103683,0.032769,0.056482,0.196326,0.001440,0.000448,0.877530
0.395084,0.017504,0.191046,0.004864,0.048130,0.000800,0.013600,0.000608,0.110211,0.040738,0.060897,0.215142,0.001664,0.000416,0.896954
0.417837,0.017376,0.191366,0.005152,0.047138,0.000832,0.013504,0.000448,0.109443,0.043618,0.059713,0.215846,0.001889,0.000448,0.919644
0.395660,0.017441,0.191493,0.005025,0.048321,0.000832,0.013568,0.000448,0.115300,0.035201,0.059458,0.213127,0.001664,0.000608,0.895835
0.395532,0.017568,0.191590,0.005280,0.047874,0.000832,0.013728,0.000416,0.106339,0.034817,0.093987,0.237831,0.001504,0.000352,0.919803
0.395660,0.017408,0.191366,0.004832,0.067874,0.000832,0.013569,0.000640,0.103331,0.038945,0.070018,0.215174,0.001600,0.000672,0.917499
0.395052,0.017344,0.191366,0.004896,0.048162,0.000608,0.013600,0.000416,0.095683,0.032545,0.059682,0.191014,0.001536,0.000384,0.871802
0.394123,0.017409,0.191718,0.004832,0.047937,0.000832,0.013537,0.000416,0.103715,0.035361,0.060866,0.202822,0.001568,0.000416,0.882810
0.394507,0.017537,0.191078,0.004832,0.047937,0.000832,0.013441,0.000448,0.104387,0.037089,0.055682,0.200198,0.001664,0.000416,0.880314
0.409100,0.017345,0.191526,0.004800,0.047137,0.000736,0.013441,0.000448,0.106403,0.042881,0.071362,0.223238,0.001696,0.000704,0.916827
0.395660,0.017633,0.192613,0.004864,0.047138,0.000832,0.013568,0.000608,0.111748,0.034945,0.059233,0.209063,0.001440,0.000384,0.891547
0.396715,0.017537,0.191750,0.004864,0.047553,0.000832,0.013569,0.000448,0.105955,0.037249,0.058306,0.204646,0.001664,0.000608,0.887610
0.394571,0.017472,0.191398,0.004896,0.062690,0.000800,0.013632,0.000416,0.105283,0.034881,0.060066,0.203110,0.001472,0.000384,0.898106
0.394348,0.017377,0.192293,0.004896,0.047010,0.000864,0.013504,0.000416,0.104739,0.035265,0.057954,0.200966,0.001632,0.000416,0.880570
0.395084,0.017376,0.191494,0.004800,0.047041,0.001024,0.013505,0.000416,0.103939,0.034657,0.059330,0.200710,0.001376,0.000384,0.880410
0.394828,0.017281,0.191653,0.004896,0.047266,0.000768,0.013536,0.000416,0.108932,0.034593,0.058753,0.205094,0.001536,0.000448,0.885179
0.412653,0.017600,0.191334,0.004864,0.049313,0.000800,0.013568,0.000512,0.112291,0.035489,0.059746,0.210406,0.001760,0.000576,0.911675
0.394156,0.017408,0.191238,0.004896,0.047873,0.000832,0.013505,0.000416,0.106403,0.038113,0.060994,0.208326,0.001504,0.000608,0.888250
0.394828,0.017889,0.191973,0.004800,0.048034,0.000608,0.013792,0.000416,0.107491,0.035362,0.056833,0.202662,0.001856,0.000672,0.885754
0.394891,0.017825,0.190950,0.004896,0.047841,0.000832,0.013473,0.000416,0.152580,0.052770,0.057890,0.266728,0.001344,0.000640,0.946268
0.395723,0.017664,0.191078,0.004864,0.047137,0.000800,0.013537,0.000416,0.111491,0.034497,0.057762,0.206534,0.001568,0.000608,0.888922
0.396780,0.017664,0.191686,0.004864,0.047586,0.000800,0.013568,0.000448,0.110883,0.037921,0.059617,0.211430,0.001953,0.000640,0.895195
0.395564,0.017249,0.191525,0.004928,0.047362,0.000832,0.013504,0.000448,0.103779,0.034273,0.058530,0.199590,0.001696,0.000384,0.879610
0.408908,0.017504,0.190982,0.004800,0.047457,0.000576,0.013505,0.000448,0.111107,0.042017,0.065153,0.222534,0.001665,0.000480,0.915323
0.395148,0.017344,0.191046,0.004864,0.047169,0.000608,0.013441,0.000416,0.092707,0.033793,0.054785,0.184517,0.001408,0.000384,0.864633
0.395212,0.017216,0.191558,0.004896,0.047489,0.000544,0.013409,0.000384,0.105411,0.036385,0.055586,0.200262,0.001472,0.000864,0.879802
0.395500,0.017504,0.190950,0.004864,0.047490,0.001024,0.013408,0.000416,0.100259,0.035937,0.059746,0.198790,0.001376,0.000832,0.879738
0.395979,0.017377,0.191782,0.004896,0.047073,0.001024,0.013505,0.000448,0.104387,0.037121,0.058914,0.203302,0.001152,0.000352,0.883066
0.394668,0.017408,0.191206,0.004800,0.047618,0.000608,0.013408,0.000384,0.096099,0.033057,0.055554,0.188326,0.001472,0.000416,0.867930
0.395596,0.017824,0.191109,0.004928,0.046914,0.000576,0.013472,0.000416,0.109507,0.037922,0.072770,0.222951,0.001280,0.000384,0.901787
0.395531,0.017441,0.212102,0.005120,0.047106,0.000672,0.013504,0.000416,0.109315,0.032672,0.058594,0.203366,0.001568,0.000608,0.907226
0.396876,0.017601,0.191429,0.004832,0.047842,0.000800,0.013792,0.000448,0.104835,0.037890,0.059265,0.205126,0.001728,0.000640,0.888282
0.395276,0.017505,0.191557,0.004832,0.048162,0.000800,0.013600,0.000448,0.105923,0.037730,0.058145,0.204934,0.001376,0.000416,0.886010
0.395403,0.017345,0.191589,0.004833,0.049121,0.000800,0.013473,0.000448,0.106019,0.040449,0.060770,0.211654,0.001280,0.000640,0.893178
0.395628,0.017505,0.191269,0.004897,0.048481,0.000576,0.013440,0.000416,0.091811,0.030593,0.066882,0.192166,0.001344,0.000608,0.873050
0.394412,0.017377,0.191173,0.004864,0.047970,0.000800,0.013472,0.000416,0.090723,0.032417,0.055138,0.181318,0.001344,0.000288,0.859642
0.394156,0.017856,0.191398,0.004800,0.048258,0.000768,0.013504,0.000416,0.093123,0.031169,0.054113,0.181477,0.001184,0.000384,0.862201
0.395275,0.017633,0.191078,0.004896,0.047489,0.000800,0.013537,0.000416,0.108899,0.033249,0.054145,0.199941,0.001313,0.000352,0.879258
0.395212,0.017537,0.191397,0.004992,0.047298,0.000800,0.013568,0.000384,0.111012,0.040065,0.072066,0.226311,0.001984,0.000320,0.908475
0.395372,0.017601,0.191973,0.004832,0.047458,0.000832,0.013472,0.000416,0.103747,0.040098,0.057025,0.204038,0.001408,0.000352,0.884186
0.397804,0.017409,0.191877,0.005088,0.047714,0.000832,0.013536,0.000416,0.116292,0.042049,0.061538,0.223335,0.001696,0.000640,0.910459
0.418636,0.017345,0.191877,0.004864,0.048642,0.000768,0.013440,0.000416,0.123940,0.041473,0.065442,0.233863,0.001088,0.000832,0.938619
0.395915,0.017376,0.191142,0.004800,0.047969,0.000640,0.013505,0.000416,0.103075,0.036801,0.056130,0.198886,0.001184,0.000352,0.878330
0.395980,0.017825,0.191653,0.004896,0.048290,0.000800,0.014048,0.000416,0.111396,0.040257,0.066754,0.221671,0.001568,0.000608,0.905915
0.398315,0.017473,0.191974,0.004864,0.048161,0.000832,0.013505,0.000416,0.117955,0.067202,0.088259,0.277064,0.001440,0.000832,0.962460
0.396460,0.017440,0.191622,0.004896,0.048418,0.000832,0.013472,0.000416,0.099971,0.034689,0.058754,0.197638,0.001344,0.000448,0.879386
0.396012,0.017505,0.191525,0.005248,0.047618,0.000608,0.013408,0.000384,0.125828,0.040833,0.057698,0.229127,0.001312,0.000608,0.911259
0.395115,0.017377,0.191493,0.005312,0.047521,0.000832,0.013441,0.000448,0.106755,0.034913,0.056257,0.201029,0.001440,0.000384,0.881370
0.409837,0.017504,0.191238,0.005120,0.049377,0.000832,0.013472,0.000416,0.102755,0.036865,0.060514,0.203046,0.001344,0.000352,0.900027
0.394123,0.017377,0.191622,0.005024,0.047681,0.000640,0.013697,0.000416,0.105219,0.035329,0.058242,0.201606,0.001696,0.000416,0.881274
0.396971,0.017505,0.191654,0.005120,0.047617,0.000832,0.013569,0.000416,0.110883,0.036577,0.065474,0.216294,0.001600,0.000448,0.902170
0.395660,0.017793,0.191493,0.005121,0.047649,0.000864,0.013472,0.000416,0.105540,0.038305,0.109667,0.257192,0.001920,0.000448,0.939932
0.395243,0.017344,0.191334,0.005088,0.048417,0.000640,0.013473,0.000416,0.091907,0.037217,0.055777,0.188677,0.001376,0.000352,0.869753
0.395307,0.017377,0.191558,0.004864,0.048417,0.000672,0.013697,0.000416,0.103299,0.035585,0.056929,0.199046,0.001184,0.000320,0.879482
0.394988,0.017600,0.190950,0.004896,0.049057,0.000800,0.013409,0.000416,0.088835,0.033345,0.058561,0.183909,0.001152,0.000320,0.863801
0.413068,0.017664,0.191206,0.004896,0.047938,0.000480,0.013408,0.000416,0.092675,0.036961,0.061090,0.193542,0.001376,0.000320,0.890458
0.395436,0.017760,0.191430,0.005248,0.048130,0.001024,0.013760,0.000448,0.116355,0.038881,0.060161,0.219014,0.001856,0.000416,0.903867
0.394956,0.018016,0.191110,0.005024,0.047426,0.001056,0.013440,0.000448,0.112547,0.034113,0.059234,0.208870,0.001568,0.000384,0.889594
0.394955,0.017665,0.191238,0.004832,0.048001,0.000800,0.013793,0.000416,0.110947,0.039361,0.068322,0.221542,0.001536,0.000352,0.903066
0.394699,0.017537,0.191334,0.004832,0.047809,0.000800,0.013697,0.000416,0.108707,0.032289,0.059234,0.203462,0.001568,0.000608,0.884346
0.397163,0.017664,0.191750,0.004832,0.049857,0.000800,0.013793,0.000448,0.114563,0.041442,0.061025,0.220518,0.001856,0.000608,0.908123
0.396364,0.017600,0.191750,0.004864,0.048226,0.000800,0.013568,0.000416,0.112899,0.037538,0.068194,0.221447,0.001568,0.000672,0.904475
0.418924,0.017761,0.191749,0.004928,0.047810,0.000768,0.013504,0.000416,0.110820,0.034657,0.057793,0.206342,0.001632,0.000672,0.913210
0.396139,0.017632,0.191622,0.005120,0.048417,0.000800,0.013569,0.000416,0.113923,0.036129,0.059810,0.213158,0.001632,0.000704,0.896954
0.396619,0.017601,0.191558,0.004896,0.048225,0.000864,0.013825,0.000416,0.113667,0.034241,0.059010,0.210118,0.001600,0.000416,0.894874
0.396140,0.017696,0.191654,0.004896,0.048642,0.000768,0.013600,0.000416,0.110435,0.036353,0.089859,0.240103,0.001728,0.000704,0.924027
0.396748,0.017697,0.191685,0.004864,0.048577,0.000832,0.013568,0.000416,0.105188,0.035745,0.057601,0.201862,0.001760,0.000640,0.886651
0.397132,0.017536,0.191910,0.004928,0.048033,0.000832,0.013601,0.000608,0.102819,0.030049,0.056066,0.192294,0.001696,0.000672,0.876986
0.396396,0.017569,0.191717,0.004928,0.048194,0.000576,0.013536,0.000416,0.112292,0.038177,0.070946,0.225895,0.002016,0.000672,0.909691
0.414413,0.017664,0.191526,0.004960,0.048322,0.000800,0.013568,0.000416,0.113507,0.034113,0.060865,0.211878,0.001952,0.000608,0.914235
0.398603,0.017472,0.191398,0.004800,0.048161,0.000768,0.013697,0.000416,0.111907,0.038465,0.058626,0.212518,0.001952,0.000672,0.899578
0.396460,0.020960,0.191686,0.004960,0.048290,0.000832,0.013856,0.000640,0.114851,0.035265,0.059169,0.212422,0.001472,0.000736,0.900186
0.395980,0.017632,0.191206,0.004928,0.048129,0.000800,0.013537,0.000640,0.135044,0.042369,0.070530,0.251463,0.001664,0.000608,0.934811
0.396396,0.017601,0.191429,0.004864,0.047938,0.000800,0.013536,0.000416,0.111620,0.034561,0.058561,0.208166,0.001601,0.000704,0.891227
0.396588,0.017696,0.191494,0.004832,0.047938,0.000800,0.013568,0.000416,0.109571,0.034561,0.058562,0.205766,0.001760,0.000416,0.888890
0.396332,0.017504,0.191430,0.004864,0.048449,0.000736,0.013569,0.000416,0.109059,0.037217,0.056770,0.206086,0.001632,0.000672,0.889498
0.413069,0.017440,0.191046,0.005120,0.048385,0.000832,0.013505,0.000416,0.110019,0.035201,0.061538,0.209894,0.001664,0.000384,0.909723
0.395980,0.017441,0.191333,0.005312,0.048770,0.001024,0.013728,0.000416,0.110340,0.034145,0.057857,0.205670,0.001568,0.000576,0.889595
0.396172,0.017536,0.191334,0.004896,0.048193,0.000800,0.013601,0.000448,0.114147,0.034753,0.066114,0.218246,0.001952,0.000416,0.901179
0.396107,0.017504,0.191910,0.005344,0.066946,0.000800,0.013696,0.000448,0.111844,0.034657,0.059458,0.208967,0.001728,0.000384,0.911963
0.396908,0.017473,0.191429,0.005280,0.048098,0.000768,0.013568,0.000416,0.114756,0.036065,0.067938,0.222023,0.001600,0.000416,0.906875
0.396588,0.017569,0.191557,0.005088,0.048034,0.000768,0.014176,0.000448,0.108676,0.032865,0.056705,0.201382,0.001728,0.000672,0.885722
0.395627,0.017376,0.191174,0.005088,0.048193,0.000800,0.013793,0.000448,0.111427,0.033665,0.059202,0.207686,0.001696,0.000448,0.890074
0.412236,0.017696,0.191590,0.005088,0.048801,0.000832,0.013697,0.000416,0.113539,0.040449,0.060802,0.217958,0.001856,0.000672,0.918715
0.394795,0.017505,0.191430,0.005056,0.048065,0.000800,0.013633,0.000416,0.096898,0.030688,0.060226,0.191013,0.001696,0.000416,0.872729
0.395468,0.017600,0.191430,0.005280,0.048738,0.000864,0.013664,0.000416,0.111363,0.034145,0.058114,0.206726,0.001600,0.000640,0.890138
0.395499,0.017537,0.209606,0.005152,0.048130,0.000800,0.013600,0.000416,0.107491,0.034209,0.058914,0.204870,0.001856,0.000640,0.906138
0.395724,0.017697,0.191557,0.004897,0.048673,0.000832,0.013889,0.000448,0.105507,0.034881,0.063202,0.206790,0.001856,0.000416,0.890491
