Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.429521,0.017729,0.201960,0.005376,0.048002,0.205704,0.000672,0.001760,0.001088,0.000320,0.919524
0.415696,0.017473,0.201928,0.005216,0.047938,0.197384,0.000928,0.001728,0.001088,0.000352,0.896771
0.420400,0.017473,0.202088,0.005280,0.049506,0.192072,0.000800,0.001856,0.001088,0.000352,0.898755
0.415120,0.017665,0.202152,0.005472,0.048898,0.210888,0.000672,0.001888,0.001089,0.000320,0.911556
0.416464,0.017697,0.202216,0.005280,0.048674,0.194823,0.000704,0.002016,0.001216,0.000608,0.896739
0.415473,0.017504,0.202344,0.005345,0.048641,0.195464,0.000672,0.001952,0.001152,0.000352,0.896067
0.419760,0.017569,0.202664,0.005280,0.047650,0.201640,0.000672,0.001920,0.001152,0.000320,0.905571
0.433809,0.017601,0.202984,0.005216,0.048834,0.199272,0.000672,0.001792,0.001184,0.000352,0.919716
0.416272,0.020929,0.202952,0.005312,0.048418,0.202024,0.000640,0.001760,0.001217,0.000608,0.907332
0.415409,0.017632,0.202248,0.005088,0.048226,0.189064,0.000832,0.001728,0.001152,0.000352,0.888963
0.416561,0.017472,0.202728,0.005248,0.048354,0.186984,0.000736,0.001792,0.001184,0.000352,0.888419
0.415184,0.017537,0.202184,0.005312,0.048386,0.202408,0.000672,0.001824,0.001248,0.000384,0.902627
0.415568,0.017505,0.202440,0.005248,0.048834,0.190183,0.000736,0.001792,0.001088,0.000320,0.891107
0.415440,0.017569,0.202312,0.005344,0.048354,0.189095,0.000928,0.001856,0.001088,0.000224,0.889763
0.439761,0.017952,0.202280,0.005376,0.049026,0.187048,0.000672,0.002016,0.001152,0.000224,0.912708
0.415632,0.017665,0.203144,0.005312,0.047778,0.189576,0.000704,0.001856,0.001088,0.000352,0.890819
0.415216,0.017696,0.202600,0.005312,0.048770,0.187816,0.000640,0.001792,0.001152,0.000320,0.888707
0.415952,0.017825,0.202664,0.005248,0.048642,0.203464,0.000672,0.001984,0.001152,0.000576,0.906467
0.416881,0.017632,0.203624,0.005281,0.048770,0.189479,0.000704,0.002112,0.001184,0.000512,0.893411
0.420433,0.017729,0.202504,0.005184,0.048546,0.187719,0.000832,0.001760,0.001120,0.000288,0.893603
0.415504,0.017473,0.202280,0.005312,0.047842,0.177479,0.000800,0.001888,0.001248,0.000384,0.877026
0.420209,0.017697,0.219272,0.005409,0.048545,0.227401,0.000672,0.001761,0.001152,0.000352,0.949830
0.420465,0.017440,0.202664,0.005313,0.049346,0.194183,0.000768,0.001920,0.001152,0.000352,0.901027
0.415793,0.017760,0.202248,0.005312,0.048066,0.201672,0.000672,0.001824,0.001121,0.000352,0.902372
0.415568,0.017569,0.202152,0.005344,0.048258,0.190632,0.000832,0.001760,0.001056,0.000352,0.890627
0.420656,0.017505,0.202056,0.005408,0.047682,0.203400,0.000800,0.001792,0.001216,0.000352,0.908707
0.414481,0.017696,0.202280,0.005281,0.048449,0.199815,0.000704,0.001888,0.001088,0.000352,0.899012
0.416528,0.017729,0.202984,0.005344,0.048578,0.186407,0.000896,0.001760,0.001216,0.000576,0.890210
0.420049,0.017568,0.220265,0.005216,0.048866,0.186984,0.000672,0.002112,0.001152,0.000352,0.911204
0.417072,0.017633,0.202568,0.005312,0.049026,0.207624,0.000736,0.001985,0.001408,0.000352,0.911876
0.420209,0.017473,0.202696,0.005440,0.048578,0.193831,0.000864,0.001697,0.001088,0.000352,0.899492
0.414321,0.017536,0.202536,0.005281,0.048929,0.203688,0.000832,0.001920,0.001184,0.000352,0.903940
0.419793,0.017440,0.202696,0.005312,0.048546,0.184072,0.000768,0.001824,0.001184,0.000352,0.888579
0.420369,0.017441,0.203176,0.005216,0.048610,0.184839,0.000640,0.001984,0.001120,0.000352,0.891011
0.415216,0.017633,0.202504,0.005344,0.047906,0.189736,0.000640,0.001792,0.001216,0.000320,0.889283
0.415312,0.017761,0.222025,0.005184,0.048034,0.205032,0.000640,0.001856,0.001152,0.000288,0.924964
0.415665,0.017504,0.203336,0.005312,0.048322,0.200744,0.000800,0.001760,0.001248,0.000577,0.902148
0.420400,0.017697,0.202952,0.005280,0.048546,0.200776,0.000768,0.001952,0.001120,0.000224,0.907235
0.420273,0.017505,0.203400,0.005344,0.047970,0.187655,0.000832,0.001728,0.001152,0.000320,0.893667
0.419601,0.017760,0.202760,0.005345,0.047969,0.186567,0.000704,0.001664,0.001088,0.000384,0.891235
0.415409,0.021025,0.203016,0.005280,0.047970,0.204712,0.000640,0.001888,0.001344,0.000352,0.908388
0.420432,0.017281,0.202504,0.005248,0.047778,0.200584,0.000768,0.001984,0.001120,0.000352,0.904995
0.415409,0.017504,0.221321,0.005184,0.047842,0.202440,0.000768,0.001920,0.001088,0.000320,0.921348
0.414928,0.017825,0.202984,0.005280,0.047970,0.227401,0.000800,0.002080,0.001152,0.000320,0.927652
0.415473,0.017568,0.202792,0.005377,0.048545,0.189287,0.000736,0.001824,0.001152,0.000384,0.890403
0.414928,0.017633,0.202408,0.005344,0.048450,0.192839,0.000705,0.002336,0.001216,0.000352,0.893187
0.415057,0.017600,0.202248,0.005281,0.048674,0.190471,0.000736,0.001664,0.001184,0.000256,0.890115
0.420817,0.017569,0.203432,0.005248,0.048770,0.191495,0.000672,0.001760,0.001184,0.000352,0.898979
0.415888,0.017504,0.202856,0.005408,0.048514,0.201704,0.000704,0.001824,0.001184,0.000352,0.902723
0.414992,0.017473,0.221193,0.005280,0.048290,0.180583,0.000960,0.001824,0.001056,0.000352,0.899363
0.414769,0.017920,0.202056,0.005313,0.048449,0.191016,0.000672,0.001824,0.001056,0.000352,0.890339
0.416112,0.017505,0.202312,0.005312,0.047874,0.178823,0.000672,0.001856,0.000960,0.000352,0.878274
0.419568,0.017473,0.202280,0.005248,0.047746,0.189607,0.000608,0.002016,0.000992,0.000320,0.892482
0.437265,0.017473,0.203016,0.005280,0.048610,0.195496,0.000608,0.001824,0.001312,0.000352,0.919076
0.416080,0.017473,0.203272,0.005024,0.048002,0.193224,0.000704,0.001792,0.001408,0.000352,0.894979
0.415600,0.017633,0.202056,0.005248,0.047778,0.193831,0.000704,0.001696,0.001120,0.000320,0.893059
0.415441,0.017696,0.221865,0.005152,0.047298,0.195624,0.000704,0.001728,0.001120,0.000352,0.914660
0.415760,0.017473,0.202760,0.005248,0.047586,0.189575,0.000993,0.002688,0.001184,0.000352,0.892419
0.420016,0.017697,0.202696,0.005216,0.047522,0.190344,0.000640,0.001760,0.001088,0.000352,0.894819
0.419729,0.017440,0.202664,0.005312,0.047074,0.192616,0.000640,0.001760,0.001056,0.000320,0.896003
0.432049,0.017505,0.202600,0.005312,0.046882,0.221224,0.000832,0.001888,0.001057,0.000352,0.937221
0.415152,0.017409,0.202376,0.005056,0.047650,0.194184,0.000672,0.001824,0.001056,0.000320,0.892803
0.419760,0.017505,0.202600,0.005280,0.046882,0.190727,0.000705,0.002048,0.001248,0.000352,0.894307
0.419376,0.017345,0.221737,0.005248,0.046850,0.182503,0.000672,0.001760,0.001088,0.000288,0.904611
0.420784,0.017505,0.202568,0.005408,0.048386,0.189511,0.000672,0.001824,0.001152,0.000352,0.895651
0.419728,0.017537,0.202376,0.005280,0.046882,0.194984,0.000704,0.001952,0.001088,0.000352,0.898147
0.417200,0.017505,0.202376,0.005280,0.047906,0.194984,0.000704,0.001824,0.001120,0.000352,0.896419
0.447762,0.017505,0.202888,0.005312,0.047650,0.205768,0.000736,0.002176,0.001152,0.000352,0.939653
0.415345,0.017665,0.202247,0.005313,0.048258,0.197959,0.000832,0.001760,0.001248,0.000352,0.898308
0.420593,0.017696,0.202120,0.005249,0.049409,0.198568,0.000640,0.002048,0.001152,0.000288,0.905668
0.419856,0.017761,0.221736,0.005281,0.048450,0.196839,0.000640,0.002048,0.001249,0.000352,0.921892
0.415696,0.017632,0.201896,0.005312,0.048322,0.197800,0.000672,0.002048,0.001216,0.000320,0.898083
0.420497,0.017569,0.202088,0.005344,0.048930,0.193031,0.000672,0.001696,0.001249,0.000352,0.898916
0.415536,0.017793,0.202344,0.005344,0.048674,0.200008,0.000736,0.001920,0.001280,0.000320,0.901475
0.417008,0.017473,0.202472,0.005312,0.047938,0.199912,0.000768,0.001888,0.001216,0.000320,0.902787
0.420625,0.017696,0.202536,0.005345,0.048161,0.199048,0.000800,0.002048,0.001152,0.000385,0.905764
0.420432,0.017953,0.202984,0.005408,0.048098,0.194120,0.000832,0.001888,0.001248,0.000352,0.901635
0.453330,0.017761,0.203112,0.005280,0.047522,0.197256,0.000672,0.001952,0.001184,0.000320,0.936549
0.415664,0.017505,0.203048,0.005280,0.048674,0.195656,0.000832,0.001824,0.001440,0.000352,0.898467
0.415600,0.017473,0.202888,0.005472,0.048194,0.191911,0.000768,0.002017,0.001280,0.000384,0.894307
0.415888,0.017728,0.202760,0.005248,0.048514,0.187880,0.000704,0.001856,0.001056,0.000608,0.907300
0.419760,0.017505,0.203048,0.005216,0.049090,0.191624,0.000704,0.001856,0.001216,0.000320,0.898467
0.420465,0.017537,0.202919,0.005313,0.048674,0.200135,0.000704,0.001856,0.001152,0.000320,0.906756
0.419920,0.017632,0.202536,0.005440,0.048290,0.200744,0.000736,0.001792,0.001120,0.000352,0.906083
0.439505,0.017729,0.202856,0.005312,0.048930,0.193031,0.000608,0.001857,0.001152,0.000352,0.919588
0.416208,0.017377,0.202920,0.005280,0.048738,0.188519,0.000833,0.002016,0.001152,0.000352,0.891171
0.420496,0.017761,0.202664,0.005312,0.048578,0.190951,0.000704,0.002080,0.001152,0.000352,0.898339
0.415920,0.017505,0.202696,0.005376,0.048546,0.233769,0.000832,0.001888,0.001120,0.000352,0.936453
0.416016,0.017536,0.202696,0.005312,0.048354,0.192904,0.000832,0.001856,0.001216,0.000320,0.894499
0.420401,0.017568,0.202600,0.005537,0.048481,0.191016,0.000832,0.001824,0.001120,0.000320,0.897475
0.421328,0.017537,0.204264,0.005312,0.048802,0.193832,0.000736,0.002048,0.001312,0.000352,0.903843
0.432529,0.017665,0.203560,0.005280,0.048418,0.202920,0.000864,0.001824,0.001184,0.000352,0.922660
0.420592,0.017664,0.202824,0.005536,0.048034,0.198216,0.000800,0.001856,0.001216,0.000352,0.904739
0.420753,0.017568,0.202600,0.005473,0.048577,0.190696,0.000800,0.001888,0.001184,0.000352,0.897443
0.420529,0.017664,0.202344,0.005249,0.067202,0.206632,0.000704,0.001985,0.001152,0.000320,0.932357
0.415601,0.017537,0.203176,0.005312,0.047618,0.191367,0.000864,0.002080,0.001152,0.000320,0.892547
0.416784,0.017697,0.202888,0.005248,0.048546,0.195143,0.000736,0.002144,0.001216,0.000416,0.899395
0.416112,0.017505,0.202536,0.005216,0.048770,0.192168,0.000864,0.001888,0.001184,0.000320,0.894115
0.438865,0.017505,0.202504,0.005344,0.047810,0.206184,0.000704,0.001824,0.001216,0.000352,0.930436
0.416625,0.017664,0.202504,0.005249,0.048258,0.214504,0.000896,0.001888,0.001216,0.000352,0.916612
0.420112,0.017441,0.202152,0.005376,0.047490,0.189928,0.000800,0.002016,0.001184,0.000352,0.894499
0.420305,0.017729,0.217512,0.005280,0.047778,0.186664,0.000864,0.001888,0.001248,0.000352,0.907716
0.416272,0.017473,0.202664,0.005248,0.048930,0.191591,0.000672,0.001697,0.001152,0.000320,0.894019
0.420177,0.017537,0.203400,0.005312,0.048674,0.196104,0.000672,0.001728,0.001376,0.000384,0.902948
0.420656,0.017665,0.202568,0.005216,0.048482,0.188519,0.000672,0.001856,0.001152,0.000352,0.895235
0.437329,0.017632,0.203304,0.005281,0.047553,0.196904,0.000864,0.001952,0.001120,0.000288,0.919716
0.420464,0.017505,0.202984,0.005344,0.047778,0.205288,0.000768,0.001920,0.001216,0.000352,0.911651
0.416720,0.017409,0.202280,0.005312,0.047266,0.194183,0.000832,0.001824,0.001120,0.000321,0.894723
0.420080,0.017473,0.220168,0.005153,0.048354,0.193639,0.000672,0.001984,0.001152,0.000320,0.917347
0.419825,0.017568,0.203400,0.005313,0.048514,0.198759,0.000704,0.002081,0.001152,0.000352,0.904868
0.419824,0.017697,0.202824,0.005280,0.047874,0.190055,0.000640,0.001792,0.001120,0.000352,0.895011
0.420913,0.017505,0.202568,0.005376,0.047618,0.183815,0.000640,0.002048,0.001120,0.000320,0.889411
0.420048,0.017697,0.203240,0.005280,0.047778,0.183367,0.000704,0.001888,0.001217,0.000352,0.889379
0.420273,0.017441,0.202919,0.005536,0.047714,0.193895,0.000704,0.001920,0.001120,0.000352,0.899491
0.415504,0.017793,0.202568,0.005248,0.047618,0.199688,0.000704,0.001760,0.001216,0.000352,0.900835
0.420401,0.017537,0.221000,0.005376,0.048610,0.205928,0.000897,0.002080,0.001504,0.000320,0.931493
0.420049,0.017600,0.204071,0.005280,0.049890,0.186023,0.000704,0.002144,0.001120,0.000352,0.895651
0.415984,0.017761,0.202952,0.005312,0.048578,0.191207,0.000736,0.002048,0.001024,0.000352,0.893603
0.415856,0.017537,0.202984,0.005344,0.048450,0.192231,0.000960,0.001824,0.001056,0.000320,0.894467
0.421361,0.017665,0.202504,0.005248,0.048354,0.185735,0.000800,0.001792,0.001120,0.000352,0.892259
0.420336,0.017537,0.202728,0.005248,0.048322,0.192520,0.000896,0.001824,0.001184,0.000576,0.899203
0.420464,0.017697,0.202280,0.005344,0.048290,0.195592,0.000832,0.001856,0.001088,0.000384,0.901187
0.420208,0.045154,0.202824,0.005216,0.049090,0.193480,0.000672,0.001824,0.001120,0.000320,0.927780
0.420208,0.017697,0.202088,0.005280,0.047842,0.194344,0.000672,0.001888,0.001120,0.000352,0.898979
0.420624,0.017825,0.203464,0.005312,0.047266,0.199240,0.000704,0.002112,0.001344,0.000352,0.906467
0.420464,0.017761,0.202696,0.005216,0.048418,0.190920,0.000928,0.001984,0.001088,0.000352,0.897475
0.422352,0.017761,0.205064,0.005248,0.047842,0.209352,0.000896,0.001889,0.001312,0.000352,0.921796
0.416049,0.018048,0.203880,0.005345,0.048834,0.197287,0.000960,0.002177,0.001184,0.000352,0.902020
0.421200,0.017665,0.203528,0.005536,0.048418,0.194216,0.000832,0.001824,0.001152,0.000352,0.902499
0.433745,0.017473,0.203208,0.005280,0.048482,0.192807,0.000864,0.002081,0.001120,0.000384,0.912516
0.415665,0.017504,0.202440,0.005313,0.047809,0.185287,0.000864,0.001888,0.001248,0.000352,0.886307
0.421201,0.017664,0.202984,0.005313,0.048417,0.199655,0.000704,0.001792,0.000992,0.000608,0.906724
0.421329,0.017728,0.203016,0.005281,0.048097,0.240841,0.000960,0.001888,0.001088,0.000384,0.948325
0.415280,0.017569,0.203688,0.005376,0.047714,0.187047,0.000672,0.001920,0.001088,0.000384,0.888322
0.415504,0.017409,0.202696,0.005312,0.048162,0.202856,0.000704,0.001824,0.001088,0.000384,0.903811
0.415152,0.017697,0.202856,0.005056,0.047682,0.194152,0.000704,0.001824,0.001120,0.000320,0.893827
0.447121,0.017761,0.203112,0.005504,0.048706,0.196488,0.000800,0.002144,0.001248,0.000384,0.931332
0.415761,0.017600,0.202855,0.005409,0.048034,0.193159,0.000832,0.001824,0.001280,0.000352,0.894179
0.415889,0.017664,0.202695,0.005217,0.048514,0.190599,0.000704,0.002080,0.001184,0.000352,0.892547
0.420656,0.017505,0.202632,0.005472,0.047746,0.206920,0.000800,0.001984,0.001152,0.000352,0.912579
0.415664,0.017409,0.202600,0.005312,0.047586,0.190951,0.000640,0.001792,0.001088,0.000384,0.890242
0.416880,0.018209,0.202984,0.005312,0.047874,0.184455,0.000672,0.001857,0.001120,0.000320,0.886243
0.415408,0.017664,0.203080,0.005504,0.048578,0.193064,0.000672,0.001952,0.001088,0.000352,0.894851
0.434801,0.017601,0.202824,0.005376,0.048034,0.188327,0.000800,0.001952,0.001248,0.000384,0.909284
0.415856,0.017633,0.203144,0.005152,0.047650,0.185511,0.000672,0.001824,0.001152,0.000320,0.886307
0.415760,0.018017,0.202312,0.005248,0.048642,0.191879,0.000705,0.002016,0.001120,0.000352,0.893315
0.420433,0.017537,0.203304,0.005344,0.048514,0.185703,0.000768,0.001792,0.001152,0.000320,0.892899
0.416016,0.017729,0.203144,0.005344,0.048162,0.193096,0.000704,0.001920,0.001120,0.000352,0.894691
0.415504,0.017569,0.201992,0.005056,0.048642,0.195239,0.000800,0.001985,0.001152,0.000320,0.895459
0.415696,0.017537,0.202376,0.005312,0.048194,0.193192,0.000896,0.002112,0.001152,0.000352,0.893987
0.437457,0.017729,0.202440,0.005280,0.048290,0.182951,0.000672,0.001728,0.001120,0.000352,0.904996
0.420017,0.017473,0.202120,0.005280,0.048674,0.191687,0.000672,0.001792,0.001088,0.000320,0.896483
0.420656,0.017633,0.202248,0.005216,0.047490,0.182663,0.000704,0.001984,0.001088,0.000320,0.887266
0.415760,0.017793,0.202152,0.005280,0.048162,0.183687,0.000768,0.002016,0.001216,0.000384,0.884610
0.420848,0.017441,0.202760,0.005216,0.047458,0.183399,0.000896,0.001857,0.001248,0.000320,0.888707
0.415344,0.017761,0.202120,0.005344,0.048194,0.213576,0.000672,0.001856,0.001088,0.000352,0.912996
0.416016,0.017569,0.202152,0.005248,0.048386,0.193000,0.000704,0.001824,0.001184,0.000352,0.893955
0.420625,0.017633,0.220232,0.005408,0.047746,0.202184,0.000704,0.001728,0.001120,0.000320,0.925381
0.419792,0.017729,0.202120,0.005440,0.048578,0.205448,0.000704,0.001824,0.001152,0.000320,0.910243
0.419696,0.017377,0.202408,0.005280,0.048706,0.187783,0.000768,0.001856,0.001280,0.000320,0.892451
0.415504,0.017665,0.202440,0.005280,0.047650,0.190983,0.000832,0.001696,0.001344,0.000320,0.890883
0.415888,0.017505,0.202536,0.005312,0.047906,0.186855,0.000800,0.001792,0.001152,0.000352,0.886882
0.415984,0.017601,0.203112,0.005312,0.048866,0.192583,0.000704,0.001952,0.001216,0.000352,0.895011
0.416145,0.017408,0.202472,0.005313,0.049474,0.196391,0.000672,0.001952,0.001184,0.000288,0.898691
0.415728,0.017473,0.220393,0.005504,0.047458,0.192199,0.000640,0.001793,0.001056,0.000352,0.910628
0.415568,0.017569,0.202568,0.005280,0.049570,0.190888,0.000672,0.001888,0.001216,0.000320,0.892355
0.415536,0.017633,0.202440,0.005248,0.048962,0.202280,0.000736,0.002048,0.001216,0.000352,0.904355
0.419824,0.017409,0.202472,0.005280,0.048514,0.205416,0.000640,0.001952,0.001216,0.000352,0.910691
0.432241,0.017441,0.202344,0.005248,0.048066,0.207016,0.000832,0.001760,0.001088,0.000320,0.923812
0.419728,0.017729,0.202600,0.005280,0.048994,0.194407,0.000737,0.002048,0.001120,0.000320,0.900163
0.420593,0.017440,0.202376,0.005281,0.048098,0.186919,0.000640,0.001920,0.001152,0.000320,0.891747
0.420208,0.017473,0.222249,0.005184,0.047586,0.202888,0.001088,0.002016,0.001024,0.000352,0.928388
0.415249,0.017761,0.202151,0.005249,0.047618,0.190087,0.000704,0.001984,0.001088,0.000320,0.889603
0.420048,0.017601,0.202056,0.005312,0.047170,0.189319,0.000704,0.001825,0.001152,0.000352,0.893347
0.415536,0.017505,0.203528,0.005344,0.048194,0.184775,0.000800,0.002048,0.001024,0.000384,0.886178
0.436786,0.017568,0.201928,0.005280,0.048386,0.187784,0.000704,0.001792,0.001152,0.000352,0.908644
0.420721,0.017664,0.202216,0.005249,0.048001,0.184840,0.000896,0.001856,0.001152,0.000352,0.890211
0.415792,0.017665,0.202056,0.005248,0.047970,0.194791,0.000865,0.001728,0.001184,0.000352,0.895331
0.415760,0.017377,0.203016,0.005312,0.068547,0.183591,0.000800,0.001728,0.001184,0.000320,0.905251
0.415984,0.017472,0.202504,0.005248,0.049826,0.189960,0.000704,0.001824,0.001152,0.000352,0.891459
0.415536,0.017441,0.202184,0.005376,0.047842,0.179367,0.000736,0.001760,0.001120,0.000288,0.878722
0.419825,0.017505,0.202247,0.005249,0.047298,0.177447,0.000640,0.001760,0.000960,0.000352,0.879715
0.440273,0.017633,0.202152,0.005248,0.047138,0.189159,0.000640,0.001792,0.001248,0.000352,0.912260
0.415824,0.017729,0.202504,0.005248,0.047906,0.197159,0.000672,0.001953,0.001184,0.000352,0.898563
0.415472,0.017409,0.202504,0.005344,0.048002,0.180935,0.000672,0.001824,0.001184,0.000352,0.880706
0.420176,0.017377,0.203048,0.005312,0.047778,0.217032,0.000672,0.001793,0.001184,0.000384,0.922980
0.415248,0.017697,0.202152,0.005376,0.047330,0.189799,0.000704,0.001888,0.001088,0.000320,0.888611
0.415120,0.017569,0.202312,0.005280,0.047906,0.171622,0.000704,0.001761,0.001312,0.000352,0.871010
0.420145,0.017664,0.202088,0.005313,0.047522,0.197575,0.000704,0.001792,0.001152,0.000385,0.901540
0.441585,0.017345,0.202024,0.005280,0.047234,0.188711,0.000737,0.001728,0.001216,0.000288,0.913700
0.414672,0.017409,0.203016,0.005280,0.047298,0.192775,0.000704,0.001728,0.001184,0.000320,0.891266
0.415376,0.017249,0.201959,0.005313,0.047138,0.194759,0.000736,0.001728,0.001312,0.000352,0.892642
0.415153,0.017632,0.202440,0.005377,0.047874,0.194567,0.000672,0.001952,0.001088,0.000384,0.893987
0.415440,0.017440,0.202440,0.005312,0.047458,0.190216,0.000736,0.001792,0.001184,0.000320,0.890851
0.415472,0.017377,0.202568,0.005312,0.047106,0.190823,0.000608,0.001729,0.001120,0.000352,0.889283
0.416080,0.017729,0.202632,0.005312,0.047458,0.191592,0.000704,0.001824,0.001088,0.000320,0.891811
0.434385,0.017760,0.202856,0.005473,0.048001,0.198632,0.000704,0.001792,0.001184,0.000576,0.918371
0.415984,0.017473,0.202120,0.005312,0.048098,0.201128,0.000768,0.001760,0.001152,0.000352,0.901187
0.416080,0.017633,0.202504,0.005280,0.049570,0.186151,0.000736,0.001728,0.001152,0.000384,0.888354
0.420304,0.017697,0.204360,0.005152,0.048354,0.196520,0.000832,0.001728,0.001088,0.000352,0.903619
0.419568,0.017376,0.202312,0.005280,0.048354,0.203976,0.000672,0.001696,0.001120,0.000352,0.907812
0.420625,0.017345,0.202119,0.004993,0.047458,0.183303,0.000672,0.001728,0.001152,0.000352,0.886723
0.415184,0.017313,0.202152,0.005312,0.047330,0.197736,0.000736,0.001728,0.000928,0.000320,0.896419
0.415345,0.017664,0.219657,0.005376,0.047074,0.202952,0.000800,0.001984,0.001152,0.000320,0.921796
0.415952,0.017633,0.202536,0.005280,0.048258,0.200424,0.000704,0.002080,0.000992,0.000384,0.901795
0.420433,0.017537,0.202760,0.005472,0.047554,0.205960,0.000704,0.001792,0.001056,0.000320,0.913700
0.419985,0.017505,0.204616,0.005344,0.048546,0.185223,0.000704,0.001824,0.001152,0.000320,0.892387
0.420176,0.017441,0.202440,0.005376,0.047906,0.192296,0.000672,0.002016,0.001056,0.000320,0.897731
0.415696,0.017697,0.202696,0.005312,0.049250,0.199272,0.000736,0.001824,0.001088,0.000384,0.901091
0.416048,0.017505,0.202568,0.005440,0.048066,0.203912,0.000704,0.001952,0.001088,0.000384,0.905699
0.414928,0.017601,0.218472,0.005409,0.048481,0.184391,0.000672,0.001824,0.000992,0.000352,0.900931
0.414768,0.018113,0.202856,0.005408,0.049154,0.184807,0.000704,0.001888,0.001184,0.000224,0.886818
0.414928,0.017697,0.202600,0.005280,0.048322,0.203048,0.000672,0.002048,0.001152,0.000384,0.903811
0.420400,0.017633,0.202920,0.005280,0.048546,0.206184,0.000704,0.001792,0.001089,0.000352,0.913828
0.415665,0.017472,0.202696,0.005313,0.048386,0.185703,0.000608,0.001696,0.001152,0.000320,0.886115
0.415152,0.017633,0.203240,0.005312,0.048226,0.198888,0.000736,0.001760,0.001184,0.000352,0.901411
0.415504,0.017665,0.202856,0.005344,0.048610,0.188295,0.000672,0.001856,0.001025,0.000352,0.889123
0.415824,0.017793,0.223529,0.005248,0.048482,0.196680,0.000960,0.001920,0.001024,0.000288,0.919876
0.415472,0.017729,0.203272,0.005312,0.048610,0.191272,0.000800,0.001952,0.001120,0.000320,0.893187
0.419664,0.017472,0.202792,0.005280,0.048770,0.200840,0.000960,0.001664,0.001184,0.000352,0.906371
0.419856,0.017697,0.202280,0.005280,0.048514,0.196840,0.000704,0.001696,0.001248,0.000256,0.902020
0.432305,0.017472,0.202440,0.005281,0.048321,0.179816,0.000736,0.001792,0.000960,0.000352,0.898499
0.415025,0.017632,0.202248,0.005281,0.047713,0.178503,0.000736,0.001761,0.001184,0.000384,0.877923
0.422129,0.017697,0.202759,0.005281,0.048354,0.181639,0.000672,0.001664,0.001216,0.000384,0.890083
0.415504,0.017569,0.224425,0.005216,0.048066,0.194503,0.000800,0.001888,0.001089,0.000288,0.917188
0.416784,0.017537,0.203112,0.005600,0.048546,0.200904,0.000960,0.001856,0.001216,0.000352,0.906403
0.416209,0.017504,0.203656,0.005345,0.047873,0.202440,0.000768,0.002017,0.001088,0.000384,0.904516
0.419568,0.017632,0.203112,0.005280,0.048386,0.194952,0.000736,0.001824,0.001056,0.000256,0.900835
0.434769,0.017728,0.202600,0.005377,0.048674,0.188103,0.000736,0.001824,0.001120,0.000320,0.908227
0.415728,0.017761,0.203016,0.005056,0.048450,0.189544,0.000704,0.001760,0.000992,0.000352,0.890467
0.420016,0.017696,0.202536,0.005248,0.048514,0.188680,0.000736,0.001984,0.001248,0.000256,0.893891
0.420304,0.017665,0.202696,0.005376,0.064355,0.200904,0.000736,0.001792,0.000992,0.000352,0.923268
0.415824,0.017697,0.204168,0.005280,0.048162,0.184232,0.000768,0.002112,0.001120,0.000320,0.887491
0.421232,0.017441,0.203176,0.005280,0.048290,0.189255,0.000673,0.001728,0.000928,0.000352,0.895843
0.415248,0.017793,0.202696,0.005280,0.047810,0.178919,0.000672,0.001920,0.000992,0.000320,0.878466
0.441585,0.017729,0.203624,0.005248,0.047394,0.195592,0.000704,0.001696,0.001184,0.000352,0.923172
0.416561,0.017696,0.203144,0.005089,0.047873,0.186408,0.000832,0.001696,0.001088,0.000352,0.887555
0.415920,0.017569,0.203848,0.005280,0.047234,0.180615,0.000704,0.001920,0.001120,0.000352,0.882434
0.415760,0.017601,0.202760,0.005216,0.048130,0.214984,0.000768,0.001760,0.001056,0.000384,0.915715
0.415664,0.017473,0.202824,0.005312,0.048546,0.194504,0.000704,0.001696,0.001120,0.000384,0.897059
0.415697,0.017537,0.202823,0.005313,0.048642,0.199687,0.000705,0.001920,0.001024,0.000320,0.901220
0.420721,0.017728,0.202920,0.005249,0.048289,0.195432,0.000704,0.001824,0.001024,0.000384,0.900739
0.435217,0.018241,0.202632,0.005280,0.048290,0.207304,0.000736,0.001664,0.001120,0.000448,0.928100
0.416880,0.017505,0.202632,0.005312,0.048258,0.200040,0.001056,0.002048,0.001888,0.000352,0.907491
0.414832,0.017569,0.202567,0.005280,0.048066,0.191719,0.000640,0.001792,0.001280,0.000352,0.890562
0.420944,0.017505,0.202952,0.005248,0.048226,0.233929,0.000800,0.002048,0.001152,0.000288,0.942340
0.415376,0.017632,0.202856,0.005280,0.048674,0.181895,0.000640,0.001760,0.001120,0.000608,0.883363
0.415472,0.017537,0.203016,0.005344,0.048130,0.178343,0.000640,0.001888,0.001216,0.000320,0.878946
0.415664,0.017601,0.202408,0.005248,0.047970,0.171655,0.000640,0.001888,0.001376,0.000384,0.872162
0.431153,0.017569,0.203208,0.005280,0.048290,0.194280,0.000704,0.001888,0.001024,0.000320,0.911972
0.416112,0.017633,0.202664,0.005312,0.048098,0.189511,0.000704,0.001856,0.001056,0.000352,0.890658
0.416209,0.017632,0.202024,0.005249,0.048674,0.190119,0.000704,0.001920,0.001088,0.000416,0.891875
0.416112,0.017537,0.202696,0.005344,0.047682,0.216808,0.000736,0.001984,0.001120,0.000352,0.917859
