Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],TEE[5-10],classifier
0.415889,0.017408,0.202280,0.005281,0.047105,0.133798,0.888739
0.416400,0.017729,0.202696,0.005248,0.047106,0.136325,0.892323
0.415824,0.017505,0.202664,0.005056,0.047042,0.136933,0.893315
0.416176,0.017665,0.202632,0.005312,0.047586,0.135045,0.892643
0.416273,0.017696,0.203080,0.005569,0.046881,0.159687,0.915716
0.418768,0.017665,0.203208,0.005312,0.047266,0.135109,0.895139
0.417425,0.017760,0.219881,0.005216,0.048226,0.140678,0.918564
0.416272,0.017697,0.202504,0.005024,0.048482,0.137925,0.896387
0.415280,0.017696,0.202696,0.005248,0.047490,0.136006,0.897571
0.415888,0.017601,0.203848,0.005056,0.049218,0.132773,0.890755
0.416464,0.017697,0.202760,0.004992,0.048130,0.139077,0.903203
0.416081,0.018208,0.205288,0.005249,0.048002,0.137189,0.901060
0.416496,0.017665,0.203112,0.004800,0.047810,0.160710,0.920804
0.416209,0.017728,0.217960,0.005120,0.047426,0.126405,0.899684
0.415984,0.017537,0.202216,0.005248,0.047170,0.136901,0.891715
0.415344,0.017760,0.203528,0.005248,0.047202,0.126277,0.880355
0.415440,0.017825,0.203528,0.004960,0.047330,0.133317,0.890659
0.431889,0.017825,0.203080,0.004832,0.047522,0.136358,0.913924
0.416464,0.017505,0.202792,0.005216,0.047458,0.152710,0.909284
0.416080,0.017537,0.203304,0.005248,0.046978,0.128581,0.886211
0.415505,0.017632,0.203656,0.004833,0.047137,0.163751,0.921700
0.416400,0.017697,0.203048,0.005312,0.047042,0.130725,0.887171
0.416177,0.017696,0.202760,0.005281,0.047489,0.132710,0.889795
0.418000,0.017601,0.202504,0.005024,0.047842,0.159046,0.915140
0.429744,0.017632,0.202600,0.005056,0.049122,0.129957,0.898531
0.417297,0.017760,0.202792,0.005056,0.048002,0.142054,0.900835
0.416848,0.017793,0.203880,0.005344,0.048354,0.134950,0.895331
0.417680,0.017504,0.202824,0.005216,0.048418,0.146214,0.929732
0.415729,0.017568,0.202855,0.005313,0.048194,0.127269,0.885091
0.415824,0.017377,0.203080,0.005312,0.048226,0.137062,0.890883
0.415664,0.017409,0.204328,0.005280,0.048162,0.131557,0.890595
0.430641,0.017472,0.202183,0.005281,0.048450,0.164774,0.939813
0.416977,0.017600,0.202024,0.005313,0.047842,0.131333,0.890051
0.416400,0.018305,0.202472,0.005248,0.047362,0.159142,0.915683
0.416336,0.017793,0.202824,0.005248,0.047682,0.139365,0.894307
0.415344,0.017729,0.202568,0.004864,0.047170,0.139813,0.893923
0.417488,0.017761,0.203496,0.005280,0.048162,0.144966,0.909795
0.415376,0.017569,0.204584,0.005440,0.048226,0.136069,0.893987
0.415984,0.030177,0.203368,0.005217,0.048674,0.131685,0.899651
0.417040,0.017569,0.202824,0.005088,0.047810,0.133733,0.888131
0.415985,0.017504,0.202087,0.005249,0.047970,0.136133,0.897412
0.416144,0.017505,0.202152,0.005088,0.048194,0.142949,0.901379
0.416816,0.017536,0.202888,0.005024,0.048194,0.131750,0.886307
0.416913,0.017504,0.202824,0.005217,0.048417,0.138758,0.896739
0.415920,0.017409,0.203528,0.004800,0.047586,0.131173,0.894819
0.416625,0.017600,0.218857,0.005344,0.047394,0.130821,0.905668
0.416497,0.017696,0.203720,0.005217,0.048834,0.146885,0.909284
0.415761,0.017984,0.203208,0.005217,0.048417,0.129253,0.884963
0.416176,0.017505,0.203432,0.005280,0.047746,0.113540,0.868738
0.447505,0.017408,0.203880,0.005024,0.048962,0.132198,0.920580
0.416400,0.017728,0.202792,0.005248,0.048226,0.136838,0.903716
0.416880,0.017697,0.202376,0.005408,0.048162,0.130437,0.890051
0.416272,0.017601,0.202600,0.005248,0.048354,0.149798,0.906468
0.416849,0.017568,0.202408,0.005249,0.048737,0.134566,0.899267
0.415984,0.017729,0.202248,0.005184,0.048322,0.132901,0.889730
0.433169,0.017505,0.208584,0.005312,0.048098,0.129221,0.908420
0.428145,0.017761,0.202696,0.005088,0.047554,0.130405,0.896996
0.415953,0.017568,0.202664,0.005217,0.047329,0.125349,0.878627
0.415760,0.017537,0.202824,0.005248,0.048258,0.123237,0.877154
0.415664,0.017473,0.202248,0.005312,0.047938,0.130533,0.923204
0.416272,0.017441,0.203208,0.005216,0.048322,0.129957,0.890818
0.415697,0.017665,0.202759,0.005409,0.047458,0.142789,0.903236
0.416048,0.017473,0.202344,0.005088,0.048546,0.150086,0.908067
0.433521,0.017793,0.202632,0.005312,0.047650,0.135750,0.915396
0.415856,0.018433,0.202056,0.005312,0.048738,0.142438,0.899203
0.415792,0.017921,0.202856,0.004896,0.048578,0.139590,0.897827
0.417265,0.017632,0.202600,0.005024,0.047682,0.131142,0.886339
0.416401,0.017665,0.202887,0.005025,0.048194,0.142981,0.901412
0.417521,0.017664,0.202152,0.004897,0.048385,0.140485,0.899684
0.416592,0.017505,0.202664,0.005312,0.048258,0.123045,0.877666
0.415632,0.031617,0.202952,0.005089,0.048257,0.129766,0.904899
0.417009,0.017697,0.203079,0.005025,0.048098,0.143109,0.903812
0.415984,0.018305,0.202728,0.005216,0.048130,0.163174,0.921700
0.416272,0.017473,0.202984,0.005024,0.047682,0.140422,0.895843
0.417297,0.017504,0.202280,0.005088,0.048098,0.133958,0.890147
0.416592,0.017568,0.202280,0.005344,0.047938,0.138118,0.895395
0.417585,0.017441,0.202759,0.005249,0.048354,0.132197,0.888579
0.416656,0.017729,0.219368,0.005505,0.048674,0.140869,0.918500
0.415664,0.017633,0.202184,0.005216,0.048386,0.138598,0.897571
0.416656,0.017697,0.202248,0.005120,0.048802,0.144358,0.907683
0.419825,0.018529,0.203816,0.005120,0.049122,0.208200,0.981255
0.418640,0.017729,0.203336,0.005088,0.048514,0.158630,0.922212
0.429137,0.017857,0.203784,0.005088,0.048866,0.144261,0.916900
0.416688,0.017729,0.203368,0.005120,0.047970,0.139749,0.906051
0.430449,0.017825,0.202376,0.005024,0.048514,0.141542,0.914756
0.416177,0.017921,0.202407,0.005057,0.048322,0.137189,0.897059
0.416400,0.017601,0.202984,0.005024,0.048290,0.129637,0.885442
0.416112,0.021089,0.202536,0.004992,0.049154,0.160647,0.926212
0.416625,0.017696,0.202952,0.005057,0.048577,0.133414,0.895459
0.416144,0.017473,0.202920,0.004992,0.048386,0.133861,0.896003
0.417200,0.017697,0.203496,0.005056,0.048642,0.135781,0.898051
0.434289,0.017601,0.203304,0.004736,0.048194,0.136005,0.912420
0.416176,0.017760,0.203048,0.005120,0.048578,0.135622,0.899011
0.417488,0.017697,0.202696,0.005312,0.048162,0.133061,0.890627
0.416272,0.017601,0.203688,0.005248,0.047682,0.150822,0.911076
0.416368,0.017857,0.202824,0.005280,0.047522,0.138150,0.897347
0.415280,0.017697,0.202760,0.005024,0.047330,0.135397,0.895139
0.415792,0.017664,0.201960,0.005088,0.047650,0.130469,0.886307
0.436209,0.017664,0.202056,0.005056,0.047298,0.126533,0.902244
0.416497,0.017536,0.201960,0.005312,0.047458,0.132101,0.889379
0.416401,0.017633,0.202183,0.005025,0.047234,0.135333,0.893475
0.415856,0.017505,0.202536,0.005248,0.047202,0.133925,0.915396
0.416144,0.017569,0.202760,0.005056,0.047202,0.131621,0.892035
0.416113,0.017856,0.202152,0.005344,0.047170,0.130565,0.888899
0.417232,0.017601,0.202440,0.005216,0.047138,0.132901,0.891235
0.434289,0.017696,0.202440,0.005217,0.047554,0.140421,0.920228
0.416433,0.017696,0.202376,0.005313,0.048385,0.140422,0.901028
0.416656,0.017569,0.202248,0.005024,0.048354,0.134629,0.895139
0.416017,0.017761,0.202087,0.005312,0.048450,0.157222,0.916452
0.416368,0.017569,0.202216,0.005312,0.048514,0.134149,0.893891
0.417809,0.017729,0.202632,0.005088,0.047554,0.131077,0.890787
0.416048,0.017537,0.204008,0.005248,0.048578,0.132645,0.894275
0.435537,0.017633,0.202343,0.005281,0.048610,0.164486,0.943109
0.416336,0.017793,0.202248,0.005312,0.047490,0.130981,0.895299
0.417681,0.017697,0.202280,0.005280,0.047266,0.133157,0.892643
0.418288,0.017729,0.202664,0.004992,0.047170,0.161158,0.929604
0.417360,0.017729,0.203016,0.005024,0.048226,0.135078,0.897795
0.416816,0.017696,0.202472,0.005248,0.049154,0.132486,0.894467
0.415664,0.017665,0.202600,0.005248,0.048514,0.138149,0.898915
0.431857,0.018049,0.203560,0.005056,0.048450,0.137382,0.913284
0.416656,0.017632,0.202600,0.005024,0.047458,0.135078,0.897731
0.415888,0.017601,0.202536,0.005280,0.047746,0.135078,0.897955
0.417264,0.017633,0.202120,0.005312,0.049762,0.156678,0.918116
0.415952,0.017568,0.202984,0.005248,0.047842,0.131877,0.889347
0.417457,0.017697,0.202279,0.005249,0.047426,0.135525,0.895203
0.416752,0.017537,0.202984,0.005344,0.048130,0.135205,0.895683
0.434001,0.017697,0.202760,0.004864,0.047490,0.141094,0.915012
0.415760,0.017569,0.202408,0.005056,0.047362,0.137221,0.892611
0.415664,0.017792,0.202440,0.005088,0.047202,0.127301,0.880579
0.415952,0.017761,0.201960,0.005344,0.047170,0.163494,0.921412
0.415824,0.017537,0.202376,0.005248,0.046946,0.137445,0.894531
0.416272,0.017664,0.202760,0.005024,0.047138,0.138726,0.896643
0.416081,0.017472,0.202696,0.005025,0.047073,0.138341,0.901636
0.431409,0.017633,0.202888,0.004800,0.047298,0.134469,0.902980
0.416208,0.017505,0.202056,0.005088,0.046882,0.135269,0.891075
0.417009,0.017536,0.202792,0.005025,0.047169,0.141765,0.897411
0.416496,0.017536,0.202536,0.005024,0.047650,0.160519,0.918020
0.415985,0.017696,0.202312,0.005057,0.047521,0.134950,0.892419
0.416464,0.017569,0.202824,0.005280,0.047234,0.136293,0.894307
0.415344,0.017505,0.202152,0.004864,0.047362,0.137445,0.894627
0.435633,0.017505,0.202760,0.004832,0.047298,0.139653,0.915940
0.416304,0.017537,0.202760,0.005152,0.047074,0.135621,0.893923
0.416368,0.017792,0.203016,0.005216,0.047202,0.142182,0.901379
0.418128,0.017633,0.203432,0.005248,0.047298,0.161094,0.922500
0.415440,0.017761,0.202696,0.005024,0.047234,0.135077,0.890050
0.416208,0.017825,0.202568,0.005088,0.048578,0.142438,0.902851
0.416368,0.018048,0.202760,0.005120,0.048578,0.138182,0.896355
0.436881,0.017921,0.203111,0.004801,0.047874,0.139685,0.919524
0.416401,0.017793,0.202951,0.005088,0.048674,0.138629,0.900868
0.415601,0.017728,0.202792,0.005089,0.047745,0.139174,0.894819
0.415728,0.017761,0.202024,0.005024,0.047906,0.165735,0.924004
0.416400,0.017505,0.202312,0.005120,0.048322,0.137029,0.895651
0.415921,0.017696,0.202888,0.005121,0.048162,0.138437,0.897091
0.416209,0.017600,0.202824,0.005025,0.048418,0.140869,0.898148
0.432529,0.017537,0.202376,0.005056,0.048034,0.141126,0.914884
0.416304,0.017600,0.202536,0.005568,0.047842,0.145510,0.904035
0.418193,0.017728,0.202920,0.005057,0.048866,0.142853,0.908676
0.416784,0.017537,0.222056,0.005249,0.048258,0.142149,0.920612
0.419120,0.017697,0.202664,0.004960,0.047426,0.145702,0.905667
0.417136,0.017729,0.203112,0.005024,0.048290,0.141990,0.902723
0.417073,0.017568,0.202664,0.005025,0.048353,0.141190,0.902116
0.415824,0.017665,0.203048,0.005216,0.048674,0.141478,0.900387
0.416561,0.017728,0.202920,0.005057,0.048386,0.135813,0.892387
0.415760,0.017601,0.202312,0.005088,0.048738,0.133253,0.887651
0.416784,0.017505,0.214792,0.005152,0.047906,0.134534,0.903139
0.415312,0.017729,0.202536,0.005216,0.048162,0.134821,0.888227
0.415344,0.017441,0.202952,0.005216,0.048386,0.144389,0.901923
0.417104,0.017569,0.202216,0.005280,0.048834,0.138149,0.894947
0.449906,0.017601,0.203079,0.005185,0.050626,0.132389,0.924100
0.416561,0.017697,0.203015,0.005153,0.048770,0.134277,0.890723
0.416880,0.017601,0.202824,0.004992,0.048066,0.138149,0.892227
0.416368,0.017728,0.202504,0.005216,0.047554,0.148102,0.901475
0.416112,0.017505,0.202760,0.005024,0.048354,0.133797,0.887426
0.417425,0.017632,0.202632,0.005281,0.048482,0.136741,0.895683
0.416593,0.017824,0.202696,0.005057,0.048418,0.135429,0.897891
0.432081,0.018305,0.203112,0.004864,0.047394,0.136549,0.909444
0.415600,0.017569,0.202472,0.005312,0.048866,0.126629,0.886818
0.416112,0.018272,0.201672,0.004928,0.047426,0.135846,0.887843
0.416944,0.017505,0.202504,0.005056,0.048450,0.134725,0.918756
0.416369,0.017632,0.202440,0.005217,0.048833,0.135110,0.896227
0.416656,0.017505,0.202792,0.005088,0.048226,0.135269,0.902563
0.416752,0.017825,0.201832,0.005280,0.048386,0.148742,0.910019
0.430801,0.017537,0.202120,0.005024,0.047714,0.134629,0.903140
0.416752,0.017601,0.203976,0.005024,0.048514,0.121509,0.875970
0.415697,0.017472,0.202248,0.005345,0.048321,0.134182,0.893571
0.415728,0.017537,0.202888,0.005216,0.048386,0.134501,0.895139
0.416241,0.017729,0.203367,0.004800,0.048034,0.127525,0.883363
0.416464,0.017633,0.202440,0.005248,0.048386,0.133285,0.888611
0.416432,0.017376,0.201992,0.005184,0.048226,0.138758,0.897763
0.416593,0.017792,0.220968,0.005280,0.048226,0.140934,0.917700
0.417488,0.017505,0.201928,0.005280,0.048066,0.143013,0.901315
0.415792,0.017761,0.202760,0.005024,0.048066,0.132613,0.888035
0.415217,0.017664,0.201895,0.004865,0.048546,0.153414,0.906148
0.420240,0.017473,0.202696,0.005088,0.048802,0.131589,0.890146
0.415216,0.017569,0.202568,0.005056,0.049378,0.137701,0.896003
0.415536,0.020961,0.202728,0.005312,0.048162,0.134213,0.892323
0.416208,0.017601,0.202344,0.004832,0.061891,0.140357,0.910884
0.416273,0.017792,0.202504,0.005249,0.048642,0.131269,0.885635
0.416272,0.017793,0.202216,0.004992,0.047842,0.135589,0.890851
0.416336,0.017505,0.202920,0.005216,0.048450,0.159718,0.915716
0.429105,0.017409,0.202344,0.004992,0.047746,0.121413,0.889443
0.416465,0.017408,0.202056,0.005056,0.048706,0.135782,0.890851
0.415888,0.017569,0.202696,0.005248,0.048898,0.128869,0.892227
0.416657,0.017569,0.202407,0.005313,0.048738,0.125221,0.883011
0.418736,0.017473,0.205032,0.005024,0.048098,0.141222,0.904611
0.416688,0.018177,0.203432,0.005056,0.048770,0.140517,0.902147
0.416304,0.017601,0.202568,0.005024,0.048514,0.136229,0.892227
0.435985,0.017632,0.202824,0.004992,0.048162,0.132869,0.910628
0.417265,0.017633,0.202632,0.005184,0.048866,0.137029,0.895363
