Layer[0],IN[1],INFER[1-1],OUT[1],TEE[1-1],Layer[2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.399980,0.175078,0.067298,0.064354,0.309930,0.192645,0.005217,0.047777,0.000576,0.013472,0.000352,0.001472,0.001089,0.000576,0.981342
0.420717,0.174757,0.049953,0.064162,0.292264,0.195462,0.005536,0.048194,0.000576,0.013440,0.000352,0.001408,0.000800,0.000352,0.986557
0.395243,0.141701,0.048705,0.070882,0.266856,0.197574,0.009249,0.049025,0.000576,0.013408,0.000384,0.001441,0.000864,0.000832,0.945020
0.396556,0.162181,0.050945,0.065346,0.282248,0.193766,0.005440,0.048322,0.000512,0.013536,0.000384,0.001376,0.001056,0.000608,0.952060
0.394892,0.164581,0.060002,0.066338,0.294409,0.211078,0.005248,0.048930,0.000576,0.013440,0.000384,0.001472,0.000864,0.000256,0.979421
0.395436,0.173669,0.048354,0.064802,0.290601,0.193061,0.005665,0.048993,0.000544,0.013504,0.000417,0.001472,0.001056,0.000384,0.959197
0.401643,0.171813,0.048353,0.081251,0.304905,0.193861,0.005409,0.048225,0.001056,0.013632,0.000384,0.001440,0.001024,0.000480,0.981021
0.396524,0.156805,0.047425,0.061154,0.268424,0.193318,0.009536,0.048706,0.000832,0.013472,0.000352,0.001472,0.000960,0.000384,0.942620
0.401355,0.150980,0.047905,0.065857,0.268007,0.193541,0.005600,0.048994,0.000576,0.013696,0.000608,0.001440,0.001088,0.000384,0.943771
0.400332,0.164133,0.049089,0.083907,0.300265,0.200390,0.005600,0.047457,0.000576,0.013665,0.000384,0.001472,0.001120,0.000448,0.979933
0.395595,0.163493,0.047522,0.062850,0.277193,0.193829,0.005409,0.047873,0.000608,0.013920,0.000352,0.001505,0.001024,0.000608,0.946012
0.417197,0.206822,0.057794,0.067042,0.335082,0.192998,0.005504,0.048097,0.000608,0.013985,0.000608,0.001504,0.000992,0.000384,1.025727
0.396428,0.160901,0.047585,0.067906,0.279784,0.193414,0.005408,0.048066,0.000832,0.013888,0.000416,0.001504,0.001120,0.000352,0.950428
0.396300,0.153029,0.047649,0.067138,0.271336,0.193478,0.005376,0.048705,0.000864,0.013537,0.000640,0.001568,0.001152,0.000416,0.942076
0.396716,0.164037,0.075554,0.081123,0.324842,0.193541,0.005633,0.048961,0.000608,0.013857,0.000384,0.001504,0.001184,0.000352,0.995966
0.401004,0.202438,0.058946,0.066050,0.330986,0.194309,0.005505,0.048513,0.000608,0.014145,0.000608,0.001600,0.001248,0.000384,1.006846
0.401452,0.175525,0.048322,0.063554,0.290921,0.194726,0.005472,0.048257,0.000832,0.013761,0.000416,0.001472,0.001152,0.000352,0.967741
0.403180,0.169637,0.047009,0.065890,0.285736,0.216455,0.005504,0.048481,0.000608,0.013793,0.000576,0.001504,0.001280,0.000352,0.986973
0.401484,0.166949,0.059874,0.065282,0.295433,0.193926,0.005472,0.048545,0.000576,0.013633,0.000416,0.001440,0.001216,0.000384,0.971261
0.403468,0.165317,0.060194,0.064546,0.293353,0.193510,0.005696,0.048225,0.000640,0.013857,0.000352,0.001440,0.001216,0.000384,0.970493
0.395820,0.170789,0.059522,0.081314,0.315177,0.192806,0.005568,0.048610,0.000608,0.013952,0.000384,0.001440,0.001152,0.000416,0.984285
0.400652,0.166277,0.048609,0.067426,0.285448,0.194374,0.005344,0.048546,0.000800,0.014048,0.000352,0.001568,0.001152,0.000352,0.960956
0.400908,0.173349,0.048514,0.062658,0.287721,0.193926,0.005376,0.048001,0.000608,0.013633,0.000320,0.001568,0.001120,0.000384,0.962813
0.398731,0.160484,0.060898,0.064514,0.289352,0.193734,0.005472,0.048609,0.000609,0.013472,0.000352,0.001568,0.001248,0.000416,0.962300
0.421005,0.168005,0.059298,0.064738,0.295273,0.193253,0.005504,0.048674,0.000608,0.013824,0.000352,0.001504,0.001121,0.000384,0.990334
0.401067,0.166693,0.059745,0.084131,0.313961,0.193350,0.005376,0.048865,0.000768,0.013889,0.000384,0.001728,0.001120,0.000352,0.989501
0.403148,0.210054,0.059106,0.066690,0.339402,0.193190,0.005440,0.048930,0.000608,0.013920,0.000384,0.001440,0.001120,0.000352,1.016542
0.397675,0.177670,0.060994,0.069890,0.312266,0.193253,0.005664,0.048641,0.000800,0.014497,0.000608,0.001504,0.001280,0.000384,0.985533
0.400460,0.169221,0.058562,0.063298,0.294569,0.192933,0.005440,0.049250,0.000832,0.013664,0.000384,0.001696,0.001185,0.000320,0.969981
0.403244,0.171749,0.060802,0.064098,0.300009,0.193830,0.005664,0.048385,0.000800,0.014401,0.000608,0.001504,0.001024,0.000384,0.978301
0.395916,0.174181,0.049601,0.064322,0.291560,0.216423,0.005344,0.048353,0.000800,0.014113,0.000352,0.001536,0.001152,0.000416,0.984989
0.401260,0.168517,0.047970,0.065186,0.285033,0.194213,0.005473,0.048929,0.000608,0.014048,0.000320,0.001537,0.001184,0.000640,0.961661
0.400716,0.175237,0.048673,0.062017,0.289352,0.193574,0.005600,0.048802,0.000768,0.014080,0.000384,0.001696,0.001120,0.000320,0.965852
0.396204,0.176197,0.051553,0.062946,0.294216,0.193094,0.005440,0.048546,0.000800,0.013920,0.000384,0.001536,0.001152,0.000384,0.964060
0.396876,0.167813,0.047169,0.061890,0.280424,0.195750,0.005664,0.048642,0.000928,0.014112,0.000608,0.001568,0.001120,0.000640,0.955452
0.401035,0.174405,0.049345,0.061794,0.289320,0.193254,0.005376,0.048866,0.000576,0.014048,0.000352,0.001472,0.001184,0.000608,0.965116
0.401708,0.158085,0.049185,0.063521,0.274664,0.193574,0.005440,0.048994,0.000768,0.013760,0.000608,0.001696,0.001152,0.000416,0.951484
0.412204,0.175749,0.061442,0.071906,0.312425,0.193509,0.005312,0.047874,0.000736,0.014592,0.000384,0.001568,0.001184,0.000608,0.999262
0.400779,0.164772,0.048385,0.061602,0.278152,0.197574,0.005568,0.048321,0.000736,0.013889,0.000384,0.001472,0.001120,0.000608,0.956636
0.400300,0.163717,0.049729,0.063010,0.280072,0.194502,0.005536,0.048034,0.000768,0.013920,0.000352,0.001440,0.001184,0.000448,0.955324
0.418604,0.194246,0.064834,0.069954,0.332874,0.197990,0.005824,0.048802,0.000832,0.014752,0.000352,0.001632,0.001472,0.000416,1.036798
0.397036,0.172357,0.049986,0.069602,0.295529,0.194790,0.005600,0.048737,0.000608,0.013857,0.000352,0.001504,0.001184,0.000608,0.968253
0.396236,0.176773,0.051265,0.065538,0.297225,0.194150,0.005376,0.048417,0.000576,0.014177,0.000448,0.001536,0.001216,0.000352,0.969469
0.396460,0.181510,0.054785,0.065314,0.305481,0.194278,0.005632,0.048450,0.000640,0.013920,0.000640,0.001536,0.001216,0.000384,0.977693
0.396492,0.173029,0.050018,0.062562,0.289289,0.193541,0.005312,0.048290,0.000608,0.014208,0.000352,0.001568,0.001121,0.000576,0.960093
0.396204,0.175173,0.049601,0.063074,0.291304,0.193318,0.005344,0.048258,0.000832,0.014464,0.000384,0.001600,0.001248,0.000416,0.962524
0.401036,0.168869,0.051489,0.065794,0.289544,0.214215,0.005344,0.048993,0.000864,0.013857,0.000384,0.001600,0.001216,0.000608,0.986717
0.396524,0.160997,0.049985,0.065314,0.279656,0.193542,0.005600,0.048514,0.000608,0.014144,0.000352,0.001536,0.001248,0.000384,0.950876
0.400268,0.176710,0.050945,0.065474,0.296617,0.193542,0.005120,0.047873,0.000832,0.013760,0.000384,0.001536,0.001024,0.000384,0.969533
0.400492,0.196102,0.050369,0.067266,0.317161,0.193254,0.005600,0.048130,0.000608,0.013696,0.000352,0.001504,0.000960,0.000608,0.990557
0.395660,0.165029,0.049345,0.063202,0.280680,0.192646,0.005120,0.048450,0.000576,0.013856,0.000352,0.001408,0.001088,0.000640,0.948476
0.400780,0.160549,0.048321,0.067714,0.279848,0.193542,0.005088,0.048450,0.000608,0.013600,0.000384,0.001504,0.001056,0.000544,0.953980
0.399820,0.158853,0.048738,0.065474,0.276425,0.196805,0.005249,0.047585,0.000608,0.013760,0.000416,0.001473,0.001024,0.000352,0.952317
0.418509,0.154117,0.059969,0.069986,0.287592,0.194630,0.005312,0.048290,0.000608,0.013696,0.000352,0.001536,0.001056,0.000320,0.980893
0.399756,0.159525,0.050817,0.065154,0.278728,0.192966,0.005536,0.047682,0.000576,0.013536,0.000384,0.001504,0.001056,0.000352,0.949372
0.402124,0.167461,0.050721,0.064770,0.286472,0.192998,0.005504,0.048162,0.000832,0.013856,0.000384,0.001536,0.001152,0.000352,0.961852
0.395596,0.159973,0.048769,0.083459,0.296137,0.197030,0.005600,0.047585,0.000608,0.013729,0.000384,0.001504,0.001056,0.000320,0.967901
0.400363,0.161508,0.048994,0.063138,0.276456,0.193637,0.005505,0.048737,0.000576,0.013697,0.000384,0.001504,0.001056,0.000384,0.950204
0.395276,0.152452,0.050561,0.065186,0.271464,0.192774,0.005568,0.047585,0.000576,0.013473,0.000352,0.001504,0.001024,0.000384,0.937628
0.400140,0.166629,0.049154,0.064866,0.283561,0.196230,0.009440,0.047425,0.000608,0.013697,0.000384,0.001664,0.000992,0.000384,0.962589
0.398604,0.175077,0.053250,0.067394,0.299881,0.197222,0.005792,0.047841,0.000608,0.014048,0.000608,0.001504,0.001184,0.000800,0.976669
0.399052,0.153765,0.051489,0.063778,0.272712,0.194150,0.009536,0.047490,0.000544,0.013600,0.000384,0.001728,0.001184,0.000640,0.950492
0.396875,0.171334,0.051041,0.082883,0.308650,0.193669,0.005152,0.047265,0.000608,0.013536,0.000384,0.001696,0.001152,0.000545,0.978237
0.415468,0.166789,0.061666,0.064930,0.296937,0.193670,0.009408,0.047073,0.000608,0.013953,0.000384,0.001696,0.001152,0.000320,0.989021
0.397292,0.168997,0.049857,0.070754,0.293064,0.193670,0.005152,0.047330,0.000576,0.013568,0.000416,0.001696,0.001152,0.000800,0.962844
0.397260,0.172165,0.051458,0.066306,0.293513,0.193381,0.005185,0.047457,0.000640,0.013792,0.000416,0.001504,0.001088,0.000352,0.963389
0.397035,0.176453,0.066338,0.063138,0.309705,0.196134,0.005248,0.047329,0.000608,0.013761,0.000384,0.001536,0.001088,0.000768,0.981693
0.399179,0.157189,0.051010,0.065346,0.277065,0.192869,0.005153,0.048513,0.000864,0.013568,0.000608,0.001473,0.001024,0.000544,0.948156
0.396460,0.169797,0.050338,0.064898,0.288297,0.198630,0.005152,0.048769,0.000832,0.013569,0.000416,0.001536,0.001088,0.000576,0.963005
0.396844,0.156453,0.049986,0.064641,0.274312,0.217863,0.005184,0.048162,0.000864,0.013664,0.000384,0.001440,0.001088,0.000544,0.968957
0.396907,0.168101,0.051265,0.066082,0.289544,0.195270,0.009312,0.049346,0.000576,0.013600,0.000608,0.001536,0.001120,0.000768,0.967772
0.396364,0.185030,0.083394,0.084995,0.357003,0.195301,0.005377,0.048129,0.000608,0.013537,0.000352,0.001504,0.001152,0.000576,1.028255
0.397067,0.165765,0.050593,0.063970,0.284232,0.192806,0.005408,0.047969,0.000608,0.013825,0.000384,0.001472,0.001120,0.000288,0.953180
0.395980,0.162692,0.050561,0.063714,0.280552,0.193382,0.005376,0.048129,0.000576,0.013569,0.000352,0.001536,0.001152,0.000576,0.949436
0.397260,0.155524,0.049825,0.062786,0.271624,0.193606,0.005280,0.048321,0.000608,0.013761,0.000416,0.001440,0.001152,0.000576,0.941788
0.396523,0.173573,0.062082,0.066146,0.305769,0.193349,0.005409,0.049601,0.000576,0.013792,0.000608,0.001536,0.001248,0.000864,0.978621
0.414476,0.174309,0.065186,0.070658,0.314025,0.195398,0.005344,0.047746,0.000608,0.014592,0.000352,0.001664,0.001184,0.000640,1.004670
0.396139,0.167749,0.051809,0.069890,0.293257,0.195942,0.005152,0.048194,0.000832,0.014432,0.000608,0.001504,0.001120,0.000608,0.965884
0.396428,0.155749,0.060354,0.084226,0.304169,0.193382,0.005504,0.048001,0.000608,0.014465,0.000416,0.001856,0.001152,0.000608,0.975037
0.395916,0.187398,0.085346,0.069826,0.346346,0.192806,0.005600,0.048066,0.000608,0.014400,0.000608,0.001824,0.001152,0.000640,1.016286
0.395724,0.164197,0.049921,0.065602,0.283080,0.193286,0.005184,0.048226,0.000608,0.014464,0.000352,0.001728,0.001408,0.000384,0.952124
0.396140,0.128196,0.048833,0.070435,0.250952,0.193285,0.005376,0.048578,0.000576,0.013664,0.000352,0.001600,0.001184,0.000576,0.921436
0.395691,0.168837,0.050338,0.064354,0.287145,0.216678,0.008641,0.048161,0.000832,0.013889,0.000416,0.001504,0.001216,0.000384,0.984125
0.395468,0.159812,0.051522,0.064066,0.278856,0.197254,0.009440,0.048258,0.000576,0.014240,0.000416,0.001600,0.001216,0.000704,0.956764
0.395916,0.145796,0.049410,0.062626,0.261480,0.192966,0.005152,0.047937,0.000576,0.014209,0.000416,0.001504,0.001472,0.000480,0.930076
0.396556,0.166309,0.050242,0.082370,0.302985,0.193382,0.005600,0.047682,0.001056,0.013696,0.000448,0.001472,0.001216,0.000608,0.972797
0.396460,0.172709,0.051490,0.064642,0.292393,0.192773,0.005345,0.048673,0.000800,0.013536,0.000448,0.001409,0.001280,0.000576,0.961021
0.398604,0.168069,0.050626,0.065314,0.287401,0.192774,0.009440,0.048513,0.000608,0.013697,0.000352,0.001504,0.001152,0.000384,0.962557
0.395756,0.169125,0.049857,0.063138,0.285928,0.193350,0.005184,0.049186,0.000608,0.013632,0.000640,0.001440,0.001248,0.000640,0.955708
0.416044,0.175077,0.060546,0.065794,0.304937,0.195653,0.005377,0.047969,0.000640,0.013824,0.000576,0.001569,0.001376,0.000416,0.995550
0.396139,0.166885,0.050082,0.064290,0.284617,0.193574,0.005344,0.047329,0.000608,0.013601,0.000640,0.001600,0.001280,0.000352,0.953276
0.396012,0.170469,0.048833,0.062722,0.285480,0.193190,0.005632,0.049218,0.000608,0.013824,0.000448,0.001504,0.001376,0.000864,0.957020
0.396076,0.173797,0.066049,0.119075,0.364523,0.193158,0.005376,0.048418,0.000800,0.013600,0.000416,0.001504,0.001312,0.000608,1.034591
0.396748,0.163077,0.065506,0.066498,0.298249,0.192870,0.005408,0.047937,0.000576,0.013697,0.000416,0.001504,0.001120,0.000416,0.968061
0.395627,0.173414,0.051681,0.065250,0.293929,0.192902,0.005408,0.047554,0.000608,0.013600,0.000480,0.001376,0.001152,0.000608,0.960924
0.397932,0.164997,0.048482,0.062625,0.279944,0.212870,0.005568,0.047297,0.000832,0.013601,0.000416,0.001600,0.001344,0.000384,0.970941
0.396715,0.164804,0.049506,0.067266,0.284937,0.193414,0.005632,0.048289,0.000640,0.013697,0.000352,0.001504,0.001536,0.000832,0.955324
0.396620,0.169029,0.049314,0.063138,0.285001,0.192582,0.005344,0.047905,0.000608,0.013569,0.000384,0.001504,0.001280,0.000608,0.953085
0.396460,0.168997,0.050882,0.066818,0.290889,0.193222,0.005440,0.048641,0.000608,0.013633,0.000608,0.001472,0.001088,0.000608,0.961501
0.398636,0.201446,0.059554,0.068258,0.334090,0.193446,0.005184,0.047681,0.000576,0.013761,0.000384,0.001472,0.001120,0.000416,1.004862
0.396843,0.167141,0.050497,0.065282,0.286472,0.193766,0.005344,0.048001,0.001056,0.013697,0.000608,0.001504,0.001152,0.000384,0.956828
0.396555,0.171685,0.050753,0.089219,0.315273,0.194054,0.005632,0.048161,0.000832,0.013537,0.000576,0.001504,0.001088,0.000384,0.987453
0.415052,0.174021,0.060258,0.065730,0.303433,0.193222,0.005408,0.048034,0.000608,0.013664,0.000384,0.001504,0.001056,0.000384,0.991773
0.401612,0.160932,0.049057,0.062434,0.275720,0.193222,0.005344,0.047937,0.000576,0.013985,0.000352,0.001536,0.000992,0.000576,0.950172
0.402476,0.170821,0.051201,0.063362,0.288649,0.192934,0.005312,0.047585,0.000576,0.013953,0.000384,0.001504,0.001024,0.000640,0.962877
0.396971,0.150085,0.051169,0.085411,0.290633,0.193414,0.005376,0.047585,0.000832,0.014497,0.000608,0.001536,0.001056,0.000384,0.961500
0.411820,0.170437,0.060322,0.065346,0.299945,0.195494,0.005152,0.048481,0.000576,0.014081,0.000384,0.001568,0.000992,0.000352,0.986461
0.400620,0.167685,0.050306,0.063362,0.284745,0.193094,0.005152,0.048065,0.000544,0.013889,0.000384,0.001568,0.000992,0.000384,0.958013
0.397036,0.166693,0.048226,0.061506,0.279721,0.192965,0.005184,0.048514,0.000832,0.013504,0.000416,0.001408,0.000993,0.000352,0.948861
0.400236,0.164517,0.051202,0.062082,0.281129,0.193029,0.011649,0.050177,0.000608,0.013633,0.000384,0.001408,0.000992,0.000320,0.961501
0.399948,0.185285,0.050466,0.064482,0.303465,0.192838,0.005120,0.047521,0.000544,0.013473,0.000416,0.001504,0.001024,0.000320,0.973757
0.399436,0.147973,0.048705,0.070818,0.271304,0.196486,0.005088,0.047138,0.000608,0.013664,0.000352,0.001408,0.001088,0.000352,0.946812
0.418253,0.162628,0.060481,0.064354,0.291464,0.192358,0.005440,0.047138,0.000544,0.013504,0.000608,0.001440,0.001056,0.000384,0.980605
0.400972,0.154116,0.047650,0.061057,0.266215,0.192518,0.005120,0.047138,0.000608,0.014400,0.000608,0.001568,0.001024,0.000416,0.938171
0.400268,0.166469,0.048161,0.061250,0.279464,0.192998,0.005504,0.047458,0.001024,0.013504,0.000384,0.001472,0.001184,0.000384,0.952028
0.397388,0.209158,0.060130,0.069986,0.342698,0.192422,0.012000,0.047393,0.000800,0.013473,0.000384,0.001504,0.001024,0.000320,1.016638
0.399884,0.190726,0.048129,0.060578,0.302761,0.192742,0.005312,0.047266,0.000576,0.013728,0.000384,0.001440,0.000992,0.000288,0.972605
0.394988,0.154629,0.047969,0.064162,0.269928,0.192582,0.009440,0.047138,0.000608,0.013696,0.000384,0.001344,0.001024,0.000320,0.939740
0.402092,0.163045,0.049889,0.064770,0.281000,0.196358,0.005312,0.064866,0.000640,0.013728,0.000384,0.001505,0.001088,0.000288,0.975165
0.400876,0.148869,0.048193,0.069122,0.269672,0.192678,0.009504,0.047010,0.000576,0.013504,0.000352,0.001376,0.000992,0.000352,0.945116
0.400332,0.157893,0.050433,0.061954,0.273448,0.192806,0.005344,0.047042,0.000608,0.013568,0.000384,0.001440,0.000960,0.000352,0.943004
0.400747,0.168325,0.049601,0.064898,0.286120,0.192742,0.005344,0.047233,0.000544,0.013505,0.000416,0.001472,0.001088,0.000544,0.958749
0.413741,0.159396,0.048290,0.063042,0.274344,0.193126,0.005568,0.047041,0.000576,0.013537,0.000384,0.001536,0.000992,0.000384,0.958973
0.397900,0.164965,0.049921,0.065730,0.284008,0.193126,0.005568,0.047042,0.000576,0.013376,0.000352,0.001440,0.000960,0.000288,0.952252
0.399787,0.152836,0.058722,0.065314,0.281544,0.192678,0.009632,0.047073,0.000576,0.013505,0.000384,0.001440,0.000960,0.000320,0.955740
0.400876,0.184774,0.051489,0.065570,0.305673,0.193510,0.005056,0.047074,0.000608,0.013472,0.000384,0.001472,0.001024,0.000544,0.977693
0.399884,0.194021,0.048994,0.063042,0.309257,0.193030,0.009472,0.047137,0.000640,0.013601,0.000640,0.001568,0.000960,0.000768,0.984509
0.400652,0.166373,0.066818,0.064066,0.300521,0.192678,0.011712,0.049090,0.000576,0.013504,0.000384,0.001440,0.000960,0.000256,0.980125
0.399884,0.170917,0.047809,0.064482,0.286696,0.215015,0.008480,0.048034,0.000608,0.013440,0.000384,0.001472,0.000960,0.000320,0.985789
0.402764,0.169477,0.048577,0.061314,0.282504,0.194278,0.005344,0.047361,0.000576,0.013472,0.000384,0.001408,0.001056,0.000320,0.957788
0.400395,0.192773,0.051266,0.062850,0.310217,0.193318,0.005088,0.047393,0.000864,0.013537,0.000416,0.001504,0.000992,0.000320,0.982493
0.395948,0.151813,0.049953,0.064642,0.269864,0.193958,0.005408,0.048706,0.000576,0.013440,0.000384,0.001440,0.000960,0.000608,0.939452
0.395948,0.169669,0.066562,0.061794,0.301417,0.192998,0.005408,0.048385,0.000608,0.013697,0.000384,0.001504,0.001024,0.000608,0.970525
0.401324,0.169701,0.048609,0.069794,0.291400,0.193446,0.005408,0.048450,0.000608,0.013472,0.000608,0.001440,0.001024,0.000384,0.966204
0.400748,0.172837,0.047745,0.068386,0.292328,0.193798,0.009472,0.048578,0.000608,0.013504,0.000416,0.001664,0.001120,0.000640,0.971965
0.415469,0.154212,0.061762,0.062306,0.281832,0.193862,0.005440,0.048481,0.000833,0.013568,0.000640,0.001504,0.001088,0.000608,0.971613
