Layer[0],Layer[1],IN[2],INFER[2-4],OUT[4],TEE[2-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.413740,0.017825,0.124995,0.579474,0.071554,0.780087,0.000736,0.014624,0.000640,0.001664,0.001216,0.000640,1.238596
0.396011,0.018017,0.136868,0.567825,0.065570,0.774423,0.000768,0.014432,0.000672,0.001568,0.001184,0.000640,1.215075
0.395500,0.017729,0.134372,0.599217,0.068898,0.806263,0.001024,0.014977,0.000352,0.001536,0.001184,0.000608,1.245765
0.394987,0.017728,0.135012,0.570609,0.071778,0.781335,0.000768,0.014849,0.000640,0.001568,0.001120,0.000608,1.220612
0.395659,0.017569,0.135044,0.581553,0.066562,0.787159,0.000704,0.014625,0.000608,0.001504,0.001152,0.000640,1.226852
0.395660,0.018049,0.136292,0.588977,0.079907,0.809016,0.000768,0.014848,0.000704,0.001568,0.001152,0.000384,1.249349
0.396812,0.017856,0.124452,0.567441,0.063714,0.758999,0.000672,0.014464,0.000640,0.001568,0.001280,0.000672,1.199684
0.395884,0.017857,0.138596,0.568145,0.069826,0.780087,0.001024,0.015392,0.000576,0.001824,0.001184,0.000576,1.221700
0.395532,0.033953,0.140932,0.582130,0.065922,0.793112,0.001024,0.015584,0.000608,0.001856,0.001120,0.000608,1.250821
0.394987,0.017888,0.141732,0.569393,0.065250,0.780055,0.000768,0.015777,0.000672,0.001824,0.001312,0.000352,1.220868
0.396716,0.017952,0.137924,0.570161,0.070114,0.782103,0.000800,0.015649,0.000672,0.001984,0.001568,0.000608,1.225892
0.395531,0.017633,0.125348,0.580465,0.072866,0.782199,0.001056,0.015713,0.000640,0.001504,0.001344,0.000384,1.222788
0.395755,0.017697,0.136740,0.568305,0.065890,0.774423,0.000800,0.015360,0.000832,0.001568,0.001440,0.000416,1.215011
0.398508,0.017793,0.139524,0.588529,0.080067,0.814104,0.000736,0.015296,0.000640,0.001568,0.001344,0.000384,1.258629
0.612402,0.017761,0.188261,0.636563,0.128164,0.959260,0.001056,0.015105,0.000864,0.001536,0.001408,0.000384,1.617968
0.396716,0.017953,0.136708,0.571089,0.065410,0.777367,0.000864,0.015072,0.000832,0.001600,0.001312,0.000416,1.219236
0.395819,0.017825,0.139012,0.582289,0.070818,0.796151,0.001057,0.014656,0.000704,0.001600,0.001184,0.000608,1.236388
0.398796,0.017505,0.135684,0.569968,0.064386,0.773718,0.000736,0.014881,0.000704,0.001536,0.001344,0.000672,1.216548
0.395564,0.017952,0.137156,0.586322,0.074018,0.801848,0.000704,0.014817,0.000640,0.001504,0.001312,0.000416,1.242021
0.395116,0.017857,0.134244,0.568689,0.065186,0.771895,0.000672,0.014592,0.000672,0.001600,0.001184,0.000416,1.211076
0.400460,0.017793,0.147556,0.573169,0.069218,0.793751,0.000768,0.014560,0.000673,0.001600,0.001376,0.000416,1.238821
0.398828,0.017793,0.186341,0.604178,0.067426,0.862393,0.000864,0.015137,0.000672,0.001504,0.001408,0.000384,1.306919
0.396556,0.017856,0.132868,0.571089,0.065186,0.772919,0.001056,0.014817,0.000672,0.001472,0.001280,0.000352,1.214084
0.396171,0.017600,0.142404,0.571025,0.072098,0.789911,0.000704,0.014784,0.000704,0.001536,0.001120,0.000416,1.230980
0.397868,0.017792,0.137028,0.569425,0.065922,0.775991,0.001088,0.014849,0.000864,0.001504,0.001248,0.000384,1.218820
0.397163,0.017633,0.138148,0.571889,0.071650,0.785367,0.000768,0.014753,0.000704,0.001408,0.001088,0.000384,1.226500
0.397323,0.017665,0.136580,0.586897,0.088003,0.815928,0.000704,0.014624,0.000417,0.001568,0.001120,0.000384,1.256901
0.396268,0.017921,0.135492,0.570832,0.064801,0.774870,0.000800,0.014624,0.000416,0.001440,0.001184,0.000416,1.215364
0.396140,0.018304,0.135332,0.580561,0.065634,0.785047,0.000704,0.014721,0.000416,0.001408,0.001280,0.000576,1.225988
0.395307,0.017665,0.154981,0.590385,0.067298,0.817016,0.001056,0.014785,0.000672,0.001568,0.001216,0.000384,1.257445
0.397547,0.017761,0.134756,0.581937,0.067074,0.787319,0.000800,0.014753,0.000640,0.001568,0.001184,0.000448,1.229412
0.396139,0.017857,0.134660,0.571153,0.070914,0.780663,0.000736,0.014753,0.000640,0.001440,0.001248,0.000352,1.220772
0.412525,0.018016,0.128580,0.576945,0.066882,0.775991,0.001184,0.014721,0.000608,0.001664,0.001120,0.000608,1.233605
0.397132,0.017920,0.139620,0.580178,0.073826,0.798136,0.000768,0.015232,0.000640,0.001568,0.001088,0.000416,1.240516
0.397644,0.017761,0.139556,0.597362,0.095875,0.836665,0.000800,0.014720,0.000672,0.001600,0.001248,0.000384,1.279174
0.397516,0.018017,0.138788,0.577777,0.068290,0.788471,0.000736,0.014656,0.000640,0.001536,0.001089,0.000416,1.230117
0.395179,0.017857,0.137988,0.582801,0.071042,0.795223,0.000992,0.014657,0.000640,0.001568,0.001088,0.000480,1.234756
0.394731,0.017569,0.150212,0.572752,0.075010,0.803288,0.000736,0.014848,0.000416,0.001504,0.000960,0.000416,1.240676
0.397452,0.018273,0.138116,0.574193,0.069570,0.787031,0.000768,0.015105,0.000416,0.001472,0.000928,0.000608,1.228069
0.395468,0.017984,0.151173,0.571921,0.073314,0.800536,0.000800,0.014817,0.000384,0.001504,0.001088,0.000576,1.240869
0.407148,0.017729,0.131620,0.574097,0.067266,0.777079,0.001184,0.015040,0.000896,0.001600,0.001056,0.000385,1.229157
0.395083,0.017761,0.124324,0.581969,0.070082,0.780567,0.001216,0.014656,0.000416,0.001505,0.001088,0.000384,1.218692
0.394795,0.017729,0.129668,0.579601,0.119619,0.833945,0.000768,0.014592,0.000416,0.001472,0.001088,0.000480,1.272133
0.397387,0.017889,0.137860,0.589138,0.072098,0.802968,0.001248,0.016576,0.000672,0.001728,0.001440,0.000608,1.247877
0.395916,0.017729,0.126308,0.579377,0.065794,0.776087,0.001152,0.014880,0.000384,0.001504,0.000992,0.000544,1.215716
0.394539,0.017857,0.117956,0.585297,0.089443,0.796888,0.001152,0.015200,0.000416,0.001504,0.000928,0.000352,1.235556
0.395020,0.017824,0.120611,0.578001,0.064098,0.767702,0.001120,0.014497,0.000384,0.001504,0.001312,0.000384,1.206628
0.395244,0.017888,0.115396,0.577265,0.072546,0.768823,0.001184,0.014305,0.000384,0.001504,0.000928,0.000352,1.206884
0.409100,0.017792,0.117476,0.579921,0.064482,0.765655,0.001152,0.014304,0.000640,0.001472,0.001344,0.000384,1.218245
0.398636,0.017665,0.134020,0.568208,0.065121,0.771190,0.000769,0.014976,0.000640,0.001504,0.001568,0.000576,1.216452
0.396203,0.018049,0.121508,0.579025,0.064866,0.768727,0.000800,0.014400,0.000704,0.001440,0.000992,0.000384,1.208035
0.395499,0.018336,0.119812,0.580529,0.064578,0.769047,0.001056,0.014784,0.000416,0.001376,0.000992,0.000416,1.208196
0.395468,0.017921,0.129283,0.580818,0.064290,0.778199,0.001184,0.014368,0.000416,0.001440,0.000928,0.000384,1.217220
0.395404,0.018080,0.127492,0.594994,0.071106,0.797592,0.000704,0.014880,0.000384,0.001376,0.001440,0.000416,1.237637
0.395339,0.018081,0.127076,0.581777,0.063170,0.777239,0.001088,0.014304,0.000576,0.001472,0.000992,0.000384,1.216132
0.394700,0.017761,0.122787,0.579570,0.065570,0.772983,0.001024,0.014528,0.000384,0.001376,0.000864,0.000384,1.210692
0.395020,0.017857,0.130403,0.591730,0.071202,0.799255,0.001088,0.014401,0.000384,0.001504,0.000928,0.000416,1.238597
0.394827,0.017793,0.127204,0.578481,0.064994,0.775447,0.001088,0.014208,0.000640,0.001441,0.000864,0.000384,1.213508
0.394443,0.017697,0.120707,0.571057,0.067746,0.762902,0.001088,0.014977,0.000416,0.001536,0.001248,0.000384,1.201027
0.419309,0.017760,0.130563,0.580530,0.073026,0.787767,0.000800,0.014624,0.000640,0.001440,0.001184,0.000384,1.252357
0.395276,0.017632,0.125796,0.577809,0.070818,0.778327,0.001056,0.014529,0.000576,0.001504,0.001312,0.000384,1.217668
0.395980,0.018209,0.129731,0.578866,0.065281,0.777655,0.001056,0.015136,0.000704,0.001440,0.001568,0.000384,1.218596
0.395756,0.017889,0.144964,0.568401,0.065570,0.782775,0.000800,0.014336,0.000640,0.001408,0.001088,0.000385,1.221541
0.396140,0.017888,0.122788,0.568881,0.066018,0.761655,0.000832,0.015360,0.000384,0.001504,0.001345,0.000416,1.203204
0.395851,0.017920,0.130436,0.581521,0.076867,0.793464,0.000736,0.014464,0.000672,0.001536,0.000960,0.000672,1.232580
0.394764,0.018048,0.144420,0.567633,0.064354,0.779959,0.000704,0.014177,0.000448,0.001408,0.001088,0.000448,1.217220
0.395180,0.017728,0.114756,0.579985,0.064642,0.763319,0.001088,0.015040,0.000416,0.001536,0.000928,0.000384,1.202243
0.395628,0.017985,0.123459,0.583538,0.078050,0.789495,0.001120,0.014977,0.000640,0.001504,0.000960,0.000352,1.229733
0.395467,0.017889,0.133060,0.582993,0.069442,0.789751,0.001088,0.015553,0.000384,0.001472,0.001440,0.000608,1.230308
0.397420,0.018049,0.144548,0.603858,0.071618,0.824280,0.000800,0.014785,0.000640,0.001664,0.001312,0.000416,1.267462
0.412588,0.018209,0.135940,0.583441,0.069186,0.792695,0.001184,0.015329,0.000704,0.001600,0.001248,0.000480,1.251429
0.396748,0.017888,0.132420,0.582065,0.072835,0.791416,0.000768,0.015264,0.000672,0.001504,0.001152,0.000416,1.233348
0.396236,0.017664,0.136996,0.571569,0.082947,0.795832,0.000768,0.015072,0.000640,0.001600,0.001120,0.000384,1.236868
0.397068,0.018080,0.136932,0.570289,0.072642,0.783895,0.001056,0.014849,0.000640,0.001504,0.001120,0.000384,1.226180
0.395755,0.017857,0.124868,0.567664,0.068962,0.765591,0.000768,0.015040,0.000640,0.001504,0.001216,0.000576,1.206147
