Layer[0],Layer[1],IN[2],INFER[2-7],OUT[7],TEE[2-7],Layer[8],Layer[9],Layer[10],classifier
0.395948,0.017824,0.127716,0.593522,0.064802,0.789560,0.002560,0.001216,0.000704,1.213796
0.396396,0.017761,0.132772,0.606738,0.096035,0.840761,0.003072,0.001216,0.000448,1.266726
0.399852,0.017440,0.126244,0.595122,0.063778,0.788856,0.002528,0.001184,0.000480,1.216932
0.397004,0.017664,0.147653,0.589649,0.068002,0.809208,0.002817,0.001216,0.000416,1.235301
0.396780,0.032961,0.139013,0.599602,0.067746,0.810265,0.002496,0.001024,0.000608,1.250662
0.399820,0.017889,0.146948,0.586834,0.068418,0.806072,0.002848,0.001280,0.000416,1.234565
0.399532,0.017664,0.148709,0.586961,0.067043,0.806489,0.002624,0.001088,0.000384,1.235365
0.400556,0.018049,0.133380,0.603314,0.066978,0.807064,0.002688,0.001088,0.000448,1.235877
0.399308,0.017760,0.143044,0.590002,0.066466,0.803032,0.002624,0.001056,0.000864,1.231077
0.400876,0.018049,0.136740,0.603762,0.077315,0.823321,0.003104,0.001120,0.000416,1.254182
0.399595,0.017728,0.137636,0.582322,0.063298,0.786488,0.002528,0.001216,0.000576,1.213988
0.399212,0.018016,0.139461,0.594609,0.065538,0.802936,0.002593,0.001216,0.000576,1.230053
0.399755,0.017632,0.155813,0.607954,0.062786,0.829945,0.005472,0.001120,0.000800,1.260837
0.399404,0.017537,0.124996,0.599729,0.065986,0.794296,0.002336,0.001088,0.000576,1.221861
0.400300,0.017664,0.136804,0.584626,0.066306,0.791032,0.002464,0.001152,0.000384,1.219236
0.413484,0.017920,0.138532,0.599634,0.066690,0.808088,0.002624,0.001312,0.000353,1.251142
0.399084,0.017632,0.135588,0.587602,0.067522,0.794136,0.005504,0.001024,0.000352,1.225029
0.400300,0.018016,0.133860,0.600626,0.076931,0.815161,0.002720,0.001248,0.000448,1.244229
0.400044,0.017728,0.138341,0.585649,0.066146,0.793720,0.002624,0.001152,0.000384,1.221668
0.400140,0.017761,0.143588,0.596626,0.065058,0.809048,0.002432,0.001120,0.000640,1.237445
0.400012,0.017601,0.134500,0.602354,0.074882,0.815224,0.003296,0.001184,0.000640,1.244613
0.397356,0.017856,0.142405,0.584145,0.063138,0.793144,0.002432,0.001088,0.000896,1.219076
0.395148,0.017985,0.139940,0.583921,0.066178,0.793431,0.002945,0.001088,0.000448,1.216869
0.415820,0.017665,0.144420,0.593906,0.066562,0.809144,0.002496,0.001120,0.000832,1.253765
0.399308,0.017568,0.142693,0.581777,0.065762,0.793432,0.002592,0.001024,0.000384,1.219972
0.399564,0.017889,0.136004,0.589682,0.068834,0.797912,0.002688,0.001024,0.000448,1.226789
0.399436,0.017633,0.141412,0.595890,0.066178,0.807000,0.002688,0.001248,0.000640,1.234725
0.399916,0.017824,0.158405,0.598386,0.068514,0.829369,0.002752,0.001248,0.000896,1.260613
0.399500,0.017728,0.142757,0.600466,0.075554,0.822425,0.003584,0.001120,0.000384,1.251813
0.399692,0.017921,0.127619,0.594898,0.064866,0.790487,0.002656,0.001120,0.000416,1.218468
0.400076,0.017632,0.142117,0.583697,0.066434,0.795992,0.002624,0.001120,0.000352,1.223684
0.423949,0.018048,0.142116,0.591858,0.065602,0.803352,0.005472,0.001088,0.000384,1.257222
0.399307,0.017664,0.130468,0.584242,0.064642,0.783000,0.002496,0.001152,0.000416,1.209700
0.399820,0.017632,0.146853,0.595537,0.067875,0.813881,0.002752,0.001056,0.000384,1.241733
0.399980,0.018016,0.125860,0.583826,0.065218,0.778104,0.002624,0.001120,0.000480,1.205476
0.399180,0.017632,0.143972,0.581330,0.065378,0.794680,0.005504,0.001152,0.000352,1.225765
0.399436,0.017793,0.143844,0.604050,0.103811,0.857530,0.004224,0.000992,0.000672,1.287655
0.400556,0.017536,0.141893,0.582385,0.066530,0.794488,0.002656,0.001152,0.000608,1.223748
0.395372,0.017505,0.142756,0.582514,0.065058,0.794296,0.005504,0.001152,0.000928,1.220229
0.399340,0.017824,0.153541,0.586130,0.071618,0.814809,0.005440,0.001248,0.000384,1.245445
0.399180,0.017889,0.138468,0.593778,0.065282,0.800824,0.002560,0.001088,0.000384,1.227525
0.395404,0.017536,0.143749,0.585905,0.066402,0.799864,0.002560,0.001152,0.000352,1.223492
0.413101,0.017792,0.143429,0.583665,0.067138,0.797464,0.003200,0.001152,0.000480,1.239301
0.394508,0.017729,0.130243,0.584530,0.066562,0.785111,0.005472,0.001280,0.000384,1.211044
0.395788,0.017665,0.141188,0.600658,0.091523,0.836409,0.003232,0.001152,0.000960,1.260806
0.396108,0.017856,0.144197,0.584017,0.068706,0.800728,0.005440,0.001216,0.000384,1.228837
0.394860,0.017921,0.166373,0.586225,0.064354,0.820408,0.002496,0.001056,0.000352,1.242725
0.398892,0.017825,0.126532,0.614194,0.076066,0.820440,0.002689,0.001152,0.000480,1.247910
0.399916,0.017761,0.141828,0.597842,0.064898,0.808120,0.002528,0.001184,0.000448,1.235621
0.399276,0.017920,0.139429,0.593009,0.065698,0.801304,0.002560,0.001153,0.000480,1.228293
0.417901,0.017633,0.141252,0.592754,0.071874,0.810488,0.003424,0.001216,0.000384,1.257254
0.399500,0.017728,0.140805,0.594449,0.065314,0.804440,0.002304,0.001089,0.000352,1.231237
0.400268,0.017697,0.141572,0.584210,0.065666,0.795256,0.002560,0.001152,0.000736,1.241893
0.400684,0.017632,0.143556,0.585297,0.065346,0.797527,0.002496,0.001249,0.000352,1.226021
0.394956,0.017793,0.140612,0.585554,0.066786,0.796408,0.002720,0.001120,0.000352,1.219269
0.394924,0.017824,0.132932,0.602674,0.081795,0.821145,0.005632,0.001056,0.000384,1.248805
0.399628,0.017760,0.139940,0.587025,0.066242,0.796567,0.002592,0.001121,0.000352,1.224101
0.394796,0.017633,0.128708,0.582289,0.062914,0.777047,0.002496,0.001120,0.000352,1.199460
0.420748,0.017921,0.156069,0.605554,0.066178,0.830937,0.002432,0.000992,0.000320,1.278662
0.399948,0.017632,0.130852,0.597490,0.065122,0.796984,0.002560,0.001024,0.000448,1.224388
0.394348,0.018112,0.131172,0.585394,0.063650,0.783320,0.003680,0.001152,0.000352,1.206052
0.395692,0.017857,0.133060,0.583697,0.063298,0.783255,0.003584,0.001184,0.000384,1.208324
0.400044,0.018016,0.134980,0.587250,0.069282,0.794584,0.004992,0.001088,0.000448,1.225124
0.399596,0.017569,0.123715,0.603570,0.104612,0.835385,0.002560,0.001120,0.000352,1.262502
0.399596,0.017697,0.139716,0.583762,0.066242,0.792888,0.002528,0.001120,0.000384,1.219781
0.399308,0.017793,0.132292,0.582865,0.065634,0.784728,0.003232,0.001120,0.000384,1.214245
0.400364,0.017889,0.159973,0.623443,0.071234,0.859386,0.005408,0.001184,0.000416,1.290119
0.399212,0.017825,0.141956,0.583506,0.065538,0.794616,0.005312,0.001120,0.000384,1.223941
0.400012,0.017760,0.120708,0.583441,0.065026,0.772887,0.002560,0.001024,0.000576,1.200419
0.413932,0.018017,0.138436,0.597778,0.063202,0.802840,0.002592,0.001152,0.000416,1.244805
0.399564,0.017857,0.129828,0.586449,0.065506,0.786871,0.002432,0.000992,0.000672,1.214116
0.395243,0.017632,0.130852,0.586066,0.083362,0.803736,0.003232,0.001088,0.000352,1.226692
0.396331,0.018017,0.128772,0.585553,0.069954,0.787672,0.005344,0.001088,0.000416,1.215589
0.396139,0.017665,0.131652,0.585778,0.064642,0.785304,0.005344,0.001120,0.000384,1.212484
0.399852,0.017601,0.132836,0.600338,0.103683,0.840249,0.003104,0.001152,0.000576,1.268998
0.398028,0.017537,0.137316,0.585585,0.066562,0.793367,0.002656,0.001120,0.000480,1.221189
0.401260,0.017761,0.127748,0.583441,0.064770,0.779799,0.002912,0.001280,0.000896,1.209892
0.420781,0.018400,0.133892,0.588914,0.067330,0.793336,0.002656,0.001056,0.000960,1.243621
0.396843,0.017697,0.132676,0.584402,0.064674,0.785112,0.003360,0.001120,0.000480,1.210564
0.399692,0.017761,0.137860,0.583377,0.065954,0.791511,0.003264,0.001152,0.000416,1.220997
0.396651,0.018177,0.136740,0.589202,0.067202,0.797016,0.003360,0.001440,0.000672,1.223269
0.399595,0.018112,0.165285,0.599634,0.072674,0.842041,0.002913,0.002208,0.000384,1.274471
0.397324,0.018272,0.130404,0.609683,0.091522,0.835865,0.003425,0.001536,0.000416,1.263270
0.396492,0.018112,0.120036,0.585009,0.063137,0.771767,0.002721,0.001024,0.000384,1.195012
0.395660,0.017985,0.127492,0.601682,0.065186,0.797816,0.003296,0.001088,0.000384,1.220837
0.400076,0.017473,0.149252,0.609907,0.065538,0.829209,0.002336,0.001152,0.000384,1.255750
0.396907,0.017888,0.124644,0.585041,0.064546,0.777783,0.002593,0.001184,0.000352,1.203684
0.396972,0.017697,0.123235,0.581778,0.062178,0.770583,0.002784,0.001248,0.000416,1.195012
0.417293,0.017856,0.127428,0.582450,0.062562,0.775736,0.002560,0.001216,0.000384,1.220965
0.395692,0.017857,0.144548,0.583506,0.065410,0.796696,0.002976,0.001216,0.000288,1.220261
0.405420,0.018528,0.228359,0.627443,0.090275,0.951453,0.005600,0.003104,0.000896,1.395113
0.404588,0.018240,0.236519,0.605842,0.085410,0.933307,0.005025,0.003264,0.000864,1.378345
0.405644,0.018816,0.245096,0.614066,0.090467,0.954653,0.005728,0.003360,0.000576,1.399497
0.402636,0.018529,0.234567,0.601362,0.085986,0.926875,0.004929,0.003296,0.000544,1.366505
0.402796,0.018528,0.216711,0.603890,0.073922,0.898779,0.005344,0.003168,0.000576,1.339208
0.434061,0.018465,0.214662,0.604147,0.069826,0.893179,0.004768,0.003264,0.000608,1.365993
0.405069,0.018272,0.212391,0.602066,0.073282,0.891643,0.004960,0.003488,0.000672,1.334056
0.405036,0.018432,0.229159,0.617235,0.079074,0.930396,0.005600,0.003264,0.000608,1.374505
0.404908,0.018145,0.219431,0.596241,0.073058,0.892859,0.004096,0.003296,0.000672,1.334408
0.404492,0.018721,0.221606,0.600562,0.100964,0.928924,0.005056,0.003136,0.000704,1.373417
0.413836,0.018400,0.227527,0.603378,0.076226,0.912411,0.005633,0.003520,0.000544,1.367817
0.407437,0.018464,0.229991,0.621171,0.077570,0.934332,0.006177,0.003328,0.000864,1.379242
0.431981,0.018561,0.230087,0.599410,0.071106,0.905179,0.004448,0.003104,0.000576,1.375625
0.402156,0.018305,0.228359,0.596050,0.073378,0.902011,0.004448,0.003104,0.000576,1.342568
0.404812,0.018369,0.259431,0.604562,0.074626,0.945404,0.004544,0.003136,0.000576,1.389129
0.405228,0.018912,0.242503,0.597746,0.073699,0.918268,0.004416,0.003456,0.000576,1.362217
0.405677,0.018304,0.248584,0.622770,0.075426,0.952157,0.005440,0.003200,0.000608,1.397194
0.402189,0.018304,0.227015,0.609106,0.080675,0.921532,0.005344,0.003200,0.000608,1.364265
0.405836,0.018369,0.248680,0.608946,0.104675,0.966973,0.005696,0.003264,0.000608,1.414570
0.408301,0.018720,0.220967,0.607506,0.080099,0.913564,0.005696,0.003296,0.000640,1.361577
0.409164,0.018689,0.251688,0.604626,0.088098,0.952093,0.006272,0.002976,0.000576,1.404746
0.403980,0.018433,0.232167,0.596594,0.077058,0.910235,0.005184,0.003104,0.000608,1.352649
0.405741,0.018624,0.235495,0.603570,0.080835,0.924220,0.005344,0.003040,0.000576,1.368073
0.446285,0.018528,0.243624,0.615698,0.096291,0.962397,0.005984,0.003200,0.000576,1.450540
0.404236,0.018433,0.229639,0.602706,0.075458,0.912699,0.005600,0.003296,0.000641,1.352617
0.406252,0.018432,0.231175,0.611954,0.078914,0.926556,0.004544,0.003008,0.000608,1.370665
0.405388,0.018273,0.240679,0.601170,0.077250,0.923899,0.005056,0.002912,0.000609,1.369129
0.405548,0.018080,0.236168,0.622930,0.112228,0.976062,0.005632,0.002976,0.000608,1.420138
0.406797,0.018368,0.234855,0.603826,0.075426,0.919164,0.004896,0.002688,0.000544,1.365833
0.406156,0.018273,0.236039,0.597810,0.074882,0.912923,0.005184,0.003296,0.000576,1.357640
0.405804,0.018209,0.241543,0.601074,0.071042,0.917915,0.004288,0.003009,0.000544,1.360713
0.413837,0.018881,0.222982,0.610227,0.079842,0.919195,0.006016,0.003296,0.000544,1.372810
0.428876,0.018720,0.223719,0.614898,0.080066,0.924988,0.005920,0.003008,0.000608,1.396169
0.407020,0.018593,0.225255,0.605042,0.073730,0.909019,0.004832,0.003616,0.000544,1.355464
0.408428,0.018721,0.235431,0.626579,0.104675,0.973629,0.005760,0.003488,0.000576,1.425002
0.407084,0.018241,0.220614,0.600946,0.076066,0.903227,0.005184,0.003424,0.000544,1.350248
0.409229,0.018400,0.216743,0.602418,0.107971,0.933020,0.006657,0.003936,0.000576,1.384778
0.404301,0.018464,0.228359,0.606290,0.080675,0.920828,0.006080,0.003296,0.000576,1.365993
0.407469,0.018272,0.228327,0.618707,0.086210,0.938652,0.006945,0.003488,0.000544,1.384746
0.404076,0.018368,0.218119,0.609362,0.073634,0.906363,0.005792,0.003264,0.000608,1.348392
0.405964,0.018400,0.212711,0.617298,0.077315,0.913020,0.005024,0.003360,0.000896,1.355272
0.444718,0.018816,0.255528,0.611154,0.075619,0.947325,0.005728,0.003456,0.000800,1.431819
0.408396,0.018593,0.223399,0.633203,0.077826,0.940092,0.005856,0.003296,0.000576,1.385066
0.407436,0.018240,0.224006,0.631443,0.096643,0.958172,0.006368,0.003329,0.000576,1.404138
0.408204,0.018496,0.230215,0.603890,0.077411,0.917692,0.005248,0.003392,0.000576,1.363209
0.406668,0.028033,0.215590,0.636499,0.113699,0.972541,0.006176,0.003296,0.000544,1.427595
0.409612,0.018369,0.230279,0.620754,0.095203,0.952380,0.005760,0.003393,0.000544,1.401674
0.407884,0.018656,0.221127,0.620850,0.084066,0.932380,0.006464,0.003776,0.000672,1.380714
0.407212,0.018433,0.219559,0.609266,0.081858,0.917211,0.006017,0.003872,0.000864,1.365289
0.408140,0.018881,0.221702,0.608115,0.088482,0.924059,0.005505,0.003424,0.000576,1.371273
0.432877,0.018753,0.226407,0.609650,0.078306,0.919867,0.005632,0.003296,0.000608,1.393194
0.406444,0.018529,0.253383,0.606291,0.080354,0.945276,0.006464,0.003616,0.000577,1.389674
0.406188,0.018464,0.214791,0.721141,0.111364,1.054048,0.005824,0.003392,0.000640,1.500365
0.407276,0.018592,0.227719,0.599058,0.075266,0.906427,0.005440,0.003328,0.000576,1.354825
0.406924,0.018433,0.225766,0.623315,0.106211,0.962140,0.005089,0.003488,0.000544,1.409098
0.405644,0.018529,0.229031,0.615282,0.094691,0.945500,0.006880,0.003328,0.000608,1.392265
0.402572,0.018625,0.211750,0.614515,0.100387,0.932028,0.006112,0.003360,0.000576,1.377449
0.403052,0.018240,0.220071,0.601906,0.077603,0.905052,0.005728,0.003328,0.000576,1.348424
0.405164,0.018432,0.221159,0.606802,0.076995,0.909564,0.005376,0.003328,0.000704,1.351912
0.409325,0.018560,0.232647,0.608563,0.074274,0.920860,0.005152,0.003360,0.000608,1.368361
0.411628,0.018529,0.223622,0.610002,0.071618,0.909883,0.004576,0.003584,0.000544,1.357800
0.424620,0.018464,0.241511,0.612499,0.075938,0.934780,0.005344,0.003520,0.000640,1.395977
0.403244,0.018496,0.231783,0.605075,0.074562,0.915292,0.004384,0.003392,0.000544,1.353736
0.406412,0.018592,0.248360,0.609778,0.089315,0.955645,0.005504,0.003264,0.000576,1.399978
0.408876,0.018688,0.226759,0.603474,0.075138,0.910907,0.005281,0.003488,0.000608,1.358281
0.407692,0.018368,0.222310,0.612915,0.119075,0.958621,0.005280,0.003617,0.000864,1.406539
0.401484,0.018113,0.220806,0.603474,0.076515,0.905307,0.004768,0.003232,0.000928,1.344520
0.403436,0.018336,0.235047,0.601682,0.072770,0.913979,0.004609,0.002816,0.000576,1.353385
0.404012,0.018465,0.230278,0.602930,0.071810,0.909115,0.004288,0.002784,0.000544,1.349128
0.403148,0.018113,0.218246,0.602162,0.071715,0.898075,0.004384,0.002592,0.001152,1.337640
0.428332,0.018496,0.230727,0.613267,0.074850,0.922940,0.004576,0.003392,0.000608,1.389481
0.403756,0.018496,0.219142,0.595122,0.066754,0.886074,0.004384,0.002816,0.000576,1.324455
0.416621,0.019392,0.232231,0.627635,0.080995,0.947933,0.005792,0.003520,0.000576,1.404106
0.403212,0.018401,0.226023,0.600562,0.069026,0.900315,0.004224,0.002496,0.000576,1.339464
0.401004,0.018305,0.224263,0.594482,0.067266,0.890651,0.004320,0.003168,0.000544,1.327912
0.404045,0.018144,0.209127,0.595505,0.069346,0.878171,0.004128,0.002848,0.000576,1.317640
0.402892,0.018400,0.196518,0.602962,0.067778,0.871162,0.004544,0.002752,0.000544,1.308967
0.430509,0.018273,0.179141,0.605395,0.066914,0.856058,0.004256,0.002496,0.000576,1.322024
0.406348,0.018592,0.214791,0.614418,0.082115,0.916668,0.005664,0.003328,0.000608,1.361833
0.403820,0.018529,0.216646,0.633523,0.080931,0.936412,0.007392,0.003296,0.000544,1.383497
0.406700,0.018336,0.209575,0.605266,0.080354,0.899675,0.004993,0.002464,0.000608,1.341864
0.408780,0.018913,0.237543,0.605618,0.077506,0.925083,0.004416,0.003200,0.000577,1.371306
0.407180,0.018881,0.229703,0.607218,0.077122,0.918203,0.004833,0.002656,0.000608,1.360905
0.404844,0.018593,0.223686,0.603442,0.081315,0.913275,0.005248,0.003136,0.000544,1.355528
0.428205,0.018561,0.235079,0.599954,0.071778,0.911259,0.004800,0.003040,0.000576,1.376489
0.407820,0.018209,0.227942,0.607154,0.074754,0.914299,0.005792,0.003072,0.000544,1.360776
0.407916,0.018560,0.232295,0.619027,0.077090,0.933116,0.005472,0.003360,0.000576,1.377129
0.407180,0.018304,0.228294,0.604883,0.073026,0.911259,0.004896,0.002592,0.000320,1.353512
0.404684,0.018401,0.220999,0.628691,0.084162,0.938524,0.006016,0.003360,0.000545,1.381002
0.405644,0.018305,0.217031,0.599858,0.072034,0.893179,0.004608,0.003040,0.000544,1.333736
0.401548,0.018593,0.208742,0.610163,0.074274,0.897307,0.004864,0.002912,0.000576,1.334600
0.429389,0.018305,0.211398,0.604242,0.073058,0.893083,0.004800,0.003072,0.000544,1.358857
0.401900,0.018145,0.200838,0.602834,0.069570,0.877594,0.004768,0.003296,0.000640,1.314375
0.401676,0.018401,0.200262,0.622034,0.113380,0.940156,0.004704,0.002688,0.000576,1.376681
0.405580,0.018273,0.197126,0.600850,0.076962,0.879322,0.006592,0.003104,0.000608,1.322823
0.406668,0.018528,0.203622,0.597778,0.096963,0.903419,0.004960,0.003361,0.000640,1.348393
0.404076,0.018176,0.155301,0.592498,0.068706,0.820377,0.003776,0.002016,0.000640,1.257317
0.399692,0.017952,0.149573,0.593746,0.066882,0.814329,0.003360,0.002400,0.000576,1.246341
0.403948,0.018368,0.245191,0.609426,0.075522,0.935004,0.005504,0.003296,0.000672,1.376745
0.409453,0.018560,0.220327,0.611154,0.085539,0.921788,0.004992,0.003200,0.000576,1.368969
0.403340,0.018337,0.223014,0.621107,0.081379,0.931836,0.005664,0.003264,0.000672,1.373737
0.403148,0.018816,0.224327,0.601650,0.073026,0.904763,0.005728,0.003296,0.000544,1.347848
0.401996,0.018433,0.226886,0.611315,0.079778,0.922747,0.005632,0.003265,0.000576,1.363273
0.401964,0.018337,0.218918,0.610355,0.072834,0.907803,0.005376,0.003168,0.000576,1.347784
0.401740,0.018528,0.215527,0.603986,0.082403,0.907164,0.006080,0.003168,0.000608,1.348456
0.405100,0.044642,0.226279,0.624658,0.076419,0.932540,0.005408,0.003424,0.000608,1.403562
0.404396,0.018209,0.226503,0.601586,0.080386,0.913627,0.004768,0.003296,0.000576,1.353161
0.403212,0.018305,0.235527,0.618675,0.081410,0.941660,0.005888,0.003072,0.000576,1.384746
0.404492,0.018465,0.216486,0.599826,0.072706,0.893722,0.004992,0.003200,0.000640,1.335656
0.405164,0.018401,0.225030,0.596434,0.071043,0.896923,0.005152,0.003040,0.000576,1.340904
0.401004,0.018529,0.228806,0.610739,0.076482,0.920827,0.005280,0.003200,0.000608,1.359817
0.400684,0.018176,0.222247,0.594770,0.072738,0.894523,0.005856,0.003136,0.000576,1.333864
0.427341,0.018721,0.216102,0.612818,0.073026,0.905947,0.004992,0.003232,0.000576,1.368585
0.404013,0.018368,0.215463,0.595986,0.074786,0.891195,0.005632,0.002944,0.000576,1.334344
0.402156,0.018913,0.206374,0.617170,0.084675,0.912859,0.004992,0.003520,0.000576,1.353544
0.403948,0.018657,0.244263,0.602322,0.085891,0.940188,0.005568,0.003808,0.000544,1.383497
0.401548,0.018304,0.213831,0.596594,0.086050,0.900763,0.005249,0.002944,0.000608,1.338952
0.401612,0.018048,0.230695,0.598802,0.070370,0.904379,0.004544,0.002817,0.000544,1.342665
0.403916,0.018401,0.227687,0.596082,0.070882,0.898811,0.004672,0.003808,0.000608,1.340104
0.427309,0.018336,0.232551,0.596338,0.069154,0.902299,0.004705,0.002688,0.000544,1.366025
0.400556,0.018176,0.224166,0.622451,0.078018,0.929115,0.004992,0.003137,0.000576,1.367465
0.403308,0.018785,0.225031,0.634515,0.075458,0.939740,0.005024,0.002912,0.000608,1.380553
0.408013,0.018176,0.213447,0.600434,0.071362,0.889787,0.004992,0.003392,0.000704,1.332680
0.404332,0.018305,0.213350,0.592370,0.094403,0.905499,0.004960,0.002816,0.000544,1.348040
0.403661,0.018656,0.224711,0.595218,0.066722,0.890459,0.004896,0.003104,0.000544,1.330248
0.404333,0.018336,0.207047,0.605266,0.069090,0.886363,0.004928,0.003264,0.000576,1.329640
0.439981,0.018144,0.214022,0.603410,0.075650,0.897083,0.003968,0.002976,0.000544,1.372361
0.403532,0.018272,0.190790,0.593842,0.065442,0.854810,0.004256,0.002976,0.000384,1.293542
0.401132,0.018688,0.189446,0.612722,0.095971,0.902427,0.004704,0.003041,0.000352,1.338696
0.404204,0.018624,0.181765,0.594130,0.067266,0.847418,0.003968,0.003072,0.000576,1.286534
0.403244,0.018497,0.183301,0.612882,0.070658,0.871194,0.004288,0.003072,0.000832,1.309831
0.404684,0.018528,0.218439,0.599698,0.076354,0.899035,0.005376,0.002976,0.000640,1.341576
0.403180,0.018337,0.214182,0.594962,0.073891,0.887771,0.004320,0.003200,0.000832,1.328872
0.403788,0.045409,0.220199,0.598898,0.072706,0.896187,0.004640,0.003009,0.000544,1.365481
0.403660,0.018305,0.211590,0.596850,0.069442,0.881946,0.004769,0.003136,0.000768,1.323400
0.400524,0.018464,0.233735,0.620051,0.087874,0.946653,0.005248,0.003232,0.000576,1.385770
0.419021,0.018369,0.210726,0.608338,0.071363,0.894811,0.005376,0.003360,0.000576,1.351849
0.404588,0.018304,0.221319,0.601426,0.069986,0.897563,0.005408,0.003329,0.000576,1.337736
0.400172,0.018656,0.232678,0.602674,0.072514,0.912508,0.005376,0.003296,0.000576,1.350216
0.401260,0.018497,0.229287,0.598930,0.067714,0.900251,0.005248,0.003200,0.000864,1.338920
0.427821,0.018529,0.237415,0.608914,0.077251,0.929468,0.005696,0.003424,0.000576,1.395562
0.400300,0.018305,0.239111,0.603122,0.072994,0.919899,0.004673,0.003264,0.000544,1.355721
0.403308,0.018113,0.247559,0.608594,0.077059,0.939036,0.005216,0.003392,0.000576,1.379849
0.404333,0.018848,0.233927,0.602162,0.069667,0.910780,0.004608,0.003264,0.000576,1.353417
0.403597,0.018656,0.216551,0.629043,0.084930,0.935292,0.006176,0.003489,0.000544,1.376234
0.399980,0.018369,0.231175,0.602898,0.070338,0.909243,0.004096,0.002880,0.000576,1.345128
0.404812,0.018209,0.212198,0.608659,0.072034,0.897243,0.003904,0.002848,0.000576,1.337224
0.405485,0.018496,0.228903,0.608882,0.070946,0.914588,0.004416,0.003168,0.000576,1.357225
0.403821,0.018112,0.229671,0.597682,0.071426,0.903611,0.004609,0.003232,0.000576,1.344841
0.402828,0.018209,0.247079,0.609554,0.075875,0.937084,0.004864,0.003264,0.000608,1.376841
0.407852,0.018337,0.218086,0.602738,0.071042,0.896410,0.004833,0.003200,0.000576,1.339016
0.402412,0.018337,0.215494,0.617939,0.081538,0.919067,0.004576,0.003200,0.000576,1.357544
0.404460,0.018208,0.223879,0.595314,0.069058,0.892475,0.004704,0.003296,0.000640,1.333704
0.399916,0.018401,0.220582,0.596978,0.069282,0.891771,0.004160,0.003136,0.000544,1.328968
0.404044,0.018529,0.218342,0.625235,0.080930,0.928571,0.004993,0.003104,0.000608,1.370089
0.404236,0.018433,0.227655,0.598802,0.072578,0.903355,0.005184,0.003136,0.000608,1.344968
