TEE[0-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.739959,0.000736,0.002496,0.001248,0.000416,1.751960
1.762809,0.000736,0.002496,0.001184,0.000384,1.774105
1.752377,0.000832,0.003264,0.001216,0.000384,1.765817
1.755896,0.000864,0.002624,0.001504,0.000448,1.768953
1.715991,0.000672,0.002464,0.001120,0.000352,1.726711
1.771417,0.000768,0.002400,0.001088,0.000384,1.782202
1.744632,0.000832,0.002304,0.001088,0.000352,1.756504
1.741784,0.000832,0.003104,0.001472,0.000352,1.756024
1.742072,0.000832,0.002529,0.001376,0.000320,1.753721
1.707254,0.000704,0.003136,0.001441,0.000416,1.720855
1.782746,0.000704,0.002496,0.001056,0.000448,1.794490
1.759449,0.000800,0.002432,0.001088,0.000320,1.770521
1.755864,0.000897,0.002592,0.001120,0.000352,1.768313
1.777017,0.000704,0.002592,0.001088,0.000352,1.788378
1.764249,0.000769,0.002400,0.001120,0.000384,1.775546
1.781338,0.000768,0.002848,0.001120,0.000384,1.793051
1.801690,0.000928,0.002464,0.001088,0.000416,1.813660
1.720183,0.000768,0.002592,0.001088,0.000416,1.731479
1.790330,0.000768,0.002496,0.001120,0.000321,1.801307
1.784218,0.000768,0.002464,0.001024,0.000352,1.795707
1.782906,0.000801,0.002240,0.001184,0.000448,1.794363
1.710615,0.000736,0.002400,0.001120,0.000416,1.721719
1.771129,0.000672,0.002529,0.001408,0.000320,1.782778
1.766169,0.000800,0.002432,0.001024,0.000352,1.778074
1.793402,0.000768,0.002432,0.001120,0.000352,1.805276
1.760920,0.000800,0.002400,0.001376,0.000352,1.772026
1.751193,0.000768,0.002944,0.001152,0.000352,1.763225
1.743832,0.000704,0.002304,0.001024,0.000352,1.754937
1.893631,0.001280,0.005344,0.002912,0.000576,1.913312
1.767033,0.000960,0.003200,0.001376,0.000352,1.779929
1.854110,0.001568,0.004961,0.003104,0.000640,1.875231
1.738519,0.000704,0.003392,0.001344,0.000352,1.749944
1.759992,0.001120,0.003744,0.001184,0.000416,1.774233
1.719158,0.000992,0.002432,0.001184,0.000448,1.731063
1.770521,0.000832,0.002624,0.001088,0.000384,1.782266
1.772058,0.000736,0.002400,0.001408,0.000416,1.783386
1.796954,0.000736,0.002304,0.001088,0.000320,1.807899
1.759064,0.000736,0.002433,0.001056,0.000352,1.769145
1.806843,0.000800,0.002625,0.001088,0.000352,1.817788
1.730071,0.000704,0.002497,0.001120,0.000416,1.740920
1.792442,0.000672,0.002368,0.001088,0.000384,1.804539
1.749208,0.000640,0.002496,0.001088,0.000384,1.759864
1.757977,0.000800,0.003200,0.001121,0.000416,1.771322
1.757464,0.000768,0.003233,0.001088,0.000384,1.770425
1.765177,0.000832,0.002304,0.001120,0.000384,1.775097
1.759385,0.000672,0.002336,0.001057,0.000352,1.770330
1.764025,0.000736,0.002432,0.001056,0.000416,1.774393
1.729783,0.000736,0.002401,0.001024,0.000352,1.740120
1.729879,0.000736,0.002944,0.001056,0.000352,1.741048
1.747960,0.000640,0.002432,0.000928,0.000384,1.758296
1.726263,0.000704,0.002336,0.000928,0.000320,1.736279
1.777945,0.000800,0.002753,0.001312,0.000352,1.789658
1.787610,0.000672,0.002432,0.001152,0.000384,1.798426
1.739319,0.000800,0.002688,0.001024,0.000352,1.751384
1.798202,0.000768,0.002273,0.001056,0.000352,1.808283
1.709143,0.000768,0.002304,0.000960,0.000384,1.720503
1.813371,0.000800,0.002400,0.000992,0.000352,1.824380
1.760408,0.000704,0.003264,0.001024,0.000352,1.772889
1.809531,0.000768,0.003488,0.000928,0.000384,1.820795
1.764569,0.000736,0.002400,0.001024,0.000416,1.776538
1.788762,0.000800,0.002336,0.000960,0.000352,1.799322
1.756536,0.000672,0.002177,0.000992,0.000384,1.766873
1.737304,0.000864,0.002624,0.001184,0.000352,1.749336
1.714454,0.000768,0.002368,0.000928,0.000288,1.724983
1.770809,0.000800,0.002464,0.001056,0.000384,1.781273
1.754552,0.000672,0.002336,0.001184,0.000384,1.766393
1.806715,0.000704,0.002400,0.001152,0.000352,1.817467
1.751928,0.000768,0.002272,0.001057,0.000352,1.762617
1.815291,0.000832,0.002305,0.000960,0.000352,1.826140
1.752505,0.000672,0.002400,0.001024,0.000352,1.764377
1.757016,0.000800,0.002304,0.000928,0.000320,1.767384
1.772537,0.000896,0.002464,0.001152,0.000416,1.785018
1.778458,0.000864,0.002432,0.000832,0.000352,1.789178
1.763545,0.000768,0.002433,0.001120,0.000352,1.775674
1.767737,0.000768,0.002368,0.001120,0.000384,1.778905
