Layer[0],Layer[1],TEE[2-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.420401,0.017665,0.735933,0.000864,0.014272,0.000352,0.001600,0.001088,0.000352,1.201200
0.416560,0.017696,0.748894,0.000992,0.014721,0.000416,0.001504,0.001024,0.000384,1.210640
0.416400,0.017696,0.720829,0.000928,0.014240,0.000576,0.001601,0.001120,0.000352,1.182415
0.415632,0.017664,0.727997,0.000832,0.014401,0.000608,0.001600,0.001024,0.000352,1.188047
0.416721,0.017664,0.744478,0.000864,0.015329,0.000576,0.001536,0.001120,0.000384,1.208048
0.421073,0.017600,0.723805,0.000832,0.014369,0.000608,0.001536,0.001024,0.000384,1.189967
0.416144,0.017665,0.716028,0.000800,0.014305,0.000576,0.001568,0.001056,0.000384,1.176718
0.432657,0.017761,0.744861,0.001152,0.014209,0.000640,0.001504,0.000960,0.000384,1.222928
0.416049,0.017569,0.735613,0.001216,0.015265,0.000608,0.001472,0.000992,0.000384,1.197648
0.418065,0.017857,0.784351,0.000768,0.014144,0.000832,0.001505,0.000992,0.000352,1.247250
0.420401,0.017473,0.737117,0.000832,0.014785,0.000576,0.001536,0.001120,0.000384,1.202928
0.417520,0.017441,0.721884,0.000832,0.014400,0.000608,0.001536,0.000928,0.000352,1.183278
0.416145,0.017472,0.768927,0.001376,0.014433,0.000384,0.001536,0.001024,0.000384,1.230609
0.417137,0.017536,0.719325,0.000800,0.013952,0.000609,0.001472,0.000960,0.000256,1.179919
0.416913,0.017665,0.731996,0.000864,0.014112,0.000832,0.001472,0.001024,0.000320,1.193775
0.415665,0.017216,0.766367,0.000864,0.014240,0.000416,0.001441,0.001056,0.000416,1.226129
0.416657,0.017377,0.731292,0.000896,0.014016,0.000384,0.001504,0.000896,0.000384,1.191247
0.421041,0.017409,0.746493,0.000865,0.014304,0.000608,0.001408,0.001152,0.000384,1.212944
0.433777,0.017697,0.749598,0.000832,0.014208,0.000544,0.001440,0.001088,0.000384,1.228913
0.419568,0.017537,0.722461,0.000768,0.014176,0.000352,0.001504,0.001217,0.000384,1.186767
0.415281,0.017472,0.739070,0.000800,0.013856,0.000352,0.001504,0.001089,0.000384,1.198000
0.415696,0.017825,0.738493,0.000832,0.014657,0.000416,0.001504,0.000992,0.000320,1.198703
0.417584,0.017697,0.735549,0.000864,0.014081,0.000576,0.001568,0.001056,0.000352,1.197968
0.416848,0.017537,0.751326,0.001216,0.014688,0.000544,0.001568,0.001088,0.000353,1.213328
0.417041,0.017632,0.731453,0.000865,0.014368,0.000576,0.001568,0.001216,0.000352,1.193775
0.416208,0.017537,0.733821,0.000832,0.014401,0.000576,0.001440,0.001088,0.000352,1.193999
0.416241,0.017632,0.751646,0.000896,0.014177,0.000352,0.001728,0.001184,0.000384,1.212624
0.421137,0.017729,0.733437,0.000800,0.014401,0.000640,0.001472,0.001024,0.000352,1.199440
0.417393,0.017697,0.732060,0.000800,0.014496,0.000544,0.001536,0.001184,0.000384,1.194799
0.439633,0.017697,0.722268,0.000736,0.014144,0.000608,0.001568,0.001152,0.000384,1.206415
0.416208,0.017697,0.719420,0.000800,0.014209,0.000640,0.001536,0.001088,0.000384,1.179758
0.417201,0.017665,0.737021,0.000832,0.014080,0.000832,0.001473,0.001088,0.000384,1.198416
0.417201,0.017697,0.727069,0.001376,0.015136,0.000384,0.001504,0.001056,0.000384,1.190063
0.416432,0.017505,0.725469,0.000800,0.014432,0.000608,0.001696,0.001312,0.000384,1.186927
0.415889,0.017537,0.747293,0.000896,0.014721,0.000576,0.001568,0.000992,0.000352,1.208304
0.417168,0.017665,0.730237,0.000768,0.014240,0.000673,0.001408,0.001056,0.000384,1.191439
0.416433,0.017376,0.731549,0.000832,0.014273,0.000608,0.001440,0.000992,0.000416,1.192079
0.416817,0.017505,0.785247,0.000832,0.014112,0.000608,0.001408,0.001088,0.000352,1.245778
0.417104,0.017729,0.726301,0.000832,0.014400,0.000608,0.001472,0.001024,0.000289,1.188047
0.421456,0.017505,0.720061,0.000832,0.014432,0.000608,0.001472,0.000992,0.000384,1.185614
0.416625,0.031489,0.720125,0.000832,0.014528,0.000352,0.001536,0.001056,0.000416,1.194863
0.416945,0.017441,0.723516,0.000800,0.014401,0.000384,0.001440,0.000896,0.000416,1.184111
0.418385,0.017632,0.712477,0.000704,0.013984,0.000384,0.001472,0.001056,0.000288,1.174510
0.429905,0.017537,0.714012,0.000928,0.014721,0.000352,0.001536,0.000928,0.000448,1.189327
0.415792,0.017697,0.724061,0.000800,0.014080,0.000384,0.001472,0.000993,0.000352,1.183439
0.422385,0.017472,0.738110,0.000800,0.014336,0.000640,0.001440,0.001088,0.000352,1.204527
0.421552,0.017440,0.736669,0.000736,0.014145,0.000576,0.001408,0.000960,0.000384,1.201583
0.416977,0.017408,0.735934,0.000896,0.015072,0.000352,0.001376,0.000992,0.000384,1.197551
0.420305,0.017889,0.724156,0.000864,0.014433,0.000576,0.001504,0.000992,0.000384,1.190959
0.422705,0.017505,0.740413,0.000832,0.014049,0.000384,0.001504,0.001216,0.000384,1.207472
0.417489,0.017249,0.730173,0.000768,0.014144,0.000416,0.001472,0.001184,0.000384,1.191247
0.416049,0.017504,0.762719,0.001312,0.014144,0.000768,0.001440,0.000960,0.000384,1.224368
0.416209,0.017537,0.735581,0.000704,0.014240,0.000832,0.001472,0.000961,0.000288,1.195600
0.417360,0.017633,0.736029,0.000960,0.013921,0.000384,0.001504,0.001056,0.000352,1.197967
0.435377,0.017472,0.748606,0.000800,0.013953,0.000800,0.001440,0.000960,0.000384,1.228145
0.415824,0.017505,0.731293,0.000928,0.014369,0.000576,0.001440,0.001056,0.000256,1.191663
0.417681,0.017249,0.721628,0.000832,0.014561,0.000608,0.001504,0.000992,0.000416,1.184079
0.415312,0.017601,0.734749,0.000864,0.013985,0.000608,0.001504,0.001184,0.000352,1.194159
0.416945,0.017697,0.736317,0.000832,0.013920,0.000576,0.001504,0.001185,0.000352,1.198256
0.421841,0.017505,0.742589,0.000832,0.013985,0.000800,0.001408,0.001056,0.000384,1.208560
0.416144,0.017505,0.727613,0.001216,0.014496,0.000608,0.001408,0.001185,0.000384,1.188655
0.417296,0.017441,0.732925,0.000864,0.014305,0.000576,0.001504,0.001056,0.000352,1.194799
0.417137,0.017569,0.745821,0.000864,0.014369,0.000576,0.001568,0.000992,0.000352,1.207568
0.420273,0.017697,0.741981,0.001248,0.014049,0.000384,0.001568,0.001120,0.000352,1.207696
0.420465,0.017665,0.724636,0.000800,0.014753,0.000608,0.001600,0.001024,0.000224,1.189679
0.415185,0.044194,0.731005,0.001152,0.014240,0.000832,0.001440,0.001248,0.000384,1.218608
0.417392,0.017729,0.732317,0.000800,0.014209,0.000352,0.001440,0.001184,0.000416,1.194127
0.421393,0.017761,0.730333,0.000832,0.014528,0.000608,0.001408,0.001056,0.000384,1.196432
0.434161,0.017408,0.738493,0.001280,0.014880,0.000672,0.001472,0.000992,0.000384,1.219280
0.418449,0.017472,0.728285,0.000864,0.014209,0.000864,0.001536,0.001088,0.000320,1.191087
0.421968,0.017441,0.742973,0.000897,0.014592,0.000384,0.001536,0.001088,0.000384,1.209328
0.418033,0.017793,0.742013,0.000960,0.014497,0.000704,0.001472,0.000960,0.000384,1.204720
0.416080,0.017633,0.725661,0.000864,0.014401,0.000576,0.001440,0.001120,0.000384,1.185935
0.415536,0.017761,0.753054,0.000864,0.014337,0.000608,0.001472,0.001088,0.000352,1.214448
0.415088,0.017633,0.726397,0.000800,0.014209,0.000832,0.001504,0.001088,0.000352,1.185615
0.416016,0.017857,0.732157,0.000800,0.013985,0.000384,0.001504,0.001056,0.000384,1.192367
0.421425,0.018177,0.758782,0.000896,0.014368,0.000640,0.001504,0.001024,0.000384,1.224945
0.417744,0.017665,0.734813,0.001120,0.014401,0.000576,0.001440,0.001056,0.000384,1.197679
0.418352,0.017633,0.726077,0.000864,0.014144,0.000608,0.001472,0.001056,0.000448,1.189519
0.432498,0.017728,0.732477,0.000896,0.014208,0.000640,0.001472,0.000992,0.000416,1.209520
0.417232,0.017537,0.737885,0.001120,0.014369,0.000640,0.001472,0.001120,0.000416,1.198799
0.421040,0.017664,0.725693,0.000864,0.013985,0.000640,0.001440,0.001120,0.000416,1.190767
0.417584,0.018144,0.726333,0.000864,0.014145,0.000608,0.001472,0.001056,0.000384,1.189199
0.416433,0.017536,0.722141,0.000832,0.014689,0.000608,0.001600,0.000992,0.000352,1.184143
0.416593,0.017441,0.763454,0.000896,0.014272,0.000609,0.001472,0.000992,0.000352,1.225393
0.415921,0.017441,0.734269,0.000800,0.014144,0.000608,0.001409,0.001024,0.000384,1.194480
0.419888,0.017664,0.733533,0.001152,0.014497,0.000608,0.001376,0.000992,0.000384,1.198735
0.416753,0.017664,0.755934,0.000832,0.014177,0.000640,0.001536,0.001344,0.000416,1.218352
0.420849,0.017729,0.745597,0.000928,0.014401,0.000608,0.001472,0.000992,0.000384,1.211856
0.420145,0.017473,0.722876,0.000832,0.014177,0.000832,0.001408,0.001088,0.000352,1.186703
0.432529,0.017665,0.711868,0.000736,0.014785,0.000576,0.001568,0.000992,0.000320,1.189167
0.417104,0.017600,0.729917,0.000864,0.014561,0.000608,0.001600,0.000992,0.000352,1.191183
0.416976,0.017857,0.731933,0.000832,0.014208,0.000609,0.001504,0.000992,0.000352,1.193455
0.420785,0.017729,0.742045,0.001152,0.014625,0.000832,0.001440,0.000992,0.000384,1.208240
0.415440,0.017601,0.724381,0.000832,0.014529,0.000608,0.001536,0.001056,0.000384,1.184335
0.419984,0.017473,0.761726,0.001152,0.014081,0.000640,0.001472,0.001056,0.000384,1.226384
0.421521,0.018145,0.724444,0.000896,0.014081,0.000640,0.001504,0.001056,0.000352,1.190287
0.415953,0.018273,0.734013,0.000896,0.014816,0.000641,0.001632,0.001056,0.000384,1.196784
0.416881,0.017632,0.755998,0.000832,0.014497,0.000384,0.001696,0.001248,0.000416,1.218384
0.417360,0.017569,0.729597,0.000832,0.014176,0.000608,0.001537,0.001216,0.000384,1.191599
0.417040,0.017473,0.725789,0.001088,0.014688,0.000576,0.001536,0.001280,0.000384,1.188111
0.431697,0.017569,0.729949,0.000768,0.014240,0.000608,0.001569,0.000992,0.000384,1.205840
0.415664,0.017473,0.739517,0.000800,0.014241,0.000576,0.001472,0.001056,0.000384,1.199855
0.415472,0.017472,0.749950,0.000832,0.014145,0.000640,0.001472,0.001056,0.000352,1.209424
0.416593,0.017537,0.731356,0.000800,0.014336,0.000608,0.001440,0.001024,0.000384,1.192207
0.416528,0.017505,0.732157,0.000768,0.013985,0.000832,0.001440,0.001056,0.000416,1.191759
0.420016,0.017248,0.746366,0.001184,0.014465,0.000352,0.001504,0.001056,0.000352,1.211088
0.416273,0.017473,0.743165,0.000832,0.014305,0.000352,0.001376,0.001024,0.000384,1.203856
0.415537,0.017472,0.721725,0.000896,0.013857,0.000352,0.001536,0.001024,0.000352,1.181231
0.417328,0.017505,0.752510,0.000864,0.014080,0.000640,0.001473,0.001024,0.000352,1.214448
0.420400,0.017473,0.696379,0.000768,0.013888,0.000448,0.001440,0.001184,0.000384,1.160526
0.420945,0.017505,0.727133,0.000832,0.013952,0.000384,0.001504,0.001184,0.000352,1.191759
0.420689,0.017473,0.736573,0.000864,0.013793,0.000384,0.001536,0.001344,0.000384,1.201488
0.415984,0.017633,0.733661,0.000832,0.014209,0.000384,0.001408,0.001088,0.000384,1.193423
0.415728,0.017697,0.736221,0.000832,0.014337,0.000864,0.001408,0.000992,0.000352,1.196943
0.442513,0.017665,0.734589,0.000704,0.014113,0.000832,0.001472,0.001120,0.000416,1.221360
0.420176,0.017441,0.713916,0.000800,0.014177,0.000576,0.001504,0.001024,0.000384,1.177934
0.415824,0.017504,0.738653,0.000864,0.014368,0.000608,0.001504,0.001088,0.000352,1.198959
0.433297,0.017249,0.719196,0.000768,0.014145,0.000384,0.001408,0.000992,0.000352,1.196303
0.419952,0.017473,0.730589,0.001152,0.014401,0.000576,0.001440,0.001088,0.000352,1.194287
0.415056,0.017185,0.739645,0.000864,0.014081,0.000864,0.001472,0.000928,0.000320,1.197391
0.415056,0.017697,0.721276,0.000864,0.014081,0.000640,0.001408,0.001088,0.000352,1.179918
0.420656,0.017664,0.723517,0.000928,0.013857,0.000832,0.001504,0.000928,0.000320,1.188975
0.416177,0.017505,0.769214,0.000800,0.013985,0.000352,0.001472,0.000992,0.000320,1.228017
0.415280,0.017408,0.717245,0.000832,0.014048,0.000576,0.001440,0.001088,0.000321,1.175567
0.415473,0.017248,0.726685,0.000864,0.014017,0.000384,0.001472,0.000864,0.000224,1.184015
0.450994,0.017505,0.732701,0.001120,0.014368,0.000608,0.001408,0.000864,0.000320,1.227281
0.420977,0.017473,0.735101,0.000800,0.014305,0.000352,0.001472,0.001120,0.000352,1.200880
0.415857,0.017441,0.727164,0.000864,0.013920,0.000832,0.001504,0.001120,0.000352,1.186191
0.436753,0.017441,0.713276,0.000800,0.013889,0.000384,0.001440,0.001088,0.000352,1.192015
0.420337,0.017280,0.712733,0.000800,0.014752,0.000576,0.001472,0.000960,0.000384,1.176686
0.420464,0.017313,0.721277,0.000800,0.013888,0.000864,0.001472,0.000993,0.000320,1.184911
0.416017,0.017504,0.718621,0.000768,0.014816,0.000576,0.001473,0.001056,0.000384,1.178735
0.415377,0.017345,0.726908,0.000800,0.013953,0.000352,0.001440,0.001024,0.000352,1.185167
0.420144,0.017505,0.744573,0.000896,0.014625,0.000384,0.001472,0.001056,0.000352,1.207791
0.415088,0.018177,0.729789,0.000992,0.014112,0.000416,0.001472,0.000960,0.000352,1.188527
0.416401,0.017569,0.741181,0.000832,0.014305,0.000576,0.001504,0.001152,0.000416,1.201872
0.416048,0.017505,0.760318,0.000928,0.014497,0.000576,0.001696,0.001152,0.000384,1.222832
0.422800,0.017473,0.731357,0.000832,0.014465,0.000544,0.001568,0.001344,0.000384,1.199087
0.419536,0.017601,0.727645,0.001248,0.014336,0.000608,0.001600,0.001088,0.000352,1.191823
0.440209,0.017504,0.714045,0.000832,0.013984,0.000576,0.001504,0.001056,0.000384,1.197807
0.417521,0.017505,0.726396,0.000736,0.014305,0.000608,0.001568,0.000928,0.000384,1.187887
0.416273,0.017761,0.735165,0.000800,0.014560,0.000608,0.001632,0.001185,0.000352,1.196592
0.422417,0.017632,0.718365,0.000832,0.013920,0.000640,0.001569,0.001024,0.000384,1.184687
0.420688,0.017633,0.726973,0.000832,0.014753,0.000608,0.001632,0.001056,0.000416,1.192111
0.416721,0.017537,0.753917,0.001312,0.014336,0.000608,0.001600,0.000992,0.000384,1.214704
0.415825,0.018337,0.719900,0.000832,0.014305,0.000608,0.001568,0.001024,0.000352,1.180207
0.417008,0.018145,0.733597,0.000832,0.015265,0.000576,0.001600,0.001056,0.000352,1.196943
0.415985,0.017280,0.747038,0.000864,0.014945,0.000416,0.001568,0.001184,0.000352,1.208400
0.419377,0.017345,0.709820,0.000736,0.014048,0.000416,0.001376,0.001024,0.000385,1.171983
0.417809,0.017505,0.731133,0.000832,0.014144,0.000608,0.001472,0.001088,0.000352,1.192656
0.416497,0.017409,0.740445,0.001152,0.014689,0.000608,0.001408,0.001056,0.000256,1.200720
0.416401,0.017440,0.726845,0.000768,0.014241,0.000544,0.001504,0.001056,0.000320,1.186799
0.415857,0.017473,0.735933,0.000800,0.014112,0.000608,0.001440,0.001025,0.000384,1.195184
0.432209,0.017504,0.731901,0.000864,0.014208,0.000544,0.001440,0.000960,0.000320,1.208207
0.416081,0.017281,0.730429,0.001088,0.014528,0.000608,0.001536,0.001184,0.000385,1.190864
0.420273,0.017952,0.726077,0.000832,0.014209,0.000416,0.001504,0.001056,0.000352,1.190159
0.416496,0.017505,0.734301,0.000832,0.014881,0.000416,0.001408,0.001248,0.000352,1.196463
0.417681,0.017473,0.729949,0.000928,0.014304,0.000384,0.001440,0.000992,0.000384,1.190864
0.415728,0.017664,0.767327,0.000992,0.014304,0.000672,0.001440,0.001088,0.000352,1.228592
0.421521,0.017536,0.736414,0.000736,0.014688,0.000608,0.001408,0.000960,0.000416,1.202991
0.416240,0.017473,0.733181,0.000864,0.014145,0.000832,0.001472,0.001024,0.000384,1.193871
0.419985,0.017921,0.760830,0.000864,0.014272,0.000416,0.001505,0.000992,0.000384,1.226321
0.416240,0.017728,0.732445,0.000928,0.014337,0.000640,0.001408,0.001056,0.000384,1.193359
0.416560,0.017473,0.733117,0.000960,0.014337,0.000640,0.001440,0.000992,0.000352,1.192943
0.433041,0.017505,0.731773,0.000832,0.014368,0.000576,0.001472,0.000960,0.000352,1.208175
0.420881,0.017665,0.724189,0.000736,0.014336,0.000640,0.001408,0.001088,0.000416,1.188655
0.420497,0.017441,0.731357,0.000928,0.014688,0.000576,0.001536,0.001025,0.000352,1.197008
0.415408,0.017281,0.710716,0.000832,0.014112,0.000832,0.001472,0.001024,0.000352,1.169230
0.415697,0.017665,0.722204,0.000800,0.013953,0.000576,0.001440,0.001088,0.000384,1.181103
0.415857,0.017152,0.738750,0.000864,0.014048,0.000608,0.001536,0.001056,0.000352,1.197775
0.415600,0.017825,0.711964,0.000832,0.013697,0.000544,0.001440,0.001056,0.000384,1.170351
0.416112,0.017633,0.730877,0.001184,0.014337,0.000576,0.001408,0.001024,0.000352,1.191983
0.416048,0.017568,0.738173,0.000801,0.014112,0.000608,0.001504,0.001024,0.000416,1.197615
0.415792,0.017440,0.733501,0.000800,0.013857,0.000576,0.001472,0.001056,0.000320,1.191983
0.414993,0.017248,0.719293,0.000736,0.013824,0.000384,0.001441,0.001024,0.000352,1.176815
0.416048,0.017601,0.765438,0.000832,0.014657,0.000384,0.001504,0.000928,0.000352,1.226256
0.416752,0.017504,0.727197,0.000704,0.013921,0.000384,0.001440,0.001056,0.000384,1.187055
0.419536,0.017441,0.722781,0.000768,0.013856,0.000832,0.001377,0.000992,0.000384,1.185039
0.433041,0.017377,0.743005,0.000832,0.013857,0.000832,0.001408,0.001024,0.000352,1.219344
0.417105,0.017377,0.738109,0.001024,0.014369,0.000352,0.001408,0.001024,0.000352,1.198480
0.417553,0.017440,0.743870,0.000832,0.014144,0.000833,0.001408,0.000992,0.000352,1.206416
0.421264,0.017537,0.740957,0.000672,0.014720,0.000864,0.001696,0.001024,0.000352,1.207247
0.416368,0.017409,0.732029,0.000864,0.014145,0.000768,0.001440,0.001152,0.000320,1.191919
0.420368,0.017505,0.746750,0.000768,0.014144,0.000352,0.001440,0.001121,0.000352,1.210448
0.415696,0.017281,0.720764,0.000864,0.013953,0.000864,0.001440,0.000960,0.000320,1.179502
0.416976,0.017184,0.730429,0.000992,0.014241,0.000384,0.001472,0.001120,0.000352,1.191471
0.421457,0.017473,0.797727,0.000864,0.014401,0.000800,0.001504,0.000992,0.000384,1.263698
0.421008,0.017633,0.717437,0.000864,0.014944,0.000384,0.001536,0.000928,0.000384,1.182478
0.418513,0.017440,0.757790,0.000800,0.014017,0.000352,0.001504,0.001056,0.000384,1.219856
0.435250,0.017600,0.734237,0.000864,0.013984,0.000864,0.001472,0.000960,0.000384,1.212816
0.421809,0.017377,0.728829,0.000704,0.013952,0.000384,0.001536,0.000960,0.000384,1.194575
0.420017,0.017377,0.726461,0.000736,0.013952,0.000352,0.001472,0.000992,0.000352,1.188527
0.415856,0.017600,0.742590,0.001120,0.014144,0.000608,0.001504,0.001057,0.000384,1.202864
0.420465,0.017537,0.738077,0.001088,0.014081,0.000384,0.001440,0.001184,0.000352,1.201552
0.420080,0.017665,0.754142,0.000736,0.013888,0.000417,0.001440,0.000960,0.000320,1.217488
0.421072,0.017505,0.728381,0.000896,0.014049,0.000416,0.001472,0.001088,0.000416,1.195280
0.420305,0.017505,0.730236,0.000768,0.014176,0.000608,0.001472,0.001024,0.000352,1.193647
0.421297,0.017601,0.747293,0.000736,0.013985,0.000768,0.001504,0.001056,0.000352,1.212336
0.416784,0.017953,0.716732,0.000800,0.013953,0.000384,0.001472,0.001088,0.000352,1.176302
0.420720,0.017729,0.721565,0.000800,0.014624,0.000416,0.001376,0.001088,0.000320,1.185870
0.417168,0.017473,0.753214,0.000864,0.014176,0.000608,0.001472,0.000993,0.000352,1.214352
0.417232,0.017569,0.723869,0.000800,0.014336,0.000384,0.001441,0.001056,0.000320,1.184079
0.419537,0.017824,0.728253,0.001152,0.014209,0.000608,0.001472,0.001024,0.000384,1.192143
0.436657,0.017601,0.735005,0.000864,0.014369,0.000640,0.001504,0.001088,0.000320,1.215536
0.415217,0.017441,0.727484,0.000864,0.014337,0.000384,0.001408,0.000992,0.000320,1.185679
0.416433,0.017568,0.735581,0.000800,0.014048,0.000384,0.001536,0.001120,0.000352,1.196847
0.419665,0.017633,0.736701,0.001120,0.014272,0.000801,0.001344,0.001120,0.000352,1.200592
0.420944,0.017345,0.726589,0.000864,0.014145,0.000832,0.001408,0.001024,0.000352,1.190767
0.416209,0.017728,0.734813,0.001120,0.014176,0.000832,0.001440,0.001120,0.000352,1.195535
0.419761,0.017248,0.730364,0.000736,0.014113,0.000864,0.001376,0.001056,0.000352,1.193391
0.421393,0.017440,0.733021,0.001056,0.013889,0.000832,0.001440,0.001056,0.000384,1.199343
0.416049,0.017440,0.755934,0.001088,0.014113,0.000864,0.001376,0.000992,0.000384,1.216560
0.419697,0.017473,0.733341,0.000800,0.013856,0.000576,0.001408,0.001056,0.000352,1.196111
0.415792,0.017697,0.735613,0.000800,0.014561,0.000384,0.001376,0.001088,0.000352,1.195823
0.444913,0.017409,0.726749,0.000736,0.013984,0.000320,0.001408,0.001088,0.000352,1.214640
0.415569,0.017440,0.722589,0.000768,0.014497,0.000352,0.001408,0.001056,0.000384,1.182959
0.419920,0.017473,0.725661,0.000832,0.014305,0.000800,0.001472,0.001056,0.000384,1.189711
0.432145,0.018177,0.740797,0.000960,0.014017,0.000576,0.001344,0.001024,0.000384,1.217712
0.416369,0.017441,0.741341,0.001024,0.014209,0.000384,0.001440,0.001056,0.000352,1.202448
0.416337,0.017472,0.767999,0.000992,0.014080,0.000352,0.001440,0.001120,0.000352,1.228849
0.420273,0.017985,0.736509,0.000832,0.014177,0.000416,0.001440,0.001248,0.000320,1.202320
0.419952,0.017376,0.724957,0.000800,0.014049,0.000608,0.001408,0.001120,0.000352,1.189103
0.421296,0.017473,0.757342,0.000928,0.014241,0.000576,0.001376,0.001088,0.000384,1.223280
0.418992,0.019361,0.746526,0.000800,0.014304,0.000832,0.001472,0.001121,0.000384,1.213232
0.422257,0.017504,0.737534,0.000864,0.014336,0.000864,0.001472,0.001088,0.000384,1.204687
0.434833,0.017665,0.741533,0.000832,0.014433,0.000832,0.001472,0.001120,0.000384,1.222416
0.416272,0.017441,0.728893,0.000736,0.014144,0.000608,0.001537,0.001152,0.000384,1.189999
0.420177,0.017472,0.732893,0.000736,0.014016,0.000832,0.001536,0.001088,0.000352,1.197167
0.415600,0.017728,0.735837,0.001153,0.013888,0.000576,0.001504,0.001120,0.000416,1.196111
0.419856,0.017505,0.733405,0.000768,0.014017,0.000640,0.001536,0.001056,0.000384,1.197935
0.415952,0.017537,0.754718,0.000928,0.014081,0.000608,0.001504,0.001024,0.000256,1.215792
0.416816,0.017696,0.732701,0.000832,0.013793,0.000416,0.001568,0.001216,0.000384,1.193391
0.415600,0.017728,0.731421,0.000896,0.013889,0.000608,0.001504,0.000992,0.000384,1.190607
0.415696,0.017665,0.755198,0.000768,0.013761,0.000832,0.001504,0.001152,0.000352,1.215376
0.415536,0.017665,0.734557,0.000800,0.014145,0.000640,0.001536,0.001088,0.000416,1.194895
0.415440,0.017568,0.721629,0.000896,0.013888,0.000577,0.001376,0.001056,0.000416,1.181711
0.435921,0.017984,0.725213,0.000736,0.014625,0.000864,0.001472,0.000960,0.000352,1.206704
0.417712,0.017473,0.724061,0.001184,0.014048,0.000608,0.001376,0.001088,0.000384,1.185582
0.419601,0.017889,0.729181,0.000864,0.013888,0.000384,0.001504,0.001024,0.000352,1.192623
0.436241,0.017505,0.735069,0.000800,0.014017,0.000416,0.001472,0.001024,0.000384,1.214800
0.415537,0.017473,0.733405,0.000768,0.014080,0.000384,0.001505,0.001056,0.000384,1.193456
0.415824,0.017505,0.748989,0.000865,0.014272,0.000832,0.001408,0.000928,0.000416,1.210607
0.416464,0.017633,0.719325,0.000800,0.013952,0.000576,0.001472,0.000992,0.000384,1.179118
0.419089,0.017568,0.736286,0.000800,0.014240,0.000608,0.001376,0.001056,0.000416,1.199695
0.420209,0.017504,0.773311,0.001120,0.014625,0.000544,0.001376,0.000960,0.000352,1.239505
0.417648,0.017697,0.739805,0.001216,0.014049,0.000640,0.001408,0.000992,0.000384,1.203087
0.417041,0.017536,0.727005,0.001056,0.014241,0.000640,0.001472,0.001056,0.000384,1.188527
0.416976,0.017601,0.747710,0.001120,0.014144,0.000832,0.001440,0.000960,0.000384,1.209455
0.415953,0.017280,0.741214,0.000864,0.014144,0.000608,0.001440,0.001121,0.000384,1.201680
0.420849,0.017473,0.719036,0.000960,0.014081,0.000416,0.001408,0.000992,0.000352,1.183279
0.432273,0.017345,0.721565,0.000832,0.013920,0.000640,0.001504,0.001184,0.000384,1.198095
0.420753,0.017665,0.745373,0.000960,0.014113,0.000576,0.001408,0.001024,0.000352,1.210608
0.416049,0.017601,0.726236,0.000896,0.014080,0.000608,0.001472,0.000992,0.000384,1.185839
0.416176,0.017217,0.722268,0.000801,0.014496,0.000640,0.001536,0.000992,0.000384,1.183374
0.416848,0.018176,0.734013,0.000928,0.013985,0.000352,0.001504,0.001248,0.000352,1.196431
0.415536,0.017537,0.763102,0.000800,0.014209,0.000608,0.001504,0.001216,0.000416,1.223440
0.415824,0.017345,0.734781,0.000896,0.014593,0.000544,0.001472,0.001120,0.000384,1.194895
0.416273,0.017569,0.721148,0.000768,0.013985,0.000832,0.001504,0.001120,0.000352,1.181807
0.416049,0.017633,0.747933,0.000832,0.014337,0.000352,0.001504,0.001088,0.000416,1.209328
0.416464,0.017793,0.737885,0.001248,0.014529,0.000640,0.001376,0.001056,0.000352,1.199791
0.418480,0.017697,0.722173,0.001280,0.014784,0.000576,0.001505,0.001152,0.000352,1.186191
0.434034,0.017632,0.737982,0.001216,0.014240,0.000896,0.001408,0.001024,0.000384,1.217041
0.419953,0.017601,0.723452,0.000800,0.013889,0.000384,0.001472,0.001184,0.000384,1.186703
0.415120,0.017665,0.715516,0.000704,0.014017,0.000608,0.001408,0.001088,0.000384,1.174350
0.416945,0.017505,0.725308,0.000800,0.013824,0.000832,0.001504,0.001088,0.000352,1.187151
0.417553,0.017729,0.734685,0.000736,0.013888,0.000833,0.001376,0.001024,0.000384,1.196688
0.416625,0.017728,0.758270,0.000832,0.014401,0.000608,0.001472,0.001088,0.000352,1.219888
0.415568,0.017409,0.737277,0.000864,0.013953,0.000384,0.001376,0.001024,0.000352,1.196527
0.415825,0.017504,0.728349,0.000864,0.013921,0.000416,0.001440,0.001024,0.000384,1.187471
0.415633,0.017249,0.748925,0.001024,0.014337,0.000640,0.001472,0.000928,0.000352,1.209296
0.416240,0.017633,0.736925,0.000800,0.014113,0.000672,0.001536,0.001184,0.000352,1.197359
0.415600,0.017409,0.738813,0.000832,0.014145,0.000384,0.001472,0.001056,0.000352,1.198159
0.432946,0.017440,0.741054,0.000832,0.014176,0.000608,0.001440,0.001056,0.000384,1.218545
0.420337,0.017697,0.722268,0.000768,0.014305,0.000608,0.001408,0.001152,0.000384,1.187119
0.416656,0.017537,0.736445,0.000896,0.014017,0.000864,0.001504,0.001152,0.000352,1.198479
0.418160,0.017409,0.747102,0.000864,0.014240,0.000608,0.001504,0.001248,0.000384,1.210064
0.420592,0.017601,0.738525,0.001184,0.014369,0.000384,0.001440,0.000960,0.000384,1.204527
