TEE[0-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
1.769508,0.001408,0.016193,0.000608,0.001568,0.001152,0.000384,1.799814
1.754244,0.001344,0.016129,0.000352,0.001536,0.001184,0.000384,1.783205
1.754372,0.001280,0.014816,0.000384,0.001569,0.001216,0.000384,1.781894
1.742275,0.000832,0.014849,0.000832,0.001600,0.001248,0.000352,1.769285
1.788453,0.001184,0.014369,0.000864,0.001600,0.001120,0.000384,1.814567
1.761925,0.000800,0.014721,0.000576,0.001536,0.001024,0.000352,1.788422
1.747907,0.000800,0.014817,0.000832,0.001536,0.000928,0.000353,1.773509
1.742019,0.000832,0.014657,0.000352,0.001536,0.000960,0.000384,1.767172
1.748163,0.000928,0.014913,0.000320,0.001408,0.000960,0.000352,1.774117
1.752067,0.000928,0.014625,0.000576,0.001472,0.000992,0.000384,1.778501
1.759940,0.000864,0.014721,0.000352,0.001408,0.001120,0.000384,1.785733
1.763012,0.000737,0.015040,0.000416,0.001377,0.001056,0.000352,1.789158
1.788197,0.001216,0.016161,0.000352,0.001696,0.001280,0.000576,1.815463
1.721441,0.000864,0.015809,0.000608,0.001600,0.001248,0.000416,1.748419
1.766789,0.000992,0.015233,0.000576,0.001632,0.000992,0.000352,1.793734
1.711201,0.000832,0.015105,0.000384,0.001600,0.000960,0.000352,1.737506
1.752548,0.001280,0.014753,0.000352,0.001504,0.001024,0.000384,1.779333
1.717346,0.000864,0.014593,0.000384,0.001472,0.000960,0.000384,1.742787
1.760452,0.001185,0.016064,0.000384,0.001408,0.000928,0.000384,1.789670
1.744675,0.000864,0.014945,0.000320,0.001440,0.001120,0.000416,1.770852
1.777317,0.000896,0.014560,0.000576,0.001472,0.001024,0.000352,1.803623
1.727330,0.000896,0.016033,0.000384,0.001504,0.001280,0.000352,1.755203
1.732707,0.001184,0.015777,0.000352,0.001536,0.001024,0.000352,1.759940
1.758179,0.000928,0.016321,0.000416,0.001440,0.001024,0.000384,1.786181
1.741187,0.000864,0.014561,0.000544,0.001440,0.001152,0.000384,1.767333
1.737411,0.000864,0.014817,0.000384,0.001440,0.000864,0.000384,1.762372
1.773893,0.000992,0.015393,0.000384,0.001344,0.001120,0.000416,1.800806
1.715138,0.001216,0.014433,0.000320,0.001472,0.001088,0.000256,1.741667
1.737731,0.001248,0.015649,0.000832,0.001472,0.000864,0.000352,1.764900
1.717921,0.000736,0.014465,0.000384,0.001440,0.000928,0.000416,1.742979
1.774213,0.000864,0.015585,0.000352,0.001472,0.001088,0.000384,1.800455
1.705248,0.000896,0.014561,0.000576,0.001440,0.001184,0.000416,1.731362
1.755843,0.001152,0.015169,0.000352,0.001376,0.000960,0.000352,1.782501
1.722850,0.001216,0.015233,0.000608,0.001472,0.000960,0.000320,1.749315
1.741539,0.001313,0.015328,0.000385,0.001440,0.001056,0.000384,1.768357
1.707009,0.001216,0.015489,0.000544,0.001472,0.000864,0.000384,1.733730
1.753284,0.000928,0.014721,0.000608,0.001504,0.001024,0.000352,1.779781
1.762916,0.000960,0.015073,0.000576,0.001504,0.001088,0.000385,1.790310
1.743779,0.000896,0.015009,0.000352,0.001504,0.001152,0.000384,1.770020
1.710817,0.000992,0.014816,0.000352,0.001536,0.000896,0.000352,1.737731
1.760292,0.001440,0.015937,0.000384,0.001792,0.000864,0.000384,1.787750
1.751268,0.000896,0.014881,0.000608,0.001536,0.001184,0.000384,1.777509
1.736707,0.000928,0.014849,0.000384,0.001472,0.000992,0.000384,1.762628
1.754691,0.000928,0.015745,0.000384,0.001728,0.001409,0.000384,1.782246
1.791205,0.001281,0.014944,0.000352,0.001473,0.001088,0.000352,1.817799
1.721154,0.000864,0.015169,0.000384,0.001440,0.001248,0.000448,1.747715
1.775492,0.001344,0.015073,0.000352,0.001536,0.001120,0.000384,1.803270
1.757859,0.000896,0.014945,0.000384,0.001472,0.001152,0.000352,1.785541
1.800742,0.001344,0.015201,0.000416,0.001408,0.001281,0.000416,1.828552
1.733474,0.000961,0.015200,0.000384,0.001473,0.001152,0.000384,1.760900
1.803622,0.001088,0.016385,0.000352,0.001888,0.001376,0.000384,1.832840
1.723041,0.001120,0.015393,0.000384,0.001600,0.001120,0.000352,1.750787
1.740226,0.001088,0.015201,0.000384,0.001536,0.001728,0.000416,1.767844
1.718722,0.001056,0.015009,0.000384,0.001504,0.001056,0.000352,1.745315
1.761380,0.001312,0.015201,0.000608,0.001472,0.001216,0.000416,1.789925
1.760484,0.000896,0.015297,0.000608,0.001472,0.001344,0.000416,1.787717
1.773124,0.001120,0.014977,0.000352,0.001472,0.000992,0.000384,1.799526
1.760932,0.001056,0.015873,0.000544,0.001440,0.000992,0.000608,1.789573
1.754755,0.000992,0.015905,0.000544,0.001568,0.001120,0.000352,1.782373
1.745282,0.001312,0.016065,0.000608,0.001504,0.001280,0.000480,1.774821
1.788070,0.001056,0.015457,0.000576,0.001600,0.001088,0.000416,1.815303
1.760451,0.000992,0.014977,0.000352,0.001472,0.001024,0.000416,1.787237
1.725762,0.000832,0.015520,0.000352,0.001537,0.001024,0.000352,1.753252
1.727138,0.000960,0.015329,0.000384,0.001504,0.001120,0.000384,1.753667
1.731650,0.000960,0.014817,0.000608,0.001504,0.001120,0.000384,1.758500
1.728354,0.000929,0.014944,0.000384,0.001505,0.001376,0.000416,1.755076
1.726338,0.000992,0.015041,0.000416,0.001504,0.001056,0.000352,1.753059
1.758755,0.000928,0.014881,0.000608,0.001536,0.001184,0.000384,1.787205
1.727970,0.000864,0.015041,0.000576,0.001568,0.001088,0.000384,1.755523
1.729794,0.000960,0.014977,0.000416,0.001536,0.001216,0.000416,1.757251
1.762500,0.001312,0.015137,0.000384,0.001568,0.001184,0.000352,1.790853
1.762852,0.000992,0.015585,0.000352,0.001600,0.001120,0.000416,1.790917
1.722817,0.001024,0.015041,0.000832,0.001760,0.001152,0.000352,1.750819
1.752547,0.000992,0.031521,0.000640,0.001536,0.001057,0.000352,1.796742
1.797797,0.000960,0.014977,0.000320,0.001504,0.001184,0.000416,1.825735
1.786789,0.001152,0.014881,0.000384,0.001568,0.001088,0.000352,1.813958
1.752803,0.000800,0.014689,0.000416,0.001600,0.001152,0.000416,1.779844
1.748131,0.000832,0.015457,0.000384,0.001536,0.001089,0.000416,1.776677
1.743779,0.000864,0.015137,0.000832,0.001537,0.001056,0.000352,1.771749
1.765828,0.001248,0.014817,0.000320,0.001536,0.001056,0.000384,1.793317
1.713089,0.000896,0.015105,0.000320,0.001472,0.001056,0.000384,1.740066
1.743683,0.000864,0.014785,0.000352,0.001568,0.001056,0.000384,1.771108
1.754499,0.000896,0.014849,0.000352,0.001536,0.001185,0.000384,1.781157
1.776836,0.001312,0.015489,0.000352,0.001536,0.001088,0.000448,1.805190
1.751267,0.000864,0.014753,0.000576,0.001440,0.001185,0.000384,1.778117
1.794917,0.000929,0.014624,0.000864,0.001537,0.001152,0.000352,1.821383
1.744547,0.000768,0.014785,0.000384,0.001536,0.001121,0.000352,1.771813
1.736579,0.000864,0.014913,0.000352,0.001472,0.001120,0.000352,1.762852
1.757347,0.001249,0.014816,0.000385,0.001536,0.001056,0.000384,1.785221
1.750467,0.001152,0.015649,0.000608,0.001760,0.001089,0.000352,1.778885
1.715073,0.000992,0.015361,0.000544,0.001536,0.001120,0.000352,1.742082
1.783749,0.001152,0.015873,0.000352,0.001696,0.001056,0.000576,1.811495
1.710272,0.000864,0.015073,0.000352,0.001440,0.001216,0.000384,1.736994
1.781989,0.001024,0.015521,0.000384,0.001472,0.001088,0.000384,1.809543
1.735074,0.001088,0.015937,0.000352,0.001728,0.001088,0.000320,1.762563
1.733314,0.001216,0.015809,0.000352,0.001632,0.001280,0.000352,1.761540
1.706848,0.001312,0.015009,0.000640,0.001536,0.001120,0.000352,1.735874
1.764195,0.001056,0.015425,0.000608,0.001728,0.001024,0.000416,1.791781
1.722818,0.001152,0.016225,0.000384,0.001856,0.001312,0.000352,1.752451
1.734594,0.001313,0.015584,0.000576,0.001600,0.001344,0.000352,1.763172
1.715425,0.000832,0.015329,0.000576,0.001504,0.000993,0.000352,1.742275
1.719266,0.001152,0.015233,0.000416,0.001600,0.001344,0.000384,1.747011
1.715873,0.000832,0.014273,0.000352,0.001536,0.000992,0.000320,1.741538
1.750371,0.001056,0.014592,0.000352,0.001568,0.001280,0.000416,1.776965
1.721121,0.001184,0.015169,0.000352,0.001536,0.001056,0.000384,1.748643
1.762372,0.000896,0.014625,0.000608,0.001504,0.001088,0.000352,1.789093
1.726337,0.000928,0.014625,0.000384,0.001536,0.001024,0.000352,1.753283
1.761412,0.001376,0.014849,0.000544,0.001504,0.001024,0.000352,1.788389
1.732226,0.000832,0.014497,0.000352,0.001536,0.001184,0.000416,1.758819
1.740803,0.001216,0.015201,0.000320,0.001536,0.001120,0.000384,1.768228
1.705473,0.000832,0.015649,0.000352,0.001408,0.001088,0.000448,1.732610
1.759299,0.000864,0.014497,0.000576,0.001504,0.001088,0.000352,1.785349
1.758755,0.000865,0.014784,0.000576,0.001505,0.001120,0.000320,1.784773
1.751011,0.001184,0.015168,0.000384,0.001505,0.001152,0.000384,1.778789
1.726370,0.000928,0.014945,0.000352,0.001504,0.001024,0.000352,1.752451
1.768708,0.000864,0.014689,0.000384,0.001504,0.001056,0.000352,1.794726
1.734146,0.000800,0.014977,0.000384,0.001472,0.001088,0.000384,1.761507
1.777541,0.001408,0.014721,0.000608,0.001472,0.001088,0.000352,1.805158
1.720225,0.000896,0.014977,0.000416,0.001472,0.001152,0.000352,1.746914
1.763299,0.000928,0.015072,0.000352,0.001441,0.001280,0.000384,1.790149
1.733058,0.000864,0.015105,0.000416,0.001536,0.001280,0.000384,1.760356
1.768484,0.001088,0.014496,0.000385,0.001536,0.001056,0.000416,1.794438
1.712417,0.000928,0.014913,0.000384,0.001440,0.001152,0.000352,1.738914
1.762884,0.001024,0.014753,0.000352,0.001472,0.001120,0.000352,1.789253
1.715777,0.001056,0.014561,0.000416,0.001600,0.001184,0.000384,1.742146
1.769636,0.001088,0.014337,0.000384,0.001504,0.001184,0.000352,1.795685
1.710433,0.000704,0.014753,0.000576,0.001568,0.001088,0.000384,1.737442
1.750946,0.001184,0.014945,0.000384,0.001504,0.001120,0.000352,1.778340
1.715649,0.000832,0.014656,0.000417,0.001568,0.001216,0.000416,1.742307
1.731362,0.001152,0.014849,0.000384,0.001536,0.001088,0.000385,1.758884
1.725346,0.001312,0.015393,0.000384,0.001504,0.001120,0.000416,1.753283
1.753987,0.000928,0.014689,0.000352,0.001408,0.001184,0.000384,1.780164
1.720321,0.000960,0.015041,0.000352,0.001472,0.001120,0.000384,1.746786
1.725633,0.000832,0.014529,0.000832,0.001440,0.001152,0.000384,1.751907
1.745827,0.000992,0.014625,0.000352,0.001440,0.001152,0.000384,1.772004
1.757571,0.000928,0.014529,0.000448,0.001504,0.001120,0.000352,1.783653
1.744930,0.001121,0.014592,0.000608,0.001537,0.001216,0.000384,1.771716
1.769124,0.000960,0.014465,0.000416,0.001472,0.001120,0.000352,1.794661
1.724161,0.001216,0.014913,0.000352,0.001440,0.001216,0.000352,1.751267
1.764803,0.001344,0.014529,0.000352,0.001504,0.001120,0.000416,1.791333
1.704832,0.001184,0.014817,0.000384,0.001536,0.001088,0.000352,1.732130
1.746211,0.001248,0.015201,0.000576,0.001440,0.001120,0.000352,1.774020
1.753891,0.000928,0.014849,0.000352,0.001440,0.001120,0.000352,1.779940
1.746018,0.001280,0.014657,0.000352,0.001472,0.001088,0.000384,1.772964
1.708608,0.001216,0.015265,0.000352,0.001536,0.001184,0.000384,1.735938
1.743522,0.001280,0.014849,0.000416,0.001472,0.001152,0.000352,1.771107
1.756227,0.001056,0.014817,0.000704,0.001568,0.001761,0.000384,1.784485
1.777284,0.001568,0.014913,0.000768,0.001600,0.001152,0.000384,1.805765
1.712033,0.000928,0.014657,0.000544,0.001504,0.001280,0.000384,1.738722
1.727393,0.000896,0.015265,0.000352,0.001568,0.001152,0.000384,1.754147
1.691391,0.000800,0.014945,0.000352,0.001568,0.001216,0.000384,1.717761
1.734721,0.000832,0.015264,0.000384,0.001536,0.001120,0.000384,1.761092
1.713537,0.000896,0.015105,0.000384,0.001504,0.001216,0.000352,1.740642
1.724993,0.000928,0.014560,0.000640,0.001409,0.001088,0.000384,1.750467
1.711137,0.000992,0.014817,0.000352,0.001408,0.001056,0.000384,1.736706
1.749155,0.000928,0.014913,0.000384,0.001472,0.001120,0.000384,1.775844
1.728994,0.000992,0.014433,0.000384,0.001408,0.001152,0.000352,1.755171
1.735586,0.001056,0.014817,0.000576,0.001440,0.001216,0.000384,1.763107
1.728610,0.001280,0.015041,0.000352,0.001472,0.000960,0.000384,1.755491
1.729089,0.000832,0.014849,0.000416,0.001536,0.000928,0.000384,1.755267
1.730978,0.000896,0.014689,0.000352,0.001440,0.001056,0.000352,1.756355
1.745058,0.001185,0.015809,0.000384,0.001504,0.000960,0.000416,1.772420
1.711680,0.000896,0.014721,0.000384,0.001824,0.001088,0.000384,1.738338
1.707648,0.001056,0.014657,0.000384,0.001504,0.001120,0.000352,1.733346
1.745891,0.001056,0.014977,0.000352,0.001472,0.000992,0.000384,1.771748
1.760579,0.001024,0.015169,0.000320,0.001440,0.000992,0.000384,1.786276
1.704800,0.001376,0.014657,0.000320,0.001472,0.001057,0.000384,1.731586
1.759555,0.001024,0.015009,0.000352,0.001440,0.000960,0.000384,1.786053
1.738882,0.000864,0.014945,0.000384,0.001440,0.000960,0.000352,1.764387
1.735874,0.000800,0.014657,0.000352,0.001504,0.000928,0.000320,1.761540
1.730081,0.000992,0.014689,0.000384,0.001504,0.001024,0.000416,1.755746
1.722753,0.000960,0.014656,0.000320,0.001473,0.000992,0.000352,1.748899
1.702591,0.000928,0.014721,0.000384,0.001408,0.001056,0.000384,1.728801
1.713793,0.000800,0.014369,0.000384,0.001472,0.001056,0.000352,1.739234
1.763523,0.000960,0.014657,0.000352,0.001440,0.001216,0.000416,1.789445
1.738562,0.001056,0.014720,0.000320,0.001536,0.001056,0.000352,1.766052
1.733378,0.000992,0.014657,0.000352,0.001472,0.001088,0.000384,1.760163
1.738401,0.000928,0.014721,0.000384,0.001408,0.001056,0.000352,1.764387
1.729025,0.000704,0.014625,0.000384,0.001568,0.001024,0.000352,1.755138
1.745634,0.000768,0.014753,0.000352,0.001536,0.000960,0.000352,1.770755
1.715168,0.000896,0.014688,0.000385,0.001440,0.000960,0.000352,1.741826
1.746626,0.000896,0.014560,0.000417,0.001504,0.001024,0.000384,1.772388
1.710560,0.000864,0.014561,0.000384,0.001536,0.000992,0.000352,1.736386
1.718849,0.000992,0.014689,0.000352,0.001440,0.001024,0.000352,1.744931
1.737697,0.000768,0.014625,0.000384,0.001472,0.000960,0.000352,1.764163
1.743458,0.001312,0.015137,0.000384,0.001440,0.000928,0.000384,1.770339
1.736865,0.001312,0.014753,0.000352,0.001568,0.000960,0.000384,1.764931
1.749986,0.001152,0.015072,0.000352,0.001473,0.000896,0.000384,1.776676
1.719968,0.000896,0.014976,0.000320,0.001440,0.000992,0.000384,1.745698
1.740194,0.001216,0.014912,0.000320,0.001408,0.001088,0.000352,1.766852
1.731745,0.001280,0.015105,0.000352,0.001408,0.000992,0.000384,1.757923
1.714241,0.000896,0.014625,0.000320,0.001568,0.000992,0.000352,1.739938
1.758339,0.001216,0.033250,0.000672,0.001536,0.001088,0.000352,1.803749
1.722529,0.001120,0.014465,0.000384,0.001504,0.001024,0.000352,1.748450
1.755267,0.001248,0.014721,0.000352,0.001536,0.000961,0.000384,1.782949
1.726945,0.000960,0.014593,0.000768,0.001472,0.001024,0.000384,1.753250
1.772484,0.000864,0.014657,0.000352,0.001568,0.001152,0.000384,1.798725
1.791877,0.001280,0.014816,0.000352,0.001472,0.001120,0.000352,1.818695
1.727393,0.000832,0.014593,0.000416,0.001472,0.001088,0.000352,1.753251
1.746754,0.001152,0.015105,0.000384,0.001344,0.000992,0.000416,1.773412
1.757539,0.001248,0.014529,0.000352,0.001440,0.001025,0.000384,1.783717
1.720257,0.001216,0.014657,0.000384,0.001408,0.000992,0.000352,1.747042
1.730497,0.001280,0.014721,0.000320,0.001408,0.001024,0.000352,1.757187
1.705632,0.001152,0.014657,0.000352,0.001408,0.001024,0.000417,1.731842
1.737442,0.001152,0.014817,0.000384,0.001472,0.000992,0.000384,1.765411
1.741762,0.001216,0.014657,0.000384,0.001408,0.001056,0.000384,1.768579
1.752098,0.001312,0.014656,0.000352,0.001440,0.001024,0.000352,1.779620
1.697055,0.000832,0.014561,0.000352,0.001408,0.001024,0.000352,1.722368
1.778244,0.001216,0.015169,0.000352,0.001376,0.000992,0.000384,1.804998
1.754946,0.000864,0.014369,0.000352,0.001408,0.000992,0.000352,1.780388
1.747778,0.000832,0.014625,0.000384,0.001440,0.000992,0.000352,1.773987
1.715937,0.001056,0.014753,0.000384,0.001440,0.001088,0.000384,1.741922
1.731809,0.001216,0.014784,0.000353,0.001504,0.001088,0.000384,1.758627
1.738530,0.001216,0.014817,0.000352,0.001376,0.001056,0.000384,1.764451
1.761859,0.000864,0.014785,0.000352,0.001440,0.001056,0.000352,1.789636
1.705727,0.000928,0.014817,0.000320,0.001440,0.001056,0.000352,1.731649
1.737985,0.000832,0.014689,0.000384,0.001440,0.000961,0.000352,1.763779
1.749219,0.001120,0.014593,0.000384,0.001440,0.000960,0.000384,1.775108
1.745730,0.000896,0.014785,0.000352,0.001440,0.001056,0.000352,1.771364
1.720769,0.000928,0.014849,0.000384,0.001504,0.001120,0.000352,1.746690
1.723777,0.001280,0.014817,0.000352,0.001408,0.000928,0.000352,1.749986
1.725697,0.001024,0.014657,0.000352,0.001440,0.000992,0.000384,1.752418
1.746946,0.000960,0.014624,0.000384,0.001441,0.001024,0.000352,1.772996
1.709568,0.001248,0.014529,0.000608,0.001472,0.000992,0.000384,1.736161
1.735746,0.000928,0.014945,0.000352,0.001472,0.000896,0.000384,1.762819
1.755363,0.000928,0.014913,0.000352,0.001376,0.000928,0.000384,1.781572
1.732673,0.000896,0.014753,0.000864,0.001440,0.001088,0.000352,1.759395
1.719136,0.000992,0.014849,0.000384,0.001440,0.001024,0.000384,1.745633
1.794789,0.000832,0.014593,0.000320,0.001440,0.000960,0.000352,1.819910
1.716800,0.000832,0.014656,0.000352,0.001440,0.000960,0.000384,1.741762
1.780004,0.001152,0.014945,0.000352,0.001376,0.000992,0.000384,1.807397
1.720736,0.001152,0.014753,0.000352,0.001376,0.001024,0.000384,1.747106
1.709792,0.001120,0.014529,0.000352,0.001408,0.000960,0.000384,1.735553
1.733121,0.001184,0.015041,0.000384,0.001440,0.001056,0.000352,1.761379
1.728993,0.000801,0.014720,0.000384,0.001473,0.001024,0.000352,1.755267
1.719584,0.000800,0.014881,0.000320,0.001504,0.001121,0.000352,1.745602
1.735457,0.001057,0.014848,0.000416,0.001377,0.001216,0.000416,1.762403
1.701280,0.000832,0.014593,0.000320,0.001440,0.001024,0.000352,1.726657
1.721536,0.000832,0.015105,0.000384,0.001472,0.001024,0.000352,1.748002
1.737057,0.000992,0.015073,0.000352,0.001408,0.001024,0.000384,1.763843
1.773444,0.000928,0.014497,0.000352,0.001440,0.001024,0.000352,1.798853
1.699071,0.000896,0.014432,0.000609,0.001504,0.001152,0.000352,1.724481
1.735873,0.001024,0.014401,0.000352,0.001472,0.001024,0.000384,1.760642
1.721857,0.000928,0.014625,0.000352,0.001408,0.001056,0.000352,1.749346
1.786596,0.001184,0.014785,0.000416,0.001440,0.001088,0.000384,1.813605
1.724512,0.000929,0.014912,0.000608,0.001441,0.001152,0.000384,1.751330
1.785860,0.001152,0.015489,0.000576,0.001696,0.001088,0.000352,1.812901
1.738145,0.001216,0.015681,0.000352,0.001696,0.001056,0.000320,1.765987
1.736737,0.001056,0.015329,0.000352,0.001440,0.000993,0.000416,1.763971
1.742498,0.000992,0.014657,0.000384,0.001504,0.001056,0.000320,1.768483
1.753699,0.001344,0.014721,0.000608,0.001472,0.001344,0.000384,1.781508
1.760323,0.001216,0.015457,0.000384,0.001664,0.001056,0.000320,1.787556
1.769891,0.000992,0.015681,0.000384,0.001568,0.001153,0.000352,1.797253
1.754402,0.000928,0.014753,0.000800,0.001536,0.001217,0.000384,1.782500
1.765506,0.000960,0.014945,0.000352,0.001664,0.001152,0.000352,1.793668
1.729025,0.001024,0.014849,0.000576,0.001568,0.001120,0.000448,1.756226
1.760738,0.000961,0.014976,0.000608,0.001505,0.001248,0.000384,1.788644
1.723905,0.000960,0.014881,0.000672,0.001536,0.001088,0.000384,1.751234
1.734209,0.000928,0.015009,0.000384,0.001568,0.001152,0.000385,1.761091
1.732065,0.001024,0.015585,0.000384,0.001440,0.001120,0.000385,1.759619
1.759522,0.001248,0.014976,0.000609,0.001600,0.001120,0.000352,1.787492
1.765027,0.001376,0.015617,0.000576,0.001440,0.001056,0.000320,1.793285
1.759042,0.001216,0.015745,0.000544,0.001728,0.001024,0.000576,1.787076
1.732897,0.001248,0.015553,0.000352,0.001760,0.001025,0.000352,1.762467
1.770243,0.001216,0.016353,0.000608,0.001568,0.001152,0.000416,1.800388
1.735201,0.000864,0.015585,0.000576,0.001568,0.001408,0.000384,1.763395
1.787524,0.001472,0.016129,0.000384,0.001792,0.001056,0.000352,1.817221
1.726912,0.001024,0.015937,0.000384,0.001728,0.001248,0.000352,1.755394
1.746081,0.000960,0.015744,0.000800,0.001856,0.001376,0.000416,1.775203
1.752770,0.001088,0.016065,0.000384,0.001824,0.001121,0.000320,1.781508
1.757635,0.001408,0.015809,0.000576,0.001728,0.001024,0.000384,1.787012
1.739041,0.001056,0.015393,0.000384,0.001792,0.001504,0.000352,1.767171
1.787844,0.001536,0.015745,0.000608,0.001728,0.001216,0.000608,1.817414
1.729889,0.000992,0.015744,0.000352,0.001825,0.001312,0.000384,1.758563
1.760450,0.001473,0.015456,0.000352,0.001856,0.001120,0.000384,1.789412
1.748802,0.001441,0.015296,0.000832,0.001792,0.001088,0.000352,1.777860
1.741250,0.000960,0.014945,0.000384,0.001696,0.001088,0.000352,1.768003
1.734977,0.000896,0.015200,0.000384,0.001473,0.001152,0.000384,1.762275
1.716448,0.000992,0.016001,0.000352,0.001760,0.001088,0.000416,1.744513
1.757794,0.001120,0.015841,0.000576,0.001696,0.001056,0.000384,1.786307
1.733121,0.000928,0.015489,0.000352,0.001856,0.001152,0.000608,1.761123
1.708799,0.001120,0.015361,0.000608,0.001536,0.001345,0.000576,1.736865
1.754946,0.000992,0.015265,0.000352,0.001600,0.001120,0.000608,1.781379
1.751106,0.000992,0.015040,0.000800,0.001536,0.001184,0.000352,1.778852
1.759074,0.000960,0.015041,0.000608,0.001568,0.001088,0.000385,1.785572
1.749730,0.001280,0.014945,0.000800,0.001760,0.001312,0.000384,1.778755
1.715776,0.001088,0.015841,0.000608,0.001536,0.001056,0.000352,1.744001
1.787555,0.001376,0.015361,0.000608,0.001792,0.001152,0.000608,1.816229
1.770211,0.000960,0.015137,0.000352,0.001600,0.001120,0.000352,1.797060
1.785604,0.001440,0.015201,0.000416,0.001888,0.001088,0.000384,1.814341
1.754594,0.000928,0.015105,0.000352,0.001600,0.001248,0.000416,1.781827
1.761026,0.000960,0.015105,0.000384,0.001632,0.001088,0.000416,1.787972
1.726688,0.001089,0.015264,0.000384,0.001505,0.001248,0.000384,1.754978
1.820933,0.000992,0.015137,0.000352,0.001472,0.001120,0.000384,1.847847
1.721632,0.000928,0.015105,0.000608,0.001568,0.001120,0.000416,1.749090
1.781604,0.001408,0.015393,0.000384,0.001536,0.001152,0.000384,1.809893
1.724929,0.000992,0.016161,0.000352,0.001792,0.001056,0.000352,1.753218
1.763938,0.001344,0.015841,0.000640,0.001632,0.001120,0.000352,1.792804
1.718784,0.001024,0.016033,0.000576,0.001760,0.001056,0.000352,1.746881
1.783876,0.001376,0.016577,0.000352,0.001984,0.001184,0.000417,1.814086
1.736929,0.000960,0.015617,0.000384,0.001824,0.001120,0.000352,1.764930
1.792548,0.001024,0.015073,0.000544,0.001504,0.001216,0.000385,1.819910
1.755074,0.001505,0.015424,0.000641,0.001760,0.001056,0.000384,1.783972
1.784772,0.001120,0.016001,0.000352,0.001568,0.001184,0.000384,1.812741
1.755810,0.001120,0.016097,0.000320,0.001504,0.001088,0.000416,1.784675
1.788548,0.001440,0.015393,0.000768,0.001536,0.001088,0.000384,1.817317
1.727201,0.000960,0.015617,0.000352,0.001568,0.001120,0.000384,1.755074
