Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-6],OUT[6],TEE[5-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394572,0.017665,0.191429,0.005248,0.047074,0.112739,0.046882,0.061377,0.225094,0.000672,0.002144,0.001216,0.000384,0.892347
0.394956,0.017536,0.192038,0.005088,0.047074,0.111011,0.045057,0.058786,0.218886,0.000768,0.002176,0.001216,0.000416,0.887034
0.394860,0.017536,0.191846,0.005088,0.047618,0.108707,0.049089,0.069795,0.231399,0.000832,0.002304,0.001248,0.000416,0.899995
0.414028,0.017569,0.191622,0.005312,0.047681,0.116164,0.054977,0.068130,0.243111,0.000768,0.003072,0.001312,0.000416,0.932476
0.395563,0.017569,0.191846,0.004864,0.048033,0.112675,0.046402,0.061314,0.223719,0.000768,0.002272,0.001120,0.000384,0.892890
0.400204,0.017792,0.192006,0.004832,0.048482,0.107395,0.047265,0.058530,0.216774,0.000672,0.002304,0.001344,0.000608,0.892026
0.399532,0.017697,0.192485,0.005313,0.047777,0.109923,0.064098,0.072578,0.250663,0.000800,0.002144,0.001216,0.000384,0.925116
0.399499,0.017600,0.192006,0.005152,0.047617,0.109572,0.044705,0.059106,0.217063,0.000768,0.002336,0.001120,0.000448,0.890746
0.399308,0.017569,0.193093,0.005088,0.047458,0.108195,0.047074,0.065185,0.224006,0.000736,0.005152,0.001184,0.000416,0.901211
0.398827,0.017761,0.192198,0.005024,0.047233,0.111076,0.048129,0.060674,0.223399,0.000704,0.002208,0.001248,0.000384,0.895674
0.412012,0.017536,0.191910,0.005088,0.047041,0.110660,0.046849,0.062722,0.223815,0.000736,0.001952,0.001280,0.000352,0.908507
0.399180,0.017792,0.191942,0.005024,0.047266,0.108995,0.046145,0.063906,0.222438,0.000672,0.002144,0.001376,0.000384,0.894906
0.399628,0.017825,0.191973,0.005057,0.047105,0.111331,0.045922,0.060450,0.221735,0.000736,0.002208,0.001120,0.000352,0.895419
0.394731,0.017601,0.192454,0.005024,0.047137,0.105155,0.044418,0.085154,0.239623,0.000704,0.005217,0.001024,0.000352,0.912219
0.399403,0.017568,0.192070,0.005216,0.047489,0.106404,0.048737,0.059778,0.218791,0.000704,0.002272,0.001024,0.000384,0.891642
0.395244,0.017600,0.191878,0.005184,0.047105,0.109443,0.047489,0.060546,0.220870,0.000736,0.002080,0.001088,0.000416,0.889210
0.399532,0.017697,0.191941,0.004929,0.047329,0.110915,0.047266,0.079042,0.241671,0.000768,0.002944,0.001056,0.000512,0.917147
0.413228,0.017600,0.191398,0.005056,0.047810,0.110467,0.048385,0.063010,0.225414,0.000672,0.002272,0.000928,0.000384,0.911451
0.400363,0.017729,0.191462,0.005248,0.047009,0.107235,0.054978,0.066434,0.232871,0.000736,0.002048,0.000896,0.000448,0.906106
0.398636,0.017409,0.192773,0.004800,0.047202,0.112419,0.047746,0.066018,0.230375,0.000672,0.001952,0.000960,0.000384,0.902267
0.399724,0.017664,0.192774,0.004832,0.047106,0.112867,0.048449,0.084098,0.250375,0.000864,0.002720,0.001440,0.000704,0.927643
0.398956,0.017537,0.192006,0.005312,0.047169,0.111843,0.048546,0.066498,0.231175,0.001024,0.001984,0.001408,0.000416,0.903963
0.399692,0.017857,0.191941,0.005313,0.047137,0.113379,0.047298,0.062082,0.226887,0.001024,0.002176,0.001376,0.000384,0.900923
0.395052,0.017600,0.191974,0.005088,0.047266,0.108835,0.046913,0.059202,0.218566,0.001024,0.001984,0.001344,0.000384,0.886682
0.412045,0.017632,0.191654,0.005248,0.047041,0.110660,0.055457,0.067810,0.237927,0.000800,0.004992,0.001376,0.000352,0.925980
0.395724,0.017377,0.191813,0.005248,0.046978,0.118851,0.047426,0.062114,0.233319,0.000672,0.002080,0.001184,0.000448,0.901499
0.399884,0.017568,0.191974,0.005312,0.047010,0.112355,0.046913,0.061409,0.224326,0.000768,0.002080,0.001153,0.000352,0.897307
0.394572,0.017632,0.191782,0.005280,0.047297,0.111620,0.067202,0.078658,0.261352,0.000832,0.004384,0.001024,0.000384,0.931387
0.399596,0.017441,0.192102,0.005088,0.047073,0.107779,0.047042,0.074722,0.233447,0.000736,0.002176,0.001056,0.000416,0.906043
0.394252,0.017568,0.192038,0.005152,0.047618,0.108963,0.047073,0.060514,0.220070,0.000960,0.005088,0.001152,0.000480,0.891098
0.399083,0.017505,0.191622,0.005280,0.047169,0.107907,0.046274,0.074242,0.232135,0.000736,0.003136,0.001088,0.000448,0.905978
0.415596,0.017633,0.191718,0.005280,0.047617,0.112292,0.057313,0.066274,0.239815,0.000800,0.002208,0.001152,0.000352,0.929243
0.399756,0.018112,0.191270,0.005216,0.047554,0.110851,0.044897,0.061442,0.220966,0.000800,0.002208,0.001120,0.000352,0.895642
0.399435,0.017633,0.192998,0.005056,0.049857,0.110532,0.048833,0.063426,0.227271,0.000928,0.002336,0.001344,0.000352,0.904954
0.401804,0.018144,0.193254,0.005088,0.048514,0.186981,0.057410,0.064226,0.312489,0.001312,0.002656,0.002656,0.000544,0.998301
0.399851,0.017825,0.192038,0.005120,0.048193,0.112964,0.050945,0.064322,0.231847,0.000896,0.002496,0.001024,0.000544,0.906714
0.399052,0.017760,0.193734,0.005216,0.048226,0.110147,0.049569,0.059842,0.223398,0.001152,0.002368,0.001088,0.000416,0.899450
0.401164,0.017856,0.192806,0.005088,0.048193,0.108804,0.050849,0.063106,0.226759,0.000992,0.002688,0.001216,0.000384,0.905338
0.400907,0.017856,0.192486,0.005056,0.048257,0.112580,0.049537,0.064578,0.230567,0.001056,0.002720,0.001344,0.000352,0.907610
0.400716,0.017728,0.192614,0.005312,0.048033,0.111139,0.049857,0.062722,0.227910,0.000768,0.002976,0.000992,0.000416,0.905274
0.394891,0.017633,0.192934,0.005280,0.048385,0.108548,0.048129,0.071874,0.232807,0.000736,0.002784,0.001376,0.000384,0.904474
0.400716,0.017792,0.210470,0.005377,0.048257,0.109635,0.047106,0.060257,0.220903,0.000768,0.002368,0.001056,0.000384,0.915643
0.401100,0.017728,0.192294,0.005216,0.048290,0.116515,0.049506,0.065986,0.236775,0.000832,0.005184,0.001216,0.000416,0.916443
0.396556,0.017728,0.192870,0.005344,0.047458,0.108419,0.046593,0.060834,0.220070,0.000736,0.002272,0.001184,0.000608,0.893338
0.396139,0.017760,0.192614,0.005088,0.048065,0.112420,0.049953,0.063458,0.229991,0.001024,0.002176,0.000992,0.000352,0.901722
0.399596,0.017600,0.193670,0.005280,0.048065,0.110596,0.049473,0.062722,0.226247,0.001088,0.004384,0.001216,0.000320,0.903994
0.399372,0.017504,0.192486,0.005056,0.048289,0.115300,0.050689,0.064514,0.235527,0.000800,0.002401,0.001376,0.000384,0.912955
0.400043,0.017569,0.191718,0.005024,0.048065,0.110115,0.049089,0.062850,0.225831,0.000800,0.004480,0.001280,0.000384,0.902074
0.401164,0.017761,0.210278,0.005280,0.048097,0.110691,0.049313,0.060226,0.223622,0.000768,0.002144,0.001312,0.000448,0.918171
0.400780,0.017825,0.192677,0.005217,0.048609,0.116035,0.048961,0.063618,0.233703,0.000768,0.002336,0.001152,0.000352,0.910267
0.399404,0.017729,0.192550,0.005248,0.047617,0.111395,0.048674,0.062914,0.227303,0.000800,0.002240,0.001152,0.000544,0.901691
0.400108,0.017856,0.192038,0.005248,0.048770,0.109059,0.049473,0.069538,0.232295,0.000704,0.002112,0.001024,0.000384,0.908507
0.399948,0.017568,0.191622,0.005280,0.048258,0.109539,0.046209,0.061794,0.221350,0.000768,0.002272,0.001216,0.000704,0.896154
0.395276,0.017601,0.192709,0.005280,0.047521,0.107299,0.045954,0.061633,0.219398,0.000576,0.002241,0.001216,0.000448,0.888699
0.394635,0.017600,0.191366,0.005120,0.047361,0.104739,0.047170,0.061442,0.217031,0.000736,0.004352,0.000928,0.000384,0.886234
0.398700,0.017473,0.209830,0.005184,0.047617,0.110692,0.065698,0.063682,0.243624,0.000768,0.005024,0.001056,0.000384,0.937404
0.394988,0.017632,0.191814,0.005248,0.047649,0.104547,0.045249,0.058690,0.212199,0.000704,0.002240,0.001056,0.000576,0.880826
0.395020,0.017665,0.191813,0.005280,0.048450,0.108579,0.048962,0.061697,0.223206,0.000736,0.002881,0.000960,0.000416,0.892955
0.399659,0.017600,0.191718,0.005344,0.047777,0.105987,0.044929,0.059234,0.213735,0.000672,0.001984,0.000960,0.000384,0.886330
0.396107,0.017504,0.191398,0.005344,0.049313,0.109348,0.059585,0.064834,0.238279,0.000736,0.002081,0.001120,0.000384,0.909243
0.398924,0.017408,0.191654,0.005248,0.048385,0.105187,0.055841,0.063298,0.228263,0.000800,0.003040,0.001024,0.000448,0.902682
0.399564,0.017569,0.192421,0.005057,0.047969,0.109443,0.048866,0.060642,0.222855,0.000736,0.002144,0.001120,0.000352,0.896507
0.399980,0.017825,0.208294,0.005376,0.047681,0.112804,0.059906,0.063233,0.240455,0.000641,0.002208,0.001152,0.000416,0.932092
0.399340,0.017792,0.191654,0.005312,0.047329,0.108292,0.048129,0.063362,0.223463,0.000640,0.002016,0.001248,0.000352,0.896026
0.399532,0.017793,0.191653,0.005280,0.049058,0.108099,0.048482,0.062273,0.222918,0.000736,0.002273,0.001120,0.000672,0.898811
0.394123,0.017729,0.192486,0.005280,0.047681,0.109475,0.047842,0.064290,0.225927,0.000640,0.002272,0.001504,0.000416,0.896922
0.395307,0.017633,0.192134,0.005280,0.047585,0.112067,0.048866,0.061346,0.226311,0.000736,0.001984,0.000992,0.000384,0.895706
0.400876,0.017793,0.191462,0.005280,0.047585,0.111363,0.050081,0.075170,0.240103,0.001120,0.002464,0.001088,0.000416,0.915452
0.399211,0.017760,0.191462,0.004832,0.047745,0.110436,0.049985,0.065762,0.229895,0.000832,0.001984,0.000960,0.000352,0.901882
0.395788,0.035009,0.193126,0.005184,0.047362,0.116387,0.051330,0.065058,0.236999,0.000672,0.001984,0.000992,0.000352,0.925340
0.394795,0.017729,0.192038,0.005248,0.048033,0.112388,0.046913,0.060834,0.224135,0.000800,0.002240,0.001120,0.000704,0.894106
0.395404,0.017504,0.191782,0.005280,0.047938,0.112163,0.046338,0.069282,0.232327,0.000704,0.002016,0.001120,0.000640,0.902651
0.399788,0.017824,0.192454,0.005312,0.047746,0.112835,0.048962,0.060193,0.226534,0.000640,0.001953,0.001088,0.000384,0.900987
0.394699,0.017665,0.192037,0.005345,0.048289,0.112195,0.047810,0.061506,0.225479,0.000832,0.001952,0.001024,0.000608,0.894682
0.398924,0.017536,0.191334,0.005088,0.047585,0.104387,0.044353,0.061378,0.213959,0.001152,0.002176,0.000960,0.000384,0.885850
0.398956,0.017472,0.191782,0.005344,0.047842,0.113411,0.048609,0.061314,0.227270,0.000736,0.002080,0.001312,0.000480,0.900315
0.394475,0.017792,0.207718,0.005248,0.047458,0.115139,0.057250,0.068322,0.245319,0.000736,0.001984,0.001024,0.000416,0.930427
0.399148,0.017729,0.192613,0.005312,0.047906,0.110659,0.045442,0.059585,0.219174,0.000768,0.002112,0.001057,0.000384,0.892539
0.394700,0.017600,0.191590,0.005312,0.047617,0.112580,0.049217,0.061506,0.226887,0.000832,0.001856,0.001280,0.000384,0.894970
0.395564,0.017761,0.192933,0.005281,0.047873,0.109795,0.048866,0.083298,0.246343,0.000768,0.002304,0.001088,0.000416,0.918364
0.398732,0.017600,0.192038,0.005056,0.047970,0.111363,0.047617,0.074947,0.238023,0.001184,0.003456,0.001152,0.000448,0.913947
0.399180,0.017697,0.192166,0.004864,0.047457,0.109283,0.048834,0.062434,0.224551,0.001152,0.002048,0.000960,0.000640,0.897435
0.399308,0.017761,0.191845,0.004832,0.047618,0.113475,0.048162,0.061121,0.226310,0.000704,0.002080,0.001056,0.000576,0.899195
0.424940,0.017569,0.191750,0.005280,0.047905,0.110468,0.059265,0.066178,0.239591,0.001152,0.002112,0.001376,0.000480,0.938268
0.399116,0.017601,0.191397,0.005281,0.047937,0.108387,0.048962,0.063842,0.225095,0.000768,0.002080,0.001056,0.000608,0.897723
0.394507,0.017760,0.191622,0.005216,0.047809,0.110020,0.047713,0.080546,0.243016,0.000800,0.003104,0.001440,0.000416,0.914267
0.395788,0.017888,0.192358,0.005248,0.047906,0.107043,0.045473,0.063618,0.219654,0.000736,0.002208,0.001152,0.000512,0.890458
0.398955,0.017728,0.191590,0.005280,0.050305,0.104644,0.045601,0.060098,0.214087,0.000864,0.002336,0.001376,0.000352,0.890234
0.400140,0.017696,0.191654,0.005248,0.048162,0.108195,0.049057,0.069154,0.229958,0.000768,0.001920,0.001088,0.000608,0.904411
0.399532,0.017857,0.192006,0.005312,0.048385,0.108099,0.048610,0.063842,0.224903,0.000736,0.002112,0.000960,0.000704,0.899579
0.417101,0.017728,0.191430,0.005248,0.047138,0.137604,0.060641,0.061985,0.265063,0.000736,0.002081,0.001376,0.000608,0.955421
0.395116,0.017568,0.191782,0.004832,0.047457,0.109764,0.048833,0.084259,0.246664,0.000672,0.002048,0.001216,0.000416,0.914299
0.399756,0.017824,0.192326,0.005248,0.047426,0.106627,0.044833,0.061410,0.217478,0.001152,0.002368,0.001152,0.000384,0.893530
0.400172,0.017728,0.192966,0.005280,0.047265,0.104452,0.045025,0.062274,0.234247,0.000896,0.002977,0.001024,0.000416,0.911835
0.400364,0.017856,0.192454,0.005248,0.047553,0.113284,0.047329,0.061026,0.225607,0.000800,0.003168,0.001312,0.000416,0.901594
0.399691,0.017536,0.191782,0.004768,0.047169,0.113380,0.049089,0.071522,0.238631,0.000704,0.001984,0.001248,0.000608,0.910939
0.398827,0.017857,0.192230,0.005312,0.047969,0.107331,0.045570,0.066562,0.223719,0.000800,0.004896,0.001280,0.000608,0.901562
0.416269,0.017728,0.191526,0.005312,0.047906,0.108323,0.051393,0.064098,0.227590,0.000768,0.003232,0.001056,0.000609,0.919388
0.394667,0.017697,0.192645,0.005313,0.048033,0.109795,0.048354,0.063650,0.225287,0.000736,0.002048,0.000960,0.000384,0.894138
0.399020,0.017600,0.192230,0.004864,0.049730,0.109219,0.045313,0.057602,0.215494,0.000640,0.002048,0.000928,0.000384,0.890074
0.395564,0.017600,0.192198,0.004864,0.048354,0.107843,0.062946,0.079170,0.254375,0.000736,0.002144,0.001088,0.000640,0.926331
0.395212,0.017601,0.191909,0.005248,0.048066,0.106595,0.044481,0.062178,0.217766,0.000704,0.001984,0.001120,0.000352,0.888379
0.399596,0.017664,0.191878,0.004800,0.047073,0.111844,0.048833,0.063202,0.227719,0.000736,0.005152,0.001088,0.000416,0.902970
0.399019,0.017633,0.192102,0.005280,0.047105,0.139716,0.049954,0.064066,0.258664,0.000672,0.002240,0.001056,0.000416,0.932603
0.416812,0.017633,0.191334,0.004832,0.049025,0.109251,0.048769,0.062978,0.224679,0.000832,0.002048,0.001056,0.000384,0.915547
0.398924,0.017697,0.192965,0.004896,0.048258,0.111107,0.047202,0.059969,0.222310,0.000736,0.001953,0.001056,0.000384,0.896219
0.395211,0.017697,0.192134,0.005248,0.048129,0.111684,0.049345,0.062018,0.227047,0.000736,0.002176,0.001088,0.000384,0.896506
0.394892,0.017856,0.191174,0.005280,0.048066,0.107363,0.046145,0.078371,0.236103,0.000672,0.002080,0.001120,0.000640,0.906651
0.394731,0.017665,0.191557,0.005281,0.047521,0.108195,0.049538,0.075042,0.236807,0.000640,0.002048,0.001120,0.000352,0.904442
