Layer[0],Layer[1],Layer[2],IN[3],INFER[3-3],OUT[3],TEE[3-3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.394795,0.017825,0.192037,0.138469,0.036705,0.059617,0.238120,0.047681,0.000832,0.013728,0.000352,0.001504,0.001249,0.000352,0.916027
0.411885,0.017600,0.192902,0.138244,0.036321,0.059778,0.237447,0.049025,0.001088,0.013665,0.000384,0.001536,0.001248,0.000352,0.934844
0.395212,0.017696,0.191782,0.134436,0.036929,0.059810,0.234215,0.047681,0.000832,0.013633,0.000352,0.001504,0.001152,0.000352,0.912379
0.395563,0.017440,0.191494,0.138820,0.037569,0.060098,0.239815,0.048289,0.001120,0.013633,0.000352,0.001472,0.001184,0.000352,0.918779
0.395243,0.017440,0.191686,0.165829,0.044673,0.063490,0.277544,0.049185,0.000928,0.013696,0.000576,0.001568,0.001152,0.000384,0.957692
0.394700,0.017601,0.191461,0.139460,0.035713,0.060674,0.239207,0.048066,0.000864,0.013600,0.000384,0.001600,0.001216,0.000384,0.916603
0.394796,0.017857,0.191269,0.129316,0.035681,0.063458,0.231655,0.049026,0.001056,0.013600,0.000416,0.001536,0.001088,0.000384,0.910203
0.395468,0.017600,0.191782,0.126596,0.036193,0.058754,0.224935,0.047617,0.000832,0.013633,0.000384,0.001536,0.001120,0.000384,0.903035
0.396492,0.017664,0.191494,0.139460,0.052898,0.062626,0.258408,0.048641,0.000832,0.013601,0.000608,0.001600,0.001184,0.000416,0.939388
0.395755,0.017729,0.191302,0.131427,0.042433,0.066978,0.245095,0.048097,0.001024,0.013665,0.000384,0.001536,0.001248,0.000352,0.923931
0.395660,0.017600,0.191814,0.144164,0.036737,0.060002,0.243943,0.050530,0.001024,0.013664,0.000384,0.001600,0.001120,0.000384,0.924987
0.415084,0.019873,0.191621,0.137636,0.046082,0.063938,0.250664,0.047617,0.000864,0.013505,0.000352,0.001504,0.001056,0.000288,0.950076
0.395852,0.017504,0.191142,0.137924,0.035681,0.060354,0.237255,0.047650,0.000832,0.013536,0.000352,0.001504,0.001024,0.000352,0.914427
0.394732,0.017504,0.191302,0.134308,0.035873,0.059874,0.232967,0.047489,0.001088,0.013441,0.000384,0.001472,0.000992,0.000352,0.908827
0.394860,0.017281,0.191301,0.129380,0.036449,0.056546,0.225895,0.047777,0.001088,0.013569,0.000352,0.001632,0.001248,0.000288,0.918395
0.394700,0.017441,0.191493,0.136228,0.037153,0.063714,0.239719,0.047970,0.001056,0.013600,0.000416,0.001440,0.001120,0.000288,0.917211
0.394444,0.017888,0.191046,0.136964,0.037345,0.059010,0.236295,0.047745,0.001088,0.013665,0.000416,0.001408,0.001056,0.000320,0.912603
0.394923,0.017537,0.191462,0.135748,0.036513,0.059009,0.234406,0.047970,0.000896,0.013568,0.000352,0.001440,0.001344,0.000352,0.912411
0.416173,0.017632,0.191910,0.132676,0.043457,0.065858,0.244967,0.047938,0.000832,0.013536,0.000352,0.001504,0.001152,0.000288,0.944508
0.394636,0.017824,0.191590,0.122371,0.040609,0.059329,0.225607,0.047585,0.000832,0.013536,0.000352,0.001408,0.001089,0.000288,0.901947
0.395532,0.017504,0.191814,0.131620,0.041825,0.058434,0.235111,0.047713,0.001056,0.013569,0.000320,0.001376,0.001088,0.000288,0.912699
0.394539,0.017569,0.191718,0.135876,0.050529,0.064034,0.253639,0.050434,0.001024,0.013536,0.000384,0.001440,0.001056,0.000352,0.932795
0.394444,0.017632,0.191270,0.136708,0.035329,0.060738,0.235815,0.050497,0.000897,0.013472,0.000416,0.001472,0.001184,0.000320,0.914427
0.393867,0.017537,0.191589,0.132995,0.035586,0.059137,0.230854,0.047266,0.001056,0.013536,0.000384,0.001408,0.001088,0.000288,0.906106
0.394764,0.017280,0.191430,0.121348,0.035521,0.057345,0.217094,0.050722,0.000576,0.013472,0.000384,0.001472,0.001024,0.000320,0.896826
0.413164,0.017345,0.191526,0.133604,0.044577,0.058978,0.240711,0.050657,0.000896,0.013505,0.000416,0.001408,0.001472,0.000288,0.939132
0.394412,0.017473,0.191301,0.132580,0.034817,0.058818,0.229223,0.047617,0.001088,0.013505,0.000352,0.001504,0.001056,0.000288,0.904891
0.395180,0.017601,0.191589,0.132868,0.036193,0.061954,0.234119,0.050434,0.001088,0.013536,0.000384,0.001472,0.001184,0.000288,0.914011
0.396460,0.017568,0.193606,0.153061,0.048481,0.062370,0.267912,0.048609,0.000864,0.013569,0.000416,0.001536,0.001376,0.000384,0.950684
0.395275,0.017729,0.191942,0.134564,0.038945,0.060738,0.237383,0.050465,0.000640,0.013473,0.000384,0.001408,0.001152,0.000384,0.917947
0.395340,0.017696,0.191334,0.130308,0.035713,0.056290,0.225735,0.047553,0.000896,0.013601,0.000352,0.001408,0.001184,0.000384,0.902427
0.395372,0.017441,0.191621,0.156901,0.034465,0.058722,0.253096,0.050369,0.000832,0.013505,0.000384,0.001408,0.001184,0.000384,0.932796
0.394732,0.017600,0.191942,0.122468,0.044097,0.061730,0.231335,0.049377,0.000864,0.013601,0.000352,0.001472,0.001056,0.000352,0.909659
0.394668,0.017473,0.191621,0.162277,0.033473,0.058018,0.256744,0.047617,0.001024,0.013537,0.000384,0.001440,0.001088,0.000320,0.933116
0.394476,0.017248,0.191846,0.134212,0.044897,0.060290,0.242471,0.048770,0.000832,0.013536,0.000352,0.001408,0.001056,0.000352,0.919611
0.394444,0.017504,0.206214,0.127715,0.044226,0.058401,0.233766,0.048034,0.000832,0.013536,0.000384,0.001440,0.001184,0.000384,0.925019
0.394667,0.017568,0.191366,0.133636,0.039009,0.060066,0.236007,0.047841,0.001024,0.013633,0.000352,0.001440,0.001120,0.000320,0.912539
0.394476,0.017408,0.191782,0.134340,0.036225,0.059138,0.232423,0.047585,0.001088,0.013569,0.000384,0.001472,0.001056,0.000352,0.908827
0.395819,0.017601,0.192262,0.144868,0.035745,0.060866,0.244615,0.048289,0.000928,0.013569,0.000416,0.001504,0.001184,0.000384,0.924539
0.395244,0.017824,0.191718,0.133828,0.036065,0.065538,0.238215,0.048258,0.000832,0.013600,0.000384,0.001536,0.001184,0.000384,0.916635
0.394668,0.017728,0.191846,0.134244,0.037569,0.059650,0.234535,0.047745,0.000800,0.013569,0.000416,0.001568,0.001056,0.000384,0.911707
0.394412,0.017440,0.191782,0.136356,0.037793,0.059874,0.237031,0.047938,0.000896,0.013568,0.000416,0.001504,0.001184,0.000352,0.914043
0.416972,0.017569,0.191397,0.139653,0.044065,0.059746,0.246696,0.047841,0.001120,0.013569,0.000352,0.001408,0.001184,0.000352,0.945020
0.394795,0.017760,0.191366,0.123587,0.036418,0.057857,0.220838,0.047714,0.000864,0.013600,0.000384,0.001472,0.001216,0.000384,0.898138
0.395180,0.017504,0.191750,0.137732,0.035713,0.060130,0.236423,0.047873,0.001152,0.013505,0.000384,0.001408,0.001216,0.000384,0.914267
0.394667,0.017664,0.191238,0.134052,0.035585,0.062338,0.234727,0.068354,0.000896,0.013600,0.000352,0.001408,0.001056,0.000384,0.932347
0.394219,0.017761,0.191718,0.130211,0.036417,0.059778,0.229158,0.047554,0.001056,0.013440,0.000384,0.001376,0.001088,0.000352,0.905242
0.394252,0.017792,0.191270,0.137316,0.035393,0.058722,0.234503,0.047937,0.000800,0.013505,0.000352,0.001472,0.001088,0.000384,0.911099
0.395276,0.017665,0.191557,0.121188,0.036577,0.058242,0.219463,0.047681,0.000896,0.013633,0.000384,0.001568,0.001248,0.000352,0.897243
0.408877,0.017696,0.191782,0.135300,0.036897,0.059298,0.234567,0.047809,0.000896,0.013569,0.000384,0.001504,0.001056,0.000416,0.926140
0.394636,0.017505,0.191493,0.134084,0.033345,0.059458,0.229895,0.050594,0.000896,0.013504,0.000384,0.001440,0.001152,0.000352,0.909371
0.394635,0.017569,0.191462,0.118979,0.034337,0.057698,0.213894,0.048897,0.001056,0.013441,0.000352,0.001440,0.001120,0.000352,0.891354
0.394700,0.017537,0.191397,0.136516,0.036737,0.075171,0.251656,0.050241,0.000928,0.013505,0.000352,0.001472,0.001024,0.000320,0.930684
0.394828,0.017665,0.191685,0.126372,0.044993,0.060578,0.235079,0.047426,0.000640,0.013568,0.000384,0.001472,0.000960,0.000320,0.911867
0.395404,0.017601,0.191685,0.136228,0.035553,0.058114,0.232871,0.050562,0.001120,0.013504,0.000384,0.001440,0.001120,0.000320,0.913275
0.394380,0.017920,0.191654,0.135620,0.036321,0.058722,0.233703,0.051329,0.000832,0.013601,0.000384,0.001408,0.000960,0.000352,0.914139
0.412332,0.017568,0.191589,0.136676,0.045570,0.060289,0.245575,0.047778,0.000864,0.013504,0.000384,0.001440,0.001184,0.000384,0.939803
0.394732,0.017504,0.191366,0.134852,0.035649,0.059810,0.233703,0.048065,0.000896,0.013505,0.000352,0.001440,0.001216,0.000384,0.911611
0.397004,0.017600,0.192358,0.132164,0.035873,0.057986,0.229671,0.048129,0.000864,0.013537,0.000384,0.001504,0.001280,0.000384,0.911451
0.395659,0.017504,0.192102,0.163237,0.052993,0.063074,0.282376,0.048194,0.000928,0.013504,0.000384,0.001536,0.001120,0.000320,0.962076
0.395180,0.017792,0.191558,0.136612,0.034913,0.069090,0.243815,0.050850,0.000864,0.013504,0.000384,0.001536,0.001408,0.000320,0.924987
0.394732,0.017793,0.191845,0.136548,0.036801,0.059074,0.235463,0.048258,0.000896,0.013472,0.000384,0.001504,0.001088,0.000384,0.913787
0.394924,0.017568,0.191558,0.125412,0.035201,0.058689,0.222119,0.047809,0.000896,0.013504,0.000384,0.001504,0.001313,0.000352,0.899483
0.394251,0.017633,0.191526,0.140324,0.045217,0.060898,0.249575,0.047905,0.000865,0.013536,0.000384,0.001536,0.001344,0.000448,0.927035
0.394796,0.017792,0.191846,0.124292,0.036641,0.057857,0.221830,0.051202,0.001120,0.013600,0.000384,0.001505,0.001088,0.000384,0.903099
0.394764,0.017728,0.191974,0.124004,0.036577,0.057889,0.221319,0.050721,0.000896,0.013536,0.000385,0.001472,0.000992,0.000320,0.901531
0.394860,0.017569,0.209158,0.139556,0.050561,0.061058,0.254791,0.051106,0.000896,0.013568,0.000384,0.001440,0.001024,0.000384,0.953468
0.396140,0.017888,0.191558,0.135780,0.036225,0.058082,0.233575,0.048417,0.000832,0.013601,0.000352,0.001440,0.001312,0.000352,0.913083
0.394604,0.017696,0.191622,0.137700,0.036897,0.058562,0.236455,0.048961,0.000864,0.013537,0.000352,0.001408,0.001152,0.000352,0.914843
0.394956,0.017825,0.192229,0.137092,0.043234,0.059745,0.243271,0.047553,0.001056,0.013536,0.000416,0.001376,0.001120,0.000352,0.920924
0.394700,0.017664,0.191270,0.132228,0.036737,0.061122,0.233319,0.048962,0.000832,0.013568,0.000384,0.001408,0.001280,0.000416,0.911899
0.394540,0.017600,0.191686,0.139460,0.034593,0.059106,0.236519,0.048225,0.000832,0.013601,0.000384,0.001504,0.001280,0.000384,0.914843
0.395372,0.017281,0.191589,0.135172,0.043298,0.062370,0.243752,0.047809,0.001056,0.013632,0.000352,0.001505,0.001504,0.000416,0.922172
0.413005,0.017536,0.191590,0.140068,0.044865,0.061826,0.250151,0.047778,0.000832,0.013664,0.000384,0.001600,0.001184,0.000384,0.946236
0.397260,0.017568,0.191782,0.137316,0.035105,0.059458,0.234887,0.047841,0.001056,0.013697,0.000384,0.001472,0.001504,0.000384,0.915323
0.394571,0.017697,0.191718,0.133892,0.037537,0.059585,0.233990,0.047521,0.001056,0.013888,0.000384,0.001472,0.001152,0.000352,0.910811
0.396364,0.017632,0.191206,0.133892,0.054594,0.074850,0.267144,0.050658,0.000832,0.013568,0.000416,0.001472,0.001184,0.000384,0.948060
0.395915,0.017441,0.191974,0.140356,0.036833,0.059138,0.239399,0.047809,0.000832,0.013729,0.000384,0.001472,0.001536,0.000352,0.918331
0.396300,0.017537,0.191973,0.135652,0.033377,0.058146,0.230503,0.047810,0.001088,0.013984,0.000384,0.001536,0.001440,0.000352,0.910843
0.395147,0.017568,0.192038,0.134308,0.042081,0.058594,0.238119,0.048897,0.000864,0.013569,0.000384,0.001408,0.001088,0.000352,0.916443
0.409740,0.017600,0.192326,0.127364,0.043041,0.063426,0.236647,0.049249,0.000832,0.013696,0.000384,0.001504,0.001120,0.000256,0.930811
0.398667,0.017537,0.191878,0.133316,0.036769,0.057921,0.230918,0.047618,0.001056,0.013632,0.000384,0.001440,0.001152,0.000320,0.911290
0.399340,0.017600,0.195270,0.126180,0.041921,0.062882,0.234087,0.048610,0.000864,0.013728,0.000384,0.001568,0.001280,0.000352,0.920571
0.397068,0.017792,0.211239,0.142436,0.047553,0.061602,0.254951,0.047970,0.000864,0.013568,0.000352,0.001504,0.001216,0.000288,0.954652
0.397867,0.017440,0.192134,0.133860,0.037409,0.060386,0.234695,0.047905,0.000800,0.013729,0.000384,0.001408,0.001120,0.000288,0.915099
0.396940,0.017505,0.192101,0.127524,0.037921,0.058914,0.227207,0.049090,0.000832,0.013632,0.000384,0.001472,0.001120,0.000352,0.907483
0.395692,0.017312,0.192454,0.140932,0.036353,0.058466,0.238919,0.047713,0.000896,0.013761,0.000384,0.001504,0.001120,0.000320,0.917595
0.395340,0.017440,0.191782,0.144004,0.037281,0.065410,0.249639,0.047746,0.000832,0.013600,0.000352,0.001408,0.001216,0.000384,0.927547
0.397356,0.017600,0.191942,0.124484,0.036993,0.060962,0.225351,0.048001,0.000864,0.013569,0.000384,0.001440,0.001120,0.000384,0.905723
0.396811,0.017569,0.193990,0.135364,0.037857,0.060738,0.237383,0.048897,0.000896,0.013729,0.000352,0.001472,0.001344,0.000384,0.920731
0.396107,0.017601,0.209350,0.128004,0.045185,0.065858,0.242503,0.048002,0.001056,0.013696,0.000352,0.001472,0.001376,0.000288,0.940443
0.396844,0.017632,0.192806,0.134404,0.036577,0.059778,0.234023,0.047777,0.000864,0.013633,0.000384,0.001504,0.001152,0.000352,0.914043
0.395979,0.017505,0.192070,0.135588,0.037025,0.059842,0.235399,0.048097,0.000864,0.013633,0.000416,0.001440,0.000960,0.000320,0.914235
0.395468,0.017505,0.192037,0.135044,0.037217,0.059938,0.235079,0.067842,0.000864,0.013665,0.000384,0.001472,0.001280,0.000384,0.934172
0.394444,0.017408,0.191878,0.130788,0.037601,0.059234,0.230503,0.047969,0.000864,0.013569,0.000384,0.001408,0.001152,0.000416,0.907259
0.394284,0.017440,0.192134,0.133956,0.036353,0.060194,0.233479,0.047650,0.001120,0.013536,0.000384,0.001408,0.001120,0.000416,0.909851
0.394636,0.017793,0.191813,0.134628,0.036609,0.058242,0.232551,0.050786,0.001024,0.013504,0.000352,0.001408,0.001120,0.000416,0.912955
0.417708,0.017569,0.191941,0.145573,0.045601,0.061634,0.256136,0.047873,0.000864,0.013729,0.000352,0.001440,0.001472,0.000384,0.957948
0.395147,0.017665,0.191782,0.142596,0.041025,0.063522,0.250343,0.048705,0.000960,0.013889,0.000384,0.001536,0.001120,0.000384,0.929883
0.395435,0.017504,0.191750,0.131780,0.036705,0.060610,0.232167,0.047585,0.000864,0.013536,0.000352,0.001440,0.001184,0.000416,0.909499
0.394700,0.017728,0.191814,0.121732,0.036705,0.084706,0.246183,0.047586,0.000832,0.013504,0.000352,0.001504,0.001152,0.000608,0.923291
0.395340,0.017568,0.191878,0.130660,0.037441,0.058754,0.229895,0.047809,0.001120,0.013505,0.000384,0.001472,0.001056,0.000384,0.907387
0.394476,0.017505,0.191621,0.131876,0.036193,0.060002,0.230855,0.047778,0.001088,0.013536,0.000416,0.001440,0.001664,0.000352,0.907867
0.395691,0.017344,0.191558,0.134020,0.035201,0.062978,0.235175,0.048129,0.000832,0.013441,0.000352,0.001472,0.001152,0.000352,0.912411
0.415949,0.017568,0.192038,0.142244,0.044194,0.065602,0.255048,0.048001,0.000896,0.013601,0.000352,0.001472,0.001184,0.000384,0.955549
0.394796,0.017696,0.191334,0.124644,0.034593,0.058690,0.221223,0.048545,0.001088,0.013472,0.000384,0.001537,0.001120,0.000288,0.898619
0.394699,0.017825,0.191622,0.136516,0.034625,0.064994,0.239399,0.047809,0.000832,0.013537,0.000384,0.001504,0.001408,0.000384,0.916923
0.395244,0.017888,0.191621,0.136772,0.033505,0.061186,0.234951,0.048258,0.000800,0.013568,0.000416,0.001536,0.001248,0.000320,0.912859
0.396332,0.017696,0.191558,0.129796,0.036673,0.058210,0.227751,0.048161,0.001056,0.013537,0.000384,0.001440,0.001440,0.000416,0.907739
0.394988,0.017792,0.191846,0.134980,0.035649,0.059874,0.233479,0.048609,0.000896,0.013537,0.000384,0.001568,0.001344,0.000320,0.912507
0.394923,0.017825,0.191750,0.128643,0.034273,0.057473,0.223366,0.048994,0.000864,0.013504,0.000384,0.001472,0.001344,0.000352,0.902266
0.410732,0.017569,0.191813,0.128996,0.045729,0.060386,0.238215,0.048418,0.001056,0.013568,0.000352,0.001472,0.001088,0.000288,0.932283
0.400588,0.017664,0.198566,0.147205,0.040449,0.063842,0.255144,0.050689,0.000928,0.014401,0.000384,0.001632,0.001472,0.000384,0.950652
0.395595,0.017537,0.192678,0.135172,0.037153,0.061346,0.236967,0.048609,0.000896,0.013984,0.000384,0.001376,0.001184,0.000384,0.916763
0.399564,0.036929,0.192582,0.142372,0.043650,0.064354,0.253640,0.051169,0.000864,0.013633,0.000384,0.001440,0.001088,0.000288,0.958813
0.395468,0.017729,0.191941,0.135364,0.036290,0.063009,0.238472,0.051425,0.000832,0.013633,0.000384,0.001408,0.001120,0.000288,0.920796
0.396876,0.017473,0.191653,0.136708,0.036418,0.066433,0.242600,0.050625,0.000832,0.013568,0.000416,0.001408,0.001120,0.000384,0.924988
0.395628,0.017665,0.191781,0.138756,0.038753,0.059361,0.240039,0.063586,0.000864,0.013633,0.000352,0.001472,0.001184,0.000416,0.935420
0.395372,0.017569,0.191525,0.129604,0.036225,0.058402,0.227687,0.048194,0.000896,0.013536,0.000352,0.001504,0.001120,0.000352,0.906043
0.394444,0.017728,0.191910,0.131396,0.036833,0.058434,0.229767,0.048225,0.000832,0.013505,0.000416,0.001472,0.001248,0.000384,0.907131
0.394251,0.017729,0.191526,0.137124,0.036225,0.059137,0.235526,0.048097,0.000864,0.013504,0.000384,0.001440,0.001056,0.000320,0.912091
0.413196,0.017473,0.191653,0.136420,0.045698,0.061186,0.246120,0.047969,0.000864,0.013473,0.000384,0.001440,0.001056,0.000288,0.941180
0.394508,0.017505,0.191525,0.120484,0.033377,0.056226,0.212999,0.050817,0.001056,0.013505,0.000384,0.001376,0.001184,0.000384,0.892603
0.394380,0.017633,0.191429,0.132836,0.036449,0.059330,0.231591,0.050690,0.001120,0.013504,0.000352,0.001376,0.001184,0.000320,0.910811
0.394347,0.017665,0.191718,0.147972,0.048002,0.064834,0.265544,0.047489,0.001024,0.013536,0.000384,0.001408,0.000960,0.000320,0.941340
0.394412,0.017280,0.191686,0.119748,0.034465,0.058977,0.216070,0.047522,0.000864,0.013504,0.000416,0.001440,0.001216,0.000352,0.891482
0.395020,0.017440,0.191846,0.128740,0.034881,0.056577,0.223270,0.047394,0.000960,0.013504,0.000352,0.001376,0.001024,0.000416,0.900026
0.396076,0.017632,0.192517,0.142276,0.035106,0.059521,0.240487,0.047842,0.000864,0.013600,0.000384,0.001440,0.001184,0.000416,0.920443
0.414957,0.017888,0.192390,0.144388,0.046466,0.062498,0.256840,0.048353,0.000768,0.013600,0.000416,0.001537,0.001152,0.000384,0.956477
0.395051,0.017665,0.192230,0.139172,0.035297,0.059362,0.236871,0.048225,0.000832,0.013568,0.000352,0.001441,0.001344,0.000384,0.915899
0.397068,0.017729,0.192005,0.137765,0.036801,0.060225,0.237543,0.047842,0.000864,0.013536,0.000384,0.001472,0.001184,0.000384,0.917340
0.394828,0.017280,0.208807,0.132643,0.042817,0.058658,0.237255,0.047777,0.000832,0.013536,0.000352,0.001473,0.001024,0.000352,0.931836
0.396044,0.017505,0.192165,0.138884,0.035457,0.058817,0.236295,0.047778,0.001088,0.013504,0.000384,0.001472,0.001504,0.000384,0.915931
0.394700,0.017600,0.191942,0.124484,0.035585,0.057602,0.220711,0.047809,0.001152,0.013504,0.000384,0.001441,0.001120,0.000384,0.897883
0.394796,0.017761,0.191365,0.136068,0.036929,0.059233,0.235623,0.047714,0.000896,0.013504,0.000384,0.001472,0.001184,0.000320,0.912603
0.394892,0.017889,0.191365,0.122372,0.033313,0.083170,0.242183,0.052322,0.000832,0.013504,0.000384,0.001440,0.001088,0.000352,0.923740
