Layer[0],Layer[1],Layer[2],Layer[3],TEE[4-4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.416337,0.017824,0.203016,0.004769,0.223368,0.000960,0.014721,0.000384,0.001504,0.001120,0.000352,0.893731
0.419888,0.017824,0.220105,0.005376,0.229513,0.000864,0.013953,0.000416,0.001504,0.001056,0.000384,0.920612
0.416656,0.018017,0.203112,0.005312,0.217417,0.000960,0.014496,0.000384,0.001505,0.001024,0.000352,0.887811
0.420465,0.017536,0.202568,0.004865,0.231305,0.000928,0.014304,0.000416,0.001472,0.000960,0.000608,0.904324
0.420144,0.017665,0.201960,0.005248,0.230569,0.000864,0.014401,0.000416,0.001472,0.001056,0.000448,0.903203
0.415536,0.017857,0.202248,0.004832,0.228649,0.001024,0.014145,0.000416,0.001440,0.000960,0.000608,0.896643
0.419665,0.017536,0.202568,0.005217,0.230569,0.000896,0.014592,0.000384,0.001568,0.001056,0.000352,0.902628
0.420305,0.017536,0.201864,0.005280,0.234410,0.001248,0.015168,0.000448,0.001472,0.000961,0.000352,0.907460
0.420273,0.017792,0.241546,0.005664,0.237801,0.001025,0.015264,0.000416,0.001504,0.001088,0.000800,0.952485
0.420912,0.017537,0.202952,0.005248,0.239561,0.000865,0.014080,0.000640,0.001472,0.001120,0.000384,0.912771
0.415536,0.017729,0.204136,0.005248,0.235306,0.000928,0.014912,0.000448,0.001472,0.001216,0.000800,0.908484
0.421392,0.017537,0.202536,0.005248,0.234569,0.000960,0.014305,0.000608,0.001536,0.001088,0.000576,0.909379
0.416656,0.017536,0.202408,0.004832,0.222409,0.000896,0.015073,0.000384,0.001408,0.000960,0.000384,0.891651
0.421297,0.017728,0.202728,0.005377,0.228201,0.000928,0.014208,0.000608,0.001504,0.000928,0.000576,0.902627
0.416464,0.017665,0.202504,0.004864,0.235145,0.001024,0.014049,0.000640,0.001504,0.000960,0.000352,0.903651
0.432657,0.017857,0.204072,0.005376,0.239946,0.000832,0.014016,0.000608,0.001473,0.001056,0.000384,0.927973
0.416336,0.017729,0.202280,0.005280,0.243594,0.000992,0.014368,0.000416,0.001504,0.000992,0.000384,0.911780
0.420561,0.017536,0.202632,0.005313,0.225192,0.000928,0.013920,0.000416,0.001504,0.000992,0.000384,0.897475
0.420176,0.017953,0.201928,0.005280,0.220873,0.000864,0.014145,0.000416,0.001472,0.001024,0.000384,0.893315
0.415632,0.017793,0.202248,0.005248,0.228745,0.000928,0.014369,0.000416,0.001536,0.001120,0.000576,0.897603
0.416624,0.017473,0.202344,0.004832,0.233097,0.001024,0.014529,0.000384,0.001504,0.001088,0.000384,0.902403
0.416560,0.017761,0.202472,0.005280,0.229897,0.000896,0.014017,0.000384,0.001504,0.001088,0.000576,0.898403
0.435249,0.017665,0.202792,0.005248,0.229673,0.000832,0.014337,0.000608,0.001472,0.001024,0.000384,0.917988
0.415857,0.017504,0.202344,0.005249,0.232105,0.000896,0.014208,0.000608,0.001504,0.001056,0.000384,0.899908
0.416368,0.017569,0.203784,0.005312,0.225257,0.001120,0.014401,0.000416,0.001440,0.000992,0.000576,0.895971
0.419984,0.017760,0.202920,0.005312,0.242666,0.000864,0.014177,0.000384,0.001504,0.001024,0.000576,0.916164
0.421104,0.017632,0.202120,0.005248,0.220265,0.000992,0.014273,0.000448,0.001504,0.000928,0.000352,0.893379
0.420401,0.017600,0.202280,0.005216,0.227081,0.000960,0.014177,0.000448,0.001504,0.000928,0.000544,0.899427
0.420240,0.017921,0.202792,0.005248,0.228905,0.001088,0.014305,0.000608,0.001440,0.001024,0.000608,0.902115
0.430545,0.017921,0.203272,0.005280,0.227689,0.001088,0.013921,0.000672,0.001440,0.001088,0.000576,0.912292
0.416241,0.017504,0.203976,0.005313,0.227337,0.000928,0.014080,0.000384,0.001472,0.001120,0.000352,0.898019
0.417009,0.017632,0.202952,0.005249,0.231977,0.000896,0.014048,0.000416,0.001537,0.001088,0.000384,0.902116
0.419793,0.017760,0.203207,0.005249,0.240713,0.000896,0.015745,0.000384,0.001344,0.001120,0.000384,0.915492
0.415248,0.017504,0.202376,0.005248,0.227273,0.000832,0.015041,0.000416,0.001440,0.001024,0.000608,0.895651
0.421648,0.017761,0.202024,0.005184,0.230761,0.000864,0.014049,0.000384,0.001440,0.000992,0.000320,0.903331
0.415633,0.017568,0.202664,0.004897,0.229673,0.000928,0.014080,0.000416,0.001472,0.001120,0.000416,0.898563
0.434289,0.017601,0.202344,0.005312,0.237993,0.000832,0.014369,0.000448,0.001440,0.001120,0.000352,0.925380
0.416912,0.017761,0.203240,0.005280,0.238377,0.000864,0.014049,0.000448,0.001504,0.001280,0.000512,0.909635
0.415792,0.017569,0.202568,0.005472,0.231433,0.000992,0.014401,0.000384,0.001536,0.001056,0.000384,0.900579
0.417712,0.017761,0.202536,0.005280,0.252746,0.000992,0.014368,0.000384,0.001504,0.001152,0.000832,0.923428
0.416176,0.017793,0.203624,0.005216,0.234025,0.000896,0.014177,0.000416,0.001600,0.001056,0.000384,0.904579
0.415632,0.017601,0.202728,0.005216,0.221833,0.000864,0.014016,0.000544,0.001536,0.000928,0.000384,0.889699
0.421360,0.017728,0.202824,0.005344,0.229417,0.000865,0.014272,0.000416,0.001504,0.001024,0.000320,0.903587
0.436337,0.017792,0.202376,0.005216,0.232938,0.000896,0.014016,0.000384,0.001504,0.001056,0.000352,0.921156
0.416816,0.017697,0.203048,0.004928,0.231817,0.000832,0.013985,0.000448,0.001536,0.001056,0.000352,0.902083
0.416272,0.017825,0.202056,0.005344,0.233225,0.000960,0.014049,0.000608,0.001504,0.001120,0.000832,0.903683
0.415696,0.017761,0.202216,0.005312,0.249290,0.000864,0.014784,0.000608,0.001536,0.001121,0.000416,0.917860
0.416241,0.017472,0.202504,0.005313,0.262698,0.000960,0.015009,0.000416,0.001568,0.001088,0.000384,0.933157
0.419888,0.017664,0.202184,0.005312,0.222793,0.000992,0.014305,0.000608,0.001440,0.000960,0.000352,0.895235
0.415056,0.017761,0.202824,0.005024,0.250890,0.000992,0.015169,0.000384,0.001568,0.001088,0.000352,0.919748
0.416656,0.017792,0.202312,0.004864,0.232202,0.000864,0.014528,0.000384,0.001632,0.001152,0.000352,0.902915
0.415888,0.017505,0.202696,0.004832,0.245450,0.000928,0.014433,0.000416,0.001504,0.000928,0.000416,0.913668
0.415312,0.017697,0.202248,0.005056,0.235209,0.000896,0.014433,0.000416,0.001472,0.000928,0.000384,0.902115
0.415120,0.017632,0.216361,0.005280,0.221769,0.001536,0.015168,0.000384,0.001473,0.000928,0.000352,0.904132
0.415600,0.017472,0.202344,0.004832,0.242538,0.001248,0.016705,0.000384,0.001472,0.000928,0.000384,0.912004
0.415281,0.017696,0.202184,0.004865,0.235081,0.001440,0.016257,0.000384,0.001504,0.000928,0.000352,0.904996
0.415920,0.017697,0.202600,0.005056,0.233833,0.001056,0.014369,0.000576,0.001408,0.000896,0.000416,0.901987
0.427953,0.017665,0.202408,0.004864,0.221737,0.000832,0.014848,0.000609,0.001376,0.000928,0.000384,0.901924
0.415728,0.017568,0.202536,0.004768,0.229929,0.000992,0.014497,0.000384,0.001440,0.000896,0.000384,0.897251
0.421009,0.017633,0.203304,0.005280,0.229513,0.000992,0.014625,0.000608,0.001568,0.001152,0.000384,0.906788
0.423601,0.017441,0.217352,0.005249,0.243465,0.000864,0.014273,0.000384,0.001536,0.000960,0.000384,0.934629
0.417456,0.017729,0.202856,0.005280,0.223625,0.000832,0.014240,0.000448,0.001472,0.000960,0.000384,0.893443
0.421745,0.017793,0.202568,0.005280,0.235817,0.001088,0.014529,0.000416,0.001472,0.001024,0.000800,0.911588
0.416272,0.017505,0.202184,0.005056,0.227945,0.000896,0.014081,0.000416,0.001600,0.001024,0.000800,0.896707
0.418993,0.017729,0.203175,0.005249,0.230249,0.000896,0.014112,0.000576,0.001537,0.001056,0.000800,0.903460
0.416880,0.017601,0.202632,0.004832,0.237865,0.000832,0.014496,0.000416,0.001632,0.000960,0.000352,0.908419
0.416433,0.017665,0.202183,0.005281,0.236457,0.001152,0.014145,0.000416,0.001568,0.001056,0.000352,0.905508
0.420656,0.017569,0.221417,0.005536,0.231305,0.000832,0.014305,0.000384,0.001472,0.000992,0.000384,0.924260
0.416944,0.017569,0.202728,0.005312,0.234953,0.000832,0.014881,0.000416,0.001504,0.000960,0.000384,0.905379
0.416176,0.017761,0.202920,0.005248,0.230921,0.001088,0.014337,0.000448,0.001600,0.001152,0.000384,0.901731
0.415888,0.017856,0.203528,0.005313,0.235241,0.000896,0.014400,0.000416,0.001505,0.001152,0.000576,0.905764
0.420432,0.017505,0.202792,0.005248,0.231945,0.000800,0.014337,0.000416,0.001504,0.001024,0.000576,0.905571
0.417008,0.017729,0.202600,0.005248,0.239882,0.000832,0.014752,0.000384,0.001536,0.000960,0.000577,0.910820
0.419729,0.017536,0.202248,0.004897,0.232169,0.000832,0.014016,0.000448,0.001472,0.000992,0.000801,0.903780
0.439185,0.017536,0.202760,0.004864,0.244042,0.000992,0.015009,0.000704,0.001472,0.000992,0.000576,0.937637
0.416592,0.017569,0.203016,0.004864,0.246441,0.000864,0.014784,0.000416,0.001536,0.001440,0.000352,0.917379
0.421297,0.017632,0.202440,0.005249,0.241001,0.000896,0.014433,0.000416,0.001536,0.001056,0.000384,0.915684
0.417265,0.017729,0.202663,0.004928,0.267626,0.000896,0.015297,0.000576,0.001536,0.001248,0.000384,0.940261
0.416496,0.018048,0.202696,0.005312,0.226601,0.001056,0.014753,0.000416,0.001536,0.000960,0.000352,0.897219
0.415760,0.017537,0.202952,0.005280,0.231273,0.000896,0.014753,0.000416,0.001568,0.001216,0.000352,0.901315
0.416432,0.017601,0.202824,0.005280,0.232233,0.000832,0.014689,0.000640,0.001536,0.001184,0.000384,0.903267
0.437553,0.017793,0.202536,0.005280,0.230729,0.000864,0.014785,0.000448,0.001440,0.001152,0.000320,0.922084
0.420592,0.018081,0.202504,0.004896,0.231593,0.000960,0.014433,0.000384,0.001536,0.001152,0.000320,0.906563
0.420849,0.017408,0.202119,0.005281,0.248297,0.000896,0.014848,0.000384,0.001504,0.001696,0.000576,0.926628
0.416208,0.017889,0.220233,0.005184,0.239657,0.000896,0.014945,0.000672,0.001600,0.001280,0.000352,0.928964
0.415792,0.017601,0.202568,0.005312,0.229001,0.000992,0.014305,0.000384,0.001536,0.001120,0.000352,0.897635
0.415889,0.017952,0.202536,0.005025,0.220872,0.000896,0.014625,0.000576,0.001472,0.001056,0.000320,0.890851
0.420240,0.017729,0.202312,0.005280,0.231177,0.000864,0.014497,0.000416,0.001504,0.001056,0.000352,0.904003
0.432465,0.017568,0.202472,0.005377,0.237065,0.000960,0.014657,0.000416,0.001408,0.000992,0.000384,0.922372
0.416272,0.017664,0.202824,0.005344,0.229065,0.000961,0.014592,0.000416,0.001536,0.001184,0.000416,0.900419
0.420913,0.017729,0.203976,0.005344,0.229801,0.000832,0.014561,0.000416,0.001504,0.001120,0.000384,0.905028
0.421041,0.017889,0.217448,0.005280,0.229129,0.000864,0.014432,0.000384,0.001504,0.001024,0.000320,0.918500
0.419920,0.017537,0.204008,0.004800,0.227529,0.000960,0.014561,0.000384,0.001472,0.001120,0.000384,0.900579
0.415441,0.017568,0.203752,0.005281,0.232777,0.000992,0.014400,0.000416,0.001472,0.001120,0.000352,0.901156
0.419984,0.017569,0.202504,0.005248,0.227721,0.001120,0.014273,0.000448,0.001344,0.001024,0.000352,0.900195
0.419856,0.017697,0.202440,0.004864,0.232457,0.000896,0.014273,0.000384,0.001408,0.001184,0.000576,0.905731
0.419952,0.017697,0.202632,0.005024,0.233481,0.000864,0.014689,0.000448,0.001408,0.000992,0.000384,0.906659
0.415952,0.017537,0.203112,0.005248,0.242986,0.000960,0.014432,0.000416,0.001473,0.001088,0.000352,0.911236
0.420689,0.017601,0.222024,0.005473,0.238089,0.000864,0.014177,0.000672,0.001504,0.001024,0.000416,0.931941
0.416016,0.017568,0.203176,0.005248,0.233386,0.000864,0.014176,0.000352,0.001536,0.001120,0.000576,0.904388
0.416209,0.017537,0.202887,0.004929,0.227849,0.001152,0.015424,0.000864,0.001600,0.001185,0.000832,0.899652
0.421169,0.017696,0.202728,0.005249,0.234665,0.000864,0.015393,0.000448,0.001440,0.001088,0.000576,0.910788
0.416272,0.017409,0.202536,0.005056,0.229865,0.000992,0.014432,0.000416,0.001440,0.001120,0.000352,0.898371
0.415344,0.017505,0.202440,0.005248,0.230121,0.000896,0.014401,0.000416,0.001440,0.000992,0.000352,0.897315
0.416624,0.017601,0.202536,0.005312,0.244042,0.000928,0.014593,0.000576,0.001440,0.001088,0.000576,0.915236
0.434193,0.017728,0.202920,0.005249,0.233161,0.000928,0.014144,0.000416,0.001441,0.001152,0.000800,0.922628
0.415601,0.017697,0.202663,0.005281,0.237705,0.001024,0.014273,0.000384,0.001536,0.001184,0.000832,0.907172
0.416144,0.017825,0.202792,0.005280,0.235785,0.000896,0.014272,0.000640,0.001504,0.001184,0.000608,0.905955
0.420816,0.017473,0.202440,0.005280,0.222281,0.001024,0.014849,0.018240,0.002176,0.001024,0.000352,0.915524
0.416560,0.017696,0.202312,0.005376,0.227273,0.000929,0.014208,0.000416,0.001568,0.001472,0.000352,0.898083
0.419985,0.017600,0.202536,0.005313,0.228777,0.001184,0.014240,0.000576,0.001504,0.001120,0.000384,0.902179
0.419984,0.017729,0.202600,0.005248,0.237962,0.000992,0.014752,0.000416,0.001536,0.001089,0.000352,0.912036
0.439793,0.017728,0.202184,0.005312,0.236202,0.000992,0.014144,0.000384,0.001536,0.000960,0.000576,0.928133
0.416464,0.017761,0.202920,0.005376,0.244618,0.001120,0.014209,0.000384,0.001536,0.000992,0.000352,0.913700
0.416784,0.017473,0.201960,0.004800,0.235849,0.001089,0.014368,0.000384,0.001600,0.001120,0.000352,0.904963
0.416528,0.017729,0.202792,0.005216,0.261386,0.001152,0.014177,0.000832,0.001568,0.001120,0.000384,0.931620
0.415536,0.017505,0.202088,0.005312,0.258282,0.000864,0.014145,0.000448,0.001376,0.001184,0.000640,0.925796
0.416784,0.017505,0.202312,0.005248,0.220169,0.000896,0.014048,0.000384,0.001472,0.000992,0.000416,0.889346
0.416208,0.017537,0.202056,0.005280,0.234601,0.001152,0.014657,0.000416,0.001440,0.001120,0.000352,0.903715
0.439921,0.017793,0.204360,0.004896,0.235529,0.000992,0.014657,0.000416,0.001440,0.001184,0.000352,0.931268
0.416208,0.017633,0.202920,0.005280,0.229385,0.000960,0.014017,0.000416,0.001568,0.000992,0.000832,0.898883
0.416529,0.017889,0.202792,0.005216,0.225225,0.000992,0.014624,0.000416,0.001600,0.001312,0.000352,0.895139
0.416305,0.017600,0.201992,0.005249,0.253130,0.000960,0.014464,0.000448,0.001568,0.001056,0.000416,0.922564
0.415376,0.017664,0.202280,0.005344,0.259435,0.000960,0.014432,0.000416,0.001472,0.001088,0.000576,0.927844
0.416048,0.017664,0.202376,0.005280,0.233418,0.000928,0.014176,0.000416,0.001536,0.001376,0.000801,0.903972
0.415568,0.017633,0.202472,0.005248,0.237289,0.000992,0.014049,0.000640,0.001536,0.001088,0.000608,0.906083
0.433489,0.017921,0.202728,0.005280,0.225321,0.000896,0.014145,0.000448,0.001408,0.001440,0.000576,0.912612
0.415760,0.017793,0.202408,0.005216,0.230857,0.000896,0.014241,0.000608,0.001472,0.001120,0.000352,0.899299
0.417393,0.017856,0.203016,0.004865,0.232425,0.000896,0.014688,0.000384,0.001536,0.001409,0.000832,0.904836
0.417776,0.017888,0.222505,0.005344,0.234025,0.000992,0.014272,0.000384,0.001632,0.001504,0.000384,0.927652
0.416881,0.018145,0.202727,0.004961,0.227593,0.001088,0.014304,0.000608,0.001536,0.001120,0.000576,0.898340
0.416848,0.017505,0.202408,0.005344,0.230505,0.000960,0.015585,0.000448,0.001600,0.001152,0.000832,0.901987
0.420400,0.017665,0.202344,0.005344,0.232073,0.000832,0.014209,0.000416,0.001600,0.001280,0.000352,0.905763
0.421392,0.017568,0.202504,0.005248,0.234890,0.000832,0.014208,0.000608,0.001536,0.001088,0.000832,0.909316
0.416880,0.017633,0.202664,0.005344,0.235977,0.000896,0.014145,0.000384,0.001600,0.001440,0.000608,0.907267
0.419920,0.017760,0.202632,0.005216,0.233674,0.000896,0.014336,0.000640,0.001664,0.001088,0.000384,0.907683
0.443858,0.017729,0.202856,0.005344,0.229353,0.001120,0.014080,0.000384,0.001569,0.001344,0.000352,0.926949
0.421520,0.017761,0.202280,0.004864,0.222377,0.000864,0.014273,0.000832,0.001536,0.001408,0.000384,0.897027
0.421264,0.017633,0.202152,0.005056,0.242698,0.000896,0.014144,0.000384,0.001632,0.001024,0.000385,0.916484
0.416208,0.017793,0.202696,0.005344,0.241002,0.000896,0.014432,0.000384,0.001568,0.001568,0.000608,0.912355
0.420785,0.017697,0.202183,0.005377,0.226281,0.001024,0.014016,0.000640,0.001600,0.001120,0.000448,0.900451
0.419889,0.017505,0.202503,0.004929,0.234345,0.000896,0.014305,0.000672,0.001568,0.001088,0.000576,0.907076
0.420145,0.017600,0.202760,0.005313,0.224328,0.000864,0.014689,0.000608,0.001664,0.001056,0.000576,0.898755
0.437713,0.017793,0.203688,0.005280,0.241834,0.001184,0.014080,0.000640,0.001601,0.001536,0.000384,0.935013
0.416272,0.017664,0.202312,0.005216,0.262379,0.001088,0.014688,0.000672,0.001632,0.000928,0.000352,0.932645
0.416752,0.017569,0.202280,0.004864,0.279243,0.001312,0.015905,0.000416,0.001536,0.000928,0.000608,0.949861
0.416625,0.018016,0.203208,0.005281,0.265738,0.000832,0.014241,0.000416,0.001536,0.001216,0.000416,0.937029
0.416880,0.017601,0.202568,0.005344,0.234890,0.000928,0.016000,0.000672,0.001568,0.000896,0.000576,0.906564
0.416048,0.017632,0.202952,0.005216,0.225833,0.000896,0.014177,0.000416,0.001408,0.000928,0.000384,0.893955
0.416624,0.017793,0.202888,0.005408,0.239082,0.000896,0.014144,0.000384,0.001568,0.001249,0.000352,0.911204
0.427537,0.017568,0.201928,0.005057,0.230473,0.001120,0.014912,0.000384,0.001536,0.000961,0.000384,0.911204
0.417584,0.017665,0.202696,0.005600,0.276907,0.001088,0.014017,0.000416,0.001600,0.001088,0.000384,0.948261
0.416624,0.017697,0.202344,0.005280,0.222857,0.000928,0.014368,0.000576,0.001568,0.001057,0.000384,0.892579
0.416144,0.018145,0.223369,0.005184,0.229193,0.000896,0.014208,0.000417,0.001600,0.001120,0.000384,0.920324
0.415953,0.017857,0.201928,0.005280,0.240137,0.000992,0.014049,0.000384,0.001600,0.001184,0.000416,0.909284
0.420368,0.017569,0.202312,0.005280,0.239370,0.000832,0.014240,0.000384,0.001504,0.001120,0.000448,0.912099
0.421137,0.017504,0.202888,0.004896,0.235818,0.000832,0.014336,0.000352,0.001568,0.001153,0.000448,0.909540
0.415856,0.017793,0.202568,0.005248,0.233257,0.000864,0.014209,0.000352,0.001568,0.001056,0.000384,0.902467
0.416848,0.018241,0.203048,0.005216,0.229385,0.000832,0.014369,0.000448,0.001696,0.001184,0.000416,0.901635
0.416464,0.017632,0.203752,0.005280,0.218089,0.000992,0.014241,0.000864,0.001472,0.001024,0.000352,0.889283
0.420433,0.017761,0.221256,0.005377,0.250345,0.000832,0.014305,0.000384,0.001568,0.001280,0.000800,0.944357
0.416208,0.017857,0.201928,0.005216,0.230857,0.000832,0.014145,0.000640,0.001472,0.001152,0.000576,0.899907
0.416304,0.017729,0.202376,0.004960,0.233737,0.000864,0.014113,0.000352,0.001504,0.001088,0.000352,0.902179
0.420880,0.018049,0.202632,0.005024,0.232265,0.000864,0.014624,0.000416,0.001408,0.001280,0.000608,0.906691
0.416016,0.017633,0.203080,0.005152,0.236426,0.000928,0.015008,0.000416,0.001504,0.001600,0.000384,0.909700
0.420721,0.017729,0.202728,0.005248,0.249898,0.000928,0.014080,0.000480,0.001536,0.001152,0.000864,0.924676
0.420497,0.017889,0.202535,0.005345,0.233801,0.000832,0.014209,0.000416,0.001600,0.001184,0.000384,0.907684
0.439313,0.018017,0.203656,0.004800,0.256842,0.000992,0.014209,0.000384,0.001408,0.001120,0.000544,0.950565
0.417904,0.017665,0.202568,0.005312,0.230345,0.000864,0.014433,0.000384,0.001536,0.001216,0.000352,0.903171
0.421329,0.018113,0.202856,0.005312,0.239529,0.000800,0.014145,0.000384,0.001536,0.001184,0.000384,0.915204
0.416945,0.018304,0.202375,0.005313,0.259754,0.000864,0.014529,0.000416,0.001472,0.001216,0.000384,0.930821
0.416656,0.017536,0.202184,0.005312,0.224521,0.000864,0.014593,0.000384,0.001536,0.001120,0.000352,0.893667
0.420817,0.017728,0.202184,0.005281,0.225384,0.000896,0.014849,0.000416,0.002080,0.001184,0.000352,0.900259
0.417425,0.017761,0.202248,0.005344,0.234249,0.000864,0.014593,0.000416,0.001504,0.001344,0.000384,0.905764
0.434033,0.017793,0.202056,0.005280,0.236585,0.000832,0.014113,0.000416,0.001504,0.001440,0.000384,0.923716
0.420112,0.017696,0.202312,0.004832,0.237738,0.001088,0.014080,0.000480,0.001537,0.001472,0.000352,0.910692
0.420304,0.017729,0.202280,0.005344,0.223849,0.000832,0.014465,0.000416,0.001440,0.001088,0.000384,0.896835
0.416176,0.017825,0.202568,0.004928,0.257962,0.000864,0.014049,0.000448,0.001536,0.001024,0.000576,0.927172
0.417072,0.017633,0.202600,0.005312,0.237161,0.000864,0.014977,0.000384,0.001568,0.001152,0.000832,0.910403
0.416368,0.017825,0.202216,0.005344,0.228585,0.001120,0.014721,0.000480,0.001504,0.001184,0.000576,0.899043
0.417328,0.017505,0.201992,0.005280,0.227625,0.001088,0.014209,0.000384,0.001504,0.001248,0.000352,0.897507
0.435569,0.017952,0.202248,0.005248,0.231338,0.000864,0.014368,0.000640,0.001600,0.001024,0.000800,0.921124
0.420208,0.017665,0.204264,0.004864,0.237098,0.000992,0.014304,0.000384,0.001600,0.001089,0.000608,0.912036
0.416753,0.017920,0.202408,0.005281,0.231273,0.000832,0.015872,0.000384,0.001600,0.001153,0.000384,0.903620
0.415728,0.017569,0.217513,0.005472,0.232905,0.000928,0.014209,0.000384,0.001600,0.001088,0.000384,0.917380
0.416816,0.017729,0.202472,0.004832,0.232265,0.000864,0.014273,0.000416,0.001600,0.001184,0.000384,0.902531
0.420304,0.017569,0.201928,0.005344,0.232265,0.000864,0.014401,0.000448,0.001600,0.001056,0.000384,0.904931
0.415857,0.017761,0.201928,0.005248,0.232937,0.000864,0.014913,0.000384,0.001600,0.000960,0.000352,0.901668
0.416624,0.017761,0.203016,0.004928,0.233449,0.000992,0.014689,0.000416,0.001536,0.001056,0.000384,0.904227
0.417168,0.017760,0.203080,0.005376,0.245258,0.000864,0.014593,0.000416,0.001568,0.001216,0.000384,0.917220
0.420080,0.017696,0.202984,0.004960,0.235690,0.000896,0.014880,0.000416,0.001600,0.001089,0.000576,0.910308
0.436593,0.017569,0.202856,0.005280,0.234697,0.000832,0.014753,0.000608,0.001664,0.001120,0.000416,0.925412
0.420112,0.017729,0.202120,0.005312,0.231977,0.000864,0.014176,0.000416,0.001824,0.001024,0.000800,0.905795
0.421392,0.017601,0.202952,0.004832,0.244266,0.000832,0.014241,0.000416,0.001600,0.001248,0.000384,0.919556
0.420656,0.017569,0.202120,0.004800,0.243786,0.000832,0.014240,0.000416,0.001504,0.001248,0.000320,0.916931
0.416848,0.017792,0.202920,0.005248,0.236938,0.000928,0.014688,0.000640,0.001569,0.001152,0.000576,0.909508
0.420848,0.017761,0.202280,0.005344,0.233993,0.000928,0.014273,0.000384,0.001632,0.001248,0.000384,0.907843
0.421264,0.017761,0.202120,0.004864,0.231465,0.000896,0.014241,0.000416,0.001600,0.000992,0.000832,0.905987
0.436497,0.017729,0.202728,0.005312,0.240778,0.001056,0.014304,0.000416,0.001472,0.001024,0.000384,0.931812
0.415729,0.017792,0.202536,0.005249,0.225512,0.001088,0.014081,0.000384,0.001568,0.001056,0.000384,0.894051
0.415760,0.017761,0.202760,0.005248,0.226569,0.000960,0.013953,0.000416,0.001504,0.001024,0.000384,0.895491
0.420112,0.017601,0.202216,0.005344,0.255978,0.000896,0.013985,0.000416,0.001536,0.001056,0.000384,0.928836
0.415792,0.017761,0.202248,0.005280,0.235017,0.001376,0.016001,0.000416,0.001472,0.001152,0.000384,0.905923
0.420529,0.017505,0.202216,0.005248,0.241961,0.000928,0.014209,0.000416,0.001504,0.001024,0.000416,0.915460
0.415760,0.017825,0.202376,0.005280,0.236841,0.001120,0.014721,0.000544,0.001504,0.001120,0.000384,0.906307
0.438482,0.017856,0.202631,0.004865,0.225640,0.000832,0.014720,0.000416,0.001472,0.001056,0.000384,0.917188
0.415408,0.017761,0.202664,0.005280,0.238281,0.000896,0.014497,0.000448,0.001504,0.001088,0.000384,0.906179
0.415376,0.017537,0.202536,0.005280,0.231433,0.000928,0.014273,0.000640,0.001504,0.001120,0.000352,0.899875
0.417265,0.017984,0.202760,0.005409,0.260874,0.000864,0.014432,0.000544,0.001696,0.001184,0.000384,0.933509
0.421328,0.017633,0.202056,0.005312,0.224553,0.000896,0.014849,0.000416,0.001600,0.000992,0.000352,0.898915
0.416497,0.017760,0.202472,0.005345,0.228488,0.001184,0.014432,0.000448,0.001504,0.000960,0.000384,0.898531
0.416656,0.017889,0.202600,0.005280,0.228521,0.001120,0.014369,0.000384,0.001440,0.000928,0.000384,0.898979
0.431441,0.017633,0.202120,0.005312,0.221769,0.000896,0.014593,0.000416,0.001472,0.000992,0.000416,0.905348
0.415824,0.017729,0.202216,0.005248,0.231209,0.000928,0.014433,0.000384,0.001504,0.001024,0.000352,0.899299
0.415856,0.017473,0.202216,0.005312,0.211496,0.001217,0.014208,0.000416,0.001504,0.000800,0.000288,0.879490
0.414576,0.017793,0.202856,0.005376,0.234345,0.001120,0.014497,0.000416,0.001568,0.000864,0.000416,0.902019
0.415472,0.017697,0.201928,0.005280,0.220584,0.000864,0.013952,0.000576,0.001472,0.000800,0.000448,0.886818
0.415856,0.017473,0.203336,0.005376,0.229833,0.000864,0.014176,0.000384,0.001632,0.000960,0.000384,0.898723
0.416400,0.018017,0.202888,0.005248,0.235625,0.000929,0.014464,0.000448,0.001440,0.000992,0.000352,0.906851
0.427921,0.017665,0.202376,0.005248,0.236137,0.000961,0.014080,0.000416,0.001440,0.000960,0.000384,0.916228
0.416720,0.017537,0.202312,0.005248,0.241610,0.000768,0.013984,0.000384,0.001440,0.000896,0.000352,0.909667
0.415824,0.018113,0.202248,0.005056,0.264203,0.001280,0.015680,0.000448,0.001440,0.001024,0.000384,0.934309
0.415920,0.017633,0.202632,0.005312,0.237386,0.000736,0.014080,0.000352,0.001344,0.000928,0.000384,0.904835
0.416080,0.017761,0.202216,0.005248,0.238601,0.000896,0.013985,0.000608,0.001536,0.000864,0.000384,0.907683
0.415952,0.017857,0.202696,0.005344,0.268523,0.000960,0.014976,0.000448,0.001408,0.000896,0.000352,0.937860
0.415472,0.017377,0.202120,0.004928,0.244874,0.000992,0.014176,0.000384,0.001408,0.000929,0.000384,0.911172
0.452210,0.017729,0.202056,0.005216,0.235977,0.000960,0.014113,0.000416,0.001472,0.000928,0.000384,0.940485
0.414384,0.017857,0.202120,0.004800,0.230249,0.001024,0.013984,0.000416,0.001440,0.000832,0.000384,0.895523
0.416752,0.017569,0.203656,0.005056,0.246922,0.000928,0.014401,0.000384,0.001600,0.001184,0.000384,0.919748
0.416496,0.017665,0.202696,0.005312,0.238697,0.000896,0.014401,0.000608,0.001504,0.001024,0.000384,0.908387
0.416784,0.018049,0.202216,0.005216,0.233353,0.000960,0.014337,0.000384,0.001536,0.000864,0.000384,0.902467
0.415632,0.017377,0.201960,0.004896,0.216457,0.001312,0.017280,0.000416,0.001472,0.000896,0.000384,0.886755
