Layer[0],Layer[1],Layer[2],Layer[3],Layer[4],IN[5],INFER[5-5],OUT[5],TEE[5-5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.400748,0.017505,0.192614,0.004832,0.047073,0.111747,0.039585,0.067010,0.221575,0.014720,0.000736,0.001536,0.001760,0.000416,0.911419
0.396364,0.017857,0.192229,0.004801,0.047009,0.112451,0.040354,0.060225,0.216134,0.015265,0.000960,0.001632,0.001056,0.000352,0.900603
0.395852,0.017729,0.191813,0.004897,0.046945,0.113955,0.033217,0.059234,0.209478,0.018913,0.000864,0.001408,0.000928,0.000384,0.895291
0.411437,0.017568,0.191974,0.004864,0.047041,0.112612,0.040385,0.073730,0.229799,0.014913,0.000512,0.001376,0.001248,0.000384,0.928380
0.395532,0.017825,0.192357,0.004800,0.047266,0.100643,0.033153,0.057538,0.194726,0.014912,0.000512,0.001440,0.000928,0.000416,0.877338
0.396076,0.017792,0.192325,0.004928,0.047170,0.110723,0.030209,0.058274,0.202374,0.015264,0.000736,0.001536,0.000992,0.000352,0.887354
0.397484,0.017760,0.192454,0.005088,0.047170,0.107843,0.038465,0.072834,0.222694,0.022689,0.000896,0.001536,0.001312,0.000352,0.916379
0.404204,0.017825,0.192774,0.004896,0.047201,0.114148,0.039329,0.070146,0.227271,0.015584,0.000480,0.001505,0.001664,0.000384,0.921596
0.397068,0.017728,0.192614,0.005024,0.047425,0.099683,0.029281,0.057090,0.189062,0.015744,0.000768,0.001664,0.001376,0.000352,0.875706
0.397900,0.017505,0.192293,0.005121,0.046977,0.102787,0.038305,0.060482,0.204902,0.014720,0.000480,0.001473,0.000896,0.000320,0.890043
0.396107,0.017312,0.207878,0.005152,0.047042,0.138564,0.035905,0.065922,0.243303,0.014944,0.000512,0.001440,0.001120,0.000352,0.942684
0.396236,0.017696,0.192582,0.004832,0.047041,0.110244,0.032865,0.059937,0.205927,0.015488,0.000544,0.001696,0.001120,0.000320,0.890586
0.397771,0.017441,0.192006,0.004864,0.047041,0.112068,0.033473,0.065666,0.213895,0.015008,0.000480,0.001728,0.001088,0.000384,0.898714
0.395467,0.017985,0.192518,0.004896,0.047201,0.114468,0.039201,0.072866,0.229287,0.014913,0.000512,0.001600,0.001120,0.000320,0.913243
0.396491,0.017568,0.192134,0.004896,0.047105,0.111652,0.033569,0.059201,0.207590,0.016673,0.000480,0.001472,0.001056,0.000384,0.893018
0.396331,0.017473,0.192390,0.004864,0.047457,0.103203,0.033345,0.065122,0.204902,0.014625,0.000928,0.001536,0.001216,0.000288,0.889466
0.397099,0.017824,0.192550,0.005216,0.047169,0.120260,0.038561,0.075010,0.237607,0.014625,0.000768,0.001472,0.001472,0.000416,0.923803
0.428076,0.017697,0.191749,0.005121,0.047489,0.114243,0.040002,0.073858,0.231207,0.018880,0.000961,0.001536,0.001440,0.000352,0.952316
0.395948,0.017664,0.192198,0.005280,0.047330,0.107203,0.034273,0.063682,0.208230,0.014880,0.000544,0.001536,0.001440,0.000384,0.892730
0.401516,0.017664,0.192326,0.004896,0.047458,0.114083,0.033313,0.066978,0.218022,0.015328,0.000736,0.001569,0.000992,0.000384,0.909179
0.398092,0.017760,0.192710,0.004928,0.047298,0.114115,0.036225,0.067842,0.221734,0.016224,0.000512,0.001568,0.001056,0.000352,0.930843
0.396620,0.017633,0.192133,0.004929,0.047393,0.105731,0.031905,0.064738,0.205638,0.015009,0.000736,0.001728,0.001024,0.000352,0.891387
0.400364,0.017728,0.191814,0.004832,0.049025,0.111491,0.033473,0.062146,0.210406,0.014592,0.000512,0.001504,0.001472,0.000384,0.899930
0.401387,0.017985,0.191686,0.005280,0.048417,0.109860,0.039745,0.061570,0.214407,0.014592,0.000736,0.001728,0.001408,0.000384,0.905882
0.417933,0.017760,0.191846,0.004800,0.047425,0.111076,0.039489,0.066690,0.220359,0.015168,0.000704,0.001504,0.001024,0.000352,0.926172
0.396235,0.017921,0.191878,0.005024,0.047233,0.112836,0.032417,0.059265,0.208006,0.014593,0.000768,0.001536,0.001408,0.000384,0.893050
0.396460,0.017825,0.193349,0.005248,0.047137,0.107011,0.030465,0.058402,0.199206,0.015392,0.000704,0.001505,0.000992,0.000384,0.885339
0.395980,0.017984,0.192358,0.004928,0.047074,0.110691,0.032769,0.065186,0.211718,0.036705,0.000832,0.001536,0.001184,0.000384,0.918811
0.395787,0.017537,0.192486,0.004864,0.047361,0.114404,0.032001,0.059425,0.208806,0.014913,0.000704,0.001664,0.001280,0.000416,0.893434
0.396236,0.017665,0.192453,0.004832,0.047522,0.114883,0.030081,0.060834,0.209158,0.020097,0.000704,0.001536,0.001280,0.000384,0.899867
0.401036,0.017760,0.191782,0.005184,0.048322,0.107939,0.030209,0.057986,0.199174,0.015168,0.000544,0.001792,0.001248,0.000416,0.889562
0.420364,0.017601,0.192805,0.005344,0.048482,0.111075,0.039905,0.062114,0.216486,0.015105,0.000928,0.001536,0.000928,0.000384,0.927547
0.396044,0.017696,0.193382,0.005408,0.049186,0.110723,0.032897,0.059394,0.206150,0.014304,0.000736,0.001472,0.001472,0.000416,0.893498
0.400556,0.017568,0.192198,0.004896,0.047906,0.110051,0.033537,0.067490,0.214406,0.014560,0.000512,0.001504,0.001152,0.000384,0.904218
0.396139,0.017569,0.192070,0.004928,0.048065,0.109859,0.033121,0.084194,0.230087,0.015233,0.000480,0.001536,0.001088,0.000384,0.914779
0.396491,0.017793,0.192486,0.004896,0.047489,0.116484,0.033985,0.060994,0.214663,0.015520,0.000768,0.001536,0.001024,0.000384,0.900410
0.397164,0.017760,0.192582,0.004832,0.048066,0.115331,0.032225,0.065410,0.216358,0.015616,0.000480,0.001728,0.001024,0.000448,0.903739
0.397356,0.017760,0.193318,0.004928,0.047714,0.105027,0.030593,0.058882,0.197894,0.015040,0.000736,0.001472,0.001536,0.000384,0.885978
0.418573,0.017856,0.192454,0.004896,0.048386,0.116963,0.039649,0.068418,0.228134,0.016321,0.000544,0.001536,0.001376,0.000448,0.937884
0.400044,0.017793,0.192517,0.004897,0.048513,0.115459,0.033313,0.059457,0.211878,0.014977,0.000960,0.001632,0.001472,0.000384,0.903675
0.396364,0.018144,0.194726,0.004992,0.047970,0.113827,0.033441,0.060674,0.211334,0.015520,0.000480,0.001504,0.001153,0.000384,0.900187
0.397004,0.017824,0.192870,0.005024,0.047554,0.131140,0.042177,0.065570,0.242439,0.015712,0.000512,0.001664,0.000992,0.000384,0.929563
0.400716,0.017696,0.192838,0.004928,0.047201,0.111012,0.040769,0.067234,0.222119,0.014432,0.000736,0.001568,0.001024,0.000416,0.910843
0.400588,0.017536,0.193062,0.005024,0.047010,0.110979,0.033217,0.067298,0.214662,0.015360,0.000480,0.001728,0.001088,0.000416,0.905435
0.396363,0.017729,0.192390,0.004896,0.047553,0.109060,0.038241,0.067042,0.217511,0.014656,0.000512,0.001504,0.000960,0.000384,0.901530
0.415916,0.017889,0.192421,0.004801,0.047041,0.113027,0.033441,0.062050,0.211622,0.015681,0.000736,0.001472,0.000960,0.000608,0.917019
0.401004,0.017696,0.192422,0.004864,0.047010,0.112739,0.038977,0.066850,0.221606,0.014561,0.000800,0.001536,0.000960,0.000352,0.910139
0.396684,0.017505,0.192389,0.004864,0.047042,0.111267,0.033377,0.063138,0.210662,0.015169,0.000576,0.001664,0.001536,0.000384,0.896059
0.397228,0.017760,0.192614,0.004896,0.046977,0.133060,0.034721,0.060802,0.231623,0.015745,0.000736,0.001504,0.000928,0.000384,0.917371
0.396748,0.017633,0.192357,0.005024,0.046946,0.116643,0.032641,0.059554,0.212102,0.014721,0.000960,0.001504,0.000992,0.000320,0.898139
0.396396,0.017600,0.191878,0.005312,0.047842,0.112387,0.033153,0.058978,0.207622,0.015200,0.000512,0.001952,0.001088,0.000576,0.892922
0.397003,0.017633,0.193158,0.004832,0.048289,0.113028,0.033697,0.062882,0.212423,0.015168,0.000704,0.001696,0.001504,0.000576,0.900538
0.414828,0.017889,0.192646,0.005120,0.048065,0.133316,0.042433,0.074819,0.254376,0.016256,0.000672,0.001664,0.001600,0.000608,0.963932
0.399756,0.017985,0.192902,0.005056,0.049793,0.123364,0.034689,0.059874,0.221703,0.016000,0.000704,0.002176,0.001696,0.000352,0.916988
0.401868,0.017601,0.193157,0.004832,0.047970,0.115715,0.033697,0.059490,0.212294,0.015297,0.000768,0.001504,0.001312,0.000448,0.904059
0.400620,0.017825,0.211142,0.005312,0.048610,0.114979,0.040001,0.068098,0.226342,0.021121,0.000480,0.001504,0.000992,0.000448,0.942780
0.403916,0.017889,0.195302,0.005184,0.049761,0.197158,0.037537,0.071683,0.310346,0.015040,0.000736,0.001952,0.001696,0.000480,1.013022
0.397195,0.017697,0.204038,0.005088,0.048706,0.118723,0.039265,0.067074,0.228454,0.018465,0.000672,0.001792,0.001248,0.000320,0.932219
0.397964,0.017600,0.192294,0.004864,0.048674,0.116035,0.033793,0.079523,0.232967,0.015840,0.000512,0.001728,0.001280,0.000416,0.921243
0.397580,0.017664,0.193286,0.005024,0.048353,0.116547,0.032641,0.059298,0.212166,0.014912,0.000736,0.001536,0.001344,0.000416,0.901370
0.396683,0.017761,0.193318,0.004960,0.048609,0.114724,0.034049,0.063714,0.215783,0.019584,0.000736,0.001760,0.000960,0.000480,0.907963
0.400779,0.017664,0.193094,0.004864,0.047393,0.114500,0.033153,0.061442,0.212231,0.019840,0.000704,0.001536,0.000992,0.000576,0.907930
0.417356,0.017825,0.192485,0.004865,0.047809,0.116388,0.033921,0.064865,0.217895,0.015168,0.000768,0.001760,0.001376,0.000384,0.925339
0.400747,0.017729,0.192326,0.005312,0.048769,0.112356,0.033441,0.059073,0.208102,0.014720,0.000736,0.001696,0.001024,0.000416,0.899162
0.396267,0.017761,0.192742,0.004896,0.048673,0.112868,0.033921,0.061345,0.211302,0.014913,0.000480,0.001536,0.001056,0.000352,0.897274
0.396140,0.017601,0.191845,0.004832,0.048034,0.131812,0.044449,0.072130,0.252071,0.016833,0.000512,0.001504,0.000992,0.000384,0.939132
0.396780,0.017728,0.192614,0.004896,0.048450,0.114435,0.040289,0.061506,0.219334,0.015041,0.000544,0.001536,0.000896,0.000384,0.905883
0.400844,0.017569,0.192901,0.004833,0.049281,0.112099,0.038690,0.071842,0.225671,0.015552,0.000576,0.001664,0.000928,0.000384,0.917755
0.396876,0.017729,0.192037,0.005280,0.048418,0.113475,0.040930,0.067202,0.224967,0.014880,0.000992,0.001472,0.000928,0.000416,0.911067
0.414605,0.017728,0.192422,0.005088,0.048706,0.117315,0.033057,0.060930,0.214502,0.015232,0.000512,0.001473,0.000960,0.000608,0.919900
0.401388,0.017760,0.192262,0.004896,0.047681,0.106788,0.029921,0.057473,0.197222,0.014593,0.000736,0.001728,0.000928,0.000416,0.886746
0.395628,0.017665,0.191813,0.004896,0.047202,0.113507,0.040225,0.062306,0.218790,0.014465,0.000896,0.001728,0.001504,0.000608,0.902683
0.396076,0.017825,0.192165,0.004928,0.047106,0.132868,0.039201,0.064898,0.239943,0.015168,0.000480,0.001696,0.001120,0.000384,0.924636
0.395948,0.017568,0.192262,0.004832,0.047010,0.134148,0.033793,0.064801,0.235943,0.015040,0.000544,0.001760,0.000928,0.000416,0.919771
0.396652,0.017601,0.192389,0.004865,0.047201,0.112675,0.032833,0.067458,0.216134,0.015297,0.000928,0.001856,0.001056,0.000416,0.901083
0.397004,0.017632,0.191974,0.004896,0.046913,0.112612,0.032577,0.060770,0.209223,0.014400,0.000512,0.001440,0.001248,0.000352,0.893434
0.418957,0.017824,0.194342,0.005184,0.047234,0.116899,0.034049,0.064194,0.218598,0.015361,0.000960,0.001536,0.001472,0.000352,0.930044
0.397420,0.017600,0.193926,0.004864,0.048642,0.115427,0.040481,0.064289,0.223270,0.014497,0.000480,0.001696,0.001248,0.000352,0.911963
0.398540,0.018113,0.193733,0.005216,0.048674,0.120708,0.040609,0.067618,0.232519,0.014912,0.000480,0.001536,0.001216,0.000448,0.923259
0.396460,0.017792,0.209127,0.005312,0.048353,0.117924,0.035361,0.062562,0.218823,0.015168,0.000800,0.001504,0.001152,0.000384,0.923483
0.396460,0.017728,0.192774,0.005376,0.048610,0.117475,0.034465,0.060738,0.216134,0.015009,0.000512,0.001696,0.001568,0.000512,0.903227
0.401164,0.017409,0.192837,0.004832,0.048930,0.113987,0.033505,0.062754,0.212902,0.015297,0.000736,0.001536,0.001472,0.000448,0.904731
0.396268,0.017760,0.192262,0.004896,0.049378,0.117091,0.038977,0.061890,0.221030,0.014432,0.000480,0.001504,0.001024,0.000416,0.906939
0.395916,0.017760,0.192294,0.004864,0.049634,0.114691,0.033313,0.061474,0.212326,0.014688,0.000961,0.001600,0.001152,0.000384,0.899035
0.402251,0.017728,0.192422,0.004896,0.049121,0.109764,0.034529,0.061602,0.209159,0.023232,0.000960,0.001536,0.001088,0.000352,0.910330
0.396971,0.017537,0.192262,0.004928,0.048865,0.112196,0.038913,0.065410,0.219559,0.014624,0.000960,0.001440,0.001472,0.000416,0.906266
0.403052,0.017600,0.209510,0.005344,0.049377,0.118660,0.039649,0.068482,0.230023,0.015265,0.000544,0.001536,0.001248,0.000352,0.942012
0.396236,0.017824,0.192774,0.005120,0.048130,0.114051,0.032705,0.061474,0.213062,0.014560,0.000480,0.001696,0.000897,0.000416,0.898171
0.400971,0.017729,0.193926,0.004896,0.048257,0.113060,0.033377,0.060386,0.210151,0.014848,0.000480,0.001504,0.000992,0.000416,0.900826
0.400300,0.017697,0.192837,0.005089,0.049089,0.116644,0.033441,0.065218,0.218887,0.016992,0.000544,0.001728,0.000992,0.000384,0.912475
0.397004,0.017600,0.192454,0.005184,0.048386,0.114947,0.041185,0.068098,0.227238,0.014465,0.000768,0.001472,0.001056,0.000384,0.913307
0.396395,0.017793,0.192166,0.004864,0.048385,0.117828,0.033313,0.064098,0.218663,0.014944,0.000768,0.001376,0.001056,0.000384,0.904890
0.400716,0.017473,0.192069,0.005184,0.047842,0.107523,0.032257,0.062626,0.205734,0.014720,0.000544,0.001664,0.000960,0.000448,0.894523
0.417964,0.017441,0.192101,0.004993,0.048161,0.112227,0.033985,0.063586,0.212486,0.015169,0.000960,0.001536,0.000960,0.000576,0.920059
0.396460,0.018017,0.192357,0.004896,0.047170,0.114403,0.039585,0.061505,0.218630,0.014721,0.000512,0.001472,0.001312,0.000448,0.903707
0.396939,0.017633,0.193030,0.005312,0.047425,0.115300,0.038561,0.066850,0.224839,0.015328,0.000512,0.001536,0.001184,0.000417,0.912763
0.401260,0.017569,0.193126,0.005344,0.048449,0.117540,0.033313,0.088130,0.243783,0.021505,0.000544,0.001376,0.001184,0.000416,0.942268
0.397100,0.017761,0.192421,0.004929,0.047489,0.114851,0.033633,0.060034,0.212166,0.014977,0.000512,0.001472,0.000960,0.000384,0.897947
0.395692,0.017760,0.193286,0.004864,0.047874,0.112771,0.033345,0.064930,0.214374,0.015233,0.000768,0.001472,0.001024,0.000448,0.900123
0.396076,0.017760,0.192262,0.004896,0.048034,0.113923,0.040289,0.061474,0.218982,0.014593,0.000544,0.001696,0.001088,0.000416,0.904731
0.416140,0.017633,0.192582,0.004896,0.049089,0.113572,0.040865,0.061634,0.219399,0.015872,0.000768,0.001472,0.001024,0.000384,0.926715
0.397260,0.017441,0.192869,0.004801,0.050209,0.113123,0.033569,0.059618,0.209574,0.014593,0.000960,0.001696,0.000864,0.000384,0.898299
0.396460,0.017889,0.192549,0.004896,0.048706,0.123940,0.035809,0.065474,0.228775,0.015328,0.000992,0.001888,0.001152,0.000352,0.916507
0.395980,0.017728,0.193286,0.004832,0.048258,0.136132,0.042945,0.074082,0.258375,0.014849,0.000704,0.001472,0.000896,0.000416,0.944988
0.400332,0.017569,0.192677,0.004832,0.047554,0.110627,0.040193,0.061058,0.215238,0.014913,0.000736,0.001408,0.001120,0.000384,0.904699
0.402092,0.017793,0.192581,0.004832,0.049954,0.118851,0.040546,0.061697,0.224582,0.014688,0.000736,0.001696,0.001088,0.000384,0.918075
0.396140,0.017793,0.192997,0.004864,0.048578,0.115843,0.034049,0.063842,0.216966,0.015265,0.000736,0.001536,0.000992,0.000416,0.903419
0.410476,0.017729,0.192806,0.004832,0.048161,0.117700,0.033953,0.060577,0.215527,0.016128,0.000768,0.001440,0.000992,0.000384,0.916603
0.402092,0.017505,0.192645,0.004865,0.048257,0.115043,0.036546,0.065026,0.219943,0.014560,0.000512,0.001632,0.001280,0.000448,0.911387
0.396556,0.017825,0.191877,0.004928,0.050050,0.114467,0.038689,0.063745,0.219910,0.014945,0.000512,0.001472,0.001600,0.000416,0.907355
0.400427,0.017664,0.192678,0.004832,0.047745,0.122340,0.034465,0.064322,0.224455,0.014816,0.000544,0.001889,0.001088,0.000352,0.913755
0.396780,0.018017,0.192549,0.005312,0.049922,0.110691,0.039873,0.071587,0.225287,0.014592,0.000992,0.001504,0.001056,0.000416,0.913659
0.401580,0.017664,0.192582,0.004832,0.047841,0.112676,0.039361,0.061090,0.216615,0.014592,0.000544,0.001664,0.001088,0.000384,0.907098
0.401100,0.017568,0.192742,0.005184,0.049601,0.107556,0.038241,0.065218,0.214343,0.015136,0.000768,0.001696,0.001088,0.000416,0.906554
0.410572,0.017600,0.192294,0.004896,0.049090,0.111971,0.040641,0.071106,0.227238,0.014689,0.000896,0.001440,0.000928,0.000384,0.927963
0.397451,0.017760,0.192550,0.005312,0.048385,0.114628,0.033825,0.058914,0.210887,0.014816,0.000480,0.001568,0.001216,0.000384,0.898714
0.396076,0.017569,0.192709,0.004864,0.047842,0.116387,0.034049,0.065570,0.219398,0.015937,0.000512,0.001504,0.001504,0.000352,0.906107
0.397196,0.017601,0.209798,0.005376,0.047457,0.116068,0.037409,0.069922,0.226215,0.015105,0.000704,0.001504,0.000992,0.000384,0.930492
0.400652,0.017760,0.192838,0.004864,0.048610,0.115139,0.038561,0.068514,0.225478,0.015585,0.000768,0.001408,0.001248,0.000384,0.918491
0.396140,0.017665,0.192741,0.004801,0.047713,0.116387,0.033184,0.061313,0.213926,0.015457,0.000480,0.001696,0.001408,0.000352,0.899739
0.395980,0.017601,0.193093,0.004864,0.048834,0.113955,0.033793,0.060642,0.211558,0.014817,0.000512,0.001664,0.001152,0.000384,0.898203
0.401260,0.017601,0.192165,0.004897,0.048225,0.113699,0.033569,0.059682,0.209830,0.015233,0.000672,0.001504,0.001216,0.000416,0.900251
0.400876,0.017441,0.191461,0.004993,0.047457,0.117923,0.033217,0.060770,0.215206,0.014849,0.000480,0.001504,0.001152,0.000352,0.903227
0.396332,0.017664,0.191334,0.004832,0.048098,0.116835,0.039457,0.066978,0.226150,0.014593,0.000704,0.001536,0.001152,0.000416,0.910043
0.397516,0.017665,0.210406,0.005440,0.048386,0.122147,0.038978,0.075394,0.239847,0.015008,0.000448,0.001504,0.001696,0.000608,0.947132
0.398059,0.017825,0.192454,0.004896,0.047617,0.115332,0.032257,0.058977,0.210087,0.015008,0.000736,0.001408,0.001504,0.000384,0.897466
0.396971,0.017697,0.192966,0.004832,0.047745,0.115300,0.029985,0.059009,0.207750,0.015425,0.000800,0.001760,0.001184,0.000352,0.895034
0.400555,0.017856,0.192582,0.004832,0.047969,0.117860,0.040193,0.068482,0.229671,0.015457,0.000512,0.001536,0.001440,0.000384,0.920187
0.396524,0.017601,0.192773,0.004896,0.049634,0.118627,0.037922,0.065826,0.225639,0.015808,0.000512,0.001760,0.001280,0.000352,0.914651
0.397356,0.017600,0.193222,0.004832,0.047970,0.120355,0.039713,0.062274,0.225830,0.015681,0.000928,0.001696,0.001504,0.000384,0.914683
0.395947,0.017761,0.191878,0.004896,0.049985,0.113284,0.030368,0.056897,0.204326,0.015809,0.000896,0.001536,0.001312,0.000384,0.892154
0.421357,0.017696,0.193478,0.004864,0.048098,0.116259,0.033185,0.061986,0.214374,0.015681,0.000512,0.001696,0.001248,0.000640,0.927004
0.400332,0.017696,0.192486,0.004960,0.048322,0.114275,0.033729,0.058754,0.210150,0.015136,0.000512,0.001536,0.001248,0.000384,0.900378
0.400844,0.017504,0.192582,0.004928,0.047874,0.110947,0.031649,0.063202,0.209062,0.015296,0.000512,0.001536,0.001184,0.000608,0.898874
0.396556,0.017888,0.192486,0.004864,0.047777,0.116420,0.053345,0.106659,0.280169,0.015840,0.000512,0.001504,0.001184,0.000416,0.966812
