Layer[0],Layer[1],Layer[2],Layer[3],IN[4],INFER[4-6],OUT[6],TEE[4-6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.395692,0.018049,0.191877,0.005313,0.111459,0.098467,0.065026,0.278376,0.000768,0.002496,0.001280,0.000608,0.900667
0.395468,0.017665,0.191717,0.005024,0.119428,0.104451,0.083395,0.310602,0.000768,0.002560,0.000960,0.000384,0.930940
0.395788,0.017824,0.191302,0.005024,0.114052,0.100098,0.066305,0.283881,0.000800,0.002560,0.001376,0.000608,0.905115
0.394092,0.017920,0.192166,0.005280,0.109859,0.095011,0.070978,0.280136,0.000832,0.002657,0.001120,0.000608,0.899963
0.395724,0.017984,0.191653,0.005248,0.110916,0.097155,0.080098,0.291465,0.000768,0.002336,0.001344,0.000384,0.913147
0.413388,0.017985,0.192389,0.005249,0.115043,0.098787,0.063138,0.280584,0.000800,0.002656,0.001152,0.000384,0.921019
0.395852,0.017856,0.191206,0.004992,0.114692,0.096706,0.063809,0.278792,0.000736,0.002273,0.000960,0.000448,0.899035
0.395596,0.017856,0.191526,0.005120,0.120932,0.103523,0.069826,0.297769,0.000672,0.002496,0.001152,0.000384,0.919195
0.395563,0.017921,0.191590,0.005344,0.114499,0.098211,0.089507,0.305705,0.001120,0.002720,0.001248,0.000640,0.929339
0.395051,0.017825,0.191429,0.005088,0.109443,0.098211,0.064674,0.275592,0.000960,0.002976,0.001216,0.000576,0.896794
0.396684,0.017888,0.191782,0.004832,0.112868,0.100643,0.067682,0.285001,0.000896,0.003104,0.001248,0.000416,0.908283
0.395531,0.017793,0.191558,0.004800,0.109507,0.098115,0.065378,0.276680,0.000736,0.002464,0.001280,0.000608,0.897978
0.413997,0.017824,0.191334,0.005056,0.109859,0.100995,0.063682,0.277704,0.000736,0.002240,0.001216,0.000896,0.916539
0.395467,0.017601,0.191654,0.005376,0.116579,0.103203,0.067906,0.291048,0.000736,0.004929,0.001248,0.000480,0.914491
0.394700,0.017664,0.191558,0.004864,0.106531,0.093667,0.061154,0.264520,0.000960,0.003072,0.001248,0.000384,0.884666
0.394796,0.017889,0.191461,0.005313,0.113635,0.121828,0.077922,0.316777,0.001024,0.005184,0.001280,0.000448,0.940668
0.394891,0.017729,0.191974,0.005280,0.115907,0.104067,0.062114,0.285480,0.000768,0.003104,0.001248,0.000608,0.907994
0.396396,0.017952,0.191462,0.005312,0.110564,0.098563,0.064897,0.277704,0.000832,0.002496,0.001248,0.000576,0.900347
0.395436,0.017953,0.192453,0.004832,0.118020,0.107299,0.064770,0.293481,0.000768,0.002528,0.001248,0.000416,0.915483
0.413005,0.017920,0.191974,0.005312,0.112099,0.102468,0.061569,0.279464,0.001056,0.005281,0.001280,0.000608,0.922396
0.394828,0.017888,0.191686,0.005344,0.110979,0.096771,0.062850,0.273448,0.000736,0.005120,0.001152,0.000608,0.896826
0.395948,0.017505,0.191301,0.005088,0.111396,0.095907,0.062881,0.273257,0.000672,0.003040,0.001280,0.000352,0.894747
0.395116,0.017952,0.191334,0.005024,0.112611,0.117860,0.073506,0.307113,0.000800,0.003008,0.001280,0.000384,0.928155
0.395788,0.017312,0.191654,0.005280,0.117508,0.095363,0.060481,0.276360,0.000736,0.002144,0.001152,0.000352,0.896667
0.395468,0.017664,0.191462,0.004896,0.107299,0.096451,0.063426,0.270440,0.001056,0.004320,0.001088,0.000608,0.893050
0.415885,0.017536,0.198502,0.005216,0.115620,0.095939,0.064289,0.278696,0.000801,0.002848,0.001248,0.000640,0.927804
0.413548,0.017697,0.192165,0.004897,0.115587,0.101699,0.069058,0.289480,0.000704,0.005120,0.001376,0.000416,0.931899
0.395403,0.017601,0.191878,0.005024,0.118723,0.102563,0.064738,0.289448,0.000768,0.005217,0.001248,0.000384,0.913371
0.396012,0.017984,0.191974,0.005280,0.116708,0.096802,0.062978,0.279496,0.000736,0.002112,0.001281,0.000384,0.901339
0.395532,0.017793,0.191269,0.004929,0.113379,0.110051,0.072194,0.299048,0.000704,0.005185,0.001344,0.000576,0.922300
0.395404,0.017760,0.191430,0.005088,0.112483,0.097123,0.074339,0.287273,0.000704,0.002368,0.001280,0.000384,0.908155
0.395179,0.017568,0.191334,0.004928,0.112963,0.104451,0.068322,0.288712,0.001056,0.002593,0.001184,0.000288,0.909115
0.395531,0.017537,0.191302,0.004864,0.108963,0.096867,0.064418,0.273416,0.000736,0.002560,0.001280,0.000288,0.893498
0.409804,0.017601,0.191654,0.004800,0.111331,0.096931,0.064130,0.275688,0.000992,0.002624,0.001280,0.000352,0.911067
0.395403,0.017345,0.191398,0.005216,0.127363,0.099682,0.061346,0.291400,0.000800,0.002240,0.001280,0.000353,0.911803
0.395596,0.017792,0.191622,0.004800,0.116227,0.100195,0.064194,0.283944,0.000800,0.005281,0.001312,0.000384,0.907739
0.394731,0.017984,0.191334,0.004864,0.112835,0.115492,0.069378,0.301449,0.000800,0.002784,0.001216,0.000416,0.922555
0.395179,0.017761,0.191430,0.004832,0.118979,0.102883,0.070339,0.295817,0.000768,0.002496,0.001280,0.000416,0.915867
0.395116,0.017953,0.191589,0.004896,0.114500,0.095427,0.061089,0.274024,0.000705,0.002368,0.001120,0.000384,0.894715
0.394668,0.017856,0.191558,0.004864,0.110851,0.097763,0.062690,0.274376,0.000672,0.002528,0.001312,0.000384,0.894266
0.409260,0.017825,0.191909,0.004864,0.115780,0.103203,0.070114,0.292425,0.000736,0.005216,0.001312,0.000416,0.930779
0.395051,0.017473,0.192006,0.005088,0.115107,0.098179,0.062562,0.279112,0.000768,0.003200,0.001408,0.000544,0.901114
0.394636,0.017345,0.191781,0.005217,0.114307,0.096099,0.062338,0.275976,0.001056,0.005184,0.001216,0.000416,0.899803
0.395532,0.017536,0.191398,0.005216,0.112228,0.112835,0.072610,0.301321,0.000832,0.003424,0.001408,0.000672,0.923835
0.394732,0.018016,0.191270,0.005120,0.105187,0.095555,0.062818,0.266728,0.000704,0.002368,0.001312,0.000576,0.886906
0.395308,0.017985,0.191397,0.004864,0.110340,0.104387,0.062978,0.280809,0.000992,0.004640,0.001696,0.000384,0.904731
0.395019,0.018081,0.191654,0.004864,0.119171,0.105219,0.069731,0.298121,0.000832,0.005184,0.001440,0.000320,0.922139
0.408812,0.017601,0.191558,0.004992,0.117923,0.103875,0.067426,0.292808,0.000768,0.003137,0.001376,0.000640,0.927964
0.395820,0.017600,0.191750,0.005344,0.112292,0.097507,0.069378,0.282825,0.000800,0.003072,0.001312,0.000384,0.905723
0.395500,0.017985,0.192165,0.004833,0.121027,0.098307,0.065282,0.287528,0.000768,0.003008,0.001312,0.000416,0.909275
0.396651,0.017953,0.191846,0.005056,0.137412,0.127012,0.062689,0.330601,0.000769,0.002400,0.001184,0.000384,0.953180
0.395212,0.018048,0.191398,0.004832,0.115428,0.098691,0.073090,0.290569,0.000768,0.002528,0.001248,0.000384,0.911323
0.396011,0.018145,0.191462,0.005280,0.115939,0.103395,0.066338,0.288904,0.000800,0.002497,0.001184,0.000384,0.911099
0.395820,0.018048,0.192230,0.005280,0.116164,0.097219,0.061697,0.278280,0.000864,0.003105,0.001376,0.000704,0.901979
0.412044,0.017889,0.191238,0.005024,0.118179,0.101699,0.066082,0.289416,0.000992,0.003200,0.001248,0.000448,0.928283
0.395307,0.017889,0.191942,0.004928,0.122627,0.105251,0.072290,0.303721,0.000768,0.003360,0.001408,0.000448,0.926523
0.396204,0.017792,0.191142,0.005280,0.121220,0.104195,0.066882,0.295913,0.000736,0.003040,0.001344,0.000384,0.918139
0.396619,0.017792,0.211110,0.005345,0.114627,0.107875,0.064578,0.290440,0.001056,0.003616,0.001280,0.000416,0.934331
0.396267,0.018112,0.191430,0.005248,0.114755,0.099651,0.065378,0.283368,0.000736,0.003616,0.001377,0.000448,0.906683
0.396172,0.017760,0.191814,0.005376,0.119652,0.098627,0.063905,0.285512,0.000736,0.002976,0.001248,0.000512,0.908251
0.395660,0.017888,0.191782,0.004864,0.115236,0.103651,0.065730,0.288265,0.000768,0.003072,0.001280,0.000352,0.910235
0.395244,0.017665,0.191397,0.004864,0.114404,0.105251,0.066178,0.289129,0.001056,0.003360,0.001376,0.000352,0.911227
0.396011,0.017537,0.191366,0.004864,0.141156,0.097123,0.062466,0.303497,0.000736,0.002752,0.001344,0.000352,0.924155
0.395564,0.017345,0.191269,0.004896,0.115332,0.097667,0.064322,0.280425,0.000768,0.002560,0.001280,0.000640,0.900987
0.396364,0.017376,0.209543,0.005440,0.118723,0.102563,0.070691,0.294889,0.000736,0.002656,0.001216,0.000640,0.936252
0.395116,0.017888,0.191110,0.004832,0.118180,0.098179,0.064802,0.284681,0.000800,0.003232,0.001440,0.000416,0.905467
0.395692,0.017921,0.191333,0.004960,0.117124,0.100739,0.065378,0.286825,0.000800,0.003040,0.001280,0.000384,0.909083
0.395339,0.017793,0.191142,0.005280,0.114755,0.098339,0.061954,0.278344,0.000768,0.002848,0.001280,0.000448,0.899098
0.394956,0.017696,0.191366,0.005408,0.115940,0.097282,0.060802,0.277384,0.000704,0.003200,0.001152,0.000480,0.898555
0.395340,0.017664,0.191142,0.004800,0.117060,0.104227,0.065090,0.289481,0.000736,0.004896,0.001344,0.000480,0.912123
0.394860,0.017729,0.191365,0.005120,0.114500,0.103139,0.063970,0.284809,0.000864,0.003168,0.001152,0.000352,0.905595
0.412908,0.017729,0.191653,0.004833,0.115907,0.102339,0.065602,0.288520,0.000736,0.002912,0.001216,0.000352,0.926843
0.394539,0.017696,0.191014,0.005152,0.116163,0.098307,0.062242,0.279816,0.000704,0.003392,0.001280,0.000576,0.900186
0.395692,0.017601,0.191173,0.004929,0.113667,0.097667,0.067650,0.281992,0.001024,0.003232,0.001536,0.000608,0.903931
0.396683,0.017889,0.190949,0.005249,0.118275,0.097027,0.065474,0.284008,0.000736,0.002368,0.001504,0.000576,0.906202
0.395052,0.017760,0.191974,0.005280,0.118052,0.099587,0.065346,0.286633,0.000768,0.002848,0.001344,0.000608,0.908827
0.394635,0.017953,0.191461,0.005377,0.112867,0.099075,0.064354,0.279752,0.000704,0.005056,0.001472,0.000576,0.903579
0.396236,0.018048,0.191270,0.005280,0.115395,0.098531,0.063522,0.280744,0.000800,0.002592,0.001344,0.000641,0.903099
0.419372,0.017856,0.191718,0.005248,0.116707,0.102563,0.064994,0.289096,0.001088,0.003041,0.001248,0.000448,0.935932
0.395372,0.018113,0.191621,0.004864,0.119076,0.099491,0.064258,0.285961,0.000768,0.003072,0.001312,0.000448,0.907611
0.395244,0.017952,0.191718,0.004832,0.113059,0.102371,0.068034,0.286472,0.000768,0.003136,0.001184,0.000384,0.907931
