Layer[0],Layer[1],TEE[2-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415025,0.017697,0.673147,0.005440,0.047810,0.000832,0.013472,0.000384,0.001408,0.001024,0.000384,1.185168
0.415440,0.017472,0.670811,0.005408,0.048194,0.000832,0.013441,0.000352,0.001440,0.001024,0.000352,1.184303
0.432561,0.017633,0.657946,0.005440,0.048130,0.000896,0.013441,0.000352,0.001472,0.000928,0.000320,1.187919
0.415184,0.017568,0.670363,0.005248,0.048482,0.000800,0.013409,0.000384,0.001440,0.001056,0.000352,1.182831
0.415216,0.017344,0.692988,0.005344,0.048258,0.000864,0.013441,0.000320,0.001440,0.001024,0.000384,1.205520
0.416400,0.017601,0.679803,0.005632,0.048546,0.000864,0.013505,0.000352,0.001408,0.001152,0.000288,1.194735
0.415537,0.017696,0.675419,0.005344,0.047841,0.000832,0.013441,0.000384,0.001440,0.001056,0.000352,1.188079
0.415696,0.017569,0.712892,0.005568,0.048354,0.000832,0.013665,0.000320,0.001472,0.001088,0.000320,1.225232
0.415825,0.017536,0.663803,0.005344,0.048066,0.000864,0.013537,0.000352,0.001472,0.001152,0.000384,1.177263
0.415536,0.017761,0.672955,0.005440,0.048130,0.000832,0.013633,0.000320,0.001408,0.000992,0.000352,1.186159
0.417232,0.017505,0.694908,0.005376,0.048258,0.000800,0.013440,0.000320,0.001568,0.000896,0.000320,1.209648
0.415537,0.017760,0.673019,0.005408,0.048546,0.000800,0.013441,0.000384,0.001376,0.001024,0.000352,1.187023
0.416464,0.017184,0.672187,0.005440,0.050178,0.000832,0.013665,0.000352,0.001376,0.000992,0.000320,1.187823
0.415120,0.036066,0.665754,0.005377,0.050082,0.000896,0.013696,0.000416,0.001408,0.000992,0.000320,1.198799
0.415504,0.020993,0.674363,0.005344,0.048194,0.000832,0.013665,0.000352,0.001472,0.001024,0.000320,1.190351
0.416208,0.017409,0.684507,0.005601,0.047969,0.000865,0.013728,0.000320,0.001472,0.000992,0.000352,1.199375
0.433009,0.017792,0.694140,0.005344,0.048450,0.000800,0.013537,0.000352,0.001440,0.000896,0.000352,1.224881
0.414897,0.017825,0.677083,0.005440,0.048194,0.000864,0.013632,0.000384,0.001408,0.000928,0.000352,1.189456
0.415153,0.017856,0.661595,0.005440,0.047746,0.000832,0.013473,0.000384,0.001440,0.000992,0.000608,1.174511
0.416209,0.017825,0.681787,0.005440,0.048226,0.000768,0.013665,0.000384,0.001408,0.001056,0.000384,1.196080
0.415632,0.017473,0.664282,0.005472,0.048098,0.000832,0.013568,0.000384,0.001472,0.001024,0.000352,1.177294
0.415473,0.017601,0.709404,0.005504,0.048066,0.000768,0.013729,0.000352,0.001440,0.000992,0.000352,1.224113
0.415280,0.017409,0.677755,0.005472,0.049762,0.000864,0.013473,0.000352,0.001472,0.000896,0.000352,1.191823
0.416113,0.017312,0.678715,0.005345,0.048066,0.000800,0.013440,0.000352,0.001472,0.000992,0.000352,1.191983
0.415761,0.017408,0.692028,0.005312,0.048194,0.000832,0.013697,0.000384,0.001536,0.001120,0.000800,1.206512
0.416785,0.017505,0.688667,0.005473,0.048001,0.000896,0.013440,0.000384,0.001536,0.000960,0.000832,1.203888
0.415312,0.017473,0.676507,0.005344,0.048194,0.001088,0.013473,0.000352,0.001472,0.001184,0.000352,1.189423
0.447793,0.017824,0.668091,0.005344,0.048098,0.000768,0.013473,0.000352,0.001536,0.001024,0.000320,1.213456
0.415153,0.017761,0.688955,0.005280,0.048514,0.000896,0.013633,0.000384,0.001568,0.001088,0.000352,1.202352
0.416208,0.017697,0.671771,0.005440,0.048130,0.000896,0.013409,0.000384,0.001440,0.001056,0.000384,1.184655
0.415760,0.017537,0.682683,0.005313,0.048385,0.000832,0.013472,0.000320,0.001408,0.001056,0.000352,1.194895
0.416657,0.017376,0.672091,0.005504,0.048322,0.000768,0.013441,0.000352,0.001408,0.001024,0.000832,1.186063
0.415217,0.017664,0.689147,0.005312,0.048418,0.000832,0.013473,0.000352,0.001472,0.000992,0.000352,1.201776
0.415889,0.017313,0.663258,0.005536,0.048354,0.000896,0.013345,0.000384,0.001408,0.000864,0.000288,1.175983
0.414864,0.017409,0.677723,0.005312,0.048130,0.000576,0.013473,0.000352,0.001472,0.000960,0.000256,1.188144
0.416080,0.017441,0.681627,0.005504,0.048610,0.000768,0.013441,0.000320,0.001536,0.000864,0.000256,1.195567
0.415184,0.017633,0.662970,0.005664,0.048066,0.000800,0.013344,0.000352,0.001472,0.000896,0.000352,1.174255
0.416209,0.017632,0.671387,0.005408,0.048066,0.000864,0.013281,0.000352,0.001344,0.000928,0.000352,1.183439
0.415889,0.017281,0.688187,0.005536,0.050018,0.000832,0.013473,0.000352,0.001440,0.000928,0.000800,1.202832
0.415505,0.017536,0.679867,0.005536,0.047906,0.000896,0.013440,0.000416,0.001440,0.000928,0.000352,1.193104
0.415025,0.017504,0.678491,0.005345,0.050914,0.000800,0.013376,0.000352,0.001408,0.000960,0.000353,1.193744
0.434321,0.017889,0.682139,0.005505,0.047938,0.000896,0.013632,0.000352,0.001504,0.001088,0.000800,1.215632
0.415280,0.017632,0.670459,0.005472,0.048642,0.000928,0.013505,0.000384,0.001408,0.000928,0.000384,1.183791
0.415249,0.017537,0.678939,0.005312,0.048194,0.000864,0.013377,0.000384,0.001440,0.001120,0.000832,1.191600
0.415313,0.017408,0.674651,0.005248,0.047937,0.000800,0.013345,0.000384,0.001376,0.000960,0.000384,1.185519
0.415345,0.017601,0.680507,0.005472,0.047650,0.000768,0.013472,0.000417,0.001408,0.000992,0.000832,1.193488
0.415440,0.017569,0.670395,0.005184,0.066019,0.000832,0.013376,0.000352,0.001472,0.001024,0.000320,1.200815
0.415153,0.018241,0.667674,0.005473,0.047137,0.000800,0.013345,0.000352,0.001472,0.000960,0.000352,1.178959
0.415697,0.017633,0.672379,0.005312,0.047266,0.000832,0.013312,0.000384,0.001408,0.000992,0.000320,1.182959
0.415536,0.017665,0.696924,0.005472,0.047458,0.000832,0.013377,0.000384,0.001440,0.001088,0.000832,1.210576
0.415249,0.017504,0.676827,0.005313,0.050210,0.000608,0.013504,0.000384,0.001568,0.000896,0.000800,1.191983
0.416016,0.017760,0.664827,0.005440,0.047682,0.001088,0.013793,0.000352,0.001504,0.000960,0.000352,1.180207
0.415313,0.017473,0.701596,0.005472,0.048642,0.000896,0.013793,0.000416,0.001504,0.001056,0.000608,1.215985
0.415504,0.017568,0.678139,0.005345,0.047649,0.000768,0.013408,0.000352,0.001440,0.000992,0.000320,1.190351
0.416208,0.017569,0.665051,0.005344,0.048898,0.000800,0.013440,0.000320,0.001504,0.001025,0.000832,1.179311
0.432689,0.017601,0.676091,0.005312,0.048226,0.000768,0.013473,0.000352,0.001440,0.000992,0.000320,1.204848
0.415440,0.017313,0.686459,0.005536,0.048258,0.000800,0.013408,0.000384,0.001376,0.001088,0.000320,1.198992
0.415504,0.017569,0.674107,0.005248,0.048034,0.000832,0.013377,0.000384,0.001408,0.000992,0.000320,1.186255
0.415505,0.017728,0.676763,0.005569,0.048129,0.000897,0.013408,0.000320,0.001472,0.001120,0.000352,1.189551
0.415889,0.017729,0.675003,0.005280,0.047970,0.000832,0.013472,0.000320,0.001440,0.001056,0.000320,1.188304
0.415568,0.017504,0.702044,0.005312,0.048546,0.000768,0.013473,0.000352,0.001472,0.001056,0.000384,1.215632
0.415377,0.017761,0.686491,0.005312,0.048322,0.000928,0.013473,0.000384,0.001472,0.001088,0.000320,1.200240
0.415345,0.017601,0.684475,0.005344,0.048450,0.000864,0.013537,0.000352,0.001536,0.000896,0.000384,1.197360
0.417233,0.017536,0.696188,0.005536,0.048546,0.000832,0.013441,0.000320,0.001440,0.001056,0.000384,1.211184
0.417616,0.017856,0.686684,0.005344,0.048450,0.000832,0.013472,0.000353,0.001536,0.001024,0.000352,1.203952
0.416112,0.017889,0.666811,0.005600,0.048578,0.000864,0.013505,0.000416,0.001472,0.000960,0.000288,1.180655
0.434865,0.017601,0.683451,0.005440,0.048034,0.000864,0.013377,0.000352,0.001568,0.000960,0.000576,1.216752
0.415441,0.017728,0.675611,0.005473,0.048194,0.000800,0.013632,0.000352,0.001504,0.001152,0.000352,1.189391
0.415344,0.017569,0.676955,0.005408,0.049122,0.000800,0.013441,0.000320,0.001504,0.000928,0.000352,1.190255
0.432753,0.017953,0.673787,0.005376,0.050338,0.000768,0.013441,0.000352,0.001504,0.001024,0.000608,1.206864
0.415568,0.017505,0.682363,0.005569,0.048385,0.000833,0.013760,0.000352,0.001504,0.001024,0.000352,1.196847
0.416625,0.017664,0.662619,0.005472,0.065891,0.000832,0.013632,0.000384,0.001504,0.001057,0.000384,1.195056
0.415409,0.017281,0.675099,0.005216,0.048418,0.000832,0.013440,0.000352,0.001504,0.001089,0.000608,1.186928
0.415120,0.017472,0.679355,0.005377,0.048257,0.000801,0.013408,0.000384,0.001440,0.000992,0.000608,1.192335
0.415825,0.017473,0.704124,0.005568,0.048514,0.000832,0.013473,0.000320,0.001440,0.001120,0.000352,1.218353
0.415249,0.017376,0.687580,0.005344,0.048226,0.000832,0.013600,0.000321,0.001472,0.000928,0.000832,1.200752
0.415120,0.017569,0.674363,0.005472,0.048322,0.000896,0.013409,0.000352,0.001504,0.001056,0.000416,1.187151
0.416080,0.034721,0.704380,0.005408,0.048386,0.000864,0.013537,0.000384,0.001504,0.001024,0.000800,1.235697
0.416176,0.017505,0.688283,0.005249,0.047970,0.000992,0.013472,0.000352,0.001504,0.000960,0.000320,1.201679
0.415825,0.017729,0.666778,0.005313,0.048642,0.000864,0.013568,0.000320,0.001504,0.001088,0.000384,1.180303
0.431825,0.017729,0.706716,0.005408,0.048706,0.000896,0.013505,0.000384,0.001408,0.000896,0.000352,1.237169
0.415281,0.017568,0.686268,0.005280,0.048226,0.000832,0.013472,0.000352,0.001536,0.000992,0.000352,1.199056
0.415536,0.017601,0.674491,0.005408,0.052162,0.000832,0.032802,0.000448,0.001600,0.001056,0.000576,1.210480
0.415120,0.017729,0.678555,0.005504,0.047554,0.000800,0.013697,0.000352,0.001504,0.000960,0.000320,1.190159
0.417200,0.017761,0.682043,0.005408,0.048770,0.000896,0.013537,0.000352,0.001440,0.001216,0.000352,1.197807
0.415537,0.017664,0.709853,0.005696,0.048354,0.000832,0.013728,0.000384,0.001537,0.000992,0.000352,1.223985
0.415632,0.017633,0.678811,0.005344,0.047970,0.000768,0.014369,0.000352,0.001696,0.001024,0.000320,1.193071
0.416049,0.017664,0.678842,0.005312,0.048290,0.000800,0.013824,0.000352,0.001568,0.001088,0.000352,1.192944
0.415920,0.017633,0.697372,0.005504,0.049154,0.000832,0.013856,0.000384,0.001472,0.000992,0.000352,1.212113
0.416337,0.017697,0.666746,0.005377,0.047970,0.000864,0.013824,0.000384,0.001536,0.001024,0.000352,1.180911
0.415825,0.017728,0.680476,0.005440,0.048930,0.000800,0.013728,0.000384,0.001472,0.001057,0.000384,1.196464
0.433042,0.017793,0.684059,0.005408,0.048546,0.000800,0.013921,0.000352,0.001472,0.001120,0.000352,1.215889
0.416848,0.017696,0.675771,0.005280,0.049122,0.000832,0.014209,0.000352,0.001440,0.001024,0.000384,1.191279
0.414897,0.017632,0.665787,0.005440,0.047906,0.000768,0.013601,0.000288,0.001376,0.001120,0.000352,1.177775
0.416017,0.017505,0.685083,0.005376,0.048354,0.000832,0.013441,0.000352,0.001472,0.001344,0.000384,1.200016
0.415088,0.017569,0.672955,0.005280,0.048194,0.000768,0.013665,0.000352,0.001440,0.000960,0.000256,1.185455
0.415696,0.017313,0.692732,0.005344,0.048066,0.000864,0.013632,0.000384,0.001504,0.000832,0.000320,1.204464
0.415537,0.017505,0.663098,0.005440,0.048130,0.000800,0.013313,0.000320,0.001472,0.000896,0.000352,1.174575
0.415248,0.017697,0.671515,0.005536,0.048002,0.000768,0.013409,0.000352,0.001472,0.000832,0.000224,1.183727
0.415568,0.017440,0.693564,0.005408,0.047970,0.000544,0.013409,0.000352,0.001376,0.000928,0.000256,1.204624
0.415089,0.017601,0.685659,0.005312,0.047490,0.000768,0.013441,0.000320,0.001408,0.001056,0.000832,1.198224
0.415440,0.017633,0.674939,0.005376,0.047842,0.000768,0.013505,0.000384,0.001440,0.000960,0.000800,1.187919
0.432017,0.017633,0.679291,0.005472,0.048066,0.000864,0.013377,0.000384,0.001440,0.000992,0.000800,1.209392
0.415312,0.017409,0.687803,0.005536,0.048386,0.000864,0.013344,0.000384,0.001504,0.000928,0.000608,1.200752
0.416401,0.017473,0.677851,0.005312,0.048194,0.000864,0.013568,0.000352,0.001504,0.000960,0.000384,1.192880
0.433809,0.017473,0.675643,0.005408,0.048706,0.000832,0.013728,0.000352,0.001472,0.000992,0.000384,1.207728
0.415056,0.017856,0.665115,0.005440,0.050050,0.000800,0.013473,0.000352,0.001440,0.000960,0.000800,1.180207
0.415792,0.017505,0.675995,0.005344,0.048354,0.000768,0.013409,0.000384,0.021057,0.001152,0.000256,1.209424
0.415825,0.017537,0.688539,0.005184,0.048802,0.000832,0.013409,0.000352,0.001408,0.000928,0.000320,1.201680
0.416528,0.017760,0.674395,0.005216,0.047618,0.000832,0.013473,0.000352,0.001408,0.000960,0.000800,1.187823
0.416464,0.017857,0.695516,0.005248,0.048578,0.001024,0.013408,0.000416,0.001568,0.001024,0.000353,1.208881
0.415537,0.017664,0.685404,0.005376,0.048226,0.000832,0.013441,0.000352,0.001472,0.000992,0.000352,1.198576
0.415441,0.017473,0.684379,0.005408,0.048226,0.000864,0.013505,0.000352,0.001472,0.000992,0.000352,1.196848
0.415440,0.017697,0.697116,0.005376,0.049538,0.000800,0.013440,0.000385,0.001504,0.000928,0.000384,1.211216
0.417073,0.017697,0.688187,0.005600,0.047874,0.000864,0.013665,0.000352,0.001536,0.001120,0.000320,1.202704
0.415280,0.017729,0.682939,0.005376,0.047874,0.000800,0.013633,0.000352,0.001440,0.001120,0.000256,1.194831
0.444594,0.017600,0.688156,0.005408,0.048514,0.000832,0.013505,0.000352,0.001472,0.001120,0.000352,1.230257
0.415889,0.017889,0.678523,0.005600,0.048418,0.000832,0.013504,0.000352,0.001408,0.001120,0.000352,1.192688
0.415409,0.017345,0.683515,0.005376,0.048706,0.000832,0.013377,0.000352,0.001472,0.001024,0.000352,1.196368
0.415600,0.017505,0.687483,0.005409,0.048226,0.000800,0.013472,0.000352,0.001536,0.001088,0.000384,1.200591
0.415888,0.017568,0.688700,0.005472,0.048194,0.000800,0.013409,0.000352,0.001408,0.000928,0.000576,1.202416
0.415921,0.017472,0.698524,0.005504,0.047778,0.000800,0.013441,0.000416,0.001504,0.000992,0.000352,1.211952
0.414577,0.017313,0.684219,0.005568,0.048002,0.000800,0.013633,0.000352,0.001408,0.001024,0.000352,1.196272
0.414993,0.017952,0.685884,0.005440,0.048738,0.000800,0.013409,0.000352,0.001440,0.000800,0.000256,1.198704
0.415761,0.017472,0.703900,0.005441,0.050274,0.000864,0.013504,0.000416,0.001376,0.000992,0.000320,1.220145
0.415377,0.017664,0.659867,0.005344,0.054274,0.000800,0.013633,0.000384,0.001472,0.000960,0.000320,1.179055
0.417585,0.017601,0.700188,0.005440,0.048162,0.000832,0.013729,0.000352,0.001504,0.001024,0.000832,1.217873
0.433457,0.017537,0.686011,0.005536,0.048545,0.000832,0.013408,0.000320,0.001536,0.001120,0.000832,1.219280
0.416048,0.017633,0.682971,0.005377,0.048738,0.000800,0.013568,0.000320,0.001536,0.001120,0.000384,1.196783
0.417808,0.017568,0.689340,0.005376,0.047842,0.000800,0.013472,0.000384,0.001537,0.000960,0.000384,1.204400
0.415985,0.017504,0.685084,0.005376,0.047778,0.000832,0.013664,0.000352,0.001536,0.001057,0.000832,1.198352
0.415633,0.017408,0.688540,0.005408,0.049122,0.000832,0.013793,0.000384,0.001504,0.000992,0.000320,1.203088
0.415120,0.017505,0.706012,0.005472,0.049282,0.000832,0.013441,0.000320,0.001536,0.000896,0.000352,1.219632
0.416049,0.017729,0.680123,0.005408,0.048322,0.000832,0.013697,0.000320,0.001536,0.000992,0.000800,1.195152
0.415889,0.017665,0.680955,0.005472,0.048866,0.000832,0.013441,0.000320,0.001600,0.000960,0.000352,1.195728
0.415632,0.017409,0.700924,0.005344,0.048514,0.000896,0.013473,0.000320,0.001536,0.000960,0.000320,1.214128
0.415728,0.017632,0.678395,0.005408,0.048354,0.000864,0.013441,0.000320,0.001568,0.000992,0.000320,1.191855
0.416816,0.017473,0.679579,0.005376,0.048386,0.000800,0.013665,0.000384,0.001536,0.000960,0.000352,1.193871
0.436370,0.017696,0.683964,0.005440,0.048514,0.000832,0.013440,0.000352,0.001536,0.001152,0.000384,1.218929
0.416464,0.017569,0.694428,0.005600,0.048642,0.000832,0.013473,0.000384,0.001536,0.000960,0.000384,1.209584
0.415856,0.017825,0.690107,0.005696,0.048034,0.000864,0.014016,0.000352,0.001536,0.001152,0.000352,1.206032
0.416016,0.017696,0.677371,0.005440,0.048450,0.000800,0.013665,0.000352,0.001504,0.001056,0.000320,1.191535
0.415889,0.017696,0.684220,0.005376,0.048226,0.000832,0.013856,0.000352,0.001440,0.001056,0.000352,1.198064
0.416624,0.017409,0.725597,0.005376,0.048226,0.000832,0.013601,0.000352,0.001504,0.001056,0.000576,1.240625
0.416273,0.017729,0.664698,0.005441,0.048706,0.000864,0.013536,0.000384,0.001408,0.001024,0.000352,1.179311
0.415984,0.017505,0.697596,0.005376,0.048226,0.000832,0.013728,0.000384,0.001505,0.001024,0.000320,1.211920
0.416592,0.017505,0.691579,0.005536,0.049602,0.000736,0.014336,0.000352,0.001440,0.000865,0.000320,1.207760
0.415761,0.017537,0.677243,0.005312,0.048226,0.000800,0.013984,0.000384,0.001440,0.000993,0.000352,1.191152
0.415024,0.017505,0.671419,0.005344,0.048610,0.000832,0.013665,0.000352,0.001408,0.000928,0.000288,1.183407
0.427633,0.017536,0.677435,0.005280,0.048290,0.000768,0.013793,0.000352,0.001408,0.000864,0.000320,1.202832
0.415217,0.017344,0.669115,0.005472,0.048258,0.000768,0.013665,0.000352,0.001472,0.000832,0.000384,1.180271
0.415536,0.017345,0.676891,0.011873,0.048802,0.000576,0.013632,0.000352,0.001408,0.000992,0.000320,1.196239
0.415120,0.017856,0.653754,0.005537,0.048481,0.000512,0.013568,0.000320,0.001408,0.000992,0.000704,1.166766
0.415153,0.017441,0.668922,0.005505,0.048258,0.000800,0.013568,0.000384,0.001504,0.000896,0.000384,1.180815
0.415281,0.017537,0.696507,0.005377,0.048578,0.000736,0.013536,0.000320,0.001440,0.000960,0.000256,1.209104
0.414448,0.017313,0.661338,0.005441,0.048162,0.000768,0.013504,0.000320,0.001408,0.000896,0.000352,1.172046
0.415024,0.017409,0.662842,0.005312,0.048418,0.000832,0.013344,0.000384,0.001472,0.000896,0.000384,1.174574
0.415664,0.017376,0.683803,0.005505,0.048930,0.000800,0.013344,0.000352,0.001472,0.000864,0.000288,1.196143
0.415632,0.017472,0.655098,0.005441,0.048674,0.000768,0.013312,0.000320,0.001408,0.000928,0.000320,1.167406
0.415536,0.017601,0.661818,0.005473,0.047745,0.000800,0.013632,0.000384,0.001376,0.000832,0.000832,1.174606
0.415728,0.017377,0.686747,0.005600,0.048162,0.000768,0.013312,0.000320,0.001472,0.000960,0.000352,1.198608
0.414192,0.017313,0.656218,0.005409,0.048033,0.000864,0.013408,0.000352,0.001440,0.000928,0.000256,1.166926
0.415408,0.017441,0.663834,0.005376,0.048418,0.000800,0.013505,0.000320,0.001344,0.000864,0.000352,1.175055
0.429937,0.017440,0.676315,0.005569,0.049026,0.000832,0.013504,0.000384,0.001408,0.000864,0.000352,1.203951
0.415440,0.017633,0.657530,0.005505,0.048193,0.000576,0.013345,0.000352,0.001408,0.001088,0.000384,1.169294
0.415824,0.017665,0.656826,0.005440,0.048514,0.000768,0.013313,0.000352,0.001472,0.000832,0.000256,1.168846
0.435794,0.017568,0.683004,0.005376,0.048066,0.000896,0.013472,0.000352,0.001440,0.001024,0.000385,1.217233
0.416017,0.017536,0.688892,0.005504,0.048386,0.000832,0.013825,0.000320,0.001504,0.000768,0.000288,1.201968
0.415473,0.017408,0.659931,0.005536,0.048258,0.000832,0.013472,0.000385,0.001504,0.000960,0.000384,1.172079
0.415888,0.017664,0.681371,0.005249,0.048674,0.000864,0.013600,0.000416,0.001376,0.000960,0.000800,1.194895
0.415985,0.017312,0.679451,0.005409,0.048642,0.000576,0.013408,0.000384,0.001440,0.000992,0.000320,1.192111
0.415440,0.017537,0.679451,0.005248,0.048258,0.000768,0.013441,0.000352,0.001408,0.001024,0.000320,1.190863
0.415376,0.017601,0.680987,0.005569,0.048353,0.000576,0.013473,0.000320,0.001472,0.000896,0.000288,1.192367
0.416337,0.017537,0.665626,0.005633,0.050530,0.000832,0.013600,0.000384,0.001376,0.000832,0.000352,1.181871
0.415248,0.017377,0.681275,0.005536,0.048386,0.000832,0.013761,0.000384,0.001408,0.000864,0.000320,1.193071
0.414929,0.017409,0.679227,0.005344,0.048482,0.000832,0.013472,0.000320,0.001408,0.001088,0.000256,1.190864
0.416400,0.017825,0.676059,0.005504,0.048482,0.000832,0.013537,0.000352,0.001376,0.000960,0.000352,1.190543
0.416304,0.017313,0.702780,0.005504,0.048194,0.000544,0.013441,0.000320,0.001472,0.000864,0.000320,1.214992
0.415729,0.020896,0.670459,0.005408,0.048578,0.000768,0.013537,0.000320,0.001472,0.000928,0.000320,1.186031
0.416113,0.017408,0.645306,0.005408,0.048930,0.000800,0.013569,0.000384,0.001376,0.000928,0.000224,1.158478
0.430417,0.017441,0.673883,0.005312,0.048002,0.000832,0.013472,0.000288,0.001440,0.000832,0.000256,1.200112
0.415984,0.017601,0.694940,0.011904,0.048546,0.000736,0.013697,0.000320,0.001440,0.000896,0.000352,1.214384
0.415792,0.017793,0.684123,0.005473,0.048226,0.000736,0.013408,0.000352,0.001440,0.000896,0.000256,1.195727
0.428145,0.017601,0.664026,0.005409,0.048546,0.000768,0.013600,0.000352,0.001376,0.000992,0.000256,1.188943
0.415281,0.017505,0.654714,0.005408,0.048610,0.000704,0.013344,0.000352,0.001441,0.000896,0.000320,1.166511
0.417201,0.017761,0.756574,0.005632,0.049058,0.001056,0.014593,0.000352,0.001568,0.001952,0.000544,1.277811
0.415536,0.017601,0.660858,0.005537,0.048226,0.000800,0.013856,0.000352,0.001408,0.000992,0.000512,1.175118
0.420465,0.018112,0.751037,0.005473,0.049314,0.000896,0.014048,0.000320,0.001888,0.002784,0.000577,1.287444
0.417297,0.017953,0.682715,0.005568,0.048418,0.000832,0.013921,0.000352,0.001760,0.000896,0.000352,1.200176
0.416752,0.017441,0.698940,0.005792,0.048706,0.000832,0.014401,0.000384,0.001792,0.000800,0.000384,1.214832
0.416817,0.017409,0.673083,0.005280,0.048450,0.000864,0.014752,0.000352,0.001472,0.000961,0.000608,1.188208
0.428785,0.017376,0.672187,0.005440,0.048162,0.000800,0.014049,0.000352,0.001536,0.001024,0.000352,1.198704
0.416369,0.017696,0.680795,0.007264,0.048610,0.000768,0.013856,0.000352,0.001537,0.001056,0.000320,1.198704
0.416336,0.017793,0.681403,0.005696,0.049058,0.000832,0.013889,0.000384,0.001408,0.001056,0.000320,1.197935
0.415984,0.017569,0.672187,0.005440,0.048226,0.000832,0.013696,0.000352,0.001473,0.000960,0.000320,1.185487
0.417169,0.017089,0.671835,0.005440,0.048450,0.000608,0.013568,0.000352,0.001376,0.001056,0.000352,1.186256
0.415089,0.017313,0.689659,0.007488,0.047810,0.000576,0.013633,0.000352,0.001472,0.000928,0.000352,1.203344
0.415760,0.017313,0.680283,0.005312,0.048098,0.000576,0.013537,0.000352,0.001440,0.001088,0.000384,1.191951
0.415921,0.017568,0.681787,0.005345,0.048450,0.000608,0.013664,0.000352,0.001472,0.000960,0.000352,1.194287
0.415569,0.017632,0.679931,0.005504,0.048098,0.000576,0.013696,0.000384,0.001408,0.001024,0.000352,1.192303
0.416048,0.017697,0.661210,0.005344,0.048034,0.000832,0.013569,0.000352,0.001472,0.001024,0.000416,1.174511
0.416304,0.017504,0.660635,0.005504,0.047650,0.000832,0.014112,0.000352,0.001408,0.001185,0.000352,1.174255
0.415889,0.017760,0.693980,0.005376,0.047394,0.000576,0.013761,0.000352,0.001472,0.000960,0.000352,1.206416
0.416496,0.017697,0.673787,0.005472,0.047554,0.000768,0.013857,0.000384,0.001472,0.000960,0.000320,1.187087
0.415184,0.017505,0.661402,0.005505,0.048193,0.000801,0.014208,0.000352,0.001440,0.000928,0.000320,1.174126
0.437649,0.017473,0.682875,0.005472,0.048514,0.000896,0.013569,0.000352,0.001440,0.001184,0.000384,1.218576
0.416048,0.020833,0.666203,0.005408,0.047938,0.000800,0.013536,0.000352,0.001665,0.001056,0.000352,1.181551
0.416113,0.017536,0.668923,0.005280,0.048098,0.000576,0.013537,0.000384,0.001504,0.000928,0.000288,1.180367
0.429009,0.017601,0.665722,0.005280,0.047969,0.000544,0.013441,0.000384,0.001408,0.001024,0.000320,1.191023
0.416305,0.017729,0.660218,0.005376,0.047298,0.000864,0.013889,0.000320,0.001376,0.000896,0.000320,1.173743
0.415889,0.017409,0.689211,0.005504,0.047746,0.000608,0.013473,0.000320,0.001536,0.000960,0.000352,1.200272
0.415217,0.017569,0.711100,0.005280,0.047426,0.000832,0.013377,0.000352,0.001408,0.000928,0.000384,1.221169
0.415569,0.017408,0.686524,0.005568,0.048898,0.000800,0.013473,0.000384,0.001408,0.000960,0.000352,1.200560
0.415792,0.017281,0.682427,0.005536,0.048130,0.000832,0.013761,0.000384,0.001472,0.000992,0.000256,1.194511
0.415217,0.017472,0.670779,0.005440,0.048386,0.000768,0.013281,0.000352,0.001472,0.000960,0.000352,1.182831
0.415600,0.017697,0.698236,0.005408,0.048162,0.000800,0.013376,0.000352,0.001408,0.000993,0.000384,1.209968
0.414864,0.017537,0.706588,0.005408,0.047938,0.000576,0.013441,0.000352,0.001408,0.000928,0.000352,1.217840
0.416528,0.017408,0.662075,0.009952,0.047522,0.000576,0.013440,0.000352,0.001440,0.000768,0.000384,1.178191
0.416273,0.017153,0.698651,0.005345,0.047073,0.000576,0.013280,0.000352,0.001440,0.000864,0.000384,1.209328
0.416048,0.017409,0.684443,0.005408,0.046914,0.000768,0.013633,0.000384,0.001440,0.001056,0.000288,1.196527
0.415376,0.017569,0.688987,0.005505,0.047297,0.000896,0.013760,0.000288,0.001440,0.001056,0.000800,1.202927
0.415857,0.017601,0.677019,0.005344,0.047010,0.000864,0.013408,0.000320,0.001440,0.000960,0.000320,1.188464
0.429425,0.017344,0.674395,0.005344,0.047138,0.000768,0.013409,0.000384,0.001440,0.000960,0.000352,1.200624
0.417553,0.017537,0.673434,0.005312,0.047618,0.000800,0.013312,0.000384,0.001504,0.001120,0.000704,1.187535
0.415056,0.017345,0.672763,0.005344,0.047234,0.000576,0.013472,0.000352,0.001408,0.001024,0.000352,1.182991
0.415632,0.018049,0.681531,0.005409,0.047489,0.001025,0.013408,0.000384,0.001504,0.000960,0.000320,1.193807
0.415569,0.017569,0.682459,0.005504,0.047906,0.000864,0.013409,0.000352,0.001472,0.001056,0.000352,1.195632
0.415664,0.017472,0.710492,0.005536,0.049442,0.000832,0.013376,0.000352,0.001440,0.000929,0.000576,1.225585
0.415505,0.017537,0.680155,0.005504,0.048034,0.000832,0.013633,0.000352,0.001472,0.000960,0.000352,1.194128
0.415280,0.017505,0.640186,0.005376,0.048354,0.000832,0.013312,0.000352,0.001408,0.001056,0.000352,1.151822
0.416784,0.017121,0.698460,0.005312,0.047490,0.000832,0.013473,0.000352,0.001536,0.000960,0.000256,1.211024
0.414961,0.017473,0.681691,0.005088,0.047010,0.000544,0.013408,0.000352,0.001536,0.000961,0.000416,1.191152
