Layer[0],Layer[1],TEE[2-2],Layer[3],Layer[4],Layer[5],Layer[6],Layer[7],Layer[8],Layer[9],Layer[10],classifier
0.415696,0.017441,0.675963,0.005344,0.067235,0.000832,0.013953,0.000384,0.001696,0.000992,0.000352,1.208848
0.415537,0.017888,0.670747,0.005344,0.048450,0.000832,0.013889,0.000352,0.001728,0.000960,0.000320,1.185039
0.415921,0.017409,0.674362,0.005505,0.047778,0.000896,0.013888,0.000352,0.001536,0.001024,0.000384,1.187503
0.416144,0.017633,0.718813,0.005472,0.047842,0.000928,0.014112,0.000320,0.001632,0.000993,0.000320,1.233681
0.416401,0.017601,0.674778,0.005601,0.049346,0.001088,0.013664,0.000384,0.001568,0.001024,0.000352,1.190159
0.416752,0.017696,0.675675,0.005280,0.047938,0.000864,0.014049,0.000384,0.001440,0.001056,0.000832,1.191183
0.415441,0.017793,0.685787,0.005504,0.047938,0.000928,0.013793,0.000352,0.001472,0.001056,0.000768,1.198544
0.415472,0.017984,0.682811,0.005409,0.048578,0.000800,0.013632,0.000384,0.001440,0.001056,0.000352,1.196687
0.415664,0.017345,0.663546,0.005345,0.048194,0.000864,0.013632,0.000352,0.001408,0.001056,0.000288,1.176046
0.434609,0.017633,0.666586,0.005280,0.047330,0.000544,0.013665,0.000352,0.001344,0.000960,0.000320,1.196655
0.416241,0.017473,0.679867,0.005184,0.047330,0.000608,0.013632,0.000320,0.001600,0.000992,0.000352,1.191472
0.415312,0.017761,0.677115,0.005344,0.047842,0.000544,0.013601,0.000320,0.001472,0.001056,0.000320,1.189231
0.415729,0.017473,0.671930,0.005344,0.047906,0.000576,0.013569,0.000320,0.001344,0.000928,0.000320,1.184271
0.415889,0.017569,0.667002,0.005313,0.049922,0.000576,0.013536,0.000352,0.001408,0.000928,0.000352,1.180719
0.415313,0.017440,0.696252,0.005376,0.047426,0.000576,0.013537,0.000384,0.001376,0.000992,0.000320,1.206320
0.416208,0.017665,0.678523,0.005568,0.049954,0.000736,0.013793,0.000352,0.001504,0.000928,0.000352,1.194831
0.415985,0.017504,0.668379,0.005536,0.047106,0.000832,0.013729,0.000352,0.001472,0.000992,0.000416,1.179823
0.415376,0.017825,0.696668,0.005376,0.049730,0.000768,0.013857,0.000352,0.001440,0.000992,0.000320,1.210864
0.415728,0.017376,0.677787,0.005408,0.047234,0.000800,0.013633,0.000352,0.001408,0.000864,0.000384,1.189743
0.415985,0.017761,0.688187,0.005440,0.048162,0.000832,0.013473,0.000384,0.001376,0.001056,0.000352,1.202320
0.435154,0.018336,0.679418,0.005408,0.047522,0.000832,0.013472,0.000352,0.001472,0.001056,0.000352,1.212208
0.416881,0.017761,0.685691,0.005504,0.048706,0.000864,0.013441,0.000320,0.001440,0.000928,0.000352,1.201008
0.415728,0.017569,0.690299,0.005281,0.048450,0.000832,0.013472,0.000384,0.001504,0.001088,0.000352,1.203727
0.430193,0.017729,0.675962,0.005441,0.047970,0.000832,0.013472,0.000384,0.001504,0.001056,0.000352,1.203919
0.416113,0.017728,0.669531,0.005376,0.047906,0.000832,0.013505,0.000352,0.001376,0.001024,0.000352,1.182031
0.415953,0.017504,0.681211,0.005312,0.048738,0.000832,0.013472,0.000288,0.001472,0.000800,0.000352,1.195599
0.416592,0.017632,0.665627,0.005312,0.048706,0.000864,0.013441,0.000352,0.001504,0.000928,0.000352,1.180111
0.415376,0.017889,0.685339,0.005569,0.048674,0.001056,0.013632,0.000416,0.001504,0.000960,0.000352,1.199151
0.415889,0.017345,0.707964,0.005472,0.048194,0.000832,0.013473,0.000352,0.001408,0.000960,0.000352,1.221009
0.415504,0.017473,0.673691,0.005504,0.048866,0.000864,0.013537,0.000384,0.001440,0.000928,0.000352,1.187055
0.415376,0.017536,0.687324,0.005408,0.047906,0.000832,0.013536,0.000416,0.001408,0.000929,0.000352,1.199600
0.415312,0.017633,0.691259,0.005600,0.048354,0.000832,0.013536,0.000384,0.001440,0.000928,0.000832,1.205232
0.415793,0.017537,0.699996,0.005376,0.049186,0.000832,0.014112,0.000352,0.001601,0.001120,0.000384,1.219473
0.416368,0.017568,0.665051,0.005376,0.048386,0.000832,0.013569,0.000384,0.001440,0.000992,0.000352,1.178991
0.432689,0.017697,0.671003,0.005440,0.048418,0.000832,0.013472,0.000352,0.001408,0.000960,0.000353,1.201936
0.415472,0.017633,0.678715,0.005344,0.047970,0.000864,0.013633,0.000352,0.001408,0.001024,0.000864,1.192399
0.415504,0.017537,0.661690,0.005313,0.047970,0.000928,0.013440,0.000352,0.001440,0.001024,0.000832,1.173742
0.415440,0.017345,0.686715,0.005408,0.048546,0.000896,0.013569,0.000352,0.001408,0.000992,0.000352,1.198959
0.415697,0.017665,0.671002,0.005504,0.048002,0.000800,0.013633,0.000416,0.001440,0.001056,0.000352,1.184271
0.415505,0.017569,0.717020,0.005408,0.047842,0.000800,0.013569,0.000384,0.001408,0.000992,0.000320,1.229841
0.415760,0.017825,0.669595,0.005376,0.047874,0.000864,0.013729,0.000352,0.001472,0.001056,0.000352,1.183375
0.415664,0.017664,0.674715,0.005408,0.048034,0.000896,0.013633,0.000352,0.001408,0.001152,0.000352,1.188975
0.416337,0.017505,0.698491,0.005568,0.048162,0.000832,0.013408,0.000352,0.001472,0.001152,0.000448,1.212304
0.416144,0.017601,0.715836,0.005377,0.050690,0.000832,0.013376,0.000320,0.001376,0.000928,0.000800,1.231504
0.416113,0.017441,0.681435,0.005440,0.048386,0.000768,0.013441,0.000352,0.001408,0.000928,0.000352,1.194384
0.434289,0.017473,0.698396,0.005312,0.048386,0.000832,0.013696,0.000353,0.001440,0.001120,0.000384,1.231377
0.415313,0.017441,0.675546,0.005441,0.048482,0.000800,0.013536,0.000320,0.001408,0.000928,0.000320,1.187919
0.416593,0.017569,0.689851,0.005312,0.048129,0.000896,0.013377,0.000352,0.001408,0.001120,0.000352,1.203696
0.415312,0.017792,0.666267,0.005408,0.048514,0.000864,0.013473,0.000352,0.001472,0.001120,0.000352,1.179087
0.415632,0.018273,0.665307,0.005216,0.047618,0.000896,0.013760,0.000320,0.001376,0.000960,0.000320,1.178703
0.415345,0.017409,0.720060,0.005441,0.048322,0.000832,0.013472,0.000384,0.001440,0.000992,0.000384,1.232497
0.416209,0.017568,0.670426,0.005568,0.048066,0.000832,0.013633,0.000384,0.001472,0.001024,0.000416,1.185135
0.416400,0.017601,0.675323,0.005568,0.048226,0.000832,0.013729,0.000352,0.001568,0.001024,0.000384,1.189487
0.416881,0.017472,0.689051,0.005440,0.048386,0.000768,0.013825,0.000384,0.001504,0.001056,0.000320,1.203984
0.416176,0.017537,0.677499,0.005408,0.048258,0.000864,0.013697,0.000320,0.001440,0.001024,0.000800,1.191343
0.415472,0.017697,0.680091,0.005280,0.048610,0.000864,0.013697,0.000320,0.001440,0.001088,0.000800,1.193615
0.445362,0.017600,0.681179,0.005472,0.048130,0.000928,0.013568,0.000352,0.001504,0.001088,0.000832,1.225137
0.415601,0.017920,0.702332,0.005313,0.050178,0.000864,0.013696,0.000288,0.001504,0.000992,0.000352,1.217328
0.415088,0.017505,0.670427,0.005472,0.048450,0.000800,0.013984,0.000352,0.001440,0.000928,0.000353,1.182671
0.433201,0.017537,0.664219,0.005472,0.049186,0.000768,0.013472,0.000384,0.001472,0.000929,0.000352,1.195344
0.417424,0.017473,0.675067,0.005568,0.048514,0.000832,0.013633,0.000352,0.001440,0.000992,0.000384,1.191247
0.415665,0.017504,0.662907,0.005504,0.067043,0.000832,0.013696,0.000384,0.001408,0.001089,0.000320,1.195504
0.415281,0.017473,0.667162,0.005408,0.052418,0.000800,0.013536,0.000352,0.001504,0.000928,0.000800,1.184303
0.415409,0.017472,0.673275,0.005376,0.048578,0.000704,0.013601,0.000384,0.001440,0.000960,0.000384,1.185679
0.415376,0.017665,0.697980,0.005376,0.048194,0.000928,0.013761,0.000352,0.001408,0.000992,0.000800,1.212112
0.415216,0.017441,0.670043,0.005568,0.048226,0.000864,0.013856,0.000384,0.001472,0.000960,0.000352,1.182959
0.414737,0.017408,0.667547,0.005408,0.048514,0.000768,0.013441,0.000352,0.001440,0.000992,0.000320,1.179631
0.415857,0.017825,0.716476,0.005408,0.048097,0.000768,0.013665,0.000352,0.001440,0.000960,0.000320,1.229073
0.417168,0.017504,0.663451,0.005408,0.047746,0.000800,0.013664,0.000384,0.001409,0.001088,0.000352,1.178447
0.416081,0.017601,0.681755,0.005536,0.048130,0.000864,0.013697,0.000352,0.001440,0.000864,0.000384,1.195504
0.435121,0.017536,0.676859,0.005376,0.050818,0.000832,0.013729,0.000352,0.001408,0.001024,0.000352,1.213008
0.415952,0.017665,0.649722,0.005248,0.047970,0.000800,0.013601,0.000384,0.001408,0.000960,0.000384,1.162894
0.415249,0.017345,0.676283,0.005248,0.048258,0.000832,0.013344,0.000320,0.001408,0.000961,0.000352,1.187696
0.415281,0.017633,0.669466,0.005152,0.048706,0.000800,0.013409,0.000384,0.001408,0.001024,0.000512,1.181071
0.415601,0.017761,0.668090,0.005376,0.047586,0.000800,0.013665,0.000384,0.001472,0.001120,0.000832,1.181583
0.415600,0.017633,0.691995,0.005409,0.048258,0.000800,0.013696,0.000352,0.001504,0.001056,0.000320,1.204975
0.416657,0.017505,0.679963,0.005440,0.047810,0.000832,0.013632,0.000416,0.001441,0.001024,0.000352,1.194128
0.415345,0.017537,0.685627,0.005248,0.047650,0.000832,0.013441,0.000384,0.001504,0.000960,0.000832,1.197520
0.415473,0.017568,0.666459,0.005440,0.047298,0.000832,0.013569,0.000352,0.001472,0.001056,0.000832,1.178959
0.415441,0.017985,0.661050,0.005472,0.047394,0.000832,0.013505,0.000384,0.001440,0.000928,0.000384,1.173103
